case,dx,k,pqc,pqi,pt,pqv,pu,pv
8,1500.0,44,00000000,00000000,43957553,3CA9794D,40B96FC3,00000000
8,1500.0,45,00000000,00000000,4395CC77,3CAE7675,40B2BBCA,00000000
8,1500.0,46,00000000,00000000,43961B8A,3CB31358,40ACA69F,00000000
8,1500.0,47,00000000,00000000,43966139,3CB731B1,40A74A69,00000000
8,1500.0,48,00000000,00000000,43969AF0,3CBA9BFC,40A2D9D6,00000000
8,1500.0,49,00000000,00000000,4396C000,3CBCA8B6,40A00000,00000000
9,1500.0,1,00000000,00000000,434D8000,37927832,42299875,00000000
9,1500.0,2,00000000,00000000,434D8000,374EECD5,421B6C8C,00000000
9,1500.0,3,00000000,00000000,43506AB0,376ED8A9,42106900,00000000
9,1500.0,4,00000000,00000000,4357EC4A,3800B0B0,42072BF4,00000000
9,1500.0,5,00000000,00000000,435E691E,386D0382,41FE5FB8,00000000
9,1500.0,6,00000000,00000000,436422DF,38C3D077,41F047B4,00000000
9,1500.0,7,00000000,00000000,43694494,39158124,41E3A5F6,00000000
9,1500.0,8,00000000,00000000,436DEC05,39571391,41D83130,00000000
9,1500.0,9,00000000,00000000,43722EBC,3993ADC7,41CDB459,00000000
9,1500.0,10,00000000,00000000,43761CD8,39CFD8E0,41C407C5,00000000
9,1500.0,11,00000000,00000000,4379C2BF,3A17798D,41BB0CEF,00000000
9,1500.0,12,00000000,00000000,437D2A2F,3A52C14A,41B2ABDC,00000000
9,1500.0,13,00000000,00000000,43802D7B,3A8D511D,41AAD155,00000000
9,1500.0,14,00000000,00000000,4381ADB6,3AB7EB96,41A36DB8,00000000
9,1500.0,15,00000000,00000000,43831869,3AE97CBE,419C7421,00000000
9,1500.0,16,00000000,00000000,43846FC4,3B11209B,4195D9C5,00000000
9,1500.0,17,00000000,00000000,4385B59E,3B313322,418F9592,00000000
9,1500.0,18,00000000,00000000,4386EB8B,3B5505FC,41899FCA,00000000
9,1500.0,19,00000000,00000000,438812E3,3B7CA255,4183F1CA,00000000
9,1500.0,20,00000000,00000000,43892CD1,3B9405CE,417D0BAB,00000000
9,1500.0,21,00000000,00000000,438A3A57,3BAB9FA2,4172ADE4,00000000
9,1500.0,22,00000000,00000000,438B3C58,3BC51ADE,4168C18C,00000000
9,1500.0,23,00000000,00000000,438C339A,3BE07110,415F3F04,00000000
9,1500.0,24,00000000,00000000,438D20CB,3BFD9961,41561F92,00000000
9,1500.0,25,00000000,00000000,438E0484,3C0D17BA,414D5D64,00000000
9,1500.0,26,00000000,00000000,438EDF46,3C193F4A,4144F376,00000000
9,1500.0,27,00000000,00000000,438FB18A,3C25BBF4,413CDD28,00000000
9,1500.0,28,00000000,00000000,43907BBA,3C328623,41351663,00000000
9,1500.0,29,00000000,00000000,43913E35,3C3F9623,412D9B84,00000000
9,1500.0,30,00000000,00000000,4391F94C,3C4CE3AD,41266960,00000000
9,1500.0,31,00000000,00000000,4392AD4A,3C5A6685,411F7D24,00000000
9,1500.0,32,00000000,00000000,43935A6E,3C6815DA,4118D460,00000000
9,1500.0,33,00000000,00000000,439400EF,3C75E884,41126CF9,00000000
9,1500.0,34,00000000,00000000,4394A0FA,3C81EA55,410C452B,00000000
9,1500.0,35,00000000,00000000,43953AB5,3C88E801,41065B81,00000000
9,1500.0,36,00000000,00000000,4395CE3F,3C8FE7E6,4100AED3,00000000
9,1500.0,37,00000000,00000000,43965BAB,3C96E400,40F67CA8,00000000
9,1500.0,38,00000000,00000000,4392DF2F,3C84917B,40EC5ED6,00000000
9,1500.0,39,00000000,00000000,43935CD3,3C8C9107,40E2B4BA,00000000
9,1500.0,40,00000000,00000000,4393D48A,3C931C3C,40D97F3F,00000000
9,1500.0,41,00000000,00000000,4394463E,3C98F6C6,40D0C030,00000000
9,1500.0,42,00000000,00000000,4394B1C7,3C9EAB8D,40C87A81,00000000
9,1500.0,43,00000000,00000000,439516EC,3CA43087,40C0B2BE,00000000
9,1500.0,44,00000000,00000000,43957553,3CA9794D,40B96FC3,00000000
9,1500.0,45,00000000,00000000,4395CC77,3CAE7675,40B2BBCA,00000000
9,1500.0,46,00000000,00000000,43961B8A,3CB31358,40ACA69F,00000000
9,1500.0,47,00000000,00000000,43966139,3CB731B1,40A74A69,00000000
9,1500.0,48,00000000,00000000,43969AF0,3CBA9BFC,40A2D9D6,00000000
9,1500.0,49,00000000,00000000,4396C000,3CBCA8B6,40A00000,00000000
10,1500.0,1,00000000,00000000,434E0000,37B52527,4229CDFB,00000000
10,1500.0,2,00000000,00000000,434E0000,377FE9A1,421B993D,00000000
10,1500.0,3,00000000,00000000,4350CA7E,3790E6F8,421090A0,00000000
10,1500.0,4,00000000,00000000,43584F8E,381BC9F2,42074F52,00000000
10,1500.0,5,00000000,00000000,435ECF60,388F3364,41FE9F15,00000000
10,1500.0,6,00000000,00000000,43648BC8,38EC4419,41F0808B,00000000
10,1500.0,7,00000000,00000000,4369AFDF,39342A2A,41E3D8EF,00000000
10,1500.0,8,00000000,00000000,436E597C,39817456,41D85ED0,00000000
10,1500.0,9,00000000,00000000,43729E32,39B19CBE,41CDDD0E,00000000
10,1500.0,10,00000000,00000000,43768E29,39F57338,41C42BEB,00000000
10,1500.0,11,00000000,00000000,437A35CA,3A2D72C3,41BB2CD4,00000000
10,1500.0,12,00000000,00000000,437D9ED8,3A6BB881,41B2C7C4,00000000
10,1500.0,13,00000000,00000000,43806892,3A9B2606,41AAE97E,00000000
10,1500.0,14,00000000,00000000,4381E986,3AC6E69A,41A38257,00000000
10,1500.0,15,00000000,00000000,438354E7,3AF95DD5,419C8566,00000000
10,1500.0,16,00000000,00000000,4384ACE7,3B195E87,4195E7DC,00000000
10,1500.0,17,00000000,00000000,4385F35F,3B3993CF,418FA0A4,00000000
10,1500.0,18,00000000,00000000,438729E1,3B5D5A09,4189A7FD,00000000
10,1500.0,19,00000000,00000000,438851C7,3B825B55,4183F742,00000000
10,1500.0,20,00000000,00000000,43896C3C,3B97D4DC,417D1165,00000000
10,1500.0,21,00000000,00000000,438A7A43,3BAF1702,4172AEA7,00000000
10,1500.0,22,00000000,00000000,438B7CBF,3BC81CD8,4168BD95,00000000
10,1500.0,23,00000000,00000000,438C7476,3BE2DF10,415F368B,00000000
10,1500.0,24,00000000,00000000,438D6217,3BFF5444,415612CD,00000000
10,1500.0,25,00000000,00000000,438E463A,3C0DA93B,414D4C86,00000000
10,1500.0,26,00000000,00000000,438F2163,3C19D5D6,4144DEA7,00000000
10,1500.0,27,00000000,00000000,438FF40A,3C26573F,413CC48E,00000000
10,1500.0,28,00000000,00000000,4390BE98,3C3325CD,4134FA25,00000000
10,1500.0,29,00000000,00000000,4391816E,3C4039FB,412D7BC4,00000000
10,1500.0,30,00000000,00000000,43923CDE,3C4D8BA1,41264640,00000000
10,1500.0,31,00000000,00000000,43906DE1,3C389539,411F7758,00000000
10,1500.0,32,00000000,00000000,4391182A,3C481F1E,4118EAB0,00000000
10,1500.0,33,00000000,00000000,4391BBEF,3C58173A,41129E32,00000000
10,1500.0,34,00000000,00000000,4392595D,3C6870C5,410C9020,00000000
10,1500.0,35,00000000,00000000,4392F099,3C791DBB,4106BF09,00000000
10,1500.0,36,00000000,00000000,439381C2,3C850787,410129CA,00000000
10,1500.0,37,00000000,00000000,43940CEA,3C8D99CA,40F79F34,00000000
10,1500.0,38,00000000,00000000,43949220,3C963C97,40ED6005,00000000
10,1500.0,39,00000000,00000000,43951163,3C9EE56F,40E395E8,00000000
10,1500.0,40,00000000,00000000,43958AA9,3CA64E1D,40DA41C7,00000000
10,1500.0,41,00000000,00000000,4395FDD9,3CACD9B9,40D1657C,00000000
10,1500.0,42,00000000,00000000,43966ACC,3CB33B05,40C90408,00000000
10,1500.0,43,00000000,00000000,4396D145,3CB9668F,40C1220D,00000000
10,1500.0,44,00000000,00000000,439730EB,3CBF4EBD,40B9C682,00000000
10,1500.0,45,00000000,00000000,43978937,3CC4E252,40B2FBC8,00000000
10,1500.0,46,00000000,00000000,4397D957,3CCA0A20,40ACD1E7,00000000
10,1500.0,47,00000000,00000000,43981FF4,3CCEA462,40A76362,00000000
10,1500.0,48,00000000,00000000,43985A71,3CD2752F,40A2E39C,00000000
10,1500.0,49,00000000,00000000,43988000,3CD4BE7F,40A00000,00000000
11,1500.0,1,00000000,00000000,43518000,37919FC8,422B6F9B,00000000
11,1500.0,2,00000000,00000000,43518000,374DB9E3,421CFD14,00000000
11,1500.0,3,00000000,00000000,43534498,37491262,4211D2F6,00000000
11,1500.0,4,00000000,00000000,435AE07A,37D4F8FB,42087592,00000000
11,1500.0,5,00000000,00000000,43617403,38417557,42005D86,00000000
11,1500.0,6,00000000,00000000,436741CE,389E0CC9,41F271B8,00000000
11,1500.0,7,00000000,00000000,436C7575,38EF14E5,41E5A3CC,00000000
11,1500.0,8,00000000,00000000,43712D2A,392A9760,41DA06FB,00000000
11,1500.0,9,00000000,00000000,43757EC2,3968A2A4,41CF6585,00000000
11,1500.0,10,00000000,00000000,43797A92,399E17DA,41C59738,00000000
11,1500.0,11,00000000,00000000,437D2D28,39E28E9F,41BC7D26,00000000
11,1500.0,12,00000000,00000000,43805033,3A1B8078,41B3FF06,00000000
11,1500.0,13,00000000,00000000,4381EE19,3A4E3D60,41AC095F,00000000
11,1500.0,14,00000000,00000000,4383737E,3A84F624,41A48C5B,00000000
11,1500.0,15,00000000,00000000,4384E308,3AA7725D,419D7AEA,00000000
11,1500.0,16,00000000,00000000,43863EF2,3ACEB541,4196CA20,00000000
11,1500.0,17,00000000,00000000,43878916,3AFAD629,419070CC,00000000
11,1500.0,18,00000000,00000000,4388C30F,3B15F251,418A6717,00000000
11,1500.0,19,00000000,00000000,4389EE39,3B30F39E,4184A648,00000000
11,1500.0,20,00000000,00000000,438B0BC3,3B4E6EBD,417E5121,00000000
11,1500.0,21,00000000,00000000,438C1CB2,3B6E5FA1,4173D1C9,00000000
11,1500.0,22,00000000,00000000,438D21EB,3B885F82,4169C5BA,00000000
11,1500.0,23,00000000,00000000,438E1C38,3B9AC15B,4160253B,00000000
11,1500.0,24,00000000,00000000,438F0C4A,3BAE4EB5,4156E97B,00000000
11,1500.0,25,00000000,00000000,438FF2BA,3BC1DEF1,414E0C88,00000000
11,1500.0,26,00000000,00000000,4390D010,3BD23C97,41458938,00000000
11,1500.0,27,00000000,00000000,4391A4C6,3BE3073B,413D5ADC,00000000
11,1500.0,28,00000000,00000000,43927146,3BF434A5,41357D4A,00000000
11,1500.0,29,00000000,00000000,439335F3,3C02DD7B,412DECD2,00000000
11,1500.0,30,00000000,00000000,4393F31E,3C0BC78A,4126A638,00000000
11,1500.0,31,00000000,00000000,4394A914,3C14D323,411FA69E,00000000
11,1500.0,32,00000000,00000000,43955814,3C1DFA61,4118EB88,00000000
11,1500.0,33,00000000,00000000,43960057,3C27374F,411272D0,00000000
11,1500.0,34,00000000,00000000,4396A20B,3C30837B,410C3AA6,00000000
11,1500.0,35,00000000,00000000,43973D58,3C39D836,4106418D,00000000
11,1500.0,36,34ED77B7,00000000,4397D221,3C43355B,4100857B,00000000
11,1500.0,37,34C87EC6,00000000,43925C18,3C6F27F7,40F67A3A,00000000
11,1500.0,38,3349A6E4,00000000,4392DF3F,3C81A97E,40EC5F0C,00000000
11,1500.0,39,3327CDAF,00000000,43935CE0,3C8BE5C2,40E2B510,00000000
11,1500.0,40,3312A7C3,00000000,4393D496,3C931B38,40D97F91,00000000
11,1500.0,41,33004B96,00000000,43944649,3C98F5FB,40D0C07D,00000000
11,1500.0,42,32D7B2B1,00000000,4394B1D2,3C9EAAC5,40C87ACA,00000000
11,1500.0,43,32ACAB1B,00000000,439516F6,3CA42FC2,40C0B303,00000000
11,1500.0,44,3280D9F1,00000000,4395755C,3CA9788A,40B97005,00000000
11,1500.0,45,31E45AC8,00000000,4395CC7F,3CAE75B3,40B2BC0B,00000000
11,1500.0,46,00000000,00000000,43961B92,3CB31277,40ACA707,00000000
11,1500.0,47,00000000,00000000,4396613B,3CB7310B,40A74B52,00000000
11,1500.0,48,00000000,00000000,43969AF2,3CBA9B55,40A2DABF,00000000
11,1500.0,49,00000000,00000000,4396C002,3CBCA810,40A000E9,00000000
12,1500.0,1,00000000,00000000,434E8000,37C21548,422A1F5C,00000000
12,1500.0,2,00000000,00000000,434E8000,37891854,421BE1C9,00000000
12,1500.0,3,00000000,00000000,435112A6,3796797C,4210D55C,00000000
12,1500.0,4,00000000,00000000,43589A4E,38218036,420790DA,00000000
12,1500.0,5,00000000,00000000,435F1C60,38943FB3,41FF1C9C,00000000
12,1500.0,6,00000000,00000000,4364DAC5,38F45259,41F0F92F,00000000
12,1500.0,7,00000000,00000000,436A00A5,393A2206,41E44D30,00000000
12,1500.0,8,00000000,00000000,436EABE0,3985A2AD,41D8CF15,00000000
12,1500.0,9,00000000,00000000,4372F212,39B7389A,41CE49AD,00000000
12,1500.0,10,00000000,00000000,4376E369,3A01F541,41C49525,00000000
12,1500.0,11,00000000,00000000,437A8C5B,3A44BED5,41BB92D1,00000000
12,1500.0,12,00000000,00000000,437DF6B0,3A8C9BC6,41B32A9F,00000000
12,1500.0,13,00000000,00000000,4380951E,3AC06625,41AB4945,00000000
12,1500.0,14,00000000,00000000,438216B1,3AFE59D4,41A3DF0E,00000000
12,1500.0,15,00000000,00000000,438382B2,3B237BE3,419CDF08,00000000
12,1500.0,16,00000000,00000000,4384DB55,3B4D5452,41963E5D,00000000
12,1500.0,17,00000000,00000000,43862273,3B7CDE9D,418FF3F0,00000000
12,1500.0,18,00000000,00000000,438759A2,3B991C76,4189F7F8,00000000
12,1500.0,19,00000000,00000000,4388823A,3BB6BB3E,418443CC,00000000
12,1500.0,20,00000000,00000000,43899D6A,3BD7513C,417DA352,00000000
12,1500.0,21,00000000,00000000,438AAC33,3BFADEE2,4173391A,00000000
12,1500.0,22,00000000,00000000,438BAF7B,3C10B09E,41694035,00000000
12,1500.0,23,00000000,00000000,438CA807,3C25685E,415FB0FA,00000000
12,1500.0,24,00000000,00000000,438D9687,3C3B913A,415684AA,00000000
12,1500.0,25,00000000,00000000,438E7B8C,3C4EA07A,414DB5B4,00000000
12,1500.0,26,00000000,00000000,438F5782,3C551331,41453FEC,00000000
12,1500.0,27,00000000,00000000,43902AE1,3C5AA324,413D1EBC,00000000
12,1500.0,28,00000000,00000000,4390F612,3C5F49FB,41354E16,00000000
12,1500.0,29,00000000,00000000,4391B973,3C630378,412DCA5C,00000000
12,1500.0,30,00000000,00000000,43927556,3C65CD65,41269068,00000000
12,1500.0,31,00000000,00000000,43932A03,3C67A76B,411F9D6A,00000000
12,1500.0,32,00000000,00000000,4393D7BB,3C68937F,4118EEF4,00000000
12,1500.0,33,00000000,00000000,43947EB4,3C689531,411282EB,00000000
12,1500.0,34,00000000,00000000,43951F1C,3C67B211,410C5786,00000000
12,1500.0,35,00000000,00000000,4395B91A,3C65F1AB,41066B4C,00000000
12,1500.0,36,00000000,00000000,43964CCC,3C635D62,4100BD0F,00000000
12,1500.0,37,00000000,00000000,4396DA49,3C6000C3,40F697F2,00000000
12,1500.0,38,00000000,00000000,4397619C,3C5BE90C,40EC2F0B,00000000
12,1500.0,39,00000000,00000000,4397E2CB,3C572633,40E23F2B,00000000
12,1500.0,40,00000000,00000000,4393D9CA,3BFDBE9C,40D917D8,00000000
12,1500.0,41,00000000,00000000,43944AC7,3C03DF77,40D066D2,00000000
12,1500.0,42,00000000,00000000,4394B59E,3C08BEA3,40C82EF4,00000000
12,1500.0,43,00000000,00000000,43951A13,3C0D7406,40C074AE,00000000
12,1500.0,44,00000000,00000000,439577D1,3C11F562,40B93EB9,00000000
12,1500.0,45,00000000,00000000,4395CE53,3C163582,40B29729,00000000
12,1500.0,46,00000000,00000000,43961CD0,3C1A2310,40AC8D94,00000000
12,1500.0,47,00000000,00000000,439661F6,3C1DA440,40A73BD4,00000000
12,1500.0,48,00000000,00000000,43969B3B,3C208BE3,40A2D418,00000000
12,1500.0,49,00000000,00000000,4396C000,3C22498F,40A00000,00000000
13,1500.0,1,00000000,00000000,434F8000,3801D07A,4298FD93,41000000
13,1500.0,2,00000000,00000000,434F8000,37B764CD,428E4225,41000000
13,1500.0,3,00000000,00000000,4351B99E,37BF7C1F,4285F234,41000000
13,1500.0,4,00000000,00000000,4359474E,384CB486,427DF285,41000000
13,1500.0,5,00000000,00000000,435FCE96,38BB51CC,4271E511,41000000
13,1500.0,6,00000000,00000000,43659199,3919F5F7,426741F9,41000000
13,1500.0,7,00000000,00000000,436ABB9F,396A14F1,425DB950,41000000
13,1500.0,8,00000000,00000000,436F6AA1,39A7C0B4,425513C3,41000000
13,1500.0,9,00000000,00000000,4373B44E,39E5A234,424D2949,41000000
13,1500.0,10,00000000,00000000,4377A8DD,3A1E95CF,4245DBF1,41000000
13,1500.0,11,00000000,00000000,437B54D0,3A67CE36,423F14A6,41000000
13,1500.0,12,00000000,00000000,437EC1F7,3AA18ADE,4238C14C,41000000
13,1500.0,13,00000000,00000000,4380FC16,3AD8DF43,4232D361,41000000
13,1500.0,14,00000000,00000000,43827EEA,3B0D392F,422D3F14,41000000
13,1500.0,15,00000000,00000000,4383EC1E,3B335CA8,4227FAA7,41000000
13,1500.0,16,00000000,00000000,438545E3,3B5F0813,4222FDF4,41000000
13,1500.0,17,00000000,00000000,43868E17,3B882F6D,421E4222,41000000
13,1500.0,18,00000000,00000000,4387C64F,3BA3BCEE,4219C153,41000000
13,1500.0,19,00000000,00000000,4388EFE6,3BC23427,42157687,41000000
13,1500.0,20,00000000,00000000,438A0C09,3BE3985E,42115D67,41000000
13,1500.0,21,00000000,00000000,438B1BBE,3C03F462,420D7230,41000000
13,1500.0,22,00000000,00000000,438C1FE6,3C17900E,4209B199,41000000
13,1500.0,23,00000000,00000000,438D194B,3C2C9B10,420618C2,41000000
13,1500.0,24,00000000,00000000,438E089D,3C430F65,4202A520,41000000
13,1500.0,25,00000000,00000000,438EEE6D,3C576777,41FEA927,41000000
13,1500.0,26,00000000,00000000,438FCB28,3C5E429F,41F84B25,41000000
13,1500.0,27,00000000,00000000,43909F45,3C6437FA,41F22CC8,41000000
13,1500.0,28,00000000,00000000,43916B2D,3C6940F0,41EC4B02,41000000
13,1500.0,29,00000000,00000000,43922F3F,3C6D5938,41E6A31A,41000000
13,1500.0,30,00000000,00000000,4392EBCD,3C707E71,41E132B6,41000000
13,1500.0,31,00000000,00000000,4393A120,3C72B03F,41DBF7B4,41000000
13,1500.0,32,00000000,00000000,43944F77,3C73F033,41D6F043,41000000
13,1500.0,33,00000000,00000000,4394F70A,3C744203,41D21ACD,41000000
13,1500.0,34,00000000,00000000,43959806,3C73AB02,41CD75FB,41000000
13,1500.0,35,00000000,00000000,43963293,3C7232CC,41C900B1,41000000
13,1500.0,36,00000000,00000000,4396C6CE,3C6FE29D,41C4BA0D,41000000
13,1500.0,37,00000000,00000000,439754CE,3C6CC5EE,41C0A16E,41000000
13,1500.0,38,00000000,00000000,4397DCA1,3C68EA4B,41BCB670,41000000
13,1500.0,39,00000000,00000000,43985E48,3C645F1F,41B8F8FE,41000000
13,1500.0,40,00000000,00000000,4398D9CA,3C69B8FA,41B568F1,41000000
13,1500.0,41,00000000,00000000,43944AC7,3C03DF77,41B2268F,41000000
13,1500.0,42,00000000,00000000,4394B59E,3C08BEA3,41AF119B,41000000
13,1500.0,43,00000000,00000000,43951A13,3C0D7406,41AC2BC1,41000000
13,1500.0,44,00000000,00000000,439577D1,3C11F562,41A97785,41000000
13,1500.0,45,00000000,00000000,4395CE53,3C163582,41A6F8AF,41000000
13,1500.0,46,00000000,00000000,43961CD0,3C1A2310,41A4B517,41000000
13,1500.0,47,00000000,00000000,439661F6,3C1DA440,41A2B66F,41000000
13,1500.0,48,00000000,00000000,43969B3B,3C208BE3,41A10F89,41000000
13,1500.0,49,00000000,00000000,4396C000,3C22498F,41A00000,41000000
14,1500.0,1,00000000,00000000,434D8000,37A900D7,42299A62,00000000
14,1500.0,2,00000000,00000000,434D8000,376EC282,421B6E77,00000000
14,1500.0,3,00000000,00000000,43506910,3789AD9E,42106B00,00000000
14,1500.0,4,00000000,00000000,4357EA9C,38145E2F,42072E04,00000000
14,1500.0,5,00000000,00000000,435E6766,3888A1E5,41FE63F2,00000000
14,1500.0,6,00000000,00000000,43642120,38E1C57D,41F04C02,00000000
14,1500.0,7,00000000,00000000,436942CF,392C619E,41E3AA51,00000000
14,1500.0,8,00000000,00000000,436DEA3C,3977FE4C,41D83593,00000000
14,1500.0,9,00000000,00000000,43722CF3,39AA490A,41CDB8BE,00000000
14,1500.0,10,00000000,00000000,43761B12,39F345D3,41C40C22,00000000
14,1500.0,11,00000000,00000000,4379C104,3A36546E,41BB1133,00000000
14,1500.0,12,00000000,00000000,437D2886,3A817005,41B2AFF0,00000000
14,1500.0,13,00000000,00000000,43802CB5,3AB0455A,41AAD523,00000000
14,1500.0,14,00000000,00000000,4381AD04,3AE83405,41A37124,00000000
14,1500.0,15,00000000,00000000,438317D2,3B14D77E,419C770C,00000000
14,1500.0,16,00000000,00000000,43846F4D,3B3A8922,4195DC10,00000000
14,1500.0,17,00000000,00000000,4385B54F,3B6552CF,418F971B,00000000
14,1500.0,18,00000000,00000000,4386EB6A,3B8AA744,4189A06C,00000000
14,1500.0,19,00000000,00000000,438812F9,3BA546C9,4183F15E,00000000
14,1500.0,20,00000000,00000000,43892D25,3BC28C23,417D0869,00000000
14,1500.0,21,00000000,00000000,438A3AF3,3BE277D3,4172A7E5,00000000
14,1500.0,22,00000000,00000000,438B3D44,3C028327,4168B87B,00000000
14,1500.0,23,00000000,00000000,438C34DE,3C15183F,415F328D,00000000
14,1500.0,24,00000000,00000000,438D2271,3C28F620,41560F5D,00000000
14,1500.0,25,00000000,00000000,438E068B,3C391EC8,414D496A,00000000
14,1500.0,26,00000000,00000000,438EE19E,3C3E48BB,4144DC66,00000000
14,1500.0,27,00000000,00000000,438FB41F,3C42927E,413CC3BF,00000000
14,1500.0,28,00000000,00000000,43907E78,3C45F6A1,4134FB67,00000000
14,1500.0,29,00000000,00000000,43914106,3C4871AA,412D7FC3,00000000
14,1500.0,30,00000000,00000000,4391FC1C,3C4A023B,41264DAE,00000000
14,1500.0,31,00000000,00000000,4392B003,3C4AA8D8,411F6257,00000000
14,1500.0,32,00000000,00000000,43935CFA,3C4A67E9,4118BB52,00000000
14,1500.0,33,00000000,00000000,43940337,3C4943AB,41125684,00000000
14,1500.0,34,00000000,00000000,4394A2E8,3C474241,410C3223,00000000
14,1500.0,35,00000000,00000000,43953C35,3C446BF2,41064CB7,00000000
14,1500.0,36,00000000,00000000,4395CF3C,3C40CAAB,4100A511,00000000
14,1500.0,37,00000000,00000000,43965C13,3C3C6A5E,40F674B4,00000000
14,1500.0,38,00000000,00000000,4396E2C7,3C375914,40EC1819,00000000
14,1500.0,39,00000000,00000000,4397635B,3C31A6EF,40E23410,00000000
14,1500.0,40,00000000,00000000,4393DA49,3BDE1497,40D90E14,00000000
14,1500.0,41,00000000,00000000,43944B35,3BE6D36B,40D05E62,00000000
14,1500.0,42,00000000,00000000,4394B5FA,3BEF5845,40C827D2,00000000
14,1500.0,43,00000000,00000000,43951A5F,3BF7941E,40C06ED2,00000000
