case,dx,k,paph,pten,plglac,plude,pmfus,pmfds,pmfuq,pmfdq,pmful,pdmfup,pdmfdp,pdpmel,ptent_in,ptenq_in,pcte_in,pmfu,pmfd
3,1500.0,44,47BA41BE,4395F3DB,00000000,332F871D,4122DC00,00000000,38361CB0,00000000,375AE58D,35CBA600,00000000,00000000,38756110,337B44AB,00000000,3CE0DDE7,00000000
3,1500.0,45,47BCA8A3,43964B61,00000000,31768D3A,40368000,3F83BA61,38094070,B4F8C452,36F78C2F,B586CE00,00000000,00000000,387708A3,337CF669,00000000,3CD4608E,BB80C710
3,1500.0,46,47BEE5BD,43969ACD,00000000,00000000,C08ED800,40075159,37C49DC0,B5CF4E44,353C5FE1,B5762800,00000000,00000000,38788906,337E8006,00000000,3CD577F2,BB80C710
3,1500.0,47,47C0F26C,4396E0CC,00000000,00000000,C086F15B,404678C9,37895451,B46AA0D8,00000000,B5593C00,00000000,00000000,3879DBC3,337FDAE4,00000000,3C90C40B,BB80C710
3,1500.0,48,47C2C476,43971AC5,00000000,00000000,C01C1E9C,409F4786,371EE173,3513D6AF,00000000,B5343000,00000000,00000000,387AF457,33807D1A,00000000,3C277BEF,BB80C710
3,1500.0,49,47C4491D,43974000,00000000,00000000,BF74FA7E,408D77DD,36794FA5,362D65F2,00000000,00000000,00000000,00000000,387BA882,3380D959,00000000,3B8367DC,BB80C710
4,1500.0,1,459C4000,4346CCCC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,80000000,80000000,00000000,00000000,00000000
4,1500.0,2,45EE9B40,4346CCCC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,80000000,80000000,00000000,00000000,00000000
4,1500.0,3,46202EB0,434BC200,00000000,363F0C92,C252FE00,00000000,31283700,00000000,3782C55D,37305346,00000000,00000000,B63FF348,B1448E9F,00000000,3C9C2D4B,00000000
4,1500.0,4,4648C210,435318A2,00000000,368536F3,41DD6400,00000000,348C39B8,00000000,37ED9141,377C96AA,00000000,00000000,B6EE08D6,B1F3BF52,00000000,3CADA185,00000000
4,1500.0,5,467106C0,43597050,00000000,36AB7107,430768C0,00000000,36092C3E,00000000,383DD2CA,37A60F48,00000000,00000000,B7346847,B238BCB3,00000000,3CBE53B2,00000000
4,1500.0,6,468C7DC8,435F0946,00000000,36CE767B,436879C0,00000000,36E1CBC6,00000000,3888D5D4,37CB55F0,00000000,00000000,B76A9621,B270376D,00000000,3CCE7F3A,00000000
4,1500.0,7,46A04FA4,43640D92,00000000,36EC668C,439E0C40,00000000,3783D46D,00000000,38B5CB09,37EB63E0,00000000,00000000,B78D928B,B290F85D,00000000,3CDE4630,00000000
4,1500.0,8,46B3F860,43689A54,00000000,3702CBF2,43C06600,00000000,37F917E0,00000000,38E3163F,3802DAD4,00000000,00000000,B7A3977A,B2A78495,00000000,3CEDBDF5,00000000
4,1500.0,9,46C77754,436CC49A,368FF336,370D7FFF,43DBC600,00000000,384AF465,00000000,3907E975,380DA08C,00000000,00000000,B7B7BFC9,B2BC28BD,00000000,3CFCF490,00000000
4,1500.0,10,46DACBE0,43709C27,3754D9D2,370C425B,43F03A60,00000000,38954F15,00000000,391DFBDC,38092CC8,00000000,00000000,B7CA57C1,B2CF32F3,00000000,3D05F9C3,00000000
4,1500.0,11,46EDF550,43742D17,379E674A,37052FCC,43FD1EE0,00000000,38C96C6A,00000000,392FDCEA,37FE8158,00000000,00000000,B7DB9A01,B2E0DF3D,00000000,3D0CFFFA,00000000
4,1500.0,12,47007974,437780F2,37C3394E,36F7C165,44020AA0,00000000,38FF4512,00000000,393CCB1C,37E39AC8,00000000,00000000,B7EBB49F,B2F15CCC,00000000,3D137EAE,00000000
4,1500.0,13,4709E1F6,437A9F57,37E0DC9B,36E78228,44035830,00000000,391AA1DB,00000000,394483FA,37E91BE0,00000000,00000000,B7FACC84,B30068B6,00000000,3D19871C,00000000
4,1500.0,14,471333CA,437D8E7C,37FF2576,36D9DC93,44031690,00000000,3934B481,00000000,394BB6A8,37EB3940,00000000,00000000,B8047FDF,B307ADF3,00000000,3D1F26B3,00000000
4,1500.0,15,471C6E89,438029C0,3810AADE,36CE67F2,4401B1F0,00000000,394D229E,00000000,39527511,37EB13E0,00000000,00000000,B80B338B,B30E8ACC,00000000,3D246B76,00000000
4,1500.0,16,472591C4,43817956,38213EB6,36C46730,43FEC480,00000000,39638270,00000000,3958CC65,37EE26C0,00000000,00000000,B8118BA4,B31509DF,00000000,3D295FAF,00000000
4,1500.0,17,472E9D0C,4382B7CE,38122DFE,36BB4895,43F80B60,00000000,39780556,00000000,395EC22C,37FD7250,00000000,00000000,B81790E2,B31B341B,00000000,3D2E07B3,00000000
4,1500.0,18,47378FE4,4383E6B0,3732A3AF,36B2A359,43EEE160,00000000,398605F7,00000000,39645582,37FDE1B0,00000000,00000000,B81D4AB5,B321111C,00000000,3D3262CD,00000000
4,1500.0,19,474069D0,4385074E,37734359,36AA2A07,43E993C0,00000000,398EC6BC,00000000,39698094,37FE9B10,00000000,00000000,B822BF80,B326A76C,00000000,3D366C74,00000000
4,1500.0,20,47492A4A,43861ACB,379AC76F,36A1A643,43E31EE0,00000000,39963742,00000000,396E3A35,37FB54C0,00000000,00000000,B827F4C2,B32BFCAE,00000000,3D3A1D7A,00000000
4,1500.0,21,4751D0C6,43872226,37BCB777,3698F139,43DB6F60,00000000,399C0834,00000000,397277D4,37F6EF10,00000000,00000000,B82CEF48,B33115CB,00000000,3D3D6D9E,00000000
4,1500.0,22,475A5CB1,43881E3B,37DE94A0,368FF052,43D2B040,00000000,39A01C7E,00000000,39762FB8,37F19960,00000000,00000000,B831B340,B335F70A,00000000,3D405548,00000000
4,1500.0,23,4762CD6E,43890FCC,00000000,3686AD52,43C913E0,00000000,39A264BE,00000000,39795AB2,37EB6580,00000000,384F8F47,B8364453,B33AA42B,00000000,3D42CEDC,00000000
4,1500.0,24,476B2254,4389F783,00000000,367B89C0,43BF2A40,00000000,39A2B5CF,00000000,397BF17F,37E45E80,00000000,396D6F2E,B83AA5BD,B33F2080,00000000,3D44D4AC,00000000
4,1500.0,25,47735AB4,438AD5F6,00000000,36698ED9,43B4D440,00000000,39A10B5B,00000000,397DF09B,37BB7510,00000000,398C96E9,B83EDA4A,B3436EE3,00000000,3D4663F9,00000000
4,1500.0,26,477B75D0,438BABA6,00000000,364ED36A,43AA1EA0,00000000,399F5607,00000000,397B30A5,370AD500,00000000,00000000,B842E474,B34791DF,00000000,3D477A9B,00000000
4,1500.0,27,4781B970,438C790A,00000000,36367099,439F2E40,00000000,399DFF02,00000000,3969FEDC,37069600,00000000,00000000,B846C675,B34B8BBB,00000000,3D481079,00000000
4,1500.0,28,4785A886,438D3E89,00000000,36203D23,43941C80,00000000,399B65E0,00000000,3958F35D,37022480,00000000,00000000,B84A8244,B34F5E7A,00000000,3D481C6C,00000000
4,1500.0,29,478987B5,438DFC81,00000000,360C12B3,438901A0,00000000,3997987D,00000000,394825AB,36FAFD80,00000000,00000000,B84E19A1,B3530BE8,00000000,3D47963C,00000000
4,1500.0,30,478D5682,438EB342,00000000,35F399C5,437BE3C0,00000000,3992A87E,00000000,3937AAAF,36F14680,00000000,00000000,B8518E15,B3569596,00000000,3D467725,00000000
4,1500.0,31,47911463,438F6314,00000000,35D29678,43660680,00000000,398CAB64,00000000,392796A6,36E72A00,00000000,00000000,B854E0FB,B359FCE8,00000000,3D44BA4D,00000000
4,1500.0,32,4794C0C7,43900C35,00000000,35B4DCE3,43508FC0,00000000,3985B9EE,00000000,3917FB5A,36DCAD80,00000000,00000000,B858137E,B35D4310,00000000,3D425D35,00000000
4,1500.0,33,47985B0D,4390AEDA,00000000,359A3318,433BA1C0,00000000,397BDF68,00000000,3908E9FA,36D1DE00,00000000,00000000,B85B26A1,B3606917,00000000,3D3F6024,00000000
4,1500.0,34,479BE286,43914B32,00000000,358261C0,43275B00,00000000,396AD650,00000000,38F4E2D7,36C6CB80,00000000,00000000,B85E1B41,B3636FE0,00000000,3D3BC66E,00000000
4,1500.0,35,479F5670,4391E160,00000000,355A6788,4313D600,00000000,39589854,00000000,38D93DC5,36BB8880,00000000,00000000,B860F20F,B3665820,00000000,3D3796AF,00000000
4,1500.0,36,47A2B5F3,43927182,00000000,3534F012,43012AC0,00000000,39456A58,00000000,38BEFA1D,36B02A00,00000000,00000000,B863AB9A,B3692269,00000000,3D32DAD9,00000000
4,1500.0,37,47A60021,4392FBAC,00000000,3513FB07,42DED900,00000000,393190D4,00000000,38A62B13,36A4C400,00000000,00000000,B8664845,B36BCF20,00000000,3D2DA023,00000000
4,1500.0,38,47A933EB,43937FEB,00000000,34EE5A00,42BD4E00,00000000,391D51E8,00000000,388EDD58,36996280,00000000,00000000,B868C849,B36E5E80,00000000,3D27F6DF,00000000
4,1500.0,39,47AC501F,4393FE40,00000000,34BC595B,429DD200,00000000,3908F200,00000000,38723440,368DFF80,00000000,00000000,B86B2BAF,B370D092,00000000,3D21F21F,00000000
4,1500.0,40,47AF535C,439476A2,00000000,34920593,42807080,00000000,38E966B0,00000000,3849CA49,36827380,00000000,00000000,B86D7247,B3732526,00000000,3D1BA759,00000000
4,1500.0,41,47B23C0A,4394E8F9,00000000,345BFC64,424AB200,00000000,38C647A0,00000000,382492E9,366D3000,00000000,00000000,B86F9BA2,B3755BC8,00000000,3D151F7E,00000000
4,1500.0,42,47B50844,4395551F,00000000,341E99A3,42194300,00000000,38A67630,00000000,38028AE1,36539700,00000000,00000000,B871A705,B37773BB,00000000,3D0E6D52,00000000
4,1500.0,43,47B7B5C4,4395BAD7,00000000,33D50665,41D92E00,00000000,38881328,00000000,37C70C3E,36346D00,00000000,00000000,B873934F,B3796BD6,00000000,3D07ACEA,00000000
4,1500.0,44,47BA41BE,439619C9,00000000,337700D7,41893E00,00000000,3856EC40,00000000,378E2602,36066D00,00000000,00000000,B8755ECD,B37B425B,00000000,3D00FBEF,00000000
4,1500.0,45,47BCA8A3,4396716E,00000000,32AD4961,41052800,00000000,3821DC60,00000000,37309EAC,356A1800,00000000,00000000,B87706F7,B37CF4B3,00000000,3CF4F301,00000000
4,1500.0,46,47BEE5BD,4396C0F8,00000000,2BB79C06,3F244000,3FC58868,37E33440,B4E7B983,36864107,B5C7A200,00000000,00000000,B87887E3,B37E7EDC,00000000,3CE88D32,BBCFD19F
4,1500.0,47,47C0F26C,4397070F,00000000,00000000,3DA20000,4049C5AB,37734840,B5C11A97,2F9CC7A9,B5B0A000,00000000,00000000,B879DB1B,B37FDA38,00000000,3CE99ECC,BBCFD19F
4,1500.0,48,47C2C476,4397411E,00000000,00000000,3D39BBD0,40C6BCC9,370CBBB4,B402B33E,00000000,B5927600,00000000,00000000,B87AF415,B3807CF8,00000000,3C87242F,BBCFD19F
4,1500.0,49,47C4491D,43976666,00000000,00000000,3C91B95A,40AA7B32,365CD5AB,365B6594,00000000,00000000,00000000,00000000,B87BA882,B380D959,00000000,3BD40F5E,BBCFD19F
5,1500.0,1,459C4000,43470000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
5,1500.0,2,45EE9B40,43470000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
5,1500.0,3,46202EB0,434BE4EA,00000000,36259739,C28F8780,00000000,B2BFAF68,00000000,376184BA,371874CF,00000000,00000000,357CA637,30815B3F,00000000,3C8E054C,00000000
5,1500.0,4,4648C210,43533CCE,00000000,3668399D,425B8880,00000000,34CC1391,00000000,37CD9E19,375B6F0D,00000000,00000000,361DEE92,3121B8E8,00000000,3C9DEAF2,00000000
5,1500.0,5,467106C0,43599592,00000000,36967491,42C024C0,00000000,35C25B8F,00000000,38253879,379128E8,00000000,00000000,366FD714,317598A9,00000000,3CAD2055,00000000
5,1500.0,6,468C7DC8,435F2F7E,00000000,36B67381,43379F60,00000000,36ACD5D4,00000000,386FD681,37B2F612,00000000,00000000,369C1050,319FCF2B,00000000,3CBBDB6C,00000000
5,1500.0,7,46A04FA4,436434A8,00000000,36D22F9D,4381E580,00000000,37518A84,00000000,38A06EB0,37D0846C,00000000,00000000,36BC752A,31C0FB0D,00000000,3CCA3B2D,00000000
5,1500.0,8,46B3F860,4368C231,00000000,36E998BC,43A17AA0,00000000,37CAEAF2,00000000,38C9A2FB,37E90A4C,00000000,00000000,36D9D621,31DF1084,00000000,3CD85302,00000000
5,1500.0,9,46C77754,436CED2E,36307FD1,36FDA057,43BABD80,00000000,38287F30,00000000,38F26A69,37FD3B50,00000000,00000000,36F4BB28,31FA9AC9,00000000,3CE62FA8,00000000
5,1500.0,10,46DACBE0,4370C564,372D0CA7,36FD99D5,43CE00E0,00000000,387B176C,00000000,390D67A3,37FA5950,00000000,00000000,3706C506,320A010C,00000000,3CF3D9BA,00000000
5,1500.0,11,46EDF550,437456F2,3788408E,36F2C9DD,43DA53C0,00000000,38AB0D23,00000000,391E6169,37EA1088,00000000,00000000,37124881,3215CB45,00000000,3D0057DB,00000000
5,1500.0,12,47007974,4377AB5E,37ABED2A,36E393E7,43E11BE0,00000000,38DA6DD4,00000000,392B029E,37D2C0E8,00000000,00000000,371D06C1,3220CB86,00000000,3D064B04,00000000
5,1500.0,13,4709E1F6,437ACA4C,37C7D61B,36D5335F,43E3C920,00000000,39051EEE,00000000,3932FC96,37D16DE0,00000000,00000000,37271869,322B1B0C,00000000,3D0BD556,00000000
5,1500.0,14,471333CA,437DB9F2,37E4449F,36C924E2,43E38880,00000000,391C5048,00000000,39399CC7,37D3F4E0,00000000,00000000,37309185,3234CE5B,00000000,3D11027B,00000000
5,1500.0,15,471C6E89,43803FB8,38021E6C,36BEFD5A,43E11DE0,00000000,393225DD,00000000,393FD554,37D40CD0,00000000,00000000,3739829C,323DF663,00000000,3D15DEAA,00000000
5,1500.0,16,472591C4,43818F87,381324C7,36B61449,43DCFE20,00000000,39463134,00000000,3945B111,37D3A940,00000000,00000000,3741F983,3246A14B,00000000,3D1A7256,00000000
5,1500.0,17,472E9D0C,4382CE34,381D4A64,36ADE916,43D76720,00000000,39582F86,00000000,394B33BE,37E43C60,00000000,00000000,374A01DD,324EDAFF,00000000,3D1EC06C,00000000
5,1500.0,18,47378FE4,4383FD49,373DFCBB,36A61EAF,43CE22E0,00000000,396A2022,00000000,39505B2F,37E47720,00000000,00000000,3751A594,3256ADA7,00000000,3D22C73C,00000000
5,1500.0,19,474069D0,43851E18,37609309,369E7115,43C91AE0,00000000,3979CF8A,00000000,395520A6,37E5DE30,00000000,00000000,3758ED2F,325E21FB,00000000,3D268182,00000000
5,1500.0,20,47492A4A,438631C4,378E88A8,3696AFFE,43C35680,00000000,3983A1F0,00000000,39597A54,37E2E990,00000000,00000000,375FE006,32653F84,00000000,3D29E792,00000000
5,1500.0,21,4751D0C6,4387394A,37AD63C0,368EB965,43BC6F00,00000000,3988EB86,00000000,395D5D36,37DEDA70,00000000,00000000,3766847D,326C0CCA,00000000,3D2CF0D2,00000000
5,1500.0,22,475A5CB1,43883588,37CC0613,36867622,43B48D80,00000000,398CA9DF,00000000,3960BF50,37D9D970,00000000,00000000,376CE027,32728F84,00000000,3D2F9577,00000000
5,1500.0,23,4762CD6E,43892740,00000000,367BF576,43ABE580,00000000,398ED017,00000000,396398F7,37D3F9A0,00000000,3883278A,3772F7E9,3278CCB5,00000000,3D31CF81,00000000
5,1500.0,24,476B2254,438A0F1D,00000000,366BA563,43A2FEC0,00000000,398F2E36,00000000,3965E24A,37CD3A90,00000000,39837FE1,3778D011,327EC8C6,00000000,3D3398CB,00000000
5,1500.0,25,47735AB4,438AEDB3,00000000,364F404B,4399AD60,00000000,398DCA4D,00000000,396796B4,370FDAC0,00000000,3937D62E,377E6C5D,328243C5,00000000,3D34EDBC,00000000
5,1500.0,26,477B75D0,438BC385,00000000,3636F416,43900540,00000000,398C4D3F,00000000,3958C8E5,36FF0C00,00000000,00000000,3781E80E,32850633,00000000,3D35CAA4,00000000
5,1500.0,27,4781B970,438C9109,00000000,3620CF68,43862A40,00000000,398B201A,00000000,39494312,36F71480,00000000,00000000,37847F21,3287AD30,00000000,3D36268C,00000000
5,1500.0,28,4785A886,438D56A7,00000000,360CADC9,43786AC0,00000000,3988CF70,00000000,3939E544,36EEB300,00000000,00000000,3786FCB9,328A3A16,00000000,3D35F82E,00000000
5,1500.0,29,478987B5,438E14BD,00000000,35F4DACD,43647840,00000000,39856801,00000000,392AC656,36E5E680,00000000,00000000,37896202,328CAE16,00000000,3D353767,00000000
5,1500.0,30,478D5682,438ECB9A,00000000,35D3DB76,4350A940,00000000,3980FA62,00000000,391BFACE,36DCAF00,00000000,00000000,378BAFFE,328F0A3C,00000000,3D33DDB4,00000000
5,1500.0,31,47911463,438F7B87,00000000,35B62359,433D2540,00000000,397735EA,00000000,390D9660,36D31580,00000000,00000000,378DE799,32914F76,00000000,3D31E6B5,00000000
5,1500.0,32,4794C0C7,439024C1,00000000,359B798D,432A1080,00000000,396AC1DC,00000000,38FF55A6,36C92480,00000000,00000000,37900998,32937E90,00000000,3D2F50A7,00000000
5,1500.0,33,47985B0D,4390C77F,00000000,3583A884,43178B80,00000000,395CCD5C,00000000,38E49155,36BEED80,00000000,00000000,379216AA,3295983C,00000000,3D2C1CC1,00000000
5,1500.0,34,479BE286,439163EE,00000000,355CFB4B,4305B1C0,00000000,394D9190,00000000,38CAFC42,36B48800,00000000,00000000,37940F60,32979D0E,00000000,3D284F87,00000000
5,1500.0,35,479F5670,4391FA32,00000000,35378EFC,42E93C00,00000000,393D4B54,00000000,38B2B059,36AA0F80,00000000,00000000,3795F431,32998D82,00000000,3D23F0EF,00000000
5,1500.0,36,47A2B5F3,43928A69,00000000,3516AF53,42C8C680,00000000,392C3ADC,00000000,389BC256,369FA480,00000000,00000000,3797C57D,329B69F9,00000000,3D1F0C68,00000000
5,1500.0,37,47A60021,439314A8,00000000,34F402BA,42AA2280,00000000,391AA0F4,00000000,388643D5,36956B00,00000000,00000000,37998386,329D32B6,00000000,3D19B0AD,00000000
5,1500.0,38,47A933EB,439398FA,00000000,34C2607E,428D6980,00000000,3908BDE8,00000000,386484C8,368B8600,00000000,00000000,379B2E71,329EE7E0,00000000,3D13EF8D,00000000
5,1500.0,39,47AC501F,43941762,00000000,3497CE89,42655800,00000000,38EDA220,00000000,383F9135,36820300,00000000,00000000,379CC644,32A0897D,00000000,3D0DDD6C,00000000
5,1500.0,40,47AF535C,43948FD4,00000000,346886C8,4233E000,00000000,38CA2D40,00000000,381DB63B,36717700,00000000,00000000,379E4AE1,32A2176E,00000000,3D0790D4,00000000
5,1500.0,41,47B23C0A,4395023B,00000000,342D061C,4206BB00,00000000,38AB9970,00000000,37FE1F85,365E4200,00000000,00000000,379FBBFC,32A39165,00000000,3D01148D,00000000
5,1500.0,42,47B50844,43956E70,00000000,33F5CCD5,41BC1200,00000000,389013C0,00000000,37C720A6,3645D000,00000000,00000000,37A1191A,32A4F6E4,00000000,3CF4F88A,00000000
5,1500.0,43,47B7B5C4,4395D437,00000000,339F17BE,4166DC00,00000000,386BDCF0,00000000,379592B0,361B9400,00000000,00000000,37A26179,32A64724,00000000,3CE7C7E5,00000000
5,1500.0,44,47BA41BE,43963336,00000000,331D88D6,40CD2800,3FFE8000,383AE400,B58D9BDA,374DE555,B4FA0000,00000000,00000000,37A393F8,32A780FE,00000000,3CDAD0B8,BBF8DBCA
5,1500.0,45,47BCA8A3,43968AE7,00000000,2BB93BA5,BF132000,4055A000,380DBFD0,B66C03C0,36DA7A1F,B5980400,00000000,00000000,37A4AEE5,32A8A2B5,00000000,3CCE4DCD,BBC28FDD
5,1500.0,46,47BEE5BD,4396DA7B,00000000,00000000,C0F7CC00,406D2200,37CDCE40,B580FCC0,2F8B2BFA,B53B6C00,00000000,00000000,37A5AFA5,32A9A99F,00000000,3CCF61D2,BB8FF4AF
5,1500.0,47,47C0F26C,4397209C,00000000,00000000,C0A80F44,40511400,378B9212,34CC6200,00000000,B4BF6000,00000000,00000000,37A691E9,32AA9151,00000000,3C8CA363,BB434005
5,1500.0,48,47C2C476,43975AB3,00000000,00000000,C0426EF9,402E0300,3721793F,351909C0,00000000,B3F90000,00000000,00000000,37A74D53,32AB513A,00000000,3C22B574,BAE1E414
5,1500.0,49,47C4491D,43978000,00000000,00000000,BF988CC0,3F78AC00,367D6140,351BF540,00000000,00000000,00000000,00000000,37A7C5AC,32ABCC77,00000000,3B7F5170,BA313B18
6,1500.0,1,459C4000,435D4000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
6,1500.0,2,45EE9B40,435D4000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
6,1500.0,3,46202EB0,435D4000,00000000,3715D483,C2D78FA0,00000000,B4C33FA2,00000000,3639E476,360BEE8C,00000000,00000000,00000000,00000000,00000000,3B836C5F,00000000
6,1500.0,4,4648C210,435D4000,00000000,36D34189,C3114960,00000000,B5154709,00000000,3765BED1,37020B37,00000000,00000000,00000000,00000000,00000000,3C3CE97A,00000000
6,1500.0,5,467106C0,435D4000,00000000,365736F9,C191F800,00000000,3527AD6E,00000000,37E14305,374A60B0,00000000,00000000,00000000,00000000,00000000,3C76C4B3,00000000
6,1500.0,6,468C7DC8,435ED267,00000000,367CA51A,425D3700,00000000,36213D07,00000000,3825BC6B,3777A696,00000000,00000000,34CFBA88,2FD4B6D1,00000000,3C864848,00000000
6,1500.0,7,46A04FA4,4363D578,00000000,36923F74,433085C0,00000000,3705F47D,00000000,385EE45E,3790FECC,00000000,00000000,35D984CA,30DEBD3A,00000000,3C90853F,00000000
6,1500.0,8,46B3F860,4368611A,00000000,36A324BE,435E7840,00000000,3784128C,00000000,388CC15B,37A2BB44,00000000,00000000,3637D898,313C4226,00000000,3C9A8E94,00000000
6,1500.0,9,46C77754,436C8A58,359F3191,36B1ABD6,4381BF30,00000000,37DE914E,00000000,38A9D787,37B169C0,00000000,00000000,367C957B,318152AE,00000000,3CA46D6C,00000000
6,1500.0,10,46DACBE0,437060F2,36D9F05D,36B21019,43902500,00000000,38278CFC,00000000,38C6BBF1,37B2B080,00000000,00000000,369DFE99,31A1C951,00000000,3CAE27F4,00000000
6,1500.0,11,46EDF550,4373F101,3736F30F,36AB13CA,43999120,00000000,3865EB6C,00000000,38DFC730,37A83AD0,00000000,00000000,36BB6BC6,31BFEB4A,00000000,3CB743BE,00000000
6,1500.0,12,47007974,43774408,376CA05C,36A0F288,439EE8E0,00000000,3893B0AC,00000000,38F2D053,3798AC60,00000000,00000000,36D6E0E1,31DC0918,00000000,3CBFB1D1,00000000
6,1500.0,13,4709E1F6,437A61A6,378A9C89,369686F3,43A13550,00000000,38B4E1A5,00000000,38FF6697,3792F630,00000000,00000000,36F09CD6,31F66329,00000000,3CC78826,00000000
6,1500.0,14,471333CA,437D500F,379E5A4A,368DBAB1,43A14FC0,00000000,38D53AA8,00000000,3904611C,37951820,00000000,00000000,37046972,320796FC,00000000,3CCED7BC,00000000
6,1500.0,15,471C6E89,43800A30,37B46918,36865BED,439FD3A0,00000000,38F3B9B5,00000000,3908C3B2,37956C90,00000000,00000000,370FD6A5,32134A64,00000000,3CD5B1C6,00000000
6,1500.0,16,472591C4,43815971,37CC1A26,367FDEFE,439D1400,00000000,3907E3E2,00000000,390CE37C,379513B8,00000000,00000000,371AA7AF,321E5DE3,00000000,3CDC2372,00000000
6,1500.0,17,472E9D0C,43829797,37DCD524,36742D47,439949A0,00000000,3914790A,00000000,3910C3D6,379D8B48,00000000,00000000,3724EB70,3228E0B4,00000000,3CE23200,00000000
6,1500.0,18,47378FE4,4383C62A,37597857,36691987,439353A0,00000000,39209DEE,00000000,391463D1,37A077D0,00000000,00000000,372EAE97,3232DFD7,00000000,3CE7DBF7,00000000
6,1500.0,19,474069D0,4384E67D,3715380E,365E3EF8,438EF9E0,00000000,392B87B6,00000000,3917BF25,37A156B0,00000000,00000000,3737FC01,323C6668,00000000,3CED1AAA,00000000
6,1500.0,20,47492A4A,4385F9B2,373F5743,36535638,438B0F60,00000000,3934DEA6,00000000,391ACF37,379FE620,00000000,00000000,3740DD17,32457E0C,00000000,3CF1E3C5,00000000
6,1500.0,21,4751D0C6,438700C7,376A0071,36482D35,43866040,00000000,393C472C,00000000,391D8C62,379D24B0,00000000,00000000,37495A05,324E2F20,00000000,3CF62B5A,00000000
6,1500.0,22,475A5CB1,4387FC97,378A45C4,363CA1C5,4380FD20,00000000,39418A85,00000000,391FEF87,3799B9D0,00000000,00000000,375179E5,325680EB,00000000,3CF9E643,00000000
6,1500.0,23,4762CD6E,4388EDE6,00000000,3630AF23,43760700,00000000,39449040,00000000,3921F369,3795B340,00000000,38090DB4,375942FC,325E79D7,00000000,3CFD0C54,00000000
6,1500.0,24,476B2254,4389D55D,00000000,362516C1,43699840,00000000,3945317E,00000000,392392CA,37911550,00000000,394A9A91,3760BAC9,32661F87,00000000,3CFF955C,00000000
6,1500.0,25,47735AB4,438AB391,00000000,361282FA,435CAAC0,00000000,394351A6,00000000,3924CA8C,36F4C120,00000000,38EB7FE6,3767E615,326D76DE,00000000,3D00BE3D,00000000
6,1500.0,26,477B75D0,438B8904,00000000,36017FF5,434F3C80,00000000,39417656,00000000,391BA4C0,36B4BA40,00000000,00000000,376EC916,32748430,00000000,3D015E8B,00000000
6,1500.0,27,4781B970,438C562D,00000000,35E3F9BF,43417EC0,00000000,393FF65A,00000000,3910B2E6,36AF1DC0,00000000,00000000,3775679B,327B4B60,00000000,3D01A56B,00000000
6,1500.0,28,4785A886,438D1B73,00000000,35C7BF82,43339480,00000000,393CE14E,00000000,3905DAE7,36A93840,00000000,00000000,377BC4FE,3280E7EF,00000000,3D018C70,00000000
