case,dx,k,paph,pten,plglac,plude,pmfus,pmfds,pmfuq,pmfdq,pmful,pdmfup,pdmfdp,pdpmel,ptent_in,ptenq_in,pcte_in,pmfu,pmfd
16,9000.0,21,4751D0C6,43918BEC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,22,475A5CB1,4391DFE3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,23,4762CD6E,43922FF5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,24,476B2254,43927C67,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,25,47735AB4,4392C574,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,26,477B75D0,43930B50,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,27,4781B970,43934E2A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,28,4785A886,43938E2D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,29,478987B5,4393CB7E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,30,478D5682,43940640,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,31,47911463,43943E91,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,32,4794C0C7,4394748A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,33,47985B0D,4394A842,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,34,479BE286,4394D9CD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,35,479F5670,4395093C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,36,47A2B5F3,4395369D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,37,47A60021,439561FA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,38,47A933EB,43958B5D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,39,47AC501F,4395B2C9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,40,47AF535C,4395D83F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,41,47B23C0A,4395FBBD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,42,47B50844,43961D3B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,43,47B7B5C4,43963CA8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,44,47BA41BE,439659ED,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,45,47BCA8A3,439674E5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,46,47BEE5BD,43968D52,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,47,47C0F26C,4396A2D0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,48,47C2C476,4396B498,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,49,47C4491D,4396C000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,1,459C4000,43508000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,2,45EE9B40,43508000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,3,46202EB0,43508000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,4,4648C210,43508000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,5,467106C0,43508000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,6,468C7DC8,43508000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,7,46A04FA4,43508000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,8,46B3F860,43508000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,9,46C77754,4351B970,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3504CB3E,3007FB21,00000000,00000000,00000000
17,9000.0,10,46DACBE0,435498A8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,35DE23EC,30E378C0,00000000,00000000,00000000
17,9000.0,11,46EDF550,4357417A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36372E34,313B93AA,00000000,00000000,00000000
17,9000.0,12,47007974,4359BB58,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,367A514E,318029A1,00000000,00000000,00000000
17,9000.0,13,4709E1F6,435C0C33,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,369C8E36,31A05017,00000000,00000000,00000000
17,9000.0,14,471333CA,435E38E1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36BA094C,31BE804E,00000000,00000000,00000000
17,9000.0,15,471C6E89,4360455A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36D5CFC5,31DAF16D,00000000,00000000,00000000
17,9000.0,16,472591C4,436234F1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36F00EA4,31F5D18E,00000000,00000000,00000000
17,9000.0,17,472E9D0C,43640A6E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,370475D9,3207A3AF,00000000,00000000,00000000
17,9000.0,18,47378FE4,4365C834,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37104395,3213B9F1,00000000,00000000,00000000
17,9000.0,19,474069D0,43677049,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,371B7E4B,321F39A5,00000000,00000000,00000000
17,9000.0,20,47492A4A,4369046F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,372631E5,322A2EFF,00000000,00000000,00000000
17,9000.0,21,4751D0C6,436A862D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,373068B4,3234A490,00000000,00000000,00000000
17,9000.0,22,475A5CB1,436BF6D6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,373A2BBE,323EA394,00000000,00000000,00000000
17,9000.0,23,4762CD6E,436D5796,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,374382E8,32483421,00000000,00000000,00000000
17,9000.0,24,476B2254,436EA972,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,374C752A,32515D5B,00000000,00000000,00000000
17,9000.0,25,47735AB4,436FED54,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,375508A4,325A2586,00000000,00000000,00000000
17,9000.0,26,477B75D0,43712408,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,375D42CB,32629239,00000000,00000000,00000000
17,9000.0,27,4781B970,43724E44,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3765286E,326AA861,00000000,00000000,00000000
17,9000.0,28,4785A886,43736CA9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,376CBDD1,32726C5C,00000000,00000000,00000000
17,9000.0,29,478987B5,43747FC8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,377406C4,3279E211,00000000,00000000,00000000
17,9000.0,30,478D5682,4375881D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,377B0698,32808673,00000000,00000000,00000000
17,9000.0,31,47911463,43768619,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3780E023,3283F7F2,00000000,00000000,00000000
17,9000.0,32,4794C0C7,43777A1D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37841B30,328746D9,00000000,00000000,00000000
17,9000.0,33,47985B0D,4378647E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37873593,328A744D,00000000,00000000,00000000
17,9000.0,34,479BE286,43794584,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,378A3041,328D8149,00000000,00000000,00000000
17,9000.0,35,479F5670,437A1D6B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,378D0C04,32906E9C,00000000,00000000,00000000
17,9000.0,36,47A2B5F3,437AEC63,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,378FC982,32933CF0,00000000,00000000,00000000
17,9000.0,37,47A60021,437BB291,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37926935,3295ECC2,00000000,00000000,00000000
17,9000.0,38,47A933EB,437C700C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3794EB6B,32987E62,00000000,00000000,00000000
17,9000.0,39,47AC501F,437D24DD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37975042,329AF1EE,00000000,00000000,00000000
17,9000.0,40,47AF535C,437DD0FC,00000000,33B4972E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,379997A2,329D474E,00000000,00000000,00000000
17,9000.0,41,47B23C0A,437E744F,00000000,00000000,C0F88800,00000000,B41CC480,00000000,33B4972E,00000000,00000000,00000000,379BC135,329F7E2A,00000000,3C9636B1,00000000
17,9000.0,42,47B50844,437F0EA7,00000000,00000000,C0BA6319,00000000,B341757A,00000000,00000000,00000000,00000000,00000000,379DCC52,32A195D5,00000000,3C5A96A9,00000000
17,9000.0,43,47B7B5C4,437F9FB2,00000000,00000000,C081F7EC,00000000,B306E64E,00000000,00000000,00000000,00000000,00000000,379FB7EC,32A38D3C,00000000,3C186C30,00000000
17,9000.0,44,47BA41BE,4380137B,00000000,00000000,C02B7099,00000000,B2B1F1CB,00000000,00000000,00000000,00000000,00000000,37A18265,32A562B6,00000000,3BC90F11,00000000
17,9000.0,45,47BCA8A3,438051DE,00000000,00000000,BFD194CD,00000000,B2598877,00000000,00000000,00000000,00000000,00000000,37A3294B,32A713C1,00000000,3B75CA33,00000000
17,9000.0,46,47BEE5BD,43808A72,00000000,00000000,BF657830,00000000,B1EE2D07,00000000,00000000,00000000,00000000,00000000,37A4A8CC,32A89C77,00000000,3B068E9A,00000000
17,9000.0,47,47C0F26C,4380BC45,00000000,00000000,BED31103,00000000,B15B131A,00000000,00000000,00000000,00000000,00000000,37A5FA8E,32A9F654,00000000,3A778819,00000000
17,9000.0,48,47C2C476,4380E585,00000000,00000000,BE0D4155,00000000,B0929D58,00000000,00000000,00000000,00000000,00000000,37A7122C,32AB14A8,00000000,39A5A8CB,00000000
17,9000.0,49,47C4491D,43810000,00000000,00000000,BCADE80B,00000000,AF348133,00000000,00000000,00000000,00000000,00000000,37A7C5AC,32ABCC77,00000000,384BF39C,00000000
18,9000.0,1,459C4000,43560000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,2,45EE9B40,43560000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,3,46202EB0,43560000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,4,4648C210,43560000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,5,467106C0,43560000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,6,468C7DC8,43560000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,7,46A04FA4,43560000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,8,46B3F860,4356FCF6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,34B0D4FE,2FB51373,00000000,00000000,00000000
18,9000.0,9,46C77754,435A8955,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,35CAF525,30CFD41E,00000000,00000000,00000000
18,9000.0,10,46DACBE0,435DCE25,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,362E99C3,3132CA83,00000000,00000000,00000000
18,9000.0,11,46EDF550,4360D5F0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,367263F1,31783530,00000000,00000000,00000000
18,9000.0,12,47007974,4363A8FE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3698C932,319C73E9,00000000,00000000,00000000
18,9000.0,13,4709E1F6,43664DEE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36B65C9F,31BABD0D,00000000,00000000,00000000
18,9000.0,14,471333CA,4368CA24,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36D22885,31D733BB,00000000,00000000,00000000
18,9000.0,15,471C6E89,436B2210,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36EC5E89,31F20ACA,00000000,00000000,00000000
18,9000.0,16,472591C4,436D5968,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37029412,3205B658,00000000,00000000,00000000
18,9000.0,17,472E9D0C,436F7348,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,370E5418,3211BE90,00000000,00000000,00000000
18,9000.0,18,47378FE4,4371725A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37197E38,321D2D47,00000000,00000000,00000000
18,9000.0,19,474069D0,437358E5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37241F29,32280F86,00000000,00000000,00000000
18,9000.0,20,47492A4A,437528E0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,372E41EE,32327091,00000000,00000000,00000000
18,9000.0,21,4751D0C6,4376E401,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3737F012,323C5A2F,00000000,00000000,00000000
18,9000.0,22,475A5CB1,43788BC4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,374131ED,3245D4EA,00000000,00000000,00000000
18,9000.0,23,4762CD6E,437A2179,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,374A0ECC,324EE83D,00000000,00000000,00000000
18,9000.0,24,476B2254,437BA645,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37528D1C,32579ABD,00000000,00000000,00000000
18,9000.0,25,47735AB4,437D1B2D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,375AB28F,325FF23D,00000000,00000000,00000000
18,9000.0,26,477B75D0,437E8118,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3762842D,3267F3E5,00000000,00000000,00000000
18,9000.0,27,4781B970,437FD8D1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,376A066B,326FA445,00000000,00000000,00000000
18,9000.0,28,4785A886,43809187,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37713D3C,32770769,00000000,00000000,00000000
18,9000.0,29,478987B5,43813037,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37782C25,327E20EA,00000000,00000000,00000000
18,9000.0,30,478D5682,4381C8C0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,377ED637,328279F7,00000000,00000000,00000000
18,9000.0,31,47911463,43825B60,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37829F19,3285C1A3,00000000,00000000,00000000
18,9000.0,32,4794C0C7,4382E84E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3785B33B,3288E8AF,00000000,00000000,00000000
18,9000.0,33,47985B0D,43836FB9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3788A889,328BF02B,00000000,00000000,00000000
18,9000.0,34,479BE286,4383F1C9,00000000,344EB2DE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,378B7FE4,328ED8FA,00000000,00000000,00000000
18,9000.0,35,479F5670,43846E9F,00000000,00000000,C1401400,00000000,35982100,00000000,344EB2DE,00000000,00000000,00000000,378E3A06,3291A3DE,00000000,3D007A5E,00000000
18,9000.0,36,47A2B5F3,4384E656,00000000,00000000,C1265F66,00000000,3593B823,00000000,00000000,00000000,00000000,00000000,3790D785,3294516D,00000000,3CD548B6,00000000
18,9000.0,37,47A60021,43855901,00000000,00000000,C10833B1,00000000,3571DCCB,00000000,00000000,00000000,00000000,00000000,379358CC,3296E218,00000000,3CAE9B2F,00000000
18,9000.0,38,47A933EB,4385C6AD,00000000,00000000,C0DB75CB,00000000,3542DACD,00000000,00000000,00000000,00000000,00000000,3795BE21,32995626,00000000,3C8CAB90,00000000
18,9000.0,39,47AC501F,43862F5D,00000000,00000000,C0AD82C1,00000000,351A0E9D,00000000,00000000,00000000,00000000,00000000,37980797,329BADA9,00000000,3C5E6F52,00000000
18,9000.0,40,47AF535C,4386930D,00000000,00000000,C0862479,00000000,34EE3494,00000000,00000000,00000000,00000000,00000000,379A3513,329DE887,00000000,3C2BF74F,00000000
18,9000.0,41,47B23C0A,4386F1AC,00000000,00000000,C049DC36,00000000,34B33A60,00000000,00000000,00000000,00000000,00000000,379C463B,32A00661,00000000,3C016390,00000000
18,9000.0,42,47B50844,43874B1C,00000000,00000000,C012DF33,00000000,348267A7,00000000,00000000,00000000,00000000,00000000,379E3A68,32A2068F,00000000,3BBC48E2,00000000
18,9000.0,43,47B7B5C4,43879F2F,00000000,00000000,BFCCD422,00000000,3435DD19,00000000,00000000,00000000,00000000,00000000,37A01092,32A3E802,00000000,3B834AA9,00000000
18,9000.0,44,47BA41BE,4387ED9B,00000000,00000000,BF8717F1,00000000,33EFE4EC,00000000,00000000,00000000,00000000,00000000,37A1C728,32A5A91F,00000000,3B2D2F6E,00000000
18,9000.0,45,47BCA8A3,438835F7,00000000,00000000,BF252614,00000000,3392A1F2,00000000,00000000,00000000,00000000,00000000,37A35BCD,32A7477A,00000000,3AD3B70C,00000000
18,9000.0,46,47BEE5BD,43887798,00000000,00000000,BEB4D20D,00000000,33208C1B,00000000,00000000,00000000,00000000,00000000,37A4CAD3,32A8BF4F,00000000,3A67CE42,00000000
18,9000.0,47,47C0F26C,4388B167,00000000,00000000,BE2651AB,00000000,3293ABF2,00000000,00000000,00000000,00000000,00000000,37A60E20,32AA0A5E,00000000,39D5371C,00000000
18,9000.0,48,47C2C476,4388E145,00000000,00000000,BD5E9DCD,00000000,31C5A838,00000000,00000000,00000000,00000000,00000000,37A719D0,32AB1C7B,00000000,390EB17C,00000000
18,9000.0,49,47C4491D,43890000,00000000,00000000,BC090984,00000000,3073587E,00000000,00000000,00000000,00000000,00000000,37A7C5AC,32ABCC77,00000000,37AFAD4C,00000000
1,13500.0,1,459C4000,43458000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
1,13500.0,2,45EE9B40,43458000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
1,13500.0,3,46202EB0,434AE83E,00000000,38965189,C56FA0E0,00000000,B5C56A7B,00000000,39191F27,38CFEA90,00000000,00000000,358B90C0,308EEA3E,00000000,3E9793A5,00000000
1,13500.0,4,4648C210,43523707,00000000,381B2B97,C514B180,00000000,B5F23990,00000000,39A51983,393254BA,00000000,00000000,362417EB,3128081C,00000000,3EC43EEB,00000000
1,13500.0,5,467106C0,435887ED,00000000,3751AEA6,C457D300,00000000,364A8F14,00000000,3A06627B,397092E2,00000000,00000000,36759AE3,317B7FE3,00000000,3ED38283,00000000
1,13500.0,6,468C7DC8,435E1AE6,00000000,3092151A,44078800,00000000,37B76745,00000000,3A3EEE05,39919F52,00000000,00000000,369EC560,31A294DD,00000000,3ED733DA,00000000
1,13500.0,7,46A04FA4,436319D4,00000000,3199694E,44831A80,00000000,38447DCD,00000000,3A797C99,39A5A18C,00000000,00000000,36BF0209,31C39797,00000000,3ED733DC,00000000
1,13500.0,8,46B3F860,4367A1B7,00000000,32840244,45004C40,00000000,38F797E3,00000000,3A9A1D6E,39B54624,00000000,00000000,36DC3E81,31E187AF,00000000,3ED733E2,00000000
1,13500.0,9,46C77754,436BC786,00000000,3341CD3F,452F3F80,00000000,396E04A1,00000000,3AB5E582,39C05C3C,00000000,00000000,36F7021C,31FCEFBA,00000000,3ED733F5,00000000
1,13500.0,10,46DACBE0,436F9AF3,35C26D24,33DE9049,45506400,00000000,39C2F230,00000000,3ACF3215,39C79A20,00000000,00000000,3707D911,320B1BB8,00000000,3ED7342C,00000000
1,13500.0,11,46EDF550,4373280D,388EF479,34631F14,45666F80,00000000,3A0B0B86,00000000,3AE63631,39C916F0,00000000,00000000,37134E30,3216D73B,00000000,3ED73485,00000000
1,13500.0,12,47007974,43767850,391CF00D,34D48758,4571F500,00000000,3A375BBC,00000000,3AFA5908,39B9A120,00000000,00000000,371DFF01,3221C9BC,00000000,3ED734EE,00000000
1,13500.0,13,4709E1F6,43799354,395879B7,353A26D2,4574C840,00000000,3A64A391,00000000,3B043663,39A6E070,00000000,00000000,37280406,322C0C50,00000000,3ED73543,00000000
1,13500.0,14,471333CA,437C7F46,3981A712,359BCC85,4571AE00,00000000,3A883440,00000000,3B085AE6,39920328,00000000,00000000,37317132,3235B367,00000000,3ED73535,00000000
1,13500.0,15,471C6E89,437F4142,3994575F,35FC23E3,456AD840,00000000,3A9C4F14,00000000,3B09BB02,3985EE40,00000000,00000000,373A56F8,323ECFD7,00000000,3ED73433,00000000
1,13500.0,16,472591C4,4380EEC4,39A70C58,3645F477,456165C0,00000000,3AAE403C,00000000,3B09B934,39832A78,00000000,00000000,3742C317,32476FB6,00000000,3ED73163,00000000
1,13500.0,17,472E9D0C,43822BD9,39B9FDCC,36960ED1,45564F40,00000000,3ABDA096,00000000,3B09B566,397E2EA0,00000000,00000000,374AC125,324F9EDF,00000000,3ED72B6F,00000000
1,13500.0,18,47378FE4,43835967,39CCA8A2,36DAF885,454A4DC0,00000000,3ACA2A14,00000000,3B09AE4C,39750460,00000000,00000000,37525B03,32576770,00000000,3ED72056,00000000
1,13500.0,19,474069D0,438478BE,39D9E33C,371977C0,453DC240,00000000,3AD3D38D,00000000,3B09A20F,39792B60,00000000,00000000,37599923,325ED210,00000000,3ED70D38,00000000
1,13500.0,20,47492A4A,43858B00,3982FA09,374E6017,452F0800,00000000,3ADC684F,00000000,3B098E2B,3977AEA0,00000000,00000000,376082DC,3265E642,00000000,3ED6EE24,00000000
1,13500.0,21,4751D0C6,43869129,38AA1BDC,377BE5FE,45236080,00000000,3AE359AC,00000000,3B096F54,38F9F480,00000000,00000000,37671E86,326CAA86,00000000,3ED6BDF3,00000000
1,13500.0,22,475A5CB1,43878C16,3890A9AB,37908155,451A3680,00000000,3AE80F1B,00000000,3B01FE11,38AE9E80,00000000,00000000,376D71AF,3273248A,00000000,3ED67651,00000000
1,13500.0,23,4762CD6E,43887C86,38A5B722,379F2F88,4510B380,00000000,3AEA48F0,00000000,3AF14F9D,38A87200,00000000,00000000,37738132,3279594A,00000000,3ED61000,00000000
1,13500.0,24,476B2254,43896326,00000000,37AAC30E,45070D80,00000000,3AE9FAD0,00000000,3ADF42B8,38A27680,00000000,38D14EE1,3779515E,327F4D2D,00000000,3ED58283,00000000
1,13500.0,25,47735AB4,438A4088,00000000,37B8D2A5,44FB6780,00000000,3AE6C39C,00000000,3ACDD649,389C8CC0,00000000,399E0299,377EE5E6,328281FF,00000000,3ED4C439,00000000
1,13500.0,26,477B75D0,438B1530,00000000,37C8A78F,44E8C900,00000000,3AE43DDA,00000000,3ABD2597,3896A9C0,00000000,3A18C5EC,37822110,32854094,00000000,3ED3D083,00000000
1,13500.0,27,4781B970,438BE194,00000000,37D6A97E,44D686C0,00000000,3AE23668,00000000,3AAD4714,3890D240,00000000,3A73B3C9,3784B480,3287E3D7,00000000,3ED2A20B,00000000
1,13500.0,28,4785A886,438CA61A,00000000,37E26FCD,44C4C440,00000000,3ADEAA18,00000000,3A9E3E1A,388AFDC0,00000000,3AAE3294,37872E91,328A6D20,00000000,3ED1309E,00000000
1,13500.0,29,478987B5,438D6320,00000000,37EBA0DA,44B39B00,00000000,3AD9B624,00000000,3A900A86,388526A0,00000000,3AE7E461,3789906D,328CDD9E,00000000,3ECF7430,00000000
1,13500.0,30,478D5682,438E18F6,00000000,37F1F23F,44A32200,00000000,3AD37662,00000000,3A82A9D7,387E8F20,00000000,3981425C,378BDB18,328F365E,00000000,3ECD652A,00000000
1,13500.0,31,47911463,438EC7E3,00000000,37F52DF1,449365C0,00000000,3ACC078C,00000000,3A6C2EFA,3872C080,00000000,00000000,378E0F7B,3291784D,00000000,3ECAFCC9,00000000
1,13500.0,32,4794C0C7,438F7026,00000000,37F52DC4,44846D40,00000000,3AC384C8,00000000,3A5498E9,3866E000,00000000,00000000,37902E5B,3293A434,00000000,3EC8356E,00000000
