case,dx,k,ptu,pqu,plu,pmfu,pmfus,pmfuq,pmful,plude,pdmfup,plglac,pmfude_rate,ptenh_out,pqenh_out,klab
15,4500.0,15,4389A06E,3AA42DDC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4389A06E,3AA42DDC,0
15,4500.0,16,438A635E,3AAC0EBC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438A635E,3AAC0EBC,0
15,4500.0,17,438B1BB3,3AB45D02,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438B1BB3,3AB45D02,0
15,4500.0,18,438BCA61,3ABD051F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438BCA61,3ABD051F,0
15,4500.0,19,438C703E,3AC5F71F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438C703E,3AC5F71F,0
15,4500.0,20,438D0E03,3ACF258B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438D0E03,3ACF258B,0
15,4500.0,21,438DA453,3AD88483,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438DA453,3AD88483,0
15,4500.0,22,438E33BA,3AE20904,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438E33BA,3AE20904,0
15,4500.0,23,438EBCB4,3AEBA96F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438EBCB4,3AEBA96F,0
15,4500.0,24,438F3FAE,3AF55DFD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438F3FAE,3AF55DFD,0
15,4500.0,25,438FBD09,3AFF1DBB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438FBD09,3AFF1DBB,0
15,4500.0,26,43903520,3B0755B4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43903520,3B0755B4,0
15,4500.0,27,4390A83E,3B13CBA1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4390A83E,3B13CBA1,0
15,4500.0,28,439116A5,3B205234,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,439116A5,3B205234,0
15,4500.0,29,43918092,3B2CE100,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43918092,3B2CE100,0
15,4500.0,30,4391E63D,3B396FF3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4391E63D,3B396FF3,0
15,4500.0,31,439247D4,3B45F6E3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,439247D4,3B45F6E3,0
15,4500.0,32,4392A580,3B526DFB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4392A580,3B526DFB,0
15,4500.0,33,4392FF68,3B5ECE1E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4392FF68,3B5ECE1E,0
15,4500.0,34,439355AB,3B6B0FEE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,439355AB,3B6B0FEE,0
15,4500.0,35,4393A865,3B772C0A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4393A865,3B772C0A,0
15,4500.0,36,4393F7A9,3B818D54,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4393F7A9,3B818D54,0
15,4500.0,37,4394438D,3B876A7B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4394438D,3B876A7B,0
15,4500.0,38,43948C1C,3B8D28E0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43948C1C,3B8D28E0,0
15,4500.0,39,4394D160,3B92C4FA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4394D160,3B92C4FA,0
15,4500.0,40,4395135A,3B983A1B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4395135A,3B983A1B,0
15,4500.0,41,43955206,3B9ADF6A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43955206,3B9ADF6A,0
15,4500.0,42,43958D58,3B9C81BA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43958D58,3B9C81BA,0
15,4500.0,43,4395C53B,3B9E089E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4395C53B,3B9E089E,0
15,4500.0,44,4395F98E,3B9F7185,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4395F98E,3B9F7185,0
15,4500.0,45,43962A1B,3BA0B841,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43962A1B,3BA0B841,0
15,4500.0,46,43965695,3BA1D81E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43965695,3BA1D81E,0
15,4500.0,47,43967E7C,3BA2C82E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43967E7C,3BA2C82E,0
15,4500.0,48,4396C15C,3BA02579,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4396C15C,3BA02579,0
15,4500.0,49,4396A943,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4396A476,3BA17CD0,0
16,4500.0,1,4386C000,3CECED00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4386C000,3CECED00,0
16,4500.0,2,4388E35C,3D0ABC64,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4388E35C,3D0ABC64,0
16,4500.0,3,43884DF6,3CC094BE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43884DF6,3CC094BE,0
16,4500.0,4,43880A27,3C9331A5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43880A27,3C9331A5,0
16,4500.0,5,4387FD51,3C719DFC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4387FD51,3C719DFC,0
16,4500.0,6,438916EC,3C6F794D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438916EC,3C6F794D,0
16,4500.0,7,438A0925,3C6EA64B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438A0925,3C6EA64B,0
16,4500.0,8,438AE18F,3C6E5D7A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438AE18F,3C6E5D7A,0
16,4500.0,9,438BA592,3C6E5A60,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438BA592,3C6E5A60,0
16,4500.0,10,438C588A,3C6E7EDA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438C588A,3C6E7EDA,0
16,4500.0,11,438CFD0E,3C6EB922,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438CFD0E,3C6EB922,0
16,4500.0,12,438D9539,3C755827,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438D9539,3C755827,0
16,4500.0,13,438E22B5,3C814460,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438E22B5,3C814460,0
16,4500.0,14,438EA6CB,3C8777F9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438EA6CB,3C8777F9,0
16,4500.0,15,438F2290,3C8D5063,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438F2290,3C8D5063,0
16,4500.0,16,438F96ED,3C92D5CA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438F96ED,3C92D5CA,0
16,4500.0,17,439004A3,3C980F7C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,439004A3,3C980F7C,0
16,4500.0,18,438F7992,3C9D8983,00000000,2EDBE6FF,38147135,2C0752CA,00000000,00000000,00000000,00000000,00000000,43906C54,3C9D0383,0
16,4500.0,19,43917117,3C9D8982,00000000,2EDBE6FF,38147135,2C0752C9,00000000,00000000,00000000,00000000,00000000,4390CE8D,3CA1B782,1
16,4500.0,20,4391C588,3CA23C1B,00000000,2EDBE6FF,38132668,2C0B5BCF,00000000,00000000,00000000,00000000,00000000,43912BC8,3CA63045,1
16,4500.0,21,43921626,3CA6B2B7,00000000,2EDBE6FF,3811ECCC,2C0F314D,00000000,00000000,00000000,00000000,00000000,4391846A,3CAA7215,1
16,4500.0,22,43926333,3CAAF1B2,00000000,2EDBE6FF,3810C2EE,2C12D703,00000000,00000000,00000000,00000000,00000000,4391D8D2,3CAE80A6,1
16,4500.0,23,4392ACE6,3CAEFCFB,00000000,2EDBE6FF,380FA78A,2C165050,00000000,00000000,00000000,00000000,00000000,4392294C,3CB25F54,1
16,4500.0,24,4392F373,3CB2D82B,00000000,2EDBE6FF,380E9987,2C19A04D,00000000,00000000,00000000,00000000,00000000,4392761F,3CB61135,1
16,4500.0,25,4393370B,3CB68657,00000000,2EDBE6FF,380D97F3,2C1CC99F,00000000,00000000,00000000,00000000,00000000,4392BF8A,3CB9990E,1
16,4500.0,26,439377CF,3CB9CD40,00000000,2EDBE6FF,380CA1F1,2C1F9A3D,00000000,00000000,00000000,00000000,00000000,439305BF,3CBCBC1E,1
16,4500.0,27,4393B5DF,3CBA1CAB,00000000,2EDBE6FF,380BB6CC,2C1FDE75,00000000,00000000,00000000,00000000,00000000,439348ED,3CBCE9DB,1
16,4500.0,28,4393F163,3CBA65BC,00000000,2EDBE6FF,380AD5E2,2C201D39,00000000,00000000,00000000,00000000,00000000,43938941,3CBD1342,1
16,4500.0,29,43942A76,3CBAA8F6,00000000,2EDBE6FF,3809FE99,2C2056F8,00000000,00000000,00000000,00000000,00000000,4393C6DE,3CBD3899,1
16,4500.0,30,43946135,3CBAE6AD,00000000,2EDBE6FF,3809306C,2C208BFB,00000000,00000000,00000000,00000000,00000000,439401E8,3CBD5A0E,1
16,4500.0,31,439495B6,3CBB1F6F,00000000,2EDBE6FF,38086AE5,2C20BCBD,00000000,00000000,00000000,00000000,00000000,43943A7D,3CBD77F9,1
16,4500.0,32,4394C80F,3CBB5391,00000000,2EDBE6FF,3807AD9C,2C20E985,00000000,00000000,00000000,00000000,00000000,439470B8,3CBD9286,1
16,4500.0,33,4394F850,3CBB8349,00000000,2EDBE6FF,3806F832,2C211282,00000000,00000000,00000000,00000000,00000000,4394A4B1,3CBDA9C3,1
16,4500.0,34,43952688,3CBBAEDC,00000000,2EDBE6FF,38064A56,2C2137F0,00000000,00000000,00000000,00000000,00000000,4394D67A,3CBDBDDB,1
16,4500.0,35,439552C2,3CBBD68F,00000000,2EDBE6FF,3805A3C1,2C215A0A,00000000,00000000,00000000,00000000,00000000,43950626,3CBDCEE2,1
16,4500.0,36,43957D0B,3CBBFA96,00000000,2EDBE6FF,38050436,2C2178FD,00000000,00000000,00000000,00000000,00000000,439533C2,3CBDDD04,1
16,4500.0,37,4395A567,3CBC1B1D,00000000,2EDBE6FF,38046B82,2C2194EE,00000000,00000000,00000000,00000000,00000000,43955F5C,3CBDE837,1
16,4500.0,38,4395CBDA,3CBC3835,00000000,2EDBE6FF,3803D979,2C21ADEB,00000000,00000000,00000000,00000000,00000000,439588F9,3CBDF07F,1
16,4500.0,39,4395F068,3CBC5222,00000000,2EDBE6FF,38034DFF,2C21C430,00000000,00000000,00000000,00000000,00000000,4395B0A1,3CBDF5F8,1
16,4500.0,40,43961308,3CBC68D1,00000000,2EDBE6FF,3802C8F7,2C21D7AD,00000000,00000000,00000000,00000000,00000000,4395D655,3CBDF865,1
16,4500.0,41,439633B7,3CBC7C44,00000000,2EDBE6FF,38024A5C,2C21E862,00000000,00000000,00000000,00000000,00000000,4395FA13,3CBDF7BB,1
16,4500.0,42,43965266,3CBC8C8F,00000000,2EDBE6FF,3801D22D,2C21F660,00000000,00000000,00000000,00000000,00000000,43961BD4,3CBDF3CD,1
16,4500.0,43,43966EFF,3CBC99A0,00000000,2EDBE6FF,3801607B,2C22019A,00000000,00000000,00000000,00000000,00000000,43963B8B,3CBDEC55,1
16,4500.0,44,43968963,3CBCA31E,00000000,2EDBE6FF,3800F568,2C2209C1,00000000,00000000,00000000,00000000,00000000,43965922,3CBDE0BD,1
16,4500.0,45,4396747C,3CBDD06C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4396747C,3CBDD06C,0
16,4500.0,46,43968D63,3CBDBA51,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43968D63,3CBDBA51,0
16,4500.0,47,4396A388,3CBD9C66,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4396A388,3CBD9C66,0
16,4500.0,48,4396D748,3CBC9A8A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4396D748,3CBC9A8A,0
16,4500.0,49,4396A426,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4396A426,3CBC496A,0
17,4500.0,1,43508000,37A9D921,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43508000,37A9D921,0
17,4500.0,2,435C9EAA,394A77FD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,435C9EAA,394A77FD,0
17,4500.0,3,435914C9,38AE3434,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,435914C9,38AE3434,0
17,4500.0,4,43571F52,38469D51,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43571F52,38469D51,0
17,4500.0,5,4355E1BD,38036876,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4355E1BD,38036876,0
17,4500.0,6,435506AD,37BE5FE0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,435506AD,37BE5FE0,0
17,4500.0,7,43546671,37927914,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43546671,37927914,0
17,4500.0,8,4353EC21,376C24BE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4353EC21,376C24BE,0
17,4500.0,9,43538BA7,375644F1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43538BA7,375644F1,0
17,4500.0,10,43547A89,3769B354,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43547A89,3769B354,0
17,4500.0,11,4357202B,379FE214,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4357202B,379FE214,0
17,4500.0,12,435997C8,37D4A6E2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,435997C8,37D4A6E2,0
17,4500.0,13,435BE706,3809F824,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,435BE706,3809F824,0
17,4500.0,14,435E127A,382F340E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,435E127A,382F340E,0
17,4500.0,15,43601E0C,385A4FD3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43601E0C,385A4FD3,0
17,4500.0,16,43620CEB,3885C244,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43620CEB,3885C244,0
17,4500.0,17,4363E1DA,38A17FC9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4363E1DA,38A17FC9,0
17,4500.0,18,43659F2A,38C06FEE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43659F2A,38C06FEE,0
17,4500.0,19,436746E2,38E29D31,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,436746E2,38E29D31,0
17,4500.0,20,4368DABD,3904059E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4368DABD,3904059E,0
17,4500.0,21,436A5C3D,39185C55,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,436A5C3D,39185C55,0
17,4500.0,22,436BCCB6,392E4F5B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,436BCCB6,392E4F5B,0
17,4500.0,23,436D2D53,3945D8EB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,436D2D53,3945D8EB,0
17,4500.0,24,436E7F1C,395EF0DB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,436E7F1C,395EF0DB,0
17,4500.0,25,436FC2F1,39798C7C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,436FC2F1,39798C7C,0
17,4500.0,26,4370F9A9,398ACFC0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4370F9A9,398ACFC0,0
17,4500.0,27,437223F9,39998DAA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,437223F9,39998DAA,0
17,4500.0,28,4373427D,39A8F720,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4373427D,39A8F720,0
17,4500.0,29,437455C8,39B90305,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,437455C8,39B90305,0
17,4500.0,30,43755E60,39C9A730,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43755E60,39C9A730,0
17,4500.0,31,43765CAB,39DAD78D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43765CAB,39DAD78D,0
17,4500.0,32,43775112,39EC8830,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43775112,39EC8830,0
17,4500.0,33,43783BE8,39FEAB10,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43783BE8,39FEAB10,0
17,4500.0,34,43791D79,3A0898E8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43791D79,3A0898E8,0
17,4500.0,35,4379F604,3A120656,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4379F604,3A120656,0
17,4500.0,36,437AC5A6,3A1B9AF8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,437AC5A6,3A1B9AF8,0
17,4500.0,37,437B8C83,3A2551B6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,437B8C83,3A2551B6,0
17,4500.0,38,437C4AD1,3A2F14BF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,437C4AD1,3A2F14BF,0
17,4500.0,39,437D009A,3A38D8CB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,437D009A,3A38D8CB,0
17,4500.0,40,437CE2CC,3A366300,3888E208,00000000,00000000,00000000,00000000,33B4972E,00000000,337079E4,3C9636B1,437D7AEC,3A3C1B3A,0
17,4500.0,41,437DE6A0,3A4647DA,3699E280,3C9636B1,45966BBB,3768B0EC,33B4972E,00000000,00000000,00000000,00000000,437E5292,3A485E31,2
17,4500.0,42,437F0551,3A477B9F,00000000,3C9636B1,459669D2,376A1A1A,00000000,00000000,00000000,00000000,00000000,437EEE84,3A4FC1FA,1
17,4500.0,43,437F97AE,3A4ED09D,00000000,3C801903,458005EF,374EF907,00000000,00000000,00000000,00000000,00000000,437F8173,3A56E4D7,1
17,4500.0,44,4380057C,3A5DB804,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4380057C,3A5DB804,0
17,4500.0,45,4380453E,3A642977,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4380453E,3A642977,0
17,4500.0,46,43807F8C,3A6A2229,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43807F8C,3A6A2229,0
17,4500.0,47,4380B3B0,3A6F818E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4380B3B0,3A6F818E,0
17,4500.0,48,4380E881,3A6E324D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4380E881,3A6E324D,0
17,4500.0,49,4380E87E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4380E87E,3A752B0F,0
18,4500.0,1,43560000,38829306,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43560000,38829306,0
18,4500.0,2,436202E3,39CCD708,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,436202E3,39CCD708,0
18,4500.0,3,435E9F20,393CE8F0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,435E9F20,393CE8F0,0
18,4500.0,4,435CB200,38E0C140,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,435CB200,38E0C140,0
18,4500.0,5,435B75CB,38996A3D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,435B75CB,38996A3D,0
18,4500.0,6,435A9A1B,3863CF9A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,435A9A1B,3863CF9A,0
18,4500.0,7,4359F8B8,3832E274,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4359F8B8,3832E274,0
18,4500.0,8,43597D20,38122402,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43597D20,38122402,0
18,4500.0,9,435A1AD8,380ECFE4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,435A1AD8,380ECFE4,0
18,4500.0,10,435D5F24,385053EE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,435D5F24,385053EE,0
18,4500.0,11,436066DD,38923E08,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,436066DD,38923E08,0
18,4500.0,12,436339FA,38C6B2BB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,436339FA,38C6B2BB,0
18,4500.0,13,4365DEF9,39033CC2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4365DEF9,39033CC2,0
18,4500.0,14,43685B30,39293369,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43685B30,39293369,0
18,4500.0,15,436AB306,3955972A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,436AB306,3955972A,0
18,4500.0,16,436CEA2F,398459AC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,436CEA2F,398459AC,0
18,4500.0,17,436F03D7,39A16261,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,436F03D7,39A16261,0
18,4500.0,18,437102A4,39C1FC2B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,437102A4,39C1FC2B,0
18,4500.0,19,4372E8EB,39E6379A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4372E8EB,39E6379A,0
18,4500.0,20,4374B8A2,3A070EEC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4374B8A2,3A070EEC,0
18,4500.0,21,4376738D,3A1CD945,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4376738D,3A1CD945,0
18,4500.0,22,43781B2C,3A347983,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43781B2C,3A347983,0
18,4500.0,23,4379B0D7,3A4DA898,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4379B0D7,3A4DA898,0
18,4500.0,24,437B3576,3A668066,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,437B3576,3A668066,0
18,4500.0,25,437CA9ED,3A809329,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,437CA9ED,3A809329,0
18,4500.0,26,437E0FA8,3A8ECD45,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,437E0FA8,3A8ECD45,0
18,4500.0,27,437F677D,3A9D43FD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,437F677D,3A9D43FD,0
18,4500.0,28,43805912,3AABF6D3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43805912,3AABF6D3,0
18,4500.0,29,4380F820,3ABB28E0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4380F820,3ABB28E0,0
18,4500.0,30,43819131,3ACAD096,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43819131,3ACAD096,0
18,4500.0,31,43822480,3ADAE35B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43822480,3ADAE35B,0
18,4500.0,32,4382B242,3AEB561F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4382B242,3AEB561F,0
18,4500.0,33,43833AA7,3AFC1D80,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43833AA7,3AFC1D80,0
18,4500.0,34,43837670,3B0608AE,393E2360,00000000,00000000,00000000,00000000,344EB2DE,00000000,34BB4A9C,3D007A5E,4383B0C1,3B04E030,0
18,4500.0,35,43840B28,3B11998F,36CDEE00,3D007A5E,460A1D71,389224C0,344EB2DE,00000000,00000000,00000000,00000000,43843BEE,3B0F3B4E,2
18,4500.0,36,4384D439,3B120086,00000000,3D007A5E,460A1B58,38928C1A,00000000,00000000,00000000,00000000,00000000,4384B508,3B17F659,1
18,4500.0,37,438547C3,3B1ADE6F,00000000,3CED4F46,45FE880B,388F8FE2,00000000,00000000,00000000,00000000,00000000,43852938,3B20BF74,1
18,4500.0,38,4385B653,3B23C7EC,00000000,3CD933B0,45E8783F,388AF588,00000000,00000000,00000000,00000000,00000000,43859889,3B298E6E,1
18,4500.0,39,43861FEE,3B2CB3C4,00000000,3CC4CC69,45D233D9,3884C388,00000000,00000000,00000000,00000000,00000000,43860300,3B3259FC,1
18,4500.0,40,43868490,3B351BA5,00000000,3CB04300,45BBE61E,387964CF,00000000,00000000,00000000,00000000,00000000,4386689A,3B3A9C00,1
18,4500.0,41,4386E42D,3B3CD71F,00000000,3C9BC033,45A5B919,3865C80D,00000000,00000000,00000000,00000000,00000000,4386C947,3B422BBC,1
18,4500.0,42,43873EAD,3B446B96,00000000,3C876C49,458FD613,384FCFA3,00000000,00000000,00000000,00000000,00000000,438724F0,3B498EC2,1
18,4500.0,43,438793E6,3B4BCD9A,00000000,3C66E0EF,4574CE15,3837CDCB,00000000,00000000,00000000,00000000,00000000,43877B6C,3B50B931,1
18,4500.0,44,4387E39C,3B52F028,00000000,3C3FEF16,454B2ED2,381E262E,00000000,00000000,00000000,00000000,00000000,4387CC81,3B579D70,1
18,4500.0,45,438817D3,3B5E2A40,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,438817D3,3B5E2A40,0
18,4500.0,46,43885CE4,3B644AD5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43885CE4,3B644AD5,0
18,4500.0,47,43889AE0,3B69E0E8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43889AE0,3B69E0E8,0
18,4500.0,48,4388E073,3B6B74D3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4388E073,3B6B74D3,0
18,4500.0,49,4388FA19,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4388E6FE,3B728170,0
1,9000.0,1,43458000,36D299B5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,43458000,36D299B5,0
1,9000.0,2,4351556F,383E86F7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,4351556F,383E86F7,0
1,9000.0,3,433B4F91,358F7220,3A014DFD,3C205F18,45562E64,3233B93A,36A2018C,361F0A4B,365BFADA,00000000,3B3D0B10,4348341F,36CA9218,2
1,9000.0,4,434861C5,37002B92,3A575ECC,3C4FA1DC,458AA470,33CFE889,372EADD3,35A42C6A,36BCAD92,00000000,3A813288,434E8FA2,374F2A3B,2
1,9000.0,5,43534AE3,380625E1,3AA2A6E6,3C5FC82D,45956577,34EA87C8,378E2E91,34DDD92B,36FE8840,00000000,397A0D40,43555F7A,37CF011D,2
