case,dx,k,ptenh,pqenh,pgeo,pgeoh,paph,pmfu,ptd,pqd,pmfd,pmfds,pmfdq,pdmfdp
9,9000.0,13,437EEE37,3A8E1F4E,47A15B9D,47A60F6D,4709E1F6,00000000,437EEE37,3A8E1F4E,00000000,00000000,00000000,00000000
9,9000.0,14,4380F476,3AB4C1A1,47983B31,479CA7CE,471333CA,00000000,4380F476,3AB4C1A1,00000000,00000000,00000000,00000000
9,9000.0,15,43825E73,3AE15222,478FA173,4793CE94,471C6E89,00000000,43825E73,3AE15222,00000000,00000000,00000000,00000000
9,9000.0,16,4383B719,3B0A12A4,47878034,478B7451,472591C4,00000000,4383B719,3B0A12A4,00000000,00000000,00000000,00000000
9,9000.0,17,4384FFF8,3B26C207,477F9724,47838C18,472E9D0C,00000000,4384FFF8,3B26C207,00000000,00000000,00000000,00000000
9,9000.0,18,43863A60,3B46D389,4770F2F6,4778161A,47378FE4,00000000,43863A60,3B46D389,00000000,00000000,00000000,00000000
9,9000.0,19,43876773,3B6A59A8,476302A4,4769CFD1,474069D0,00000000,43876773,3B6A59A8,00000000,00000000,00000000,00000000
9,9000.0,20,438887D2,3B88A04A,4755B75E,475C3576,47492A4A,00000000,438887D2,3B88A04A,00000000,00000000,00000000,00000000
9,9000.0,21,43899949,3B9DFC56,47490452,474F3948,4751D0C6,00000000,43899949,3B9DFC56,00000000,00000000,00000000,00000000
9,9000.0,22,438A9E9B,3BB53E02,473CDE51,4742CF5C,475A5CB1,00000000,438A9E9B,3BB53E02,00000000,00000000,00000000,00000000
9,9000.0,23,438B9955,3BCE4C52,47313B96,4736ED46,4762CD6E,00000000,438B9955,3BCE4C52,00000000,00000000,00000000,00000000
9,9000.0,24,438C8A17,3BE91FD6,47261389,472B89E6,476B2254,00000000,438C8A17,3BE91FD6,00000000,00000000,00000000,00000000
9,9000.0,25,438D7175,3C02D75A,471B5EAA,47209D2E,47735AB4,00000000,438D7175,3C02D75A,00000000,00000000,00000000,00000000
9,9000.0,26,438E4FF0,3C10CEA5,4711167A,47162027,477B75D0,00000000,438E4FF0,3C10CEA5,00000000,00000000,00000000,00000000
9,9000.0,27,438F25F3,3C1CA4F5,47073531,470C0CCC,4781B970,00000000,438F25F3,3C1CA4F5,00000000,00000000,00000000,00000000
9,9000.0,28,438FF3E9,3C28C8E4,46FB6B35,47025D96,4785A886,00000000,438FF3E9,3C28C8E4,00000000,00000000,00000000,00000000
9,9000.0,29,4390BA2C,3C35332C,46E9262A,46F21B3E,478987B5,00000000,4390BA2C,3C35332C,00000000,00000000,00000000,00000000
9,9000.0,30,4391790E,3C41DC02,46D7931B,46E03116,478D5682,00000000,4391790E,3C41DC02,00000000,00000000,00000000,00000000
9,9000.0,31,439230D6,3C4EBB19,46C6AADB,46CEF520,47911463,00000000,439230D6,3C4EBB19,00000000,00000000,00000000,00000000
9,9000.0,32,4392E1C6,3C5BC850,46B6671D,46BE6096,4794C0C7,00000000,4392E1C6,3C5BC850,00000000,00000000,00000000,00000000
9,9000.0,33,43938C14,3C68FADB,46A6C270,46AE6DA3,47985B0D,00000000,43938C14,3C68FADB,00000000,00000000,00000000,00000000
9,9000.0,34,43942FEF,3C76499B,4697B833,469F173E,479BE286,00000000,43942FEF,3C76499B,00000000,00000000,00000000,00000000
9,9000.0,35,4394CD80,3C81D587,46894487,46905928,479F5670,00000000,4394CD80,3C81D587,00000000,00000000,00000000,00000000
9,9000.0,36,439564E5,3C888A76,4676C89B,46822FE7,47A2B5F3,00000000,439564E5,3C888A76,00000000,00000000,00000000,00000000
9,9000.0,37,4395F638,3C8F3E70,465C2A5C,46693169,47A60021,00000000,4395F638,3C8F3E70,00000000,00000000,00000000,00000000
9,9000.0,38,43968188,3C95EB85,464305F7,464F234E,47A933EB,3B798E49,43968188,3C95EB85,00000000,00000000,00000000,00000000
9,9000.0,39,43930795,3C83F582,462B55DD,4636E8A2,47AC501F,3B798E49,43930795,3C83F582,00000000,00000000,00000000,00000000
9,9000.0,40,439382F0,3C8BA465,4614BBFC,461FC317,47AF535C,3B5ED563,439382F0,3C8BA465,00000000,00000000,00000000,00000000
9,9000.0,41,4393F870,3C91E7A0,45FE772C,4609B4E1,47B23C0A,3B4468B2,4393F870,3C91E7A0,00000000,00000000,00000000,00000000
9,9000.0,42,439467F8,3C977D49,45D5B4B1,45E98497,47B50844,3B2A6BDC,439467F8,3C977D49,00000000,00000000,00000000,00000000
9,9000.0,43,4394D15B,3C9CEBA9,45AF427D,45C1E4CB,47B7B5C4,3B110647,4394D15B,3C9CEBA9,00000000,00000000,00000000,00000000
9,9000.0,44,43953459,3CA2291B,458B3BE2,459CA02E,47BA41BE,3AF0C9A2,43953459,3CA2291B,00000000,00000000,00000000,00000000
9,9000.0,45,4395908F,3CA72989,45539398,4573AF2C,47BCA8A3,00000000,4395908F,3CA72989,00000000,00000000,00000000,00000000
9,9000.0,46,4395E569,3CABDDD9,45165521,45337804,47BEE5BD,00000000,4395E569,3CABDDD9,00000000,00000000,00000000,00000000
9,9000.0,47,43963206,3CB031B6,44BF0A94,44F2647A,47C0F26C,00000000,43963206,3CB031B6,00000000,00000000,00000000,00000000
9,9000.0,48,43969592,3CB32FE1,44425071,448BB0AF,47C2C476,00000000,43969592,3CB32FE1,00000000,00000000,00000000,00000000
9,9000.0,49,4396A428,3CB8697E,435A7F09,43DA7F09,47C4491D,00000000,4396A428,3CB8697E,00000000,00000000,00000000,00000000
10,9000.0,1,434E0000,37B52427,483F9D3D,484BD602,459C4000,00000000,434E0000,37B52427,00000000,00000000,00000000,00000000
10,9000.0,2,435A19E4,391AE34B,482AE2F6,4833647A,45EE9B40,00000000,435A19E4,391AE34B,00000000,00000000,00000000,00000000
10,9000.0,3,435687E1,3887AB9C,481BC631,48226171,46202EB0,00000000,435687E1,3887AB9C,00000000,00000000,00000000,00000000
10,9000.0,4,43576B31,38669395,480FA04F,48152AF1,4648C210,00000000,43576B31,38669395,00000000,00000000,00000000,00000000
10,9000.0,5,435DCA06,38CC0F86,48054B8F,480A15AD,467106C0,00000000,435DCA06,38CC0F86,00000000,00000000,00000000,00000000
10,9000.0,6,436371F3,39230D28,47F88EA7,48008170,468C7DC8,00000000,436371F3,39230D28,00000000,00000000,00000000,00000000
10,9000.0,7,436885A2,397136B2,47E886B3,47F01A6E,46A04FA4,00000000,436885A2,397136B2,00000000,00000000,00000000,00000000
10,9000.0,8,436D205A,39A82ED0,47DA13C1,47E0F2F8,46B3F860,00000000,436D205A,39A82ED0,00000000,00000000,00000000,00000000
10,9000.0,9,43715728,39DFFDA5,47CCEA09,47D3348A,46C77754,00000000,43715728,39DFFDA5,00000000,00000000,00000000,00000000
10,9000.0,10,43753A77,3A0FDBA4,47C0D1EF,47C69F87,46DACBE0,00000000,43753A77,3A0FDBA4,00000000,00000000,00000000,00000000
10,9000.0,11,4378D71D,3A38D670,47B5A15B,47BB0458,46EDF550,00000000,4378D71D,3A38D670,00000000,00000000,00000000,00000000
10,9000.0,12,437C35EB,3A724D17,47AB379C,47B03E5F,47007974,00000000,437C35EB,3A724D17,00000000,00000000,00000000,00000000
10,9000.0,13,437F5E5C,3A9BACB3,47A17ACA,47A630D9,4709E1F6,00000000,437F5E5C,3A9BACB3,00000000,00000000,00000000,00000000
10,9000.0,14,43812D7B,3AC39A94,47985600,479CC4BC,471333CA,00000000,43812D7B,3AC39A94,00000000,00000000,00000000,00000000
10,9000.0,15,43829877,3AF13E29,478FB822,4793E745,471C6E89,00000000,43829877,3AF13E29,00000000,00000000,00000000,00000000
10,9000.0,16,4383F216,3B127036,478792FB,478B88FF,472591C4,00000000,4383F216,3B127036,00000000,00000000,00000000,00000000
10,9000.0,17,43853BEB,3B2F6040,477FB546,47839CF7,472E9D0C,00000000,43853BEB,3B2F6040,00000000,00000000,00000000,00000000
10,9000.0,18,43867744,3B4F868F,47710A0B,4778309E,47378FE4,00000000,43867744,3B4F868F,00000000,00000000,00000000,00000000
10,9000.0,19,4387A543,3B72F0E8,47631302,4769E376,474069D0,00000000,4387A543,3B72F0E8,00000000,00000000,00000000,00000000
10,9000.0,20,4388C621,3B8CBC95,4755C15A,475C428E,47492A4A,00000000,4388C621,3B8CBC95,00000000,00000000,00000000,00000000
10,9000.0,21,4389D7A1,3BA1E90F,47490836,474F4024,4751D0C6,00000000,4389D7A1,3BA1E90F,00000000,00000000,00000000,00000000
10,9000.0,22,438ADD8A,3BB8D02B,473CDC66,4742D046,475A5CB1,00000000,438ADD8A,3BB8D02B,00000000,00000000,00000000,00000000
10,9000.0,23,438BD8D1,3BD166B8,47313424,4736E887,4762CD6E,00000000,438BD8D1,3BD166B8,00000000,00000000,00000000,00000000
10,9000.0,24,438CCA1A,3BEBA4C7,472606D3,472B7FC0,476B2254,00000000,438CCA1A,3BEBA4C7,00000000,00000000,00000000,00000000
10,9000.0,25,438DB1FA,3C03BFFF,471B4CEB,47208DE4,47735AB4,00000000,438DB1FA,3C03BFFF,00000000,00000000,00000000,00000000
10,9000.0,26,438E90ED,3C116B5A,4710FFEA,47160BF3,477B75D0,00000000,438E90ED,3C116B5A,00000000,00000000,00000000,00000000
10,9000.0,27,438F6766,3C1D4560,47071A01,470BF3E1,4781B970,00000000,438F6766,3C1D4560,00000000,00000000,00000000,00000000
10,9000.0,28,439035CC,3C296D01,46FB2BEE,47024021,4785A886,00000000,439035CC,3C296D01,00000000,00000000,00000000,00000000
10,9000.0,29,4390FC79,3C35DA8E,46E8DE54,46F1D79A,478987B5,00000000,4390FC79,3C35DA8E,00000000,00000000,00000000,00000000
10,9000.0,30,4391BBC1,3C428677,46D74307,46DFE50D,478D5682,00000000,4391BBC1,3C428677,00000000,00000000,00000000,00000000
10,9000.0,31,439273EC,3C4F68AB,46C679DA,46CEA101,47911463,00000000,439273EC,3C4F68AB,00000000,00000000,00000000,00000000
10,9000.0,32,4390A67E,3C3A7447,46B67AE5,46BE52B5,4794C0C7,00000000,4390A67E,3C3A7447,00000000,00000000,00000000,00000000
10,9000.0,33,43914DA4,3C498908,46A7181B,46AEA314,47985B0D,00000000,43914DA4,3C498908,00000000,00000000,00000000,00000000
10,9000.0,34,4391EE7F,3C590141,46984CE8,469F8D22,479BE286,00000000,4391EE7F,3C590141,00000000,00000000,00000000,00000000
10,9000.0,35,43928931,3C68CFC5,468A157B,46910CAE,479F5670,3BA4E4A3,43928931,3C68CFC5,00000000,00000000,00000000,00000000
10,9000.0,36,43931DDB,3C78E6A0,4678DD7E,46831E48,47A2B5F3,3BA4E4A3,43931DDB,3C78E6A0,00000000,00000000,00000000,00000000
10,9000.0,37,4393AC95,3C849B47,465EACCB,466B7E6B,47A60021,3B97968A,4393AC95,3C849B47,00000000,00000000,00000000,00000000
10,9000.0,38,4394356D,3C8CD760,464595E0,4651DB2A,47A933EB,3B8A3097,4394356D,3C8CD760,00000000,00000000,00000000,00000000
10,9000.0,39,4394B86C,3C951E9E,462D9781,46395098,47AC501F,3B798C99,4394B86C,3C951E9E,00000000,00000000,00000000,00000000
10,9000.0,40,4395358D,3C9D66C4,4616B299,4621DE69,47AF535C,3B5ED649,4395358D,3C9D66C4,00000000,00000000,00000000,00000000
10,9000.0,41,4395ACC0,3CA4765C,4600EA7B,460B86C9,47B23C0A,3B446A46,4395ACC0,3CA4765C,00000000,00000000,00000000,00000000
10,9000.0,42,43961DE6,3CAAADFF,45D889F5,45EC9C5B,47B50844,3B2A6DFC,43961DE6,3CAAADFF,00000000,00000000,00000000,00000000
10,9000.0,43,439688D5,3CB0B9C0,45B19674,45C4778E,47B7B5C4,3B11086D,439688D5,3CB0B9C0,00000000,00000000,00000000,00000000
10,9000.0,44,4396ED47,3CB68E92,458D163C,459EB55B,47BA41BE,3AF0CD59,4396ED47,3CB68E92,00000000,00000000,00000000,00000000
10,9000.0,45,43974ADC,3CBC1F6F,455665A6,4576EE37,47BCA8A3,00000000,43974ADC,3CBC1F6F,00000000,00000000,00000000,00000000
10,9000.0,46,4397A0FE,3CC15B85,451856F9,4535DD15,47BEE5BD,00000000,4397A0FE,3CC15B85,00000000,00000000,00000000,00000000
10,9000.0,47,4397EEC8,3CC62C4B,44C19874,44F5A1BB,47C0F26C,00000000,4397EEC8,3CC62C4B,00000000,00000000,00000000,00000000
10,9000.0,48,439854FF,3CC98ED0,4444EA35,448D8F2D,47C2C476,00000000,439854FF,3CC98ED0,00000000,00000000,00000000,00000000
10,9000.0,49,439863C9,3CCF5BEC,435D6C1F,43DD6C1F,47C4491D,00000000,439863C9,3CCF5BEC,00000000,00000000,00000000,00000000
11,9000.0,1,43518000,37919F22,4841C680,484E346B,459C4000,00000000,43518000,37919F22,00000000,00000000,00000000,00000000
11,9000.0,2,435D9DD7,395EF9EB,482CB213,48355896,45EE9B40,00000000,435D9DD7,395EF9EB,00000000,00000000,00000000,00000000
11,9000.0,3,435A18B4,38BDBA33,481D5C41,48240B90,46202EB0,00000000,435A18B4,38BDBA33,00000000,00000000,00000000,00000000
11,9000.0,4,4359EF62,388620BE,4811117E,4816ACF1,4648C210,00000000,4359EF62,388620BE,00000000,00000000,00000000,00000000
11,9000.0,5,43605CA1,38E01479,48069D65,480B760A,467106C0,00000000,43605CA1,38E01479,00000000,00000000,00000000,00000000
11,9000.0,6,4366107D,392A0010,47FAFBA7,4801C4BF,468C7DC8,00000000,4366107D,392A0010,00000000,00000000,00000000,00000000
11,9000.0,7,436B2E9C,396FCD7A,47EAC322,47F26DCE,46A04FA4,00000000,436B2E9C,396FCD7A,00000000,00000000,00000000,00000000
11,9000.0,8,436FD30A,399FF435,47DC2479,47E31876,46B3F860,00000000,436FD30A,399FF435,00000000,00000000,00000000,00000000
11,9000.0,9,4374136B,39CC6508,47CED2FF,47D5307C,46C77754,00000000,4374136B,39CC6508,00000000,00000000,00000000,00000000
11,9000.0,10,43780079,39FC9AE8,47C29674,47C87582,46DACBE0,00000000,43780079,39FC9AE8,00000000,00000000,00000000,00000000
11,9000.0,11,437BA67A,3A1AFBA8,47B74443,47BCB766,46EDF550,00000000,437BA67A,3A1AFBA8,00000000,00000000,00000000,00000000
11,9000.0,12,437F0D00,3A455A5C,47ACBB59,47B1D11E,47007974,00000000,437F0D00,3A455A5C,00000000,00000000,00000000,00000000
11,9000.0,13,438120F0,3A75F013,47A2E186,47A7A594,4709E1F6,00000000,438120F0,3A75F013,00000000,00000000,00000000,00000000
11,9000.0,14,4382A5C0,3A969A66,4799A1A6,479E1D78,471333CA,00000000,4382A5C0,3A969A66,00000000,00000000,00000000,00000000
11,9000.0,15,43841746,3AB5DD79,4790EA6A,479525D4,471C6E89,00000000,43841746,3AB5DD79,00000000,00000000,00000000,00000000
11,9000.0,16,43857750,3AD90544,4788AD77,478CAF01,472591C4,00000000,43857750,3AD90544,00000000,00000000,00000000,00000000
11,9000.0,17,4386C763,3B002344,4780DEC0,4784ABEC,472E9D0C,00000000,4386C763,3B002344,00000000,00000000,00000000,00000000
11,9000.0,18,438808CC,3B15E12A,4772E828,477A2328,47378FE4,00000000,438808CC,3B15E12A,00000000,00000000,00000000,00000000
11,9000.0,19,438939FB,3B2DA988,4764C973,476BAD26,474069D0,00000000,438939FB,3B2DA988,00000000,00000000,00000000,00000000
11,9000.0,20,438A5B59,3B4842C2,47575263,475DE5BF,47492A4A,00000000,438A5B59,3B4842C2,00000000,00000000,00000000,00000000
11,9000.0,21,438B704B,3B653B04,474A75F8,4750BF07,4751D0C6,00000000,438B704B,3B653B04,00000000,00000000,00000000,00000000
11,9000.0,22,438C79A9,3B824844,473E28DF,47442CE8,475A5CB1,00000000,438C79A9,3B824844,00000000,00000000,00000000,00000000
11,9000.0,23,438D7830,3B931EAD,47326136,473824D7,4762CD6E,00000000,438D7830,3B931EAD,00000000,00000000,00000000,00000000
11,9000.0,24,438E6C87,3BA51BBC,47271646,472C9D95,476B2254,00000000,438E6C87,3BA51BBC,00000000,00000000,00000000,00000000
11,9000.0,25,438F5745,3BB83916,471C406D,47218EF9,47735AB4,00000000,438F5745,3BB83916,00000000,00000000,00000000,00000000
11,9000.0,26,439038EC,3BCB512F,4711D901,4716F1E1,477B75D0,00000000,439038EC,3BCB512F,00000000,00000000,00000000,00000000
11,9000.0,27,439111EF,3BDB3964,4707DA20,470CC022,4781B970,00000000,439111EF,3BDB3964,00000000,00000000,00000000,00000000
11,9000.0,28,4391E2B9,3BEB87D4,46FC7CF6,4702F41D,4785A886,00000000,4391E2B9,3BEB87D4,00000000,00000000,00000000,00000000
11,9000.0,29,4392ABA5,3BFC3287,46EA02C1,46F311B3,478987B5,00000000,4392ABA5,3BFC3287,00000000,00000000,00000000,00000000
11,9000.0,30,43936D0C,3C0697DB,46D83D56,46E0F3D0,478D5682,00000000,43936D0C,3C0697DB,00000000,00000000,00000000,00000000
11,9000.0,31,43942733,3C0F3A24,46C72565,46CF86DA,47911463,00000000,43942733,3C0F3A24,00000000,00000000,00000000,00000000
11,9000.0,32,4394DA60,3C17FAEB,46B6B484,46BEC3EE,4794C0C7,00000000,4394DA60,3C17FAEB,00000000,00000000,00000000,00000000
11,9000.0,33,439586C8,3C20D41E,46A6E52B,46AEA51A,47985B0D,00000000,439586C8,3C20D41E,00000000,00000000,00000000,00000000
11,9000.0,34,43962C9F,3C29BFFC,4697B299,469F253B,479BE286,00000000,43962C9F,3C29BFFC,00000000,00000000,00000000,00000000
11,9000.0,35,4396CC0F,3C32B823,468918DB,46903FF8,479F5670,00000000,4396CC0F,3C32B823,00000000,00000000,00000000,00000000
11,9000.0,36,439787DA,3C3C524A,46762977,4681F1BF,47A2B5F3,00000000,43976536,3C3BB5BF,00000000,00000000,00000000,00000000
11,9000.0,37,43951708,3C564B66,465BC891,46686F70,47A60021,3BD726B1,4397F830,3C44B1C6,00000000,00000000,00000000,00000000
11,9000.0,38,43928676,3C6ED058,46430505,464F21B2,47A933EB,3C39799F,43928676,3C6ED058,00000000,00000000,00000000,00000000
11,9000.0,39,43930795,3C812607,462B55B8,4636E858,47AC501F,3C33F071,43930795,3C812607,00000000,00000000,00000000,00000000
11,9000.0,40,439382F0,3C8B004C,4614BBFC,461FC317,47AF535C,3C2E0BD6,439382F0,3C8B004C,00000000,00000000,00000000,00000000
11,9000.0,41,4393F870,3C91E7A0,45FE772C,4609B4E1,47B23C0A,3C27F38F,4393F870,3C91E7A0,00000000,00000000,00000000,00000000
11,9000.0,42,439467F8,3C977D49,45D5B4B1,45E98497,47B50844,3C21BE8A,439467F8,3C977D49,00000000,00000000,00000000,00000000
11,9000.0,43,4394D15B,3C9CEBA9,45AF427D,45C1E4CB,47B7B5C4,3C1B814E,4394D15B,3C9CEBA9,00000000,00000000,00000000,00000000
11,9000.0,44,43953459,3CA2291B,458B3BE2,459CA02E,47BA41BE,3C15528D,43953459,3CA2291B,00000000,00000000,00000000,00000000
11,9000.0,45,4395908F,3CA72989,45539398,4573AF2C,47BCA8A3,3C0F4B59,4395908F,3CA72989,00000000,00000000,00000000,00000000
11,9000.0,46,4395E569,3CABDDD9,45165521,45337804,47BEE5BD,3C0987C2,4395E569,3CABDDD9,00000000,00000000,00000000,00000000
11,9000.0,47,43963206,3CB031B6,44BF0A94,44F2647A,47C0F26C,3C0987C2,43963206,3CB031B6,00000000,00000000,00000000,00000000
11,9000.0,48,43969592,3CB32FE1,44425071,448BB0AF,47C2C476,00000000,43969592,3CB32FE1,00000000,00000000,00000000,00000000
11,9000.0,49,4396A428,3CB8697E,435A7F09,43DA7F09,47C4491D,00000000,4396A428,3CB8697E,00000000,00000000,00000000,00000000
12,9000.0,1,434E8000,37C21422,48400649,484C46A6,459C4000,00000000,434E8000,37C21422,00000000,00000000,00000000,00000000
12,9000.0,2,435A9B91,392543E0,482B3F1F,4833C5ED,45EE9B40,00000000,435A9B91,392543E0,00000000,00000000,00000000,00000000
12,9000.0,3,43570ACA,389121A2,481C1AC8,4822B851,46202EB0,00000000,43570ACA,389121A2,00000000,00000000,00000000,00000000
12,9000.0,4,4357B4A6,386F55F4,480FF0B3,48157D3F,4648C210,00000000,4357B4A6,386F55F4,00000000,00000000,00000000,00000000
12,9000.0,5,435E152A,38D36C29,48059860,480A6427,467106C0,00000000,435E152A,38D36C29,00000000,00000000,00000000,00000000
12,9000.0,6,4363BE80,3928A812,47F9220D,4800CC99,468C7DC8,00000000,4363BE80,3928A812,00000000,00000000,00000000,00000000
12,9000.0,7,4368D36A,397922B6,47E9148B,47F0AAE6,46A04FA4,00000000,4368D36A,397922B6,00000000,00000000,00000000,00000000
12,9000.0,8,436D6F43,39AD7A56,47DA9C95,47E17E2E,46B3F860,00000000,436D6F43,39AD7A56,00000000,00000000,00000000,00000000
12,9000.0,9,4371A725,39E6C631,47CD6E4B,47D3BAFC,46C77754,00000000,4371A725,39E6C631,00000000,00000000,00000000,00000000
12,9000.0,10,43758B8F,3A141112,47C151FA,47C7219A,46DACBE0,00000000,43758B8F,3A141112,00000000,00000000,00000000,00000000
12,9000.0,11,43792956,3A4187B7,47B61D6E,47BB825A,46EDF550,00000000,43792956,3A4187B7,00000000,00000000,00000000,00000000
12,9000.0,12,437C88EF,3A859EF6,47ABAFDE,47B0B881,47007974,00000000,437C88EF,3A859EF6,00000000,00000000,00000000,00000000
12,9000.0,13,437FB2CF,3AB3351D,47A1EF54,47A6A73A,4709E1F6,00000000,437FB2CF,3AB3351D,00000000,00000000,00000000,00000000
12,9000.0,14,43815880,3AE98E11,4798C6DD,479D376E,471333CA,00000000,43815880,3AE98E11,00000000,00000000,00000000,00000000
12,9000.0,15,4382C452,3B14A0D4,47902551,4794564D,471C6E89,00000000,4382C452,3B14A0D4,00000000,00000000,00000000,00000000
12,9000.0,16,43841ECE,3B396B7E,4787FC72,478BF456,472591C4,00000000,43841ECE,3B396B7E,00000000,00000000,00000000,00000000
12,9000.0,17,43856988,3B63601C,4780404E,4784048E,472E9D0C,00000000,43856988,3B63601C,00000000,00000000,00000000,00000000
12,9000.0,18,4386A5CA,3B8954B8,4771CD90,4778F81C,47378FE4,00000000,4386A5CA,3B8954B8,00000000,00000000,00000000,00000000
12,9000.0,19,4387D4BD,3BA3B204,4763CE73,476AA304,474069D0,00000000,4387D4BD,3BA3B204,00000000,00000000,00000000,00000000
12,9000.0,20,4388F5FB,3BC0BAF7,47567462,475CF9E1,47492A4A,00000000,4388F5FB,3BC0BAF7,00000000,00000000,00000000,00000000
12,9000.0,21,438A0813,3BE0D286,4749B27A,474FEEE4,4751D0C6,3D109FA5,438A0813,3BE0D286,00000000,00000000,00000000,00000000
12,9000.0,22,438B0ED0,3C01DF70,473D7D82,47437611,475A5CB1,3D109FA5,438B0ED0,3C01DF70,00000000,00000000,00000000,00000000
12,9000.0,23,438C0AF2,3C14BC9C,4731CBA9,473784F3,4762CD6E,3D0F5307,438C0AF2,3C14BC9C,00000000,00000000,00000000,00000000
12,9000.0,24,438CFD1F,3C28FB1F,4726944E,472C125F,476B2254,3D0D47C1,438CFD1F,3C28FB1F,00000000,00000000,00000000,00000000
12,9000.0,25,438DE5EA,3C3E937B,471BD013,4721163E,47735AB4,3D0A8D97,438DE5EA,3C3E937B,00000000,00000000,00000000,00000000
12,9000.0,26,438EC5CB,3C51155C,47117922,471689E7,477B75D0,3D0739D4,438EC5CB,3C51155C,00000000,00000000,00000000,00000000
12,9000.0,27,438F9D16,3C57426F,47078A3D,470C685C,4781B970,3D036769,438F9D16,3C57426F,00000000,00000000,00000000,00000000
12,9000.0,28,43906C37,3C5C9067,46FBFC70,4702AC1E,4785A886,3CFE2B31,43906C37,3C5C9067,00000000,00000000,00000000,00000000
12,9000.0,29,4391338D,3C60F9BC,46E9A0F5,46F2A0A3,478987B5,00000000,4391338D,3C60F9BC,00000000,00000000,00000000,00000000
12,9000.0,30,4391F363,3C647AD3,46D7F9F0,46E0A146,478D5682,00000000,4391F363,3C647AD3,00000000,00000000,00000000,00000000
12,9000.0,31,4392AC06,3C6711F4,46C7003E,46CF529A,47911463,00000000,4392AC06,3C6711F4,00000000,00000000,00000000,00000000
12,9000.0,32,43935DB2,3C68BF2C,46B6AD97,46BEADE2,4794C0C7,00000000,43935DB2,3C68BF2C,00000000,00000000,00000000,00000000
12,9000.0,33,439408A0,3C69848E,46A6FC8D,46AEAD4C,47985B0D,00000000,439408A0,3C69848E,00000000,00000000,00000000,00000000
12,9000.0,34,4394ACFF,3C6965C7,4697E877,469F4BCE,479BE286,00000000,4394ACFF,3C6965C7,00000000,00000000,00000000,00000000
12,9000.0,35,43954AF7,3C686822,46896D6E,46908520,479F5670,00000000,43954AF7,3C686822,00000000,00000000,00000000,00000000
12,9000.0,36,4395E2A8,3C6692EB,46771088,468255BB,47A2B5F3,00000000,4395E2A8,3C6692EB,00000000,00000000,00000000,00000000
12,9000.0,37,4396742D,3C63EF0F,465C6D22,4669759A,47A60021,00000000,4396742D,3C63EF0F,00000000,00000000,00000000,00000000
12,9000.0,38,4396FF96,3C60879B,4642ED6A,464F64A9,47A933EB,00000000,4396FF96,3C60879B,00000000,00000000,00000000,00000000
12,9000.0,39,439784EB,3C5C6902,462A8FDA,4636762B,47AC501F,00000000,439784EB,3C5C6902,00000000,00000000,00000000,00000000
12,9000.0,40,4398042E,3C57A27A,4613B363,461EA98A,47AF535C,00000000,4398042E,3C57A27A,00000000,00000000,00000000,00000000
12,9000.0,41,4393FD85,3C00A830,45FCA980,4608BD3C,47B23C0A,00000000,4393FD85,3C00A830,00000000,00000000,00000000,00000000
12,9000.0,42,43946C59,3C05756E,45D429B6,45E7D886,47B50844,00000000,43946C59,3C05756E,00000000,00000000,00000000,00000000
12,9000.0,43,4394D50E,3C0A1FBF,45ADF8E5,45C07AE6,47B7B5C4,00000000,4394D50E,3C0A1FBF,00000000,00000000,00000000,00000000
12,9000.0,44,4395375E,3C0E9E05,458A31CB,459B76E4,47BA41BE,00000000,4395375E,3C0E9E05,00000000,00000000,00000000,00000000
12,9000.0,45,439592ED,3C12E5B3,4551F944,4571D966,47BCA8A3,00000000,439592ED,3C12E5B3,00000000,00000000,00000000,00000000
12,9000.0,46,4395E728,3C16E8E9,45152DB9,45321920,47BEE5BD,00000000,4395E728,3C16E8E9,00000000,00000000,00000000,00000000
12,9000.0,47,43963330,3C1A94F3,44BD8EF7,44F084A4,47C0F26C,00000000,43963330,3C1A94F3,00000000,00000000,00000000,00000000
12,9000.0,48,439695E9,3C1C23A8,4440CB01,448A9949,47C2C476,00000000,439695E9,3C1C23A8,00000000,00000000,00000000,00000000
12,9000.0,49,4396A460,3C20B214,4358C6DC,43D8C6DC,47C4491D,00000000,4396A460,3C20B214,00000000,00000000,00000000,00000000
13,9000.0,1,434F8000,3801CF73,4840B871,484D0801,459C4000,00000000,434F8000,3801CF73,00000000,00000000,00000000,00000000
13,9000.0,2,435B9DE1,39407E88,482BD77F,483468E1,45EE9B40,00000000,435B9DE1,39407E88,00000000,00000000,00000000,00000000
13,9000.0,3,43581022,38AC67F0,481CA34B,4823461D,46202EB0,00000000,43581022,38AC67F0,00000000,00000000,00000000,00000000
13,9000.0,4,43585E78,388938FD,48106F7A,48160078,4648C210,00000000,43585E78,388938FD,00000000,00000000,00000000,00000000
13,9000.0,5,435EC2E5,38F3FF12,48060EDE,480ADE7D,467106C0,00000000,435EC2E5,38F3FF12,00000000,00000000,00000000,00000000
13,9000.0,6,43646F73,3943A7F4,47FA008B,48013F40,468C7DC8,00000000,43646F73,3943A7F4,00000000,00000000,00000000,00000000
13,9000.0,7,43698733,399129C6,47E9E61E,47F18297,46A04FA4,00000000,43698733,399129C6,00000000,00000000,00000000,00000000
13,9000.0,8,436E25A7,39CAFE36,47DB6279,47E249A3,46B3F860,00000000,436E25A7,39CAFE36,00000000,00000000,00000000,00000000
