case,dx,k,puen,pven,pten,pqen,pqte,pverv,puu,pvu,pmfus,pmfuq,pmful,plude
11,9000.0,33,411272D0,00000000,43960057,3C2586D4,32958095,BE639963,4118EB88,00000000,00000000,00000000,00000000,00000000
11,9000.0,34,410C3AA6,00000000,4396A20B,3C2EA1D7,329796D3,BE53BC19,411272D0,00000000,00000000,00000000,00000000,00000000
11,9000.0,35,4106418D,00000000,43973D58,3C37C29B,329997E8,BE438F30,410C3AA6,00000000,00000000,00000000,00000000,00000000
11,9000.0,36,41008654,00000000,4397D25B,3C40E1FA,329B8439,BE332BD6,4106418D,00000000,00000000,00000000,00000000,00000000
11,9000.0,37,40F67BFC,00000000,43925BB4,3C6BB4D2,329D49FE,BE2985E4,41008654,00000000,00000000,00000000,3619B636,00000000
11,9000.0,38,40EC5EB7,00000000,4392DF31,3C7F4B56,329EFC66,BE1909E6,40F67BFC,00000000,00000000,00000000,36717E7D,00000000
11,9000.0,39,40E2B4BA,00000000,43935CD3,3C898DE5,32A09B78,BE08A18B,40EC5EB7,00000000,00000000,00000000,3651410C,00000000
11,9000.0,40,40D97F3F,00000000,4393D48A,3C9083DF,32A226FC,BDF0D8B4,40E2B4BA,00000000,00000000,00000000,362F7EBD,00000000
11,9000.0,41,40D0C030,00000000,4394463E,3C9628FD,32A39EA3,BDD0FAAA,40D97F3F,00000000,00000000,00000000,360F66CB,00000000
11,9000.0,42,40C87A81,00000000,4394B1C7,3C9BA7BE,32A501ED,BDB1D619,40D0C030,00000000,00000000,00000000,35E45231,00000000
11,9000.0,43,40C0B2BE,00000000,439516EC,3CA0F6A3,32A65017,BD93A207,40C87A81,00000000,00000000,00000000,35AFCEBB,00000000
11,9000.0,44,40B96FC3,00000000,43957553,3CA609F3,32A787F9,BD6D379F,40C0B2BE,00000000,00000000,00000000,3581C865,00000000
11,9000.0,45,40B2BBCA,00000000,4395CC77,3CAAD321,32A8A7DE,BD36169C,40B96FC3,00000000,00000000,00000000,3533E66C,00000000
11,9000.0,46,40ACA69F,00000000,43961B8A,3CAF3EA8,32A9AD1D,BD029446,40B2BBCA,00000000,00000000,00000000,3495379E,00000000
11,9000.0,47,40A74A69,00000000,43966139,3CB32FE1,32AA9355,BCA74C5C,40ACA69F,00000000,00000000,00000000,2DD88F72,00000000
11,9000.0,48,40A2D9D6,00000000,43969AF0,3CB67400,32AB5205,BC2B5A02,40A74A69,00000000,00000000,00000000,00000000,00000000
11,9000.0,49,40A00000,00000000,4396C000,3CB8697E,32ABCC77,BB41B38D,40A2D9D6,00000000,00000000,00000000,00000000,00000000
12,9000.0,1,422A1F5C,00000000,434E8000,37C21422,00000000,80000000,422A1F5C,00000000,00000000,00000000,00000000,00000000
12,9000.0,2,421BE1C9,00000000,434E8000,378917C1,00000000,80000000,422A1F5C,00000000,00000000,00000000,00000000,00000000
12,9000.0,3,4210D55C,00000000,435112A6,379678CB,300800EB,BB901F7F,421BE1C9,00000000,00000000,00000000,00000000,00000000
12,9000.0,4,420790DA,00000000,43589A4E,38217E9E,310582CC,BCCF4CAE,4210D55C,00000000,00000000,00000000,00000000,00000000
12,9000.0,5,41FF1C9C,00000000,435F1C60,38943D04,315B8460,BD75BA9F,420790DA,00000000,00000000,00000000,00000000,00000000
12,9000.0,6,41F0F92F,00000000,4364DAC5,38F44B10,3193B605,BDC363D4,41FF1C9C,00000000,00000000,00000000,00000000,00000000
12,9000.0,7,41E44D30,00000000,436A00A5,393A1991,31B5BA0E,BE053DBA,41F0F92F,00000000,00000000,00000000,00000000,00000000
12,9000.0,8,41D8CF15,00000000,436EABE0,398599F5,31D493B6,BE271BF5,41E44D30,00000000,00000000,00000000,00000000,00000000
12,9000.0,9,41CE49AD,00000000,4372F212,39B72837,31F0D1C4,BE46ACE3,41D8CF15,00000000,00000000,00000000,00000000,00000000
12,9000.0,10,41C49525,00000000,4376E369,3A01E4C5,32056F8F,BE638B7B,41CE49AD,00000000,00000000,00000000,00000000,00000000
12,9000.0,11,41BB92D1,00000000,437A8C5B,3A44990F,32118710,BE7D7B60,41C49525,00000000,00000000,00000000,00000000,00000000
12,9000.0,12,41B32A9F,00000000,437DF6B0,3A8C7533,321CCFB0,BE8A30C3,41BB92D1,00000000,00000000,00000000,00000000,00000000
12,9000.0,13,41AB4945,00000000,4380951E,3AC01DF3,32276355,BE941B63,41B32A9F,00000000,00000000,00000000,00000000,00000000
12,9000.0,14,41A3DF0E,00000000,438216B1,3AFDDBB7,32315713,BE9C81A0,41AB4945,00000000,00000000,00000000,00000000,00000000
12,9000.0,15,419CDF08,00000000,438382B2,3B2313BE,323ABC49,BEA36CF9,41A3DF0E,00000000,00000000,00000000,00000000,00000000
12,9000.0,16,41963E5D,00000000,4384DB55,3B4CB026,3243A185,BEA8EAD3,419CDF08,00000000,00000000,00000000,00000000,00000000
12,9000.0,17,418FF3F0,00000000,43862273,3B7BE5CC,324C12FE,BEAD0B32,41963E5D,00000000,00000000,00000000,00000000,00000000
12,9000.0,18,4189F7F8,00000000,438759A2,3B98662A,32541B2A,BEAFDFE3,418FF3F0,00000000,00000000,00000000,00000000,00000000
12,9000.0,19,418443CC,00000000,4388823A,3BB5B7D3,325BC2FA,BEB17BDB,4189F7F8,00000000,00000000,00000000,00000000,00000000
12,9000.0,20,417DA352,00000000,43899D6A,3BD5E966,32631227,BEB1F2B2,418443CC,00000000,00000000,00000000,00000000,00000000
12,9000.0,21,4173391A,00000000,438AAC33,3BF8F6EE,326A0F6C,BEB1583F,417DA352,00000000,00000000,00000000,00000000,00000000
12,9000.0,22,41694035,00000000,438BAF7B,3C0F6C5F,3270C0A5,BEAFC060,4173391A,00000000,00000000,00000000,00000000,00000000
12,9000.0,23,415FB0FA,00000000,438CA807,3C23C125,32772AF3,BEAD3EB6,41694035,00000000,00000000,00000000,00000000,00000000
12,9000.0,24,415684AA,00000000,438D9687,3C3971BD,327D52E0,BEA9E696,415FB0FA,00000000,00000000,00000000,00000000,00000000
12,9000.0,25,414DB5B4,00000000,438E7B8C,3C4C0DAE,32819E14,BEA5D21D,415684AA,00000000,00000000,00000000,00000000,00000000
12,9000.0,26,41453FEC,00000000,438F5782,3C5256E8,328474CB,BEA12254,414DB5B4,00000000,00000000,00000000,00000000,00000000
12,9000.0,27,413D1EBC,00000000,43902AE1,3C57C211,32872F20,BE9BD653,41453FEC,00000000,00000000,00000000,00000000,00000000
12,9000.0,28,41354E16,00000000,4390F612,3C5C496C,3289CE6F,BE95FEED,413D1EBC,00000000,00000000,00000000,00000000,00000000
12,9000.0,29,412DCA5C,00000000,4391B973,3C5FE93D,328C53ED,BE8FAC40,41354E16,00000000,00000000,00000000,00000000,00000000
12,9000.0,30,41269068,00000000,43927556,3C629FAA,328EC0AB,BE88EDC2,412DCA5C,00000000,00000000,00000000,00000000,00000000
12,9000.0,31,411F9D6A,00000000,43932A03,3C646C9E,32911599,BE81D249,41269068,00000000,00000000,00000000,00000000,00000000
12,9000.0,32,4118EEF4,00000000,4393D7BB,3C655224,32935388,BE74D00A,411F9D6A,00000000,00000000,00000000,00000000,00000000
12,9000.0,33,411282EB,00000000,43947EB4,3C6553CB,32957B2E,BE65793C,4118EEF4,00000000,00000000,00000000,00000000,00000000
12,9000.0,34,410C5786,00000000,43951F1C,3C6476F8,32978D23,BE55BA6B,411282EB,00000000,00000000,00000000,00000000,00000000
12,9000.0,35,41066B4C,00000000,4395B91A,3C62C2F1,329989E6,BE45ACF9,410C5786,00000000,00000000,00000000,00000000,00000000
12,9000.0,36,4100BD0F,00000000,43964CCC,3C6040B5,329B71DB,BE356979,41066B4C,00000000,00000000,00000000,00000000,00000000
12,9000.0,37,40F697F2,00000000,4396DA49,3C5CFB51,329D454D,BE2507F7,4100BD0F,00000000,00000000,00000000,00000000,00000000
12,9000.0,38,40EC2F0B,00000000,4397619C,3C58FF6C,329F0466,BE14A01C,40F697F2,00000000,00000000,00000000,00000000,00000000
12,9000.0,39,40E23F2B,00000000,4397E2CB,3C545C4E,32A0AF30,BE044973,40EC2F0B,00000000,00000000,00000000,00000000,00000000
12,9000.0,40,40D917D8,00000000,4393D9CA,3BFBCB75,32A23855,BDF0A364,40E23F2B,00000000,00000000,00000000,00000000,00000000
12,9000.0,41,40D066D2,00000000,43944AC7,3C02D1E8,32A3ADA1,BDD0D1F3,40D917D8,00000000,00000000,00000000,00000000,00000000
12,9000.0,42,40C82EF4,00000000,4394B59E,3C079CE1,32A50E9A,BDB1B84B,40D066D2,00000000,00000000,00000000,00000000,00000000
12,9000.0,43,40C074AE,00000000,43951A13,3C0C3E0F,32A65A80,BD938D59,40C82EF4,00000000,00000000,00000000,00000000,00000000
12,9000.0,44,40B93EB9,00000000,439577D1,3C10AB73,32A79033,BD6D1CEC,40C074AE,00000000,00000000,00000000,00000000,00000000
12,9000.0,45,40B29729,00000000,4395CE53,3C14D82B,32A8AE03,BD360709,40B93EB9,00000000,00000000,00000000,00000000,00000000
12,9000.0,46,40AC8D94,00000000,43961CD0,3C18B34D,32A9B151,BD028C80,40B29729,00000000,00000000,00000000,00000000,00000000
12,9000.0,47,40A73BD4,00000000,439661F6,3C1C23A8,32AA95C8,BCA74682,40AC8D94,00000000,00000000,00000000,00000000,00000000
12,9000.0,48,40A2D418,00000000,43969B3B,3C1EFD0F,32AB52FB,BC2B57BF,40A73BD4,00000000,00000000,00000000,00000000,00000000
12,9000.0,49,40A00000,00000000,4396C000,3C20B214,32ABCC77,BB41B390,40A2D418,00000000,00000000,00000000,00000000,00000000
13,9000.0,1,4298FD93,41000000,434F8000,3801CF73,00000000,80000000,4298FD93,41000000,00000000,00000000,00000000,00000000
13,9000.0,2,428E4225,41000000,434F8000,37B763C6,00000000,80000000,4298FD93,41000000,00000000,00000000,00000000,00000000
13,9000.0,3,4285F234,41000000,4351B99E,37BF7B01,2FEB3D25,BB7891D7,428E4225,41000000,00000000,00000000,00000000,00000000
13,9000.0,4,427DF285,41000000,4359474E,384CB1F7,310139DC,BCC3D029,4285F234,41000000,00000000,00000000,00000000,00000000
13,9000.0,5,4271E511,41000000,435FCE96,38BB4D84,3157805F,BD6F8004,427DF285,41000000,00000000,00000000,00000000,00000000
13,9000.0,6,426741F9,41000000,43659199,3919F02E,3191D286,BDC02AC4,4271E511,41000000,00000000,00000000,00000000,00000000
13,9000.0,7,425DB950,41000000,436ABB9F,396A0792,31B3F1FA,BE03A077,426741F9,41000000,00000000,00000000,00000000,00000000
13,9000.0,8,425513C3,41000000,436F6AA1,39A7B2F8,31D2E499,BE2587C5,425DB950,41000000,00000000,00000000,00000000,00000000
13,9000.0,9,424D2949,41000000,4373B44E,39E58877,31EF39A4,BE4528DC,425513C3,41000000,00000000,00000000,00000000,00000000
13,9000.0,10,4245DBF1,41000000,4377A8DD,3A1E7D44,3204AE22,BE621CCE,424D2949,41000000,00000000,00000000,00000000,00000000
13,9000.0,11,423F14A6,41000000,437B54D0,3A6799C9,3210CF91,BE7C2551,4245DBF1,41000000,00000000,00000000,00000000,00000000
13,9000.0,12,4238C14C,41000000,437EC1F7,3AA157F6,321C2182,BE89930F,423F14A6,41000000,00000000,00000000,00000000,00000000
13,9000.0,13,4232D361,41000000,4380FC16,3AD8838D,3226BDEE,BE938B82,4238C14C,41000000,00000000,00000000,00000000,00000000
13,9000.0,14,422D3F14,41000000,43827EEA,3B0CEB72,3230B9FA,BE9BFFAF,4232D361,41000000,00000000,00000000,00000000,00000000
13,9000.0,15,4227FAA7,41000000,4383EC1E,3B32DF55,323A2713,BEA2F8C9,422D3F14,41000000,00000000,00000000,00000000,00000000
13,9000.0,16,4222FDF4,41000000,438545E3,3B5E466D,324313D1,BEA883FF,4227FAA7,41000000,00000000,00000000,00000000,00000000
13,9000.0,17,421E4222,41000000,43868E17,3B879F22,324B8C76,BEACB129,4222FDF4,41000000,00000000,00000000,00000000,00000000
13,9000.0,18,4219C153,41000000,4387C64F,3BA2EC84,32539B7B,BEAF9200,421E4222,41000000,00000000,00000000,00000000,00000000
13,9000.0,19,42157687,41000000,4388EFE6,3BC10F3E,325B49DC,BEB13963,4219C153,41000000,00000000,00000000,00000000,00000000
13,9000.0,20,42115D67,41000000,438A0C09,3BE20679,32629F57,BEB1BADC,42157687,41000000,00000000,00000000,00000000,00000000
13,9000.0,21,420D7230,41000000,438B1BBE,3C02E67E,3269A2A9,BEB12A45,42115D67,41000000,00000000,00000000,00000000,00000000
13,9000.0,22,4209B199,41000000,438C1FE6,3C162C6B,327059B5,BEAF9B79,420D7230,41000000,00000000,00000000,00000000,00000000
13,9000.0,23,420618C2,41000000,438D194B,3C2ACE67,3276C99E,BEAD2222,4209B199,41000000,00000000,00000000,00000000,00000000
13,9000.0,24,4202A520,41000000,438E089D,3C40C3E1,327CF6F0,BEA9D194,420618C2,41000000,00000000,00000000,00000000,00000000
13,9000.0,25,41FEA927,41000000,438EEE6D,3C549BE3,328172BD,BEA5C252,4202A520,41000000,00000000,00000000,00000000,00000000
13,9000.0,26,41F84B25,41000000,438FCB28,3C5B4916,32844BFD,BEA11863,41FEA927,41000000,00000000,00000000,00000000,00000000
13,9000.0,27,41F22CC8,41000000,43909F45,3C611559,328708C5,BE9BD195,41F84B25,41000000,00000000,00000000,00000000,00000000
13,9000.0,28,41EC4B02,41000000,43916B2D,3C65FAC2,3289AA71,BE95FEC6,41F22CC8,41000000,00000000,00000000,00000000,00000000
13,9000.0,29,41E6A31A,41000000,43922F3F,3C69F591,328C3239,BE8FB01E,41EC4B02,41000000,00000000,00000000,00000000,00000000
13,9000.0,30,41E132B6,41000000,4392EBCD,3C6D03CF,328EA12B,BE88F525,41E6A31A,41000000,00000000,00000000,00000000,00000000
13,9000.0,31,41DBF7B4,41000000,4393A120,3C6F2567,3290F83B,BE81DCB7,41E132B6,41000000,00000000,00000000,00000000,00000000
13,9000.0,32,41D6F043,41000000,43944F77,3C705C10,32933838,BE74EA2E,41DBF7B4,41000000,00000000,00000000,00000000,00000000
13,9000.0,33,41D21ACD,41000000,4394F70A,3C70AB7D,329561D9,BE6597E4,41D6F043,41000000,00000000,00000000,00000000,00000000
13,9000.0,34,41CD75FB,41000000,43959806,3C7018E2,329775B9,BE55DCEE,41D21ACD,41000000,00000000,00000000,00000000,00000000
13,9000.0,35,41C900B1,41000000,43963293,3C6EAB96,32997453,BE45D2C4,41CD75FB,41000000,00000000,00000000,00000000,00000000
13,9000.0,36,41C4BA0D,41000000,4396C6CE,3C6C6C73,329B5E0F,BE35920C,41C900B1,41000000,00000000,00000000,00000000,00000000
13,9000.0,37,41C0A16E,41000000,439754CE,3C696672,329D3334,BE2532E1,41C4BA0D,41000000,00000000,00000000,00000000,00000000
13,9000.0,38,41BCB670,41000000,4397DCA1,3C65A687,329EF3EF,BE14CCFC,41C0A16E,41000000,00000000,00000000,00000000,00000000
13,9000.0,39,41B8F8FE,41000000,43985E48,3C613B6C,32A0A04A,BE0477FD,41BCB670,41000000,00000000,00000000,00000000,00000000
13,9000.0,40,41B568F1,41000000,4398D9CA,3C666F72,32A23855,BDE87E7B,41B8F8FE,41000000,00000000,00000000,00000000,00000000
13,9000.0,41,41B2268F,41000000,43944AC7,3C02D1E8,32A3ADA1,BDD0D1F3,41B568F1,41000000,00000000,00000000,00000000,00000000
13,9000.0,42,41AF119B,41000000,4394B59E,3C079CE1,32A50E9A,BDB1B84B,41B2268F,41000000,00000000,00000000,00000000,00000000
13,9000.0,43,41AC2BC1,41000000,43951A13,3C0C3E0F,32A65A80,BD938D59,41AF119B,41000000,00000000,00000000,00000000,00000000
13,9000.0,44,41A97785,41000000,439577D1,3C10AB73,32A79033,BD6D1CEC,41AC2BC1,41000000,00000000,00000000,00000000,00000000
13,9000.0,45,41A6F8AF,41000000,4395CE53,3C14D82B,32A8AE03,BD360709,41A97785,41000000,00000000,00000000,00000000,00000000
13,9000.0,46,41A4B517,41000000,43961CD0,3C18B34D,32A9B151,BD028C80,41A6F8AF,41000000,00000000,00000000,00000000,00000000
13,9000.0,47,41A2B66F,41000000,439661F6,3C1C23A8,32AA95C8,BCA74682,41A4B517,41000000,00000000,00000000,00000000,00000000
13,9000.0,48,41A10F89,41000000,43969B3B,3C1EFD0F,32AB52FB,BC2B57BF,41A2B66F,41000000,00000000,00000000,00000000,00000000
13,9000.0,49,41A00000,41000000,4396C000,3C20B214,32ABCC77,BB41B390,41A10F89,41000000,00000000,00000000,00000000,00000000
14,9000.0,1,42299A62,00000000,434D8000,37A8FFF8,00000000,80000000,42299A62,00000000,00000000,00000000,00000000,00000000
14,9000.0,2,421B6E77,00000000,434D8000,376EC1A3,00000000,80000000,42299A62,00000000,00000000,00000000,00000000,00000000
14,9000.0,3,42106B00,00000000,43506910,3789AD0A,3019D8DA,BBA3810B,421B6E77,00000000,00000000,00000000,00000000,00000000
14,9000.0,4,42072E04,00000000,4357EA9C,38145CD7,3109A80A,BCDA82E3,42106B00,00000000,00000000,00000000,00000000,00000000
14,9000.0,5,41FE63F2,00000000,435E6766,38889F9E,315F63C8,BD7BCCCB,42072E04,00000000,00000000,00000000,00000000,00000000
14,9000.0,6,41F04C02,00000000,43642120,38E1BF44,319586E3,BDC6874E,41FE63F2,00000000,00000000,00000000,00000000,00000000
14,9000.0,7,41E3AA51,00000000,436942CF,392C5A5D,31B76F40,BE06D00D,41F04C02,00000000,00000000,00000000,00000000,00000000
14,9000.0,8,41D83593,00000000,436DEA3C,3977EF49,31D62FC8,BE28A576,41E3AA51,00000000,00000000,00000000,00000000,00000000
14,9000.0,9,41CDB8BE,00000000,43722CF3,39AA3AE3,31F256D2,BE4826C1,41D83593,00000000,00000000,00000000,00000000,00000000
14,9000.0,10,41C40C22,00000000,43761B12,39F328F1,32062774,BE64F0F5,41CDB8BE,00000000,00000000,00000000,00000000,00000000
14,9000.0,11,41BB1133,00000000,4379C104,3A3633FD,32123509,BE7EC9E2,41C40C22,00000000,00000000,00000000,00000000,00000000
14,9000.0,12,41B2AFF0,00000000,437D2886,3A814F54,321D745A,BE8ACBC4,41BB1133,00000000,00000000,00000000,00000000,00000000
14,9000.0,13,41AAD523,00000000,43802CB5,3AB008BF,3227FF34,BE94A9E7,41B2AFF0,00000000,00000000,00000000,00000000,00000000
14,9000.0,14,41A37124,00000000,4381AD04,3AE7CAE6,3231EA99,BE9D03D9,41AAD523,00000000,00000000,00000000,00000000,00000000
14,9000.0,15,419C770C,00000000,438317D2,3B148126,323B47DA,BEA3E367,41A37124,00000000,00000000,00000000,00000000,00000000
14,9000.0,16,4195DC10,00000000,43846F4D,3B3A0199,32442574,BEA95637,419C770C,00000000,00000000,00000000,00000000,00000000
14,9000.0,17,418F971B,00000000,4385B54F,3B648619,324C8F98,BEAD6C7A,4195DC10,00000000,00000000,00000000,00000000,00000000
14,9000.0,18,4189A06C,00000000,4386EB6A,3B8A11B5,325490AD,BEB03822,418F971B,00000000,00000000,00000000,00000000,00000000
14,9000.0,19,4183F15E,00000000,438812F9,3BA47272,325C319C,BEB1CC30,4189A06C,00000000,00000000,00000000,00000000,00000000
14,9000.0,20,417D0869,00000000,43892D25,3BC16631,32637A1D,BEB23C4C,4183F15E,00000000,00000000,00000000,00000000,00000000
14,9000.0,21,4172A7E5,00000000,438A3AF3,3BE0E9E3,326A70DF,BEB19C51,417D0869,00000000,00000000,00000000,00000000,00000000
14,9000.0,22,4168B87B,00000000,438B3D44,3C017B1C,32711BB9,BEB00014,4172A7E5,00000000,00000000,00000000,00000000,00000000
14,9000.0,23,415F328D,00000000,438C34DE,3C13C00C,32777FCC,BEAD7B38,4168B87B,00000000,00000000,00000000,00000000,00000000
14,9000.0,24,41560F5D,00000000,438D2271,3C273C9E,327DA199,BEAA20FA,415F328D,00000000,00000000,00000000,00000000,00000000
14,9000.0,25,414D496A,00000000,438E068B,3C370D4E,3281C26A,BEA60C2B,41560F5D,00000000,00000000,00000000,00000000,00000000
14,9000.0,26,4144DC66,00000000,438EE19E,3C3C197A,32849630,BEA15A43,414D496A,00000000,00000000,00000000,00000000,00000000
14,9000.0,27,413CC3BF,00000000,438FB41F,3C4049E6,32874DA8,BE9C0CCB,4144DC66,00000000,00000000,00000000,00000000,00000000
14,9000.0,28,4134FB67,00000000,43907E78,3C43999B,3289EA2C,BE96347D,413CC3BF,00000000,00000000,00000000,00000000,00000000
14,9000.0,29,412D7FC3,00000000,43914106,3C460579,328C6CF5,BE8FE16A,4134FB67,00000000,00000000,00000000,00000000,00000000
14,9000.0,30,41264DAE,00000000,4391FC1C,3C478C61,328ED70F,BE8922F7,412D7FC3,00000000,00000000,00000000,00000000,00000000
14,9000.0,31,411F6257,00000000,4392B003,3C482EF4,3291296C,BE8207E6,41264DAE,00000000,00000000,00000000,00000000,00000000
14,9000.0,32,4118BB52,00000000,43935CFA,3C47EF98,329364DC,BE753CAC,411F6257,00000000,00000000,00000000,00000000,00000000
14,9000.0,33,41125684,00000000,43940337,3C46D26C,32958A14,BE65E7CA,4118BB52,00000000,00000000,00000000,00000000,00000000
14,9000.0,34,410C3223,00000000,4394A2E8,3C44DD55,329799AF,BE562B4E,41125684,00000000,00000000,00000000,00000000,00000000
14,9000.0,35,41064CB7,00000000,43953C35,3C421840,32999429,BE462075,410C3223,00000000,00000000,00000000,00000000,00000000
14,9000.0,36,4100A511,00000000,4395CF3C,3C3E8CA9,329B79E9,BE35DFC3,41064CB7,00000000,00000000,00000000,00000000,00000000
14,9000.0,37,40F674B4,00000000,43965C13,3C3A45FB,329D4B37,BE258129,4100A511,00000000,00000000,00000000,00000000,00000000
14,9000.0,38,40EC1819,00000000,4396E2C7,3C3551A2,329F083F,BE151C43,40F674B4,00000000,00000000,00000000,00000000,00000000
14,9000.0,39,40E23410,00000000,4397635B,3C2FBF18,32A0B10D,BE04C88C,40EC1819,00000000,00000000,00000000,00000000,00000000
14,9000.0,40,40D90E14,00000000,4393DA49,3BDC95DF,32A239F9,BDF09E61,40E23410,00000000,00000000,00000000,00000000,00000000
14,9000.0,41,40D05E62,00000000,43944B35,3BE53613,32A3AF0C,BDD0CE20,40D90E14,00000000,00000000,00000000,00000000,00000000
14,9000.0,42,40C827D2,00000000,4394B5FA,3BED9BF8,32A50FCC,BDB1B580,40D05E62,00000000,00000000,00000000,00000000,00000000
14,9000.0,43,40C06ED2,00000000,43951A5F,3BF5B8D7,32A65B7C,BD938B69,40C827D2,00000000,00000000,00000000,00000000,00000000
14,9000.0,44,40B93A18,00000000,4395780D,3BFD7AE3,32A790FA,BD6D1A6A,40C06ED2,00000000,00000000,00000000,00000000,00000000
14,9000.0,45,40B293B4,00000000,4395CE80,3C0265D4,32A8AE97,BD360591,40B93A18,00000000,00000000,00000000,00000000,00000000
14,9000.0,46,40AC8B37,00000000,43961CEE,3C05C6AE,32A9B1B6,BD028BC5,40B293B4,00000000,00000000,00000000,00000000,00000000
14,9000.0,47,40A73A73,00000000,43966208,3C08CA12,32AA9603,BCA745F5,40AC8B37,00000000,00000000,00000000,00000000,00000000
14,9000.0,48,40A2D38D,00000000,43969B42,3C0B4922,32AB5313,BC2B5789,40A73A73,00000000,00000000,00000000,00000000,00000000
14,9000.0,49,40A00000,00000000,4396C000,3C0CC7FF,32ABCC77,BB41B390,40A2D38D,00000000,00000000,00000000,00000000,00000000
15,9000.0,1,4235A49C,00000000,43758000,39A594C3,00000000,80000000,4235A49C,00000000,00000000,00000000,00000000,00000000
15,9000.0,2,4224B5FB,00000000,43758000,39694225,00000000,80000000,4235A49C,00000000,00000000,00000000,00000000,00000000
15,9000.0,3,4217BC71,00000000,43758000,393455FC,00000000,80000000,4224B5FB,00000000,00000000,00000000,00000000,00000000
15,9000.0,4,420D1A1F,00000000,43788492,3942057F,00000000,80000000,4217BC71,00000000,00000000,00000000,00000000,00000000
15,9000.0,5,42040966,00000000,437C7BE3,396942BD,00000000,80000000,420D1A1F,00000000,00000000,00000000,00000000,00000000
15,9000.0,6,41F8429B,00000000,437FF16E,398819EB,00000000,80000000,42040966,00000000,00000000,00000000,00000000,00000000
15,9000.0,7,41EA3BA6,00000000,4381817A,399B55AB,00000000,80000000,41F8429B,00000000,00000000,00000000,00000000,00000000
15,9000.0,8,41DDA0AC,00000000,4382E26D,39AE462D,00000000,80000000,41EA3BA6,00000000,00000000,00000000,00000000,00000000
15,9000.0,9,41D22EC9,00000000,438422E2,39C0E2AB,00000000,80000000,41DDA0AC,00000000,00000000,00000000,00000000,00000000
15,9000.0,10,41C7B466,00000000,43854845,39D3CBC2,00000000,80000000,41D22EC9,00000000,00000000,00000000,00000000,00000000
15,9000.0,11,41BE0B98,00000000,438656BB,39FCC903,00000000,80000000,41C7B466,00000000,00000000,00000000,00000000,00000000
15,9000.0,12,41B516D0,00000000,43875181,3A138FB9,00000000,80000000,41BE0B98,00000000,00000000,00000000,00000000,00000000
15,9000.0,13,41ACBE88,00000000,43883B29,3A2948DB,00000000,80000000,41B516D0,00000000,00000000,00000000,00000000,00000000
15,9000.0,14,41A4EFB2,00000000,438915C8,3A3F7567,00000000,80000000,41ACBE88,00000000,00000000,00000000,00000000,00000000
15,9000.0,15,419D9AB3,00000000,4389E314,3A55FE57,00000000,80000000,41A4EFB2,00000000,00000000,00000000,00000000,00000000
15,9000.0,16,4196B28A,00000000,438AA479,3A6CCF85,00000000,80000000,419D9AB3,00000000,00000000,00000000,00000000,00000000
15,9000.0,17,41902C54,00000000,438B5B27,3A81EB6F,00000000,80000000,4196B28A,00000000,00000000,00000000,00000000,00000000
15,9000.0,18,4189FED3,00000000,438C0821,3A8D8247,00000000,80000000,41902C54,00000000,00000000,00000000,00000000,00000000
15,9000.0,19,41842222,00000000,438CAC44,3A992523,00000000,80000000,4189FED3,00000000,00000000,00000000,00000000,00000000
15,9000.0,20,417D1EE3,00000000,438D4850,3AA4CDC3,00000000,80000000,41842222,00000000,00000000,00000000,00000000,00000000
15,9000.0,21,417281BE,00000000,438DDCE8,3AB0762C,00000000,80000000,417D1EE3,00000000,00000000,00000000,00000000,00000000
15,9000.0,22,41686293,00000000,438E6A9C,3ABC1917,00000000,80000000,417281BE,00000000,00000000,00000000,00000000,00000000
15,9000.0,23,415EB868,00000000,438EF1EA,3AC7B1A5,00000000,80000000,41686293,00000000,00000000,00000000,00000000,00000000
15,9000.0,24,41557B55,00000000,438F7341,3AD33B5B,00000000,80000000,415EB868,00000000,00000000,00000000,00000000,00000000
15,9000.0,25,414CA458,00000000,438FEF03,3AE47A38,00000000,80000000,41557B55,00000000,00000000,00000000,00000000,00000000
15,9000.0,26,41442D2C,00000000,43906588,3AFF0192,00000000,80000000,414CA458,00000000,00000000,00000000,00000000,00000000
15,9000.0,27,413C1062,00000000,4390D71B,3B0CCBAC,00000000,80000000,41442D2C,00000000,00000000,00000000,00000000,00000000
15,9000.0,28,4134492A,00000000,43914400,3B1A1620,00000000,80000000,413C1062,00000000,00000000,00000000,00000000,00000000
15,9000.0,29,412CD334,00000000,4391AC73,3B2758E3,00000000,80000000,4134492A,00000000,00000000,00000000,00000000,00000000
15,9000.0,30,4125AABE,00000000,439210AA,3B348CEB,00000000,80000000,412CD334,00000000,00000000,00000000,00000000,00000000
15,9000.0,31,411ECC6D,00000000,439270D2,3B41AB43,00000000,80000000,4125AABE,00000000,00000000,00000000,00000000,00000000
15,9000.0,32,41183550,00000000,4392CD16,3B4EAD5E,00000000,80000000,411ECC6D,00000000,00000000,00000000,00000000,00000000
15,9000.0,33,4111E2D7,00000000,43932598,3B5B8C66,00000000,80000000,41183550,00000000,00000000,00000000,00000000,00000000
15,9000.0,34,410BD2D1,00000000,43937A79,3B6841F2,00000000,80000000,4111E2D7,00000000,00000000,00000000,00000000,00000000
15,9000.0,35,41060362,00000000,4393CBD1,3B74C707,00000000,80000000,410BD2D1,00000000,00000000,00000000,00000000,00000000
