case,dx,k,rthcuten,rqvcuten,rqccuten,rqicuten,rucuten,rvcuten
12,9000.0,44,00000000,00000000,00000000,00000000,00000000,00000000
12,9000.0,45,00000000,00000000,00000000,00000000,00000000,00000000
12,9000.0,46,00000000,00000000,00000000,00000000,00000000,00000000
12,9000.0,47,00000000,29088889,00000000,00000000,00000000,00000000
12,9000.0,48,00000000,00000000,00000000,00000000,00000000,00000000
12,9000.0,49,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,1,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,2,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,3,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,4,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,5,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,6,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,7,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,8,00000000,2D888889,00000000,00000000,00000000,00000000
13,9000.0,9,00000000,2D888889,00000000,00000000,00000000,00000000
13,9000.0,10,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,11,00000000,2D888889,00000000,00000000,00000000,00000000
13,9000.0,12,00000000,AD888889,00000000,00000000,00000000,00000000
13,9000.0,13,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,14,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,15,00000000,AD888889,00000000,00000000,00000000,00000000
13,9000.0,16,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,17,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,18,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,19,00000000,2D888889,00000000,00000000,00000000,00000000
13,9000.0,20,00000000,AD888889,00000000,00000000,00000000,00000000
13,9000.0,21,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,22,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,23,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,24,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,25,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,26,00000000,2D888889,00000000,00000000,00000000,00000000
13,9000.0,27,00000000,2D888889,00000000,00000000,00000000,00000000
13,9000.0,28,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,29,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,30,00000000,2D088889,00000000,00000000,00000000,00000000
13,9000.0,31,00000000,AD088889,00000000,00000000,00000000,00000000
13,9000.0,32,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,33,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,34,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,35,00000000,2C888889,00000000,00000000,00000000,00000000
13,9000.0,36,00000000,AC888889,00000000,00000000,00000000,00000000
13,9000.0,37,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,38,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,39,00000000,AB888889,00000000,00000000,00000000,00000000
13,9000.0,40,00000000,AB888889,00000000,00000000,00000000,00000000
13,9000.0,41,00000000,2B088889,00000000,00000000,00000000,00000000
13,9000.0,42,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,43,00000000,AB088889,00000000,00000000,00000000,00000000
13,9000.0,44,00000000,AA888889,00000000,00000000,00000000,00000000
13,9000.0,45,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,46,00000000,29888889,00000000,00000000,00000000,00000000
13,9000.0,47,00000000,00000000,00000000,00000000,00000000,00000000
13,9000.0,48,00000000,29088889,00000000,00000000,00000000,00000000
13,9000.0,49,00000000,A9888889,00000000,00000000,00000000,00000000
14,9000.0,1,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,2,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,3,00000000,AD888889,00000000,00000000,00000000,00000000
14,9000.0,4,00000000,2D888889,00000000,00000000,00000000,00000000
14,9000.0,5,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,6,00000000,AD088889,00000000,00000000,00000000,00000000
14,9000.0,7,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,8,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,9,00000000,2D088889,00000000,00000000,00000000,00000000
14,9000.0,10,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,11,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,12,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,13,00000000,AD888889,00000000,00000000,00000000,00000000
14,9000.0,14,00000000,2D888889,00000000,00000000,00000000,00000000
14,9000.0,15,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,16,00000000,AD888889,00000000,00000000,00000000,00000000
14,9000.0,17,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,18,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,19,00000000,AD888889,00000000,00000000,00000000,00000000
14,9000.0,20,00000000,2D888889,00000000,00000000,00000000,00000000
14,9000.0,21,00000000,2D888889,00000000,00000000,00000000,00000000
14,9000.0,22,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,23,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,24,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,25,00000000,AD888889,00000000,00000000,00000000,00000000
14,9000.0,26,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,27,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,28,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,29,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,30,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,31,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,32,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,33,00000000,2C888889,00000000,00000000,00000000,00000000
14,9000.0,34,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,35,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,36,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,37,00000000,2C088889,00000000,00000000,00000000,00000000
14,9000.0,38,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,39,00000000,AB888889,00000000,00000000,00000000,00000000
14,9000.0,40,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,41,00000000,AB088889,00000000,00000000,00000000,00000000
14,9000.0,42,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,43,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,44,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,45,00000000,AA088889,00000000,00000000,00000000,00000000
14,9000.0,46,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,47,00000000,00000000,00000000,00000000,00000000,00000000
14,9000.0,48,00000000,28888889,00000000,00000000,00000000,00000000
14,9000.0,49,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,1,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,2,00000000,AD088889,00000000,00000000,00000000,00000000
15,9000.0,3,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,4,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,5,00000000,2D088889,00000000,00000000,00000000,00000000
15,9000.0,6,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,7,00000000,2D088889,00000000,00000000,00000000,00000000
15,9000.0,8,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,9,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,10,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,11,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,12,00000000,AD088889,00000000,00000000,00000000,00000000
15,9000.0,13,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,14,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,15,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,16,00000000,AC888889,00000000,00000000,00000000,00000000
15,9000.0,17,00000000,AC888889,00000000,00000000,00000000,00000000
15,9000.0,18,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,19,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,20,00000000,2C888889,00000000,00000000,00000000,00000000
15,9000.0,21,00000000,2C888889,00000000,00000000,00000000,00000000
15,9000.0,22,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,23,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,24,00000000,2C088889,00000000,00000000,00000000,00000000
15,9000.0,25,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,26,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,27,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,28,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,29,00000000,AC088889,00000000,00000000,00000000,00000000
15,9000.0,30,00000000,AC088889,00000000,00000000,00000000,00000000
15,9000.0,31,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,32,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,33,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,34,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,35,00000000,2B888889,00000000,00000000,00000000,00000000
15,9000.0,36,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,37,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,38,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,39,00000000,AB088889,00000000,00000000,00000000,00000000
15,9000.0,40,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,41,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,42,00000000,2B088889,00000000,00000000,00000000,00000000
15,9000.0,43,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,44,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,45,00000000,AA888889,00000000,00000000,00000000,00000000
15,9000.0,46,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,47,00000000,00000000,00000000,00000000,00000000,00000000
15,9000.0,48,00000000,2A888889,00000000,00000000,00000000,00000000
15,9000.0,49,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,1,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,2,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,3,00000000,2E088889,00000000,00000000,00000000,00000000
16,9000.0,4,00000000,2E088889,00000000,00000000,00000000,00000000
16,9000.0,5,00000000,AE088889,00000000,00000000,00000000,00000000
16,9000.0,6,00000000,AE088889,00000000,00000000,00000000,00000000
16,9000.0,7,00000000,2E088889,00000000,00000000,00000000,00000000
16,9000.0,8,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,9,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,10,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,11,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,12,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,13,00000000,2E088889,00000000,00000000,00000000,00000000
16,9000.0,14,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,15,00000000,2E088889,00000000,00000000,00000000,00000000
16,9000.0,16,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,17,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,18,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,19,00000000,2E088889,00000000,00000000,00000000,00000000
16,9000.0,20,00000000,AE088889,00000000,00000000,00000000,00000000
16,9000.0,21,00000000,AE088889,00000000,00000000,00000000,00000000
16,9000.0,22,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,23,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,24,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,25,00000000,2E088889,00000000,00000000,00000000,00000000
16,9000.0,26,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,27,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,28,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,29,00000000,2E088889,00000000,00000000,00000000,00000000
16,9000.0,30,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,31,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,32,00000000,2E088889,00000000,00000000,00000000,00000000
16,9000.0,33,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,34,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,35,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,36,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,37,00000000,AE088889,00000000,00000000,00000000,00000000
16,9000.0,38,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,39,00000000,AD888889,00000000,00000000,00000000,00000000
16,9000.0,40,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,41,00000000,AD888889,00000000,00000000,00000000,00000000
16,9000.0,42,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,43,00000000,2D888889,00000000,00000000,00000000,00000000
16,9000.0,44,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,45,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,46,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,47,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,48,00000000,00000000,00000000,00000000,00000000,00000000
16,9000.0,49,00000000,AE088889,00000000,00000000,00000000,00000000
17,9000.0,1,35083E16,2C4CCCCE,00000000,00000000,00000000,00000000
17,9000.0,2,35CCBC67,2D3BBBBC,00000000,00000000,00000000,00000000
17,9000.0,3,364D3CF5,2DCCCCCE,00000000,00000000,00000000,00000000
17,9000.0,4,369A5ED3,2E155556,00000000,00000000,00000000,00000000
17,9000.0,5,36CE7D2C,2E59999A,00000000,00000000,00000000,00000000
17,9000.0,6,370A24DD,2E8EEEEF,00000000,00000000,00000000,00000000
17,9000.0,7,3731AB95,2EB11112,00000000,00000000,00000000,00000000
17,9000.0,8,375533C2,2ED77778,00000000,00000000,00000000,00000000
17,9000.0,9,377D746A,2F000000,00000000,00000000,00000000,00000000
17,9000.0,10,B85B7F51,B0844445,2D764256,30146883,00000000,00000000
17,9000.0,11,00000000,AB888889,00000000,00000000,00000000,00000000
17,9000.0,12,00000000,AB888889,00000000,00000000,00000000,00000000
17,9000.0,13,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,14,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,15,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,16,00000000,2B888889,00000000,00000000,00000000,00000000
17,9000.0,17,00000000,2B888889,00000000,00000000,00000000,00000000
17,9000.0,18,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,19,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,20,00000000,2B088889,00000000,00000000,00000000,00000000
17,9000.0,21,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,22,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,23,00000000,AB088889,00000000,00000000,00000000,00000000
17,9000.0,24,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,25,00000000,AA888889,00000000,00000000,00000000,00000000
17,9000.0,26,00000000,AA888889,00000000,00000000,00000000,00000000
17,9000.0,27,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,28,00000000,AA888889,00000000,00000000,00000000,00000000
17,9000.0,29,00000000,AA888889,00000000,00000000,00000000,00000000
17,9000.0,30,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,31,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,32,00000000,2A088889,00000000,00000000,00000000,00000000
17,9000.0,33,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,34,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,35,00000000,A9888889,00000000,00000000,00000000,00000000
17,9000.0,36,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,37,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,38,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,39,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,40,00000000,28888889,00000000,00000000,00000000,00000000
17,9000.0,41,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,42,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,43,00000000,A8088889,00000000,00000000,00000000,00000000
17,9000.0,44,00000000,A8088889,00000000,00000000,00000000,00000000
17,9000.0,45,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,46,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,47,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,48,00000000,00000000,00000000,00000000,00000000,00000000
17,9000.0,49,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,1,00000000,AD888889,00000000,00000000,00000000,00000000
18,9000.0,2,35087D9A,AE99999A,00000000,00000000,00000000,00000000
18,9000.0,3,3588D34E,AF000000,00000000,00000000,00000000,00000000
18,9000.0,4,35CDD3C4,AF511112,00000000,00000000,00000000,00000000
18,9000.0,5,362C12FA,AF911112,00000000,00000000,00000000,00000000
18,9000.0,6,364F374C,AFC00001,00000000,00000000,00000000,00000000
18,9000.0,7,368AAB62,AFEEEEF0,00000000,00000000,00000000,00000000
18,9000.0,8,36AE0AE7,B0122223,00000000,00000000,00000000,00000000
18,9000.0,9,36D1C173,B02AAAAB,00000000,00000000,00000000,00000000
18,9000.0,10,36E446F7,B0477778,00000000,00000000,00000000,00000000
18,9000.0,11,370455E2,B0644445,00000000,00000000,00000000,00000000
18,9000.0,12,3716BE5C,B0808889,00000000,00000000,00000000,00000000
18,9000.0,13,372960EC,B0908889,00000000,00000000,00000000,00000000
18,9000.0,14,373C41C8,B0A08889,00000000,00000000,00000000,00000000
18,9000.0,15,375869CE,B0B08889,00000000,00000000,00000000,00000000
18,9000.0,16,B8936DF3,31D91112,2FD13334,303D0301,00000000,00000000
18,9000.0,17,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,18,00000000,2C088889,00000000,00000000,00000000,00000000
18,9000.0,19,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,20,00000000,2C088889,00000000,00000000,00000000,00000000
18,9000.0,21,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,22,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,23,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,24,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,25,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,26,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,27,00000000,2B888889,00000000,00000000,00000000,00000000
18,9000.0,28,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,29,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,30,00000000,AB888889,00000000,00000000,00000000,00000000
18,9000.0,31,00000000,AB088889,00000000,00000000,00000000,00000000
18,9000.0,32,00000000,AB088889,00000000,00000000,00000000,00000000
18,9000.0,33,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,34,00000000,2B088889,00000000,00000000,00000000,00000000
18,9000.0,35,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,36,00000000,2A888889,00000000,00000000,00000000,00000000
18,9000.0,37,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,38,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,39,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,40,00000000,A9888889,00000000,00000000,00000000,00000000
18,9000.0,41,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,42,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,43,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,44,00000000,29088889,00000000,00000000,00000000,00000000
18,9000.0,45,00000000,A9088889,00000000,00000000,00000000,00000000
18,9000.0,46,00000000,29088889,00000000,00000000,00000000,00000000
18,9000.0,47,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,48,00000000,00000000,00000000,00000000,00000000,00000000
18,9000.0,49,00000000,2A088889,00000000,00000000,00000000,00000000
1,13500.0,1,B803FC25,B5916DDE,00000000,00000000,39E15BBD,00000000
1,13500.0,2,B8CFEF58,B580F000,00000000,00000000,39E15BBD,00000000
1,13500.0,3,364D3CF5,B5784001,00000000,00000000,39E15BBD,00000000
1,13500.0,4,3A0F3F8C,B599EAAB,00000000,00000000,39288001,00000000
1,13500.0,5,3A0B45C3,B5620667,32B18CE5,00000000,384C199A,00000000
1,13500.0,6,3A1C38B1,B543599A,33485E79,00000000,B6FAEEF0,00000000
1,13500.0,7,3A3598F0,B5A9E889,338640D2,00000000,B8188001,00000000
1,13500.0,8,3A97E11D,B5AB6667,33A7B5A8,00000000,39744667,00000000
1,13500.0,9,3A8FDD99,B59D2001,33C7811B,00000000,38F05556,00000000
1,13500.0,10,3A9A3266,B5A7AAAB,33E40E14,00000000,38FF7334,00000000
1,13500.0,11,3AA485F9,B5BCA99A,33FDF80A,00000000,39078223,00000000
1,13500.0,12,3AAED9FB,B5BB1334,340BCDF0,00000000,390E9DDE,00000000
1,13500.0,13,3AB8D709,B5B99223,34163561,00000000,39166889,00000000
1,13500.0,14,3AC28F69,B5B80AAB,341E3401,00000000,391EDDDE,00000000
1,13500.0,15,3ACBF1B5,B5B66223,3423CF5C,00000000,3927F334,00000000
1,13500.0,16,3AD5105F,B5B48667,34271304,00000000,3931AEF0,00000000
1,13500.0,17,3ADDD9C3,B5B263BC,3428130B,00000000,393C1112,00000000
1,13500.0,18,3AE64E28,B5AFE889,3426E7F6,00000000,39471556,00000000
1,13500.0,19,3AEEA55F,B5AD099A,3423B0E6,00000000,3952BBBC,00000000
1,13500.0,20,3AB7DDA9,B5A9B889,341E9551,00000000,395F0889,00000000
1,13500.0,21,BAC0B03B,B5A5F3BC,3417C2DB,00000000,396BFBBD,00000000
1,13500.0,22,BA0C705E,B5A1AEEF,340F6E3B,00000000,39798CCE,00000000
1,13500.0,23,39A09146,B59CEE23,3405D33E,00000000,3983E223,00000000
1,13500.0,24,3A88156F,B597AB34,33F667F3,00000000,398B4CCD,00000000
1,13500.0,25,3AD73126,B59C50CD,33DFAD9E,00000000,39930889,00000000
1,13500.0,26,3B0977D3,B5A18D12,33CBC988,00000000,399AA001,00000000
1,13500.0,27,3B231AC7,B5953B34,33B864BD,30C26FB8,39A20AAB,00000000
1,13500.0,28,3B2C0A31,B58AE99A,338B2434,32668026,39AA2EF0,00000000
1,13500.0,29,3B37F002,B5807400,3344C635,32B8B9A0,39B33778,00000000
1,13500.0,30,3B452864,B56C3DDF,32FD7F62,32D6963B,39BD0EF0,00000000
1,13500.0,31,3B4A0AFA,B557AD9A,328E22B0,32C9E8F1,39C78889,00000000
1,13500.0,32,3B50468B,B5433845,32103FB7,32AA908C,39D28445,00000000
1,13500.0,33,3B58B8C0,B52EFE23,3180F872,32844284,39DE0001,00000000
1,13500.0,34,3B62DE80,B51B36AB,30C0CAF8,323E9ED6,39EA199A,00000000
1,13500.0,35,3B6F062D,B5080BDE,2FD48712,3200B492,39F70445,00000000
1,13500.0,36,3B7D8C80,B4EB22AB,2E5ADECC,31A3E378,3A028000,00000000
1,13500.0,37,3B86A878,B4C45489,00000000,3143F237,3A0A3BBC,00000000
1,13500.0,38,3B911566,B4A2B378,00000000,30DD9ABF,3A12EEEF,00000000
1,13500.0,39,3B9E3C92,B4847700,00000000,306AA619,3A1CEAAB,00000000
1,13500.0,40,3BAE3293,B4485D9A,00000000,2FE3E285,3A288AAB,00000000
1,13500.0,41,3BC1AB35,B3F7BF9A,00000000,2F44B4E6,3A365334,00000000
1,13500.0,42,3BD9F3D6,B3D219F0,00000000,2E84D95D,3A46FDDF,00000000
1,13500.0,43,3BF92C8E,B3ACA534,00000000,2D991B29,3A5B9778,00000000
1,13500.0,44,3B86126E,B3F41ABD,00000000,2C909C2D,3A75C223,00000000
1,13500.0,45,3C1AA07C,B2F33289,00000000,334DEC5A,3A594001,00000000
1,13500.0,46,3C2782E6,B29365BC,00000000,34173532,391A4445,00000000
1,13500.0,47,3C274B45,B213EA81,00000000,34915ECA,BB08FEEF,00000000
1,13500.0,48,BD00C52B,351181E8,00000000,00000000,BC2D2A67,00000000
1,13500.0,49,00000000,A8088889,00000000,00000000,00000000,00000000
2,13500.0,1,BAD2C00A,B64F83BC,00000000,00000000,390CEEEF,00000000
2,13500.0,2,B96C3159,B581B445,00000000,00000000,390CEEEF,00000000
2,13500.0,3,39D6DBD1,B5BC8BBC,00000000,00000000,390CEEEF,00000000
2,13500.0,4,39237B88,B5ADB445,00000000,00000000,390CEEEF,00000000
2,13500.0,5,3AD626D2,B6667F78,3049C5A1,00000000,381F7778,00000000
2,13500.0,6,3B1431CC,B675ED56,3205E265,00000000,38EB0001,00000000
2,13500.0,7,3B1108BF,B67963BD,326F4C62,00000000,38B06667,00000000
2,13500.0,8,3B1B8CF2,B6812489,32AEFE4B,00000000,38B9CCCD,00000000
2,13500.0,9,3B26ABCB,B68517BC,32EC40D0,00000000,38C35556,00000000
2,13500.0,10,3B324EAA,B68DF334,33189F27,00000000,38CD0001,00000000
2,13500.0,11,3B3E55EC,B69C10CD,333FF39A,00000000,38D6999A,00000000
2,13500.0,12,3B4AD6BC,B69D5156,336D6713,00000000,38E00001,00000000
2,13500.0,13,3B57B16E,B69DAC45,33904808,00000000,38E92223,00000000
2,13500.0,14,3B64CECF,B69D1C45,33ACF264,00000000,38F1DDDF,00000000
2,13500.0,15,3B722964,B69B98EF,33CCEC04,00000000,38FA0001,00000000
2,13500.0,16,3B7FA99E,B6992578,33F06F55,00000000,3900C445,00000000
2,13500.0,17,3B86AE03,B695C978,340BDCA4,00000000,39042AAB,00000000
2,13500.0,18,3B8D8B47,B6918DDE,34218384,00000000,39072AAB,00000000
2,13500.0,19,BA583A4B,B68C8800,34394C19,00000000,3909BBBC,00000000
2,13500.0,20,B9AB5610,B686C467,345357A6,00000000,390BE667,00000000
2,13500.0,21,3A7079A3,B68062EF,346FC92B,00000000,390D999A,00000000
2,13500.0,22,3B08F615,B672E99A,348762DF,00000000,390EE667,00000000
2,13500.0,23,3B50057C,B664399A,34983A69,00000000,390FC445,00000000
2,13500.0,24,3B8828B4,B654DB34,34AA806D,00000000,39102AAB,00000000
2,13500.0,25,3BA44CA7,B65825BC,34BE4BE8,00000000,39102AAB,00000000
2,13500.0,26,3BBBF809,B65796CE,34D40E37,00000000,390F6667,00000000
2,13500.0,27,3BCD0382,B63EEE23,34DFAF99,00000000,390DA223,00000000
2,13500.0,28,3BFB99D3,B6279A89,34D3D70A,333D437F,390B4445,00000000
2,13500.0,29,3C034387,B611E356,34B79AFD,33FBE42C,39088000,00000000
2,13500.0,30,3C08E295,B5FA2045,3499C5EB,344E6B24,39054445,00000000
2,13500.0,31,3C0DCA78,B5D30934,3476DFCD,348F74B9,3901A223,00000000
2,13500.0,32,3C10602A,B5AED489,343B7177,34B6D685,38FB1112,00000000
2,13500.0,33,3C13AE75,B58DACAB,34039510,34DC85D0,38F1CCCE,00000000
2,13500.0,34,3C17FC5F,B55F3F78,33A38F5E,34FFB6F7,38E72223,00000000
2,13500.0,35,3C1D5FCA,B528D067,3323497F,350FCE4E,38DA999A,00000000
2,13500.0,36,3C238C06,B4F26A23,32415A39,351DA8CA,38CB7778,00000000
2,13500.0,37,3C2A00F5,B49AEA01,2E816880,3528CCC5,38B86667,00000000
2,13500.0,38,3C31B8E8,B4288AF0,00000000,35329723,38A08889,00000000
2,13500.0,39,3C3B1414,B3855845,00000000,353BC3AC,38833334,00000000
2,13500.0,40,3C45C7F8,32EB6001,00000000,354157AD,383DDDDF,00000000
