case,dx,k,ptent,ptenq,pcte
2,13500.0,27,3B3ADD62,B65F6431,34983A69
2,13500.0,28,3AF8E541,B66D7613,348762DF
2,13500.0,29,3A5EABBA,B67AAAA6,346FC92B
2,13500.0,30,B99440B6,B6835EF9,345357A5
2,13500.0,31,BA42FF04,B688C84B,34394C19
2,13500.0,32,3B83F3A4,B68D72A0,34218383
2,13500.0,33,3B7CD86F,B6915254,340BDCA3
2,13500.0,34,3B719E04,B69454F0,33F06F54
2,13500.0,35,3B6651C4,B69671B5,33CCEC03
2,13500.0,36,3B5AF413,B697A3AF,33ACF263
2,13500.0,37,3B4FA75D,B697E851,33904807
2,13500.0,38,3B4465CD,B6974A26,336D6712
2,13500.0,39,3B394FD5,B695CF2E,333FF39A
2,13500.0,40,3B2E86AA,B687F969,33189F26
2,13500.0,41,3B23F806,B67E7E8E,32EC40CF
2,13500.0,42,3B19C4DD,B676865C,32AEFE4B
2,13500.0,43,3B100FE8,B66DA2DD,326F4C61
2,13500.0,44,3B13BC8B,B669FC11,3205E264
2,13500.0,45,3AD6FBDF,B65AED2D,3049C5A0
2,13500.0,46,393701BA,B5A31ACB,00000000
2,13500.0,47,39E09066,B5B1101F,00000000
2,13500.0,48,B957EB71,B571B547,00000000
2,13500.0,49,BAD09DA8,B6443685,00000000
3,13500.0,1,00000000,00000000,00000000
3,13500.0,2,BC2FD8A9,359D32DC,00000000
3,13500.0,3,3C3B8CAC,B1ABB3DC,34689E9B
3,13500.0,4,3B86F2A9,B34919B9,34A4E3EB
3,13500.0,5,3C14D36F,B2A4806E,34D859E4
3,13500.0,6,3C13DEF7,B11BC5A8,3504EE68
3,13500.0,7,3C12EE7B,32FA9334,351B281E
3,13500.0,8,3C11AB55,339BC5E5,352E87D0
3,13500.0,9,3C10091F,3403D6B8,353FB376
3,13500.0,10,3C0C042C,335EC672,3541CFE0
3,13500.0,11,3C077EE9,B323FEF6,353BE34A
3,13500.0,12,3C03779D,B40F8A06,353265FC
3,13500.0,13,3C003629,B48F031C,35286F32
3,13500.0,14,3BFB311D,B4E73E27,3520239F
3,13500.0,15,3BF5CBE6,B523A4D5,35195675
3,13500.0,16,3BF129F1,B55A77DC,35138462
3,13500.0,17,3BEDE0E5,B58B7320,350E46DB
3,13500.0,18,3BEBD0E2,B5ACBD67,350950F4
3,13500.0,19,3BEAA3F9,B5D10824,350468C8
3,13500.0,20,3BE54B96,B5F81E62,34FEC681
3,13500.0,21,3BDE7955,B610D3E4,34F44062
3,13500.0,22,3BD7ABAA,B6266D82,34E90F67
3,13500.0,23,3BB1CC87,B63D8B73,34DD25CD
3,13500.0,24,3BA4C45D,B655E944,34D16F6B
3,13500.0,25,3B919F55,B6547BC5,34BC7D33
3,13500.0,26,3B7429D4,B64EF4E4,34A90D0B
3,13500.0,27,3B3CFAE7,B65D64E5,3497155B
3,13500.0,28,3AFD317D,B66B26C1,3486801A
3,13500.0,29,3A680112,B6780518,346E7282
3,13500.0,30,B980D92F,B681E430,34525C05
3,13500.0,31,BA4B97F1,B687257C,34389AF7
3,13500.0,32,3B853DC6,B68BAE1F,34210D87
3,13500.0,33,3B7F82D8,B68F6C74,340B94E6
3,13500.0,34,3B745FD9,B692501B,33F0262D
3,13500.0,35,3B6927D8,B6945083,33CCD5ED
3,13500.0,36,3B5DD585,B69569EF,33AD00A3
3,13500.0,37,3B528D8D,B69595BB,33906EC1
3,13500.0,38,3B474E9A,B694E3E3,336DD1DA
3,13500.0,39,3B3C411B,B69353D6,33406E0A
3,13500.0,40,3B317971,B6868CCD,331909AE
3,13500.0,41,3B26EA02,B67CA289,32ECE5B9
3,13500.0,42,3B1CB090,B6749F94,32AF7871
3,13500.0,43,3B1300D4,B66BB047,326FF36B
3,13500.0,44,3B16B01D,B668026C,32063FD8
3,13500.0,45,3ADCB3AD,B658E446,304A5279
3,13500.0,46,3960DB6E,B59E4100,00000000
3,13500.0,47,39F5FBE9,B5AC3938,00000000
3,13500.0,48,B92EA732,B567AD8D,00000000
3,13500.0,49,BACBF2B0,B642114E,00000000
4,13500.0,1,80000000,80000000,00000000
4,13500.0,2,BC0E753C,35BC15D3,00000000
4,13500.0,3,3BF2BA15,B31AEEA5,348A6599
4,13500.0,4,3C29128A,B316332E,34C279D1
4,13500.0,5,3C266ACF,B308BD02,34FC3C87
4,13500.0,6,3C24C533,B23EB870,35191846
4,13500.0,7,3C231D5A,32E8D6CD,3530B9FB
4,13500.0,8,3C2130C5,33A6EDD1,3545326D
4,13500.0,9,3C1ED30A,34118872,3557297F
4,13500.0,10,3C19E494,3370967A,35572651
4,13500.0,11,3C14A4F2,B360DB1A,354E24B0
4,13500.0,12,3C100A02,B4317A6A,3541826C
4,13500.0,13,3C0C6905,B4AC9B90,353689E1
4,13500.0,14,3C096125,B508D0B6,352D74E2
4,13500.0,15,3C065D30,B5401EA7,3525FCE8
4,13500.0,16,3C03DC74,B57EA123,351F93D6
4,13500.0,17,3C0246F0,B5A19F6C,3519CA85
4,13500.0,18,3C01420E,B5C78B6F,35144E1D
4,13500.0,19,3BFFDBBD,B5F0D436,350EDFE0
4,13500.0,20,3BF848BB,B60EA595,35095182
4,13500.0,21,3BF09BAF,B626430E,35037FD5
4,13500.0,22,3BE92854,B63EA7EB,34FAA138
4,13500.0,23,3BBEDD08,B6597D36,34ED905B
4,13500.0,24,3BB007B3,B674C993,34E0DB90
4,13500.0,25,3B9B8008,B6742DBA,34D3BAAE
4,13500.0,26,3B82A5D6,B66D0139,34BE4011
4,13500.0,27,3B4BA373,B67D824D,34AA6474
4,13500.0,28,3B0AE180,B686A58E,34980EFA
4,13500.0,29,3A87CC95,B68E16FC,348727F9
4,13500.0,30,B9068D6A,B694F643,346F33BB
4,13500.0,31,BAB2BF46,B69B2EDA,3452A17D
4,13500.0,32,3B76EFEA,B6A0A665,34387414
4,13500.0,33,3B894053,B6A54879,34208889
4,13500.0,34,3B835EB7,B6A90932,340ABDA4
4,13500.0,35,3B7AF53D,B6ABD554,33EDE5D1
4,13500.0,36,3B6F1293,B6ADA9EC,33CA1444
4,13500.0,37,3B633336,B6AE841B,33A9C8FE
4,13500.0,38,3B576AD7,B6AE682B,338CC95C
4,13500.0,39,3B4BBFFB,B6AD5EFA,3365B4AE
4,13500.0,40,3B40609B,B69FA9F5,33386F90
4,13500.0,41,3B3541FA,B696C67D,331072B0
4,13500.0,42,3B2A7702,B692E0C1,32D99E00
4,13500.0,43,3B2022E0,B68E6B3A,3299A965
4,13500.0,44,3B166BB8,B6898752,323CEA8C
4,13500.0,45,3B22369F,B6873770,318E3348
4,13500.0,46,3ACE9250,B676288A,2AA49348
4,13500.0,47,B90437CF,B57BA568,00000000
4,13500.0,48,BA9776C4,B48411F6,00000000
4,13500.0,49,BB275C35,B65254E2,00000000
5,13500.0,1,00000000,00000000,00000000
5,13500.0,2,BC215DA7,35A1E27C,00000000
5,13500.0,3,3C3D1BCF,B1E09B30,346FE8CF
5,13500.0,4,3B88BF81,B35DBB00,34A9824F
5,13500.0,5,3C147607,B2CA9601,34DD5C35
5,13500.0,6,3C1357C6,B1CC2433,35074A37
5,13500.0,7,3C1234DA,32E61CF0,351D2113
5,13500.0,8,3C10C32A,3398B536,3530179C
5,13500.0,9,3C0EED3A,3403057E,3540D462
5,13500.0,10,3C0ADAF0,336AB4C8,35428137
5,13500.0,11,3C065CD5,B32B3A27,353BE42A
5,13500.0,12,3C0260E6,B4133C97,3531BFEC
5,13500.0,13,3BFE93AE,B4932EB9,35281A79
5,13500.0,14,3BF93E40,B4EB1ED3,3520257E
5,13500.0,15,3BF3EE20,B52627F9,35199722
5,13500.0,16,3BEF6B20,B55DA25C,3513F07C
5,13500.0,17,3BEC7E98,B58D343E,350ECF42
5,13500.0,18,3BEA94E3,B5AEE507,3509E99C
5,13500.0,19,3BE99165,B5D39918,35050835
5,13500.0,20,3BE2C9F2,B5FB2CF7,350001A3
5,13500.0,21,3BDBEDC2,B6129852,34F56D82
5,13500.0,22,3BD54A0B,B628309C,34EA20B0
5,13500.0,23,3BAE8503,B640711C,34DE38C3
5,13500.0,24,3B9F55A3,B6587DA1,34D2A6BD
5,13500.0,25,3B8AB7C4,B658A003,34BBE190
5,13500.0,26,3B637CFC,B6523109,34A84A85
5,13500.0,27,3B297C0D,B660D07C,349630EB
5,13500.0,28,3AD0AEDE,B66EB5E8,34857F42
5,13500.0,29,3A0430EE,B67BB1C4,346C427D
5,13500.0,30,BA2EBDA5,B683C3EB,34500829
5,13500.0,31,3A4B6BF6,B689080D,34362CE3
5,13500.0,32,3B829BC7,B68D8BA9,341E8FB8
5,13500.0,33,3B7A1B61,B6913FAE,340910F0
5,13500.0,34,3B6EE4FA,B6941316,33EB2628
5,13500.0,35,3B638DFC,B695FB31,33C7F116
5,13500.0,36,3B582599,B696F3A3,33A84A9B
5,13500.0,37,3B4CC432,B696FFEB,338BFB86
5,13500.0,38,3B417497,B6962178,33659FD6
5,13500.0,39,3B364E95,B694698B,333923C8
5,13500.0,40,3B2B6949,B6878828,3312D944
5,13500.0,41,3B20CD25,B67DC743,32E33926
5,13500.0,42,3B168FFB,B67572FE,32A8A1F9
5,13500.0,43,3B24327C,B678FD13,32658471
5,13500.0,44,3AC28927,B66CCE56,31F0F9A2
5,13500.0,45,3AB46D89,B6250CDC,2A9800EC
5,13500.0,46,38B9D8AC,B5AD7AA4,00000000
5,13500.0,47,3960D65A,B5D85593,00000000
5,13500.0,48,B81DF91E,B5E5A813,00000000
5,13500.0,49,3900C8B8,B607ABB4,00000000
6,13500.0,1,00000000,00000000,00000000
6,13500.0,2,BC299387,346839E2,00000000
6,13500.0,3,BB5C07CC,B2DD1B1D,35591345
6,13500.0,4,3C40D400,32E5A86F,351A33F5
6,13500.0,5,3BF2EC32,B3A3F8CF,349E51BD
6,13500.0,6,3C4C5FE3,3388C486,34BB56E4
6,13500.0,7,3BCEBAF4,32301CFA,34DAA95F
6,13500.0,8,3BCCEE17,332C244D,34F5F70D
6,13500.0,9,3BCA9A43,33A0ABE7,350714E9
6,13500.0,10,3BC4ECA3,32D02BF1,350891B5
6,13500.0,11,3BBE87B4,B32AEABC,3504650E
6,13500.0,12,3BB8D59D,B3E71CD4,34FB6A7E
6,13500.0,13,3BB43C80,B4587E58,34ED5FAE
6,13500.0,14,3BB086EA,B4AAABC2,34E1AEEF
6,13500.0,15,3BACB6E3,B4EE9626,34D8191F
6,13500.0,16,3BA96F84,B51E09C8,34CFE52B
6,13500.0,17,3BA71AA5,B548BA57,34C88290
6,13500.0,18,3BA5A491,B577BEB9,34C184E5
6,13500.0,19,3BA4CF3F,B5957E6A,34BA9A94
6,13500.0,20,3BA104DB,B5B1156A,34B386E2
6,13500.0,21,3B9C349E,B5CE6528,34AC1C7A
6,13500.0,22,3B9766CB,B5ECE130,34A439AD
6,13500.0,23,3B78682B,B606BFAD,349BD4C8
6,13500.0,24,3B60F209,B617F03C,349393FB
6,13500.0,25,3B3DCBCA,B616F36C,3484D181
6,13500.0,26,3B11AFDD,B6131330,346E3E22
6,13500.0,27,3ABB0258,B61D43DC,3454EBD1
6,13500.0,28,3A0895AB,B626F9BC,343D8D00
6,13500.0,29,B9FB62C8,B6300F3D,34280576
6,13500.0,30,B8D4F65E,B6385CFC,34143AB3
6,13500.0,31,3B421DFA,B63FC8BE,340214EB
6,13500.0,32,3B3A7A8C,B6463030,33E2F894
6,13500.0,33,3B32B910,B64B79FF,33C4B635
6,13500.0,34,3B2ADBDE,B64F8FEB,33A93873
6,13500.0,35,3B22F3A1,B652653F,33905643
6,13500.0,36,3B1AF52C,B653F4DB,3373CFC5
6,13500.0,37,3B1300C4,B6543577,334B8C58
6,13500.0,38,3B0B1125,B6533DDE,33279441
6,13500.0,39,3B03431A,B6510CD3,33079861
6,13500.0,40,3AF74CD1,B63F0D79,32D7ACED
6,13500.0,41,3AE87008,B63375F2,32A6EDDE
6,13500.0,42,3ADA0030,B62DD2C5,32774A2B
6,13500.0,43,3ACC50A4,B6278998,322914AF
6,13500.0,44,3AD17C39,B624F396,31BD3272
6,13500.0,45,3A98A695,B61A4E8F,300E90DA
6,13500.0,46,3907407D,B564F390,00000000
6,13500.0,47,39A1B149,B578A998,00000000
6,13500.0,48,B91275F3,B52937E9,00000000
6,13500.0,49,BA92A24F,B60A3E8F,00000000
7,13500.0,1,00000000,00000000,00000000
7,13500.0,2,BC2B218B,35A384DD,00000000
7,13500.0,3,3C40DB70,B1EB9C46,3471D433
7,13500.0,4,3B8B9983,B3607745,34AB24A4
7,13500.0,5,3C18AB2E,B2D8B92C,34E01017
7,13500.0,6,3C179415,B2145F6F,35095708
7,13500.0,7,3C167D42,32C7CB3E,351FF28D
7,13500.0,8,3C151667,3390A9CD,35339DEE
7,13500.0,9,3C134BEB,33FE6EAD,35450558
7,13500.0,10,3C0F0E94,3339B8AE,35469F50
7,13500.0,11,3C0A56BE,B3677808,353FE64F
7,13500.0,12,3C0623A5,B4278890,353598E2
7,13500.0,13,3C02C8BE,B49F88EF,352B440B
7,13500.0,14,3C0008B6,B4FC59DC,3522AE17
7,13500.0,15,3BFA7840,B530C9E6,351BA1BA
7,13500.0,16,3BF5AC76,B56A6DAC,35159823
7,13500.0,17,3BF25FE0,B594DAE9,351027D0
7,13500.0,18,3BF03D0D,B5B7C125,350B0212
7,13500.0,19,3BEF0C90,B5DDBDB0,3505EB33
7,13500.0,20,3BE8EE1B,B6034D6F,3500B712
7,13500.0,21,3BE1E1DB,B619011A,34F6894E
7,13500.0,22,3BDAE8B0,B62F821C,34EAF700
7,13500.0,23,3BB3FF98,B647C870,34DEAF79
7,13500.0,24,3BA66587,B6610EB3,34D2AB64
7,13500.0,25,3B92DE1C,B65E4A10,34BE945E
7,13500.0,26,3B75D978,B6566B53,34AB173F
7,13500.0,27,3B3DF444,B664EFD5,34990D72
7,13500.0,28,3AFDC19B,B672C4AF,348861DB
7,13500.0,29,3A66532B,B67FADEF,34720211
7,13500.0,30,B989AECD,B685BE57,3455B23B
7,13500.0,31,BA7A4C6F,B68B02D3,343BB2C8
7,13500.0,32,3B86B670,B68F8877,3423E489
7,13500.0,33,3B8120C0,B69344F7,340E28EE
7,13500.0,34,3B76EA70,B69622C0,33F4C6F5
7,13500.0,35,3B6B7CED,B698180C,33D0F0D1
7,13500.0,36,3B5FF2E5,B69924B0,33B0987F
7,13500.0,37,3B547406,B6993F97,33938910
7,13500.0,38,3B48F86D,B698785C,337317F3
7,13500.0,39,3B3DAF4F,B696D32B,3344D4B7
7,13500.0,40,3B32987E,B68AE226,331C9052
7,13500.0,41,3B27CF9E,B682F3CD,32F2560D
7,13500.0,42,3B1D611C,B67DAF6C,32B37828
7,13500.0,43,3B136791,B6748EB2,327558D1
7,13500.0,44,3B1733B7,B670C26A,32093918
7,13500.0,45,3ADBF332,B6614C1F,304EABF8
7,13500.0,46,393A8A16,B5A7DD70,00000000
7,13500.0,47,39E59711,B5B62EDF,00000000
7,13500.0,48,B95DB011,B578D79E,00000000
7,13500.0,49,BAD646BD,B64A6894,00000000
8,13500.0,1,00000000,00000000,00000000
8,13500.0,2,00000000,00000000,00000000
8,13500.0,3,343A5421,303ECCEF,00000000
8,13500.0,4,350ED8CD,31124674,00000000
8,13500.0,5,35620C3A,31677910,00000000
8,13500.0,6,3595BCFA,319954F8,00000000
8,13500.0,7,35B6A4DD,31BB0707,00000000
8,13500.0,8,35D47CB9,31D9963F,00000000
8,13500.0,9,35EFCEB7,31F59017,00000000
8,13500.0,10,36048118,3207AF34,00000000
8,13500.0,11,36103351,3213A949,00000000
8,13500.0,12,361B1D40,321ED646,00000000
8,13500.0,13,362557E7,32294FC6,00000000
8,13500.0,14,362EF7A7,32332AA7,00000000
8,13500.0,15,36380D4A,323C781B,00000000
8,13500.0,16,3640A6D9,32454681,00000000
8,13500.0,17,3648D028,324DA1F4,00000000
8,13500.0,18,3650934C,325594C9,00000000
8,13500.0,19,3657F8E6,325D27D5,00000000
8,13500.0,20,365F0870,326462C0,00000000
8,13500.0,21,3665C867,326B4C30,00000000
8,13500.0,22,366C3E74,3271E9F0,00000000
8,13500.0,23,36726F8E,32784114,00000000
8,13500.0,24,36786015,327E5619,00000000
8,13500.0,25,367E13D0,3282166F,00000000
8,13500.0,26,3681C707,3284E461,00000000
8,13500.0,27,368468E9,32879670,00000000
8,13500.0,28,3686F0E3,328A2DF7,00000000
8,13500.0,29,36896024,328CAC2E,00000000
8,13500.0,30,368BB7B6,328F1223,00000000
8,13500.0,31,368DF882,329160C7,00000000
8,13500.0,32,36902356,329398EB,00000000
8,13500.0,33,369238DF,3295BB42,00000000
8,13500.0,34,36942E7F,3297BCED,00000000
8,13500.0,35,3696105B,3299AA59,00000000
8,13500.0,36,3697DED1,329B83E9,00000000
8,13500.0,37,36999A22,329D49DD,00000000
8,13500.0,38,369B4276,329EFC61,00000000
8,13500.0,39,369CD7D3,32A09B78,00000000
8,13500.0,40,369E5A12,32A226FC,00000000
8,13500.0,41,369FC8EB,32A39EA3,00000000
8,13500.0,42,36A123E1,32A501ED,00000000
8,13500.0,43,36A26A36,32A65017,00000000
8,13500.0,44,36A39AC9,32A787F9,00000000
8,13500.0,45,36A4B3EE,32A8A7DE,00000000
8,13500.0,46,36A5B30E,32A9AD1D,00000000
8,13500.0,47,36A693E1,32AA9355,00000000
8,13500.0,48,36A74E19,32AB5205,00000000
8,13500.0,49,36A7C5AC,32ABCC77,00000000
9,13500.0,1,00000000,00000000,00000000
9,13500.0,2,00000000,00000000,00000000
9,13500.0,3,341691A7,301A2EC0,00000000
9,13500.0,4,350683BF,3109BE35,00000000
9,13500.0,5,355A3D9F,315F7A7F,00000000
9,13500.0,6,35921102,31959271,00000000
9,13500.0,7,35B32E0F,31B77AF1,00000000
9,13500.0,8,35D13628,31D63B8E,00000000
9,13500.0,9,35ECB44E,31F2629E,00000000
9,13500.0,10,3603083F,32062D4F,00000000
9,13500.0,11,360ECD61,32123AC1,00000000
9,13500.0,12,3619C8F9,321D79D5,00000000
9,13500.0,13,36241435,3228044F,00000000
9,13500.0,14,362DC395,3231EF31,00000000
9,13500.0,15,3636E7FE,323B4BC5,00000000
9,13500.0,16,363F8F96,32442889,00000000
9,13500.0,17,3647C63C,324C91A6,00000000
9,13500.0,18,364F961D,32549186,00000000
9,13500.0,19,365707E6,325C310D,00000000
9,13500.0,20,365E231E,326377EE,00000000
9,13500.0,21,3664EE4B,326A6CD9,00000000
9,13500.0,22,366B6F22,327115A4,00000000
9,13500.0,23,3671AAA1,3277776E,00000000
9,13500.0,24,3677A531,327D96B9,00000000
9,13500.0,25,367D629F,3281BBB6,00000000
9,13500.0,26,3681731C,32848E73,00000000
9,13500.0,27,36841982,32874521,00000000
9,13500.0,28,3686A5D7,3289E11E,00000000
9,13500.0,29,3689194F,328C63A5,00000000
9,13500.0,30,368B74F1,328ECDC3,00000000
9,13500.0,31,368DB9AA,3291206D,00000000
9,13500.0,32,368FE849,32935C73,00000000
9,13500.0,33,3692017C,3295828B,00000000
9,13500.0,34,369405D8,3297934C,00000000
9,13500.0,35,3695F5D7,32998F33,00000000
9,13500.0,36,3697D1DB,329B76A3,00000000
9,13500.0,37,36999A26,329D49E1,00000000
9,13500.0,38,369B4277,329EFC61,00000000
9,13500.0,39,369CD7D3,32A09B78,00000000
9,13500.0,40,369E5A12,32A226FC,00000000
9,13500.0,41,369FC8EB,32A39EA3,00000000
9,13500.0,42,36A123E1,32A501ED,00000000
9,13500.0,43,36A26A36,32A65017,00000000
9,13500.0,44,36A39AC9,32A787F9,00000000
9,13500.0,45,36A4B3EE,32A8A7DE,00000000
9,13500.0,46,36A5B30E,32A9AD1D,00000000
9,13500.0,47,36A693E1,32AA9355,00000000
9,13500.0,48,36A74E19,32AB5205,00000000
9,13500.0,49,36A7C5AC,32ABCC77,00000000
10,13500.0,1,00000000,00000000,00000000
10,13500.0,2,00000000,00000000,00000000
10,13500.0,3,341013BE,301388F4,00000000
10,13500.0,4,350510E0,3108426F,00000000
10,13500.0,5,3558F16B,315E2651,00000000
10,13500.0,6,35917C01,3194F9DD,00000000
10,13500.0,7,35B2A870,31B6F21D,00000000
10,13500.0,8,35D0BE8B,31D5C112,00000000
10,13500.0,9,35EC4998,31F1F558,00000000
10,13500.0,10,3602D8DF,3205FCCC,00000000
10,13500.0,11,360EA393,32120FF3,00000000
10,13500.0,12,3619A464,321D545F,00000000
10,13500.0,13,3623F48C,3227E3E3,00000000
10,13500.0,14,362DA88F,3231D385,00000000
10,13500.0,15,3636D15B,323B3497,00000000
10,13500.0,16,363F7D1C,3244159E,00000000
10,13500.0,17,3647B7BA,324C82CB,00000000
10,13500.0,18,364F8B5C,32548683,00000000
10,13500.0,19,365700BB,325C29B6,00000000
10,13500.0,20,365E1F5D,32637416,00000000
10,13500.0,21,3664EDCB,326A6C55,00000000
10,13500.0,22,366B71BC,3271184E,00000000
10,13500.0,23,3671B02F,32777D1E,00000000
10,13500.0,24,3677AD8E,327D9F4A,00000000
10,13500.0,25,367D6DAD,3281C15F,00000000
10,13500.0,26,368179EE,3284956F,00000000
10,13500.0,27,36842192,32874D62,00000000
10,13500.0,28,3686AF19,3289EA99,00000000
10,13500.0,29,368923B6,328C6E4C,00000000
10,13500.0,30,368B8073,328ED98D,00000000
10,13500.0,31,368DBB91,3291225F,00000000
10,13500.0,32,368FE0F9,329354F7,00000000
10,13500.0,33,3691F15A,32957207,00000000
10,13500.0,34,3693ED48,32977A25,00000000
10,13500.0,35,3695D53A,32996DCD,00000000
10,13500.0,36,3697A990,329B4D60,00000000
10,13500.0,37,36996A8B,329D1922,00000000
10,13500.0,38,369B1854,329ED13B,00000000
10,13500.0,39,369CB2ED,32A075B0,00000000
10,13500.0,40,369E3A33,32A20659,00000000
10,13500.0,41,369FADD6,32A382E8,00000000
10,13500.0,42,36A10D59,32A4EADA,00000000
10,13500.0,43,36A257F9,32A63D6A,00000000
10,13500.0,44,36A38C93,32A7796C,00000000
10,13500.0,45,36A4A972,32A89D21,00000000
10,13500.0,46,36A5ABF7,32A9A5DA,00000000
10,13500.0,47,36A68FCA,32AA8F25,00000000
10,13500.0,48,36A74C7F,32AB5061,00000000
10,13500.0,49,36A7C5AC,32ABCC77,00000000
11,13500.0,1,00000000,00000000,00000000
11,13500.0,2,00000000,00000000,00000000
11,13500.0,3,34B687A9,2FBAE920,00000000
11,13500.0,4,35F206EC,30F7D5F0,00000000
11,13500.0,5,364DE26D,3152D361,00000000
11,13500.0,6,368C64B0,318FC344,00000000
11,13500.0,7,36ADF58E,31B2225C,00000000
11,13500.0,8,36CC669D,31D14E74,00000000
11,13500.0,9,36E844C5,31EDD7D4,00000000
11,13500.0,10,3700FCB0,3204152F,00000000
11,13500.0,11,370CEAC0,32104C8C,00000000
11,13500.0,12,37180C6D,321BB29D,00000000
11,13500.0,13,37227B38,32266181,00000000
11,13500.0,14,372C4BE3,32306E7A,00000000
11,13500.0,15,37358F8E,3239EB10,00000000
11,13500.0,16,373E548A,3242E5EE,00000000
11,13500.0,17,3746A6E4,324B6B69,00000000
11,13500.0,18,374E90E2,32538607,00000000
11,13500.0,19,37561B52,325B3ECB,00000000
11,13500.0,20,375D4DD3,32629D84,00000000
11,13500.0,21,37642F00,3269A8F6,00000000
11,13500.0,22,376AC4A1,3270670B,00000000
11,13500.0,23,377113C2,3276DCF0,00000000
11,13500.0,24,377720DC,327D0F37,00000000
11,13500.0,25,377CEFD7,328180F1,00000000
11,13500.0,26,37814209,32845C33,00000000
11,13500.0,27,3783F051,32871AF3,00000000
11,13500.0,28,37868420,3289BE97,00000000
11,13500.0,29,3788FEAA,328C485D,00000000
11,13500.0,30,378B6101,328EB959,00000000
11,13500.0,31,378DAC13,32911282,00000000
11,13500.0,32,378FE0B2,329354AE,00000000
11,13500.0,33,3791FF92,32958095,00000000
11,13500.0,34,3794094A,329796D3,00000000
11,13500.0,35,3795FE58,329997E8,00000000
11,13500.0,36,B904DF9B,342535F0,331B0428
11,13500.0,37,398C958D,33882214,3302E18D
11,13500.0,38,385C9496,B3161C2A,3183A2D9
11,13500.0,39,38544364,B3255F0C,315B149A
11,13500.0,40,384CE426,B2A624C0,313F784E
11,13500.0,41,3845B8B1,B23549FA,31277FDB
11,13500.0,42,383E5376,B22ABF02,310CCE26
11,13500.0,43,3836BB0F,B2218B8A,30E16E99
11,13500.0,44,382F27DE,B219AE7A,30A839B6
11,13500.0,45,3827B7B1,B2130F48,3015113F
11,13500.0,46,3828F694,B261CBE6,00000000
11,13500.0,47,37CF9638,B1928FAC,00000000
11,13500.0,48,37D05070,B18F94F0,00000000
11,13500.0,49,37D0C803,B18DAB2C,00000000
12,13500.0,1,00000000,00000000,00000000
12,13500.0,2,00000000,00000000,00000000
12,13500.0,3,3504D0E5,300800EB,00000000
12,13500.0,4,360261BB,310582CC,00000000
12,13500.0,5,36565F46,315B8460,00000000
12,13500.0,6,36903FC1,3193B605,00000000
12,13500.0,7,36B177B2,31B5BA0E,00000000
12,13500.0,8,36CF983F,31D493B6,00000000
12,13500.0,9,36EB2CDA,31F0D1C4,00000000
12,13500.0,10,37024EF2,32056F8F,00000000
12,13500.0,11,370E1DE5,32118710,00000000
12,13500.0,12,371922D2,321CCFB0,00000000
12,13500.0,13,37237701,32276355,00000000
12,13500.0,14,372D2F08,32315713,00000000
12,13500.0,15,37365BDF,323ABC49,00000000
12,13500.0,16,373F0BBC,3243A185,00000000
12,13500.0,17,37474A8C,324C12FE,00000000
12,13500.0,18,374F2287,32541B2A,00000000
12,13500.0,19,37569C68,325BC2FA,00000000
12,13500.0,20,375DBFBA,32631227,00000000
12,13500.0,21,3764930F,326A0F6C,00000000
12,13500.0,22,376B1C21,3270C0A5,00000000
12,13500.0,23,37715FF1,32772AF3,00000000
12,13500.0,24,377762EF,327D52E0,00000000
12,13500.0,25,377D28BE,32819E14,00000000
12,13500.0,26,37815A0E,328474CB,00000000
12,13500.0,27,37840405,32872F20,00000000
12,13500.0,28,37869398,3289CE6F,00000000
12,13500.0,29,378909F5,328C53ED,00000000
12,13500.0,30,378B6826,328EC0AB,00000000
12,13500.0,31,378DAF17,32911599,00000000
12,13500.0,32,378FDF93,32935388,00000000
12,13500.0,33,3791FA4A,32957B2E,00000000
12,13500.0,34,3793FFD4,32978D23,00000000
12,13500.0,35,3795F0AA,329989E6,00000000
12,13500.0,36,3797CD30,329B71DB,00000000
12,13500.0,37,379995AD,329D454D,00000000
12,13500.0,38,379B4A4B,329F0466,00000000
12,13500.0,39,379CEB15,32A0AF30,00000000
12,13500.0,40,379E6B03,32A23855,00000000
12,13500.0,41,379FD78F,32A3ADA1,00000000
12,13500.0,42,37A13042,32A50E9A,00000000
12,13500.0,43,37A27461,32A65A80,00000000
12,13500.0,44,37A3A2D2,32A79033,00000000
12,13500.0,45,37A4B9EF,32A8AE03,00000000
12,13500.0,46,37A5B729,32A9B151,00000000
12,13500.0,47,37A69645,32AA95C8,00000000
12,13500.0,48,37A74F09,32AB52FB,00000000
12,13500.0,49,37A7C5AC,32ABCC77,00000000
13,13500.0,1,00000000,00000000,00000000
13,13500.0,2,00000000,00000000,00000000
13,13500.0,3,34E5B9B6,2FEB3D25,00000000
13,13500.0,4,35FC6501,310139DC,00000000
13,13500.0,5,3652735D,3157805F,00000000
13,13500.0,6,368E6796,3191D286,00000000
13,13500.0,7,36AFBA4E,31B3F1FA,00000000
13,13500.0,8,36CDF33D,31D2E499,00000000
13,13500.0,9,36E99E4A,31EF39A4,00000000
13,13500.0,10,3701920D,3204AE22,00000000
13,13500.0,11,370D6AB3,3210CF91,00000000
13,13500.0,12,371878B9,321C2182,00000000
13,13500.0,13,3722D57A,3226BDEE,00000000
13,13500.0,14,372C959E,3230B9FA,00000000
