case,dx,k,ptenh,pqenh,pqsenh,ptu,pqu,plu,pmfu,pmfub_s,pqsen,pap,paph,pgeoh,pgeo,klab
12,13500.0,17,43856988,3B63601C,3BA8FDC7,43856988,3B63601C,00000000,00000000,00000000,3BBA0ED2,47331678,472E9D0C,4784048E,4780404E,0
12,13500.0,18,4386A5CA,3B8954B8,3BC570A4,4386A5CA,3B8954B8,00000000,00000000,00000000,3BD79FEA,473BFCDA,47378FE4,4778F81C,4771CD90,0
12,13500.0,19,4387D4BD,3BA3B204,3BE2EBC4,4387D4BD,3BA3B204,00000000,00000000,00000000,3BF590D2,4744CA0D,474069D0,476AA304,4763CE73,0
12,13500.0,20,4388F5FB,3BC0BAF7,3C0049FB,4388F5FB,3BC0BAF7,00000000,00000000,00000000,3C0A06A9,474D7D88,47492A4A,475CF9E1,47567462,0
12,13500.0,21,438A0813,3BE0D286,3C0F7B39,438A0813,3BE0D286,00000000,00000000,00000000,3C1A02A1,475616BC,4751D0C6,474FEEE4,4749B27A,0
12,13500.0,22,438B0ED0,3C01DF70,3C1F669A,438B0ED0,3C01DF70,00000000,00000000,00000000,3C2AB29D,475E9510,475A5CB1,47437611,473D7D82,0
12,13500.0,23,438C0AF2,3C14BC9C,3C3002DA,438C0AF2,3C14BC9C,00000000,00000000,00000000,3C3C0BA5,4766F7E1,4762CD6E,473784F3,4731CBA9,0
12,13500.0,24,438CFD1F,3C28FB1F,3C41459F,438CFD1F,3C28FB1F,00000000,00000000,00000000,3C4E02BB,476F3E84,476B2254,472C125F,4726944E,0
12,13500.0,25,438DE5EA,3C3E937B,3C532479,438DE5EA,3C3E937B,00000000,00000000,00000000,3C608B6F,47776842,47735AB4,4721163E,471BD013,0
12,13500.0,26,438EC5CB,3C51155C,3C65931D,438EC5CB,3C51155C,00000000,00000000,00000000,3C73966A,477F7458,477B75D0,471689E7,47117922,0
12,13500.0,27,438F9D16,3C57426F,3C7881F1,438F9D16,3C57426F,00000000,00000000,00000000,3C838B61,4783B0FB,4781B970,470C685C,47078A3D,0
12,13500.0,28,43906C37,3C5C9067,3C85F28C,43906C37,3C5C9067,00000000,00000000,00000000,3C8D7F93,4787981E,4785A886,4702AC1E,46FBFC70,0
12,13500.0,29,4391338D,3C60F9BC,3C8FD7BB,4391338D,3C60F9BC,00000000,00000000,00000000,3C97A107,478B6F1C,478987B5,46F2A0A3,46E9A0F5,0
12,13500.0,30,4391F363,3C647AD3,3C99E9D2,4391F363,3C647AD3,00000000,00000000,00000000,3CA1E8C6,478F3572,478D5682,46E0A146,46D7F9F0,0
12,13500.0,31,4392AC06,3C6711F4,3CA421EB,4392AC06,3C6711F4,00000000,00000000,00000000,3CAC4FA3,4792EA95,47911463,46CF529A,46C7003E,0
12,13500.0,32,43935DB2,3C68BF2C,3CAE78EA,43935DB2,3C68BF2C,00000000,00000000,00000000,3CB6CE70,47968DEA,4794C0C7,46BEADE2,46B6AD97,0
12,13500.0,33,439408A0,3C69848E,3CB8E7A5,439408A0,3C69848E,00000000,00000000,00000000,3CC15D8B,479A1ECA,47985B0D,46AEAD4C,46A6FC8D,0
12,13500.0,34,4394ACFF,3C6965C7,3CC36689,4394ACFF,3C6965C7,00000000,00000000,00000000,3CCBF52B,479D9C7B,479BE286,469F4BCE,4697E877,0
12,13500.0,35,43954AF7,3C686822,3CCDEDC0,43954AF7,3C686822,00000000,00000000,00000000,3CD68D37,47A10632,479F5670,46908520,46896D6E,0
12,13500.0,36,4395E2A8,3C6692EB,3CD87534,4395E2A8,3C6692EB,00000000,00000000,00000000,3CE11D2C,47A45B0A,47A2B5F3,468255BB,46771088,0
12,13500.0,37,4396742D,3C63EF0F,3CE2F459,4396742D,3C63EF0F,00000000,00000000,00000000,3CEB9C38,47A79A06,47A60021,4669759A,465C6D22,0
12,13500.0,38,4396FF96,3C60879B,3CED625D,4396FF96,3C60879B,00000000,00000000,00000000,3CF6008D,47AAC205,47A933EB,464F64A9,4642ED6A,0
12,13500.0,39,439784EB,3C5C6902,3CF7B558,439784EB,3C5C6902,00000000,00000000,00000000,3D002026,47ADD1BE,47AC501F,4636762B,462A8FDA,0
12,13500.0,40,4398042E,3C57A27A,3D00F1B1,4398042E,3C57A27A,00000000,00000000,00000000,3C9B86F8,47B0C7B3,47AF535C,461EA98A,4613B363,0
12,13500.0,41,4393FD85,3C00A830,3C9CE833,4393FD85,3C00A830,00000000,00000000,00000000,3CA185CC,47B3A227,47B23C0A,4608BD3C,45FCA980,0
12,13500.0,42,43946C59,3C05756E,3CA2D78F,43946C59,3C05756E,00000000,00000000,00000000,3CA75A64,47B65F04,47B50844,45E7D886,45D429B6,0
12,13500.0,43,4394D50E,3C0A1FBF,3CA89BD3,4394D50E,3C0A1FBF,00000000,00000000,00000000,3CACFA80,47B8FBC1,47B7B5C4,45C07AE6,45ADF8E5,0
12,13500.0,44,4395375E,3C0E9E05,3CAE2A7B,4395375E,3C0E9E05,00000000,00000000,00000000,3CB25A23,47BB7530,47BA41BE,459B76E4,458A31CB,0
12,13500.0,45,439592ED,3C12E5B3,3CB37743,439592ED,3C12E5B3,00000000,00000000,00000000,3CB769E9,47BDC730,47BCA8A3,4571D966,4551F944,0
12,13500.0,46,4395E728,3C16E8E9,3CB87248,4395E728,3C16E8E9,00000000,00000000,00000000,3CBC1599,47BFEC14,47BEE5BD,45321920,45152DB9,0
12,13500.0,47,43963330,3C1A94F3,3CBD066C,43963330,3C1A94F3,00000000,00000000,00000000,3CC03EF6,47C1DB71,47C0F26C,44F084A4,44BD8EF7,0
12,13500.0,48,439695E9,3C1C23A8,3CC03EF6,439695E9,3C1C23A8,00000000,00000000,00000000,3CC3B0EE,47C386CA,47C2C476,448A9949,4440CB01,0
12,13500.0,49,4396A460,3C20B214,3CC3B0EE,4396B52B,3C2392FA,00000000,00000000,00000000,3CC5C0E4,47C4C68E,47C4491D,43D8C6DC,4358C6DC,1
13,13500.0,1,434F8000,3801CF73,00000000,434F8000,3801CF73,00000000,00000000,00000000,383EA2A0,45C56DA0,459C4000,484D0801,4840B871,0
13,13500.0,2,435B9DE1,39407E88,394FB353,435B9DE1,39407E88,00000000,00000000,00000000,3806A9D4,460BBE28,45EE9B40,483468E1,482BD77F,0
13,13500.0,3,43581022,38AC67F0,38C1E3E8,43581022,38AC67F0,00000000,00000000,00000000,380F99EF,46347860,46202EB0,4823461D,481CA34B,0
13,13500.0,4,43585E78,388938FD,38A12734,43585E78,388938FD,00000000,00000000,00000000,38A542A4,465CE468,4648C210,48160078,48106F7A,0
13,13500.0,5,435EC2E5,38F3FF12,3919745D,435EC2E5,38F3FF12,00000000,00000000,00000000,39217BA0,46828094,467106C0,480ADE7D,48060EDE,0
13,13500.0,6,43646F73,3943A7F4,3983BE69,43646F73,3943A7F4,00000000,00000000,00000000,398CC2EF,469666B6,468C7DC8,48013F40,47FA008B,0
13,13500.0,7,43698733,399129C6,39D0F49E,43698733,399129C6,00000000,00000000,00000000,39E1AAA7,46AA2402,46A04FA4,47F18297,47E9E61E,0
13,13500.0,8,436E25A7,39CAFE36,3A1BD28A,436E25A7,39CAFE36,00000000,00000000,00000000,3A29B29A,46BDB7DA,46B3F860,47E249A3,47DB6279,0
13,13500.0,9,43726021,3A078C72,3A5D6590,43726021,3A078C72,00000000,00000000,00000000,3A72BD17,46D1219A,46C77754,47D47B4D,47CE297C,0
13,13500.0,10,43764721,3A2E9910,3A9748F6,43764721,3A2E9910,00000000,00000000,00000000,3AA6C095,46E46098,46DACBE0,47C7D7AB,47C2034D,0
13,13500.0,11,4379E79A,3A619886,3AC84E36,4379E79A,3A619886,00000000,00000000,00000000,3ADDCD52,46F7741C,46EDF550,47BC2EEE,47B6C593,0
13,13500.0,12,437D4906,3A9917EA,3B018C2C,437D4906,3A9917EA,00000000,00000000,00000000,3B1073EC,47052DB5,47007974,47B15C39,47AC4F6E,0
13,13500.0,13,43803B15,3ACA061C,3B24CAFF,43803B15,3ACA061C,00000000,00000000,00000000,3B386D4D,470E8AE0,4709E1F6,47A742A3,47A286D1,0
13,13500.0,14,4381BBEC,3B01E52C,3B4E10B3,4381BBEC,3B01E52C,00000000,00000000,00000000,3B6697B2,4717D12A,471333CA,479DCB01,479956BC,0
13,13500.0,15,43832982,3B237996,3B7D25D6,43832982,3B237996,00000000,00000000,00000000,3B8D2F1B,47210026,471C6E89,4794E278,4790ADF7,0
13,13500.0,16,438485C3,3B4A000B,3B98BF76,438485C3,3B4A000B,00000000,00000000,00000000,3BA96A10,472A1768,472591C4,478C7977,47887E3A,0
13,13500.0,17,4385D235,3B75AB79,3BB51C96,4385D235,3B75AB79,00000000,00000000,00000000,3BC75E99,47331678,472E9D0C,478482FC,4780BB8A,0
13,13500.0,18,43871028,3B935097,3BD3100E,43871028,3B935097,00000000,00000000,00000000,3BE64A3D,473BFCDA,47378FE4,4779E82E,4772B785,0
13,13500.0,19,438840A5,3BAE7716,3BF1D4CF,438840A5,3BAE7716,00000000,00000000,00000000,3C02B418,4744CA0D,474069D0,476B86DC,4764AC6E,0
13,13500.0,20,438961B1,3BCC599E,3C085948,438961B1,3BCC599E,00000000,00000000,00000000,3C12D783,474D7D88,47492A4A,475DD200,475746E3,0
13,13500.0,21,438A74DF,3BED328F,3C186D8E,438A74DF,3BED328F,00000000,00000000,00000000,3C23C261,475616BC,4751D0C6,4750BBC6,474A79F5,0
13,13500.0,22,438B7CAC,3C0869AF,3C294592,438B7CAC,3C0869AF,00000000,00000000,00000000,3C356956,475E9510,475A5CB1,47443825,473E3A65,0
13,13500.0,23,438C79D1,3C1B99CD,3C3AD6B8,438C79D1,3C1B99CD,00000000,00000000,00000000,3C47C12F,4766F7E1,4762CD6E,47383CA3,47327E5A,0
13,13500.0,24,438D6CF6,3C302396,3C4D165E,438D6CF6,3C302396,00000000,00000000,00000000,3C5ABE46,476F3E84,476B2254,472CC010,47273D2E,0
13,13500.0,25,438E56B0,3C45FF00,3C5FF965,438E56B0,3C45FF00,00000000,00000000,00000000,3C6E537B,47776842,47735AB4,4721BA4D,471C6F72,0
13,13500.0,26,438F3777,3C59BB4F,3C7372E7,438F3777,3C59BB4F,00000000,00000000,00000000,3C813859,477F7458,477B75D0,47172496,47120F49,0
13,13500.0,27,43900FA0,3C604AEA,3C83B943,43900FA0,3C604AEA,00000000,00000000,00000000,3C8B841A,4783B0FB,4781B970,470CF9FC,4708177E,0
13,13500.0,28,4390DF97,3C65F883,3C8DF5AF,4390DF97,3C65F883,00000000,00000000,00000000,3C9605F5,4787981E,4785A886,47033500,46FD05C2,0
13,13500.0,29,4391A7B7,3C6ABE90,3C9867DC,4391A7B7,3C6ABE90,00000000,00000000,00000000,3CA0B6E1,478B6F1C,478987B5,46F3A185,46EA99AF,0
13,13500.0,30,43926853,3C6E9963,3CA308CA,43926853,3C6E9963,00000000,00000000,00000000,3CAB8F83,478F3572,478D5682,46E191D9,46D8E2A3,0
13,13500.0,31,439321B1,3C718733,3CADD135,439321B1,3C718733,00000000,00000000,00000000,3CB6885E,4792EA95,47911463,46D0336F,46C7D978,0
13,13500.0,32,4393D413,3C73880B,3CB8B9B0,4393D413,3C73880B,00000000,00000000,00000000,3CC199C8,47968DEA,4794C0C7,46BF7F82,46B777E1,0
13,13500.0,33,43947FAE,3C749D9E,3CC3BA8F,43947FAE,3C749D9E,00000000,00000000,00000000,3CCCBBDF,479A1ECA,47985B0D,46AF703F,46A7B86B,0
13,13500.0,34,439524B5,3C74CBB9,3CCECBFD,439524B5,3C74CBB9,00000000,00000000,00000000,3CD7E655,479D9C7B,479BE286,46A00097,4698966C,0
13,13500.0,35,4395C34D,3C741772,3CD9E59D,4395C34D,3C741772,00000000,00000000,00000000,3CE310D4,47A10632,479F5670,46912C41,468A0DFC,0
13,13500.0,36,43965B98,3C72881A,3CE4FF16,43965B98,3C72881A,00000000,00000000,00000000,3CEE323C,47A45B0A,47A2B5F3,4682EFB6,467837D8,0
13,13500.0,37,4396EDB1,3C7026A7,3CF00F56,4396EDB1,3C7026A7,00000000,00000000,00000000,3CF94157,47A79A06,47A60021,466A9042,465D7BA1,0
13,13500.0,38,439779A7,3C6CFDCA,3CFB0D03,439779A7,3C6CFDCA,00000000,00000000,00000000,3D021A1A,47AAC205,47A933EB,465066FF,4643E417,0
13,13500.0,39,4397FF86,3C691A87,3D02F71A,4397FF86,3C691A87,00000000,00000000,00000000,3D077FE8,47ADD1BE,47AC501F,4637612F,462B6FB6,0
13,13500.0,40,43987F48,3C648B48,3D0853DF,43987F48,3C648B48,00000000,00000000,00000000,3D0CCD29,47B0C7B3,47AF535C,461F7E3C,46141DBC,0
13,13500.0,41,4398F8F4,3C699ABA,3D0D97FB,4398F8F4,3C699ABA,00000000,00000000,00000000,3CA185CC,47B3A227,47B23C0A,4608BD3C,45FCA980,0
13,13500.0,42,43946C59,3C05756E,3CA2D78F,43946C59,3C05756E,00000000,00000000,00000000,3CA75A64,47B65F04,47B50844,45E7D886,45D429B6,0
13,13500.0,43,4394D50E,3C0A1FBF,3CA89BD3,4394D50E,3C0A1FBF,00000000,00000000,00000000,3CACFA80,47B8FBC1,47B7B5C4,45C07AE6,45ADF8E5,0
13,13500.0,44,4395375E,3C0E9E05,3CAE2A7B,4395375E,3C0E9E05,00000000,00000000,00000000,3CB25A23,47BB7530,47BA41BE,459B76E4,458A31CB,0
13,13500.0,45,439592ED,3C12E5B3,3CB37743,439592ED,3C12E5B3,00000000,00000000,00000000,3CB769E9,47BDC730,47BCA8A3,4571D966,4551F944,0
13,13500.0,46,4395E728,3C16E8E9,3CB87248,4395E728,3C16E8E9,00000000,00000000,00000000,3CBC1599,47BFEC14,47BEE5BD,45321920,45152DB9,0
13,13500.0,47,43963330,3C1A94F3,3CBD066C,43963330,3C1A94F3,00000000,00000000,00000000,3CC03EF6,47C1DB71,47C0F26C,44F084A4,44BD8EF7,0
13,13500.0,48,439695E9,3C1C23A8,3CC03EF6,439695E9,3C1C23A8,00000000,00000000,00000000,3CC3B0EE,47C386CA,47C2C476,448A9949,4440CB01,0
13,13500.0,49,4396A460,3C20B214,3CC3B0EE,4396B345,3C22FE5A,00000000,00000000,00000000,3CC5C0E4,47C4C68E,47C4491D,43D8C6DC,4358C6DC,1
14,13500.0,1,434D8000,37A8FFF8,00000000,434D8000,37A8FFF8,00000000,00000000,00000000,380E1A9C,45C56DA0,459C4000,484B8906,483F57DA,0
14,13500.0,2,435997E4,39111644,391F7CEC,435997E4,39111644,00000000,00000000,00000000,37C8C349,460BBE28,45EE9B40,483326B0,482AAA75,0
14,13500.0,3,435604D2,387D8A23,38931DAF,435604D2,387D8A23,00000000,00000000,00000000,37EDECF8,46347860,46202EB0,48222E39,481B960E,0
14,13500.0,4,435707F8,385B3603,3886AAFD,435707F8,385B3603,00000000,00000000,00000000,3889DE55,465CE468,4648C210,4814FDE3,480F75D7,0
14,13500.0,5,435D647B,38C27BBC,390115D3,435D647B,38C27BBC,00000000,00000000,00000000,39077AE8,46828094,467106C0,4809EDCB,480525EA,0
14,13500.0,6,43630A7B,391BBE1B,395EE934,43630A7B,391BBE1B,00000000,00000000,00000000,396D4CA7,469666B6,468C7DC8,48005E08,47F84BCB,0
14,13500.0,7,43681C81,3966DC75,39B1A4BD,43681C81,3966DC75,00000000,00000000,00000000,39BEF9A3,46AA2402,46A04FA4,47EFDB85,47E84B55,0
14,13500.0,8,436CB5B2,39A1405A,3A050667,436CB5B2,39A1405A,00000000,00000000,00000000,3A101AB7,46BDB7DA,46B3F860,47E0BB25,47D9DF26,0
14,13500.0,9,4370EB06,39D71876,3A3DAB20,4370EB06,39D71876,00000000,00000000,00000000,3A4EC00F,46D1219A,46C77754,47D30328,47CCBB99,0
14,13500.0,10,4374CCDF,3A0A553E,3A81FBEE,4374CCDF,3A0A553E,00000000,00000000,00000000,3A8E687D,46E46098,46DACBE0,47C6740B,47C0A929,0
14,13500.0,11,4378680B,3A35CD1E,3AAC84D0,4378680B,3A35CD1E,00000000,00000000,00000000,3ABDC18C,46F7741C,46EDF550,47BADE48,47B57DC8,0
14,13500.0,12,437BC5E3,3A78F6FF,3ADF230D,437BC5E3,3A78F6FF,00000000,00000000,00000000,3AF6D208,47052DB5,47007974,47B01D48,47AB18CD,0
14,13500.0,13,437EECAA,3AA620E8,3B0DD1CE,437EECAA,3AA620E8,00000000,00000000,00000000,3B1DAAC0,470E8AE0,4709E1F6,47A61450,47A16056,0
14,13500.0,14,4380F3BE,3AD79E8F,3B3175A8,4380F3BE,3AD79E8F,00000000,00000000,00000000,3B459913,4717D12A,471333CA,479CAC5C,47983F84,0
14,13500.0,15,43825DD1,3B08B9C1,3B5A6D61,43825DD1,3B08B9C1,00000000,00000000,00000000,3B72DA3A,47210026,471C6E89,4793D2AD,478FA53E,0
14,13500.0,16,4383B691,3B2A0B78,3B843246,4383B691,3B2A0B78,00000000,00000000,00000000,3B9264FB,472A1768,472591C4,478B77D0,47878354,0
14,13500.0,17,4384FF8F,3B4FF6CF,3B9D5F96,4384FF8F,3B4FF6CF,00000000,00000000,00000000,3BAD3F9D,47331678,472E9D0C,47838ED7,477F9BBB,0
14,13500.0,18,43863A20,3B7AA38B,3BB84E56,43863A20,3B7AA38B,00000000,00000000,00000000,3BC968BA,473BFCDA,47378FE4,477819C6,4770F58D,0
14,13500.0,19,43876762,3B9515C8,3BD46CCD,43876762,3B9515C8,00000000,00000000,00000000,3BE63066,4744CA0D,474069D0,4769D155,476302E5,0
14,13500.0,20,438887FB,3BAF4046,3BF0FE3A,438887FB,3BAF4046,00000000,00000000,00000000,3C01901D,474D7D88,47492A4A,475C3474,4755B4EB,0
14,13500.0,21,438999AD,3BCC0A13,3C06E20E,438999AD,3BCC0A13,00000000,00000000,00000000,3C10A49F,475616BC,4751D0C6,474F3562,4748FEC9,0
14,13500.0,22,438A9F49,3BEB70D9,3C15E81A,438A9F49,3BEB70D9,00000000,00000000,00000000,3C206455,475E9510,475A5CB1,4742C82E,473CD54C,0
14,13500.0,23,438B9A53,3C06ACD8,3C259611,438B9A53,3C06ACD8,00000000,00000000,00000000,3C30C4F4,4766F7E1,4762CD6E,4736E26B,47312EB1,0
14,13500.0,24,438C8B6D,3C18DD5A,3C35E242,438C8B6D,3C18DD5A,00000000,00000000,00000000,3C41BC06,476F3E84,476B2254,472B7AF9,4726025E,0
14,13500.0,25,438D732D,3C2C436C,3C46C2D4,438D732D,3C2C436C,00000000,00000000,00000000,3C533D78,47776842,47735AB4,472089C5,471B4900,0
14,13500.0,26,438E5208,3C3BFB95,3C582BBF,438E5208,3C3BFB95,00000000,00000000,00000000,3C653B4E,477F7458,477B75D0,4716083A,4710FCB4,0
14,13500.0,27,438F2857,3C40ED24,3C6A0EF8,438F2857,3C40ED24,00000000,00000000,00000000,3C77A8FD,4783B0FB,4781B970,470BF12E,4707182B,0
14,13500.0,28,438FF684,3C4501C8,3C7C60DF,438FF684,3C4501C8,00000000,00000000,00000000,3C853D00,4787981E,4785A886,47023F28,46FB2C76,0
14,13500.0,29,4390BCEB,3C4834C1,3C878A93,4390BCEB,3C4834C1,00000000,00000000,00000000,3C8ED0AF,478B6F1C,478987B5,46F1DA9E,46E8E49D,0
14,13500.0,30,43917BDD,3C4A831F,3C910F82,43917BDD,3C4A831F,00000000,00000000,00000000,3C9888FE,478F3572,478D5682,46DFEE9D,46D750B4,0
14,13500.0,31,439233A0,3C4BEBDD,3C9AB8BC,439233A0,3C4BEBDD,00000000,00000000,00000000,3CA25F34,4792EA95,47911463,46CEB2CA,46C66998,0
14,13500.0,32,4392E475,3C4C6FCC,3CA47FA0,4392E475,3C4C6FCC,00000000,00000000,00000000,3CAC4C53,47968DEA,4794C0C7,46BE2066,46B62904,0
14,13500.0,33,43938E93,3C4C115C,3CAE5D35,43938E93,3C4C115C,00000000,00000000,00000000,3CB64926,479A1ECA,47985B0D,46AE31A2,46A6898B,0
14,13500.0,34,43943227,3C4AD49A,3CB84A3D,43943227,3C4AD49A,00000000,00000000,00000000,3CC04E37,479D9C7B,479BE286,469EE173,46978684,0
14,13500.0,35,4394CF5C,3C48BF95,3CC23F57,4394CF5C,3C48BF95,00000000,00000000,00000000,3CCA53FA,47A10632,479F5670,46902B93,46891C07,0
14,13500.0,36,43956651,3C45DA0A,3CCC34DF,43956651,3C45DA0A,00000000,00000000,00000000,3CD45251,47A45B0A,47A2B5F3,46820C7C,46768DD2,0
14,13500.0,37,4395F720,3C422DC3,3CD622DE,4395F720,3C422DC3,00000000,00000000,00000000,3CDE40C2,47A79A06,47A60021,466902AD,465C0977,0
14,13500.0,38,439681DA,3C3DC5AF,3CE0009C,439681DA,3C3DC5AF,00000000,00000000,00000000,3CE81633,47AAC205,47A933EB,464F1040,4642A7BB,0
14,13500.0,39,43970686,3C38AF4E,3CE9C509,43970686,3C38AF4E,00000000,00000000,00000000,3CF1C8EA,47ADD1BE,47AC501F,46363F36,462A6713,0
14,13500.0,40,43978525,3C32F9FE,3CF3665D,43978525,3C32F9FE,00000000,00000000,00000000,3C9B9073,47B0C7B3,47AF535C,461E8EF0,46139A64,0
14,13500.0,41,4393FE01,3BE21A03,3C9CF17C,4393FE01,3BE21A03,00000000,00000000,00000000,3CA18E42,47B3A227,47B23C0A,4608A5D9,45FC7DE5,0
14,13500.0,42,43946CC4,3BEA7C3B,3CA2DFCC,43946CC4,3BEA7C3B,00000000,00000000,00000000,3CA761AF,47B65F04,47B50844,45E7B01A,45D4046A,0
14,13500.0,43,4394D566,3BF2A0B4,3CA8A2DE,4394D566,3BF2A0B4,00000000,00000000,00000000,3CAD00B1,47B8FBC1,47B7B5C4,45C058BB,45ADD9C7,0
14,13500.0,44,439537A6,3BFA77D3,3CAE3070,439537A6,3BFA77D3,00000000,00000000,00000000,3CB25F29,47BB7530,47BA41BE,459B5AD4,458A18AE,0
14,13500.0,45,43959326,3C00F744,3CB37C12,43959326,3C00F744,00000000,00000000,00000000,3CB76DC1,47BDC730,47BCA8A3,4571AD10,4551D28A,0
14,13500.0,46,4395E752,3C047616,3CB875E2,4395E752,3C047616,00000000,00000000,00000000,3CBC1837,47BFEC14,47BEE5BD,4531F803,451511D9,0
14,13500.0,47,4396334D,3C07A7EA,3CBD08D5,4396334D,3C07A7EA,00000000,00000000,00000000,3CC04090,47C1DB71,47C0F26C,44F0575D,44BD6B26,0
14,13500.0,48,439695F1,3C08CA12,3CC04090,439695F1,3C08CA12,00000000,00000000,00000000,3CC3B18E,47C386CA,47C2C476,448A7EED,4440A643,0
14,13500.0,49,4396A466,3C0CC7FF,3CC3B18E,4396BB0C,3C0F5E9A,00000000,00000000,00000000,3CC5C0E4,47C4C68E,47C4491D,43D89D56,43589D56,1
15,13500.0,1,43758000,39A594C3,00000000,43758000,39A594C3,00000000,00000000,00000000,3B9B2AD4,45C56DA0,459C4000,485EB46A,4850230C,0
15,13500.0,2,437C404A,3B539994,3BFA9E52,437C404A,3B539994,00000000,00000000,00000000,3B5B08DD,460BBE28,45EE9B40,484191AF,48376E4F,0
15,13500.0,3,437AFD8B,3AFE7877,3BA5D87B,437AFD8B,3AFE7877,00000000,00000000,00000000,3B2986C5,46347860,46202EB0,482D4AED,48258622,0
15,13500.0,4,437A2F95,3AAC4520,3B7463F5,437A2F95,3AAC4520,00000000,00000000,00000000,3B3C1C68,465CE468,4648C210,481DC159,48176358,0
15,13500.0,5,437C4D18,3A95FDE2,3B7AFB01,437C4D18,3A95FDE2,00000000,00000000,00000000,3B6BEAF1,46828094,467106C0,48110558,480B97CD,0
15,13500.0,6,437F7F77,3A933356,3B937838,437F7F77,3A933356,00000000,00000000,00000000,3B8FCFD5,469666B6,468C7DC8,48062A42,48016E52,0
15,13500.0,7,43813666,3A913097,3BAB9A5C,43813666,3A913097,00000000,00000000,00000000,3BAAF104,46AA2402,46A04FA4,47F964C3,47F0FEA9,0
15,13500.0,8,43828ED0,3A8F8EAB,3BC51F54,43828ED0,3A8F8EAB,00000000,00000000,00000000,3BC69E26,46BDB7DA,46B3F860,47E8988E,47E10C64,0
15,13500.0,9,4383CC7F,3A8E427B,3BDF4A62,4383CC7F,3A8E427B,00000000,00000000,00000000,3BE233E0,46D1219A,46C77754,47D98037,47D2A5F0,0
15,13500.0,10,4384F2A9,3A8D4447,3BF976C7,4384F2A9,3A8D4447,00000000,00000000,00000000,3BFD25BE,46E46098,46DACBE0,47CBCBA7,47C58590,0
15,13500.0,11,4386041C,3A8CB100,3C098AA1,4386041C,3A8CB100,00000000,00000000,00000000,3C0B7ED7,46F7741C,46EDF550,47BF3F77,47B976DC,0
15,13500.0,12,4387034A,3A91EDB9,3C15D646,4387034A,3A91EDB9,00000000,00000000,00000000,3C17ACBC,47052DB5,47007974,47B3AE42,47AE5171,0
15,13500.0,13,4387F224,3A979C64,3C21674D,4387F224,3A979C64,00000000,00000000,00000000,3C22F405,470E8AE0,4709E1F6,47A8F4A2,47A3F586,0
15,13500.0,14,4388D150,3A9CFD4E,3C2BFF21,4388D150,3A9CFD4E,00000000,00000000,00000000,3C2D5B15,4717D12A,471333CA,479EF669,479A499A,0
15,13500.0,15,4389A06E,3AA42DDC,3C35E97A,4389A06E,3AA42DDC,00000000,00000000,00000000,3C37736F,47210026,471C6E89,47959CCA,479138ED,0
15,13500.0,16,438A635E,3AAC0EBC,3C3F9561,438A635E,3AAC0EBC,00000000,00000000,00000000,3C414EA8,472A1768,472591C4,478CD511,4788B25F,0
15,13500.0,17,438B1BB3,3AB45D02,3C490D50,438B1BB3,3AB45D02,00000000,00000000,00000000,3C4AED7D,47331678,472E9D0C,47848FAD,4780A7A1,0
15,13500.0,18,438BCA61,3ABD051F,3C5250B3,438BCA61,3ABD051F,00000000,00000000,00000000,3C5450E8,473BFCDA,47378FE4,47797F2B,4772194D,0
15,13500.0,19,438C703E,3AC5F71F,3C5B5F83,438C703E,3AC5F71F,00000000,00000000,00000000,3C5D79E4,4744CA0D,474069D0,476AB370,4763AE56,0
15,13500.0,20,438D0E03,3ACF258B,3C6439F1,438D0E03,3ACF258B,00000000,00000000,00000000,3C666993,474D7D88,47492A4A,475CA93F,4755FCC6,0
15,13500.0,21,438DA453,3AD88483,3C6CE06B,438DA453,3AD88483,00000000,00000000,00000000,3C6F20BA,475616BC,4751D0C6,474F504C,4748F565,0
15,13500.0,22,438E33BA,3AE20904,3C755315,438E33BA,3AE20904,00000000,00000000,00000000,3C77A049,475E9510,475A5CB1,47429A7E,473C8B04,0
15,13500.0,23,438EBCB4,3AEBA96F,3C7D9254,438EBCB4,3AEBA96F,00000000,00000000,00000000,3C7FE929,4766F7E1,4762CD6E,47367B8B,4730B21F,0
15,13500.0,24,438F3FAE,3AF55DFD,3C82CF5A,438F3FAE,3AF55DFD,00000000,00000000,00000000,3C83FE22,476F3E84,476B2254,472AE8B4,4725609B,0
15,13500.0,25,438FBD09,3AFF1DBB,3C86BC48,438FBD09,3AFF1DBB,00000000,00000000,00000000,3C87ED31,47776842,47735AB4,471FD881,471A8D87,0
15,13500.0,26,43903520,3B0755B4,3C8A9044,43903520,3B0755B4,00000000,00000000,00000000,3C8BC240,477F7458,477B75D0,4715428D,471030F3,0
15,13500.0,27,4390A83E,3B13CBA1,3C8E4B9B,4390A83E,3B13CBA1,00000000,00000000,00000000,3C8F7D80,4783B0FB,4781B970,470B1F58,470643DB,0
15,13500.0,28,439116A5,3B205234,3C91EE51,439116A5,3B205234,00000000,00000000,00000000,3C931F3A,4787981E,4785A886,4701685F,46F9803C,0
15,13500.0,29,43918092,3B2CE100,3C957896,43918092,3B2CE100,00000000,00000000,00000000,3C96A7A7,478B6F1C,478987B5,46F02FB9,46E74087,0
