case,dx,k,prsl,ghtl,omg,tf,qvf,qcf,qif,uf,vf,qvftenz,thftenz,prsi,ghti
4,1500.0,20,474D7D88,45AB7997,BEB4E123,43861ACB,3B76697D,00000000,00000000,417A4ADF,00000000,B32BFCAE,B827F4C2,47492A4A,45B0A611
4,1500.0,21,475616BC,45A15AFC,BEB42F7E,43872226,3B8FB0C0,00000000,00000000,417029D8,00000000,B33115CB,B82CEF48,4751D0C6,45A64D1D
4,1500.0,22,475E9510,4597ACEE,BEB28770,43881E3B,3BA5E888,00000000,00000000,416677D0,00000000,B335F70A,B831B340,475A5CB1,459C68DC
4,1500.0,23,4766F7E1,458E67A2,BEAFFC4A,43890FCC,3BBDD7CD,00000000,00000000,415D2D53,00000000,B33AA42B,B8364453,4762CD6E,4592F101
4,1500.0,24,476F3E84,4585843D,BEACA0F1,4389F783,3BD777C1,00000000,00000000,415443CE,00000000,B33F2080,B83AA5BD,476B2254,4589DE43
4,1500.0,25,47776842,4579F984,BEA889B5,438AD5F6,3BF05981,00000000,00000000,414BB58E,00000000,B3436EE3,B83EDA4A,47735AB4,45812A37
4,1500.0,26,477F7458,456997E6,BEA3C8AF,438BABA6,3C0402E1,00000000,00000000,41437D8A,00000000,B34791DF,B842E474,477B75D0,45719E99
4,1500.0,27,4783B0FB,4559DA4A,BE9E6D45,438C790A,3C104E53,00000000,00000000,413B973E,00000000,B34B8BBB,B846C675,4781B970,45619132
4,1500.0,28,4787981E,454AB85E,BE9887FA,438D3E89,3C1D07C7,00000000,00000000,4133FEA4,00000000,B34F5E7A,B84A8244,4785A886,45522363
4,1500.0,29,478B6F1C,453C2ABA,BE9228B0,438DFC81,3C2A279D,00000000,00000000,412CB030,00000000,B3530BE8,B84E19A1,478987B5,45434D59
4,1500.0,30,478F3572,452E2ADD,BE8B5EAA,438EB342,3C37A56C,00000000,00000000,4125A8C4,00000000,B3569596,B8518E15,478D5682,4535081C
4,1500.0,31,4792EA95,4520B30A,BE843893,438F6314,3C45785F,00000000,00000000,411EE59D,00000000,B359FCE8,B854E0FB,47911463,45274D9E
4,1500.0,32,47968DEA,4513BE3A,BE798908,43900C35,3C5396EF,00000000,00000000,41186459,00000000,B35D4310,B858137E,4794C0C7,451A1876
4,1500.0,33,479A1ECA,45074814,BE6A2023,4390AEDA,3C61F6E2,00000000,00000000,411222E8,00000000,B3606917,B85B26A1,47985B0D,450D63FD
4,1500.0,34,479D9C7B,44F699CA,BE5A50AA,43914B32,3C708D82,00000000,00000000,410C1F8D,00000000,B3636FE0,B85E1B41,479BE286,45012C2C
4,1500.0,35,47A10632,44DF932C,BE4A33FF,4391E160,3C7F4EE3,00000000,00000000,410658DC,00000000,B3665820,B860F20F,479F5670,44EADB3D
4,1500.0,36,47A45B0A,44C97751,BE39E2C1,43927182,3C87173A,00000000,00000000,4100CDB4,00000000,B3692269,B863AB9A,47A2B5F3,44D44B1B
4,1500.0,37,47A79A06,44B4427C,BE297512,4392FBAC,3C8E8F3B,00000000,00000000,40F6FA98,00000000,B36BCF20,B8664845,47A60021,44BEA387
4,1500.0,38,47AAC205,449FF240,BE1902B2,43937FEB,3C960813,00000000,00000000,40ECCE5E,00000000,B36E5E80,B868C849,47A933EB,44A9E171
4,1500.0,39,47ADD1BE,448C8594,BE08A34E,4393FE40,3C9D7977,00000000,00000000,40E31695,00000000,B370D092,B86B2BAF,47AC501F,4496030E
4,1500.0,40,47B0C7B3,4473FA2F,BDF0DFE5,439476A2,3CA45B84,00000000,00000000,40D9D402,00000000,B3732526,B86D7247,47AF535C,4483081B
4,1500.0,41,47B3A227,4450B67A,BDD10094,4394E8F9,3CAAE086,00000000,00000000,40D10866,00000000,B3755BC8,B86F9BA2,47B23C0A,4461E428
4,1500.0,42,47B65F04,442F494A,BDB1DAB3,4395551F,3CB13BA8,00000000,00000000,40C8B6BA,00000000,B37773BB,B871A705,47B50844,443F88CC
4,1500.0,43,47B8FBC1,440FC16A,BD93A563,4395BAD7,3CB7616D,00000000,00000000,40C0E399,00000000,B3796BD6,B873934F,47B7B5C4,441F09C7
4,1500.0,44,47BB7530,43E46AAB,BD6D3C27,439619C9,3CBD4445,00000000,00000000,40B995EB,00000000,B37B425B,B8755ECD,47BA41BE,4400790E
4,1500.0,45,47BDC730,43AD8D54,BD361956,4396716E,3CC2D2E6,00000000,00000000,40B2D7FE,00000000,B37CF4B3,B87706F7,47BCA8A3,43C7E33A
4,1500.0,46,47BFEC14,4376A26F,BD0295AA,4396C0F8,3CC7F66C,00000000,00000000,40ACB9BB,00000000,B37E7EDC,B87887E3,47BEE5BD,4393376E
4,1500.0,47,47C1DB71,431CB697,BCA74D72,4397070F,3CCC8CE1,00000000,00000000,40A75573,00000000,B37FDA38,B879DB1B,47C0F26C,4346D602
4,1500.0,48,47C386CA,429F6671,BC2B5A6E,4397411E,3CD05ADC,00000000,00000000,40A2DE29,00000000,B3807CF8,B87AF415,47C2C476,42E52E57
4,1500.0,49,47C4C68E,41B33D16,BB41B38B,43976666,3CD2A317,00000000,00000000,40A00000,00000000,B380D959,B87BA882,47C4491D,42333D16
5,1500.0,1,45C56DA0,4698AB5E,80000000,43470000,37042470,00000000,00000000,42267973,00000000,00000000,00000000,459C4000,46A24C23
5,1500.0,2,460BBE28,46885733,80000000,43470000,36BAB020,00000000,00000000,4218C04E,00000000,00000000,00000000,45EE9B40,468F0A9A
5,1500.0,3,46347860,4678C1E4,BC0C30F3,434BE4EA,37138D27,00000000,00000000,420DF9F4,00000000,30815B3F,357CA637,46202EB0,4681A3CC
5,1500.0,4,465CE468,466568B4,BD0EF791,43533CCE,37A39F47,00000000,00000000,4204F03E,00000000,3121B8E8,361DEE92,4648C210,466E3C30
5,1500.0,5,46828094,4654F460,BD90147C,43599592,381A22C6,00000000,00000000,41FA410F,00000000,317598A9,366FD714,467106C0,465C9538
5,1500.0,6,469666B6,46469812,BDD94F23,435F2F7E,3881BCB6,00000000,00000000,41EC7768,00000000,319FCF2B,369C1050,468C7DC8,464D5388
5,1500.0,7,46AA2402,4639D3F0,BE103CA5,436434A8,38C93C07,00000000,00000000,41E01BEE,00000000,31C0FB0D,36BC752A,46A04FA4,463FDC9B
5,1500.0,8,46BDB7DA,462E5263,BE31E9EE,4368C231,3912B34C,00000000,00000000,41D4E6EA,00000000,31DF1084,36D9D621,46B3F860,4633CB46
5,1500.0,9,46D1219A,4623D710,BE512172,436CED2E,394BD182,00000000,00000000,41CAA47B,00000000,31FA9AC9,36F4BB28,46C77754,4628D980
5,1500.0,10,46E46098,461A35AE,BE6D8BDE,4370C564,3999FC2B,00000000,00000000,41C12DCF,00000000,320A010C,3706C506,46DACBE0,461ED4A0
5,1500.0,11,46F7741C,46114CB6,BE837CDD,437456F2,39E51B31,00000000,00000000,41B86510,00000000,3215CB45,37124881,46EDF550,461596BC
5,1500.0,12,47052DB5,46090224,BE8EABA0,4377AB5E,3A220A07,00000000,00000000,41B032C9,00000000,3220CB86,371D06C1,47007974,460D02B1
5,1500.0,13,470E8AE0,46014158,BE9851DD,437ACA4C,3A5C4EC0,00000000,00000000,41A88431,00000000,322B1B0C,37271869,4709E1F6,46050198
5,1500.0,14,4717D12A,45F3F356,BEA07615,437DB9F2,3A910C47,00000000,00000000,41A149FA,00000000,3234CE5B,37309185,471333CA,45FB022E
5,1500.0,15,47210026,45E63AFC,BEA72396,43803FB8,3ABA032F,00000000,00000000,419A778A,00000000,323DF663,3739829C,471C6E89,45ECE47D
5,1500.0,16,472A1768,45D94302,BEAC690A,43818F87,3AE94D17,00000000,00000000,41940254,00000000,3246A14B,3741F983,472591C4,45DF917A
5,1500.0,17,47331678,45CCF871,BEB0575A,4382CE34,3B0F8E90,00000000,00000000,418DE175,00000000,324EDAFF,374A01DD,472E9D0C,45D2F48A
5,1500.0,18,473BFCDA,45C14B38,BEB300E0,4383FD49,3B2DCCBC,00000000,00000000,41880D5C,00000000,3256ADA7,3751A594,47378FE4,45C6FC58
5,1500.0,19,4744CA0D,45B62D99,BEB478DD,43851E18,3B4F6DF4,00000000,00000000,41827F8B,00000000,325E21FB,3758ED2F,474069D0,45BB9A17
5,1500.0,20,474D7D88,45AB93C4,BEB4D2F3,438631C4,3B747932,00000000,00000000,417A64CA,00000000,32653F84,375FE006,47492A4A,45B0C11B
5,1500.0,21,475616BC,45A1737B,BEB422EB,4387394A,3B8E77EA,00000000,00000000,41704216,00000000,326C0CCA,3766847D,4751D0C6,45A6666D
5,1500.0,22,475E9510,4597C3D4,BEB27C60,43883588,3BA46718,00000000,00000000,41668E77,00000000,32728F84,376CE027,475A5CB1,459C8089
5,1500.0,23,4766F7E1,458E7D04,BEAFF2A4,43892740,3BBC05C2,00000000,00000000,415D4278,00000000,3278CCB5,3772F7E9,4762CD6E,45930720
5,1500.0,24,476F3E84,45859830,BEAC9898,438A0F1D,3BD54D29,00000000,00000000,41545783,00000000,327EC8C6,3778D011,476B2254,4589F2E9
5,1500.0,25,47776842,457A1EAC,BEA8827A,438AEDB3,3BEDEFDA,00000000,00000000,414BC7E6,00000000,328243C5,377E6C5D,47735AB4,45813D76
5,1500.0,26,477F7458,4569BA74,BEA3C26B,438BC385,3C02B3C7,00000000,00000000,41438E96,00000000,32850633,3781E80E,477B75D0,4571C26D
5,1500.0,27,4783B0FB,4559FA5C,BE9E67DD,438C9109,3C0EE445,00000000,00000000,413BA70A,00000000,3287AD30,37847F21,4781B970,4561B27B
5,1500.0,28,4787981E,454AD610,BE98835A,438D56A7,3C1B8239,00000000,00000000,41340D41,00000000,328A3A16,3786FCB9,4785A886,4552423E
5,1500.0,29,478B6F1C,453C4628,BE9224BE,438E14BD,3C28861B,00000000,00000000,412CBDA9,00000000,328CAE16,37896202,478987B5,454369E2
5,1500.0,30,478F3572,452E4420,BE8B5B53,438ECB9A,3C35E777,00000000,00000000,4125B528,00000000,328F0A3C,378BAFFE,478D5682,4535226E
5,1500.0,31,4792EA95,4520CA3C,BE8435C5,438F7B87,3C439DA3,00000000,00000000,411EF0F8,00000000,32914F76,378DE799,47911463,452765D2
5,1500.0,32,47968DEA,4513D372,BE798459,439024C1,3C519F11,00000000,00000000,41186EB8,00000000,32937E90,37900998,4794C0C7,451A2EA5
5,1500.0,33,479A1ECA,45075B6A,BE6A1C44,4390C77F,3C5FE1D0,00000000,00000000,41122C55,00000000,3295983C,379216AA,47985B0D,450D783E
5,1500.0,34,479D9C7B,44F6BCDE,BE5A4D7B,439163EE,3C6E5B05,00000000,00000000,410C2814,00000000,32979D0E,37940F60,479BE286,45013E96
5,1500.0,35,47A10632,44DFB2D2,BE4A316B,4391FA32,3C7CFEF1,00000000,00000000,41066088,00000000,32998D82,3795F431,479F5670,44EAFC8F
5,1500.0,36,47A45B0A,44C993B2,BE39E0AF,43928A69,3C85E095,00000000,00000000,4100D490,00000000,329B69F9,3797C57D,47A2B5F3,44D46914
5,1500.0,37,47A79A06,44B45BC1,BE29736C,439314A8,3C8D4A0E,00000000,00000000,40F706C2,00000000,329D32B6,37998386,47A60021,44BEBE50
5,1500.0,38,47AAC205,44A00890,BE190167,439398FA,3C94B46D,00000000,00000000,40ECD90D,00000000,329EE7E0,379B2E71,47A933EB,44A9F932
5,1500.0,39,47ADD1BE,448C9916,BE08A24B,43941762,3C9C179D,00000000,00000000,40E31FDF,00000000,32A0897D,379CC644,47AC501F,449617ED
5,1500.0,40,47B0C7B3,44741BE2,BDF0DE63,43948FD4,3CA2EAA3,00000000,00000000,40D9DBFA,00000000,32A2176E,379E4AE1,47AF535C,44831A3F
5,1500.0,41,47B3A227,4450D32A,BDD0FF7D,4395023B,3CA95F79,00000000,00000000,40D10F1E,00000000,32A39165,379FBBFC,47B23C0A,44620346
5,1500.0,42,47B65F04,442F6144,BDB1D9F1,43956E70,3CAFAACC,00000000,00000000,40C8BC48,00000000,32A4F6E4,37A1191A,47B50844,443FA30E
5,1500.0,43,47B8FBC1,440FD4FE,BD93A4E2,4395D437,3CB5C151,00000000,00000000,40C0E811,00000000,32A64724,37A26179,47B7B5C4,441F1F7B
5,1500.0,44,47BB7530,43E489A5,BD6D3B88,43963336,3CBB9572,00000000,00000000,40B99961,00000000,32A780FE,37A393F8,47BA41BE,44008A82
5,1500.0,45,47BDC730,43ADA4C6,BD361901,43968AE7,3CC1162B,00000000,00000000,40B2DA88,00000000,32A8A2B5,37A4AEE5,47BCA8A3,43C7FE46
5,1500.0,46,47BFEC14,4376C3A2,BD029582,4396DA7B,3CC62CB6,00000000,00000000,40ACBB70,00000000,32A9A99F,37A5AFA5,47BEE5BD,43934B46
5,1500.0,47,47C1DB71,431CCB9E,BCA74D54,4397209C,3CCAB7AC,00000000,00000000,40A7566F,00000000,32AA9151,37A691E9,47C0F26C,4346F0B8
5,1500.0,48,47C386CA,429F7BC6,BC2B5A5F,43975AB3,3CCE7C0F,00000000,00000000,40A2DE8B,00000000,32AB513A,37A74D53,47C2C476,42E54D08
5,1500.0,49,47C4C68E,41B35509,BB41B38A,43978000,3CD0BE76,00000000,00000000,40A00000,00000000,32ABCC77,37A7C5AC,47C4491D,42335509
6,1500.0,1,45C56DA0,469C83C4,80000000,435D4000,391DFB70,00000000,00000000,42294F08,00000000,00000000,00000000,459C4000,46A7385B
6,1500.0,2,460BBE28,468A5BDC,80000000,435D4000,38DF24D2,00000000,00000000,421A0CD8,00000000,00000000,00000000,45EE9B40,4691CF2D
6,1500.0,3,46347860,467A65F6,80000000,435D4000,38ACC38C,00000000,00000000,420E5B90,00000000,00000000,00000000,46202EB0,4682E88B
6,1500.0,4,465CE468,4665BC2E,80000000,435D4000,388D233E,00000000,00000000,4204E41D,00000000,00000000,00000000,4648C210,466EFAD5
6,1500.0,5,46828094,4654BBC3,80000000,435D4000,386EE17C,00000000,00000000,41F9E55F,00000000,00000000,00000000,467106C0,465C7D88
6,1500.0,6,469666B6,46464157,BBB05469,435ED267,3878D604,00000000,00000000,41EC2179,00000000,2FD4B6D1,34CFBA88,468C7DC8,464CF9FE
6,1500.0,7,46AA2402,4639828B,BCFAF817,4363D578,38C13695,00000000,00000000,41DFCB2A,00000000,30DEBD3A,35D984CA,46A04FA4,463F88B0
6,1500.0,8,46BDB7DA,462E05CC,BD92CE7F,4368611A,390CFF08,00000000,00000000,41D49AD5,00000000,313C4226,3637D898,46B3F860,46337C66
6,1500.0,9,46D1219A,46238EDC,BDE795A8,436C8A58,39441101,00000000,00000000,41CA5CB1,00000000,318152AE,367C957B,46C77754,46288F33
6,1500.0,10,46E46098,4619F181,BE1D36F0,437060F2,39953AE2,00000000,00000000,41C0E9FA,00000000,31A1C951,369DFE99,46DACBE0,461E8E84
6,1500.0,11,46F7741C,46110C45,BE44B338,4373F101,39DE7756,00000000,00000000,41B824EA,00000000,31BFEB4A,36BB6BC6,46EDF550,4615547E
6,1500.0,12,47052DB5,4608C52E,BE698DFC,43774408,3A1D95AB,00000000,00000000,41AFF614,00000000,31DC0918,36D6E0E1,47007974,460CC40C
6,1500.0,13,470E8AE0,460107A2,BE85A637,437A61A6,3A5684FC,00000000,00000000,41A84AB7,00000000,31F66329,36F09CD6,4709E1F6,4604C64F
6,1500.0,14,4717D12A,45F3860D,BE94CF45,437D500F,3A8D62AF,00000000,00000000,41A1138C,00000000,320796FC,37046972,471333CA,45FA91EC
6,1500.0,15,47210026,45E5D37E,BEA22ADA,43800A30,3AB57A7D,00000000,00000000,419A43FF,00000000,32134A64,370FD6A5,471C6E89,45EC7A2E
6,1500.0,16,472A1768,45D8E102,BEADAE9E,43815971,3AE3CAF4,00000000,00000000,4193D184,00000000,321E5DE3,371AA7AF,472591C4,45DF2CCD
6,1500.0,17,47331678,45CC9BA8,BEB75A27,43829797,3B0C43A2,00000000,00000000,418DB342,00000000,3228E0B4,3724EB70,472E9D0C,45D29536
6,1500.0,18,473BFCDA,45C0F368,BEBF34BE,4383C62A,3B29EAC7,00000000,00000000,4187E1A5,00000000,3232DFD7,372EAE97,47378FE4,45C6A21B
6,1500.0,19,4744CA0D,45B5DA8B,BEC54B79,4384E67D,3B4AE822,00000000,00000000,41825636,00000000,323C6668,3737FC01,474069D0,45BB44B6
6,1500.0,20,474D7D88,45AB4544,BEC9AFC3,4385F9B2,3B6F42D2,00000000,00000000,417A16B0,00000000,32457E0C,3740DD17,47492A4A,45B07060
6,1500.0,21,475616BC,45A12958,BECC7632,438700C7,3B8B7E60,00000000,00000000,416FF85D,00000000,324E2F20,37495A05,4751D0C6,45A61A27
6,1500.0,22,475E9510,45977DE4,BECDB59F,4387FC97,3BA10915,00000000,00000000,416648F3,00000000,325680EB,375179E5,475A5CB1,459C388A
6,1500.0,23,4766F7E1,458E3B1C,BECD8663,4388EDE6,3BB83D87,00000000,00000000,415D0101,00000000,325E79D7,375942FC,4762CD6E,4592C33D
6,1500.0,24,476F3E84,45855A2A,BECC01D0,4389D55D,3BD11500,00000000,00000000,415419F5,00000000,32661F87,3760BAC9,476B2254,4589B2FB
6,1500.0,25,47776842,4579AA22,BEC943F7,438AB391,3BE926C0,00000000,00000000,414B8E1E,00000000,326D76DE,3767E615,47735AB4,45810159
6,1500.0,26,477F7458,45694D2A,BEC566FC,438B8904,3C001506,00000000,00000000,41435873,00000000,32748430,376EC916,477B75D0,45715193
6,1500.0,27,4783B0FB,45599412,BEC082A9,438C562D,3C0C0932,00000000,00000000,413B746D,00000000,327B4B60,3775679B,4781B970,456148C0
6,1500.0,28,4787981E,454A768A,BEBAB059,438D1B73,3C1868CA,00000000,00000000,4133DE0C,00000000,3280E7EF,377BC4FE,4785A886,4551DF64
6,1500.0,29,478B6F1C,453BED2C,BEB408C9,438DD933,3C252C4F,00000000,00000000,412C91C0,00000000,32840A5C,3780F21E,478987B5,45430DAF
6,1500.0,30,478F3572,452DF179,BEACA426,438E8FBD,3C324B8D,00000000,00000000,41258C6F,00000000,32870E4D,3783E3F7,478D5682,4534CCAA
6,1500.0,31,4792EA95,45207DB4,BEA499DA,438F3F59,3C3FBDE3,00000000,00000000,411ECB54,00000000,3289F4F2,3786B934,47911463,45271648
6,1500.0,32,47968DEA,45138CD8,BE9C0082,438FE846,3C4D7A26,00000000,00000000,41184C10,00000000,328CBF51,378972D5,4794C0C7,4519E521
6,1500.0,33,479A1ECA,45071A8C,BE92EE01,43908AB9,3C5B7662,00000000,00000000,41120C90,00000000,328F6E4B,378C11B5,47985B0D,450D348E
6,1500.0,34,479D9C7B,44F6463A,BE897770,439126DF,3C69A7ED,00000000,00000000,410C0B1A,00000000,329202A0,378E9690,479BE286,4501008A
6,1500.0,35,47A10632,44DF46E7,BE7F6261,4391BCDD,3C780359,00000000,00000000,41064642,00000000,32947CED,37910200,479F5670,44EA8B5F
6,1500.0,36,47A45B0A,44C93224,BE6B5DD0,43924CD1,3C833E3C,00000000,00000000,4100BCE4,00000000,3296DDAE,3793547C,47A2B5F3,44D4026F
6,1500.0,37,47A79A06,44B40432,BE57075E,4392D6CE,3C8A82D9,00000000,00000000,40F6DC71,00000000,3299253A,37958E5A,47A60021,44BE61D9
6,1500.0,38,47AAC205,449FBAA4,BE42843B,43935AE2,3C91C86A,00000000,00000000,40ECB394,00000000,329B53C2,3797AFCB,47A933EB,44A9A68C
6,1500.0,39,47ADD1BE,448C5470,BE2DF8E7,4393D90C,3C9906B1,00000000,00000000,40E2FF0C,00000000,329D694E,3799B8D6,47AC501F,4495CEBC
6,1500.0,40,47B0C7B3,4473A461,BE198B18,43945145,3C9FB6D6,00000000,00000000,40D9BF9C,00000000,329F65B6,379BA953,47AF535C,4482DA24
6,1500.0,41,47B3A227,44506CAE,BE055E27,4394C375,3CA60DB5,00000000,00000000,40D0F702,00000000,32A14898,379D80E4,47B23C0A,4461947A
6,1500.0,42,47B65F04,442F0AFD,BDE32D5A,43952F75,3CAC3BCD,00000000,00000000,40C8A838,00000000,32A31151,379F3EE9,47B50844,443F44E1
6,1500.0,43,47B8FBC1,440F8E12,BDBCB7C7,4395950A,3CB2360D,00000000,00000000,40C0D7D2,00000000,32A4BEE6,37A0E26C,47B7B5C4,441ED119
6,1500.0,44,47BB7530,43E418B6,BD97B108,4395F3DB,3CB7EF36,00000000,00000000,40B98CB7,00000000,32A64FDC,37A269FC,47BA41BE,44004B0C
6,1500.0,45,47BDC730,43AD4ECB,BD68F5C8,43964B61,3CBD5673,00000000,00000000,40B2D12F,00000000,32A7C1FB,37A3D36F,47BCA8A3,43C79B54
6,1500.0,46,47BFEC14,4376493A,BD2719A4,43969ACD,3CC25563,00000000,00000000,40ACB51E,00000000,32A911DD,37A51B72,47BEE5BD,43930242
6,1500.0,47,47C1DB71,431C7DB8,BCD61E9A,4396E0CC,3CC6CB66,00000000,00000000,40A752C9,00000000,32AA39DC,37A63C81,47C0F26C,43468DEF
6,1500.0,48,47C386CA,429F2C72,BC5B5294,43971AC5,3CCA7E48,00000000,00000000,40A2DD1E,00000000,32AB2F07,37A72BED,47C2C476,42E4DB02
6,1500.0,49,47C4C68E,41B2FBC6,BB77EF88,43974000,3CCCB672,00000000,00000000,40A00000,00000000,32ABCC77,37A7C5AC,47C4491D,4232FBC6
7,1500.0,1,45C56DA0,46987316,80000000,4346999A,36F8DB00,00000000,00000000,422644E4,00000000,00000000,00000000,459C4000,46A20EE6
7,1500.0,2,460BBE28,46882752,80000000,4346999A,36AFCA02,00000000,00000000,421892CE,00000000,00000000,00000000,45EE9B40,468ED746
7,1500.0,3,46347860,46786C8E,BC1028C5,434BA08C,370E101F,00000000,00000000,420DD012,00000000,3084DEB7,3581C17F,46202EB0,4681775D
7,1500.0,4,465CE468,466519DB,BD113FCE,4352F5FA,379DCFAD,00000000,00000000,4204C963,00000000,31235A17,361F85FB,4648C210,466DEA61
7,1500.0,5,46828094,4654AB0C,BD914DBD,43594C9C,3814DE05,00000000,00000000,41F9F897,00000000,31771DB4,36715301,467106C0,465C4955
7,1500.0,6,469666B6,4646538F,BDDA90E2,435EE4A7,387AE3C4,00000000,00000000,41EC3391,00000000,31A08546,369CC226,468C7DC8,464D0CC3
7,1500.0,7,46AA2402,463993B7,BE10DD01,4363E822,38C2C33F,00000000,38D1B717,41DFDC3D,00000000,31C1A608,36BD1C23,46A04FA4,463F9A5B
7,1500.0,8,46BDB7DA,462E1607,BE32864D,43687423,390E1934,00000000,38D1B717,41D4AAFD,00000000,31DFB15E,36DA7335,46B3F860,46338D13
7,1500.0,9,46D1219A,46239E3A,BE51B756,436C9DB9,394590A2,00000000,38D1B717,41CA6C03,00000000,31FB3260,36F54F32,46C77754,46289EFB
7,1500.0,10,46E46098,461A0016,BE6E198B,437074A4,39968636,00000000,38D1B717,41C0F886,00000000,320A4892,37070ADE,46DACBE0,461E9D7A
7,1500.0,11,46F7741C,46111A1E,BE83BF0C,437404FE,39E0DCA7,00000000,38D1B717,41B832BC,00000000,32160ED1,37128A78,46EDF550,461562B2
7,1500.0,12,47052DB5,4608D258,BE8EE8D3,4377584C,3A1F8466,00000000,38D1B717,41B00338,00000000,32210B5F,371D451B,47007974,460CD18B
7,1500.0,13,470E8AE0,46011427,BE9889F1,437A762C,3A5963B6,00000000,38D1B717,41A85736,00000000,322B576A,3727535D,4709E1F6,4604D324
7,1500.0,14,4717D12A,45F39DDE,BEA0A908,437D64D4,3A8F6636,00000000,38D1B717,41A11F70,00000000,32350774,3730C947,471333CA,45FAAA55
7,1500.0,15,47210026,45E5EA26,BEA7517E,438014B1,3AB8303C,00000000,38D1B717,419A4F4E,00000000,323E2C63,3739B759,471C6E89,45EC9167
7,1500.0,16,472A1768,45D8F68D,BEAC9213,4381640F,3AE75289,00000000,38D1B717,4193DC45,00000000,3246D460,37422B65,472591C4,45DF42E4
7,1500.0,17,47331678,45CCB023,BEB07BBC,4382A250,3B0E80B4,00000000,38D1B717,418DBD79,00000000,324F0B4A,374A3106,472E9D0C,45D2AA36
7,1500.0,18,473BFCDA,45C106DC,BEB320DB,4383D0FF,3B2CB245,39D1B717,00000000,4187EB58,00000000,3256DB4E,3751D22A,47378FE4,45C6B610
7,1500.0,19,4744CA0D,45B5ED00,BEB494B5,4384F16C,3B4E4B4A,39D1B717,00000000,41825F68,00000000,325E4D1D,3759174E,474069D0,45BB57A8
7,1500.0,20,474D7D88,45AB56C0,BEB4EAF5,438604BA,3B73533B,39D1B717,00000000,417A281B,00000000,3265683C,376007CB,47492A4A,45B08257
7,1500.0,21,475616BC,45A139E5,BEB4375F,43870BE7,3B8DE60D,39D1B717,00000000,417008D5,00000000,326C3337,3766AA03,4751D0C6,45A62B2A
7,1500.0,22,475E9510,45978D86,BEB28D8F,438807D0,3BA3D948,39D1B717,00000000,4166587E,00000000,3272B3BD,376D0387,475A5CB1,459C48A0
7,1500.0,23,4766F7E1,458E49D8,BEB000D8,4388F936,3BBB7EFE,39D1B717,00000000,415D0FA4,00000000,3278EED1,37731938,4762CD6E,4592D26B
7,1500.0,24,476F3E84,45856806,BEACA417,4389E0C5,3BD4D0B3,39D1B717,00000000,415427B4,00000000,327EE8DC,3778EF66,476B2254,4589C146
7,1500.0,25,47776842,4579C420,BEA88BBE,438ABF0F,3BED3876,39D1B717,00000000,414B9AFE,00000000,328252D7,377E89CC,47735AB4,45810EC5
7,1500.0,26,477F7458,4569657A,BEA3C9CD,438B9499,3C022CE1,39D1B717,00000000,4143647A,00000000,32851453,3781F5D9,477B75D0,45716AB6
7,1500.0,27,4783B0FB,4559AAC3,BE9E6DA3,438C61D6,3C0E2D51,39D1B717,00000000,413B7FA2,00000000,3287BA69,37848C0A,4781B970,4561603D
7,1500.0,28,4787981E,454A8BAA,BE9887C0,438D2731,3C1A96A3,39D1B717,00000000,4133E878,00000000,328A466D,378708C6,4785A886,4551F549
7,1500.0,29,478B6F1C,453C00CA,BE922803,438DE504,3C276113,39D1B717,00000000,412C9B69,00000000,328CB994,37896D3B,478987B5,4543220A
7,1500.0,30,478F3572,452E03A0,BE8B5DA7,438E9BA2,3C3484A6,39D1B717,00000000,4125955C,00000000,328F14E7,378BBA6A,478D5682,4534DF89
7,1500.0,31,4792EA95,45208E74,BE84375B,438F4B51,3C41F891,39D1B717,00000000,411ED38E,00000000,32915954,378DF13C,47911463,452727B8
7,1500.0,32,47968DEA,45139C3C,BE79865B,438FF44F,3C4FB38E,39D1B717,00000000,4118539A,00000000,329387A9,3790127B,4794C0C7,4519F530
7,1500.0,33,479A1ECA,450728A4,BE6A1D66,439096D3,3C5DABE5,39D1B717,00000000,41121374,00000000,3295A095,37921ED1,47985B0D,450D4349
7,1500.0,34,479D9C7B,44F65FE8,BE5A4DFE,4391330A,3C6BD705,39D1B717,00000000,410C115D,00000000,3297A4AD,379416D1,479BE286,45010DFE
7,1500.0,35,47A10632,44DF5E30,BE4A3184,4391C917,3C7A2951,39D1B717,00000000,41064BEA,00000000,3299946D,3795FAF3,479F5670,44EAA3D4
7,1500.0,36,47A45B0A,44C94720,BE39E089,4392591A,3C844B7E,39D1B717,00000000,4100C1FA,00000000,329B7035,3797CB94,47A2B5F3,44D4188B
7,1500.0,37,47A79A06,44B416FE,BE297331,4392E325,3C8B8937,39D1B717,00000000,40F6E584,00000000,329D3849,379988F7,47A60021,44BE75B6
7,1500.0,38,47AAC205,449FCB58,BE19012E,43936746,3C92C6CA,39D1B717,00000000,40ECBB9B,00000000,329EECD0,379B3343,47A933EB,44A9B845
7,1500.0,39,47ADD1BE,448C6326,BE08A22E,4393E57E,3C99FC3C,39D1B717,00000000,40E30616,00000000,32A08DD1,379CCA7E,47AC501F,4495DE6A
7,1500.0,40,47B0C7B3,4473BE02,BDF0DE26,43945DC3,3CA0B057,39D1B717,00000000,40D9C5B2,00000000,32A21B2A,379E4E87,47AF535C,4482E7E2
