case,dx,k,ptenh,pqenh,pqsenh,ptu,pqu,ptd,pqd,puu,pvu,pud,pvd,plu,klab
4,1500.0,27,438BFB6F,3C071BD5,3C187464,438BFB6F,3C071BD5,438BFB6F,3C071BD5,41437D8A,00000000,41437D8A,00000000,00000000,0
4,1500.0,28,438CC3DF,3C1321FE,3C24C129,438CC3DF,3C1321FE,438CC3DF,3C1321FE,413B973E,00000000,413B973E,00000000,00000000,0
4,1500.0,29,438D84D8,3C1F8DE1,3C3158AB,438D84D8,3C1F8DE1,438D84D8,3C1F8DE1,4133FEA4,00000000,4133FEA4,00000000,00000000,0
4,1500.0,30,438E3EA9,3C2C57D6,3C3E32F0,438E3EA9,3C2C57D6,438E3EA9,3C2C57D6,412CB030,00000000,412CB030,00000000,00000000,0
4,1500.0,31,438EF197,3C397739,3C4B4731,438EF197,3C397739,438EF197,3C397739,4125A8C4,00000000,4125A8C4,00000000,00000000,0
4,1500.0,32,438F9DDF,3C46E33D,3C588CBF,438F9DDF,3C46E33D,438F9DDF,3C46E33D,411EE59D,00000000,411EE59D,00000000,00000000,0
4,1500.0,33,439043B8,3C549241,3C65FA5C,439043B8,3C549241,439043B8,3C549241,41186459,00000000,41186459,00000000,00000000,0
4,1500.0,34,4390E34E,3C627A00,3C73865A,4390E34E,3C627A00,4390E34E,3C627A00,411222E8,00000000,411222E8,00000000,00000000,0
4,1500.0,35,43917CC9,3C708FE2,3C80937E,43917CC9,3C708FE2,43917CC9,3C708FE2,410C1F8D,00000000,410C1F8D,00000000,00000000,0
4,1500.0,36,43921045,3C7EC806,3C8768B4,43921045,3C7EC806,43921045,3C7EC806,410658DC,00000000,410658DC,00000000,00000000,0
4,1500.0,37,43929DDA,3C868B09,3C8E3D4F,43929DDA,3C868B09,43929DDA,3C868B09,4100CDB4,00000000,4100CDB4,00000000,00000000,0
4,1500.0,38,43932599,3C8DB64D,3C950B5A,43932599,3C8DB64D,43932599,3C8DB64D,40F6FA98,00000000,40F6FA98,00000000,00000000,0
4,1500.0,39,4393A787,3C94DE91,3C9BCC82,4393A787,3C94DE91,4393A787,3C94DE91,40ECCE5E,00000000,40ECCE5E,00000000,00000000,0
4,1500.0,40,439423A2,3C9BFBD8,3CA279CF,439423A2,3C9BFBD8,439423A2,3C9BFBD8,40E31695,00000000,40E31695,00000000,00000000,0
4,1500.0,41,439499D9,3CA28B75,3CA90BA2,439499D9,3CA28B75,439499D9,3CA28B75,40D9D402,00000000,40D9D402,00000000,00000000,0
4,1500.0,42,43950A11,3CA8BE47,3CAF7962,43950A11,3CA8BE47,43950A11,3CA8BE47,40D10866,00000000,40D10866,00000000,00000000,0
4,1500.0,43,4395741E,3CAEC59D,3CB5B971,4395741E,3CAEC59D,4395741E,3CAEC59D,40C8B6BA,00000000,40C8B6BA,00000000,00000000,0
4,1500.0,44,4395D7BB,3CB49661,3CBBC064,4395D7BB,3CB49661,4395D7BB,3CB49661,40C0E399,00000000,40C0E399,00000000,00000000,0
4,1500.0,45,43963488,3CBA2398,3CC180DF,43963488,3CBA2398,43963488,3CBA2398,40B995EB,00000000,40B995EB,00000000,00000000,0
4,1500.0,46,439689EF,3CBF5C75,3CC6E997,439689EF,3CBF5C75,439689EF,3CBF5C75,40B2D7FE,00000000,40B2D7FE,00000000,00000000,0
4,1500.0,47,4396D70F,3CC42A94,3CCBE37E,4396D70F,3CC42A94,4396D70F,3CC42A94,40ACB9BB,00000000,40ACB9BB,00000000,00000000,0
4,1500.0,48,43973BB7,3CC79134,3CCF70CB,43973BB7,3CC79134,43973BB7,3CC79134,40A75573,00000000,40A75573,00000000,00000000,0
4,1500.0,49,43974A64,3CCD5B59,3CD32F36,43974A64,3CCD5B59,43974A64,3CCD5B59,40A2DE29,00000000,40A2DE29,00000000,00000000,0
5,1500.0,1,43470000,3704242C,00000000,43470000,3704242C,43470000,3704242C,42267973,00000000,42267973,00000000,00000000,0
5,1500.0,2,4352E5C4,386D05D0,3880342A,4352E5C4,386D05D0,4352E5C4,386D05D0,42267973,00000000,42267973,00000000,00000000,0
5,1500.0,3,434F52EE,37C9A092,37E503AD,434F52EE,37C9A092,434F52EE,37C9A092,4218C04E,00000000,4218C04E,00000000,00000000,0
5,1500.0,4,43526A7D,37EC431B,380E5F5B,43526A7D,37EC431B,43526A7D,37EC431B,420DF9F4,00000000,420DF9F4,00000000,00000000,0
5,1500.0,5,4358A9DB,3857BF9E,388B986F,4358A9DB,3857BF9E,4358A9DB,3857BF9E,4204F03E,00000000,4204F03E,00000000,00000000,0
5,1500.0,6,435E3772,38B143C0,38F5D1EF,435E3772,38B143C0,435E3772,38B143C0,41FA410F,00000000,41FA410F,00000000,00000000,0
5,1500.0,7,43633482,39067357,39474157,43633482,39067357,43633482,39067357,41EC7768,00000000,41EC7768,00000000,00000000,0
5,1500.0,8,4367BAF6,393FC471,39976C2E,4367BAF6,393FC471,4367BAF6,393FC471,41E01BEE,00000000,41E01BEE,00000000,00000000,0
5,1500.0,9,436BDEDD,39824E12,39DAA9FB,436BDEDD,39824E12,436BDEDD,39824E12,41D4E6EA,00000000,41D4E6EA,00000000,00000000,0
5,1500.0,10,436FAFD9,39AA636C,3A177FA5,436FAFD9,39AA636C,436FAFD9,39AA636C,41CAA47B,00000000,41CAA47B,00000000,00000000,0
5,1500.0,11,43733A42,39E9B55A,3A4AF376,43733A42,39E9B55A,43733A42,39E9B55A,41C12DCF,00000000,41C12DCF,00000000,00000000,0
5,1500.0,12,437687F6,3A1FB765,3A842D5D,437687F6,3A1FB765,437687F6,3A1FB765,41B86510,00000000,41B86510,00000000,00000000,0
5,1500.0,13,4379A0E8,3A540B7B,3AA82746,4379A0E8,3A540B7B,4379A0E8,3A540B7B,41B032C9,00000000,41B032C9,00000000,00000000,0
5,1500.0,14,437C8A01,3A89A251,3AD20A33,437C8A01,3A89A251,437C8A01,3A89A251,41A88431,00000000,41A88431,00000000,00000000,0
5,1500.0,15,437F496C,3AAEED8B,3B017FD3,437F496C,3AAEED8B,437F496C,3AAEED8B,41A149FA,00000000,41A149FA,00000000,00000000,0
5,1500.0,16,4380F2D1,3AD9D24D,3B1DA26A,4380F2D1,3AD9D24D,4380F2D1,3AD9D24D,419A778A,00000000,419A778A,00000000,00000000,0
5,1500.0,17,43823123,3B0545A2,3B3D57AF,43823123,3B0545A2,43823123,3B0545A2,41940254,00000000,41940254,00000000,00000000,0
5,1500.0,18,43836120,3B20A61F,3B6066D7,43836120,3B20A61F,43836120,3B20A61F,418DE175,00000000,418DE175,00000000,00000000,0
5,1500.0,19,438483FE,3B3F1FBC,3B8339A8,438483FE,3B3F1FBC,438483FE,3B3F1FBC,41880D5C,00000000,41880D5C,00000000,00000000,0
5,1500.0,20,43859AB9,3B60C127,3B977EB4,43859AB9,3B60C127,43859AB9,3B60C127,41827F8B,00000000,41827F8B,00000000,00000000,0
5,1500.0,21,4386A630,3B82C98C,3BACB2CD,4386A630,3B82C98C,4386A630,3B82C98C,417A64CA,00000000,417A64CA,00000000,00000000,0
5,1500.0,22,4387A721,3B96CAF8,3BC27708,4387A721,3B96CAF8,4387A721,3B96CAF8,41704216,00000000,41704216,00000000,00000000,0
5,1500.0,23,43889DE2,3BAC5718,3BD8557D,43889DE2,3BAC5718,43889DE2,3BAC5718,41668E77,00000000,41668E77,00000000,00000000,0
5,1500.0,24,438988B6,3BC39A80,3BEE4E87,438988B6,3BC39A80,438988B6,3BC39A80,415D4278,00000000,415D4278,00000000,00000000,0
5,1500.0,25,438A69FB,3BDC7DC0,3C028757,438A69FB,3BDC7DC0,438A69FB,3BDC7DC0,41545783,00000000,41545783,00000000,00000000,0
5,1500.0,26,438B429C,3BF4B00A,3C0E4A58,438B429C,3BF4B00A,438B429C,3BF4B00A,414BC7E6,00000000,414BC7E6,00000000,00000000,0
5,1500.0,27,438C1304,3C05D731,3C1A6883,438C1304,3C05D731,438C1304,3C05D731,41438E96,00000000,41438E96,00000000,00000000,0
5,1500.0,28,438CDB98,3C11C304,3C26DA34,438CDB98,3C11C304,438CDB98,3C11C304,413BA70A,00000000,413BA70A,00000000,00000000,0
5,1500.0,29,438D9CB5,3C1E142A,3C33974E,438D9CB5,3C1E142A,438D9CB5,3C1E142A,41340D41,00000000,41340D41,00000000,00000000,0
5,1500.0,30,438E56A8,3C2AC30B,3C4097B6,438E56A8,3C2AC30B,438E56A8,3C2AC30B,412CBDA9,00000000,412CBDA9,00000000,00000000,0
5,1500.0,31,438F09B6,3C37C70A,3C4DD27E,438F09B6,3C37C70A,438F09B6,3C37C70A,4125B528,00000000,4125B528,00000000,00000000,0
5,1500.0,32,438FB61D,3C451774,3C5B3EEB,438FB61D,3C451774,438FB61D,3C451774,411EF0F8,00000000,411EF0F8,00000000,00000000,0
5,1500.0,33,43905C12,3C52AA9D,3C68D37C,43905C12,3C52AA9D,43905C12,3C52AA9D,41186EB8,00000000,41186EB8,00000000,00000000,0
5,1500.0,34,4390FBC5,3C607699,3C7686B8,4390FBC5,3C607699,4390FBC5,3C607699,41122C55,00000000,41122C55,00000000,00000000,0
5,1500.0,35,43919559,3C6E7098,3C82273B,43919559,3C6E7098,43919559,3C6E7098,410C2814,00000000,410C2814,00000000,00000000,0
5,1500.0,36,439228EE,3C7C8D01,3C890FF9,439228EE,3C7C8D01,439228EE,3C7C8D01,41066088,00000000,41066088,00000000,00000000,0
5,1500.0,37,4392B69C,3C855FB8,3C8FF7F8,4392B69C,3C855FB8,4392B69C,3C855FB8,4100D490,00000000,4100D490,00000000,00000000,0
5,1500.0,38,43933E72,3C8C7D64,3C96D94F,43933E72,3C8C7D64,43933E72,3C8C7D64,40F706C2,00000000,40F706C2,00000000,00000000,0
5,1500.0,39,4393C075,3C93982C,3C9DAD76,4393C075,3C93982C,4393C075,3C93982C,40ECD90D,00000000,40ECD90D,00000000,00000000,0
5,1500.0,40,43943CA5,3C9AA845,3CA46D8A,43943CA5,3C9AA845,43943CA5,3C9AA845,40E31FDF,00000000,40E31FDF,00000000,00000000,0
5,1500.0,41,4394B2EF,3CA129F1,3CAB11A3,4394B2EF,3CA129F1,4394B2EF,3CA129F1,40D9DBFA,00000000,40D9DBFA,00000000,00000000,0
5,1500.0,42,4395233A,3CA74DB8,3CB1913C,4395233A,3CA74DB8,4395233A,3CA74DB8,40D10F1E,00000000,40D10F1E,00000000,00000000,0
5,1500.0,43,43958D57,3CAD4666,3CB7E295,43958D57,3CAD4666,43958D57,3CAD4666,40C8BC48,00000000,40C8BC48,00000000,00000000,0
5,1500.0,44,4395F105,3CB30913,3CBDFA42,4395F105,3CB30913,4395F105,3CB30913,40C0E811,00000000,40C0E811,00000000,00000000,0
5,1500.0,45,43964DE0,3CB888AB,3CC3CA88,43964DE0,3CB888AB,43964DE0,3CB888AB,40B99961,00000000,40B99961,00000000,00000000,0
5,1500.0,46,4396A356,3CBDB4BD,3CC94220,4396A356,3CBDB4BD,4396A356,3CBDB4BD,40B2DA88,00000000,40B2DA88,00000000,00000000,0
5,1500.0,47,4396F082,3CC276F2,3CCE49A0,4396F082,3CC276F2,4396F082,3CC276F2,40ACBB70,00000000,40ACBB70,00000000,00000000,0
5,1500.0,48,4397554B,3CC5D27B,3CD1E28A,4397554B,3CC5D27B,4397554B,3CC5D27B,40A7566F,00000000,40A7566F,00000000,00000000,0
5,1500.0,49,439763FA,3CCB8E9B,3CD5AB0E,439763FA,3CCB8E9B,439763FA,3CCB8E9B,40A2DE8B,00000000,40A2DE8B,00000000,00000000,0
6,1500.0,1,435D4000,391DF558,00000000,435D4000,391DF558,435D4000,391DF558,42294F08,00000000,42294F08,00000000,00000000,0
6,1500.0,2,4368B412,3A59B75E,3A7F9D58,4368B412,3A59B75E,4368B412,3A59B75E,42294F08,00000000,42294F08,00000000,00000000,0
6,1500.0,3,4365B3AC,39D7010D,3A0646A1,4365B3AC,39D7010D,4365B3AC,39D7010D,421A0CD8,00000000,421A0CD8,00000000,00000000,0
6,1500.0,4,4363E873,3983AD17,39AD2440,4363E873,3983AD17,4363E873,3983AD17,420E5B90,00000000,420E5B90,00000000,00000000,0
6,1500.0,5,4362B9C0,3936651E,397A26F5,4362B9C0,3936651E,4362B9C0,3936651E,4204E41D,00000000,4204E41D,00000000,00000000,0
6,1500.0,6,4361E3F5,3908867F,3941DEE0,4361E3F5,3908867F,4361E3F5,3908867F,41F9E55F,00000000,41F9E55F,00000000,00000000,0
6,1500.0,7,4362D794,390105A1,393EB669,4362D794,390105A1,4362D794,390105A1,41EC2179,00000000,41EC2179,00000000,00000000,0
6,1500.0,8,43675C9A,39384D61,39911730,43675C9A,39384D61,43675C9A,39384D61,41DFCB2A,00000000,41DFCB2A,00000000,00000000,0
6,1500.0,9,436B7F32,397ACE50,39D1B8D7,436B7F32,397ACE50,436B7F32,397ACE50,41D49AD5,00000000,41D49AD5,00000000,00000000,0
6,1500.0,10,436F4EEF,39A42D62,3A116CAA,436F4EEF,39A42D62,436F4EEF,39A42D62,41CA5CB1,00000000,41CA5CB1,00000000,00000000,0
6,1500.0,11,4372D828,39E262F9,3A42F4B9,4372D828,39E262F9,4372D828,39E262F9,41C0E9FA,00000000,41C0E9FA,00000000,00000000,0
6,1500.0,12,437624B3,3A1B0772,3A7E1A24,437624B3,3A1B0772,437624B3,3A1B0772,41B824EA,00000000,41B824EA,00000000,00000000,0
6,1500.0,13,43793C78,3A4E2B3A,3AA1B84F,43793C78,3A4E2B3A,43793C78,3A4E2B3A,41AFF614,00000000,41AFF614,00000000,00000000,0
6,1500.0,14,437C24CF,3A85ED42,3AC9FE45,437C24CF,3A85ED42,437C24CF,3A85ED42,41A84AB7,00000000,41A84AB7,00000000,00000000,0
6,1500.0,15,437EE2EE,3AAA7524,3AF90926,437EE2EE,3AAA7524,437EE2EE,3AAA7524,41A1138C,00000000,41A1138C,00000000,00000000,0
6,1500.0,16,4380BEDF,3AD4817A,3B1796EB,4380BEDF,3AD4817A,4380BEDF,3AD4817A,419A43FF,00000000,419A43FF,00000000,00000000,0
6,1500.0,17,4381FC7B,3B0225E9,3B36267E,4381FC7B,3B0225E9,4381FC7B,3B0225E9,4193D184,00000000,4193D184,00000000,00000000,0
6,1500.0,18,43832BC4,3B1D0381,3B58019B,43832BC4,3B1D0381,43832BC4,3B1D0381,418DB342,00000000,418DB342,00000000,00000000,0
6,1500.0,19,43844DEC,3B3AEE23,3B7CD43B,43844DEC,3B3AEE23,43844DEC,3B3AEE23,4187E1A5,00000000,4187E1A5,00000000,00000000,0
6,1500.0,20,438563F7,3B5BF518,3B9214D2,438563F7,3B5BF518,438563F7,3B5BF518,41825636,00000000,41825636,00000000,00000000,0
6,1500.0,21,43866EBE,3B801064,3BA6B6AF,43866EBE,3B801064,43866EBE,3B801064,417A16B0,00000000,417A16B0,00000000,00000000,0
6,1500.0,22,43876F05,3B93B96A,3BBBF770,43876F05,3B93B96A,43876F05,3B93B96A,416FF85D,00000000,416FF85D,00000000,00000000,0
6,1500.0,23,43886554,3BA8EEB6,3BD16E39,43886554,3BA8EEB6,43886554,3BA8EEB6,416648F3,00000000,416648F3,00000000,00000000,0
6,1500.0,24,43895035,3BBFBE8E,3BE6D86D,43895035,3BBFBE8E,43895035,3BBFBE8E,415D0101,00000000,415D0101,00000000,00000000,0
6,1500.0,25,438A3109,3BD8368C,3BFCEF47,438A3109,3BD8368C,438A3109,3BD8368C,415419F5,00000000,415419F5,00000000,00000000,0
6,1500.0,26,438B0939,3BEFDD07,3C09E392,438B0939,3BEFDD07,438B0939,3BEFDD07,414B8E1E,00000000,414B8E1E,00000000,00000000,0
6,1500.0,27,438BD937,3C03360E,3C15A8A1,438BD937,3C03360E,438BD937,3C03360E,41435873,00000000,41435873,00000000,00000000,0
6,1500.0,28,438CA163,3C0EE833,3C21BF3E,438CA163,3C0EE833,438CA163,3C0EE833,413B746D,00000000,413B746D,00000000,00000000,0
6,1500.0,29,438D621D,3C1AFDF0,3C2E1FB7,438D621D,3C1AFDF0,438D621D,3C1AFDF0,4133DE0C,00000000,4133DE0C,00000000,00000000,0
6,1500.0,30,438E1BB1,3C276FA5,3C3AC1F8,438E1BB1,3C276FA5,438E1BB1,3C276FA5,412C91C0,00000000,412C91C0,00000000,00000000,0
6,1500.0,31,438ECE62,3C3434E0,3C479D59,438ECE62,3C3434E0,438ECE62,3C3434E0,41258C6F,00000000,41258C6F,00000000,00000000,0
6,1500.0,32,438F7A6F,3C41451B,3C54A95C,438F7A6F,3C41451B,438F7A6F,3C41451B,411ECB54,00000000,411ECB54,00000000,00000000,0
6,1500.0,33,4390200F,3C4E96FB,3C61DCEE,4390200F,3C4E96FB,4390200F,3C4E96FB,41184C10,00000000,41184C10,00000000,00000000,0
6,1500.0,34,4390BF6D,3C5C209D,3C6F2EA0,4390BF6D,3C5C209D,4390BF6D,3C5C209D,41120C90,00000000,41120C90,00000000,00000000,0
6,1500.0,35,439158B2,3C69D751,3C7C9487,439158B2,3C69D751,439158B2,3C69D751,410C0B1A,00000000,410C0B1A,00000000,00000000,0
6,1500.0,36,4391EBFA,3C77AFCD,3C850220,4391EBFA,3C77AFCD,4391EBFA,3C77AFCD,41064642,00000000,41064642,00000000,00000000,0
6,1500.0,37,4392795F,3C82CF13,3C8BB985,4392795F,3C82CF13,4392795F,3C82CF13,4100BCE4,00000000,4100BCE4,00000000,00000000,0
6,1500.0,38,439300EC,3C89CA6C,3C926A65,439300EC,3C89CA6C,439300EC,3C89CA6C,40F6DC71,00000000,40F6DC71,00000000,00000000,0
6,1500.0,39,439382AC,3C90C31D,3C990EC0,439382AC,3C90C31D,439382AC,3C90C31D,40ECB394,00000000,40ECB394,00000000,00000000,0
6,1500.0,40,4393FE98,3C97B11E,3C9F9F7E,4393FE98,3C97B11E,4393FE98,3C97B11E,40E2FF0C,00000000,40E2FF0C,00000000,00000000,0
6,1500.0,41,439474A4,3C9E12A8,3CA6154C,439474A4,3C9E12A8,439474A4,3C9E12A8,40D9BF9C,00000000,40D9BF9C,00000000,00000000,0
6,1500.0,42,4394E4B2,3CA41B0B,3CAC67A2,4394E4B2,3CA41B0B,4394E4B2,3CA41B0B,40D0F702,00000000,40D0F702,00000000,00000000,0
6,1500.0,43,43954E96,3CA9F918,3CB28CFD,43954E96,3CA9F918,43954E96,3CA9F918,40C8A838,00000000,40C8A838,00000000,00000000,0
6,1500.0,44,4395B20D,3CAFA214,3CB87A47,4395B20D,3CAFA214,4395B20D,3CAFA214,40C0D7D2,00000000,40C0D7D2,00000000,00000000,0
6,1500.0,45,43960EB6,3CB50949,3CBE2242,43960EB6,3CB50949,43960EB6,3CB50949,40B98CB7,00000000,40B98CB7,00000000,00000000,0
6,1500.0,46,439663FC,3CBA1E60,3CC373E7,439663FC,3CBA1E60,439663FC,3CBA1E60,40B2D12F,00000000,40B2D12F,00000000,00000000,0
6,1500.0,47,4396B0FB,3CBECB55,3CC85859,4396B0FB,3CBECB55,4396B0FB,3CBECB55,40ACB51E,00000000,40ACB51E,00000000,00000000,0
6,1500.0,48,43971561,3CC215AE,3CCBD3D3,43971561,3CC215AE,43971561,3CC215AE,40A752C9,00000000,40A752C9,00000000,00000000,0
6,1500.0,49,43972408,3CC7B8C5,3CCF8265,43972408,3CC7B8C5,43972408,3CC7B8C5,40A2DD1E,00000000,40A2DD1E,00000000,00000000,0
7,1500.0,1,4346999A,36F8DA87,00000000,4346999A,36F8DA87,4346999A,36F8DA87,422644E4,00000000,422644E4,00000000,00000000,0
7,1500.0,2,43527B25,385FB593,3871CB13,43527B25,385FB593,43527B25,385FB593,422644E4,00000000,422644E4,00000000,00000000,0
7,1500.0,3,434EE8FF,37BE0A2E,37D796CC,434EE8FF,37BE0A2E,434EE8FF,37BE0A2E,421892CE,00000000,421892CE,00000000,00000000,0
7,1500.0,4,4352246B,37E38980,3808F72F,4352246B,37E38980,4352246B,37E38980,420DD012,00000000,420DD012,00000000,00000000,0
7,1500.0,5,435861FC,385021D0,38867964,435861FC,385021D0,435861FC,385021D0,4204C963,00000000,4204C963,00000000,00000000,0
7,1500.0,6,435DEE0C,38AB42FC,38ED135C,435DEE0C,38AB42FC,435DEE0C,38AB42FC,41F9F897,00000000,41F9F897,00000000,00000000,0
7,1500.0,7,4362E9CC,39021206,39405C40,4362E9CC,39021206,4362E9CC,39021206,41EC3391,00000000,41EC3391,00000000,00000000,0
7,1500.0,8,43676F1C,3939BEAC,39925000,43676F1C,3939BEAC,43676F1C,3939BEAC,41DFDC3D,00000000,41DFDC3D,00000000,00000000,0
7,1500.0,9,436B91F1,397CB37E,39D372B1,436B91F1,397CB37E,436B91F1,397CB37E,41D4AAFD,00000000,41D4AAFD,00000000,00000000,0
7,1500.0,10,436F61F1,39A56104,3A1298F8,436F61F1,39A56104,436F61F1,39A56104,41CA6C03,00000000,41CA6C03,00000000,00000000,0
7,1500.0,11,4372EB65,39E42DE7,3A44803E,4372EB65,39E42DE7,4372EB65,39E42DE7,41C0F886,00000000,41C0F886,00000000,00000000,0
7,1500.0,12,4376382C,3A1C7E14,3A800AB8,4376382C,3A1C7E14,4376382C,3A1C7E14,41B832BC,00000000,41B832BC,00000000,00000000,0
7,1500.0,13,4379502E,3A50609A,3AA2F6CC,4379502E,3A50609A,4379502E,3A50609A,41B00338,00000000,41B00338,00000000,00000000,0
7,1500.0,14,437C38A8,3A8784D9,3ACB8C17,437C38A8,3A8784D9,437C38A8,3A8784D9,41A85736,00000000,41A85736,00000000,00000000,0
7,1500.0,15,437EF709,3AACA06A,3AFAF60B,437EF709,3AACA06A,437EF709,3AACA06A,41A11F70,00000000,41A11F70,00000000,00000000,0
7,1500.0,16,4380C911,3AD75D1D,3B18C233,4380C911,3AD75D1D,4380C911,3AD75D1D,419A4F4E,00000000,419A4F4E,00000000,00000000,0
7,1500.0,17,438206D2,3B03FB2B,3B378AEB,438206D2,3B03FB2B,438206D2,3B03FB2B,4193DC45,00000000,4193DC45,00000000,00000000,0
7,1500.0,18,4383363E,3B1F5012,3B59A208,4383363E,3B1F5012,4383363E,3B1F5012,418DBD79,00000000,418DBD79,00000000,00000000,0
7,1500.0,19,4384588C,3B3DC2AF,3B7EB24D,4384588C,3B3DC2AF,4384588C,3B3DC2AF,4187EB58,00000000,4187EB58,00000000,00000000,0
7,1500.0,20,43856EBC,3B5F6266,3B93224E,43856EBC,3B5F6266,43856EBC,3B5F6266,41825F68,00000000,41825F68,00000000,00000000,0
7,1500.0,21,438679A6,3B821BB4,3BA7E0F5,438679A6,3B821BB4,438679A6,3B821BB4,417A281B,00000000,417A281B,00000000,00000000,0
7,1500.0,22,43877A11,3B962203,3BBD3BFB,43877A11,3B962203,43877A11,3B962203,417008D5,00000000,417008D5,00000000,00000000,0
7,1500.0,23,4388707A,3BABBBC0,3BD2C7DF,4388707A,3BABBBC0,4388707A,3BABBBC0,4166587E,00000000,4166587E,00000000,00000000,0
7,1500.0,24,43895B5B,3BC2FCD4,3BE84D0D,43895B5B,3BC2FCD4,43895B5B,3BC2FCD4,415D0FA4,00000000,415D0FA4,00000000,00000000,0
7,1500.0,25,438A3C49,3BDBEBF0,3BFE858A,438A3C49,3BDBEBF0,438A3C49,3BDBEBF0,415427B4,00000000,415427B4,00000000,00000000,0
7,1500.0,26,438B1492,3BF3E587,3C0ABFE9,438B1492,3BF3E587,438B1492,3BF3E587,414B9AFE,00000000,414B9AFE,00000000,00000000,0
7,1500.0,27,438BE4A9,3C054832,3C1696BC,438BE4A9,3C054832,438BE4A9,3C054832,4143647A,00000000,4143647A,00000000,00000000,0
7,1500.0,28,438CACEE,3C11058F,3C22BF6E,438CACEE,3C11058F,438CACEE,3C11058F,413B7FA2,00000000,413B7FA2,00000000,00000000,0
7,1500.0,29,438D6DBE,3C1D23E7,3C2F3264,438D6DBE,3C1D23E7,438D6DBE,3C1D23E7,4133E878,00000000,4133E878,00000000,00000000,0
7,1500.0,30,438E2766,3C299B63,3C3BE749,438E2766,3C299B63,438E2766,3C299B63,412C9B69,00000000,412C9B69,00000000,00000000,0
7,1500.0,31,438EDA2B,3C3663C8,3C48D5B1,438EDA2B,3C3663C8,438EDA2B,3C3663C8,4125955C,00000000,4125955C,00000000,00000000,0
7,1500.0,32,438F864E,3C437494,3C55F507,438F864E,3C437494,438F864E,3C437494,411ED38E,00000000,411ED38E,00000000,00000000,0
7,1500.0,33,43902C00,3C50C425,3C633BDA,43902C00,3C50C425,43902C00,3C50C425,4118539A,00000000,4118539A,00000000,00000000,0
7,1500.0,34,4390CB72,3C5E48FA,3C70A10D,4390CB72,3C5E48FA,4390CB72,3C5E48FA,41121374,00000000,41121374,00000000,00000000,0
7,1500.0,35,439164C9,3C6BF863,3C7E1A83,439164C9,3C6BF863,439164C9,3C6BF863,410C115D,00000000,410C115D,00000000,00000000,0
7,1500.0,36,4391F821,3C79C706,3C85CED6,4391F821,3C79C706,4391F821,3C79C706,41064BEA,00000000,41064BEA,00000000,00000000,0
7,1500.0,37,43928596,3C83D49F,3C8C8FEE,43928596,3C83D49F,43928596,3C83D49F,4100C1FA,00000000,4100C1FA,00000000,00000000,0
7,1500.0,38,43930D32,3C8AC8CF,3C934A70,43930D32,3C8AC8CF,43930D32,3C8AC8CF,40F6E584,00000000,40F6E584,00000000,00000000,0
7,1500.0,39,43938F00,3C91B94D,3C99F846,43938F00,3C91B94D,43938F00,3C91B94D,40ECBB9B,00000000,40ECBB9B,00000000,00000000,0
7,1500.0,40,43940AFA,3C989E51,3CA0927D,43940AFA,3C989E51,43940AFA,3C989E51,40E30616,00000000,40E30616,00000000,00000000,0
7,1500.0,41,43948114,3C9F033E,3CA7117E,43948114,3C9F033E,43948114,3C9F033E,40D9C5B2,00000000,40D9C5B2,00000000,00000000,0
7,1500.0,42,4394F12F,3CA51459,3CAD6CDB,4394F12F,3CA51459,4394F12F,3CA51459,40D0FC30,00000000,40D0FC30,00000000,00000000,0
7,1500.0,43,43955B1F,3CAAFAC8,3CB39AEC,43955B1F,3CAAFAC8,43955B1F,3CAAFAC8,40C8AC88,00000000,40C8AC88,00000000,00000000,0
7,1500.0,44,4395BEA3,3CB0ABFB,3CB990BA,4395BEA3,3CB0ABFB,4395BEA3,3CB0ABFB,40C0DB52,00000000,40C0DB52,00000000,00000000,0
7,1500.0,45,43961B55,3CB61AE5,3CBF40AC,43961B55,3CB61AE5,43961B55,3CB61AE5,40B98F72,00000000,40B98F72,00000000,00000000,0
7,1500.0,46,439670A5,3CBB3738,3CC499D6,439670A5,3CBB3738,439670A5,3CBB3738,40B2D334,00000000,40B2D334,00000000,00000000,0
7,1500.0,47,4396BDAF,3CBFEB17,3CC98572,4396BDAF,3CBFEB17,4396BDAF,3CBFEB17,40ACB67B,00000000,40ACB67B,00000000,00000000,0
7,1500.0,48,43972228,3CC33B0B,3CCD06BF,43972228,3CC33B0B,43972228,3CC33B0B,40A75393,00000000,40A75393,00000000,00000000,0
7,1500.0,49,439730D2,3CC8E610,3CD0BA6E,439730D2,3CC8E610,439730D2,3CC8E610,40A2DD6D,00000000,40A2DD6D,00000000,00000000,0
8,1500.0,1,434B8000,377F123A,00000000,434B8000,377F123A,434B8000,377F123A,42288934,00000000,42288934,00000000,00000000,0
8,1500.0,2,43578CD5,38DE453B,38F30896,43578CD5,38DE453B,43578CD5,38DE453B,42288934,00000000,42288934,00000000,00000000,0
8,1500.0,3,4353F754,38406C2D,385DC1D6,4353F754,38406C2D,4353F754,38406C2D,421A809A,00000000,421A809A,00000000,00000000,0
8,1500.0,4,4355B454,383816D2,3860E44D,4355B454,383816D2,4355B454,383816D2,420F8EBE,00000000,420F8EBE,00000000,00000000,0
8,1500.0,5,435C08C3,38A4B3A0,38D8FB64,435C08C3,38A4B3A0,435C08C3,38A4B3A0,42066088,00000000,42066088,00000000,00000000,0
