case,dx,k,pcte,ztp1,ptte,ztt,pqte,zqq,zqp1,qcf,qif,uf,vf,pvom,pvol
8,9000.0,16,00000000,43839B0C,3640A6D9,3640A6D9,32454681,32454681,3B0ACD98,00000000,00000000,419504B4,00000000,00000000,00000000
8,9000.0,17,00000000,4384DED4,3648D028,3648D028,324DA1F4,324DA1F4,3B28D395,00000000,00000000,418ECAB0,00000000,00000000,00000000
8,9000.0,18,00000000,438612C8,3650934C,3650934C,325594C9,325594C9,3B4A46D3,00000000,00000000,4188DEA0,00000000,00000000,00000000
8,9000.0,19,00000000,4387383C,3657F8E6,3657F8E6,325D27D5,325D27D5,3B6F2C36,00000000,00000000,418339EC,00000000,00000000,00000000
8,9000.0,20,00000000,4388505A,365F0870,365F0870,326462C0,326462C0,3B8BC1A8,00000000,00000000,417BADC0,00000000,00000000,00000000
8,9000.0,21,00000000,43895C24,3665C867,3665C867,326B4C30,326B4C30,3BA1A30F,00000000,00000000,41716116,00000000,00000000,00000000
8,9000.0,22,00000000,438A5C79,366C3E74,366C3E74,3271E9F0,3271E9F0,3BB93488,00000000,00000000,41678535,00000000,00000000,00000000
8,9000.0,23,00000000,438B521E,36726F8E,36726F8E,32784114,32784114,3BD26DF7,00000000,00000000,415E1289,00000000,00000000,00000000
8,9000.0,24,00000000,438C3DC2,36786015,36786015,327E5619,327E5619,3BED4525,00000000,00000000,41550265,00000000,00000000,00000000
8,9000.0,25,00000000,438D1FF9,367E13D0,367E13D0,3282166F,3282166F,3C0367CC,00000000,00000000,414C4F06,00000000,00000000,00000000
8,9000.0,26,00000000,438DF948,3681C707,3681C707,3284E461,3284E461,3C0EB844,00000000,00000000,4143F35E,00000000,00000000,00000000
8,9000.0,27,00000000,438ECA26,368468E9,368468E9,32879670,32879670,3C1A5505,00000000,00000000,413BEAD6,00000000,00000000,00000000
8,9000.0,28,00000000,438F92FC,3686F0E3,3686F0E3,328A2DF7,328A2DF7,3C26368E,00000000,00000000,4134315E,00000000,00000000,00000000
8,9000.0,29,00000000,43905429,36896024,36896024,328CAC2E,328CAC2E,3C32555F,00000000,00000000,412CC358,00000000,00000000,00000000
8,9000.0,30,00000000,43910DFE,368BB7B6,368BB7B6,328F1223,328F1223,3C3EA975,00000000,00000000,41259D9C,00000000,00000000,00000000
8,9000.0,31,00000000,4391C0C5,368DF882,368DF882,329160C7,329160C7,3C4B2AD0,00000000,00000000,411EBD5C,00000000,00000000,00000000
8,9000.0,32,00000000,43926CBC,36902356,36902356,329398EB,329398EB,3C57D0E7,00000000,00000000,4118202A,00000000,00000000,00000000
8,9000.0,33,00000000,43931219,369238DF,369238DF,3295BB42,3295BB42,3C6492E1,00000000,00000000,4111C3F2,00000000,00000000,00000000
8,9000.0,34,00000000,4390AD93,36942E7F,36942E7F,3297BCED,3297BCED,3C4ACD31,00000000,00000000,410BC91A,00000000,00000000,00000000
8,9000.0,35,00000000,439142ED,3696105B,3696105B,3299AA59,3299AA59,3C594238,00000000,00000000,41060A96,00000000,00000000,00000000
8,9000.0,36,00000000,4391D243,3697DED1,3697DED1,329B83E9,329B83E9,3C67EC7A,00000000,00000000,41008745,00000000,00000000,00000000
8,9000.0,37,00000000,43925BAA,36999A22,36999A22,329D49DD,329D49DD,3C76BD05,00000000,00000000,40F67CBE,00000000,00000000,00000000
8,9000.0,38,00000000,4392DF2F,369B4276,369B4276,329EFC61,329EFC61,3C82D1D4,00000000,00000000,40EC5EDA,00000000,00000000,00000000
8,9000.0,39,00000000,43935CD3,369CD7D3,369CD7D3,32A09B78,32A09B78,3C8A4725,00000000,00000000,40E2B4BA,00000000,00000000,00000000
8,9000.0,40,00000000,4393D48A,369E5A12,369E5A12,32A226FC,32A226FC,3C9083DF,00000000,00000000,40D97F3F,00000000,00000000,00000000
8,9000.0,41,00000000,4394463E,369FC8EB,369FC8EB,32A39EA3,32A39EA3,3C9628FD,00000000,00000000,40D0C030,00000000,00000000,00000000
8,9000.0,42,00000000,4394B1C7,36A123E1,36A123E1,32A501ED,32A501ED,3C9BA7BE,00000000,00000000,40C87A81,00000000,00000000,00000000
8,9000.0,43,00000000,439516EC,36A26A36,36A26A36,32A65017,32A65017,3CA0F6A3,00000000,00000000,40C0B2BE,00000000,00000000,00000000
8,9000.0,44,00000000,43957553,36A39AC9,36A39AC9,32A787F9,32A787F9,3CA609F3,00000000,00000000,40B96FC3,00000000,00000000,00000000
8,9000.0,45,00000000,4395CC77,36A4B3EE,36A4B3EE,32A8A7DE,32A8A7DE,3CAAD321,00000000,00000000,40B2BBCA,00000000,00000000,00000000
8,9000.0,46,00000000,43961B8A,36A5B30E,36A5B30E,32A9AD1D,32A9AD1D,3CAF3EA8,00000000,00000000,40ACA69F,00000000,00000000,00000000
8,9000.0,47,00000000,43966139,36A693E1,36A693E1,32AA9355,32AA9355,3CB32FE1,00000000,00000000,40A74A69,00000000,00000000,00000000
8,9000.0,48,00000000,43969AF0,36A74E19,36A74E19,32AB5205,32AB5205,3CB67400,00000000,00000000,40A2D9D6,00000000,00000000,00000000
8,9000.0,49,00000000,4396C000,36A7C5AC,36A7C5AC,32ABCC77,32ABCC77,3CB8697E,00000000,00000000,40A00000,00000000,00000000,00000000
9,9000.0,1,00000000,434D8000,00000000,00000000,00000000,00000000,3792778A,00000000,00000000,42299875,00000000,00000000,00000000
9,9000.0,2,00000000,434D8000,00000000,00000000,00000000,00000000,374EEC2E,00000000,00000000,421B6C8C,00000000,00000000,00000000
9,9000.0,3,00000000,43506AB0,341691A7,341691A7,301A2EC0,301A2EC0,376ED7CA,00000000,00000000,42106900,00000000,00000000,00000000
9,9000.0,4,00000000,4357EC4A,350683BF,350683BF,3109BE35,3109BE35,3800AFAD,00000000,00000000,42072BF4,00000000,00000000,00000000
9,9000.0,5,00000000,435E691E,355A3D9F,355A3D9F,315F7A7F,315F7A7F,386D0014,00000000,00000000,41FE5FB8,00000000,00000000,00000000
9,9000.0,6,00000000,436422DF,35921102,35921102,31959271,31959271,38C3CBC9,00000000,00000000,41F047B4,00000000,00000000,00000000
9,9000.0,7,00000000,43694494,35B32E0F,35B32E0F,31B77AF1,31B77AF1,39157BAF,00000000,00000000,41E3A5F6,00000000,00000000,00000000
9,9000.0,8,00000000,436DEC05,35D13628,35D13628,31D63B8E,31D63B8E,39570846,00000000,00000000,41D83130,00000000,00000000,00000000
9,9000.0,9,00000000,43722EBC,35ECB44E,35ECB44E,31F2629E,31F2629E,3993A322,00000000,00000000,41CDB459,00000000,00000000,00000000
9,9000.0,10,00000000,43761CD8,3603083F,3603083F,32062D4F,32062D4F,39CFC3CA,00000000,00000000,41C407C5,00000000,00000000,00000000
9,9000.0,11,00000000,4379C2BF,360ECD61,360ECD61,32123AC1,32123AC1,3A176328,00000000,00000000,41BB0CEF,00000000,00000000,00000000
9,9000.0,12,00000000,437D2A2F,3619C8F9,3619C8F9,321D79D5,321D79D5,3A5295F3,00000000,00000000,41B2ABDC,00000000,00000000,00000000
9,9000.0,13,00000000,43802D7B,36241435,36241435,3228044F,3228044F,3A8D2A27,00000000,00000000,41AAD155,00000000,00000000,00000000
9,9000.0,14,00000000,4381ADB6,362DC395,362DC395,3231EF31,3231EF31,3AB7A99C,00000000,00000000,41A36DB8,00000000,00000000,00000000
9,9000.0,15,00000000,43831869,3636E7FE,3636E7FE,323B4BC5,323B4BC5,3AE91275,00000000,00000000,419C7421,00000000,00000000,00000000
9,9000.0,16,00000000,43846FC4,363F8F96,363F8F96,32442889,32442889,3B10CE83,00000000,00000000,4195D9C5,00000000,00000000,00000000
9,9000.0,17,00000000,4385B59E,3647C63C,3647C63C,324C91A6,324C91A6,3B30B8CF,00000000,00000000,418F9592,00000000,00000000,00000000
9,9000.0,18,00000000,4386EB8B,364F961D,364F961D,32549186,32549186,3B54554C,00000000,00000000,41899FCA,00000000,00000000,00000000
9,9000.0,19,00000000,438812E3,365707E6,365707E6,325C310D,325C310D,3B7BA9FA,00000000,00000000,4183F1CA,00000000,00000000,00000000
9,9000.0,20,00000000,43892CD1,365E231E,365E231E,326377EE,326377EE,3B935B66,00000000,00000000,417D0BAB,00000000,00000000,00000000
9,9000.0,21,00000000,438A3A57,3664EE4B,3664EE4B,326A6CD9,326A6CD9,3BAABAB8,00000000,00000000,4172ADE4,00000000,00000000,00000000
9,9000.0,22,00000000,438B3C58,366B6F22,366B6F22,327115A4,327115A4,3BC3ED2A,00000000,00000000,4168C18C,00000000,00000000,00000000
9,9000.0,23,00000000,438C339A,3671AAA1,3671AAA1,3277776E,3277776E,3BDEEA32,00000000,00000000,415F3F04,00000000,00000000,00000000
9,9000.0,24,00000000,438D20CB,3677A531,3677A531,327D96B9,327D96B9,3BFBA6CB,00000000,00000000,41561F92,00000000,00000000,00000000
9,9000.0,25,00000000,438E0484,367D629F,367D629F,3281BBB6,3281BBB6,3C0BE355,00000000,00000000,414D5D64,00000000,00000000,00000000
9,9000.0,26,00000000,438EDF46,3681731C,3681731C,32848E73,32848E73,3C17D3BE,00000000,00000000,4144F376,00000000,00000000,00000000
9,9000.0,27,00000000,438FB18A,36841982,36841982,32874521,32874521,3C241311,00000000,00000000,413CDD28,00000000,00000000,00000000
9,9000.0,28,00000000,43907BBA,3686A5D7,3686A5D7,3289E11E,3289E11E,3C309986,00000000,00000000,41351663,00000000,00000000,00000000
9,9000.0,29,00000000,43913E35,3689194F,3689194F,328C63A5,328C63A5,3C3D5F3E,00000000,00000000,412D9B84,00000000,00000000,00000000
9,9000.0,30,00000000,4391F94C,368B74F1,368B74F1,328ECDC3,328ECDC3,3C4A5BD9,00000000,00000000,41266960,00000000,00000000,00000000
9,9000.0,31,00000000,4392AD4A,368DB9AA,368DB9AA,3291206D,3291206D,3C578708,00000000,00000000,411F7D24,00000000,00000000,00000000
9,9000.0,32,00000000,43935A6E,368FE849,368FE849,32935C73,32935C73,3C64D7FD,00000000,00000000,4118D460,00000000,00000000,00000000
9,9000.0,33,00000000,439400EF,3692017C,3692017C,3295828B,3295828B,3C7245A1,00000000,00000000,41126CF9,00000000,00000000,00000000
9,9000.0,34,00000000,4394A0FA,369405D8,369405D8,3297934C,3297934C,3C7FC642,00000000,00000000,410C452B,00000000,00000000,00000000
9,9000.0,35,00000000,43953AB5,3695F5D7,3695F5D7,32998F33,32998F33,3C86A7E7,00000000,00000000,41065B81,00000000,00000000,00000000
9,9000.0,36,00000000,4395CE3F,3697D1DB,3697D1DB,329B76A3,329B76A3,3C8D6BEB,00000000,00000000,4100AED3,00000000,00000000,00000000
9,9000.0,37,00000000,43965BAB,36999A26,36999A26,329D49E1,329D49E1,3C94295E,00000000,00000000,40F67CA8,00000000,00000000,00000000
9,9000.0,38,00000000,4392DF2F,369B4277,369B4277,329EFC61,329EFC61,3C827507,00000000,00000000,40EC5ED6,00000000,00000000,00000000
9,9000.0,39,00000000,43935CD3,369CD7D3,369CD7D3,32A09B78,32A09B78,3C8A31FA,00000000,00000000,40E2B4BA,00000000,00000000,00000000
9,9000.0,40,00000000,4393D48A,369E5A12,369E5A12,32A226FC,32A226FC,3C9083DF,00000000,00000000,40D97F3F,00000000,00000000,00000000
9,9000.0,41,00000000,4394463E,369FC8EB,369FC8EB,32A39EA3,32A39EA3,3C9628FD,00000000,00000000,40D0C030,00000000,00000000,00000000
9,9000.0,42,00000000,4394B1C7,36A123E1,36A123E1,32A501ED,32A501ED,3C9BA7BE,00000000,00000000,40C87A81,00000000,00000000,00000000
9,9000.0,43,00000000,439516EC,36A26A36,36A26A36,32A65017,32A65017,3CA0F6A3,00000000,00000000,40C0B2BE,00000000,00000000,00000000
9,9000.0,44,00000000,43957553,36A39AC9,36A39AC9,32A787F9,32A787F9,3CA609F3,00000000,00000000,40B96FC3,00000000,00000000,00000000
9,9000.0,45,00000000,4395CC77,36A4B3EE,36A4B3EE,32A8A7DE,32A8A7DE,3CAAD321,00000000,00000000,40B2BBCA,00000000,00000000,00000000
9,9000.0,46,00000000,43961B8A,36A5B30E,36A5B30E,32A9AD1D,32A9AD1D,3CAF3EA8,00000000,00000000,40ACA69F,00000000,00000000,00000000
9,9000.0,47,00000000,43966139,36A693E1,36A693E1,32AA9355,32AA9355,3CB32FE1,00000000,00000000,40A74A69,00000000,00000000,00000000
9,9000.0,48,00000000,43969AF0,36A74E19,36A74E19,32AB5205,32AB5205,3CB67400,00000000,00000000,40A2D9D6,00000000,00000000,00000000
9,9000.0,49,00000000,4396C000,36A7C5AC,36A7C5AC,32ABCC77,32ABCC77,3CB8697E,00000000,00000000,40A00000,00000000,00000000,00000000
10,9000.0,1,00000000,434E0000,00000000,00000000,00000000,00000000,37B52427,00000000,00000000,4229CDFB,00000000,00000000,00000000
10,9000.0,2,00000000,434E0000,00000000,00000000,00000000,00000000,377FE8A1,00000000,00000000,421B993D,00000000,00000000,00000000
10,9000.0,3,00000000,4350CA7E,341013BE,341013BE,301388F4,301388F4,3790E654,00000000,00000000,421090A0,00000000,00000000,00000000
10,9000.0,4,00000000,43584F8E,350510E0,350510E0,3108426F,3108426F,381BC877,00000000,00000000,42074F52,00000000,00000000,00000000
10,9000.0,5,00000000,435ECF60,3558F16B,3558F16B,315E2651,315E2651,388F30E3,00000000,00000000,41FE9F15,00000000,00000000,00000000
10,9000.0,6,00000000,43648BC8,35917C01,35917C01,3194F9DD,3194F9DD,38EC3D49,00000000,00000000,41F0808B,00000000,00000000,00000000
10,9000.0,7,00000000,4369AFDF,35B2A870,35B2A870,31B6F21D,31B6F21D,3934223E,00000000,00000000,41E3D8EF,00000000,00000000,00000000
10,9000.0,8,00000000,436E597C,35D0BE8B,35D0BE8B,31D5C112,31D5C112,39816C27,00000000,00000000,41D85ED0,00000000,00000000,00000000
10,9000.0,9,00000000,43729E32,35EC4998,35EC4998,31F1F558,31F1F558,39B18D58,00000000,00000000,41CDDD0E,00000000,00000000,00000000
10,9000.0,10,00000000,43768E29,3602D8DF,3602D8DF,3205FCCC,3205FCCC,39F555D1,00000000,00000000,41C42BEB,00000000,00000000,00000000
10,9000.0,11,00000000,437A35CA,360EA393,360EA393,32120FF3,32120FF3,3A2D5567,00000000,00000000,41BB2CD4,00000000,00000000,00000000
10,9000.0,12,00000000,437D9ED8,3619A464,3619A464,321D545F,321D545F,3A6B824A,00000000,00000000,41B2C7C4,00000000,00000000,00000000
10,9000.0,13,00000000,43806892,3623F48C,3623F48C,3227E3E3,3227E3E3,3A9AF710,00000000,00000000,41AAE97E,00000000,00000000,00000000
10,9000.0,14,00000000,4381E986,362DA88F,362DA88F,3231D385,3231D385,3AC69973,00000000,00000000,41A38257,00000000,00000000,00000000
10,9000.0,15,00000000,438354E7,3636D15B,3636D15B,323B3497,323B3497,3AF8E49D,00000000,00000000,419C8566,00000000,00000000,00000000
10,9000.0,16,00000000,4384ACE7,363F7D1C,363F7D1C,3244159E,3244159E,3B1902DC,00000000,00000000,4195E7DC,00000000,00000000,00000000
10,9000.0,17,00000000,4385F35F,3647B7BA,3647B7BA,324C82CB,324C82CB,3B390DA9,00000000,00000000,418FA0A4,00000000,00000000,00000000
10,9000.0,18,00000000,438729E1,364F8B5C,364F8B5C,32548683,32548683,3B5C9B4A,00000000,00000000,4189A7FD,00000000,00000000,00000000
10,9000.0,19,00000000,438851C7,365700BB,365700BB,325C29B6,325C29B6,3B81D71A,00000000,00000000,4183F742,00000000,00000000,00000000
10,9000.0,20,00000000,43896C3C,365E1F5D,365E1F5D,32637416,32637416,3B972197,00000000,00000000,417D1165,00000000,00000000,00000000
10,9000.0,21,00000000,438A7A43,3664EDCB,3664EDCB,326A6C55,326A6C55,3BAE28C7,00000000,00000000,4172AEA7,00000000,00000000,00000000
10,9000.0,22,00000000,438B7CBF,366B71BC,366B71BC,3271184E,3271184E,3BC6E5E4,00000000,00000000,4168BD95,00000000,00000000,00000000
10,9000.0,23,00000000,438C7476,3671B02F,3671B02F,32777D1E,32777D1E,3BE14FB7,00000000,00000000,415F368B,00000000,00000000,00000000
10,9000.0,24,00000000,438D6217,3677AD8E,3677AD8E,327D9F4A,327D9F4A,3BFD5AE2,00000000,00000000,415612CD,00000000,00000000,00000000
10,9000.0,25,00000000,438E463A,367D6DAD,367D6DAD,3281C15F,3281C15F,3C0C725C,00000000,00000000,414D4C86,00000000,00000000,00000000
10,9000.0,26,00000000,438F2163,368179EE,368179EE,3284956F,3284956F,3C186781,00000000,00000000,4144DEA7,00000000,00000000,00000000
10,9000.0,27,00000000,438FF40A,36842192,36842192,32874D62,32874D62,3C24AB42,00000000,00000000,413CC48E,00000000,00000000,00000000
10,9000.0,28,00000000,4390BE98,3686AF19,3686AF19,3289EA99,3289EA99,3C3135C2,00000000,00000000,4134FA25,00000000,00000000,00000000
10,9000.0,29,00000000,4391816E,368923B6,368923B6,328C6E4C,328C6E4C,3C3DFF51,00000000,00000000,412D7BC4,00000000,00000000,00000000
10,9000.0,30,00000000,43923CDE,368B8073,368B8073,328ED98D,328ED98D,3C4AFFAB,00000000,00000000,41264640,00000000,00000000,00000000
10,9000.0,31,00000000,43906DE1,368DBB91,368DBB91,3291225F,3291225F,3C3686CC,00000000,00000000,411F7758,00000000,00000000,00000000
10,9000.0,32,00000000,4391182A,368FE0F9,368FE0F9,329354F7,329354F7,3C45B4E8,00000000,00000000,4118EAB0,00000000,00000000,00000000
10,9000.0,33,00000000,4391BBEF,3691F15A,3691F15A,32957207,32957207,3C55471D,00000000,00000000,41129E32,00000000,00000000,00000000
10,9000.0,34,00000000,4392595D,3693ED48,3693ED48,32977A25,32977A25,3C653061,00000000,00000000,410C9020,00000000,00000000,00000000
10,9000.0,35,00000000,4392F099,3695D53A,3695D53A,32996DCD,32996DCD,3C756296,00000000,00000000,4106BF09,00000000,00000000,00000000
10,9000.0,36,00000000,439381C2,3697A990,3697A990,329B4D60,329B4D60,3C82E757,00000000,00000000,410129CA,00000000,00000000,00000000
10,9000.0,37,00000000,43940CEA,36996A8B,36996A8B,329D1922,329D1922,3C8B31D9,00000000,00000000,40F79F34,00000000,00000000,00000000
10,9000.0,38,00000000,43949220,369B1854,369B1854,329ED13B,329ED13B,3C9387F2,00000000,00000000,40ED6005,00000000,00000000,00000000
10,9000.0,39,00000000,43951163,369CB2ED,369CB2ED,32A075B0,32A075B0,3C9BDF72,00000000,00000000,40E395E8,00000000,00000000,00000000
10,9000.0,40,00000000,43958AA9,369E3A33,369E3A33,32A20659,32A20659,3CA2FF04,00000000,00000000,40DA41C7,00000000,00000000,00000000
10,9000.0,41,00000000,4395FDD9,369FADD6,369FADD6,32A382E8,32A382E8,3CA9475A,00000000,00000000,40D1657C,00000000,00000000,00000000
10,9000.0,42,00000000,43966ACC,36A10D59,36A10D59,32A4EADA,32A4EADA,3CAF64A7,00000000,00000000,40C90408,00000000,00000000,00000000
10,9000.0,43,00000000,4396D145,36A257F9,36A257F9,32A63D6A,32A63D6A,3CB54C2A,00000000,00000000,40C1220D,00000000,00000000,00000000
10,9000.0,44,00000000,439730EB,36A38C93,36A38C93,32A7796C,32A7796C,3CBAF122,00000000,00000000,40B9C682,00000000,00000000,00000000
10,9000.0,45,00000000,43978937,36A4A972,36A4A972,32A89D21,32A89D21,3CC04366,00000000,00000000,40B2FBC8,00000000,00000000,00000000
10,9000.0,46,00000000,4397D957,36A5ABF7,36A5ABF7,32A9A5DA,32A9A5DA,3CC52D34,00000000,00000000,40ACD1E7,00000000,00000000,00000000
10,9000.0,47,00000000,43981FF4,36A68FCA,36A68FCA,32AA8F25,32AA8F25,3CC98ED0,00000000,00000000,40A76362,00000000,00000000,00000000
10,9000.0,48,00000000,43985A71,36A74C7F,36A74C7F,32AB5061,32AB5061,3CCD2FB6,00000000,00000000,40A2E39C,00000000,00000000,00000000
10,9000.0,49,00000000,43988000,36A7C5AC,36A7C5AC,32ABCC77,32ABCC77,3CCF5BEC,00000000,00000000,40A00000,00000000,00000000,00000000
11,9000.0,1,00000000,43518000,00000000,00000000,00000000,00000000,37919F22,00000000,00000000,422B6F9B,00000000,00000000,00000000
11,9000.0,2,00000000,43518000,00000000,00000000,00000000,00000000,374DB93D,00000000,00000000,421CFD14,00000000,00000000,00000000
11,9000.0,3,00000000,43534498,34B687A9,34B687A9,2FBAE920,2FBAE920,374911C4,00000000,00000000,4211D2F6,00000000,00000000,00000000
11,9000.0,4,00000000,435AE07A,35F206EC,35F206EC,30F7D5F0,30F7D5F0,37D4F799,00000000,00000000,42087592,00000000,00000000,00000000
11,9000.0,5,00000000,43617403,364DE26D,364DE26D,3152D361,3152D361,3841730E,00000000,00000000,42005D86,00000000,00000000,00000000
11,9000.0,6,00000000,436741CE,368C64B0,368C64B0,318FC344,318FC344,389E09BD,00000000,00000000,41F271B8,00000000,00000000,00000000
11,9000.0,7,00000000,436C7575,36ADF58E,36ADF58E,31B2225C,31B2225C,38EF0DEB,00000000,00000000,41E5A3CC,00000000,00000000,00000000
11,9000.0,8,00000000,43712D2A,36CC669D,36CC669D,31D14E74,31D14E74,392A9045,00000000,00000000,41DA06FB,00000000,00000000,00000000
11,9000.0,9,00000000,43757EC2,36E844C5,36E844C5,31EDD7D4,31EDD7D4,3968956F,00000000,00000000,41CF6585,00000000,00000000,00000000
11,9000.0,10,00000000,43797A92,3700FCB0,3700FCB0,3204152F,3204152F,399E0BA7,00000000,00000000,41C59738,00000000,00000000,00000000
11,9000.0,11,00000000,437D2D28,370CEAC0,370CEAC0,32104C8C,32104C8C,39E27591,00000000,00000000,41BC7D26,00000000,00000000,00000000
11,9000.0,12,00000000,43805033,37180C6D,37180C6D,321BB29D,321BB29D,3A1B68DF,00000000,00000000,41B3FF06,00000000,00000000,00000000
11,9000.0,13,00000000,4381EE19,37227B38,37227B38,32266181,32266181,3A4E13DF,00000000,00000000,41AC095F,00000000,00000000,00000000
11,9000.0,14,00000000,4383737E,372C4BE3,372C4BE3,32306E7A,32306E7A,3A84D3A5,00000000,00000000,41A48C5B,00000000,00000000,00000000
11,9000.0,15,00000000,4384E308,37358F8E,37358F8E,3239EB10,3239EB10,3AA73BAC,00000000,00000000,419D7AEA,00000000,00000000,00000000
11,9000.0,16,00000000,43863EF2,373E548A,373E548A,3242E5EE,3242E5EE,3ACE61EF,00000000,00000000,4196CA20,00000000,00000000,00000000
11,9000.0,17,00000000,43878916,3746A6E4,3746A6E4,324B6B69,324B6B69,3AFA5B81,00000000,00000000,419070CC,00000000,00000000,00000000
11,9000.0,18,00000000,4388C30F,374E90E2,374E90E2,32538607,32538607,3B159AB0,00000000,00000000,418A6717,00000000,00000000,00000000
11,9000.0,19,00000000,4389EE39,37561B52,37561B52,325B3ECB,325B3ECB,3B3079A2,00000000,00000000,4184A648,00000000,00000000,00000000
11,9000.0,20,00000000,438B0BC3,375D4DD3,375D4DD3,32629D84,32629D84,3B4DC8CC,00000000,00000000,417E5121,00000000,00000000,00000000
11,9000.0,21,00000000,438C1CB2,37642F00,37642F00,3269A8F6,3269A8F6,3B6D8279,00000000,00000000,4173D1C9,00000000,00000000,00000000
11,9000.0,22,00000000,438D21EB,376AC4A1,376AC4A1,3270670B,3270670B,3B87CED1,00000000,00000000,4169C5BA,00000000,00000000,00000000
11,9000.0,23,00000000,438E1C38,377113C2,377113C2,3276DCF0,3276DCF0,3B9A0722,00000000,00000000,4160253B,00000000,00000000,00000000
11,9000.0,24,00000000,438F0C4A,377720DC,377720DC,327D0F37,327D0F37,3BAD6298,00000000,00000000,4156E97B,00000000,00000000,00000000
11,9000.0,25,00000000,438FF2BA,377CEFD7,377CEFD7,328180F1,328180F1,3BC0BB07,00000000,00000000,414E0C88,00000000,00000000,00000000
11,9000.0,26,00000000,4390D010,37814209,37814209,32845C33,32845C33,3BD0E57C,00000000,00000000,41458938,00000000,00000000,00000000
11,9000.0,27,00000000,4391A4C6,3783F051,3783F051,32871AF3,32871AF3,3BE17754,00000000,00000000,413D5ADC,00000000,00000000,00000000
11,9000.0,28,00000000,43927146,37868420,37868420,3289BE97,3289BE97,3BF2662F,00000000,00000000,41357D4A,00000000,00000000,00000000
11,9000.0,29,00000000,439335F3,3788FEAA,3788FEAA,328C485D,328C485D,3C01D403,00000000,00000000,412DECD2,00000000,00000000,00000000
11,9000.0,30,00000000,4393F31E,378B6101,378B6101,328EB959,328EB959,3C0A98D6,00000000,00000000,4126A638,00000000,00000000,00000000
11,9000.0,31,00000000,4394A914,378DAC13,378DAC13,32911282,32911282,3C137C2D,00000000,00000000,411FA69E,00000000,00000000,00000000
11,9000.0,32,00000000,43955814,378FE0B2,378FE0B2,329354AE,329354AE,3C1C7826,00000000,00000000,4118EB88,00000000,00000000,00000000
11,9000.0,33,00000000,43960057,3791FF92,3791FF92,32958095,32958095,3C2586D4,00000000,00000000,411272D0,00000000,00000000,00000000
11,9000.0,34,00000000,4396A20B,3794094A,3794094A,329796D3,329796D3,3C2EA1D7,00000000,00000000,410C3AA6,00000000,00000000,00000000
11,9000.0,35,00000000,43973D58,3795FE58,3795FE58,329997E8,329997E8,3C37C29B,00000000,00000000,4106418D,00000000,00000000,00000000
11,9000.0,36,32C6327A,4397D25B,B89C2B2D,3797DF20,33E14182,329B8439,3C40E1FA,00000000,00000000,41008654,00000000,B7355B59,00000000
11,9000.0,37,32A756C5,43925BB4,393AAE78,37999A42,334A6C40,329D49FE,3C6BB4D2,00000000,00000000,40F67BFC,00000000,B73BA2E9,00000000
11,9000.0,38,31284DEA,4392DF31,38290660,379B427B,B2869324,329EFC66,3C7F4B56,00000000,00000000,40EC5EB7,00000000,360D3060,00000000
11,9000.0,39,310C0DB1,43935CD3,3823FCE6,379CD7D3,B2998094,32A09B78,3C898DE5,00000000,00000000,40E2B4BA,00000000,360EED00,00000000
11,9000.0,40,30F4CE2A,4393D48A,381F8E05,379E5A12,B1BEE198,32A226FC,3C9083DF,00000000,00000000,40D97F3F,00000000,36091B94,00000000
11,9000.0,41,30D6285C,4394463E,381B38C7,379FC8EB,2F097000,32A39EA3,3C9628FD,00000000,00000000,40D0C030,00000000,3600FF0E,00000000
11,9000.0,42,30B40713,4394B1C7,3816BF72,37A123E1,301E3F80,32A501ED,3C9BA7BE,00000000,00000000,40C87A81,00000000,35F398EC,00000000
11,9000.0,43,30901D28,439516EC,38121E80,37A26A36,3085B390,32A65017,3CA0F6A3,00000000,00000000,40C0B2BE,00000000,35E7577A,00000000
11,9000.0,44,305715FC,43957553,380D7BF2,37A39AC9,30B4F320,32A787F9,3CA609F3,00000000,00000000,40B96FC3,00000000,35DDADFA,00000000
11,9000.0,45,2FBE9758,4395CC77,3808ED3F,37A4B3EE,30DD4D00,32A8A7DE,3CAAD321,00000000,00000000,40B2BBCA,00000000,35D781EA,00000000
11,9000.0,46,00000000,43961B8A,3809E957,37A5B30E,B0AF7BF0,32A9AD1D,3CAF3EA8,00000000,00000000,40ACA69F,00000000,362D7462,00000000
11,9000.0,47,00000000,43966139,37C0D757,37A693E1,31986D80,32AA9355,3CB32FE1,00000000,00000000,40A74A69,00000000,36C22310,00000000
11,9000.0,48,00000000,43969AF0,37C1918F,37A74E19,319B6840,32AB5205,3CB67400,00000000,00000000,40A2D9D6,00000000,36C22311,00000000
11,9000.0,49,00000000,4396C000,37C20922,37A7C5AC,319D5208,32ABCC77,3CB8697E,00000000,00000000,40A00000,00000000,36C22311,00000000
12,9000.0,1,00000000,434E8000,00000000,00000000,00000000,00000000,37C21422,00000000,00000000,422A1F5C,00000000,00000000,00000000
12,9000.0,2,00000000,434E8000,00000000,00000000,00000000,00000000,378917C1,00000000,00000000,421BE1C9,00000000,00000000,00000000
12,9000.0,3,00000000,435112A6,3504D0E5,3504D0E5,300800EB,300800EB,379678CB,00000000,00000000,4210D55C,00000000,00000000,00000000
12,9000.0,4,00000000,43589A4E,360261BB,360261BB,310582CC,310582CC,38217E9E,00000000,00000000,420790DA,00000000,00000000,00000000
