case,dx,k,pcte,ztp1,ptte,ztt,pqte,zqq,zqp1,qcf,qif,uf,vf,pvom,pvol
4,1500.0,25,328D5458,438AD5F6,B984962B,B83EDA4A,B451CF23,B3436EE3,3BEE9979,00000000,00000000,414BB58E,00000000,3803D6A3,00000000
4,1500.0,26,327DFC07,438BABA6,393D9614,B842E474,B44E0308,B34791DF,3C02F4C2,00000000,00000000,41437D8A,00000000,3803CFD5,00000000
4,1500.0,27,32637965,438C790A,393549E5,B846C675,B459FB2D,B34B8BBB,3C0F0BC9,00000000,00000000,413B973E,00000000,380370E1,00000000
4,1500.0,28,324AFF98,438D3E89,392D04A3,B84A8244,B4656ECE,B34F5E7A,3C1B8A25,00000000,00000000,4133FEA4,00000000,3802B9B9,00000000
4,1500.0,29,32346F08,438DFC81,3924B21A,B84E19A1,B4704010,B3530BE8,3C2867E1,00000000,00000000,412CB030,00000000,3801A74F,00000000
4,1500.0,30,321FAAE9,438EB342,391C6402,B8518E15,B47A45F2,B3569596,3C359C4B,00000000,00000000,4125A8C4,00000000,38003922,00000000
4,1500.0,31,320C98A6,438F6314,39140979,B854E0FB,B481B24D,B359FCE8,3C431E56,00000000,00000000,411EE59D,00000000,37FCDD56,00000000
4,1500.0,32,31F63EE5,43900C35,390B998B,B858137E,B485BCE6,B35D4310,3C50E451,00000000,00000000,41186459,00000000,37F8919A,00000000
4,1500.0,33,31D64FF6,4390AEDA,39031A0E,B85B26A1,B489352C,B3606917,3C5EE3EC,00000000,00000000,411222E8,00000000,37F39472,00000000
4,1500.0,34,31B9381F,43914B32,38F51363,B85E1B41,B48C1340,B3636FE0,3C6D1271,00000000,00000000,410C1F8D,00000000,37EDEE71,00000000
4,1500.0,35,319ECC06,4391E160,38E3F99C,B860F20F,B48E4A70,B3665820,3C7B640A,00000000,00000000,410658DC,00000000,37E7A9FE,00000000
4,1500.0,36,3186E357,43927182,38D2CFFB,B863AB9A,B48FD8AD,B3692269,3C84E62E,00000000,00000000,4100CDB4,00000000,37E0D7BE,00000000
4,1500.0,37,3162A9DB,4392FBAC,38C19D2C,B8664845,B490BC72,B36BCF20,3C8C1EFE,00000000,00000000,40F6FA98,00000000,37D98A25,00000000
4,1500.0,38,313BF349,43937FEB,38B0B86D,B868C849,B490F844,B36E5E80,3C93554E,00000000,00000000,40ECCE5E,00000000,37D1D762,00000000
4,1500.0,39,3119542E,4393FE40,389FF438,B86B2BAF,B490923E,B370D092,3C9A8123,00000000,00000000,40E31695,00000000,37C9DC99,00000000
4,1500.0,40,30F638DF,439476A2,388FA7C1,B86D7247,B487B39E,B3732526,3CA11FF4,00000000,00000000,40D9D402,00000000,37C1BD68,00000000
4,1500.0,41,30C0D69F,4394E8F9,387F823A,B86F9BA2,B4820864,B3755BC8,3CA762B3,00000000,00000000,40D10866,00000000,37B98792,00000000
4,1500.0,42,3091427B,4395551F,3860B525,B871A705,B47F5D4C,B37773BB,3CAD7AD5,00000000,00000000,40C8B6BA,00000000,37B156DA,00000000
4,1500.0,43,304D2380,4395BAD7,384336A5,B873934F,B479E262,B3796BD6,3CB35D8C,00000000,00000000,40C0E399,00000000,37A95C73,00000000
4,1500.0,44,2FFC3418,439619C9,38277293,B8755ECD,B473CB70,B37B425B,3CB8FE1E,00000000,00000000,40B995EB,00000000,37A1D986,00000000
4,1500.0,45,2F3DD673,4396716E,3845BA1E,B87706F7,B4711DDA,B37CF4B3,3CBE4C51,00000000,00000000,40B2D7FE,00000000,37D05E1D,00000000
4,1500.0,46,285BB558,4396C0F8,3717A6C9,B87887E3,B46147A9,B37E7EDC,3CC332A9,00000000,00000000,40ACB9BB,00000000,36BFD721,00000000
4,1500.0,47,00000000,4397070F,B88223EE,B879DB1B,B3CE9319,B37FDA38,3CC79134,00000000,00000000,40A75573,00000000,37C465BA,00000000
4,1500.0,48,00000000,4397411E,B8DCBC95,B87AF415,B3912B18,B3807CF8,3CCB2FE4,00000000,00000000,40A2DE29,00000000,37C465BB,00000000
4,1500.0,49,00000000,43976666,B92BB2D3,B87BA882,B44A2230,B380D959,3CCD5B59,00000000,00000000,40A00000,00000000,37C465BB,00000000
5,1500.0,1,00000000,43470000,00000000,00000000,00000000,00000000,3704242C,00000000,00000000,42267973,00000000,00000000,00000000
5,1500.0,2,00000000,43470000,B9D33646,00000000,33581DCB,00000000,36BAAFDB,00000000,00000000,4218C04E,00000000,BA280EE9,00000000
5,1500.0,3,322023C7,434BE4EA,39FCFD75,357CA637,302CF57F,30815B3F,37138CD2,00000000,00000000,420DF9F4,00000000,B7141B68,00000000
5,1500.0,4,32624B7C,43533CCE,3938FFCC,361DEE92,2EDF06C0,3121B8E8,37A39E75,00000000,00000000,4204F03E,00000000,B6BE27D1,00000000
5,1500.0,5,3293C215,43599592,39C8026D,366FD714,3127BC82,317598A9,381A2153,00000000,00000000,41FA410F,00000000,B6477003,00000000
5,1500.0,6,32B49CBE,435F2F7E,39C70BA2,369C1050,3190A03E,319FCF2B,3881BAA8,00000000,00000000,41EC7768,00000000,B51872A6,00000000
5,1500.0,7,32D1C48C,436434A8,39C60476,36BC752A,31DF5420,31C0FB0D,38C93716,00000000,00000000,41E01BEE,00000000,35DA5A8D,00000000
5,1500.0,8,32EB155D,4368C231,39C48B05,36D9D621,321DD887,31DF1084,3912AE0B,00000000,00000000,41D4E6EA,00000000,3675ABC5,00000000
5,1500.0,9,3300B6C6,436CED2E,39C282A6,36F4BB28,324F8874,31FA9AC9,394BC75D,00000000,00000000,41CAA47B,00000000,36BAB3D4,00000000
5,1500.0,10,3301D504,4370C564,39BD77AA,3706C506,322B69DA,320A010C,3999F098,00000000,00000000,41C12DCF,00000000,371ACB0F,00000000
5,1500.0,11,32FAD5CF,437456F2,39B7D64A,37124881,31E5F125,3215CB45,39E50192,00000000,00000000,41B86510,00000000,375701F8,00000000
5,1500.0,12,32ED4BD2,4377AB5E,39B2DD60,371D06C1,315F3AE8,3220CB86,3A21F067,00000000,00000000,41B032C9,00000000,3783DA89,00000000
5,1500.0,13,32E06B1A,437ACA4C,39AF0D60,37271869,B102168C,322B1B0C,3A5C1F64,00000000,00000000,41A88431,00000000,3797B726,00000000
5,1500.0,14,32D5CBBA,437DB9F2,39ABC9D8,37309185,B20C9F4B,3234CE5B,3A90E33B,00000000,00000000,41A149FA,00000000,37A77E67,00000000
5,1500.0,15,32CD0B1D,43803FB8,39A88568,3739829C,B282CC84,323DF663,3AB9BFB3,00000000,00000000,419A778A,00000000,37B41FE7,00000000
5,1500.0,16,32C57FD5,43818F87,39A5C42A,3741F983,B2C8B58A,3246A14B,3AE8E2F9,00000000,00000000,41940254,00000000,37BE9A77,00000000
5,1500.0,17,32BEA6AE,4382CE34,39A4129B,374A01DD,B30AF3A7,324EDAFF,3B0F3E3D,00000000,00000000,418DE175,00000000,37C7902D,00000000
5,1500.0,18,32B81D0D,4383FD49,39A3045B,3751A594,B3360DDB,3256ADA7,3B2D570E,00000000,00000000,41880D5C,00000000,37CF670A,00000000
5,1500.0,19,32B19919,43851E18,39A292C9,3758ED2F,B365445B,325E21FB,3B4EC669,00000000,00000000,41827F8B,00000000,37D657C7,00000000
5,1500.0,20,32AAE386,438631C4,399E433A,375FE006,B38C3334,32653F84,3B739098,00000000,00000000,417A64CA,00000000,37DC83FE,00000000
5,1500.0,21,32A3D2C1,4387394A,3999E088,3766847D,B3A76DE8,326C0CCA,3B8DDA07,00000000,00000000,41704216,00000000,37E1F63C,00000000
5,1500.0,22,329C47CB,43883588,3995A66F,376CE027,B3C37AAA,32728F84,3BA394FD,00000000,00000000,41668E77,00000000,37E6B22E,00000000
5,1500.0,23,3294554D,43892740,39132FE1,3772F7E9,B3E31BA1,3278CCB5,3BBAF324,00000000,00000000,415D4278,00000000,37EAAC4E,00000000
5,1500.0,24,328C9C25,438A0F1D,B935602A,3778D011,B4013F66,327EC8C6,3BD3EC03,00000000,00000000,41545783,00000000,37ED98D1,00000000
5,1500.0,25,327AD254,438AEDB3,B87F24BD,377E6C5D,B400FE5C,328243C5,3BEC38BE,00000000,00000000,414BC7E6,00000000,37EEE52B,00000000
5,1500.0,26,3260AB3F,438BC385,39688335,3781E80E,B3F8BCD7,32850633,3C01AAF7,00000000,00000000,41438E96,00000000,37EED54E,00000000
5,1500.0,27,32488160,438C9109,39620304,37847F21,B405CFC2,3287AD30,3C0DA7FF,00000000,00000000,413BA70A,00000000,37EE1612,00000000
5,1500.0,28,32323809,438D56A7,395B5FC2,3786FCB9,B40EC83F,328A3A16,3C1A0BEB,00000000,00000000,41340D41,00000000,37ECA167,00000000
5,1500.0,29,321DB41E,438E14BD,3954B379,37896202,B41727B0,328CAE16,3C26CEDF,00000000,00000000,412CBDA9,00000000,37EA7657,00000000
5,1500.0,30,320ADC89,438ECB9A,394DE8D9,378BAFFE,B41EC5D8,328F0A3C,3C33E820,00000000,00000000,4125B528,00000000,37E78E1F,00000000
5,1500.0,31,31F33454,438F7B87,394701D2,378DE799,B4258811,32914F76,3C414ECB,00000000,00000000,411EF0F8,00000000,37E3ECF8,00000000
5,1500.0,32,31D3AE04,439024C1,393FF708,37900998,B42B4BDE,32937E90,3C4EF929,00000000,00000000,41186EB8,00000000,37DF91CE,00000000
5,1500.0,33,31B6FBCC,4390C77F,3938C98F,379216AA,B42FFCF0,3295983C,3C5CDD31,00000000,00000000,41122C55,00000000,37DA844E,00000000
5,1500.0,34,319CF653,439163EE,3931884E,37940F60,B43384C3,32979D0E,3C6AF00A,00000000,00000000,410C2814,00000000,37D4CCCF,00000000
5,1500.0,35,31857618,4391FA32,392A2E67,3795F431,B435D4F8,32998D82,3C79260B,00000000,00000000,41066088,00000000,37CE78FF,00000000
5,1500.0,36,3160AB5B,43928A69,3922C497,3797C57D,B436E798,329B69F9,3C83B97E,00000000,00000000,4100D490,00000000,37C79949,00000000
5,1500.0,37,313AE07D,439314A8,391B5FA8,37998386,B436C11A,329D32B6,3C8AE4CD,00000000,00000000,40F706C2,00000000,37C042B6,00000000
5,1500.0,38,31194643,439398FA,3914039C,379B2E71,B43563F2,329EE7E0,3C920DB6,00000000,00000000,40ECD90D,00000000,37B88C6A,00000000
5,1500.0,39,30F72974,43941762,390CBD93,379CC644,B432E68D,32A0897D,3C992C74,00000000,00000000,40E31FDF,00000000,37B0933C,00000000
5,1500.0,40,30C40B13,43948FD4,3905A263,379E4AE1,B42184F7,32A2176E,3C9FBD60,00000000,00000000,40D9DBFA,00000000,37A87AAA,00000000
5,1500.0,41,3097ABF5,4395023B,38FD7460,379FBBFC,B415CE04,32A39165,3CA5F128,00000000,00000000,40D10F1E,00000000,37A052FD,00000000
5,1500.0,42,30611FFE,43956E70,38F01612,37A1191A,B41013DC,32A4F6E4,3CABFAB3,00000000,00000000,40C8BC48,00000000,3798364C,00000000
5,1500.0,43,301933FA,4395D437,39017347,37A26179,B4124822,32A64724,3CB1CF62,00000000,00000000,40C0E811,00000000,3801DF24,00000000
5,1500.0,44,2FA0D9E3,43963336,38A918F7,37A393F8,B40A00D9,32A780FE,3CB76272,00000000,00000000,40B99961,00000000,361BB41D,00000000
5,1500.0,45,284AECD2,43968AE7,38A00FA1,37A4AEE5,B3B3F166,32A8A2B5,3CBCA3EB,00000000,00000000,40B2DA88,00000000,36DB1DD3,00000000
5,1500.0,46,00000000,4396DA7B,37C0EE9E,37A5AFA5,B3164D68,32A9A99F,3CC17E69,00000000,00000000,40ACBB70,00000000,37FBED5F,00000000
5,1500.0,47,00000000,4397209C,37EDD2D4,37A691E9,B34F1464,32AA9151,3CC5D27B,00000000,00000000,40A7566F,00000000,37FBED5C,00000000
5,1500.0,48,00000000,43975AB3,37964E7D,37A74D53,B360819D,32AB513A,3CC96872,00000000,00000000,40A2DE8B,00000000,37FBED5F,00000000
5,1500.0,49,00000000,43978000,37CEEA94,37A7C5AC,B38BF677,32ABCC77,3CCB8E9B,00000000,00000000,40A00000,00000000,37FBED5C,00000000
6,1500.0,1,00000000,435D4000,00000000,00000000,00000000,00000000,391DF558,00000000,00000000,42294F08,00000000,00000000,00000000
6,1500.0,2,00000000,435D4000,B9E19EE3,00000000,321B02DC,00000000,38DF1EBD,00000000,00000000,421A0CD8,00000000,B905317F,00000000
6,1500.0,3,3310E5E2,435D4000,B90FBB64,00000000,B09396AD,00000000,38ACBFE7,00000000,00000000,420E5B90,00000000,B988C8E1,00000000
6,1500.0,4,32CDDC7D,435D4000,3A00F70D,00000000,30994C35,00000000,388D20CF,00000000,00000000,4204E41D,00000000,B8AFDDFC,00000000
6,1500.0,5,32535B49,435D4000,39A22A77,00000000,B15AE70D,00000000,386EDE00,00000000,00000000,41F9E55F,00000000,B620A4CC,00000000
6,1500.0,6,327A1939,435ED267,3A08849E,34CFBA88,31501097,2FD4B6D1,3878D23C,00000000,00000000,41EC2179,00000000,B4C110C7,00000000
6,1500.0,7,3291F4F5,4363D578,398AD056,35D984CA,31081C5C,30DEBD3A,38C13206,00000000,00000000,41DFCB2A,00000000,35A04632,00000000
6,1500.0,8,32A42E93,4368611A,398A2F23,3637D898,3193A7BD,313C4226,390CFA2E,00000000,00000000,41D49AD5,00000000,3630C7BA,00000000
6,1500.0,9,32B45597,436C8A58,3989277F,367C957B,31E72D9E,318152AE,3944079E,00000000,00000000,41CA5CB1,00000000,36859C5D,00000000
6,1500.0,10,32B651F5,437060F2,3985DA23,369DFE99,31BDC5FD,31A1C951,39953003,00000000,00000000,41C0E9FA,00000000,36DFC316,00000000
6,1500.0,11,32B0BF4D,4373F101,39820A43,36BB6BC6,317DBDEF,31BFEB4A,39DE5F2F,00000000,00000000,41B824EA,00000000,371B0C0D,00000000
6,1500.0,12,32A7D209,43774408,397D522A,36D6E0E1,30E25A44,31DC0918,3A1D7D6E,00000000,00000000,41AFF614,00000000,373DDB8D,00000000
6,1500.0,13,329E727E,437A61A6,3977FB9C,36F09CD6,B0D3A114,31F66329,3A565814,00000000,00000000,41A84AB7,00000000,375A3306,00000000
6,1500.0,14,3296A4D5,437D500F,3973C3BE,37046972,B1C3D392,320796FC,3A8D3BAE,00000000,00000000,41A1138C,00000000,3770C1C9,00000000
6,1500.0,15,32903EE9,43800A30,396F5FE9,370FD6A5,B2315E02,32134A64,3AB53A40,00000000,00000000,419A43FF,00000000,37815463,00000000
6,1500.0,16,328AC530,43815971,396BA8A7,371AA7AF,B2871A42,321E5DE3,3AE365C8,00000000,00000000,4193D184,00000000,3788B2A5,00000000
6,1500.0,17,3285D734,43829797,39692B64,3724EB70,B2BB0E66,3228E0B4,3B0BF6F2,00000000,00000000,418DB342,00000000,378EF0D0,00000000
6,1500.0,18,32812C99,4383C62A,3967CE02,372EAE97,B2F508CC,3232DFD7,3B297A4A,00000000,00000000,4187E1A5,00000000,3794601B,00000000
6,1500.0,19,32791DD3,4384E67D,39674298,3737FC01,B31A7080,323C6668,3B4A47CE,00000000,00000000,41825636,00000000,37992985,00000000
6,1500.0,20,326FAB35,4385F9B2,3962BB96,3740DD17,B33D17D3,32457E0C,3B6E6405,00000000,00000000,417A16B0,00000000,379D6896,00000000
6,1500.0,21,3265C4D6,438700C7,395CD442,37495A05,B362249A,324E2F20,3B8AE700,00000000,00000000,416FF85D,00000000,37A124B0,00000000
6,1500.0,22,325B3DBA,4387FC97,3956E604,375179E5,B3846C50,325680EB,3BA03F7A,00000000,00000000,416648F3,00000000,37A46270,00000000
6,1500.0,23,325008F4,4388EDE6,38FCE49D,375942FC,B3993DB9,325E79D7,3BB735D1,00000000,00000000,415D0101,00000000,37A71FFA,00000000
6,1500.0,24,3245045A,4389D55D,B9178087,3760BAC9,B3AF45C7,32661F87,3BCFC1A4,00000000,00000000,415419F5,00000000,37A92B0D,00000000
6,1500.0,25,32315014,438AB391,B7A78F11,3767E615,B3AD1358,326D76DE,3BE78111,00000000,00000000,414B8E1E,00000000,37AA05C7,00000000
6,1500.0,26,321F06FB,438B8904,39289B7C,376EC916,B3A70E29,32748430,3BFE2D5E,00000000,00000000,41435873,00000000,37A9F043,00000000
6,1500.0,27,320E2007,438C562D,392433B1,3775679B,B3B3D8F8,327B4B60,3C0AD963,00000000,00000000,413B746D,00000000,37A96263,00000000
6,1500.0,28,31FD0CFA,438D1B73,391FBD25,377BC4FE,B3C007E1,3280E7EF,3C17012F,00000000,00000000,4133DE0C,00000000,37A857EA,00000000
6,1500.0,29,31E04F0F,438DD933,391B3A3B,3780F21E,B3CB6841,32840A5C,3C238647,00000000,00000000,412C91C0,00000000,37A6CF75,00000000
6,1500.0,30,31C5E2ED,438E8FBD,3916A36B,3783E3F7,B3D5C4F9,32870E4D,3C306031,00000000,00000000,41258C6F,00000000,37A4C53F,00000000
6,1500.0,31,31ADA8CC,438F3F59,3911F094,3786B934,B3DEFB54,3289F4F2,3C3D8614,00000000,00000000,411ECB54,00000000,37A23BF9,00000000
6,1500.0,32,319780DF,438FE846,390D2C53,378972D5,B3E6DCC4,328CBF51,3C4AEE9F,00000000,00000000,41184C10,00000000,379F31E4,00000000
6,1500.0,33,31834E28,43908AB9,39084B7F,378C11B5,B3ED47E7,328F6E4B,3C588FC5,00000000,00000000,41120C90,00000000,379BADAD,00000000
6,1500.0,34,3161E8E5,439126DF,39035AD8,378E9690,B3F21DB6,329202A0,3C665EDF,00000000,00000000,410C0B1A,00000000,3797B410,00000000
6,1500.0,35,3140B0AD,4391BCDD,38FCB166,37910200,B3F54E0D,32947CED,3C745093,00000000,00000000,41064642,00000000,37934CAD,00000000
6,1500.0,36,3122BE97,43924CD1,38F296E4,3793547C,B3F6D1B0,3296DDAE,3C812C73,00000000,00000000,4100BCE4,00000000,378E8588,00000000
6,1500.0,37,3107DE60,4392D6CE,38E87245,37958E5A,B3F69C5E,3299253A,3C883547,00000000,00000000,40F6DC71,00000000,37896A30,00000000
6,1500.0,38,30DFB7EE,43935AE2,38DE5F82,3797AFCB,B3F4CC06,329B53C2,3C8F3BE1,00000000,00000000,40ECB394,00000000,37840CD8,00000000
6,1500.0,39,30B5051A,4393D90C,38D46E77,3799B8D6,B3F15EF0,329D694E,3C963854,00000000,00000000,40E2FF0C,00000000,377D0061,00000000
6,1500.0,40,308FF6AF,43945145,38CAB944,379BA953,B3D8DE58,329F65B6,3C9CA8F0,00000000,00000000,40D9BF9C,00000000,3771B9BA,00000000
6,1500.0,41,305ED9CD,4394C375,38C13121,379D80E4,B3C8F10B,32A14898,3CA2C125,00000000,00000000,40D0F702,00000000,37665C37,00000000
6,1500.0,42,302510F0,43952F75,38B7FD64,379F3EE9,B3C0FCEE,32A31151,3CA8AFE1,00000000,00000000,40C8A838,00000000,375B0A56,00000000
6,1500.0,43,2FE1B926,4395950A,38AF36E4,37A0E26C,B3B831CE,32A4BEE6,3CAE6AB5,00000000,00000000,40C0D7D2,00000000,37500849,00000000
6,1500.0,44,2F7C9416,4395F3DB,38B32515,37A269FC,B3B45E30,32A64FDC,3CB3E52E,00000000,00000000,40B98CB7,00000000,378A8DF2,00000000
6,1500.0,45,2DBE5361,43964B61,388D4551,37A3D36F,B3A5CF7C,32A7C1FB,3CB90F7B,00000000,00000000,40B2D12F,00000000,36BC11B9,00000000
6,1500.0,46,00000000,43969ACD,37CD4C36,37A51B72,B28FA2F5,32A911DD,3CBDD48F,00000000,00000000,40ACB51E,00000000,37A62D49,00000000
6,1500.0,47,00000000,4396E0CC,380692DF,37A63C81,B2A8D700,32AA39DC,3CC215AE,00000000,00000000,40A752C9,00000000,37A62D4B,00000000
6,1500.0,48,00000000,43971AC5,376278CE,37A72BED,B1F77194,32AB2F07,3CC59BD5,00000000,00000000,40A2DD1E,00000000,37A62D48,00000000
6,1500.0,49,00000000,43974000,B7E4D2C4,37A7C5AC,B38F660A,32ABCC77,3CC7B8C5,00000000,00000000,40A00000,00000000,37A62D49,00000000
7,1500.0,1,00000000,4346999A,00000000,00000000,00000000,00000000,36F8DA87,00000000,00000000,422644E4,00000000,00000000,00000000
7,1500.0,2,00000000,4346999A,B9E019A0,00000000,335A4C57,00000000,36AFC9C6,00000000,00000000,421892CE,00000000,BA2E3682,00000000
7,1500.0,3,32216BC9,434BA08C,3A010103,3581C17F,303004C2,3084DEB7,370E0FD0,00000000,00000000,420DD012,00000000,B7184F0B,00000000
7,1500.0,4,326479F6,4352F5FA,393CD4E4,361F85FB,2ED69B00,31235A17,379DCEEA,00000000,00000000,4204C963,00000000,B6C3AAD7,00000000
7,1500.0,5,32958FEB,43594C9C,39CDA489,36715301,31247965,31771DB4,3814DCAA,00000000,00000000,41F9F897,00000000,B64D944F,00000000
7,1500.0,6,32B75961,435EE4A7,39CCB530,369CC226,318D7180,31A08546,387ADFEC,00000000,00000000,41EC3391,00000000,B51FC789,00000000
7,1500.0,7,32D587BA,4363E822,39CBBE74,36BD1C23,31DAE943,31C1A608,38C2BE9E,00000000,38D1B717,41DFDC3D,00000000,35DEB057,00000000
7,1500.0,8,32EFC9F8,43687423,39CA548B,36DA7335,321B765E,31DFB15E,390E1446,00000000,38D1B717,41D4AAFD,00000000,367B843C,00000000
7,1500.0,9,330382FA,436C9DB9,39C8599A,36F54F32,324D4658,31FB3260,3945871A,00000000,38D1B717,41CA6C03,00000000,36BF5659,00000000
7,1500.0,10,330494A1,437074A4,39C316F7,37070ADE,32238178,320A4892,39967B27,00000000,38D1B717,41C0F886,00000000,3721562D,00000000
7,1500.0,11,330017DD,437404FE,39BD27BC,37128A78,31D25816,32160ED1,39E0C3F9,00000000,38D1B717,41B832BC,00000000,37608C93,00000000
7,1500.0,12,32F26EC0,4377584C,39B7E57D,371D451B,3129FD00,32210B5F,3A1F6B90,00000000,38D1B717,41B00338,00000000,3789B9B9,00000000
7,1500.0,13,32E4A3E3,437A762C,39B3BAD5,3727535D,B143249C,322B576A,3A59359A,00000000,38D1B717,41A85736,00000000,379E6977,00000000
7,1500.0,14,32D92D9D,437D64D4,39B05B63,3730C947,B2236A2C,32350774,3A8F3E17,00000000,38D1B717,41A11F70,00000000,37AED19F,00000000
7,1500.0,15,32CFC4CA,438014B1,39ACE61B,3739B759,B290E466,323E2C63,3AB7EE11,00000000,38D1B717,419A4F4E,00000000,37BBD3F1,00000000
7,1500.0,16,32C7B56B,4381640F,39A9F45A,37422B65,B2D9B236,3246D460,3AE6EA34,00000000,38D1B717,4193DC45,00000000,37C682E7,00000000
7,1500.0,17,32C072AB,4382A250,39A8016D,374A3106,B3151EC2,324F0B4A,3B0E318D,00000000,38D1B717,418DBD79,00000000,37CF8BE1,00000000
7,1500.0,18,32B99379,4383D0FF,39A6CF49,3751D22A,B341D6F6,3256DB4E,3B2C3E14,39D1B717,00000000,4187EB58,00000000,37D764FF,00000000
7,1500.0,19,32B2C824,4384F16C,39A63D79,3759174E,B372C4AB,325E4D1D,3B4DA592,39D1B717,00000000,41825F68,00000000,37DE4D4D,00000000
7,1500.0,20,32ABD5BF,438604BA,39A25E2D,376007CB,B393CF3C,3265683C,3B726CCE,39D1B717,00000000,417A281B,00000000,37E46A96,00000000
7,1500.0,21,32A49032,43870BE7,399DDD58,3766AA03,B3AFF7C9,326C3337,3B8D496C,39D1B717,00000000,417008D5,00000000,37E9CA7D,00000000
7,1500.0,22,329CD6DA,438807D0,39996937,376D0387,B3CD3B41,3272B3BD,3BA30897,39D1B717,00000000,4166587E,00000000,37EE729C,00000000
7,1500.0,23,3294A48B,4388F936,394205B1,37731938,B3ECE48C,3278EED1,3BBA6DE8,39D1B717,00000000,415D0FA4,00000000,37F26153,00000000
7,1500.0,24,328C9F42,4389E0C5,B8BF308D,3778EF66,B406F572,327EE8DC,3BD37126,39D1B717,00000000,415427B4,00000000,37F54954,00000000
7,1500.0,25,327E6C91,438ABF0F,B94884F8,377E89CC,B404C483,328252D7,3BEB83FD,39D1B717,00000000,414B9AFE,00000000,37F670C6,00000000
7,1500.0,26,32646815,438B9499,396E694C,3781F5D9,B3FE5E29,32851453,3C012631,39D1B717,00000000,4143647A,00000000,37F63374,00000000
7,1500.0,27,324C534F,438C61D6,3967CC4B,37848C0A,B4088EA3,3287BA69,3C0CF42F,39D1B717,00000000,413B7FA2,00000000,37F55063,00000000
7,1500.0,28,32361211,438D2731,39611EB6,378708C6,B4117C31,328A466D,3C1924BA,39D1B717,00000000,4133E878,00000000,37F3BE6B,00000000
7,1500.0,29,32218A67,438DE504,395A65F6,37896D3B,B419CF20,328CB994,3C25AFC1,39D1B717,00000000,412C9B69,00000000,37F17D4F,00000000
7,1500.0,30,320EA477,438E9BA2,3953891F,378BBA6A,B4216897,328F14E7,3C328D08,39D1B717,00000000,4125955C,00000000,37EE8564,00000000
7,1500.0,31,31FA93E4,438F4B51,394C9095,378DF13C,B4282B52,32915954,3C3FB38F,39D1B717,00000000,411ED38E,00000000,37EAD84C,00000000
7,1500.0,32,31DACC10,438FF44F,394574DE,3790127B,B42DF1FB,329387A9,3C4D19EF,39D1B717,00000000,4118539A,00000000,37E676A8,00000000
7,1500.0,33,31BDC8A2,439096D3,393E3DBB,37921ED1,B432AE73,3295A095,3C5AB65C,39D1B717,00000000,41121374,00000000,37E16324,00000000
7,1500.0,34,31A36396,4391330A,3936E599,379416D1,B4364451,3297A4AD,3C687E48,39D1B717,00000000,410C115D,00000000,37DBA9A3,00000000
7,1500.0,35,318B77D7,4391C917,392F7F26,3795FAF3,B438A61F,3299946D,3C766632,39D1B717,00000000,41064BEA,00000000,37D5516F,00000000
7,1500.0,36,316BC16F,4392591A,3927FE08,3797CB94,B439D3F2,329B7035,3C823140,39D1B717,00000000,4100C1FA,00000000,37CE6C2A,00000000
7,1500.0,37,3144F5C5,4392E325,39208195,379988F7,B439C104,329D3849,3C8932F5,39D1B717,00000000,40F6E584,00000000,37C70EED,00000000
7,1500.0,38,312243E4,43936746,39190B2A,379B3343,B43882F5,329EECD0,3C903169,39D1B717,00000000,40ECBB9B,00000000,37BF4E22,00000000
7,1500.0,39,31036285,4393E57E,3911AD6F,379CCA7E,B4361E6C,32A08DD1,3C9724EC,39D1B717,00000000,40E30616,00000000,37B745FE,00000000
7,1500.0,40,30D1034F,43945DC3,390A737A,379E4E87,B425FE16,32A21B2A,3C9D98F6,39D1B717,00000000,40D9C5B2,00000000,37AF1C25,00000000
7,1500.0,41,30A1C277,4394CFFF,39036875,379FBF16,B41B3A20,32A39492,3CA3B9EB,39D1B717,00000000,40D0FC30,00000000,37A6DE76,00000000
7,1500.0,42,306F978A,43953C0A,38F92E87,37A11BAF,B41592BB,32A4F988,3CA9B118,39D1B717,00000000,40C8AC88,00000000,379EAB28,00000000
7,1500.0,43,3023C4F3,4395A1AA,38EC311E,37A26390,B40F52F2,32A64948,3CAF7420,39D1B717,00000000,40C0DB52,00000000,3796B0A4,00000000
7,1500.0,44,2FB73167,43960084,38F1A837,37A39598,B40CA484,32A782A9,3CB4F655,00000000,00000000,40B98F72,00000000,37C8B8CB,00000000
7,1500.0,45,2E09F420,43965813,38BA7E11,37A4B018,B4022F7F,32A8A3F0,3CBA27F3,00000000,00000000,40B2D334,00000000,37083742,00000000
7,1500.0,46,00000000,4396A789,37E008B2,37A5B075,B30ECE59,32A9AA74,3CBEF3F0,00000000,00000000,40ACB67B,00000000,37F0BBBE,00000000
7,1500.0,47,00000000,4396ED8F,381DF0D2,37A69261,B3217D29,32AA91CC,3CC33B0B,00000000,00000000,40A75393,00000000,37F0BBBD,00000000
7,1500.0,48,00000000,4397278E,3732B053,37A74D82,B2A80813,32AB516B,3CC6C62B,00000000,00000000,40A2DD6D,00000000,37F0BBBD,00000000
7,1500.0,49,00000000,43974CCD,B84C2C6B,37A7C5AC,B3E50ED2,32ABCC77,3CC8E610,00000000,00000000,40A00000,00000000,37F0BBBD,00000000
8,1500.0,1,00000000,434B8000,00000000,00000000,00000000,00000000,377F123A,00000000,00000000,42288934,00000000,00000000,00000000
