case,dx,k,ptte
3,9000.0,11,3B5E9DB1
3,9000.0,12,3B582001
3,9000.0,13,3B52E7C4
3,9000.0,14,3B4EB26C
3,9000.0,15,3B4A5E4C
3,9000.0,16,3B46A584
3,9000.0,17,3B4406A1
3,9000.0,18,3B4265C5
3,9000.0,19,3B418299
3,9000.0,20,3B3D2C35
3,9000.0,21,3B37A942
3,9000.0,22,3B32233D
3,9000.0,23,3B113758
3,9000.0,24,3AF8EB4A
3,9000.0,25,3AB9073D
3,9000.0,26,3A4DEF1D
3,9000.0,27,381721B4
3,9000.0,28,BA57A3E1
3,9000.0,29,3A776976
3,9000.0,30,3AEFB5DA
3,9000.0,31,3AE7074F
3,9000.0,32,3ADE3ED7
3,9000.0,33,3AD551BB
3,9000.0,34,3ACC42B3
3,9000.0,35,3AC31FDD
3,9000.0,36,3AB9E92E
3,9000.0,37,3AB0B8C2
3,9000.0,38,3AA79034
3,9000.0,39,3A9E9207
3,9000.0,40,3A95C469
3,9000.0,41,3A8D2BBC
3,9000.0,42,3A84D5B6
3,9000.0,43,3A79E0FA
3,9000.0,44,3A8013DE
3,9000.0,45,3A3DCB55
3,9000.0,46,39043B98
3,9000.0,47,3971937D
3,9000.0,48,B7F5D187
3,9000.0,49,BA1C7EFB
4,9000.0,1,80000000
4,9000.0,2,BB633D74
4,9000.0,3,3B465C42
4,9000.0,4,3B8A144F
4,9000.0,5,3B87D333
4,9000.0,6,3B8667F3
4,9000.0,7,3B85013D
4,9000.0,8,3B83634B
4,9000.0,9,3B816A37
4,9000.0,10,3B7AB754
4,9000.0,11,3B721864
4,9000.0,12,3B6A8374
4,9000.0,13,3B648884
4,9000.0,14,3B5F890C
4,9000.0,15,3B5A8CDF
4,9000.0,16,3B56688D
4,9000.0,17,3B53C600
4,9000.0,18,3B52100E
4,9000.0,19,3B4FDB8D
4,9000.0,20,3B499C99
4,9000.0,21,3B434DA8
4,9000.0,22,3B3D2CC5
4,9000.0,23,3B177ECE
4,9000.0,24,3B0026D9
4,9000.0,25,3ABBED84
4,9000.0,26,3A4B3511
4,9000.0,27,B6C13D36
4,9000.0,28,BA6A7DD7
4,9000.0,29,3A2377B9
4,9000.0,30,3AF91923
4,9000.0,31,3AEFCB09
4,9000.0,32,3AE65494
4,9000.0,33,3ADCC661
4,9000.0,34,3AD31846
4,9000.0,35,3AC969D3
4,9000.0,36,3ABFA220
4,9000.0,37,3AB5DACF
4,9000.0,38,3AAC2D39
4,9000.0,39,3AA294F7
4,9000.0,40,3A99387C
4,9000.0,41,3A90161F
4,9000.0,42,3A872F92
4,9000.0,43,3A7D70C4
4,9000.0,44,3A6D6B8B
4,9000.0,45,3A806D9F
4,9000.0,46,3A1FD85A
4,9000.0,47,B8AFF123
4,9000.0,48,BA045503
4,9000.0,49,BA8D1137
5,9000.0,1,00000000
5,9000.0,2,BB81508F
5,9000.0,3,3B9A9F5D
5,9000.0,4,3ADFD1C0
5,9000.0,5,3B72DA07
5,9000.0,6,3B710C36
5,9000.0,7,3B6F3CA1
5,9000.0,8,3B6CEBEC
5,9000.0,9,3B69F957
5,9000.0,10,3B635FB6
5,9000.0,11,3B5C14FF
5,9000.0,12,3B559F82
5,9000.0,13,3B509C3D
5,9000.0,14,3B4C49CB
5,9000.0,15,3B47FAF8
5,9000.0,16,3B4450E8
5,9000.0,17,3B41F71C
5,9000.0,18,3B406957
5,9000.0,19,3B3F9E73
5,9000.0,20,3B3A18BF
5,9000.0,21,3B34815E
5,9000.0,22,3B2F1A4C
5,9000.0,23,3B0B8AF0
5,9000.0,24,3AE68169
5,9000.0,25,3AA0ACB3
5,9000.0,26,3A11C137
5,9000.0,27,B977CCB9
5,9000.0,28,BA92D39B
5,9000.0,29,3AF191A6
5,9000.0,30,3AE8EDDB
5,9000.0,31,3AE0303C
5,9000.0,32,3AD74300
5,9000.0,33,3ACE328D
5,9000.0,34,3AC50866
5,9000.0,35,3ABBC861
5,9000.0,36,3AB274B5
5,9000.0,37,3AA925C4
5,9000.0,38,3A9FE9A5
5,9000.0,39,3A96CC02
5,9000.0,40,3A8DE210
5,9000.0,41,3A85371D
5,9000.0,42,3A79B212
5,9000.0,43,3A883495
5,9000.0,44,3A22197E
5,9000.0,45,3A16B5E2
5,9000.0,46,38586744
5,9000.0,47,38D822FC
5,9000.0,48,33E5E300
5,9000.0,49,3889D252
6,9000.0,1,00000000
6,9000.0,2,BB8A22E4
6,9000.0,3,BAB0003F
6,9000.0,4,3B9DEB07
6,9000.0,5,3B469299
6,9000.0,6,3BA70DD9
6,9000.0,7,3B290B37
6,9000.0,8,3B27A020
6,9000.0,9,3B25C703
6,9000.0,10,3B212FE9
6,9000.0,11,3B1C03EE
6,9000.0,12,3B17674A
6,9000.0,13,3B13B119
6,9000.0,14,3B10B255
6,9000.0,15,3B0D9D3B
6,9000.0,16,3B0AF7BB
6,9000.0,17,3B09173D
6,9000.0,18,3B07EBC2
6,9000.0,19,3B0744AE
6,9000.0,20,3B04311C
6,9000.0,21,3B0048B4
6,9000.0,22,3AF8C0ED
6,9000.0,23,3AC846F2
6,9000.0,24,3AA0DD49
6,9000.0,25,3A46F425
6,9000.0,26,391EA150
6,9000.0,27,BA1810E0
6,9000.0,28,392CC9CE
6,9000.0,29,3AAC5A3C
6,9000.0,30,3AA654E2
6,9000.0,31,3AA03247
6,9000.0,32,3A99F59D
6,9000.0,33,3A93A7D6
6,9000.0,34,3A8D3BB8
6,9000.0,35,3A86CACF
6,9000.0,36,3A804590
6,9000.0,37,3A7383E0
6,9000.0,38,3A669D0D
6,9000.0,39,3A59DCAA
6,9000.0,40,3A4D758E
6,9000.0,41,3A4143D8
6,9000.0,42,3A3582B1
6,9000.0,43,3A2A5614
6,9000.0,44,3A2EB794
6,9000.0,45,39FFEEB9
6,9000.0,46,388BA663
6,9000.0,47,3912C6C4
6,9000.0,48,B834A1E4
6,9000.0,49,B9E85657
7,9000.0,1,00000000
7,9000.0,2,BB893494
7,9000.0,3,3B9DB028
7,9000.0,4,3AE47B17
7,9000.0,5,3B79BBC9
7,9000.0,6,3B77F8ED
7,9000.0,7,3B763C89
7,9000.0,8,3B73FFA1
7,9000.0,9,3B711E55
7,9000.0,10,3B6A3DF5
7,9000.0,11,3B6296E6
7,9000.0,12,3B5BC65C
7,9000.0,13,3B565435
7,9000.0,14,3B51E044
7,9000.0,15,3B4D55BB
7,9000.0,16,3B496FA0
7,9000.0,17,3B46C616
7,9000.0,18,3B450D23
7,9000.0,19,3B4419C9
7,9000.0,20,3B3F2075
7,9000.0,21,3B39607E
7,9000.0,22,3B33B53B
7,9000.0,23,3B118EDC
7,9000.0,24,3AF7EF71
7,9000.0,25,3AB6A78D
7,9000.0,26,3A468774
7,9000.0,27,B617BCA1
7,9000.0,28,BA6420A4
7,9000.0,29,3A70C020
7,9000.0,30,3AEFD4F3
7,9000.0,31,3AE6F94E
7,9000.0,32,3ADDFD6C
7,9000.0,33,3AD4DDD9
7,9000.0,34,3ACB9BC9
7,9000.0,35,3AC2456F
7,9000.0,36,3AB8D861
7,9000.0,37,3AAF71DF
7,9000.0,38,3AA611F0
7,9000.0,39,3A9CD48B
7,9000.0,40,3A93C65E
7,9000.0,41,3A8AF6A5
7,9000.0,42,3A826D10
7,9000.0,43,3A748D15
7,9000.0,44,3A7AF468
7,9000.0,45,3A371088
7,9000.0,46,38B865DC
7,9000.0,47,394BAADD
7,9000.0,48,B89516D4
7,9000.0,49,BA2B1DA6
8,9000.0,1,00000000
8,9000.0,2,00000000
8,9000.0,3,343A5421
8,9000.0,4,350ED8CD
8,9000.0,5,35620C3A
8,9000.0,6,3595BCFA
8,9000.0,7,35B6A4DD
8,9000.0,8,35D47CB9
8,9000.0,9,35EFCEB7
8,9000.0,10,36048118
8,9000.0,11,36103351
8,9000.0,12,361B1D40
8,9000.0,13,362557E7
8,9000.0,14,362EF7A7
8,9000.0,15,36380D4A
8,9000.0,16,3640A6D9
8,9000.0,17,3648D028
8,9000.0,18,3650934C
8,9000.0,19,3657F8E6
8,9000.0,20,365F0870
8,9000.0,21,3665C867
8,9000.0,22,366C3E74
8,9000.0,23,36726F8E
8,9000.0,24,36786015
8,9000.0,25,367E13D0
8,9000.0,26,3681C707
8,9000.0,27,368468E9
8,9000.0,28,3686F0E3
8,9000.0,29,36896024
8,9000.0,30,368BB7B6
8,9000.0,31,368DF882
8,9000.0,32,36902356
8,9000.0,33,369238DF
8,9000.0,34,36942E7F
8,9000.0,35,3696105B
8,9000.0,36,3697DED1
8,9000.0,37,36999A22
8,9000.0,38,369B4276
8,9000.0,39,369CD7D3
8,9000.0,40,369E5A12
8,9000.0,41,369FC8EB
8,9000.0,42,36A123E1
8,9000.0,43,36A26A36
8,9000.0,44,36A39AC9
8,9000.0,45,36A4B3EE
8,9000.0,46,36A5B30E
8,9000.0,47,36A693E1
8,9000.0,48,36A74E19
8,9000.0,49,36A7C5AC
9,9000.0,1,00000000
9,9000.0,2,00000000
9,9000.0,3,341691A7
9,9000.0,4,350683BF
9,9000.0,5,355A3D9F
9,9000.0,6,35921102
9,9000.0,7,35B32E0F
9,9000.0,8,35D13628
9,9000.0,9,35ECB44E
9,9000.0,10,3603083F
9,9000.0,11,360ECD61
9,9000.0,12,3619C8F9
9,9000.0,13,36241435
9,9000.0,14,362DC395
9,9000.0,15,3636E7FE
9,9000.0,16,363F8F96
9,9000.0,17,3647C63C
9,9000.0,18,364F961D
9,9000.0,19,365707E6
9,9000.0,20,365E231E
9,9000.0,21,3664EE4B
9,9000.0,22,366B6F22
9,9000.0,23,3671AAA1
9,9000.0,24,3677A531
9,9000.0,25,367D629F
9,9000.0,26,3681731C
9,9000.0,27,36841982
9,9000.0,28,3686A5D7
9,9000.0,29,3689194F
9,9000.0,30,368B74F1
9,9000.0,31,368DB9AA
9,9000.0,32,368FE849
9,9000.0,33,3692017C
9,9000.0,34,369405D8
9,9000.0,35,3695F5D7
9,9000.0,36,3697D1DB
9,9000.0,37,36999A26
9,9000.0,38,369B4277
9,9000.0,39,369CD7D3
9,9000.0,40,369E5A12
9,9000.0,41,369FC8EB
9,9000.0,42,36A123E1
9,9000.0,43,36A26A36
9,9000.0,44,36A39AC9
9,9000.0,45,36A4B3EE
9,9000.0,46,36A5B30E
9,9000.0,47,36A693E1
9,9000.0,48,36A74E19
9,9000.0,49,36A7C5AC
10,9000.0,1,00000000
10,9000.0,2,00000000
10,9000.0,3,341013BE
10,9000.0,4,350510E0
10,9000.0,5,3558F16B
10,9000.0,6,35917C01
10,9000.0,7,35B2A870
10,9000.0,8,35D0BE8B
10,9000.0,9,35EC4998
10,9000.0,10,3602D8DF
10,9000.0,11,360EA393
10,9000.0,12,3619A464
10,9000.0,13,3623F48C
10,9000.0,14,362DA88F
10,9000.0,15,3636D15B
10,9000.0,16,363F7D1C
10,9000.0,17,3647B7BA
10,9000.0,18,364F8B5C
10,9000.0,19,365700BB
10,9000.0,20,365E1F5D
10,9000.0,21,3664EDCB
10,9000.0,22,366B71BC
10,9000.0,23,3671B02F
10,9000.0,24,3677AD8E
10,9000.0,25,367D6DAD
10,9000.0,26,368179EE
10,9000.0,27,36842192
10,9000.0,28,3686AF19
10,9000.0,29,368923B6
10,9000.0,30,368B8073
10,9000.0,31,368DBB91
10,9000.0,32,368FE0F9
10,9000.0,33,3691F15A
10,9000.0,34,3693ED48
10,9000.0,35,3695D53A
10,9000.0,36,3697A990
10,9000.0,37,36996A8B
10,9000.0,38,369B1854
10,9000.0,39,369CB2ED
10,9000.0,40,369E3A33
10,9000.0,41,369FADD6
10,9000.0,42,36A10D59
10,9000.0,43,36A257F9
10,9000.0,44,36A38C93
10,9000.0,45,36A4A972
10,9000.0,46,36A5ABF7
10,9000.0,47,36A68FCA
10,9000.0,48,36A74C7F
10,9000.0,49,36A7C5AC
11,9000.0,1,00000000
11,9000.0,2,00000000
11,9000.0,3,34B687A9
11,9000.0,4,35F206EC
11,9000.0,5,364DE26D
11,9000.0,6,368C64B0
11,9000.0,7,36ADF58E
11,9000.0,8,36CC669D
11,9000.0,9,36E844C5
11,9000.0,10,3700FCB0
11,9000.0,11,370CEAC0
11,9000.0,12,37180C6D
11,9000.0,13,37227B38
11,9000.0,14,372C4BE3
11,9000.0,15,37358F8E
11,9000.0,16,373E548A
11,9000.0,17,3746A6E4
11,9000.0,18,374E90E2
11,9000.0,19,37561B52
11,9000.0,20,375D4DD3
11,9000.0,21,37642F00
11,9000.0,22,376AC4A1
11,9000.0,23,377113C2
11,9000.0,24,377720DC
11,9000.0,25,377CEFD7
11,9000.0,26,37814209
11,9000.0,27,3783F051
11,9000.0,28,37868420
11,9000.0,29,3788FEAA
11,9000.0,30,378B6101
11,9000.0,31,378DAC13
11,9000.0,32,378FE0B2
11,9000.0,33,3791FF92
11,9000.0,34,3794094A
11,9000.0,35,3795FE58
11,9000.0,36,B89C2B2D
11,9000.0,37,393AAE78
11,9000.0,38,38290660
11,9000.0,39,3823FCE6
11,9000.0,40,381F8E05
11,9000.0,41,381B38C7
11,9000.0,42,3816BF72
11,9000.0,43,38121E80
11,9000.0,44,380D7BF2
11,9000.0,45,3808ED3F
11,9000.0,46,3809E957
11,9000.0,47,37C0D757
11,9000.0,48,37C1918F
11,9000.0,49,37C20922
12,9000.0,1,00000000
12,9000.0,2,00000000
12,9000.0,3,3504D0E5
12,9000.0,4,360261BB
12,9000.0,5,36565F46
12,9000.0,6,36903FC1
12,9000.0,7,36B177B2
12,9000.0,8,36CF983F
12,9000.0,9,36EB2CDA
12,9000.0,10,37024EF2
12,9000.0,11,370E1DE5
12,9000.0,12,371922D2
12,9000.0,13,37237701
12,9000.0,14,372D2F08
12,9000.0,15,37365BDF
12,9000.0,16,373F0BBC
12,9000.0,17,37474A8C
12,9000.0,18,374F2287
12,9000.0,19,37569C68
12,9000.0,20,375DBFBA
12,9000.0,21,3764930F
12,9000.0,22,376B1C21
12,9000.0,23,37715FF1
12,9000.0,24,377762EF
12,9000.0,25,377D28BE
12,9000.0,26,37815A0E
12,9000.0,27,37840405
12,9000.0,28,37869398
12,9000.0,29,378909F5
12,9000.0,30,378B6826
12,9000.0,31,378DAF17
12,9000.0,32,378FDF93
12,9000.0,33,3791FA4A
12,9000.0,34,3793FFD4
12,9000.0,35,3795F0AA
12,9000.0,36,3797CD30
12,9000.0,37,379995AD
12,9000.0,38,379B4A4B
12,9000.0,39,379CEB15
12,9000.0,40,379E6B03
12,9000.0,41,379FD78F
12,9000.0,42,37A13042
12,9000.0,43,37A27461
12,9000.0,44,37A3A2D2
12,9000.0,45,37A4B9EF
12,9000.0,46,37A5B729
12,9000.0,47,37A69645
12,9000.0,48,37A74F09
12,9000.0,49,37A7C5AC
13,9000.0,1,00000000
13,9000.0,2,00000000
13,9000.0,3,34E5B9B6
13,9000.0,4,35FC6501
13,9000.0,5,3652735D
13,9000.0,6,368E6796
13,9000.0,7,36AFBA4E
13,9000.0,8,36CDF33D
13,9000.0,9,36E99E4A
13,9000.0,10,3701920D
13,9000.0,11,370D6AB3
13,9000.0,12,371878B9
13,9000.0,13,3722D57A
13,9000.0,14,372C959E
13,9000.0,15,3735CA28
13,9000.0,16,373E815A
13,9000.0,17,3746C72B
13,9000.0,18,374EA5D6
13,9000.0,19,37562621
13,9000.0,20,375D4F9B
13,9000.0,21,376428D9
13,9000.0,22,376AB79A
13,9000.0,23,377100E4
13,9000.0,24,37770926
13,9000.0,25,377CD418
13,9000.0,26,37813235
13,9000.0,27,3783DE90
13,9000.0,28,37867072
13,9000.0,29,3788E90B
13,9000.0,30,378B4964
13,9000.0,31,378D9269
13,9000.0,32,378FC4E7
13,9000.0,33,3791E18E
13,9000.0,34,3793E8F6
13,9000.0,35,3795DB99
13,9000.0,36,3797B9DA
13,9000.0,37,37998401
13,9000.0,38,379B3A37
13,9000.0,39,379CDC88
13,9000.0,40,379E6B03
13,9000.0,41,379FD78F
13,9000.0,42,37A13042
13,9000.0,43,37A27461
13,9000.0,44,37A3A2D2
13,9000.0,45,37A4B9EF
13,9000.0,46,37A5B729
13,9000.0,47,37A69645
13,9000.0,48,37A74F09
13,9000.0,49,37A7C5AC
14,9000.0,1,00000000
14,9000.0,2,00000000
14,9000.0,3,35163DC4
14,9000.0,4,36066E1A
14,9000.0,5,365A2771
14,9000.0,6,369205B9
14,9000.0,7,36B322A4
14,9000.0,8,36D12AA9
14,9000.0,9,36ECA8C9
14,9000.0,10,37030287
14,9000.0,11,370EC7CB
14,9000.0,12,3719C3A0
14,9000.0,13,37240F38
14,9000.0,14,372DBF19
14,9000.0,15,3736E42B
14,9000.0,16,373F8C93
14,9000.0,17,3747C43A
14,9000.0,18,374F9548
14,9000.0,19,37570872
14,9000.0,20,375E2540
14,9000.0,21,3764F23A
14,9000.0,22,376B7513
14,9000.0,23,3771B2CD
14,9000.0,24,3777AFCF
14,9000.0,25,377D6FB6
14,9000.0,26,37817AAB
14,9000.0,27,378421D6
14,9000.0,28,3786AEAF
14,9000.0,29,37892267
14,9000.0,30,378B7E05
14,9000.0,31,378DC273
14,9000.0,32,378FF07E
14,9000.0,33,379208D7
14,9000.0,34,37940C14
14,9000.0,35,3795FAB0
14,9000.0,36,3797D50D
14,9000.0,37,37999B73
14,9000.0,38,379B4E0E
14,9000.0,39,379CECE7
14,9000.0,40,379E6C9D
14,9000.0,41,379FD8F2
14,9000.0,42,37A1316D
14,9000.0,43,37A27557
14,9000.0,44,37A3A394
14,9000.0,45,37A4BA7F
14,9000.0,46,37A5B78C
14,9000.0,47,37A6967E
14,9000.0,48,37A74F20
14,9000.0,49,37A7C5AC
15,9000.0,1,00000000
15,9000.0,2,00000000
15,9000.0,3,00000000
15,9000.0,4,00000000
15,9000.0,5,00000000
15,9000.0,6,00000000
15,9000.0,7,00000000
15,9000.0,8,00000000
15,9000.0,9,00000000
15,9000.0,10,00000000
15,9000.0,11,00000000
15,9000.0,12,00000000
15,9000.0,13,00000000
15,9000.0,14,00000000
15,9000.0,15,00000000
15,9000.0,16,00000000
15,9000.0,17,00000000
15,9000.0,18,00000000
15,9000.0,19,00000000
15,9000.0,20,00000000
15,9000.0,21,00000000
15,9000.0,22,00000000
15,9000.0,23,00000000
15,9000.0,24,00000000
15,9000.0,25,00000000
15,9000.0,26,00000000
15,9000.0,27,00000000
15,9000.0,28,00000000
15,9000.0,29,00000000
15,9000.0,30,00000000
15,9000.0,31,00000000
15,9000.0,32,00000000
15,9000.0,33,00000000
15,9000.0,34,00000000
15,9000.0,35,00000000
15,9000.0,36,00000000
15,9000.0,37,00000000
15,9000.0,38,00000000
15,9000.0,39,00000000
15,9000.0,40,00000000
15,9000.0,41,00000000
15,9000.0,42,00000000
15,9000.0,43,00000000
15,9000.0,44,00000000
15,9000.0,45,00000000
15,9000.0,46,00000000
15,9000.0,47,00000000
15,9000.0,48,00000000
15,9000.0,49,00000000
16,9000.0,1,00000000
16,9000.0,2,00000000
16,9000.0,3,00000000
16,9000.0,4,00000000
16,9000.0,5,00000000
16,9000.0,6,00000000
16,9000.0,7,00000000
16,9000.0,8,00000000
16,9000.0,9,00000000
16,9000.0,10,00000000
16,9000.0,11,00000000
16,9000.0,12,00000000
16,9000.0,13,00000000
16,9000.0,14,00000000
16,9000.0,15,00000000
16,9000.0,16,00000000
16,9000.0,17,00000000
16,9000.0,18,00000000
16,9000.0,19,00000000
16,9000.0,20,00000000
16,9000.0,21,00000000
16,9000.0,22,00000000
16,9000.0,23,00000000
16,9000.0,24,00000000
16,9000.0,25,00000000
16,9000.0,26,00000000
16,9000.0,27,00000000
16,9000.0,28,00000000
16,9000.0,29,00000000
16,9000.0,30,00000000
16,9000.0,31,00000000
16,9000.0,32,00000000
16,9000.0,33,00000000
16,9000.0,34,00000000
16,9000.0,35,00000000
16,9000.0,36,00000000
16,9000.0,37,00000000
16,9000.0,38,00000000
16,9000.0,39,00000000
16,9000.0,40,00000000
16,9000.0,41,00000000
16,9000.0,42,00000000
16,9000.0,43,00000000
16,9000.0,44,00000000
16,9000.0,45,00000000
16,9000.0,46,00000000
16,9000.0,47,00000000
16,9000.0,48,00000000
16,9000.0,49,00000000
17,9000.0,1,00000000
17,9000.0,2,00000000
17,9000.0,3,00000000
17,9000.0,4,00000000
17,9000.0,5,00000000
17,9000.0,6,00000000
17,9000.0,7,00000000
17,9000.0,8,00000000
17,9000.0,9,3504CB3E
17,9000.0,10,35DE23EC
17,9000.0,11,36372E34
17,9000.0,12,367A514E
17,9000.0,13,369C8E36
17,9000.0,14,36BA094C
17,9000.0,15,36D5CFC5
17,9000.0,16,36F00EA4
17,9000.0,17,370475D9
17,9000.0,18,37104395
17,9000.0,19,371B7E4B
17,9000.0,20,372631E5
17,9000.0,21,373068B4
17,9000.0,22,373A2BBE
17,9000.0,23,374382E8
17,9000.0,24,374C752A
17,9000.0,25,375508A4
17,9000.0,26,375D42CB
17,9000.0,27,3765286E
17,9000.0,28,376CBDD1
17,9000.0,29,377406C4
17,9000.0,30,377B0698
17,9000.0,31,3780E023
17,9000.0,32,37841B30
17,9000.0,33,37873593
17,9000.0,34,378A3041
17,9000.0,35,378D0C04
17,9000.0,36,378FC982
17,9000.0,37,37926935
17,9000.0,38,3794EB6B
17,9000.0,39,37975042
17,9000.0,40,B808CEF3
17,9000.0,41,380C3BF2
17,9000.0,42,38039343
17,9000.0,43,37F697FA
17,9000.0,44,37E6E200
17,9000.0,45,37D81F64
17,9000.0,46,37CA7471
17,9000.0,47,37BE1662
17,9000.0,48,37B35F47
17,9000.0,49,37AB3CF7
18,9000.0,1,00000000
18,9000.0,2,00000000
18,9000.0,3,00000000
18,9000.0,4,00000000
18,9000.0,5,00000000
18,9000.0,6,00000000
18,9000.0,7,00000000
18,9000.0,8,34B0D4FE
18,9000.0,9,35CAF525
18,9000.0,10,362E99C3
18,9000.0,11,367263F1
18,9000.0,12,3698C932
18,9000.0,13,36B65C9F
18,9000.0,14,36D22885
18,9000.0,15,36EC5E89
18,9000.0,16,37029412
18,9000.0,17,370E5418
18,9000.0,18,37197E38
18,9000.0,19,37241F29
18,9000.0,20,372E41EE
18,9000.0,21,3737F012
18,9000.0,22,374131ED
18,9000.0,23,374A0ECC
18,9000.0,24,37528D1C
18,9000.0,25,375AB28F
18,9000.0,26,3762842D
18,9000.0,27,376A066B
18,9000.0,28,37713D3C
18,9000.0,29,37782C25
18,9000.0,30,377ED637
18,9000.0,31,37829F19
18,9000.0,32,3785B33B
18,9000.0,33,3788A889
18,9000.0,34,B8506960
18,9000.0,35,37F32802
18,9000.0,36,37EC8E8B
18,9000.0,37,37E603FE
18,9000.0,38,37DF9D92
18,9000.0,39,37D95EEE
18,9000.0,40,37D34C18
18,9000.0,41,37CD699B
18,9000.0,42,37C7BC96
18,9000.0,43,37C24B15
18,9000.0,44,37BD1C62
18,9000.0,45,37B839A7
18,9000.0,46,37B3AF00
18,9000.0,47,37AF8DCE
18,9000.0,48,37ABF28D
18,9000.0,49,37A92343
1,13500.0,1,00000000
1,13500.0,2,BC81347A
1,13500.0,3,3BB49E91
1,13500.0,4,3BBFA529
1,13500.0,5,3BB99721
1,13500.0,6,3B27C876
1,13500.0,7,3BA16305
1,13500.0,8,3B91AC17
1,13500.0,9,3B852351
1,13500.0,10,3B75B1A2
1,13500.0,11,3B646F1F
1,13500.0,12,3B55FB2F
1,13500.0,13,3B4A9470
1,13500.0,14,3B423F51
1,13500.0,15,3B3A45EB
1,13500.0,16,3B33A882
1,13500.0,17,3B2E3B70
1,13500.0,18,3B29D0A7
1,13500.0,19,3B26F0DC
1,13500.0,20,3B24F5ED
1,13500.0,21,3B1BCFF2
1,13500.0,22,3B136D3F
1,13500.0,23,3B0D4F87
1,13500.0,24,3AF0F2B5
1,13500.0,25,3ABED566
1,13500.0,26,3A75164B
1,13500.0,27,3997A33D
1,13500.0,28,B9F49BE4
1,13500.0,29,BAACD2BF
1,13500.0,30,3AAA7118
1,13500.0,31,3ADE3CF0
1,13500.0,32,3AD814F6
1,13500.0,33,3AD199A8
1,13500.0,34,3ACAB2A5
1,13500.0,35,3AC353A7
1,13500.0,36,3ABB98BB
1,13500.0,37,3AB35C4B
1,13500.0,38,3AAAB220
1,13500.0,39,3AA19390
1,13500.0,40,3A985CDE
1,13500.0,41,3A8EFC7E
1,13500.0,42,3A976CFE
1,13500.0,43,3A37ED97
1,13500.0,44,3A1F906F
1,13500.0,45,3A0F5645
1,13500.0,46,3A13A9F9
1,13500.0,47,37BEB754
1,13500.0,48,B8A63082
1,13500.0,49,B73F518E
2,13500.0,1,00000000
2,13500.0,2,BC31C97B
2,13500.0,3,3C3AC367
2,13500.0,4,3B85E6F4
2,13500.0,5,3C14175D
2,13500.0,6,3C132194
2,13500.0,7,3C122F56
2,13500.0,8,3C10EB3A
2,13500.0,9,3C0F4A4D
2,13500.0,10,3C0B4F4D
2,13500.0,11,3C06D770
2,13500.0,12,3C02D5E0
2,13500.0,13,3BFF3E10
2,13500.0,14,3BFA086F
2,13500.0,15,3BF4B225
2,13500.0,16,3BF0141E
2,13500.0,17,3BECC384
2,13500.0,18,3BEAB656
2,13500.0,19,3BE98F1C
2,13500.0,20,3BE44F9C
2,13500.0,21,3BDD86DD
2,13500.0,22,3BD6B5E6
2,13500.0,23,3BB0E807
2,13500.0,24,3BA3E11C
2,13500.0,25,3B90B2EA
2,13500.0,26,3B723824
2,13500.0,27,3B3AE323
2,13500.0,28,3AF8F0B2
2,13500.0,29,3A5EC267
2,13500.0,30,B99413E8
2,13500.0,31,BA42E8F6
2,13500.0,32,3B83F659
2,13500.0,33,3B7CDDB9
2,13500.0,34,3B71A32C
2,13500.0,35,3B6656C5
2,13500.0,36,3B5AF8EA
2,13500.0,37,3B4FAC08
2,13500.0,38,3B446A49
2,13500.0,39,3B395421
2,13500.0,40,3B2E8AC5
2,13500.0,41,3B23FBEF
2,13500.0,42,3B19C895
2,13500.0,43,3B101370
2,13500.0,44,3B13C13F
2,13500.0,45,3AD6FF10
2,13500.0,46,39375C01
2,13500.0,47,39E0BD89
2,13500.0,48,B957912A
2,13500.0,49,BAD0925F
3,13500.0,1,00000000
3,13500.0,2,BC2CA5C6
3,13500.0,3,3C3B97BF
3,13500.0,4,3B8700D3
3,13500.0,5,3C14D71D
3,13500.0,6,3C13DF9B
3,13500.0,7,3C12F09D
3,13500.0,8,3C11B009
3,13500.0,9,3C10103A
3,13500.0,10,3C0C1013
3,13500.0,11,3C078F67
3,13500.0,12,3C038BCF
3,13500.0,13,3C004D5F
3,13500.0,14,3BFB6455
3,13500.0,15,3BF602EE
3,13500.0,16,3BF1641B
3,13500.0,17,3BEE1DB7
3,13500.0,18,3BEC1004
3,13500.0,19,3BEAE525
3,13500.0,20,3BE58E90
3,13500.0,21,3BDEBDE6
3,13500.0,22,3BD7F19C
3,13500.0,23,3BB213A4
3,13500.0,24,3BA50C58
3,13500.0,25,3B91E7AD
3,13500.0,26,3B74BA72
3,13500.0,27,3B3D8B0D
3,13500.0,28,3AFE5002
3,13500.0,29,3A6A38E4
3,13500.0,30,B978EEDC
3,13500.0,31,BA496FB3
3,13500.0,32,3B858183
3,13500.0,33,3B8003AA
3,13500.0,34,3B74E0F2
3,13500.0,35,3B69A532
3,13500.0,36,3B5E4ECE
3,13500.0,37,3B53027E
3,13500.0,38,3B47BEFA
3,13500.0,39,3B3CACC2
3,13500.0,40,3B31E04C
3,13500.0,41,3B274C06
3,13500.0,42,3B1D0DC4
3,13500.0,43,3B135959
3,13500.0,44,3B172606
3,13500.0,45,3ADD03B3
3,13500.0,46,3969B217
3,13500.0,47,39FA673D
3,13500.0,48,B925D089
3,13500.0,49,BACAD7DB
4,13500.0,1,80000000
4,13500.0,2,BC0B0247
4,13500.0,3,3BF2D1FD
4,13500.0,4,3C291A28
