case,dx,k,paph,puen,pven,pmfu,pmfd,puu,pud,pvu,pvd,ptenu_in,ptenv_in
4,27000.0,36,47A2B5F3,4100CDB4,00000000,3F9C8B15,00000000,40EF1D1C,410658DC,00000000,00000000,00000000,00000000
4,27000.0,37,47A60021,40F6FA98,00000000,3F97F760,00000000,40E69C1C,4100CDB4,00000000,00000000,00000000,00000000
4,27000.0,38,47A933EB,40ECCE5E,00000000,3F9302E6,00000000,40DE7435,40F6FA98,00000000,00000000,00000000,00000000
4,27000.0,39,47AC501F,40E31695,00000000,3F8DBE5A,00000000,40D6A7FD,40ECCE5E,00000000,00000000,00000000,00000000
4,27000.0,40,47AF535C,40D9D402,00000000,3F883C84,00000000,40CF3AA4,40E31695,00000000,00000000,00000000,00000000
4,27000.0,41,47B23C0A,40D10866,00000000,3F828538,00000000,40C82E65,40D9D402,00000000,00000000,00000000,00000000
4,27000.0,42,47B50844,40C8B6BA,00000000,3F7951C5,00000000,40C1873D,40D10866,00000000,00000000,00000000,00000000
4,27000.0,43,47B7B5C4,40C0E399,00000000,3F6D8031,00000000,40BB4ABD,40C8B6BA,00000000,00000000,00000000,00000000
4,27000.0,44,47BA41BE,40B995EB,00000000,3F61C99A,00000000,40B57F7C,40C0E399,00000000,00000000,00000000,00000000
4,27000.0,45,47BCA8A3,40B2D7FE,00000000,3F566481,00000000,40B02D77,40B995EB,00000000,00000000,00000000,00000000
4,27000.0,46,47BEE5BD,40ACB9BB,00000000,3F4B8A9E,BE35E4E2,40AB5EF6,40AF1B7A,00000000,00000000,00000000,00000000
4,27000.0,47,47C0F26C,40A75573,00000000,3F4C7A16,BE35E4E2,40A75573,40AF1B7A,00000000,00000000,00000000,00000000
4,27000.0,48,47C2C476,40A2DE29,00000000,3EEC90D6,BE35E4E2,40A75573,40AF1B7A,00000000,00000000,00000000,00000000
4,27000.0,49,47C4491D,40A00000,00000000,3E399B30,BE35E4E2,40A2DE29,40AF1B7A,00000000,00000000,00000000,00000000
5,27000.0,1,459C4000,42267973,00000000,00000000,00000000,42267973,42267973,00000000,00000000,00000000,00000000
5,27000.0,2,45EE9B40,4218C04E,00000000,00000000,00000000,42267973,42267973,00000000,00000000,00000000,00000000
5,27000.0,3,46202EB0,420DF9F4,00000000,3EF89BAC,00000000,41E29AFA,4218C04E,00000000,00000000,00000000,00000000
5,27000.0,4,4648C210,4204F03E,00000000,3F0A37CE,00000000,41D4073E,420DF9F4,00000000,00000000,00000000,00000000
5,27000.0,5,467106C0,41FA410F,00000000,3F178781,00000000,41C7B509,4204F03E,00000000,00000000,00000000,00000000
5,27000.0,6,468C7DC8,41EC7768,00000000,3F246C29,00000000,41BD00BD,41FA410F,00000000,00000000,00000000,00000000
5,27000.0,7,46A04FA4,41E01BEE,00000000,3F3100E1,00000000,41B3856A,41EC7768,00000000,00000000,00000000,00000000
5,27000.0,8,46B3F860,41D4E6EA,00000000,3F3D56A5,00000000,41AB0009,41E01BEE,00000000,00000000,00000000,00000000
5,27000.0,9,46C77754,41CAA47B,00000000,3F49789C,00000000,41A341A5,41D4E6EA,00000000,00000000,00000000,00000000
5,27000.0,10,46DACBE0,41C12DCF,00000000,3F556E4F,00000000,419C27F0,41CAA47B,00000000,00000000,00000000,00000000
5,27000.0,11,46EDF550,41B86510,00000000,3F60AA60,00000000,41959B23,41C12DCF,00000000,00000000,00000000,00000000
5,27000.0,12,47007974,41B032C9,00000000,3F6B14AC,00000000,418F86F5,41B86510,00000000,00000000,00000000,00000000
5,27000.0,13,4709E1F6,41A88431,00000000,3F74C774,00000000,4189DAB3,41B032C9,00000000,00000000,00000000,00000000
5,27000.0,14,471333CA,41A149FA,00000000,3F7DD720,00000000,418488F3,41A88431,00000000,00000000,00000000,00000000
5,27000.0,15,471C6E89,419A778A,00000000,3F832C8A,00000000,417F0D3B,41A149FA,00000000,00000000,00000000,00000000
5,27000.0,16,472591C4,41940254,00000000,3F872E0C,00000000,417594D4,419A778A,00000000,00000000,00000000,00000000
5,27000.0,17,472E9D0C,418DE175,00000000,3F8AF2A7,00000000,416C98F3,41940254,00000000,00000000,00000000,00000000
5,27000.0,18,47378FE4,41880D5C,00000000,3F8E78E0,00000000,41640C14,418DE175,00000000,00000000,00000000,00000000
5,27000.0,19,474069D0,41827F8B,00000000,3F91BC1A,00000000,415BE29A,41880D5C,00000000,00000000,00000000,00000000
5,27000.0,20,47492A4A,417A64CA,00000000,3F94B5A1,00000000,4154129E,41827F8B,00000000,00000000,00000000,00000000
5,27000.0,21,4751D0C6,41704216,00000000,3F975DEC,00000000,414C93DE,417A64CA,00000000,00000000,00000000,00000000
5,27000.0,22,475A5CB1,41668E77,00000000,3F99AE27,00000000,41455FC3,41704216,00000000,00000000,00000000,00000000
5,27000.0,23,4762CD6E,415D4278,00000000,3F9BA115,00000000,413E712B,41668E77,00000000,00000000,00000000,00000000
5,27000.0,24,476B2254,41545783,00000000,3F9D3153,00000000,4137C37F,415D4278,00000000,00000000,00000000,00000000
5,27000.0,25,47735AB4,414BC7E6,00000000,3F9E5BBD,00000000,4131529A,41545783,00000000,00000000,00000000,00000000
5,27000.0,26,477B75D0,41438E96,00000000,3F9F1D16,00000000,412B197E,414BC7E6,00000000,00000000,00000000,00000000
5,27000.0,27,4781B970,413BA70A,00000000,3F9F6D87,00000000,4125135A,41438E96,00000000,00000000,00000000,00000000
5,27000.0,28,4785A886,41340D41,00000000,3F9F44F2,00000000,411F3D50,413BA70A,00000000,00000000,00000000,00000000
5,27000.0,29,478987B5,412CBDA9,00000000,3F9E9C37,00000000,4119950B,41340D41,00000000,00000000,00000000,00000000
5,27000.0,30,478D5682,4125B528,00000000,3F9D6DA4,00000000,411418B2,412CBDA9,00000000,00000000,00000000,00000000
5,27000.0,31,47911463,411EF0F8,00000000,3F9BB565,00000000,410EC6E0,4125B528,00000000,00000000,00000000,00000000
5,27000.0,32,4794C0C7,41186EB8,00000000,3F9971ED,00000000,41099E99,411EF0F8,00000000,00000000,00000000,00000000
5,27000.0,33,47985B0D,41122C55,00000000,3F96A44F,00000000,41049F42,41186EB8,00000000,00000000,00000000,00000000
5,27000.0,34,479BE286,410C2814,00000000,3F93507D,00000000,40FF9130,41122C55,00000000,00000000,00000000,00000000
5,27000.0,35,479F5670,41066088,00000000,3F8F7D6F,00000000,40F63564,410C2814,00000000,00000000,00000000,00000000
5,27000.0,36,47A2B5F3,4100D490,00000000,3F8B3528,00000000,40ED2BE2,41066088,00000000,00000000,00000000,00000000
5,27000.0,37,47A60021,40F706C2,00000000,3F86848C,00000000,40E47603,4100D490,00000000,00000000,00000000,00000000
5,27000.0,38,47A933EB,40ECD90D,00000000,3F817B31,00000000,40DC15B7,40F706C2,00000000,00000000,00000000,00000000
5,27000.0,39,47AC501F,40E31FDF,00000000,3F7855DF,00000000,40D40D86,40ECD90D,00000000,00000000,00000000,00000000
5,27000.0,40,47AF535C,40D9DBFA,00000000,3F6D4F04,00000000,40CC6097,40E31FDF,00000000,00000000,00000000,00000000
5,27000.0,41,47B23C0A,40D10F1E,00000000,3F61F4AF,00000000,40C510C1,40D9DBFA,00000000,00000000,00000000,00000000
5,27000.0,42,47B50844,40C8BC48,00000000,3F566957,00000000,40BE21CC,40D10F1E,00000000,00000000,00000000,00000000
5,27000.0,43,47B7B5C4,40C0E811,00000000,3F4ADDEC,00000000,40B79974,40C8BC48,00000000,00000000,00000000,00000000
5,27000.0,44,47BA41BE,40B99961,00000000,3F3F84CD,BE59D06F,40B17EAD,40B9335F,00000000,00000000,00000000,00000000
5,27000.0,45,47BCA8A3,40B2DA88,00000000,3F349171,BE2A4A7B,40ABDA2E,40B9335F,00000000,80000000,00000000,00000000
5,27000.0,46,47BEE5BD,40ACBB70,00000000,3F358307,BDFBFED9,40A7566F,40B9335F,00000000,80000000,00000000,00000000
5,27000.0,47,47C0F26C,40A7566F,00000000,3EF63026,BDAAE4AA,40ACBB70,40B9335F,00000000,80000000,00000000,00000000
5,27000.0,48,47C2C476,40A2DE8B,00000000,3E8E6950,BD45B634,40A7566F,40B93360,00000000,80000000,00000000,00000000
5,27000.0,49,47C4491D,40A00000,00000000,3DDF77CC,BC9B1F30,40A2DE8B,40B93360,00000000,80000000,00000000,00000000
6,27000.0,1,459C4000,42294F08,00000000,00000000,00000000,42294F08,42294F08,00000000,00000000,00000000,00000000
6,27000.0,2,45EE9B40,421A0CD8,00000000,00000000,00000000,42294F08,42294F08,00000000,00000000,00000000,00000000
6,27000.0,3,46202EB0,420E5B90,00000000,3DE60EAC,00000000,41F08767,421A0CD8,00000000,00000000,00000000,00000000
6,27000.0,4,4648C210,4204E41D,00000000,3EA55887,00000000,41D54B28,420E5B90,00000000,00000000,00000000,00000000
6,27000.0,5,467106C0,41F9E55F,00000000,3ED7FC19,00000000,41C76769,4204E41D,00000000,00000000,00000000,00000000
6,27000.0,6,468C7DC8,41EC2179,00000000,3EEB0FE3,00000000,41BC99B3,41F9E55F,00000000,00000000,00000000,00000000
6,27000.0,7,46A04FA4,41DFCB2A,00000000,3EFCFBE8,00000000,41B322A2,41EC2179,00000000,00000000,00000000,00000000
6,27000.0,8,46B3F860,41D49AD5,00000000,3F0746C4,00000000,41AAA10F,41DFCB2A,00000000,00000000,00000000,00000000
6,27000.0,9,46C77754,41CA5CB1,00000000,3F0FEA65,00000000,41A2E61C,41D49AD5,00000000,00000000,00000000,00000000
6,27000.0,10,46DACBE0,41C0E9FA,00000000,3F186E3E,00000000,419BCF8B,41CA5CB1,00000000,00000000,00000000,00000000
6,27000.0,11,46EDF550,41B824EA,00000000,3F206726,00000000,419545C4,41C0E9FA,00000000,00000000,00000000,00000000
6,27000.0,12,47007974,41AFF614,00000000,3F27C801,00000000,418F346D,41B824EA,00000000,00000000,00000000,00000000
6,27000.0,13,4709E1F6,41A84AB7,00000000,3F2EA40E,00000000,41898ADD,41AFF614,00000000,00000000,00000000,00000000
6,27000.0,14,471333CA,41A1138C,00000000,3F350A2A,00000000,41843BAE,41A84AB7,00000000,00000000,00000000,00000000
6,27000.0,15,471C6E89,419A43FF,00000000,3F3B0965,00000000,417E77AC,41A1138C,00000000,00000000,00000000,00000000
6,27000.0,16,472591C4,4193D184,00000000,3F40AD46,00000000,41750426,419A43FF,00000000,00000000,00000000,00000000
6,27000.0,17,472E9D0C,418DB342,00000000,3F45FA66,00000000,416C0D19,4193D184,00000000,00000000,00000000,00000000
6,27000.0,18,47378FE4,4187E1A5,00000000,3F4AEF7D,00000000,41638513,418DB342,00000000,00000000,00000000,00000000
6,27000.0,19,474069D0,41825636,00000000,3F4F86B0,00000000,415B607A,4187E1A5,00000000,00000000,00000000,00000000
6,27000.0,20,47492A4A,417A16B0,00000000,3F53B6F8,00000000,41539563,41825636,00000000,00000000,00000000,00000000
6,27000.0,21,4751D0C6,416FF85D,00000000,3F5775E0,00000000,414C1B81,417A16B0,00000000,00000000,00000000,00000000
6,27000.0,22,475A5CB1,416648F3,00000000,3F5AB9AA,00000000,4144EC25,416FF85D,00000000,00000000,00000000,00000000
6,27000.0,23,4762CD6E,415D0101,00000000,3F5D7B2D,00000000,413E0233,416648F3,00000000,00000000,00000000,00000000
6,27000.0,24,476B2254,415419F5,00000000,3F5FB33E,00000000,41375936,415D0101,00000000,00000000,00000000,00000000
6,27000.0,25,47735AB4,414B8E1E,00000000,3F615D99,00000000,4130ED25,415419F5,00000000,00000000,00000000,00000000
6,27000.0,26,477B75D0,41435873,00000000,3F627636,00000000,412AB8E5,414B8E1E,00000000,00000000,00000000,00000000
6,27000.0,27,4781B970,413B746D,00000000,3F62F247,00000000,4124B7B0,41435873,00000000,00000000,00000000,00000000
6,27000.0,28,4785A886,4133DE0C,00000000,3F62C68C,00000000,411EE6AC,413B746D,00000000,00000000,00000000,00000000
6,27000.0,29,478987B5,412C91C0,00000000,3F61E90D,00000000,4119437D,4133DE0C,00000000,00000000,00000000,00000000
6,27000.0,30,478D5682,41258C6F,00000000,3F6051C4,00000000,4113CC4A,412C91C0,00000000,00000000,00000000,00000000
6,27000.0,31,47911463,411ECB54,00000000,3F5DFB32,00000000,410E7FAB,41258C6F,00000000,00000000,00000000,00000000
6,27000.0,32,4794C0C7,41184C10,00000000,3F5AE2EF,00000000,41095C9F,411ECB54,00000000,00000000,00000000,00000000
6,27000.0,33,47985B0D,41120C90,00000000,3F570A22,00000000,41046289,41184C10,00000000,00000000,00000000,00000000
6,27000.0,34,479BE286,410C0B1A,00000000,3F5275E7,00000000,40FF2246,41120C90,00000000,00000000,00000000,00000000
6,27000.0,35,479F5670,41064642,00000000,3F4D2F7A,00000000,40F5D0FB,410C0B1A,00000000,00000000,00000000,00000000
6,27000.0,36,47A2B5F3,4100BCE4,00000000,3F47444A,00000000,40ECD1E9,41064642,00000000,00000000,00000000,00000000
6,27000.0,37,47A60021,40F6DC71,00000000,3F40C5D1,00000000,40E42662,4100BCE4,00000000,00000000,00000000,00000000
6,27000.0,38,47A933EB,40ECB394,00000000,3F39C93D,00000000,40DBD04D,40F6DC71,00000000,00000000,00000000,00000000
6,27000.0,39,47AC501F,40E2FF0C,00000000,3F326702,00000000,40D3D226,40ECB394,00000000,00000000,00000000,00000000
6,27000.0,40,47AF535C,40D9BF9C,00000000,3F2ABA36,00000000,40CC2F0C,40E2FF0C,00000000,00000000,00000000,00000000
6,27000.0,41,47B23C0A,40D0F702,00000000,3F22CEE8,00000000,40C4E8B7,40D9BF9C,00000000,00000000,00000000,00000000
6,27000.0,42,47B50844,40C8A838,00000000,3F1ABD0E,00000000,40BE02F1,40D0F702,00000000,00000000,00000000,00000000
6,27000.0,43,47B7B5C4,40C0D7D2,00000000,3F12A6CB,00000000,40B78364,40C8A838,00000000,00000000,00000000,00000000
6,27000.0,44,47BA41BE,40B98CB7,00000000,3F0AAF7D,00000000,40B170F3,40C0D7D2,00000000,00000000,00000000,00000000
6,27000.0,45,47BCA8A3,40B2D12F,00000000,3F02FB8A,BD9ED88C,40ABD443,40B2B07D,00000000,00000000,00000000,00000000
6,27000.0,46,47BEE5BD,40ACB51E,00000000,3F03A7DA,BD9ED88C,40A752C9,40B2B07D,00000000,00000000,00000000,00000000
6,27000.0,47,47C0F26C,40A752C9,00000000,3EB29133,BD9ED88C,40ACB51E,40B2B07D,00000000,00000000,00000000,00000000
6,27000.0,48,47C2C476,40A2DD1E,00000000,3E4E970B,BD9ED88C,40A752C9,40B2B07D,00000000,00000000,00000000,00000000
6,27000.0,49,47C4491D,40A00000,00000000,3DA2166F,BD9ED88C,40A2DD1E,40B2B07D,00000000,00000000,00000000,00000000
7,27000.0,1,459C4000,422644E4,00000000,00000000,00000000,422644E4,422644E4,00000000,00000000,00000000,00000000
7,27000.0,2,45EE9B40,421892CE,00000000,00000000,00000000,422644E4,422644E4,00000000,00000000,00000000,00000000
7,27000.0,3,46202EB0,420DD012,00000000,3F00B6AE,00000000,41E2298B,421892CE,00000000,00000000,00000000,00000000
7,27000.0,4,4648C210,4204C963,00000000,3F0F139B,00000000,41D39B41,420DD012,00000000,00000000,00000000,00000000
7,27000.0,5,467106C0,41F9F897,00000000,3F1CD06E,00000000,41C74D96,4204C963,00000000,00000000,00000000,00000000
7,27000.0,6,468C7DC8,41EC3391,00000000,3F2A1E28,00000000,41BC9D32,41F9F897,00000000,00000000,00000000,00000000
7,27000.0,7,46A04FA4,41DFDC3D,00000000,3F3718E6,00000000,41B3254B,41EC3391,00000000,00000000,00000000,00000000
7,27000.0,8,46B3F860,41D4AAFD,00000000,3F43D247,00000000,41AAA2F8,41DFDC3D,00000000,00000000,00000000,00000000
7,27000.0,9,46C77754,41CA6C03,00000000,3F5055E0,00000000,41A2E75A,41D4AAFD,00000000,00000000,00000000,00000000
7,27000.0,10,46DACBE0,41C0F886,00000000,3F5CAB82,00000000,419BD02B,41CA6C03,00000000,00000000,00000000,00000000
7,27000.0,11,46EDF550,41B832BC,00000000,3F68368F,00000000,419545D8,41C0F886,00000000,00000000,00000000,00000000
7,27000.0,12,47007974,41B00338,00000000,3F72E247,00000000,418F3409,41B832BC,00000000,00000000,00000000,00000000
7,27000.0,13,4709E1F6,41A85736,00000000,3F7CCB06,00000000,41898A0D,41B00338,00000000,00000000,00000000,00000000
7,27000.0,14,471333CA,41A11F70,00000000,3F830362,00000000,41843A7E,41A85736,00000000,00000000,00000000,00000000
7,27000.0,15,471C6E89,419A4F4E,00000000,3F8755F9,00000000,417E7499,41A11F70,00000000,00000000,00000000,00000000
7,27000.0,16,472591C4,4193DC45,00000000,3F8B65C6,00000000,4175006E,419A4F4E,00000000,00000000,00000000,00000000
7,27000.0,17,472E9D0C,418DBD79,00000000,3F8F3638,00000000,416C08C5,4193DC45,00000000,00000000,00000000,00000000
7,27000.0,18,47378FE4,4187EB58,00000000,3F92C687,00000000,41638034,418DBD79,00000000,00000000,00000000,00000000
7,27000.0,19,474069D0,41825F68,00000000,3F96129F,00000000,415B5B23,4187EB58,00000000,00000000,00000000,00000000
7,27000.0,20,47492A4A,417A281B,00000000,3F99142F,00000000,41538FB1,41825F68,00000000,00000000,00000000,00000000
7,27000.0,21,4751D0C6,417008D5,00000000,3F9BC3EE,00000000,414C159C,417A281B,00000000,00000000,00000000,00000000
7,27000.0,22,475A5CB1,4166587E,00000000,3F9E1B23,00000000,4144E640,417008D5,00000000,00000000,00000000,00000000
7,27000.0,23,4762CD6E,415D0FA4,00000000,3FA014F6,00000000,413DFC86,4166587E,00000000,00000000,00000000,00000000
7,27000.0,24,476B2254,415427B4,00000000,3FA1AC8E,00000000,41375401,415D0FA4,00000000,00000000,00000000,00000000
7,27000.0,25,47735AB4,414B9AFE,00000000,3FA2DF55,00000000,4130E8A7,415427B4,00000000,00000000,00000000,00000000
7,27000.0,26,477B75D0,4143647A,00000000,3FA3AAC3,00000000,412AB54D,414B9AFE,00000000,00000000,00000000,00000000
7,27000.0,27,4781B970,413B7FA2,00000000,3FA406FA,00000000,4124B505,4143647A,00000000,00000000,00000000,00000000
7,27000.0,28,4785A886,4133E878,00000000,3FA3EBA0,00000000,411EE4EE,413B7FA2,00000000,00000000,00000000,00000000
7,27000.0,29,478987B5,412C9B69,00000000,3FA35143,00000000,411942A9,4133E878,00000000,00000000,00000000,00000000
7,27000.0,30,478D5682,4125955C,00000000,3FA231BF,00000000,4113CC56,412C9B69,00000000,00000000,00000000,00000000
7,27000.0,31,47911463,411ED38E,00000000,3FA088BB,00000000,410E8087,4125955C,00000000,00000000,00000000,00000000
7,27000.0,32,4794C0C7,4118539A,00000000,3F9E540D,00000000,41095E34,411ED38E,00000000,00000000,00000000,00000000
7,27000.0,33,47985B0D,41121374,00000000,3F9B941A,00000000,410464BA,4118539A,00000000,00000000,00000000,00000000
7,27000.0,34,479BE286,410C115D,00000000,3F984C1A,00000000,40FF27A2,41121374,00000000,00000000,00000000,00000000
7,27000.0,35,479F5670,41064BEA,00000000,3F948252,00000000,40F5D70B,410C115D,00000000,00000000,00000000,00000000
7,27000.0,36,47A2B5F3,4100C1FA,00000000,3F904011,00000000,40ECD862,41064BEA,00000000,00000000,00000000,00000000
7,27000.0,37,47A60021,40F6E584,00000000,3F8B91A7,00000000,40E42CF8,4100C1FA,00000000,00000000,00000000,00000000
7,27000.0,38,47A933EB,40ECBB9B,00000000,3F86862A,00000000,40DBD6B1,40F6E584,00000000,00000000,00000000,00000000
7,27000.0,39,47AC501F,40E30616,00000000,3F812F23,00000000,40D3D80A,40ECBB9B,00000000,00000000,00000000,00000000
7,27000.0,40,47AF535C,40D9C5B2,00000000,3F774047,00000000,40CC341F,40E30616,00000000,00000000,00000000,00000000
7,27000.0,41,47B23C0A,40D0FC30,00000000,3F6BC6B6,00000000,40C4ECED,40D9C5B2,00000000,00000000,00000000,00000000
7,27000.0,42,47B50844,40C8AC88,00000000,3F601588,00000000,40BE0656,40D0FC30,00000000,00000000,00000000,00000000
7,27000.0,43,47B7B5C4,40C0DB52,00000000,3F545E2C,00000000,40B78606,40C8AC88,00000000,00000000,00000000,00000000
7,27000.0,44,47BA41BE,40B98F72,00000000,3F48D3DD,00000000,40B172DE,40C0DB52,00000000,00000000,00000000,00000000
7,27000.0,45,47BCA8A3,40B2D334,00000000,3F3DAB50,BDE60461,40ABD588,40B2B27D,00000000,00000000,00000000,00000000
7,27000.0,46,47BEE5BD,40ACB67B,00000000,3F3EA4EF,BDE60461,40A75393,40B2B27D,00000000,00000000,00000000,00000000
7,27000.0,47,47C0F26C,40A75393,00000000,3F01498C,BDE60461,40ACB67B,40B2B27D,00000000,00000000,00000000,00000000
7,27000.0,48,47C2C476,40A2DD6D,00000000,3E959398,BDE60461,40A75393,40B2B27D,00000000,00000000,00000000,00000000
7,27000.0,49,47C4491D,40A00000,00000000,3DEAB61A,BDE60461,40A2DD6D,40B2B27D,00000000,00000000,00000000,00000000
8,27000.0,1,459C4000,42288934,00000000,00000000,00000000,42288934,42288934,00000000,00000000,00000000,00000000
8,27000.0,2,45EE9B40,421A809A,00000000,00000000,00000000,42288934,42288934,00000000,00000000,00000000,00000000
8,27000.0,3,46202EB0,420F8EBE,00000000,00000000,00000000,421A809A,421A809A,00000000,00000000,00000000,00000000
8,27000.0,4,4648C210,42066088,00000000,00000000,00000000,420F8EBE,420F8EBE,00000000,00000000,00000000,00000000
8,27000.0,5,467106C0,41FCE284,00000000,00000000,00000000,42066088,42066088,00000000,00000000,00000000,00000000
8,27000.0,6,468C7DC8,41EEE121,00000000,00000000,00000000,41FCE284,41FCE284,00000000,00000000,00000000,00000000
8,27000.0,7,46A04FA4,41E253AD,00000000,00000000,00000000,41EEE121,41EEE121,00000000,00000000,00000000,00000000
8,27000.0,8,46B3F860,41D6F14C,00000000,00000000,00000000,41E253AD,41E253AD,00000000,00000000,00000000,00000000
8,27000.0,9,46C77754,41CC854D,00000000,00000000,00000000,41D6F14C,41D6F14C,00000000,00000000,00000000,00000000
8,27000.0,10,46DACBE0,41C2E842,00000000,00000000,00000000,41CC854D,41CC854D,00000000,00000000,00000000,00000000
8,27000.0,11,46EDF550,41B9FBDA,00000000,00000000,00000000,41C2E842,41C2E842,00000000,00000000,00000000,00000000
8,27000.0,12,47007974,41B1A840,00000000,00000000,00000000,41B9FBDA,41B9FBDA,00000000,00000000,00000000,00000000
8,27000.0,13,4709E1F6,41A9DA60,00000000,00000000,00000000,41B1A840,41B1A840,00000000,00000000,00000000,00000000
8,27000.0,14,471333CA,41A282AE,00000000,00000000,00000000,41A9DA60,41A9DA60,00000000,00000000,00000000,00000000
8,27000.0,15,471C6E89,419B945D,00000000,00000000,00000000,41A282AE,41A282AE,00000000,00000000,00000000,00000000
8,27000.0,16,472591C4,419504B4,00000000,00000000,00000000,419B945D,419B945D,00000000,00000000,00000000,00000000
8,27000.0,17,472E9D0C,418ECAB0,00000000,00000000,00000000,419504B4,419504B4,00000000,00000000,00000000,00000000
8,27000.0,18,47378FE4,4188DEA0,00000000,00000000,00000000,418ECAB0,418ECAB0,00000000,00000000,00000000,00000000
8,27000.0,19,474069D0,418339EC,00000000,00000000,00000000,4188DEA0,4188DEA0,00000000,00000000,00000000,00000000
8,27000.0,20,47492A4A,417BADC0,00000000,00000000,00000000,418339EC,418339EC,00000000,00000000,00000000,00000000
8,27000.0,21,4751D0C6,41716116,00000000,00000000,00000000,417BADC0,417BADC0,00000000,00000000,00000000,00000000
8,27000.0,22,475A5CB1,41678535,00000000,00000000,00000000,41716116,41716116,00000000,00000000,00000000,00000000
8,27000.0,23,4762CD6E,415E1289,00000000,00000000,00000000,41678535,41678535,00000000,00000000,00000000,00000000
8,27000.0,24,476B2254,41550265,00000000,00000000,00000000,415E1289,415E1289,00000000,00000000,00000000,00000000
8,27000.0,25,47735AB4,414C4F06,00000000,00000000,00000000,41550265,41550265,00000000,00000000,00000000,00000000
8,27000.0,26,477B75D0,4143F35E,00000000,00000000,00000000,414C4F06,414C4F06,00000000,00000000,00000000,00000000
8,27000.0,27,4781B970,413BEAD6,00000000,00000000,00000000,4143F35E,4143F35E,00000000,00000000,00000000,00000000
8,27000.0,28,4785A886,4134315E,00000000,00000000,00000000,413BEAD6,413BEAD6,00000000,00000000,00000000,00000000
8,27000.0,29,478987B5,412CC358,00000000,00000000,00000000,4134315E,4134315E,00000000,00000000,00000000,00000000
8,27000.0,30,478D5682,41259D9C,00000000,00000000,00000000,412CC358,412CC358,00000000,00000000,00000000,00000000
8,27000.0,31,47911463,411EBD5C,00000000,00000000,00000000,41259D9C,41259D9C,00000000,00000000,00000000,00000000
8,27000.0,32,4794C0C7,4118202A,00000000,00000000,00000000,411EBD5C,411EBD5C,00000000,00000000,00000000,00000000
8,27000.0,33,47985B0D,4111C3F2,00000000,00000000,00000000,4118202A,4118202A,00000000,00000000,00000000,00000000
8,27000.0,34,479BE286,410BC91A,00000000,00000000,00000000,4111C3F2,4111C3F2,00000000,00000000,00000000,00000000
8,27000.0,35,479F5670,41060A96,00000000,00000000,00000000,410BC91A,410BC91A,00000000,00000000,00000000,00000000
8,27000.0,36,47A2B5F3,41008745,00000000,00000000,00000000,41060A96,41060A96,00000000,00000000,00000000,00000000
8,27000.0,37,47A60021,40F67CBE,00000000,00000000,00000000,41008745,41008745,00000000,00000000,00000000,00000000
8,27000.0,38,47A933EB,40EC5EDA,00000000,00000000,00000000,40F67CBE,40F67CBE,00000000,00000000,00000000,00000000
8,27000.0,39,47AC501F,40E2B4BA,00000000,00000000,00000000,40EC5EDA,40EC5EDA,00000000,00000000,00000000,00000000
8,27000.0,40,47AF535C,40D97F3F,00000000,00000000,00000000,40E2B4BA,40E2B4BA,00000000,00000000,00000000,00000000
8,27000.0,41,47B23C0A,40D0C030,00000000,00000000,00000000,40D97F3F,40D97F3F,00000000,00000000,00000000,00000000
8,27000.0,42,47B50844,40C87A81,00000000,00000000,00000000,40D0C030,40D0C030,00000000,00000000,00000000,00000000
8,27000.0,43,47B7B5C4,40C0B2BE,00000000,00000000,00000000,40C87A81,40C87A81,00000000,00000000,00000000,00000000
8,27000.0,44,47BA41BE,40B96FC3,00000000,00000000,00000000,40C0B2BE,40C0B2BE,00000000,00000000,00000000,00000000
8,27000.0,45,47BCA8A3,40B2BBCA,00000000,00000000,00000000,40B96FC3,40B96FC3,00000000,00000000,00000000,00000000
8,27000.0,46,47BEE5BD,40ACA69F,00000000,00000000,00000000,40B2BBCA,40B2BBCA,00000000,00000000,00000000,00000000
8,27000.0,47,47C0F26C,40A74A69,00000000,00000000,00000000,40ACA69F,40ACA69F,00000000,00000000,00000000,00000000
8,27000.0,48,47C2C476,40A2D9D6,00000000,00000000,00000000,40A74A69,40A74A69,00000000,00000000,00000000,00000000
8,27000.0,49,47C4491D,40A00000,00000000,00000000,00000000,40A2D9D6,40A2D9D6,00000000,00000000,00000000,00000000
9,27000.0,1,459C4000,42299875,00000000,00000000,00000000,42299875,42299875,00000000,00000000,00000000,00000000
9,27000.0,2,45EE9B40,421B6C8C,00000000,00000000,00000000,42299875,42299875,00000000,00000000,00000000,00000000
9,27000.0,3,46202EB0,42106900,00000000,00000000,00000000,421B6C8C,421B6C8C,00000000,00000000,00000000,00000000
9,27000.0,4,4648C210,42072BF4,00000000,00000000,00000000,42106900,42106900,00000000,00000000,00000000,00000000
9,27000.0,5,467106C0,41FE5FB8,00000000,00000000,00000000,42072BF4,42072BF4,00000000,00000000,00000000,00000000
9,27000.0,6,468C7DC8,41F047B4,00000000,00000000,00000000,41FE5FB8,41FE5FB8,00000000,00000000,00000000,00000000
9,27000.0,7,46A04FA4,41E3A5F6,00000000,00000000,00000000,41F047B4,41F047B4,00000000,00000000,00000000,00000000
9,27000.0,8,46B3F860,41D83130,00000000,00000000,00000000,41E3A5F6,41E3A5F6,00000000,00000000,00000000,00000000
