case,dx,k,pmfu,pmfd,paph
2,13500.0,6,3F0E6914,00000000,468C7DC8
2,13500.0,7,3F1944B9,00000000,46A04FA4
2,13500.0,8,3F23E99A,00000000,46B3F860
2,13500.0,9,3F2E616D,00000000,46C77754
2,13500.0,10,3F38B2BC,00000000,46DACBE0
2,13500.0,11,3F425E09,00000000,46EDF550
2,13500.0,12,3F4B53CA,00000000,47007974
2,13500.0,13,3F53AAE0,00000000,4709E1F6
2,13500.0,14,3F5B74E9,00000000,471333CA
2,13500.0,15,3F62C3C3,00000000,471C6E89
2,13500.0,16,3F69A505,00000000,472591C4
2,13500.0,17,3F701DE4,00000000,472E9D0C
2,13500.0,18,3F762C77,00000000,47378FE4
2,13500.0,19,3F7BC945,00000000,474069D0
2,13500.0,20,3F807479,00000000,47492A4A
2,13500.0,21,3F82BF31,00000000,4751D0C6
2,13500.0,22,3F84BEA2,00000000,475A5CB1
2,13500.0,23,3F866E38,00000000,4762CD6E
2,13500.0,24,3F87C94A,00000000,476B2254
2,13500.0,25,3F88CCE6,00000000,47735AB4
2,13500.0,26,3F89764A,00000000,477B75D0
2,13500.0,27,3F89BEF5,00000000,4781B970
2,13500.0,28,3F89A041,00000000,4785A886
2,13500.0,29,3F89145C,00000000,478987B5
2,13500.0,30,3F8816B0,00000000,478D5682
2,13500.0,31,3F86A43D,00000000,47911463
2,13500.0,32,3F84BBEB,00000000,4794C0C7
2,13500.0,33,3F825ED4,00000000,47985B0D
2,13500.0,34,3F7F20EC,00000000,479BE286
2,13500.0,35,3F78ADA2,00000000,479F5670
2,13500.0,36,3F7174C4,00000000,47A2B5F3
2,13500.0,37,3F698C15,00000000,47A60021
2,13500.0,38,3F610DBC,00000000,47A933EB
2,13500.0,39,3F58179F,00000000,47AC501F
2,13500.0,40,3F4ECAAA,00000000,47AF535C
2,13500.0,41,3F45331E,00000000,47B23C0A
2,13500.0,42,3F3B6CE0,00000000,47B50844
2,13500.0,43,3F31A14B,00000000,47B7B5C4
2,13500.0,44,3F27FB35,00000000,47BA41BE
2,13500.0,45,3F1EA6B4,BDC0667C,47BCA8A3
2,13500.0,46,3F1F776B,BDC0667C,47BEE5BD
2,13500.0,47,3ED8499C,BDC0667C,47C0F26C
2,13500.0,48,3E7A3AD9,BDC0667C,47C2C476
2,13500.0,49,3DC453AD,BDC0667C,47C4491D
3,13500.0,1,00000000,00000000,459C4000
3,13500.0,2,00000000,00000000,45EE9B40
3,13500.0,3,3ED80CE6,00000000,46202EB0
3,13500.0,4,3EF02419,00000000,4648C210
3,13500.0,5,3F039734,00000000,467106C0
3,13500.0,6,3F0EBF0F,00000000,468C7DC8
3,13500.0,7,3F19A13B,00000000,46A04FA4
3,13500.0,8,3F244C82,00000000,46B3F860
3,13500.0,9,3F2ECA9F,00000000,46C77754
3,13500.0,10,3F392223,00000000,46DACBE0
3,13500.0,11,3F42D0E7,00000000,46EDF550
3,13500.0,12,3F4BC700,00000000,47007974
3,13500.0,13,3F541BCB,00000000,4709E1F6
3,13500.0,14,3F5BE159,00000000,471333CA
3,13500.0,15,3F6329F2,00000000,471C6E89
3,13500.0,16,3F6A0399,00000000,472591C4
3,13500.0,17,3F7073E3,00000000,472E9D0C
3,13500.0,18,3F76793F,00000000,47378FE4
3,13500.0,19,3F7C0C93,00000000,474069D0
3,13500.0,20,3F809174,00000000,47492A4A
3,13500.0,21,3F82D7C5,00000000,4751D0C6
3,13500.0,22,3F84D352,00000000,475A5CB1
3,13500.0,23,3F867FC1,00000000,4762CD6E
3,13500.0,24,3F87D8BA,00000000,476B2254
3,13500.0,25,3F88DBA3,00000000,47735AB4
3,13500.0,26,3F89860C,00000000,477B75D0
3,13500.0,27,3F89D164,00000000,4781B970
3,13500.0,28,3F89B6D5,00000000,4785A886
3,13500.0,29,3F893053,00000000,478987B5
3,13500.0,30,3F8838FE,00000000,478D5682
3,13500.0,31,3F86CD80,00000000,47911463
3,13500.0,32,3F84EC61,00000000,4794C0C7
3,13500.0,33,3F829657,00000000,47985B0D
3,13500.0,34,3F7F9CF4,00000000,479BE286
3,13500.0,35,3F7934CF,00000000,479F5670
3,13500.0,36,3F72048D,00000000,47A2B5F3
3,13500.0,37,3F6A2168,00000000,47A60021
3,13500.0,38,3F61A51A,00000000,47A933EB
3,13500.0,39,3F58AD57,00000000,47AC501F
3,13500.0,40,3F4F5B03,00000000,47AF535C
3,13500.0,41,3F45BCC5,00000000,47B23C0A
3,13500.0,42,3F3BEFB4,00000000,47B50844
3,13500.0,43,3F321D49,00000000,47B7B5C4
3,13500.0,44,3F287076,00000000,47BA41BE
3,13500.0,45,3F1F1573,BDC0ECCA,47BCA8A3
3,13500.0,46,3F1FE6BB,BDC0ECCA,47BEE5BD
3,13500.0,47,3ED8E096,BDC0ECCA,47C0F26C
3,13500.0,48,3E7AE984,BDC0ECCA,47C2C476
3,13500.0,49,3DC4DCB9,BDC0ECCA,47C4491D
4,13500.0,1,00000000,00000000,459C4000
4,13500.0,2,00000000,00000000,45EE9B40
4,13500.0,3,3EE9F8FA,00000000,46202EB0
4,13500.0,4,3F020F78,00000000,4648C210
4,13500.0,5,3F0E9119,00000000,467106C0
4,13500.0,6,3F1AADDD,00000000,468C7DC8
4,13500.0,7,3F267F4C,00000000,46A04FA4
4,13500.0,8,3F32156A,00000000,46B3F860
4,13500.0,9,3F3D7AB7,00000000,46C77754
4,13500.0,10,3F48B657,00000000,46DACBE0
4,13500.0,11,3F533C4A,00000000,46EDF550
4,13500.0,12,3F5CF73A,00000000,47007974
4,13500.0,13,3F6600F9,00000000,4709E1F6
4,13500.0,14,3F6E6DAA,00000000,471333CA
4,13500.0,15,3F765246,00000000,471C6E89
4,13500.0,16,3F7DBE3C,00000000,472591C4
4,13500.0,17,3F825C03,00000000,472E9D0C
4,13500.0,18,3F859F4B,00000000,47378FE4
4,13500.0,19,3F88A58F,00000000,474069D0
4,13500.0,20,3F8B6971,00000000,47492A4A
4,13500.0,21,3F8DE4C0,00000000,4751D0C6
4,13500.0,22,3F9011CE,00000000,475A5CB1
4,13500.0,23,3F91EC64,00000000,4762CD6E
4,13500.0,24,3F937044,00000000,476B2254
4,13500.0,25,3F949B5E,00000000,47735AB4
4,13500.0,26,3F956C15,00000000,477B75D0
4,13500.0,27,3F95DC58,00000000,4781B970
4,13500.0,28,3F95E54B,00000000,4785A886
4,13500.0,29,3F9580C7,00000000,478987B5
4,13500.0,30,3F94A9BB,00000000,478D5682
4,13500.0,31,3F935C83,00000000,47911463
4,13500.0,32,3F919742,00000000,4794C0C7
4,13500.0,33,3F8F5A2D,00000000,47985B0D
4,13500.0,34,3F8CA7C2,00000000,479BE286
4,13500.0,35,3F8984F4,00000000,479F5670
4,13500.0,36,3F85F936,00000000,47A2B5F3
4,13500.0,37,3F820E70,00000000,47A60021
4,13500.0,38,3F7BA1B0,00000000,47A933EB
4,13500.0,39,3F729D74,00000000,47AC501F
4,13500.0,40,3F693050,00000000,47AF535C
4,13500.0,41,3F5F67A9,00000000,47B23C0A
4,13500.0,42,3F555F9E,00000000,47B50844
4,13500.0,43,3F4B4241,00000000,47B7B5C4
4,13500.0,44,3F413BFE,00000000,47BA41BE
4,13500.0,45,3F377B78,00000000,47BCA8A3
4,13500.0,46,3F2E3216,BE1BAB57,47BEE5BD
4,13500.0,47,3F2EFF08,BE1BAB57,47C0F26C
4,13500.0,48,3ECA7569,BE1BAB57,47C2C476
4,13500.0,49,3E1ED8A2,BE1BAB57,47C4491D
5,13500.0,1,00000000,00000000,459C4000
5,13500.0,2,00000000,00000000,45EE9B40
5,13500.0,3,3ED4C3CA,00000000,46202EB0
5,13500.0,4,3EEC94A0,00000000,4648C210
5,13500.0,5,3F01AEB4,00000000,467106C0
5,13500.0,6,3F0CB77C,00000000,468C7DC8
5,13500.0,7,3F177BDB,00000000,46A04FA4
5,13500.0,8,3F220A58,00000000,46B3F860
5,13500.0,9,3F2C6C81,00000000,46C77754
5,13500.0,10,3F36A8C8,00000000,46DACBE0
5,13500.0,11,3F404630,00000000,46EDF550
5,13500.0,12,3F493012,00000000,47007974
5,13500.0,13,3F517CE5,00000000,4709E1F6
5,13500.0,14,3F593E20,00000000,471333CA
5,13500.0,15,3F608612,00000000,471C6E89
5,13500.0,16,3F676161,00000000,472591C4
5,13500.0,17,3F6DD471,00000000,472E9D0C
5,13500.0,18,3F73DCBB,00000000,47378FE4
5,13500.0,19,3F797259,00000000,474069D0
5,13500.0,20,3F7E89D0,00000000,47492A4A
5,13500.0,21,3F818B1E,00000000,4751D0C6
5,13500.0,22,3F8385F7,00000000,475A5CB1
5,13500.0,23,3F8530F6,00000000,4762CD6E
5,13500.0,24,3F86877F,00000000,476B2254
5,13500.0,25,3F8786E3,00000000,47735AB4
5,13500.0,26,3F882C5C,00000000,477B75D0
5,13500.0,27,3F887133,00000000,4781B970
5,13500.0,28,3F884E78,00000000,4785A886
5,13500.0,29,3F87BE11,00000000,478987B5
5,13500.0,30,3F86BB1D,00000000,478D5682
5,13500.0,31,3F854257,00000000,47911463
5,13500.0,32,3F83526B,00000000,4794C0C7
5,13500.0,33,3F80EC43,00000000,47985B0D
5,13500.0,34,3F7C2683,00000000,479BE286
5,13500.0,35,3F759AB8,00000000,479F5670
5,13500.0,36,3F6E4647,00000000,47A2B5F3
5,13500.0,37,3F663F41,00000000,47A60021
5,13500.0,38,3F5DA054,00000000,47A933EB
5,13500.0,39,3F54880D,00000000,47AC501F
5,13500.0,40,3F4B182F,00000000,47AF535C
5,13500.0,41,3F4160E0,00000000,47B23C0A
5,13500.0,42,3F377F9F,00000000,47B50844
5,13500.0,43,3F2D9E4D,00000000,47B7B5C4
5,13500.0,44,3F23E808,BE3A6920,47BA41BE
5,13500.0,45,3F1A88D8,BE11BD35,47BCA8A3
5,13500.0,46,3F1B579A,BDD7A9F0,47BEE5BD
5,13500.0,47,3ED2B196,BD92412A,47C0F26C
5,13500.0,48,3E73C218,BD2934DB,47C2C476
5,13500.0,49,3DBF3FD0,BC84C1CA,47C4491D
6,13500.0,1,00000000,00000000,459C4000
6,13500.0,2,00000000,00000000,45EE9B40
6,13500.0,3,3DC4E378,00000000,46202EB0
6,13500.0,4,3E8D81C4,00000000,4648C210
6,13500.0,5,3EB8D84C,00000000,467106C0
6,13500.0,6,3EC92BF7,00000000,468C7DC8
6,13500.0,7,3ED88280,00000000,46A04FA4
6,13500.0,8,3EE78BAD,00000000,46B3F860
6,13500.0,9,3EF65534,00000000,46C77754
6,13500.0,10,3F02742B,00000000,46DACBE0
6,13500.0,11,3F0946D3,00000000,46EDF550
6,13500.0,12,3F0F975B,00000000,47007974
6,13500.0,13,3F157639,00000000,4709E1F6
6,13500.0,14,3F1AF028,00000000,471333CA
6,13500.0,15,3F20120B,00000000,471C6E89
6,13500.0,16,3F24E5C0,00000000,472591C4
6,13500.0,17,3F296F36,00000000,472E9D0C
6,13500.0,18,3F2DAD54,00000000,47378FE4
6,13500.0,19,3F319B17,00000000,474069D0
6,13500.0,20,3F3530C6,00000000,47492A4A
6,13500.0,21,3F38656E,00000000,4751D0C6
6,13500.0,22,3F3B30B8,00000000,475A5CB1
6,13500.0,23,3F3D8C83,00000000,4762CD6E
6,13500.0,24,3F3F72AD,00000000,476B2254
6,13500.0,25,3F40DF8F,00000000,47735AB4
6,13500.0,26,3F41CFB7,00000000,477B75D0
6,13500.0,27,3F4239E6,00000000,4781B970
6,13500.0,28,3F421478,00000000,4785A886
6,13500.0,29,3F4156E8,00000000,478987B5
6,13500.0,30,3F3FFA58,00000000,478D5682
6,13500.0,31,3F3DFA13,00000000,47911463
6,13500.0,32,3F3B5409,00000000,4794C0C7
6,13500.0,33,3F380939,00000000,47985B0D
6,13500.0,34,3F341DFF,00000000,479BE286
6,13500.0,35,3F2F9A46,00000000,479F5670
6,13500.0,36,3F2A898A,00000000,47A2B5F3
6,13500.0,37,3F24FAC1,00000000,47A60021
6,13500.0,38,3F1F000B,00000000,47A933EB
6,13500.0,39,3F18AE57,00000000,47AC501F
6,13500.0,40,3F121CD2,00000000,47AF535C
6,13500.0,41,3F0B55CF,00000000,47B23C0A
6,13500.0,42,3F046DCD,00000000,47B50844
6,13500.0,43,3EFB040A,00000000,47B7B5C4
6,13500.0,44,3EED6177,00000000,47BA41BE
6,13500.0,45,3EE0322F,BD87F1B1,47BCA8A3
6,13500.0,46,3EE15920,BD87F1B1,47BEE5BD
6,13500.0,47,3E98D273,BD87F1B1,47C0F26C
6,13500.0,48,3E30CDFF,BD87F1B1,47C2C476
6,13500.0,49,3D8AB7EE,BD87F1B1,47C4491D
7,13500.0,1,00000000,00000000,459C4000
7,13500.0,2,00000000,00000000,45EE9B40
7,13500.0,3,3EDC4FF7,00000000,46202EB0
7,13500.0,4,3EF4E591,00000000,4648C210
7,13500.0,5,3F063491,00000000,467106C0
7,13500.0,6,3F119745,00000000,468C7DC8
7,13500.0,7,3F1CB2F3,00000000,46A04FA4
7,13500.0,8,3F2796B2,00000000,46B3F860
7,13500.0,9,3F324C69,00000000,46C77754
7,13500.0,10,3F3CDACA,00000000,46DACBE0
7,13500.0,11,3F46BBCA,00000000,46EDF550
7,13500.0,12,3F4FDDA9,00000000,47007974
7,13500.0,13,3F5858AB,00000000,4709E1F6
7,13500.0,14,3F603F9D,00000000,471333CA
7,13500.0,15,3F67A5B6,00000000,471C6E89
7,13500.0,16,3F6E997B,00000000,472591C4
7,13500.0,17,3F7520D0,00000000,472E9D0C
7,13500.0,18,3F7B3A5D,00000000,47378FE4
7,13500.0,19,3F806F94,00000000,474069D0
7,13500.0,20,3F830230,00000000,47492A4A
7,13500.0,21,3F854EC7,00000000,4751D0C6
7,13500.0,22,3F874F97,00000000,475A5CB1
7,13500.0,23,3F89007D,00000000,4762CD6E
7,13500.0,24,3F8A5D52,00000000,476B2254
7,13500.0,25,3F8B63DD,00000000,47735AB4
7,13500.0,26,3F8C11F7,00000000,477B75D0
7,13500.0,27,3F8C60E3,00000000,4781B970
7,13500.0,28,3F8C497A,00000000,4785A886
7,13500.0,29,3F8BC55E,00000000,478987B5
7,13500.0,30,3F8ACF4E,00000000,478D5682
7,13500.0,31,3F896392,00000000,47911463
7,13500.0,32,3F87804E,00000000,4794C0C7
7,13500.0,33,3F8525D8,00000000,47985B0D
7,13500.0,34,3F8256F4,00000000,479BE286
7,13500.0,35,3F7E31FB,00000000,479F5670
7,13500.0,36,3F76E7D9,00000000,47A2B5F3
7,13500.0,37,3F6EE496,00000000,47A60021
7,13500.0,38,3F664204,00000000,47A933EB
7,13500.0,39,3F5D1E25,00000000,47AC501F
7,13500.0,40,3F539A79,00000000,47AF535C
7,13500.0,41,3F49C86F,00000000,47B23C0A
7,13500.0,42,3F3FC6CC,00000000,47B50844
7,13500.0,43,3F35BFDF,00000000,47B7B5C4
7,13500.0,44,3F2BDF82,00000000,47BA41BE
7,13500.0,45,3F2252CD,BDC4DAAC,47BCA8A3
7,13500.0,46,3F23286F,BDC4DAAC,47BEE5BD
7,13500.0,47,3EDD4B5A,BDC4DAAC,47C0F26C
7,13500.0,48,3E8002DE,BDC4DAAC,47C2C476
7,13500.0,49,3DC8DF22,BDC4DAAC,47C4491D
8,13500.0,1,00000000,00000000,459C4000
8,13500.0,2,00000000,00000000,45EE9B40
8,13500.0,3,00000000,00000000,46202EB0
8,13500.0,4,00000000,00000000,4648C210
8,13500.0,5,00000000,00000000,467106C0
8,13500.0,6,00000000,00000000,468C7DC8
8,13500.0,7,00000000,00000000,46A04FA4
8,13500.0,8,00000000,00000000,46B3F860
8,13500.0,9,00000000,00000000,46C77754
8,13500.0,10,00000000,00000000,46DACBE0
8,13500.0,11,00000000,00000000,46EDF550
8,13500.0,12,00000000,00000000,47007974
8,13500.0,13,00000000,00000000,4709E1F6
8,13500.0,14,00000000,00000000,471333CA
8,13500.0,15,00000000,00000000,471C6E89
8,13500.0,16,00000000,00000000,472591C4
8,13500.0,17,00000000,00000000,472E9D0C
8,13500.0,18,00000000,00000000,47378FE4
8,13500.0,19,00000000,00000000,474069D0
8,13500.0,20,00000000,00000000,47492A4A
8,13500.0,21,00000000,00000000,4751D0C6
8,13500.0,22,00000000,00000000,475A5CB1
8,13500.0,23,00000000,00000000,4762CD6E
8,13500.0,24,00000000,00000000,476B2254
8,13500.0,25,00000000,00000000,47735AB4
8,13500.0,26,00000000,00000000,477B75D0
8,13500.0,27,00000000,00000000,4781B970
8,13500.0,28,00000000,00000000,4785A886
8,13500.0,29,00000000,00000000,478987B5
8,13500.0,30,00000000,00000000,478D5682
8,13500.0,31,00000000,00000000,47911463
8,13500.0,32,00000000,00000000,4794C0C7
8,13500.0,33,00000000,00000000,47985B0D
8,13500.0,34,00000000,00000000,479BE286
8,13500.0,35,00000000,00000000,479F5670
8,13500.0,36,00000000,00000000,47A2B5F3
8,13500.0,37,00000000,00000000,47A60021
8,13500.0,38,00000000,00000000,47A933EB
8,13500.0,39,00000000,00000000,47AC501F
8,13500.0,40,00000000,00000000,47AF535C
8,13500.0,41,00000000,00000000,47B23C0A
8,13500.0,42,00000000,00000000,47B50844
8,13500.0,43,00000000,00000000,47B7B5C4
8,13500.0,44,00000000,00000000,47BA41BE
8,13500.0,45,00000000,00000000,47BCA8A3
8,13500.0,46,00000000,00000000,47BEE5BD
8,13500.0,47,00000000,00000000,47C0F26C
8,13500.0,48,00000000,00000000,47C2C476
8,13500.0,49,00000000,00000000,47C4491D
9,13500.0,1,00000000,00000000,459C4000
9,13500.0,2,00000000,00000000,45EE9B40
9,13500.0,3,00000000,00000000,46202EB0
9,13500.0,4,00000000,00000000,4648C210
9,13500.0,5,00000000,00000000,467106C0
9,13500.0,6,00000000,00000000,468C7DC8
9,13500.0,7,00000000,00000000,46A04FA4
9,13500.0,8,00000000,00000000,46B3F860
9,13500.0,9,00000000,00000000,46C77754
9,13500.0,10,00000000,00000000,46DACBE0
9,13500.0,11,00000000,00000000,46EDF550
9,13500.0,12,00000000,00000000,47007974
9,13500.0,13,00000000,00000000,4709E1F6
9,13500.0,14,00000000,00000000,471333CA
9,13500.0,15,00000000,00000000,471C6E89
9,13500.0,16,00000000,00000000,472591C4
9,13500.0,17,00000000,00000000,472E9D0C
9,13500.0,18,00000000,00000000,47378FE4
9,13500.0,19,00000000,00000000,474069D0
9,13500.0,20,00000000,00000000,47492A4A
9,13500.0,21,00000000,00000000,4751D0C6
9,13500.0,22,00000000,00000000,475A5CB1
9,13500.0,23,00000000,00000000,4762CD6E
9,13500.0,24,00000000,00000000,476B2254
9,13500.0,25,00000000,00000000,47735AB4
9,13500.0,26,00000000,00000000,477B75D0
9,13500.0,27,00000000,00000000,4781B970
9,13500.0,28,00000000,00000000,4785A886
9,13500.0,29,00000000,00000000,478987B5
9,13500.0,30,00000000,00000000,478D5682
9,13500.0,31,00000000,00000000,47911463
9,13500.0,32,00000000,00000000,4794C0C7
9,13500.0,33,00000000,00000000,47985B0D
9,13500.0,34,00000000,00000000,479BE286
9,13500.0,35,00000000,00000000,479F5670
9,13500.0,36,00000000,00000000,47A2B5F3
9,13500.0,37,00000000,00000000,47A60021
9,13500.0,38,00000000,00000000,47A933EB
9,13500.0,39,00000000,00000000,47AC501F
9,13500.0,40,00000000,00000000,47AF535C
9,13500.0,41,00000000,00000000,47B23C0A
9,13500.0,42,00000000,00000000,47B50844
9,13500.0,43,00000000,00000000,47B7B5C4
9,13500.0,44,00000000,00000000,47BA41BE
9,13500.0,45,00000000,00000000,47BCA8A3
9,13500.0,46,00000000,00000000,47BEE5BD
9,13500.0,47,00000000,00000000,47C0F26C
9,13500.0,48,00000000,00000000,47C2C476
9,13500.0,49,00000000,00000000,47C4491D
10,13500.0,1,00000000,00000000,459C4000
10,13500.0,2,00000000,00000000,45EE9B40
10,13500.0,3,00000000,00000000,46202EB0
10,13500.0,4,00000000,00000000,4648C210
10,13500.0,5,00000000,00000000,467106C0
10,13500.0,6,00000000,00000000,468C7DC8
10,13500.0,7,00000000,00000000,46A04FA4
10,13500.0,8,00000000,00000000,46B3F860
10,13500.0,9,00000000,00000000,46C77754
10,13500.0,10,00000000,00000000,46DACBE0
10,13500.0,11,00000000,00000000,46EDF550
10,13500.0,12,00000000,00000000,47007974
10,13500.0,13,00000000,00000000,4709E1F6
10,13500.0,14,00000000,00000000,471333CA
10,13500.0,15,00000000,00000000,471C6E89
10,13500.0,16,00000000,00000000,472591C4
10,13500.0,17,00000000,00000000,472E9D0C
10,13500.0,18,00000000,00000000,47378FE4
10,13500.0,19,00000000,00000000,474069D0
10,13500.0,20,00000000,00000000,47492A4A
10,13500.0,21,00000000,00000000,4751D0C6
10,13500.0,22,00000000,00000000,475A5CB1
10,13500.0,23,00000000,00000000,4762CD6E
10,13500.0,24,00000000,00000000,476B2254
10,13500.0,25,00000000,00000000,47735AB4
10,13500.0,26,00000000,00000000,477B75D0
10,13500.0,27,00000000,00000000,4781B970
10,13500.0,28,00000000,00000000,4785A886
10,13500.0,29,00000000,00000000,478987B5
10,13500.0,30,00000000,00000000,478D5682
10,13500.0,31,00000000,00000000,47911463
10,13500.0,32,00000000,00000000,4794C0C7
10,13500.0,33,00000000,00000000,47985B0D
10,13500.0,34,00000000,00000000,479BE286
10,13500.0,35,00000000,00000000,479F5670
10,13500.0,36,00000000,00000000,47A2B5F3
10,13500.0,37,00000000,00000000,47A60021
10,13500.0,38,00000000,00000000,47A933EB
10,13500.0,39,00000000,00000000,47AC501F
10,13500.0,40,00000000,00000000,47AF535C
10,13500.0,41,00000000,00000000,47B23C0A
10,13500.0,42,00000000,00000000,47B50844
10,13500.0,43,00000000,00000000,47B7B5C4
10,13500.0,44,00000000,00000000,47BA41BE
10,13500.0,45,00000000,00000000,47BCA8A3
10,13500.0,46,00000000,00000000,47BEE5BD
10,13500.0,47,00000000,00000000,47C0F26C
10,13500.0,48,00000000,00000000,47C2C476
10,13500.0,49,00000000,00000000,47C4491D
11,13500.0,1,00000000,00000000,459C4000
11,13500.0,2,00000000,00000000,45EE9B40
11,13500.0,3,00000000,00000000,46202EB0
11,13500.0,4,00000000,00000000,4648C210
11,13500.0,5,00000000,00000000,467106C0
11,13500.0,6,00000000,00000000,468C7DC8
11,13500.0,7,00000000,00000000,46A04FA4
11,13500.0,8,00000000,00000000,46B3F860
11,13500.0,9,00000000,00000000,46C77754
11,13500.0,10,00000000,00000000,46DACBE0
11,13500.0,11,00000000,00000000,46EDF550
11,13500.0,12,00000000,00000000,47007974
11,13500.0,13,00000000,00000000,4709E1F6
11,13500.0,14,00000000,00000000,471333CA
11,13500.0,15,00000000,00000000,471C6E89
11,13500.0,16,00000000,00000000,472591C4
11,13500.0,17,00000000,00000000,472E9D0C
11,13500.0,18,00000000,00000000,47378FE4
11,13500.0,19,00000000,00000000,474069D0
11,13500.0,20,00000000,00000000,47492A4A
11,13500.0,21,00000000,00000000,4751D0C6
11,13500.0,22,00000000,00000000,475A5CB1
11,13500.0,23,00000000,00000000,4762CD6E
11,13500.0,24,00000000,00000000,476B2254
11,13500.0,25,00000000,00000000,47735AB4
11,13500.0,26,00000000,00000000,477B75D0
11,13500.0,27,00000000,00000000,4781B970
11,13500.0,28,00000000,00000000,4785A886
11,13500.0,29,00000000,00000000,478987B5
11,13500.0,30,00000000,00000000,478D5682
11,13500.0,31,00000000,00000000,47911463
11,13500.0,32,00000000,00000000,4794C0C7
11,13500.0,33,00000000,00000000,47985B0D
11,13500.0,34,00000000,00000000,479BE286
11,13500.0,35,00000000,00000000,479F5670
11,13500.0,36,00000000,00000000,47A2B5F3
11,13500.0,37,3BAABAE9,00000000,47A60021
11,13500.0,38,3C132E5D,00000000,47A933EB
11,13500.0,39,3C0EC9C8,00000000,47AC501F
11,13500.0,40,3C0A1CA6,00000000,47AF535C
11,13500.0,41,3C054683,00000000,47B23C0A
11,13500.0,42,3C005992,00000000,47B50844
11,13500.0,43,3BF6CC37,00000000,47B7B5C4
11,13500.0,44,3BECFC45,00000000,47BA41BE
11,13500.0,45,3BE36B19,00000000,47BCA8A3
11,13500.0,46,3BDA453B,00000000,47BEE5BD
11,13500.0,47,3BDA453B,00000000,47C0F26C
11,13500.0,48,3B7C8621,00000000,47C2C476
11,13500.0,49,3AC62074,00000000,47C4491D
12,13500.0,1,00000000,00000000,459C4000
12,13500.0,2,00000000,00000000,45EE9B40
12,13500.0,3,00000000,00000000,46202EB0
12,13500.0,4,00000000,00000000,4648C210
12,13500.0,5,00000000,00000000,467106C0
12,13500.0,6,00000000,00000000,468C7DC8
12,13500.0,7,00000000,00000000,46A04FA4
12,13500.0,8,00000000,00000000,46B3F860
12,13500.0,9,00000000,00000000,46C77754
12,13500.0,10,00000000,00000000,46DACBE0
12,13500.0,11,00000000,00000000,46EDF550
12,13500.0,12,00000000,00000000,47007974
12,13500.0,13,00000000,00000000,4709E1F6
12,13500.0,14,00000000,00000000,471333CA
12,13500.0,15,00000000,00000000,471C6E89
12,13500.0,16,00000000,00000000,472591C4
12,13500.0,17,00000000,00000000,472E9D0C
12,13500.0,18,00000000,00000000,47378FE4
12,13500.0,19,00000000,00000000,474069D0
12,13500.0,20,00000000,00000000,47492A4A
12,13500.0,21,00000000,00000000,4751D0C6
12,13500.0,22,00000000,00000000,475A5CB1
12,13500.0,23,00000000,00000000,4762CD6E
12,13500.0,24,00000000,00000000,476B2254
12,13500.0,25,00000000,00000000,47735AB4
12,13500.0,26,00000000,00000000,477B75D0
12,13500.0,27,00000000,00000000,4781B970
12,13500.0,28,00000000,00000000,4785A886
12,13500.0,29,00000000,00000000,478987B5
12,13500.0,30,00000000,00000000,478D5682
12,13500.0,31,00000000,00000000,47911463
12,13500.0,32,00000000,00000000,4794C0C7
12,13500.0,33,00000000,00000000,47985B0D
12,13500.0,34,00000000,00000000,479BE286
12,13500.0,35,00000000,00000000,479F5670
12,13500.0,36,00000000,00000000,47A2B5F3
12,13500.0,37,00000000,00000000,47A60021
12,13500.0,38,00000000,00000000,47A933EB
12,13500.0,39,00000000,00000000,47AC501F
12,13500.0,40,00000000,00000000,47AF535C
12,13500.0,41,00000000,00000000,47B23C0A
12,13500.0,42,00000000,00000000,47B50844
12,13500.0,43,00000000,00000000,47B7B5C4
12,13500.0,44,00000000,00000000,47BA41BE
12,13500.0,45,00000000,00000000,47BCA8A3
12,13500.0,46,00000000,00000000,47BEE5BD
12,13500.0,47,00000000,00000000,47C0F26C
12,13500.0,48,00000000,00000000,47C2C476
12,13500.0,49,00000000,00000000,47C4491D
13,13500.0,1,00000000,00000000,459C4000
13,13500.0,2,00000000,00000000,45EE9B40
13,13500.0,3,00000000,00000000,46202EB0
13,13500.0,4,00000000,00000000,4648C210
13,13500.0,5,00000000,00000000,467106C0
13,13500.0,6,00000000,00000000,468C7DC8
13,13500.0,7,00000000,00000000,46A04FA4
13,13500.0,8,00000000,00000000,46B3F860
13,13500.0,9,00000000,00000000,46C77754
13,13500.0,10,00000000,00000000,46DACBE0
13,13500.0,11,00000000,00000000,46EDF550
13,13500.0,12,00000000,00000000,47007974
13,13500.0,13,00000000,00000000,4709E1F6
13,13500.0,14,00000000,00000000,471333CA
13,13500.0,15,00000000,00000000,471C6E89
13,13500.0,16,00000000,00000000,472591C4
13,13500.0,17,00000000,00000000,472E9D0C
13,13500.0,18,00000000,00000000,47378FE4
13,13500.0,19,00000000,00000000,474069D0
13,13500.0,20,00000000,00000000,47492A4A
13,13500.0,21,00000000,00000000,4751D0C6
13,13500.0,22,00000000,00000000,475A5CB1
13,13500.0,23,00000000,00000000,4762CD6E
13,13500.0,24,00000000,00000000,476B2254
13,13500.0,25,00000000,00000000,47735AB4
13,13500.0,26,00000000,00000000,477B75D0
13,13500.0,27,00000000,00000000,4781B970
13,13500.0,28,00000000,00000000,4785A886
13,13500.0,29,00000000,00000000,478987B5
