case,dx,k,pmfu,pmfd,paph
5,27000.0,16,3F872E0C,00000000,472591C4
5,27000.0,17,3F8AF2A7,00000000,472E9D0C
5,27000.0,18,3F8E78E0,00000000,47378FE4
5,27000.0,19,3F91BC1A,00000000,474069D0
5,27000.0,20,3F94B5A1,00000000,47492A4A
5,27000.0,21,3F975DEC,00000000,4751D0C6
5,27000.0,22,3F99AE27,00000000,475A5CB1
5,27000.0,23,3F9BA115,00000000,4762CD6E
5,27000.0,24,3F9D3153,00000000,476B2254
5,27000.0,25,3F9E5BBD,00000000,47735AB4
5,27000.0,26,3F9F1D16,00000000,477B75D0
5,27000.0,27,3F9F6D87,00000000,4781B970
5,27000.0,28,3F9F44F2,00000000,4785A886
5,27000.0,29,3F9E9C37,00000000,478987B5
5,27000.0,30,3F9D6DA4,00000000,478D5682
5,27000.0,31,3F9BB565,00000000,47911463
5,27000.0,32,3F9971ED,00000000,4794C0C7
5,27000.0,33,3F96A44F,00000000,47985B0D
5,27000.0,34,3F93507D,00000000,479BE286
5,27000.0,35,3F8F7D6F,00000000,479F5670
5,27000.0,36,3F8B3528,00000000,47A2B5F3
5,27000.0,37,3F86848C,00000000,47A60021
5,27000.0,38,3F817B31,00000000,47A933EB
5,27000.0,39,3F7855DF,00000000,47AC501F
5,27000.0,40,3F6D4F04,00000000,47AF535C
5,27000.0,41,3F61F4AF,00000000,47B23C0A
5,27000.0,42,3F566957,00000000,47B50844
5,27000.0,43,3F4ADDEC,00000000,47B7B5C4
5,27000.0,44,3F3F84CD,BE59D06F,47BA41BE
5,27000.0,45,3F349171,BE2A4A7B,47BCA8A3
5,27000.0,46,3F358307,BDFBFED9,47BEE5BD
5,27000.0,47,3EF63026,BDAAE4AA,47C0F26C
5,27000.0,48,3E8E6950,BD45B634,47C2C476
5,27000.0,49,3DDF77CC,BC9B1F30,47C4491D
6,27000.0,1,00000000,00000000,459C4000
6,27000.0,2,00000000,00000000,45EE9B40
6,27000.0,3,3DE60EAC,00000000,46202EB0
6,27000.0,4,3EA55887,00000000,4648C210
6,27000.0,5,3ED7FC19,00000000,467106C0
6,27000.0,6,3EEB0FE3,00000000,468C7DC8
6,27000.0,7,3EFCFBE8,00000000,46A04FA4
6,27000.0,8,3F0746C4,00000000,46B3F860
6,27000.0,9,3F0FEA65,00000000,46C77754
6,27000.0,10,3F186E3E,00000000,46DACBE0
6,27000.0,11,3F206726,00000000,46EDF550
6,27000.0,12,3F27C801,00000000,47007974
6,27000.0,13,3F2EA40E,00000000,4709E1F6
6,27000.0,14,3F350A2A,00000000,471333CA
6,27000.0,15,3F3B0965,00000000,471C6E89
6,27000.0,16,3F40AD46,00000000,472591C4
6,27000.0,17,3F45FA66,00000000,472E9D0C
6,27000.0,18,3F4AEF7D,00000000,47378FE4
6,27000.0,19,3F4F86B0,00000000,474069D0
6,27000.0,20,3F53B6F8,00000000,47492A4A
6,27000.0,21,3F5775E0,00000000,4751D0C6
6,27000.0,22,3F5AB9AA,00000000,475A5CB1
6,27000.0,23,3F5D7B2D,00000000,4762CD6E
6,27000.0,24,3F5FB33E,00000000,476B2254
6,27000.0,25,3F615D99,00000000,47735AB4
6,27000.0,26,3F627636,00000000,477B75D0
6,27000.0,27,3F62F247,00000000,4781B970
6,27000.0,28,3F62C68C,00000000,4785A886
6,27000.0,29,3F61E90D,00000000,478987B5
6,27000.0,30,3F6051C4,00000000,478D5682
6,27000.0,31,3F5DFB32,00000000,47911463
6,27000.0,32,3F5AE2EF,00000000,4794C0C7
6,27000.0,33,3F570A22,00000000,47985B0D
6,27000.0,34,3F5275E7,00000000,479BE286
6,27000.0,35,3F4D2F7A,00000000,479F5670
6,27000.0,36,3F47444A,00000000,47A2B5F3
6,27000.0,37,3F40C5D1,00000000,47A60021
6,27000.0,38,3F39C93D,00000000,47A933EB
6,27000.0,39,3F326702,00000000,47AC501F
6,27000.0,40,3F2ABA36,00000000,47AF535C
6,27000.0,41,3F22CEE8,00000000,47B23C0A
6,27000.0,42,3F1ABD0E,00000000,47B50844
6,27000.0,43,3F12A6CB,00000000,47B7B5C4
6,27000.0,44,3F0AAF7D,00000000,47BA41BE
6,27000.0,45,3F02FB8A,BD9ED88C,47BCA8A3
6,27000.0,46,3F03A7DA,BD9ED88C,47BEE5BD
6,27000.0,47,3EB29133,BD9ED88C,47C0F26C
6,27000.0,48,3E4E970B,BD9ED88C,47C2C476
6,27000.0,49,3DA2166F,BD9ED88C,47C4491D
7,27000.0,1,00000000,00000000,459C4000
7,27000.0,2,00000000,00000000,45EE9B40
7,27000.0,3,3F00B6AE,00000000,46202EB0
7,27000.0,4,3F0F139B,00000000,4648C210
7,27000.0,5,3F1CD06E,00000000,467106C0
7,27000.0,6,3F2A1E28,00000000,468C7DC8
7,27000.0,7,3F3718E6,00000000,46A04FA4
7,27000.0,8,3F43D247,00000000,46B3F860
7,27000.0,9,3F5055E0,00000000,46C77754
7,27000.0,10,3F5CAB82,00000000,46DACBE0
7,27000.0,11,3F68368F,00000000,46EDF550
7,27000.0,12,3F72E247,00000000,47007974
7,27000.0,13,3F7CCB06,00000000,4709E1F6
7,27000.0,14,3F830362,00000000,471333CA
7,27000.0,15,3F8755F9,00000000,471C6E89
7,27000.0,16,3F8B65C6,00000000,472591C4
7,27000.0,17,3F8F3638,00000000,472E9D0C
7,27000.0,18,3F92C687,00000000,47378FE4
7,27000.0,19,3F96129F,00000000,474069D0
7,27000.0,20,3F99142F,00000000,47492A4A
7,27000.0,21,3F9BC3EE,00000000,4751D0C6
7,27000.0,22,3F9E1B23,00000000,475A5CB1
7,27000.0,23,3FA014F6,00000000,4762CD6E
7,27000.0,24,3FA1AC8E,00000000,476B2254
7,27000.0,25,3FA2DF55,00000000,47735AB4
7,27000.0,26,3FA3AAC3,00000000,477B75D0
7,27000.0,27,3FA406FA,00000000,4781B970
7,27000.0,28,3FA3EBA0,00000000,4785A886
7,27000.0,29,3FA35143,00000000,478987B5
7,27000.0,30,3FA231BF,00000000,478D5682
7,27000.0,31,3FA088BB,00000000,47911463
7,27000.0,32,3F9E540D,00000000,4794C0C7
7,27000.0,33,3F9B941A,00000000,47985B0D
7,27000.0,34,3F984C1A,00000000,479BE286
7,27000.0,35,3F948252,00000000,479F5670
7,27000.0,36,3F904011,00000000,47A2B5F3
7,27000.0,37,3F8B91A7,00000000,47A60021
7,27000.0,38,3F86862A,00000000,47A933EB
7,27000.0,39,3F812F23,00000000,47AC501F
7,27000.0,40,3F774047,00000000,47AF535C
7,27000.0,41,3F6BC6B6,00000000,47B23C0A
7,27000.0,42,3F601588,00000000,47B50844
7,27000.0,43,3F545E2C,00000000,47B7B5C4
7,27000.0,44,3F48D3DD,00000000,47BA41BE
7,27000.0,45,3F3DAB50,BDE60461,47BCA8A3
7,27000.0,46,3F3EA4EF,BDE60461,47BEE5BD
7,27000.0,47,3F01498C,BDE60461,47C0F26C
7,27000.0,48,3E959398,BDE60461,47C2C476
7,27000.0,49,3DEAB61A,BDE60461,47C4491D
8,27000.0,1,00000000,00000000,459C4000
8,27000.0,2,00000000,00000000,45EE9B40
8,27000.0,3,00000000,00000000,46202EB0
8,27000.0,4,00000000,00000000,4648C210
8,27000.0,5,00000000,00000000,467106C0
8,27000.0,6,00000000,00000000,468C7DC8
8,27000.0,7,00000000,00000000,46A04FA4
8,27000.0,8,00000000,00000000,46B3F860
8,27000.0,9,00000000,00000000,46C77754
8,27000.0,10,00000000,00000000,46DACBE0
8,27000.0,11,00000000,00000000,46EDF550
8,27000.0,12,00000000,00000000,47007974
8,27000.0,13,00000000,00000000,4709E1F6
8,27000.0,14,00000000,00000000,471333CA
8,27000.0,15,00000000,00000000,471C6E89
8,27000.0,16,00000000,00000000,472591C4
8,27000.0,17,00000000,00000000,472E9D0C
8,27000.0,18,00000000,00000000,47378FE4
8,27000.0,19,00000000,00000000,474069D0
8,27000.0,20,00000000,00000000,47492A4A
8,27000.0,21,00000000,00000000,4751D0C6
8,27000.0,22,00000000,00000000,475A5CB1
8,27000.0,23,00000000,00000000,4762CD6E
8,27000.0,24,00000000,00000000,476B2254
8,27000.0,25,00000000,00000000,47735AB4
8,27000.0,26,00000000,00000000,477B75D0
8,27000.0,27,00000000,00000000,4781B970
8,27000.0,28,00000000,00000000,4785A886
8,27000.0,29,00000000,00000000,478987B5
8,27000.0,30,00000000,00000000,478D5682
8,27000.0,31,00000000,00000000,47911463
8,27000.0,32,00000000,00000000,4794C0C7
8,27000.0,33,00000000,00000000,47985B0D
8,27000.0,34,00000000,00000000,479BE286
8,27000.0,35,00000000,00000000,479F5670
8,27000.0,36,00000000,00000000,47A2B5F3
8,27000.0,37,00000000,00000000,47A60021
8,27000.0,38,00000000,00000000,47A933EB
8,27000.0,39,00000000,00000000,47AC501F
8,27000.0,40,00000000,00000000,47AF535C
8,27000.0,41,00000000,00000000,47B23C0A
8,27000.0,42,00000000,00000000,47B50844
8,27000.0,43,00000000,00000000,47B7B5C4
8,27000.0,44,00000000,00000000,47BA41BE
8,27000.0,45,00000000,00000000,47BCA8A3
8,27000.0,46,00000000,00000000,47BEE5BD
8,27000.0,47,00000000,00000000,47C0F26C
8,27000.0,48,00000000,00000000,47C2C476
8,27000.0,49,00000000,00000000,47C4491D
9,27000.0,1,00000000,00000000,459C4000
9,27000.0,2,00000000,00000000,45EE9B40
9,27000.0,3,00000000,00000000,46202EB0
9,27000.0,4,00000000,00000000,4648C210
9,27000.0,5,00000000,00000000,467106C0
9,27000.0,6,00000000,00000000,468C7DC8
9,27000.0,7,00000000,00000000,46A04FA4
9,27000.0,8,00000000,00000000,46B3F860
9,27000.0,9,00000000,00000000,46C77754
9,27000.0,10,00000000,00000000,46DACBE0
9,27000.0,11,00000000,00000000,46EDF550
9,27000.0,12,00000000,00000000,47007974
9,27000.0,13,00000000,00000000,4709E1F6
9,27000.0,14,00000000,00000000,471333CA
9,27000.0,15,00000000,00000000,471C6E89
9,27000.0,16,00000000,00000000,472591C4
9,27000.0,17,00000000,00000000,472E9D0C
9,27000.0,18,00000000,00000000,47378FE4
9,27000.0,19,00000000,00000000,474069D0
9,27000.0,20,00000000,00000000,47492A4A
9,27000.0,21,00000000,00000000,4751D0C6
9,27000.0,22,00000000,00000000,475A5CB1
9,27000.0,23,00000000,00000000,4762CD6E
9,27000.0,24,00000000,00000000,476B2254
9,27000.0,25,00000000,00000000,47735AB4
9,27000.0,26,00000000,00000000,477B75D0
9,27000.0,27,00000000,00000000,4781B970
9,27000.0,28,00000000,00000000,4785A886
9,27000.0,29,00000000,00000000,478987B5
9,27000.0,30,00000000,00000000,478D5682
9,27000.0,31,00000000,00000000,47911463
9,27000.0,32,00000000,00000000,4794C0C7
9,27000.0,33,00000000,00000000,47985B0D
9,27000.0,34,00000000,00000000,479BE286
9,27000.0,35,00000000,00000000,479F5670
9,27000.0,36,00000000,00000000,47A2B5F3
9,27000.0,37,00000000,00000000,47A60021
9,27000.0,38,00000000,00000000,47A933EB
9,27000.0,39,00000000,00000000,47AC501F
9,27000.0,40,00000000,00000000,47AF535C
9,27000.0,41,00000000,00000000,47B23C0A
9,27000.0,42,00000000,00000000,47B50844
9,27000.0,43,00000000,00000000,47B7B5C4
9,27000.0,44,00000000,00000000,47BA41BE
9,27000.0,45,00000000,00000000,47BCA8A3
9,27000.0,46,00000000,00000000,47BEE5BD
9,27000.0,47,00000000,00000000,47C0F26C
9,27000.0,48,00000000,00000000,47C2C476
9,27000.0,49,00000000,00000000,47C4491D
10,27000.0,1,00000000,00000000,459C4000
10,27000.0,2,00000000,00000000,45EE9B40
10,27000.0,3,00000000,00000000,46202EB0
10,27000.0,4,00000000,00000000,4648C210
10,27000.0,5,00000000,00000000,467106C0
10,27000.0,6,00000000,00000000,468C7DC8
10,27000.0,7,00000000,00000000,46A04FA4
10,27000.0,8,00000000,00000000,46B3F860
10,27000.0,9,00000000,00000000,46C77754
10,27000.0,10,00000000,00000000,46DACBE0
10,27000.0,11,00000000,00000000,46EDF550
10,27000.0,12,00000000,00000000,47007974
10,27000.0,13,00000000,00000000,4709E1F6
10,27000.0,14,00000000,00000000,471333CA
10,27000.0,15,00000000,00000000,471C6E89
10,27000.0,16,00000000,00000000,472591C4
10,27000.0,17,00000000,00000000,472E9D0C
10,27000.0,18,00000000,00000000,47378FE4
10,27000.0,19,00000000,00000000,474069D0
10,27000.0,20,00000000,00000000,47492A4A
10,27000.0,21,00000000,00000000,4751D0C6
10,27000.0,22,00000000,00000000,475A5CB1
10,27000.0,23,00000000,00000000,4762CD6E
10,27000.0,24,00000000,00000000,476B2254
10,27000.0,25,00000000,00000000,47735AB4
10,27000.0,26,00000000,00000000,477B75D0
10,27000.0,27,00000000,00000000,4781B970
10,27000.0,28,00000000,00000000,4785A886
10,27000.0,29,00000000,00000000,478987B5
10,27000.0,30,00000000,00000000,478D5682
10,27000.0,31,00000000,00000000,47911463
10,27000.0,32,00000000,00000000,4794C0C7
10,27000.0,33,00000000,00000000,47985B0D
10,27000.0,34,00000000,00000000,479BE286
10,27000.0,35,00000000,00000000,479F5670
10,27000.0,36,00000000,00000000,47A2B5F3
10,27000.0,37,00000000,00000000,47A60021
10,27000.0,38,00000000,00000000,47A933EB
10,27000.0,39,00000000,00000000,47AC501F
10,27000.0,40,00000000,00000000,47AF535C
10,27000.0,41,00000000,00000000,47B23C0A
10,27000.0,42,00000000,00000000,47B50844
10,27000.0,43,00000000,00000000,47B7B5C4
10,27000.0,44,00000000,00000000,47BA41BE
10,27000.0,45,00000000,00000000,47BCA8A3
10,27000.0,46,00000000,00000000,47BEE5BD
10,27000.0,47,00000000,00000000,47C0F26C
10,27000.0,48,00000000,00000000,47C2C476
10,27000.0,49,00000000,00000000,47C4491D
11,27000.0,1,00000000,00000000,459C4000
11,27000.0,2,00000000,00000000,45EE9B40
11,27000.0,3,00000000,00000000,46202EB0
11,27000.0,4,00000000,00000000,4648C210
11,27000.0,5,00000000,00000000,467106C0
11,27000.0,6,00000000,00000000,468C7DC8
11,27000.0,7,00000000,00000000,46A04FA4
11,27000.0,8,00000000,00000000,46B3F860
11,27000.0,9,00000000,00000000,46C77754
11,27000.0,10,00000000,00000000,46DACBE0
11,27000.0,11,00000000,00000000,46EDF550
11,27000.0,12,00000000,00000000,47007974
11,27000.0,13,00000000,00000000,4709E1F6
11,27000.0,14,00000000,00000000,471333CA
11,27000.0,15,00000000,00000000,471C6E89
11,27000.0,16,00000000,00000000,472591C4
11,27000.0,17,00000000,00000000,472E9D0C
11,27000.0,18,00000000,00000000,47378FE4
11,27000.0,19,00000000,00000000,474069D0
11,27000.0,20,00000000,00000000,47492A4A
11,27000.0,21,00000000,00000000,4751D0C6
11,27000.0,22,00000000,00000000,475A5CB1
11,27000.0,23,00000000,00000000,4762CD6E
11,27000.0,24,00000000,00000000,476B2254
11,27000.0,25,00000000,00000000,47735AB4
11,27000.0,26,00000000,00000000,477B75D0
11,27000.0,27,00000000,00000000,4781B970
11,27000.0,28,00000000,00000000,4785A886
11,27000.0,29,00000000,00000000,478987B5
11,27000.0,30,00000000,00000000,478D5682
11,27000.0,31,00000000,00000000,47911463
11,27000.0,32,00000000,00000000,4794C0C7
11,27000.0,33,00000000,00000000,47985B0D
11,27000.0,34,00000000,00000000,479BE286
11,27000.0,35,00000000,00000000,479F5670
11,27000.0,36,00000000,00000000,47A2B5F3
11,27000.0,37,3BD726B1,00000000,47A60021
11,27000.0,38,3C39799F,00000000,47A933EB
11,27000.0,39,3C33F071,00000000,47AC501F
11,27000.0,40,3C2E0BD6,00000000,47AF535C
11,27000.0,41,3C27F38F,00000000,47B23C0A
11,27000.0,42,3C21BE8A,00000000,47B50844
11,27000.0,43,3C1B814E,00000000,47B7B5C4
11,27000.0,44,3C15528D,00000000,47BA41BE
11,27000.0,45,3C0F4B59,00000000,47BCA8A3
11,27000.0,46,3C0987C2,00000000,47BEE5BD
11,27000.0,47,3C0987C2,00000000,47C0F26C
11,27000.0,48,3B9F1CF7,00000000,47C2C476
11,27000.0,49,3AF9AD09,00000000,47C4491D
12,27000.0,1,00000000,00000000,459C4000
12,27000.0,2,00000000,00000000,45EE9B40
12,27000.0,3,00000000,00000000,46202EB0
12,27000.0,4,00000000,00000000,4648C210
12,27000.0,5,00000000,00000000,467106C0
12,27000.0,6,00000000,00000000,468C7DC8
12,27000.0,7,00000000,00000000,46A04FA4
12,27000.0,8,00000000,00000000,46B3F860
12,27000.0,9,00000000,00000000,46C77754
12,27000.0,10,00000000,00000000,46DACBE0
12,27000.0,11,00000000,00000000,46EDF550
12,27000.0,12,00000000,00000000,47007974
12,27000.0,13,00000000,00000000,4709E1F6
12,27000.0,14,00000000,00000000,471333CA
12,27000.0,15,00000000,00000000,471C6E89
12,27000.0,16,00000000,00000000,472591C4
12,27000.0,17,00000000,00000000,472E9D0C
12,27000.0,18,00000000,00000000,47378FE4
12,27000.0,19,00000000,00000000,474069D0
12,27000.0,20,00000000,00000000,47492A4A
12,27000.0,21,00000000,00000000,4751D0C6
12,27000.0,22,00000000,00000000,475A5CB1
12,27000.0,23,00000000,00000000,4762CD6E
12,27000.0,24,00000000,00000000,476B2254
12,27000.0,25,00000000,00000000,47735AB4
12,27000.0,26,00000000,00000000,477B75D0
12,27000.0,27,00000000,00000000,4781B970
12,27000.0,28,00000000,00000000,4785A886
12,27000.0,29,00000000,00000000,478987B5
12,27000.0,30,00000000,00000000,478D5682
12,27000.0,31,00000000,00000000,47911463
12,27000.0,32,00000000,00000000,4794C0C7
12,27000.0,33,00000000,00000000,47985B0D
12,27000.0,34,00000000,00000000,479BE286
12,27000.0,35,00000000,00000000,479F5670
12,27000.0,36,00000000,00000000,47A2B5F3
12,27000.0,37,00000000,00000000,47A60021
12,27000.0,38,00000000,00000000,47A933EB
12,27000.0,39,00000000,00000000,47AC501F
12,27000.0,40,00000000,00000000,47AF535C
12,27000.0,41,00000000,00000000,47B23C0A
12,27000.0,42,00000000,00000000,47B50844
12,27000.0,43,00000000,00000000,47B7B5C4
12,27000.0,44,00000000,00000000,47BA41BE
12,27000.0,45,00000000,00000000,47BCA8A3
12,27000.0,46,00000000,00000000,47BEE5BD
12,27000.0,47,00000000,00000000,47C0F26C
12,27000.0,48,00000000,00000000,47C2C476
12,27000.0,49,00000000,00000000,47C4491D
13,27000.0,1,00000000,00000000,459C4000
13,27000.0,2,00000000,00000000,45EE9B40
13,27000.0,3,00000000,00000000,46202EB0
13,27000.0,4,00000000,00000000,4648C210
13,27000.0,5,00000000,00000000,467106C0
13,27000.0,6,00000000,00000000,468C7DC8
13,27000.0,7,00000000,00000000,46A04FA4
13,27000.0,8,00000000,00000000,46B3F860
13,27000.0,9,00000000,00000000,46C77754
13,27000.0,10,00000000,00000000,46DACBE0
13,27000.0,11,00000000,00000000,46EDF550
13,27000.0,12,00000000,00000000,47007974
13,27000.0,13,00000000,00000000,4709E1F6
13,27000.0,14,00000000,00000000,471333CA
13,27000.0,15,00000000,00000000,471C6E89
13,27000.0,16,00000000,00000000,472591C4
13,27000.0,17,00000000,00000000,472E9D0C
13,27000.0,18,00000000,00000000,47378FE4
13,27000.0,19,00000000,00000000,474069D0
13,27000.0,20,00000000,00000000,47492A4A
13,27000.0,21,00000000,00000000,4751D0C6
13,27000.0,22,00000000,00000000,475A5CB1
13,27000.0,23,00000000,00000000,4762CD6E
13,27000.0,24,00000000,00000000,476B2254
13,27000.0,25,00000000,00000000,47735AB4
13,27000.0,26,00000000,00000000,477B75D0
13,27000.0,27,00000000,00000000,4781B970
13,27000.0,28,00000000,00000000,4785A886
13,27000.0,29,00000000,00000000,478987B5
13,27000.0,30,00000000,00000000,478D5682
13,27000.0,31,00000000,00000000,47911463
13,27000.0,32,00000000,00000000,4794C0C7
13,27000.0,33,00000000,00000000,47985B0D
13,27000.0,34,00000000,00000000,479BE286
13,27000.0,35,00000000,00000000,479F5670
13,27000.0,36,00000000,00000000,47A2B5F3
13,27000.0,37,00000000,00000000,47A60021
13,27000.0,38,00000000,00000000,47A933EB
13,27000.0,39,00000000,00000000,47AC501F
13,27000.0,40,00000000,00000000,47AF535C
13,27000.0,41,00000000,00000000,47B23C0A
13,27000.0,42,00000000,00000000,47B50844
13,27000.0,43,00000000,00000000,47B7B5C4
13,27000.0,44,00000000,00000000,47BA41BE
13,27000.0,45,00000000,00000000,47BCA8A3
13,27000.0,46,00000000,00000000,47BEE5BD
13,27000.0,47,00000000,00000000,47C0F26C
13,27000.0,48,00000000,00000000,47C2C476
13,27000.0,49,00000000,00000000,47C4491D
14,27000.0,1,00000000,00000000,459C4000
14,27000.0,2,00000000,00000000,45EE9B40
14,27000.0,3,00000000,00000000,46202EB0
14,27000.0,4,00000000,00000000,4648C210
14,27000.0,5,00000000,00000000,467106C0
14,27000.0,6,00000000,00000000,468C7DC8
14,27000.0,7,00000000,00000000,46A04FA4
14,27000.0,8,00000000,00000000,46B3F860
14,27000.0,9,00000000,00000000,46C77754
14,27000.0,10,00000000,00000000,46DACBE0
14,27000.0,11,00000000,00000000,46EDF550
14,27000.0,12,00000000,00000000,47007974
14,27000.0,13,00000000,00000000,4709E1F6
14,27000.0,14,00000000,00000000,471333CA
14,27000.0,15,00000000,00000000,471C6E89
14,27000.0,16,00000000,00000000,472591C4
14,27000.0,17,00000000,00000000,472E9D0C
14,27000.0,18,00000000,00000000,47378FE4
14,27000.0,19,00000000,00000000,474069D0
14,27000.0,20,00000000,00000000,47492A4A
14,27000.0,21,00000000,00000000,4751D0C6
14,27000.0,22,00000000,00000000,475A5CB1
14,27000.0,23,00000000,00000000,4762CD6E
14,27000.0,24,00000000,00000000,476B2254
14,27000.0,25,00000000,00000000,47735AB4
14,27000.0,26,00000000,00000000,477B75D0
14,27000.0,27,00000000,00000000,4781B970
14,27000.0,28,00000000,00000000,4785A886
14,27000.0,29,00000000,00000000,478987B5
14,27000.0,30,00000000,00000000,478D5682
14,27000.0,31,00000000,00000000,47911463
14,27000.0,32,00000000,00000000,4794C0C7
14,27000.0,33,00000000,00000000,47985B0D
14,27000.0,34,00000000,00000000,479BE286
14,27000.0,35,00000000,00000000,479F5670
14,27000.0,36,00000000,00000000,47A2B5F3
14,27000.0,37,00000000,00000000,47A60021
14,27000.0,38,00000000,00000000,47A933EB
14,27000.0,39,00000000,00000000,47AC501F
14,27000.0,40,00000000,00000000,47AF535C
14,27000.0,41,00000000,00000000,47B23C0A
14,27000.0,42,00000000,00000000,47B50844
14,27000.0,43,00000000,00000000,47B7B5C4
14,27000.0,44,00000000,00000000,47BA41BE
14,27000.0,45,00000000,00000000,47BCA8A3
14,27000.0,46,00000000,00000000,47BEE5BD
14,27000.0,47,00000000,00000000,47C0F26C
14,27000.0,48,00000000,00000000,47C2C476
14,27000.0,49,00000000,00000000,47C4491D
15,27000.0,1,00000000,00000000,459C4000
15,27000.0,2,00000000,00000000,45EE9B40
15,27000.0,3,00000000,00000000,46202EB0
15,27000.0,4,00000000,00000000,4648C210
15,27000.0,5,00000000,00000000,467106C0
15,27000.0,6,00000000,00000000,468C7DC8
15,27000.0,7,00000000,00000000,46A04FA4
15,27000.0,8,00000000,00000000,46B3F860
15,27000.0,9,00000000,00000000,46C77754
15,27000.0,10,00000000,00000000,46DACBE0
15,27000.0,11,00000000,00000000,46EDF550
15,27000.0,12,00000000,00000000,47007974
15,27000.0,13,00000000,00000000,4709E1F6
15,27000.0,14,00000000,00000000,471333CA
15,27000.0,15,00000000,00000000,471C6E89
15,27000.0,16,00000000,00000000,472591C4
15,27000.0,17,00000000,00000000,472E9D0C
15,27000.0,18,00000000,00000000,47378FE4
15,27000.0,19,00000000,00000000,474069D0
15,27000.0,20,00000000,00000000,47492A4A
15,27000.0,21,00000000,00000000,4751D0C6
15,27000.0,22,00000000,00000000,475A5CB1
15,27000.0,23,00000000,00000000,4762CD6E
15,27000.0,24,00000000,00000000,476B2254
15,27000.0,25,00000000,00000000,47735AB4
15,27000.0,26,00000000,00000000,477B75D0
15,27000.0,27,00000000,00000000,4781B970
15,27000.0,28,00000000,00000000,4785A886
15,27000.0,29,00000000,00000000,478987B5
15,27000.0,30,00000000,00000000,478D5682
15,27000.0,31,00000000,00000000,47911463
15,27000.0,32,00000000,00000000,4794C0C7
15,27000.0,33,00000000,00000000,47985B0D
15,27000.0,34,00000000,00000000,479BE286
15,27000.0,35,00000000,00000000,479F5670
15,27000.0,36,00000000,00000000,47A2B5F3
15,27000.0,37,00000000,00000000,47A60021
15,27000.0,38,00000000,00000000,47A933EB
15,27000.0,39,00000000,00000000,47AC501F
15,27000.0,40,00000000,00000000,47AF535C
15,27000.0,41,00000000,00000000,47B23C0A
15,27000.0,42,00000000,00000000,47B50844
15,27000.0,43,00000000,00000000,47B7B5C4
15,27000.0,44,00000000,00000000,47BA41BE
15,27000.0,45,00000000,00000000,47BCA8A3
15,27000.0,46,00000000,00000000,47BEE5BD
15,27000.0,47,00000000,00000000,47C0F26C
15,27000.0,48,00000000,00000000,47C2C476
15,27000.0,49,00000000,00000000,47C4491D
16,27000.0,1,00000000,00000000,459C4000
16,27000.0,2,00000000,00000000,45EE9B40
16,27000.0,3,00000000,00000000,46202EB0
16,27000.0,4,00000000,00000000,4648C210
16,27000.0,5,00000000,00000000,467106C0
16,27000.0,6,00000000,00000000,468C7DC8
16,27000.0,7,00000000,00000000,46A04FA4
16,27000.0,8,00000000,00000000,46B3F860
16,27000.0,9,00000000,00000000,46C77754
16,27000.0,10,00000000,00000000,46DACBE0
16,27000.0,11,00000000,00000000,46EDF550
16,27000.0,12,00000000,00000000,47007974
16,27000.0,13,00000000,00000000,4709E1F6
16,27000.0,14,00000000,00000000,471333CA
16,27000.0,15,00000000,00000000,471C6E89
16,27000.0,16,00000000,00000000,472591C4
16,27000.0,17,00000000,00000000,472E9D0C
16,27000.0,18,00000000,00000000,47378FE4
16,27000.0,19,00000000,00000000,474069D0
16,27000.0,20,00000000,00000000,47492A4A
16,27000.0,21,00000000,00000000,4751D0C6
