case,dx,k,pten,pqen,pqsen,ptenh,pqenh,paph,pap,pgeoh,pmfu,pmfd,pmfus,pmfds,pmfuq,pmfdq,pmful,pdmfup,pdmfdp,plglac_in,plude_in,pmfdde_rate_in
3,1500.0,14,437D500F,3A8D3BAE,3ADBCFB0,437C24CF,3A85ED42,471333CA,4717D12A,4799A178,3D12C532,00000000,4641001A,00000000,393DB188,00000000,393BDDB0,37D3963A,00000000,3A4084D6,36C92289,00000000
3,1500.0,15,43800A30,3AB53A40,3B07F34E,437EE2EE,3AAA7524,471C6E89,47210026,4790FD79,3D17A1D1,00000000,46462018,00000000,395F6C65,00000000,394216CE,37D40E11,00000000,3A4C44F0,36BEACEF,00000000
3,1500.0,16,43815971,3AE365C8,3B25B379,4380BEDF,3AD4817A,472591C4,472A1768,4788D58D,3D1C3462,00000000,464AD5C9,00000000,3980D72F,00000000,3947F121,37D38FFB,00000000,3A557512,36B58F3F,00000000
3,1500.0,17,43829797,3B0BF6F2,3B46F50C,4381FC7B,3B0225E9,472E9D0C,47331678,47811D16,3D20809D,00000000,464F2971,00000000,399226C8,00000000,394D716C,37DF9412,00000000,3A50F76C,36AD42FB,00000000
3,1500.0,18,4383C62A,3B297A4A,3B6B6062,43832BC4,3B1D0381,47378FE4,473BFCDA,477392F2,3D248579,00000000,46530DDA,00000000,39A46C49,00000000,3952965D,37E3BA5E,00000000,397017F3,36A566CF,00000000
3,1500.0,19,4384E67D,3B4A47CE,3B893E2D,43844DEC,3B3AEE23,474069D0,4744CA0D,4765A34D,3D283E38,00000000,4656A8CB,00000000,39B7237B,00000000,395759E1,37E4F6A0,00000000,00000000,369DB336,00000000
3,1500.0,20,4385F9B2,3B6E6405,3B9DD84D,438563F7,3B5BF518,47492A4A,474D7D88,47585BB9,3D2BA386,00000000,4659E49E,00000000,39CA13C8,00000000,395BB297,37E2EB97,00000000,00000000,3695F58C,00000000
3,1500.0,21,438700C7,3B8AE700,3BB32506,43866EBE,3B801064,4751D0C6,475616BC,474BAECB,3D2EACEB,00000000,465CAA00,00000000,39DCFA8A,00000000,395F95A6,37DF0278,00000000,00000000,368E0A49,00000000
3,1500.0,22,4387FC97,3BA03F7A,3BC8BEFD,43876F05,3B93B96A,475A5CB1,475E9510,473F90DA,3D31527F,00000000,465EF0D0,00000000,39EFA7BE,00000000,3962F8F5,37DA28E4,00000000,00000000,3685D92F,00000000
3,1500.0,23,4388EDE6,3BB735D1,3BDE4FB0,43886554,3BA8EEB6,4762CD6E,4766F7E1,4733F7BC,3D338E76,00000000,4660B3F3,00000000,3A00FB71,00000000,3965D512,37D4726B,00000000,00000000,367ABDB6,00000000
3,1500.0,24,4389D55D,3BCFC1A4,3BF47A5F,43895035,3BBFBE8E,476B2254,476F3E84,4728DA84,3D355AFF,00000000,4661EE41,00000000,3A09E121,00000000,3968228E,37CDE500,00000000,00000000,366A4923,00000000
3,1500.0,25,438AB391,3BE78111,3C05B597,438A3109,3BD8368C,47735AB4,47776842,471E3156,3D36B4A5,00000000,46629D74,00000000,3A12739E,00000000,3969DCFC,372DABBE,00000000,00000000,364FEBFB,00000000
3,1500.0,26,438B8904,3BFE2D5E,3C118942,438B0939,3BEFDD07,477B75D0,477F7458,4713F560,3D379824,00000000,4662BFBA,00000000,3A1AA616,00000000,395CE1A1,37003D67,00000000,00000000,3637C790,00000000
3,1500.0,27,438C562D,3C0AD963,3C1DB06E,438BD937,3C03360E,4781B970,4783B0FB,470A209B,3D37FCB9,00000000,46624C82,00000000,3A22683F,00000000,394D5963,36F8843A,00000000,00000000,3621C400,00000000
3,1500.0,28,438D1B73,3C17012F,3C2A22F6,438CA163,3C0EE833,4785A886,4787981E,4700AD9C,3D37D945,00000000,46613A79,00000000,3A29A468,00000000,393DF5D5,36F025D3,00000000,00000000,360DBC73,00000000
3,1500.0,29,438DD933,3C238647,3C36D89A,438D621D,3C1AFDF0,478987B5,478B6F1C,46EF2F2F,3D3725B3,00000000,465F8192,00000000,3A30440E,00000000,392ECCB7,36E75D17,00000000,00000000,35F71F32,00000000
3,1500.0,30,438E8FBD,3C306031,3C43C8AA,438E1BB1,3C276FA5,478D5682,478F3572,46DDB492,3D35DB83,00000000,465D1BA3,00000000,3A363043,00000000,391FF2E5,36DE2942,00000000,00000000,35D63A49,00000000
3,1500.0,31,438F3F59,3C3D8614,3C50EA55,438ECE62,3C3434E0,47911463,4792EA95,46CCE3F7,3D33F63F,00000000,465A04E4,00000000,3A3B5287,00000000,39117B9D,36D4914D,00000000,00000000,35B8914D,00000000
3,1500.0,32,438FE846,3C4AEE9F,3C5E3492,438F7A6F,3C41451B,4794C0C7,47968DEA,46BCB6BB,3D3173F4,00000000,46563C7B,00000000,3A3F9582,00000000,390378C9,36CA9DCE,00000000,00000000,359DEAF3,00000000
3,1500.0,33,43908AB9,3C588FC5,3C6B9DC8,4390200F,3C4E96FB,47985B0D,479A1ECA,46AD272B,3D2E5592,00000000,4651C4E9,00000000,3A42E638,00000000,38EBF434,36C05D00,00000000,00000000,35861313,00000000
3,1500.0,34,439126DF,3C665EDF,3C791C15,4390BF6D,3C5C209D,479BE286,479D9C7B,469E3058,3D2A9F3B,00000000,464CA453,00000000,3A4534B6,00000000,38D21C1D,36B5E165,00000000,00000000,3561AE32,00000000
3,1500.0,35,4391BCDD,3C745093,3C835283,439158B2,3C69D751,479F5670,47A10632,468FCE18,3D26586F,00000000,4646E4B6,00000000,3A467551,00000000,38B981CB,36AB4078,00000000,00000000,353C0D2B,00000000
3,1500.0,36,43924CD1,3C812C73,3C8A16E5,4391EBFA,3C77AFCD,47A2B5F3,47A45B0A,4681FD03,3D218C0F,00000000,464093DD,00000000,3A46A179,00000000,38A239E6,36A09267,00000000,00000000,351AE730,00000000
3,1500.0,37,4392D6CE,3C883547,3C90D540,4392795F,3C82CF13,47A60021,47A79A06,466974CA,3D1C4847,00000000,4639C33B,00000000,3A45B87A,00000000,388C5534,3695ED82,00000000,00000000,34FBC494,00000000
3,1500.0,38,43935AE2,3C8F3BE1,3C978784,439300EC,3C89CA6C,47A933EB,47AAC205,465008B6,3D169E43,00000000,46328797,00000000,3A43C022,00000000,386FBFCD,368B60C7,00000000,00000000,34C95078,00000000
3,1500.0,39,4393D90C,3C963854,3C9E26B4,439382AC,3C90C31D,47AC501F,47ADD1BE,4637B397,3D10A1D7,00000000,462AF894,00000000,3A40C50D,00000000,3849C261,3680E20A,00000000,00000000,349DC8CA,00000000
3,1500.0,40,43945145,3C9CA8F0,3CA4AB94,4393FE98,3C97B11E,47AF535C,47B0C7B3,46207519,3D0A68F6,00000000,4623301D,00000000,3A3CDAA7,00000000,3826B52D,366C7C74,00000000,00000000,347253A0,00000000
3,1500.0,41,4394C375,3CA2C125,3CAB0DBC,439474A4,3C9E12A8,47B23C0A,47B3A227,460A4F09,3D03FD6A,00000000,461B39E4,00000000,3A380F49,00000000,3806A89E,365652BF,00000000,00000000,343463F4,00000000
3,1500.0,42,43952F75,3CA8AFE1,3CB143C6,4394E4B2,3CA41B0B,47B50844,47B65F04,45EA8B2F,3CFAE538,00000000,46132C9E,00000000,3A327D6B,00000000,37D31E85,363D28C6,00000000,00000000,33FFC456,00000000
3,1500.0,43,4395950A,3CAE6AB5,3CB742E8,43954E96,3CA9F918,47B7B5C4,47B8FBC1,45C2BFC5,3CEDC877,00000000,460B2852,00000000,3A2C4BEA,00000000,379E457A,361B61DE,00000000,00000000,33A6532A,00000000
3,1500.0,44,4395F3DB,3CB3E52E,3CBCFE27,4395B20D,3CAFA214,47BA41BE,47BB7530,459D51CA,3CE0DDE7,00000000,46034E00,00000000,3A25A7DA,00000000,375AE58D,35CBA59C,00000000,00000000,332F871D,00000000
3,1500.0,45,43964B61,3CB90F7B,3CC26502,43960EB6,3CB50949,47BCA8A3,47BDC730,4574C48E,3CD4608E,BC0014C5,45F77EDA,C5151428,3A1EC3FF,B93B5D02,36F78C2F,00000000,B606137E,00000000,31768D3A,00000000
3,1500.0,46,43969ACD,3CBDD48F,3CC76193,439663FC,3CBA1E60,47BEE5BD,47BFEC14,45344503,3CD577F2,BC0014C5,45F83E2E,C514C43F,3A215768,B93D7550,353C5FE1,00000000,B5F4D3B4,00000000,00000000,80000000
3,1500.0,47,4396E0CC,3CC215AE,3CCBD3D3,4396B0FB,3CBECB55,47C0F26C,47C1DB71,44F37A35,3ECAD85C,BC0014C5,00000000,C5147B47,00000000,B93F5EF8,00000000,00000000,B5D81009,00000000,00000000,80000000
3,1500.0,48,43971AC5,3CC59BD5,3CCF8265,43971561,3CC215AE,47C2C476,47C386CA,448C5129,3E6AAD8E,BC0014C5,00000000,C5143AE2,00000000,B9410F18,00000000,00000000,B5B3330F,00000000,00000000,80000000
3,1500.0,49,43974000,3CC7B8C5,3CD1B73F,43972408,3CC7B8C5,47C4491D,47C4C68E,43DB7A80,3DB82003,BC0014C5,00000000,C514057B,00000000,B942757E,00000000,00000000,00000000,00000000,00000000,80000000
4,1500.0,1,4346CCCC,37003AF3,374B2013,4346CCCC,37003AF3,459C4000,45C56DA0,4846DFE3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
4,1500.0,2,4346CCCC,36B5295E,370F7CB3,4352B078,38664751,45EE9B40,460BBE28,482F491E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
4,1500.0,3,434BC200,3710B934,376F88B6,43494766,36EB4DE3,46202EB0,46347860,481EDE52,3C9C2D4B,00000000,45D7BA1A,00000000,34122DF4,00000000,3782C55D,37305346,00000000,00000000,363F0C92,00000000
4,1500.0,4,435318A2,37A0A09B,380E66E8,435246B7,37E7C503,4648C210,465CE468,4811F960,3CADA185,00000000,45EFC634,00000000,35634F3A,00000000,37ED9141,377C96AA,00000000,00000000,368536F3,00000000
4,1500.0,5,43597050,38176B46,388EDA1B,43588527,3853D412,467106C0,46828094,4807288A,3CBE53B2,00000000,46035034,00000000,3657EA91,00000000,383DD2CA,37A60F47,00000000,00000000,36AB7107,00000000
4,1500.0,6,435F0946,387F0AC3,38FE89F5,435E11F9,38AE2CEA,468C7DC8,469666B6,47FB9EEE,3CCE7F3A,00000000,460E3B6D,00000000,37140590,00000000,3888D5D4,37CB55F0,00000000,00000000,36CE767B,00000000
4,1500.0,7,43640D92,38C5E2E2,394FDBB2,43630E5A,3904328F,46A04FA4,46AA2402,47EB1EF8,3CDE4630,00000000,4618AB86,00000000,37A08673,00000000,38B5CB09,37EB63E1,00000000,00000000,36EC668C,00000000
4,1500.0,8,43689A54,3910504B,399ED602,4367943C,393CABF5,46B3F860,46BDB7DA,47DC5536,3CEDBDF5,00000000,4622A69A,00000000,381272D6,00000000,38E3163F,3802DAD4,00000000,00000000,3702CBF2,00000000
4,1500.0,9,436CC49A,3948907E,39E66C52,436BB799,398045E0,46C77754,46D1219A,47CEEBD8,3CFCF490,00000000,462C38E0,00000000,386AA43A,00000000,3907E975,380DA08A,00000000,3911AEC5,370D7FFF,00000000
4,1500.0,10,43709C27,3998730A,3A2047C4,436F880F,39A7D067,46DACBE0,46E46098,47C2A4C7,3D05F9C3,00000000,463568D8,00000000,38AB43D5,00000000,391DFBDC,38092CC7,00000000,39CB5B72,370C425B,00000000
4,1500.0,11,43742D17,39E3B8AB,3A57740D,437311FE,39E727D2,46EDF550,46F7741C,47B7518C,3D0CFFFA,00000000,463DB925,00000000,38E940A4,00000000,392FDCEA,37FE815B,00000000,3A0FCC8B,37052FCC,00000000
4,1500.0,12,437780F2,3A218462,3A8CB9F4,43765F37,3A1E8228,47007974,47052DB5,47ACCE76,3D137EAE,00000000,4645274B,00000000,39167754,00000000,393CCB1C,37E39ACD,00000000,3A296BA7,36F7C165,00000000
4,1500.0,13,437A9F57,3A5C0F26,3AB376D0,437977AF,3A5308BC,4709E1F6,470E8AE0,47A2FF6F,3D19871C,00000000,464BD8B3,00000000,393A45C1,00000000,394483FA,37E91BDC,00000000,3A3B64F6,36E78228,00000000
4,1500.0,14,437D8E7C,3A911D36,3AE12900,437C607A,3A8943E7,471333CA,4717D12A,4799CE00,3D1F26B3,00000000,4651E9B3,00000000,395F5F77,00000000,394BB6A8,37EB393C,00000000,3A491476,36D9DC93,00000000
4,1500.0,15,438029C0,3ABA522B,3B0B4119,437F1F5D,3AAED19F,471C6E89,47210026,479127D5,3D246B76,00000000,465774BB,00000000,3982A33A,00000000,39527511,37EB13E2,00000000,3A5417A1,36CE67F2,00000000
4,1500.0,16,43817956,3AE9E66B,3B29B047,4380DD7F,3ADA1119,472591C4,472A1768,4788FDDA,3D295FAF,00000000,465C8D08,00000000,3995D2EB,00000000,3958CC65,37EE26BF,00000000,3A597070,36C46730,00000000
4,1500.0,17,4382B7CE,3B100598,3B4BAA60,43821B88,3B059F74,472E9D0C,47331678,4781436C,3D2E07B3,00000000,46613719,00000000,39A96DDE,00000000,395EC22C,37FD7255,00000000,3A2A3A1B,36BB4895,00000000
4,1500.0,18,4383E6B0,3B2E71C1,3B70D25C,43834B3E,3B214824,47378FE4,473BFCDA,4773DBDD,3D3262CD,00000000,46657042,00000000,39BE372B,00000000,39645582,37FDE1B7,00000000,00000000,36B2A359,00000000
4,1500.0,19,4385074E,3B5042BB,3B8C545B,43846DD3,3B4017F5,474069D0,4744CA0D,4765E89C,3D366C74,00000000,46696617,00000000,39D337F0,00000000,39698094,37FE9B0B,00000000,00000000,36AA2A07,00000000
4,1500.0,20,43861ACB,3B757D31,3BA14731,43858448,3B621E1B,47492A4A,474D7D88,47589D90,3D3A1D7A,00000000,466CE85F,00000000,39E86936,00000000,396E3A35,37FB54C5,00000000,00000000,36A1A643,00000000
4,1500.0,21,43872226,3B8F1026,3BB6E49C,43868F78,3B83B1B6,4751D0C6,475616BC,474BED48,3D3D6D9E,00000000,466FED24,00000000,39FD7ACB,00000000,397277D4,37F6EF18,00000000,00000000,3698F139,00000000
4,1500.0,22,43881E3B,3BA51292,3BCCC38F,43879027,3B97F4D4,475A5CB1,475E9510,473FCC1B,3D405548,00000000,46726D45,00000000,3A09235E,00000000,39762FB8,37F19962,00000000,00000000,368FF052,00000000
4,1500.0,23,43890FCC,3BBCBFDB,3BE2A006,438886BE,3BADCD2C,4762CD6E,4766F7E1,47342FDA,3D42CEDC,00000000,467463FE,00000000,3A135355,00000000,39795AB2,37EB6569,00000000,00000000,3686AD52,00000000
4,1500.0,24,4389F783,3BD60F6A,3BF92FD1,4389719C,3BC55ADA,476B2254,476F3E84,47290F97,3D44D4AC,00000000,4675CC66,00000000,3A1D39A9,00000000,397BF17F,37E45E7B,00000000,00000000,367B89C0,00000000
4,1500.0,25,438AD5F6,3BEE9979,3C084458,438A52B7,3BDE95A1,47735AB4,47776842,471E6373,3D4663F9,00000000,4676A528,00000000,3A26C501,00000000,397DF09B,37BB7519,00000000,00000000,36698ED9,00000000
4,1500.0,26,438BABA6,3C02F4C2,3C144D51,438B2B2E,3BF705DD,477B75D0,477F7458,4714249A,3D477A9B,00000000,4676EDED,00000000,3A2FE8F2,00000000,397B30A5,370AD4F3,00000000,00000000,364ED36A,00000000
4,1500.0,27,438C790A,3C0F0BC9,3C20AAF4,438BFB6F,3C071BD5,4781B970,4783B0FB,470A4D06,3D481079,00000000,46769EFB,00000000,3A3895F1,00000000,3969FEDC,3706960D,00000000,00000000,36367099,00000000
4,1500.0,28,438D3E89,3C1B8A25,3C2D54EF,438CC3DF,3C1321FE,4785A886,4787981E,4700D74C,3D481C6C,00000000,4675AEFF,00000000,3A40B5D4,00000000,3958F35D,370224A0,00000000,00000000,36203D23,00000000
4,1500.0,29,438DFC81,3C2867E1,3C3A42FB,438D84D8,3C1F8DE1,478987B5,478B6F1C,46EF7D40,3D47963C,00000000,467415CB,00000000,3A48312B,00000000,394825AB,36FAFD85,00000000,00000000,360C12B3,00000000
4,1500.0,30,438EB342,3C359C4B,3C476C43,438E3EA9,3C2C57D6,478D5682,478F3572,46DDFD77,3D467725,00000000,4671CCDE,00000000,3A4EF064,00000000,3937AAAF,36F14659,00000000,00000000,35F399C5,00000000
4,1500.0,31,438F6314,3C431E56,3C54C7D8,438EF197,3C397739,47911463,4792EA95,46CD27D2,3D44BA4D,00000000,466ED00B,00000000,3A54DBF2,00000000,392796A6,36E729E0,00000000,00000000,35D29678,00000000
4,1500.0,32,43900C35,3C50E451,3C624C6C,438F9DDF,3C46E33D,4794C0C7,47968DEA,46BCF5AD,3D425D35,00000000,466B1DD7,00000000,3A59DD95,00000000,3917FB5A,36DCAD6C,00000000,00000000,35B4DCE3,00000000
4,1500.0,33,4390AEDA,3C5EE3EC,3C6FF046,439043B8,3C549241,47985B0D,479A1ECA,46AD6155,3D3F6024,00000000,4666B805,00000000,3A5DE0CD,00000000,3908E9FA,36D1DE29,00000000,00000000,359A3318,00000000
4,1500.0,34,43914B32,3C6D1271,3C7DA98B,4390E34E,3C627A00,479BE286,479D9C7B,469E65D9,3D3BC66E,00000000,4661A3D5,00000000,3A60D43E,00000000,38F4E2D7,36C6CB8D,00000000,00000000,358261C0,00000000
4,1500.0,35,4391E160,3C7B640A,3C85B6B6,43917CC9,3C708FE2,479F5670,47A10632,468FFF10,3D3796AF,00000000,465BEA43,00000000,3A62AA88,00000000,38D93DC5,36BB8855,00000000,00000000,355A6788,00000000
4,1500.0,36,43927182,3C84E62E,3C8C9874,43921045,3C7EC806,47A2B5F3,47A45B0A,46822992,3D32DAD9,00000000,46559815,00000000,3A635B78,00000000,38BEFA1D,36B02A3D,00000000,00000000,3534F012,00000000
4,1500.0,37,4392FBAC,3C8C1EFE,3C93740B,43929DDA,3C868B09,47A60021,47A79A06,4669C554,3D2DA023,00000000,464EBDB9,00000000,3A62E472,00000000,38A62B13,36A4C3FC,00000000,00000000,3513FB07,00000000
4,1500.0,38,43937FEB,3C93554E,3C9A433F,43932599,3C8DB64D,47A933EB,47AAC205,465050EE,3D27F6DF,00000000,46476F02,00000000,3A6149A4,00000000,388EDD58,369962B5,00000000,00000000,34EE5A00,00000000
4,1500.0,39,4393FE40,3C9A8123,3CA0FF1A,4393A787,3C94DE91,47AC501F,47ADD1BE,4637F3BF,3D21F21F,00000000,463FC2D6,00000000,3A5E960B,00000000,38723440,368DFF69,00000000,00000000,34BC595B,00000000
4,1500.0,40,439476A2,3CA11FF4,3CA7A021,439423A2,3C9BFBD8,47AF535C,47B0C7B3,4620AD76,3D1BA759,00000000,4637D2A2,00000000,3A5ADBBD,00000000,3849CA49,36827365,00000000,00000000,34920593,00000000
4,1500.0,41,4394E8F9,3CA762B3,3CAE1DCE,439499D9,3CA28B75,47B23C0A,47B3A227,460A7FE4,3D151F7E,00000000,462FA935,00000000,3A562748,00000000,382492E9,366D2F92,00000000,00000000,345BFC64,00000000
4,1500.0,42,4395551F,3CAD7AD5,3CB46EA9,43950A11,3CA8BE47,47B50844,47B65F04,45EADE78,3D0E6D52,00000000,46275CA0,00000000,3A5091FB,00000000,38028AE1,365396EB,00000000,00000000,341E99A3,00000000
4,1500.0,43,4395BAD7,3CB35D8C,3CBA878F,4395741E,3CAEC59D,47B7B5C4,47B8FBC1,45C30546,3D07ACEA,00000000,461F0D89,00000000,3A4A42EA,00000000,37C70C3E,36346CB7,00000000,00000000,33D50665,00000000
4,1500.0,44,439619C9,3CB8FE1E,3CC05B65,4395D7BB,3CB49661,47BA41BE,47BB7530,459D8A34,3D00FBEF,00000000,4616DE2E,00000000,3A436895,00000000,378E2602,36066CA7,00000000,00000000,337700D7,00000000
4,1500.0,45,4396716E,3CBE4C51,3CC5D973,43963488,3CBA2398,47BCA8A3,47BDC730,45751CB8,3CF4F301,00000000,460EF25C,00000000,3A3C3863,00000000,37309EAC,356A183D,00000000,00000000,32AD4961,00000000
4,1500.0,46,4396C0F8,3CC332A9,3CCAEB93,439689EF,3CBF5C75,47BEE5BD,47BFEC14,45348636,3CE88D32,BC0C2C15,46076FEB,C523211E,3A34EEF7,B956C080,36864107,00000000,B606A768,00000000,2BB79C06,00000000
4,1500.0,47,4397070F,3CC79134,3CCF70CB,4396D70F,3CC42A94,47C0F26C,47C1DB71,44F3D297,3CE99ECC,BC0C2C15,4607E712,C522D0DC,3A36D190,B958DB1E,2F9CC7A9,00000000,B5EE4185,00000000,00000000,80000000
4,1500.0,48,4397411E,3CCB2FE4,3CD32F36,43973BB7,3CC79134,47C2C476,47C386CA,448C8441,3E9E685A,BC0C2C15,00000000,C52289DB,00000000,B95AB7A0,00000000,00000000,B5C59442,00000000,00000000,80000000
4,1500.0,49,43976666,3CCD5B59,3CD56D65,43974A64,3CCD5B59,47C4491D,47C4C68E,43DBCA97,3DF8919F,BC0C2C15,00000000,C5224EF9,00000000,B95C42C8,00000000,00000000,00000000,00000000,00000000,80000000
5,1500.0,1,43470000,3704242C,3751AE3B,43470000,3704242C,459C4000,45C56DA0,48470468,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
5,1500.0,2,43470000,36BAAFDB,37141E24,4352E5C4,386D05D0,45EE9B40,460BBE28,482F6790,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
5,1500.0,3,434BE4EA,37138CD2,37748409,43497275,36F0E4C0,46202EB0,46347860,481EF88A,3C8E054C,00000000,45C393E0,00000000,33DB5BE2,00000000,376184BA,371874CF,00000000,00000000,36259739,00000000
5,1500.0,4,43533CCE,37A39E75,3811407A,434F90DC,376D64DE,4648C210,465CE468,48121162,3C9DEAF2,00000000,45D96BEB,00000000,352F4226,00000000,37CD9E19,375B6F0E,00000000,00000000,3668399D,00000000
5,1500.0,5,43599592,381A2153,38919ED9,4358A9DB,3857BF9E,467106C0,46828094,48073EB1,3CAD2055,00000000,45EE32DE,00000000,362A21A6,00000000,38253879,379128E8,00000000,00000000,36967491,00000000
5,1500.0,6,435F2F7E,3881BAA8,3901AB54,435E3772,38B143C0,468C7DC8,469666B6,47FBC808,3CBBDB6C,00000000,46010A3B,00000000,36EDE00A,00000000,386FD681,37B2F611,00000000,00000000,36B67381,00000000
5,1500.0,7,436434A8,38C93716,3953AF76,43633482,39067357,46A04FA4,46AA2402,47EB453D,3CCA3B2D,00000000,460A8E69,00000000,378352C8,00000000,38A06EB0,37D0846D,00000000,00000000,36D22F9D,00000000
5,1500.0,8,4368C231,3912AE0B,39A1B2EE,4367BAF6,393FC471,46B3F860,46BDB7DA,47DC78F2,3CD85302,00000000,4613AA5C,00000000,37F36DED,00000000,38C9A2FB,37E90A4E,00000000,00000000,36E998BC,00000000
5,1500.0,9,436CED2E,394BC75D,39EA7F8C,436BDEDD,39824E12,46C77754,46D1219A,47CF0D46,3CE62FA8,00000000,461C6726,00000000,3845C9CA,00000000,38F26A69,37FD3B54,00000000,38C44AE1,36FDA057,00000000
5,1500.0,10,4370C564,3999F098,3A231115,436FAFD9,39AA636C,46DACBE0,46E46098,47C2C418,3CF3D9BA,00000000,4624CCD9,00000000,3891D55F,00000000,390D67A3,37FA594F,00000000,39B5ABDF,36FD99D5,00000000
5,1500.0,11,437456F2,39E50192,3A5B241E,43733A42,39E9B55A,46EDF550,46F7741C,47B76EEC,3D0057DB,00000000,462C6BF8,00000000,38C857DB,00000000,391E6169,37EA108A,00000000,3A07E349,36F2C9DD,00000000
5,1500.0,12,4377AB5E,3A21F067,3A8F19BC,437687F6,3A1FB765,47007974,47052DB5,47ACEA06,3D064B04,00000000,46334066,00000000,3902291D,00000000,392B029E,37D2C0EA,00000000,3A23DEB0,36E393E7,00000000
5,1500.0,13,437ACA4C,3A5C1F64,3AB67794,4379A0E8,3A540B7B,4709E1F6,470E8AE0,47A31951,3D0BD556,00000000,46396B4A,00000000,392213AA,00000000,3932FC96,37D16DE6,00000000,3A36C806,36D5335F,00000000
5,1500.0,14,437DB9F2,3A90E33B,3AE4F556,437C8A01,3A89A251,471333CA,4717D12A,4799E64C,3D11027B,00000000,463F05FB,00000000,39434B6B,00000000,39399CC7,37D3F4E3,00000000,3A44FE6A,36C924E2,00000000
5,1500.0,15,43803FB8,3AB9BFB3,3B0D991D,437F496C,3AAEED8B,471C6E89,47210026,47913EA7,3D15DEAA,00000000,46442808,00000000,39655A11,00000000,393FD554,37D40CD8,00000000,3A5082C1,36BEFD5A,00000000
5,1500.0,16,43818F87,3AE8E2F9,3B2C838A,4380F2D1,3AD9D24D,472591C4,472A1768,47891347,3D1A7256,00000000,4648E22A,00000000,3983F30D,00000000,3945B111,37D3A93D,00000000,3A59440F,36B61449,00000000
5,1500.0,17,4382CE34,3B0F3E3D,3B4EFEF5,43823123,3B0545A2,472E9D0C,47331678,47815789,3D1EC06C,00000000,464D3B0D,00000000,39956A56,00000000,394B33BE,37E43C65,00000000,3A500783,36ADE916,00000000
5,1500.0,18,4383FD49,3B2D570E,3B74AAA2,43836120,3B20A61F,47378FE4,473BFCDA,47740199,3D22C73C,00000000,46511FBE,00000000,39A82324,00000000,39505B2F,37E47727,00000000,381D8BAE,36A61EAF,00000000
5,1500.0,19,43851E18,3B4EC669,3B8E8155,438483FE,3B3F1FBC,474069D0,4744CA0D,47660BFF,3D268182,00000000,4654C9C9,00000000,39BB0F67,00000000,395520A6,37E5DE2C,00000000,00000000,369E7115,00000000
5,1500.0,20,438631C4,3B739098,3BA3B18D,43859AB9,3B60C127,47492A4A,474D7D88,4758BEB8,3D29E792,00000000,465808A3,00000000,39CE3758,00000000,39597A54,37E2E988,00000000,00000000,3696AFFE,00000000
5,1500.0,21,4387394A,3B8DDA07,3BB98617,4386A630,3B82C98C,4751D0C6,475616BC,474C0C52,3D2CF0D2,00000000,465ACF4A,00000000,39E145F9,00000000,395D5D36,37DEDA6C,00000000,00000000,368EB965,00000000
5,1500.0,22,43883588,3BA394FD,3BCF9362,4387A721,3B96CAF8,475A5CB1,475E9510,473FE923,3D2F9577,00000000,465D1646,00000000,39F416A9,00000000,3960BF50,37D9D964,00000000,00000000,36867622,00000000
5,1500.0,23,43892740,3BBAF324,3BE5A72B,43889DE2,3BAC5718,4762CD6E,4766F7E1,47344AFB,3D31CF81,00000000,465ED847,00000000,3A034200,00000000,396398F7,37D3F9A6,00000000,00000000,367BF576,00000000
5,1500.0,24,438A0F1D,3BD3EC03,3BFC7CF1,438988B6,3BC39A80,476B2254,476F3E84,472928E9,3D3398CB,00000000,46600FB6,00000000,3A0C33FE,00000000,3965E24A,37CD3A91,00000000,00000000,366BA563,00000000
5,1500.0,25,438AEDB3,3BEC38BE,3C0A0EB2,438A69FB,3BDC7DC0,47735AB4,47776842,471E7B0C,3D34EDBC,00000000,4660BA2A,00000000,3A14CFBD,00000000,396796B4,370FDAC1,00000000,00000000,364F404B,00000000
5,1500.0,26,438BC385,3C01AAF7,3C163C49,438B429C,3BF4B00A,477B75D0,477F7458,47143A92,3D35CAA4,00000000,4660D54F,00000000,3A1D07B3,00000000,3958C8E5,36FF0C1C,00000000,00000000,3636F416,00000000
5,1500.0,27,438C9109,3C0DA7FF,3C22BF2F,438C1304,3C05D731,4781B970,4783B0FB,470A616F,3D36268C,00000000,46605852,00000000,3A24CB31,00000000,39494312,36F71452,00000000,00000000,3620CF68,00000000
5,1500.0,28,438D56A7,3C1A0BEB,3C2F8F0F,438CDB98,3C11C304,4785A886,4787981E,4700EA37,3D35F82E,00000000,465F39BA,00000000,3A2C03E9,00000000,3939E544,36EEB2E7,00000000,00000000,360CADC9,00000000
5,1500.0,29,438E14BD,3C26CEDF,3C3CA38A,438D9CB5,3C1E142A,478987B5,478B6F1C,46EFA03E,3D353767,00000000,465D7168,00000000,3A329A78,00000000,392AC656,36E5E65E,00000000,00000000,35F4DACD,00000000
