case,repetition,dt_s,cell_depth_m,rho_kg_m3,pressure_pa,exner,temperature_k,cloud_diameter_m,rain_diameter_m,ice_diameter_m,snow_diameter_m,graupel_diameter_m,hail_diameter_m,graupel_density_kg_m3,hail_density_kg_m3,theta_before_k,qv_before,qc_before,qnc_before_per_kg,qr_before,qnr_before_per_kg,qi_before,qni_before_per_kg,qs_before,qns_before_per_kg,qg_before,qng_before_per_kg,qvolg_before_m3_per_kg,qh_before,qnh_before_per_kg,qvolh_before_m3_per_kg,theta_after_k,qv_after,qc_after,qnc_after_per_kg,qr_after,qnr_after_per_kg,qi_after,qni_after_per_kg,qs_after,qns_after_per_kg,qg_after,qng_after_per_kg,qvolg_after_m3_per_kg,qh_after,qnh_after_per_kg,qvolh_after_m3_per_kg
0,0, 1.0000000149011612E-001, 3.5000000000000000E+002, 1.2400000095367432E+000, 9.8000000000000000E+004, 9.9424076080322266E-001, 2.6000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6150607299804688E+002, 1.4078051317483187E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.6150607299804688e+02,1.4078051317483187e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1,0, 1.0000000149011612E-001, 4.1500000000000000E+002, 1.2415000200271606E+000, 9.7825000000000000E+004, 9.9373286962509155E-001, 2.7114999389648438E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7286004638671875E+002, 3.3541510347276926E-003, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7286004638671875e+02,3.3541510347276926e-03,7.9999997979030013e-04,5.6588424000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2,0, 1.0000000149011612E-001, 4.8000000000000000E+002, 1.2430000305175781E+000, 9.7650000000000000E+004, 9.9322426319122314E-001, 2.7114001464843750E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7298971557617188E+002, 3.3576809801161289E-003, 7.9999997979030013E-004, 5.6588428000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7298971557617188e+02,3.3576809801161289e-03,7.9999997979030013e-04,5.6588428000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,7.6304211311662958e-16,5.3974188631400466e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
3,0, 1.0000000149011612E-001, 5.4500000000000000E+002, 1.2445000410079956E+000, 9.7475000000000000E+004, 9.9271506071090698E-001, 2.6800000000000000E+002, 7.9999999798019417E-006, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6996670532226562E+002, 2.6576872915029526E-003, 7.9999997979030013E-004, 2.9841551360000000E+009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.6996670532226562e+02,2.6576872915029526e-03,7.9999997979030013e-04,2.9841551360000000e+09,0.0000000000000000e+00,0.0000000000000000e+00,4.6124358579565272e-16,9.7878882661461830e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
4,0, 1.0000000149011612E-001, 6.1000000000000000E+002, 1.2460000514984131E+000, 9.7300000000000000E+004, 9.9220520257949829E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6204257202148438E+002, 1.4179332647472620E-003, 7.9999997979030013E-004, 7.0735525000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.6204257202148438e+02,1.4179332647472620e-03,7.9999997979030013e-04,7.0735525000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,2.7812187909691602e-14,2.4591371766291559e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
5,0, 1.0000000149011612E-001, 6.7500000000000000E+002, 1.2475000619888306E+000, 9.7125000000000000E+004, 9.9169468879699707E-001, 2.6000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6217745971679688E+002, 1.4204879989847541E-003, 2.0000000233721948E-007, 1.4147106445312500E+004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.6217745971679688e+02,1.4204879989847541e-03,2.0000000233721948e-07,1.4147106445312500e+04,0.0000000000000000e+00,0.0000000000000000e+00,3.4778080935853002e-18,2.4600461756563163e-07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6,0, 1.0000000149011612E-001, 7.4000000000000000E+002, 1.2489999532699585E+000, 9.6950000000000000E+004, 9.9118351936340332E-001, 2.4000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.4213478088378906E+002, 2.3731318651698530E-004, 7.9999997979030013E-004, 5.6588420000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.4217324829101562e+02,2.3731318651698530e-04,6.4982700860127807e-04,5.3983936000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,1.5017295663710684e-04,2.6044820000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
7,0, 1.0000000149011612E-001, 8.0500000000000000E+002, 1.2504999637603760E+000, 9.6775000000000000E+004, 9.9067169427871704E-001, 2.3800000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.4024104309082031E+002, 1.9491727289278060E-004, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.4042837524414062e+02,1.9491727289278060e-04,5.2854593377560377e-05,1.9282012000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,7.4714538641273975e-04,3.7306412000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
8,0, 1.0000000149011612E-001, 8.7000000000000000E+002, 1.2519999742507935E+000, 9.6600000000000000E+004, 9.9015915393829346E-001, 2.3500000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.3733558654785156E+002, 1.4388101408258080E-004, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.3752947998046875e+02,1.4388101408258080e-04,1.6979174688458443e-07,1.1617380000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,7.9983018804341555e-04,5.5426684000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
9,0, 1.0000000149011612E-001, 3.5000000000000000E+002, 1.2534999847412109E+000, 9.6425000000000000E+004, 9.8964601755142212E-001, 2.3000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.3240632629394531E+002, 8.4845160017721355E-005, 7.9999997979030013E-004, 5.6588428000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.3258876037597656e+02,8.4845160017721355e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.9999997979030013e-04,5.6580520000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
10,0, 1.0000000149011612E-001, 4.1500000000000000E+002, 1.2549999952316284E+000, 9.6250000000000000E+004, 9.8913216590881348E-001, 2.3000000000000000E+002, 7.9999999798019417E-006, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.3252706909179688E+002, 8.4999417595099658E-005, 7.9999997979030013E-004, 2.9841551360000000E+009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.3270959472656250e+02,8.4999417595099658e-05,2.1653249859809875e-08,6.4616625000000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,7.9997832654044032e-04,1.6976060160000000e+09,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
11,0, 1.0000000149011612E-001, 4.8000000000000000E+002, 1.2565000057220459E+000, 9.6075000000000000E+004, 9.8861765861511230E-001, 2.3000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.3264808654785156E+002, 8.5154242697171867E-005, 7.9999997979030013E-004, 7.0735525000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.3283070373535156e+02,8.5154242697171867e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.9999997979030013e-04,7.0734300000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
12,0, 1.0000000149011612E-001, 5.4500000000000000E+002, 1.2580000162124634E+000, 9.5900000000000000E+004, 9.8810249567031860E-001, 2.2500000000000000E+002, 7.9999997979030013E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.2770916748046875E+002, 4.8827583668753505E-005, 4.9999998882412910E-003, 1.8650970000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.2877589416503906e+02,4.8827583668753505e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.0000003539025784e-03,1.8650970000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
13,0, 1.0000000149011612E-001, 6.1000000000000000E+002, 1.2595000267028809E+000, 9.5725000000000000E+004, 9.8758667707443237E-001, 2.6514999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6848275756835938E+002, 2.1731054875999689E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.6848275756835938e+02,2.1731054875999689e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.3048662150794144e-10,1.9710401296615601e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9599108491092920e-03,2.8290985107421875e+02,3.9198216654767748e-06,4.0089198591886088e-05,1.4119464904069901e-02,8.0178388373042253e-08
14,0, 1.0000000149011612E-001, 6.7500000000000000E+002, 1.2610000371932983E+000, 9.5550000000000000E+004, 9.8707014322280884E-001, 2.6600000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6948440551757812E+002, 2.3256416898220778E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.6948440551757812e+02,2.3256416898220778e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.1783652942298772e-09,1.7800035476684570e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.9599096849560738e-03,2.8290982055664062e+02,3.9198193917400204e-06,4.0089224057737738e-05,1.4119476079940796e-02,8.0178445216461114e-08
15,0, 1.0000000149011612E-001, 7.4000000000000000E+002, 1.2625000476837158E+000, 9.5375000000000000E+004, 9.8655295372009277E-001, 2.6814999389648438E+002, 2.4000000848900527E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7180496215820312E+002, 2.7473431546241045E-003, 1.0000000474974513E-003, 1.3815531200000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7180496215820312e+02,2.7473431546241045e-03,1.0000000474974513e-03,1.3815531200000000e+08,0.0000000000000000e+00,0.0000000000000000e+00,1.3198622639265523e-08,1.9937518310546875e+02,0.0000000000000000e+00,0.0000000000000000e+00,1.8769475864246488e-03,2.8277554321289062e+02,3.7538945889536990e-06,1.2303942639846355e-04,7.2868898510932922e-02,2.4607885507066385e-07
16,0, 1.0000000149011612E-001, 8.0500000000000000E+002, 1.2640000581741333E+000, 9.5200000000000000E+004, 9.8603510856628418E-001, 2.6814999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7194772338867188E+002, 2.7523937169462442E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7194772338867188e+02,2.7523937169462442e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,2.1787740500656128e-09,3.2911968231201172e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.8843634752556682e-03,2.8279071044921875e+02,3.7687268559238873e-06,1.1563437146833166e-04,6.6235445439815521e-02,2.3126877124468592e-07
17,0, 1.0000000149011612E-001, 8.7000000000000000E+002, 1.2655000686645508E+000, 9.5025000000000000E+004, 9.8551654815673828E-001, 2.7000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7396801757812500E+002, 3.1698942184448242E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7396801757812500e+02,3.1698942184448242e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.4684456983715677e-09,2.2181941986083984e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.2480136938393116e-03,2.7911389160156250e+02,2.4960272639873438e-06,7.5198500417172909e-04,1.6748422384262085e+00,1.5039698837426840e-06
18,0, 1.0000000149011612E-001, 3.5000000000000000E+002, 1.2669999599456787E+000, 9.4850000000000000E+004, 9.8499733209609985E-001, 2.7114999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7527993774414062E+002, 3.4593550954014063E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7527993774414062e+02,3.4593550954014063e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000949949026e-03,2.8294210815429688e+02,3.9999999899009708e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
19,0, 1.0000000149011612E-001, 4.1500000000000000E+002, 1.2684999704360962E+000, 9.4675000000000000E+004, 9.8447740077972412E-001, 2.7116000366210938E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7543548583984375E+002, 3.4683181438595057E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7543548583984375e+02,3.4683181438595057e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000949949026e-03,2.8294210815429688e+02,3.9999999899009708e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
20,0, 1.0000000149011612E-001, 4.8000000000000000E+002, 1.2699999809265137E+000, 9.4500000000000000E+004, 9.8395681381225586E-001, 2.6814999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.7252212524414062E+002, 2.7727815322577953E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 3.3953056335449219E+001, 2.2222222924028756E-006,2.7252212524414062e+02,2.7727815322577953e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.3476390003930305e-09,2.0357059478759766e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9999989308416843e-03,3.3953056335449219e+01,2.2222207007871475e-06
21,0, 1.0000000149011612E-001, 5.4500000000000000E+002, 1.2714999914169312E+000, 9.4325000000000000E+004, 9.8343551158905029E-001, 2.6814999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.7266656494140625E+002, 2.7779259253293276E-003, 2.0000000949949026E-003, 1.7683884000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 1.7683882141113281E+002, 2.5000001642183634E-006, 2.0000000949949026E-003, 4.3653926849365234E+001, 2.8571430448209867E-006,2.7266656494140625e+02,2.7779259253293276e-03,2.0000000949949026e-03,1.7683884000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,8.3753330334425391e-15,7.4054201832041144e-05,0.0000000000000000e+00,0.0000000000000000e+00,7.1827962528914213e-04,1.6825682067871094e+02,8.9784958845484653e-07,3.2817206811159849e-03,4.7408550262451172e+01,4.4592939048015978e-06
22,0, 1.0000000149011612E-001, 6.1000000000000000E+002, 1.2730000019073486E+000, 9.4150000000000000E+004, 9.8291355371475220E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6451971435546875E+002, 1.4653734397143126E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.4862230000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.6451971435546875e+02,1.4653734397143126e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000474974513e-03,3.4862230000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
