case,repetition,dt_s,cell_depth_m,rho_kg_m3,pressure_pa,exner,temperature_k,cloud_diameter_m,rain_diameter_m,ice_diameter_m,snow_diameter_m,graupel_diameter_m,hail_diameter_m,graupel_density_kg_m3,hail_density_kg_m3,theta_before_k,qv_before,qc_before,qnc_before_per_kg,qr_before,qnr_before_per_kg,qi_before,qni_before_per_kg,qs_before,qns_before_per_kg,qg_before,qng_before_per_kg,qvolg_before_m3_per_kg,qh_before,qnh_before_per_kg,qvolh_before_m3_per_kg,theta_after_k,qv_after,qc_after,qnc_after_per_kg,qr_after,qnr_after_per_kg,qi_after,qni_after_per_kg,qs_after,qns_after_per_kg,qg_after,qng_after_per_kg,qvolg_after_m3_per_kg,qh_after,qnh_after_per_kg,qvolh_after_m3_per_kg
28,2, 1.0000000000000000E+001, 4.1500000000000000E+002, 1.0020000934600830E+000, 7.7100000000000000E+004, 9.2834466695785522E-001, 2.7300000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9407180786132812E+002, 4.8751211725175381E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 3.0557743750000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.9407180786132812e+02,4.8751211725175381e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000949949026e-03,3.0557743750000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
29,2, 1.0000000000000000E+001, 4.8000000000000000E+002, 1.0034999847412109E+000, 7.6925000000000000E+004, 9.2774176597595215E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 9.9999997764825821E-003, 4.9999998882412910E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.8025039672851562E+002, 1.7934989882633090E-003, 1.5000000130385160E-003, 1.3262912000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000260770321E-003, 7.1619720458984375E+000, 3.7500001326407073E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.8025039672851562e+02,1.7934989882633090e-03,1.5000000130385160e-03,1.3262912000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,5.4999899084954076e-14,4.8630585661157966e-04,0.0000000000000000e+00,0.0000000000000000e+00,8.7496475316584110e-04,3.9987516403198242e+00,1.0937066008409602e-06,2.1250350400805473e-03,3.6698102951049805e-01,2.6562936454865849e-06
30,2, 1.0000000000000000E+001, 5.4500000000000000E+002, 1.0049999952316284E+000, 7.6750000000000000E+004, 9.2713785171508789E-001, 2.7114001464843750E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 8.0000003799796104E-003, 4.9999998882412910E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.9244842529296875E+002, 4.2720199562609196E-003, 1.5000000130385160E-003, 1.3262912000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000260770321E-003, 1.3988224983215332E+001, 3.7500001326407073E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.9244842529296875e+02,4.2720199562609196e-03,1.5000000130385160e-03,1.3262912000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,3.0277021175433147e-15,2.6770763724925928e-05,0.0000000000000000e+00,0.0000000000000000e+00,8.8361557573080063e-05,9.4601087570190430e+00,1.1045111847352018e-07,2.9116384685039520e-03,1.9810510873794556e+00,3.6395488223206485e-06
31,2, 1.0000000000000000E+001, 6.1000000000000000E+002, 1.0065000057220459E+000, 7.6575000000000000E+004, 9.2653298377990723E-001, 2.7114999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 8.0000003799796104E-003, 4.9999998882412910E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.9265011596679688E+002, 4.2849471792578697E-003, 1.5000000130385160E-003, 1.3262912000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000260770321E-003, 1.3988224983215332E+001, 3.7500001326407073E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.9265011596679688e+02,4.2849471792578697e-03,1.5000000130385160e-03,1.3262912000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.0000000260770321e-03,1.3988224983215332e+01,3.7500001326407073e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
32,2, 1.0000000000000000E+001, 6.7500000000000000E+002, 1.0080000162124634E+000, 7.6400000000000000E+004, 9.2592710256576538E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 2.0000000949949026E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.8079965209960938E+002, 1.8058232963085175E-003, 1.5000000130385160E-003, 1.3262912000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000260770321E-003, 1.4323940429687500E+003, 6.0000002122251317E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.8079965209960938e+02,1.8058232963085175e-03,1.5000000130385160e-03,1.3262912000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,5.5094211121433159e-14,4.8713979776948690e-04,0.0000000000000000e+00,0.0000000000000000e+00,2.9980756808072329e-03,1.4323924560546875e+03,5.9961516853945795e-06,1.9241856534790713e-06,7.6153338886797428e-04,3.8483713993286983e-09
33,2, 1.0000000000000000E+001, 7.4000000000000000E+002, 1.0095000267028809E+000, 7.6225000000000000E+004, 9.2532026767730713E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 8.0000003799796104E-003, 4.9999998882412910E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.8098379516601562E+002, 1.8099693115800619E-003, 1.5000000130385160E-003, 1.3262912000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.9999997979030013E-005, 3.7301930785179138E-001, 9.9999994063182385E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.8098379516601562e+02,1.8099693115800619e-03,1.5000000130385160e-03,1.3262912000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,5.5125947751900883e-14,4.8742038779892027e-04,0.0000000000000000e+00,0.0000000000000000e+00,7.9999997979030013e-05,3.7301930785179138e-01,9.9999994063182385e-08,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
34,2, 1.0000000000000000E+001, 8.0500000000000000E+002, 1.0110000371932983E+000, 7.6050000000000000E+004, 9.2471241950988770E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 9.9999997764825821E-003, 8.0000003799796104E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.8116848754882812E+002, 1.8141341861337423E-003, 1.5000000130385160E-003, 1.3262912000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000260770321E-003, 7.1619720458984375E+000, 3.7500001326407073E-006, 2.0000000949949026E-003, 1.0657694816589355E+001, 2.8571430448209867E-006,2.8116848754882812e+02,1.8141341861337423e-03,1.5000000130385160e-03,1.3262912000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,5.5157833460167324e-14,4.8770234570838511e-04,0.0000000000000000e+00,0.0000000000000000e+00,8.7496475316584110e-04,3.9976181983947754e+00,1.0937059187199338e-06,4.1250351350754499e-03,1.0863538742065430e+01,5.5134375998022733e-06
35,2, 1.0000000000000000E+001, 8.7000000000000000E+002, 1.0125000476837158E+000, 7.5875000000000000E+004, 9.2410355806350708E-001, 2.6814999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 8.0000003799796104E-003, 8.0000003799796104E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.9017309570312500E+002, 3.4534151200205088E-003, 4.0000001899898052E-003, 3.5367768000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.4862232500000000E+006, 2.0000000949949026E-003, 3.0557743750000000E+005, 3.0000000260770321E-003, 1.3988224983215332E+001, 3.7500001326407073E-006, 2.0000000949949026E-003, 1.0657694816589355E+001, 2.8571430448209867E-006,2.9017309570312500e+02,3.4534151200205088e-03,4.0000001899898052e-03,3.5367768000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,7.2718795854598284e-04,2.5351393750000000e+06,1.6000000759959221e-03,2.4446193750000000e+05,7.6117366552352905e-04,8.0040984375000000e+04,2.2079834707255941e-06,4.9116385634988546e-03,1.2638746261596680e+01,6.4966914123942843e-06
36,2, 1.0000000000000000E+001, 3.5000000000000000E+002, 1.0140000581741333E+000, 7.5700000000000000E+004, 9.2349374294281006E-001, 2.6814999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 8.0000003799796104E-003, 8.0000003799796104E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.9036471557617188E+002, 3.4613984171301126E-003, 1.9999999494757503E-005, 1.7683881250000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.4862232500000000E+006, 2.0000000949949026E-003, 3.0557743750000000E+005, 3.0000000260770321E-003, 1.3988224983215332E+001, 3.7500001326407073E-006, 2.0000000949949026E-003, 1.0657694816589355E+001, 2.8571430448209867E-006,2.9036471557617188e+02,3.4613984171301126e-03,1.9999999494757503e-05,1.7683881250000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,9.9864095682278275e-04,3.4815477500000000e+06,1.9980000797659159e-03,3.0527187500000000e+05,1.3324009487405419e-03,4.7904000854492188e+02,1.6717865491955308e-06,3.6709583364427090e-03,1.0862002372741699e+01,4.9458401463198243e-06
37,2, 1.0000000000000000E+001, 4.1500000000000000E+002, 1.0155000686645508E+000, 7.5525000000000000E+004, 9.2288285493850708E-001, 2.6000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 8.0000003799796104E-003, 5.0000000000000000E+002, 5.0000000000000000E+002, 2.8172589111328125E+002, 1.8267448758706450E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 1.4920771598815918E+001, 3.9999999899009708E-006,2.8172589111328125e+02,1.8267448758706450e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000949949026e-03,1.4920771598815918e+01,3.9999999899009708e-06
0,3, 6.0000000000000000E+001, 3.5000000000000000E+002, 8.1999999284744263E-001, 7.4000000000000000E+004, 9.1751635074615479E-001, 2.6000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.8337368774414062E+002, 1.8643906805664301E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.8337368774414062e+02,1.8643906805664301e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1,3, 6.0000000000000000E+001, 4.1500000000000000E+002, 8.2150000333786011E-001, 7.3825000000000000E+004, 9.1689550876617432E-001, 2.7114999389648438E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9572616577148438E+002, 4.4445623643696308E-003, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.9572616577148438e+02,4.4445623643696308e-03,7.9999997979030013e-04,5.6588424000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2,3, 6.0000000000000000E+001, 4.8000000000000000E+002, 8.2300001382827759E-001, 7.3650000000000000E+004, 9.1627359390258789E-001, 2.7114001464843750E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9591598510742188E+002, 4.4518336653709412E-003, 7.9999997979030013E-004, 5.6588420000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.9591598510742188e+02,4.4518336653709412e-03,7.9999997979030013e-04,5.6588420000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,8.1619819511716523e-16,5.7734214351512492e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
3,3, 6.0000000000000000E+001, 5.4500000000000000E+002, 8.2449996471405029E-001, 7.3475000000000000E+004, 9.1565060615539551E-001, 2.6800000000000000E+002, 7.9999999798019417E-006, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9268804931640625E+002, 3.5257986746728420E-003, 7.9999997979030013E-004, 2.9841551360000000E+009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.9268804931640625e+02,3.5257986746728420e-03,7.9999997979030013e-04,2.9841551360000000e+09,0.0000000000000000e+00,0.0000000000000000e+00,4.9318117483011293e-16,1.0465624509379268e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
4,3, 6.0000000000000000E+001, 6.1000000000000000E+002, 8.2599997520446777E-001, 7.3300000000000000E+004, 9.1502654552459717E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.8414477539062500E+002, 1.8821951234713197E-003, 7.9999997979030013E-004, 7.0735530000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.8414477539062500e+02,1.8821951234713197e-03,7.9999997979030013e-04,7.0735530000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,2.9695907869222229e-14,2.6256943237967789e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
5,3, 6.0000000000000000E+001, 6.7500000000000000E+002, 8.2749998569488525E-001, 7.3125000000000000E+004, 9.1440147161483765E-001, 2.6000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.8433898925781250E+002, 1.8866995815187693E-003, 2.0000000233721948E-007, 1.4147106445312500E+004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.8433898925781250e+02,1.8866995815187693e-03,2.0000000233721948e-07,1.4147106445312500e+04,0.0000000000000000e+00,0.0000000000000000e+00,3.7142948948111480e-18,2.6273264097653737e-07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6,3, 6.0000000000000000E+001, 7.4000000000000000E+002, 8.2899999618530273E-001, 7.2950000000000000E+004, 9.1377532482147217E-001, 2.4000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6264660644531250E+002, 3.1538744224235415E-004, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.6268832397460938e+02,3.1538744224235415e-04,6.4982706680893898e-04,5.3983944000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,1.5017289842944592e-04,2.6044815000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
7,3, 6.0000000000000000E+001, 8.0500000000000000E+002, 8.3050000667572021E-001, 7.2775000000000000E+004, 9.1314810514450073E-001, 2.3800000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6063681030273438E+002, 2.5919778272509575E-004, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.6084005737304688e+02,2.5919778272509575e-04,5.2854476962238550e-05,1.9282010000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,7.4714550282806158e-04,3.7306416000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
8,3, 6.0000000000000000E+001, 8.7000000000000000E+002, 8.3200001716613770E-001, 7.2600000000000000E+004, 9.1251975297927856E-001, 2.3500000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.5752868652343750E+002, 1.9144499674439430E-004, 7.9999997979030013E-004, 5.6588420000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.5773907470703125e+02,1.9144499674439430e-04,1.6973353922367096e-07,1.1617307500000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,7.9983024625107646e-04,5.5426692000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
9,3, 6.0000000000000000E+001, 3.5000000000000000E+002, 8.3349996805191040E-001, 7.2425000000000000E+004, 9.1189038753509521E-001, 2.3000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.5222329711914062E+002, 1.1296090815449134E-004, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.5242127990722656e+02,1.1296090815449134e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.9999997979030013e-04,5.6580520000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
10,3, 6.0000000000000000E+001, 4.1500000000000000E+002, 8.3499997854232788E-001, 7.2250000000000000E+004, 9.1125988960266113E-001, 2.3000000000000000E+002, 7.9999999798019417E-006, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.5239781188964844E+002, 1.1323452781653032E-004, 7.9999997979030013E-004, 2.9841553920000000E+009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.5259593200683594e+02,1.1323452781653032e-04,2.1595042198896408e-08,6.4442931250000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,7.9997838474810123e-04,1.6976061440000000e+09,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
11,3, 6.0000000000000000E+001, 4.8000000000000000E+002, 8.3649998903274536E-001, 7.2075000000000000E+004, 9.1062825918197632E-001, 2.3000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.5257287597656250E+002, 1.1350946442689747E-004, 7.9999997979030013E-004, 7.0735530000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.5277113342285156e+02,1.1350946442689747e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.9999997979030013e-04,7.0734305000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
12,3, 6.0000000000000000E+001, 5.4500000000000000E+002, 8.3799999952316284E-001, 7.1900000000000000E+004, 9.0999561548233032E-001, 2.2500000000000000E+002, 7.9999997979030013E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.4725393676757812E+002, 6.5126085246447474E-005, 4.9999998882412910E-003, 1.8650970000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.4841221618652344e+02,6.5126085246447474e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.9999998882412910e-03,1.8650970000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
