case,repetition,dt_s,cell_depth_m,rho_kg_m3,pressure_pa,exner,temperature_k,cloud_diameter_m,rain_diameter_m,snow_diameter_m,graupel_diameter_m,hail_diameter_m,graupel_density_kg_m3,hail_density_kg_m3,theta_before_k,qv_before,qc_before,qnc_before_per_kg,qr_before,qnr_before_per_kg,qs_before,qns_before_per_kg,qg_before,qng_before_per_kg,qvolg_before_m3_per_kg,qh_before,qnh_before_per_kg,qvolh_before_m3_per_kg,theta_after_k,qv_after,qc_after,qnc_after_per_kg,qr_after,qnr_after_per_kg,qs_after,qns_after_per_kg,qg_after,qng_after_per_kg,qvolg_after_m3_per_kg,qh_after,qnh_after_per_kg,qvolh_after_m3_per_kg
21,1, 1.0000000000000000E+000, 3.5000000000000000E+002, 1.1215000152587891E+000, 8.4775000000000000E+004, 9.5387619733810425E-001, 2.8500000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 2.0000000949949026E-003, 4.0000001899898052E-003, 1.7000000000000000E+002, 5.0000000000000000E+002, 2.9878091430664062E+002, 1.0191617533564568E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 1.4147105000000000E+006, 2.0000000949949026E-003, 2.8086162109375000E+003, 1.1764706869143993E-005, 2.0000000949949026E-003, 1.1936618041992188E+002, 3.9999999899009708E-006, 2.9820275878906250E+002, 1.0191617533564568E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6592724714428186E-003, 3.3012940000000000E+006, 6.0000002849847078E-004, 4.2441315625000000E+005, 1.7887984868139029E-003, 2.5120241699218750E+003, 1.0287674740538932E-005, 1.9519291818141937E-003, 1.1649716186523438E+002, 3.8504458643728867E-006
22,1, 1.0000000000000000E+000, 4.2500000000000000E+002, 1.1230000257492065E+000, 8.4550000000000000E+004, 9.5315170288085938E-001, 2.7600000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.8956564331054688E+002, 5.5167176760733128E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.9999997979030013E-004, 1.5278869628906250E+003, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.8294210815429688E+002, 3.9999999899009708E-006, 2.0000000949949026E-003, 4.3653926849365234E+001, 2.8571430448209867E-006, 2.8955953979492188E+002, 5.5167176760733128E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1752886762842536E-004, 1.5298289794921875E+003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9883429631590843E-003, 2.8129296875000000E+002, 3.9637338886677753E-006, 1.9941283389925957E-003, 4.3525764465332031E+001, 2.8422307423170423E-006
23,1, 1.0000000000000000E+000, 5.0000000000000000E+002, 1.1245000362396240E+000, 8.4325000000000000E+004, 9.5242583751678467E-001, 2.6000000000000000E+002, 7.9999997979030013E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 8.0000003799796104E-003, 9.9999997764825821E-003, 9.0000000000000000E+002, 9.0000000000000000E+002, 2.7298712158203125E+002, 1.6361091984435916E-003, 2.0000000949949026E-003, 7.4603895000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000745058060E-002, 2.0723295593261719E+002, 5.5555556173203513E-005, 5.0000000745058060E-002, 1.0610329437255859E+002, 5.5555556173203513E-005, 2.7312829589843750E+002, 1.6361091984435916E-003, 1.5576205914840102E-003, 5.8102275000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0227332860231400E-002, 2.0723295593261719E+002, 5.5808144679758698E-005, 5.0215050578117371E-002, 1.0610329437255859E+002, 5.5794498621253297E-005
0,2, 1.0000000000000000E+001, 3.5000000000000000E+002, 9.6000003814697266E-001, 8.2000000000000000E+004, 9.4484305381774902E-001, 2.4200000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.5612719726562500E+002, 3.4090882400050759E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5612719726562500E+002, 3.4090882400050759E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,2, 1.0000000000000000E+001, 4.2500000000000000E+002, 9.6150004863739014E-001, 8.1775000000000000E+004, 9.4410115480422974E-001, 2.4314999389648438E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.5754653930664062E+002, 3.8170433253981173E-004, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 7.6394350585937500E+003, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5757720947265625E+002, 3.8170433253981173E-004, 6.8962521618232131E-004, 4.8781008000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1103748586028814E-003, 7.6394350585937500E+003, 4.3343675315554719E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,2, 1.0000000000000000E+001, 5.0000000000000000E+002, 9.6300005912780762E-001, 8.1550000000000000E+004, 9.4335776567459106E-001, 2.4319999694824219E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.5780252075195312E+002, 3.8458663038909435E-004, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 7.6394350585937500E+003, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5783325195312500E+002, 3.8458663038909435E-004, 6.8953965092077851E-004, 4.8774956000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1104603074491024E-003, 7.6394350585937500E+003, 4.3344962250557728E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,2, 1.0000000000000000E+001, 5.7500000000000000E+002, 9.6450001001358032E-001, 8.1325000000000000E+004, 9.4261288642883301E-001, 2.5500000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7052462768554688E+002, 1.1178446002304554E-003, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 7.6394350585937500E+003, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7055889892578125E+002, 1.1178446002304554E-003, 6.8942201323807240E-004, 4.8766632000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1105781197547913E-003, 7.6394350585937500E+003, 4.2687161112553440E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2, 1.0000000000000000E+001, 6.5000000000000000E+002, 9.6600002050399780E-001, 8.1100000000000000E+004, 9.4186657667160034E-001, 2.7000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 3.0000000260770321E-003, 3.0000000260770321E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.8666479492187500E+002, 3.7141698412597179E-003, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 1.7683882141113281E+002, 2.5000001642183634E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.8668395996093750E+002, 3.7141698412597179E-003, 7.4465200304985046E-004, 5.2673356000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0553481299430132E-003, 1.7683882141113281E+002, 2.5614979222154943E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
5,2, 1.0000000000000000E+001, 7.2500000000000000E+002, 9.6750003099441528E-001, 8.0875000000000000E+004, 9.4111877679824829E-001, 2.7289999389648438E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.8997402954101562E+002, 4.6138050965964794E-003, 7.9999997979030013E-004, 5.6588420000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.0210151672363281E+002, 2.8571430448209867E-006, 2.8997711181640625E+002, 4.6138050965964794E-003, 7.3872337816283107E-004, 5.2253988000000000E+007, 5.2549396059475839E-005, 5.6152682304382324E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0087272860109806E-003, 2.0210151672363281E+002, 2.8571430448209867E-006
6,2, 1.0000000000000000E+001, 8.0000000000000000E+002, 9.6900004148483276E-001, 8.0650000000000000E+004, 9.4036948680877686E-001, 2.6000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 4.0000001899898052E-003, 3.0000000260770321E-003, 9.0000000000000000E+002, 7.0000000000000000E+002, 2.7648706054687500E+002, 1.7106622690334916E-003, 1.5000000130385160E-003, 1.0610329600000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 6.6314544677734375E+001, 2.2222222924028756E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7651434326171875E+002, 1.7106622690334916E-003, 1.4155512908473611E-003, 1.0012976000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0844489336013794E-003, 6.6314544677734375E+001, 2.3312579742196249E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
7,2, 1.0000000000000000E+001, 3.5000000000000000E+002, 9.7050005197525024E-001, 8.0425000000000000E+004, 9.3961870670318604E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 8.0000003799796104E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7670797729492188E+002, 1.7154479864984751E-003, 2.4999999441206455E-003, 2.2104852000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9999998882412910E-003, 3.7301925659179688E+001, 9.9999997473787516E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7682485961914062E+002, 1.7154479864984751E-003, 2.1386945154517889E-003, 1.8910210000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.3613055497407913E-003, 3.7301925659179688E+001, 1.0401450708741322E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
8,2, 1.0000000000000000E+001, 4.2500000000000000E+002, 9.7200006246566772E-001, 8.0200000000000000E+004, 9.3886637687683105E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 9.9999997764825821E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.7692971801757812E+002, 1.7202607123181224E-003, 2.4999999441206455E-003, 2.2104852000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9999998882412910E-003, 1.0610328674316406E+001, 5.5555556173203513E-006, 2.7700527954101562E+002, 1.7202607123181224E-003, 2.2497761528939009E-003, 1.9892388000000000E+007, 1.6857557056937367E-005, 1.2264968872070312E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.2333660423755646E-003, 1.0610328674316406E+001, 5.8148511925537605E-006
9,2, 1.0000000000000000E+001, 5.0000000000000000E+002, 9.7350001335144043E-001, 7.9975000000000000E+004, 9.3811255693435669E-001, 2.7314999389648438E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9116973876953125E+002, 4.7514848411083221E-003, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 7.6394350585937500E+003, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9116973876953125E+002, 4.7514848411083221E-003, 6.8886647932231426E-004, 4.8727336000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1111336536705494E-003, 7.6394350585937500E+003, 4.1111338759947103E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
10,2, 1.0000000000000000E+001, 5.7500000000000000E+002, 9.7500002384185791E-001, 7.9750000000000000E+004, 9.3735730648040771E-001, 2.7320001220703125E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9145770263671875E+002, 4.7822631895542145E-003, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 7.6394350585937500E+003, 3.9999999899009708E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9145477294921875E+002, 4.7822631895542145E-003, 6.8878137972205877E-004, 4.8721320000000000E+007, 1.1950214684475213E-004, 1.4810873413085938E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9917164463549852E-003, 7.6077939453125000E+003, 3.9742290027788840E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
11,2, 1.0000000000000000E+001, 6.5000000000000000E+002, 9.7650003433227539E-001, 7.9525000000000000E+004, 9.3660044670104980E-001, 2.7500000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9361505126953125E+002, 5.4613566026091576E-003, 7.9999997979030013E-004, 5.6588420000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 2.0210151672363281E+002, 2.8571430448209867E-006, 2.9359051513671875E+002, 5.4613566026091576E-003, 7.3843868449330330E-004, 5.2233852000000000E+007, 1.3070960994809866E-004, 2.2549661636352539E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9308517221361399E-003, 1.9511402893066406E+002, 2.6815282581083011E-006
12,2, 1.0000000000000000E+001, 7.2500000000000000E+002, 9.7800004482269287E-001, 7.9300000000000000E+004, 9.3584203720092773E-001, 2.8000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9919580078125000E+002, 7.7793472446501255E-003, 1.5000000130385160E-003, 1.0610329600000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 7.6394350585937500E+003, 3.9999999899009708E-006, 2.0000000949949026E-003, 2.0210151672363281E+002, 2.8571430448209867E-006, 2.9863034057617188E+002, 7.7793472446501255E-003, 1.1755968444049358E-003, 8.3156472000000000E+007, 1.9165956182405353E-003, 5.2839775390625000E+003, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.9449050351977348E-004, 2.6527570800781250E+003, 0.0000000000000000E+000, 1.7133172368630767E-003, 1.7313198852539062E+002, 2.1290595668688184E-006
13,2, 1.0000000000000000E+001, 8.0000000000000000E+002, 9.7950005531311035E-001, 7.9075000000000000E+004, 9.3508219718933105E-001, 2.7400000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9302236938476562E+002, 5.1111024804413319E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 7.0735525000000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9277355957031250E+002, 5.1111024804413319E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0000003324821591E-004, 1.6504951250000000E+006, 3.0000001424923539E-004, 2.1220659375000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
14,2, 1.0000000000000000E+001, 3.5000000000000000E+002, 9.8100006580352783E-001, 7.8850000000000000E+004, 9.3432068824768066E-001, 2.7400000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 5.0000002374872565E-004, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9326119995117188E+002, 5.1256869919598103E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.0557740234375000E+004, 1.9999999949504854E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9319332885742188E+002, 5.1256869919598103E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9080084166489542E-004, 5.8304414062500000E+003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.0919917672872543E-004, 2.4727296875000000E+004, 1.4063973594602430E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
15,2, 1.0000000000000000E+001, 4.2500000000000000E+002, 9.8250001668930054E-001, 7.8625000000000000E+004, 9.3355768918991089E-001, 2.7400000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 2.0000000949949026E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9350088500976562E+002, 5.1403548568487167E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 4.7746469116210938E+002, 1.9999999949504854E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9349090576171875E+002, 5.1403548568487167E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7987840439891443E-005, 1.3363205909729004E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.7201223252341151E-004, 4.6410150146484375E+002, 1.9129267911921488E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
16,2, 1.0000000000000000E+001, 5.0000000000000000E+002, 9.8400002717971802E-001, 7.8400000000000000E+004, 9.3279314041137695E-001, 2.7400000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 4.0000001899898052E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9374142456054688E+002, 5.1551074720919132E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 5.9683086395263672E+001, 1.9999999949504854E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9373742675781250E+002, 5.1551074720919132E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.1252831427555066E-005, 1.0612994432449341E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.8874722607433796E-004, 5.9011482238769531E+001, 1.9649912701424910E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
17,2, 1.0000000000000000E+001, 5.7500000000000000E+002, 9.8550003767013550E-001, 7.8175000000000000E+004, 9.3202698230743408E-001, 2.7400000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 8.0000003799796104E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9398291015625000E+002, 5.1699448376893997E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 7.4603857994079590E+000, 1.9999999949504854E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9398126220703125E+002, 5.1699448376893997E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.6067316361586563E-006, 4.3447929620742798E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9539326038211584E-004, 7.4260177612304688E+000, 1.9856679500662722E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
18,2, 1.0000000000000000E+001, 6.5000000000000000E+002, 9.8700004816055298E-001, 7.7950000000000000E+004, 9.3125927448272705E-001, 2.7400000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 2.0000000949949026E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9422525024414062E+002, 5.1848674193024635E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.4104623413085938E+002, 1.4285715224104933E-006, 2.9421591186523438E+002, 5.1848674193024635E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6137277018278837E-005, 2.0374904632568359E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.7386277047917247E-004, 3.3213220214843750E+002, 1.3621911421068944E-006
19,2, 1.0000000000000000E+001, 7.2500000000000000E+002, 9.8850005865097046E-001, 7.7725000000000000E+004, 9.3048995733261108E-001, 2.7400000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 3.0000000260770321E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9446850585937500E+002, 5.1998766139149666E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 1.0105075836181641E+002, 1.4285715224104933E-006, 2.9446292114257812E+002, 5.1998766139149666E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5600346159772016E-005, 3.6032609939575195E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.8439969588071108E-004, 9.9474334716796875E+001, 1.3889515457776724E-006
20,2, 1.0000000000000000E+001, 8.0000000000000000E+002, 9.9000000953674316E-001, 7.7500000000000000E+004, 9.2971909046173096E-001, 2.7400000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 1.0000000474974513E-003, 6.0000000521540642E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.9471267700195312E+002, 5.2149728871881962E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 1.2631344795227051E+001, 1.4285715224104933E-006, 2.9471032714843750E+002, 5.2149728871881962E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.5570475271670148E-006, 6.1842137575149536E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9344295449554920E-004, 1.2548521041870117E+001, 1.4119187881078687E-006
21,2, 1.0000000000000000E+001, 3.5000000000000000E+002, 9.9150002002716064E-001, 7.7275000000000000E+004, 9.2894661426544189E-001, 2.8500000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 3.0000001424923539E-004, 2.0000000949949026E-003, 4.0000001899898052E-003, 1.7000000000000000E+002, 5.0000000000000000E+002, 3.0679910278320312E+002, 1.1180774308741093E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 1.4147105000000000E+006, 2.0000000949949026E-003, 2.8086162109375000E+003, 1.1764706869143993E-005, 2.0000000949949026E-003, 1.1936617279052734E+002, 3.9999999899009708E-006, 3.0544326782226562E+002, 1.1180774308741093E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.7895208224654198E-003, 3.3037255000000000E+006, 6.0000002849847078E-004, 4.2441312500000000E+005, 1.0000006295740604E-004, 1.4043096923828125E+002, 0.0000000000000000E+000, 1.5104796038940549E-003, 9.0150077819824219E+001, 2.4770472464297200E-006
