case,column,k,dt_s,rho_kg_m3,dz_m,qs_before,ns_before_per_kg,qs_after,ns_after_per_kg,snowncv_kg_m2
4,1,7, 3.0000000000000000E+002, 9.6799993515014648E-001, 1.5000000000000000E+002, 6.1250000726431608E-004, 1.2620990234375000E+004, 3.9330247091129422E-004, 8.0063300781250000E+003, 0.0000000000000000E+000
4,2,7, 3.0000000000000000E+002, 9.7499996423721313E-001, 1.5350000000000000E+002, 3.9579736767336726E-004, 4.5434523437500000E+004, 3.2102601835504174E-004, 3.5435437500000000E+004, 2.7033978700637817E-001
4,3,7, 3.0000000000000000E+002, 9.8199993371963501E-001, 1.5700000000000000E+002, 3.9999998989515007E-004, 2.2635356445312500E+003, 7.5719028245657682E-004, 2.0696416015625000E+003, 0.0000000000000000E+000
4,4,7, 3.0000000000000000E+002, 9.8899996280670166E-001, 1.6050000000000000E+002, 1.5999999595806003E-003, 1.7683872222900391E+001, 5.4960895795375109E-005, 2.9760791040000000E+009, 9.0323917567729950E-002
4,5,7, 3.0000000000000000E+002, 9.9599993228912354E-001, 1.6400000000000000E+002, 9.9999998245167004E-015, 3.5937353004555916E-007, 9.9999998245167004E-015, 3.5937353004555916E-007, 0.0000000000000000E+000
4,6,7, 3.0000000000000000E+002, 1.0029999017715454E+000, 1.6750000000000000E+002, 4.8275146582454909E-006, 9.1873559570312500E+002, 1.2633130609174259E-005, 7.5720159912109375E+002, 1.7562526409165002E-005
4,1,8, 3.0000000000000000E+002, 9.1599994897842407E-001, 1.6700000000000000E+002, 4.3749998440034688E-004, 5.7146777343750000E+003, 2.2000554599799216E-004, 3.4345004882812500E+003, 0.0000000000000000E+000
4,2,8, 3.0000000000000000E+002, 9.2299997806549072E-001, 1.7050000000000000E+002, 3.0214359867386520E-004, 1.6823656250000000E+004, 2.2162722598295659E-004, 4.3910644531250000E+004, 2.7033978700637817E-001
4,3,8, 3.0000000000000000E+002, 9.2999994754791260E-001, 1.7400000000000000E+002, 5.9999997029080987E-004, 1.9648748779296875E+003, 7.8270828817039728E-004, 1.7080299072265625E+003, 0.0000000000000000E+000
4,4,8, 3.0000000000000000E+002, 9.3699997663497925E-001, 1.7750000000000000E+002, 3.9999998989515007E-004, 6.1115473920000000E+010, 3.3792725298553705E-004, 5.5358730240000000E+010, 9.0323917567729950E-002
4,5,8, 3.0000000000000000E+002, 9.4399994611740112E-001, 1.8100000000000000E+002, 9.9999998245167004E-014, 4.5763957245981146E-007, 3.2002477057258005E-011, 7.7809196472167969E+001, 0.0000000000000000E+000
4,6,8, 3.0000000000000000E+002, 9.5099997520446777E-001, 1.8450000000000000E+002, 8.2067754192394204E-006, 5.1231311035156250E+002, 2.6515357603784651E-005, 4.0115100097656250E+002, 1.7562526409165002E-005
4,1,9, 3.0000000000000000E+002, 8.6399996280670166E-001, 1.8400000000000000E+002, 2.6249999064020813E-004, 2.3084538574218750E+003, 8.5387269791681319E-005, 1.1914533691406250E+003, 0.0000000000000000E+000
4,2,9, 3.0000000000000000E+002, 8.7099999189376831E-001, 1.8750000000000000E+002, 2.3065022833179682E-004, 7.1729560546875000E+003, 1.3720424612984061E-004, 7.9745093750000000E+004, 2.7033978700637817E-001
4,3,9, 3.0000000000000000E+002, 8.7799996137619019E-001, 1.9100000000000000E+002, 7.9999997979030013E-004, 1.6498072509765625E+003, 4.7518897918052971E-004, 1.1948692626953125E+003, 0.0000000000000000E+000
4,4,9, 3.0000000000000000E+002, 8.8499999046325684E-001, 1.9450000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2063701655715704E-004, 2.6879868928000000E+010, 9.0323917567729950E-002
4,5,9, 3.0000000000000000E+002, 8.9199995994567871E-001, 1.9800000000000000E+002, 9.9999999600419720E-013, 1.3644262253365014E-006, 5.7637655065390092E-011, 3.4564907836914062E+002, 0.0000000000000000E+000
4,6,9, 3.0000000000000000E+002, 8.9899998903274536E-001, 2.0150000000000000E+002, 1.3951518667454366E-005, 2.8568029785156250E+002, 4.5630280510522425E-005, 1.8406719970703125E+002, 1.7562526409165002E-005
4,1,10, 3.0000000000000000E+002, 8.1199997663497925E-001, 2.0100000000000000E+002, 8.7499996880069375E-005, 5.4252557373046875E+002, 1.6285710444208235E-005, 2.2670573425292969E+002, 0.0000000000000000E+000
4,2,10, 3.0000000000000000E+002, 8.1900000572204590E-001, 2.0450000000000000E+002, 1.7607366316951811E-004, 2.1521645312500000E+005, 1.6216639778576791E-004, 1.6166681250000000E+005, 2.7033978700637817E-001
4,3,10, 3.0000000000000000E+002, 8.2599997520446777E-001, 2.0800000000000000E+002, 9.9999993108212948E-004, 1.3815524902343750E+003, 1.1964861187152565E-004, 4.7718048095703125E+002, 0.0000000000000000E+000
4,4,10, 3.0000000000000000E+002, 8.3300000429153442E-001, 2.1150000000000000E+002, 1.1999999405816197E-003, 1.8334641356800000E+011, 2.4176675360649824E-003, 1.6789797273600000E+011, 9.0323917567729950E-002
4,5,10, 3.0000000000000000E+002, 8.3999997377395630E-001, 2.1500000000000000E+002, 9.9999999600419720E-012, 5.7741235650610179E-006, 7.8721522356328677E-011, 8.4857733154296875E+002, 0.0000000000000000E+000
4,6,10, 3.0000000000000000E+002, 8.4700000286102295E-001, 2.1850000000000000E+002, 2.3717580916127190E-005, 0.0000000000000000E+000, 2.2376909328158945E-005, 3.4588256835937500E+001, 1.7562526409165002E-005
4,1,11, 3.0000000000000000E+002, 7.5999999046325684E-001, 2.1800000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,11, 3.0000000000000000E+002, 7.6700001955032349E-001, 2.2150000000000000E+002, 1.3441103510558605E-004, 4.0110316406250000E+004, 1.0545965778874233E-004, 2.9790042968750000E+004, 2.7033978700637817E-001
4,3,11, 3.0000000000000000E+002, 7.7399998903274536E-001, 2.2500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,11, 3.0000000000000000E+002, 7.8100001811981201E-001, 2.2850000000000000E+002, 1.5999999595806003E-003, 1.7683872222900391E+001, 8.8611588580533862E-005, 3.4884929656982422E+000, 9.0323917567729950E-002
4,5,11, 3.0000000000000000E+002, 7.8799998760223389E-001, 2.3200000000000000E+002, 1.0000000133514320E-010, 2.9618844564538449E-005, 7.5579688341154139E-011, 1.2545687255859375E+003, 0.0000000000000000E+000
4,6,11, 3.0000000000000000E+002, 7.9500001668930054E-001, 2.3550000000000000E+002, 4.0319890104001388E-005, 8.8832115173339844E+001, 3.6881330743199214E-005, 6.0250221252441406E+001, 1.7562526409165002E-005
4,1,12, 3.0000000000000000E+002, 7.0799994468688965E-001, 2.3500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,12, 3.0000000000000000E+002, 7.1499997377395630E-001, 2.3850000000000000E+002, 1.0260662384098396E-004, 1.1778458984375000E+004, 4.3719941459130496E-005, 7.2916079101562500E+003, 2.7033978700637817E-001
4,3,12, 3.0000000000000000E+002, 7.2199994325637817E-001, 2.4200000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,12, 3.0000000000000000E+002, 7.2899997234344482E-001, 2.4550000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.0323917567729950E-002
4,5,12, 3.0000000000000000E+002, 7.3599994182586670E-001, 2.4900000000000000E+002, 9.9999997171806854E-010, 1.9098585937500000E+004, 8.7231094569872880E-010, 1.7631886718750000E+004, 0.0000000000000000E+000
4,6,12, 3.0000000000000000E+002, 7.4299997091293335E-001, 2.5250000000000000E+002, 6.8543813540600240E-005, 4.9535312652587891E+001, 1.3083625162835233E-005, 1.9778598785400391E+001, 1.7562526409165002E-005
