case,temperature_initial_k,pressure_pa,exner,theta_base_k,theta_perturbation_k,qv_base,qv_perturbation,qc_initial,target_supersaturation_percent,latent_over_cp_k,condensation_factor_k,rho_kg_m3,cloud_number_initial_m3,ccn_initial_m3,background_ccn_m3,cloud_mean_mass_kg,couple_number,iteration1_branch,iteration1_target_qv,iteration1_qv,iteration1_qc,iteration1_theta_perturbation_k,iteration2_branch,iteration2_target_qv,iteration2_qv,iteration2_qc,iteration2_theta_perturbation_k,qvex,theta_direct_after_k,theta_split_after_k,qv_direct_after,qv_split_after,qc_after,cloud_number_after_m3,ccn_after_m3,new_cloud_number_m3,workspace_qvex
38, 2.7314898681640625E+002, 7.0000000000000000E+004, 9.0305477380752563E-001, 3.2247222900390625E+002,-2.0000000000000000E+001, 1.0312785394489765E-002, 0.0000000000000000E+000, 4.9999998882412910E-003, 9.0000000000000000E+001, 2.4908762207031250E+003, 1.0207676000000000E+007, 8.8724064826965332E-001, 2.0000000000000000E+008, 8.0000000000000000E+008, 3.6213904000000000E+008, 1.6755166698523283E-011, 0.0000000000000000E+000,-1.0000000000000000E+000, 1.0312796570360661E-002, 1.0312796570360661E-002, 4.9999887123703957E-003,-2.0000030517578125E+001, 0.0000000000000000E+000, 1.0312796570360661E-002, 1.0312796570360661E-002, 4.9999887123703957E-003,-2.0000030517578125E+001, 0.0000000000000000E+000, 3.0247222900390625E+002, 3.0247222900390625E+002, 1.0312785394489765E-002, 1.0312785394489765E-002, 4.9999998882412910E-003, 2.0000000000000000E+008, 8.0000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
39, 2.7314999389648438E+002, 7.0000000000000000E+004, 9.0305477380752563E-001, 3.2247332763671875E+002,-2.0000000000000000E+001, 1.4249999076128006E-002, 4.7500003129243851E-003, 2.0000000298023224E-001, 2.5000000000000000E+002, 2.4908737792968750E+003, 1.0207666000000000E+007, 8.8260459899902344E-001, 1.0000000000000000E+009, 8.0000000000000000E+008, 3.6024678400000000E+008, 3.3510333397046566E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.8999999389052391E-002, 1.8999999389052391E-002, 2.0000000298023224E-001,-2.0000000000000000E+001, 0.0000000000000000E+000, 1.8999999389052391E-002, 1.8999999389052391E-002, 2.0000000298023224E-001,-2.0000000000000000E+001, 0.0000000000000000E+000, 3.0247332763671875E+002, 3.0247332763671875E+002, 1.8999999389052391E-002, 1.8999999389052391E-002, 2.0000000298023224E-001, 1.0000000000000000E+009, 8.0000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
40, 3.0000000000000000E+002, 8.5000000000000000E+004, 9.5459932088851929E-001, 3.0901797485351562E+002, 5.2500000000000000E+000, 1.9400203600525856E-002, 6.4667351543903351E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4269912109375000E+003, 9.9458730000000000E+006, 9.7180294990539551E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.9665427200000000E+008, 6.7020666794093131E-011, 1.0000000000000000E+000, 1.0000000000000000E+000, 2.5866914540529251E-002, 2.5866933166980743E-002, 5.1658561872613973E-009, 5.2500133514404297E+000, 1.0000000000000000E+000, 2.5866914540529251E-002, 2.5866929441690445E-002, 9.1395921941739289E-009, 5.2500233650207520E+000, 9.1395921941739289E-009, 3.1426800537109375E+002, 3.1426800537109375E+002, 2.5866929441690445E-002, 2.5866929441690445E-002, 9.1395921941739289E-009, 1.3252453613281250E+002, 0.0000000000000000E+000, 1.3252453613281250E+002, 9.1395921941739289E-009
41, 3.1314999389648438E+002, 8.5000000000000000E+004, 9.5459932088851929E-001, 3.2279339599609375E+002, 5.2500000000000000E+000, 4.0653977543115616E-002, 1.3551324605941772E-002, 1.0000000036274937E-015, 4.0000000596046448E-001, 2.3967297363281250E+003, 9.8218600000000000E+006, 9.1546535491943359E-001, 1.0000000000000000E+006, 0.0000000000000000E+000, 3.7365932800000000E+008, 9.9999999392252903E-009, 1.0000000000000000E+000, 1.0000000000000000E+000, 5.4205689579248428E-002, 5.4204616695642471E-002, 6.8455159407676547E-007, 5.2517185211181641E+000,-2.0000000000000000E+000, 5.4199878126382828E-002, 5.4205302149057388E-002, 0.0000000000000000E+000, 5.2500000000000000E+000, 0.0000000000000000E+000, 3.2804339599609375E+002, 3.2804339599609375E+002, 5.4205302149057388E-002, 5.4205302149057388E-002, 1.0000000036274937E-015, 1.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
42, 3.3000000000000000E+002, 1.0000000000000000E+005, 1.0000000000000000E+000, 3.2475000000000000E+002, 5.2500000000000000E+000, 2.5918644666671753E-001,-5.1837280392646790E-002, 9.9999999600419720E-013, 9.0000000000000000E+001, 2.3967297363281250E+003, 9.8218600000000000E+006, 9.9519950151443481E-001, 2.0000000000000000E+008, 5.0000000000000000E+006, 4.0620387200000000E+008, 3.3510334399933575E-014, 1.0000000000000000E+000, 1.0000000000000000E+000, 2.0720523595809937E-001, 2.0718030631542206E-001, 1.6885838704183698E-004, 5.6547079086303711E+000,-1.0000000000000000E+000, 2.0661874115467072E-001, 2.0720523595809937E-001, 1.4392874436452985E-004, 5.5949583053588867E+000, 1.4392874436452985E-004, 3.3034497070312500E+002, 3.3034497070312500E+002, 2.0720523595809937E-001, 2.0720523595809937E-001, 1.4392874436452985E-004, 2.0427443200000000E+008, 7.2556250000000000E+005, 4.2744375000000000E+006, 1.4392874436452985E-004
43, 3.5000000000000000E+002, 1.0000000000000000E+005, 1.0000000000000000E+000, 3.4475000000000000E+002, 5.2500000000000000E+000, 1.7046060562133789E+000,-3.4092116355895996E-001, 9.9999999392252903E-009, 2.5000000000000000E+002, 2.3967297363281250E+003, 9.8218600000000000E+006, 9.3833100795745850E-001, 1.0000000000000000E+009, 5.0000000000000000E+006, 3.8299225600000000E+008, 5.2359895932885259E-013, 1.0000000000000000E+000, 1.0000000000000000E+000, 1.4639624357223511E+000, 1.3587161302566528E+000, 4.9687856808304787E-003, 1.7158813476562500E+001,-2.0000000000000000E+000, 9.0912324190139771E-001, 1.3636848926544189E+000, 0.0000000000000000E+000, 5.2499771118164062E+000, 0.0000000000000000E+000, 3.5000000000000000E+002, 3.5000000000000000E+002, 1.3636848926544189E+000, 1.3636848926544189E+000, 9.9999999392252903E-009, 1.0000000000000000E+009, 5.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000
44, 2.1631489257812500E+003, 1.0500000000000000E+005, 1.0140466690063477E+000, 2.0331848144531250E+003, 1.0000000000000000E+002, 3.9597230468750000E+004,-7.9194472656250000E+003, 9.9999999600419720E-013, 0.0000000000000000E+000, 2.3967297363281250E+003, 9.8218600000000000E+006, 1.5941417217254639E-001, 0.0000000000000000E+000, 2.0000000000000000E+008, 6.5067008000000000E+007, 1.6755166698523283E-011, 1.0000000000000000E+000, 1.0000000000000000E+000, 1.6672550781250000E+004, 3.1677369140625000E+004, 4.1465762257575989E-001, 1.0800556640625000E+003, 1.0000000000000000E+000, 1.6672550781250000E+004, 3.1676476562500000E+004, 1.3071973323822021E+000, 3.1896000976562500E+003, 1.3071973323822021E+000, 5.2227851562500000E+003, 5.2227851562500000E+003, 3.1676476562500000E+004, 3.1676476562500000E+004, 1.3071973323822021E+000, 2.0000000000000000E+008, 0.0000000000000000E+000, 2.0000000000000000E+008, 1.3071973323822021E+000
45, 2.1631499023437500E+003, 1.0500000000000000E+005, 1.0140466690063477E+000, 2.0331857910156250E+003, 1.0000000000000000E+002, 4.1848101806640625E+002, 4.1429621093750000E+004, 9.9999999600419720E-013, 4.0000000596046448E-001, 2.3967297363281250E+003, 9.8218600000000000E+006, 1.5941411256790161E-001, 1.0000000000000000E+006, 2.0000000000000000E+008, 6.5066984000000000E+007, 3.3510333397046566E-011, 1.0000000000000000E+000, 1.0000000000000000E+000, 1.6739240234375000E+004, 4.1847410156250000E+004, 6.9109684228897095E-001, 1.7334281005859375E+003, 1.0000000000000000E+000, 1.6739240234375000E+004, 4.1845222656250000E+004, 2.8772089481353760E+000, 6.9003701171875000E+003, 2.8772089481353760E+000, 8.9335556640625000E+003, 8.9335556640625000E+003, 4.1845222656250000E+004, 4.1845222656250000E+004, 2.8772089481353760E+000, 2.0100000000000000E+008, 0.0000000000000000E+000, 2.0000000000000000E+008, 2.8772089481353760E+000
46, 2.1631508789062500E+003, 2.5000000000000000E+005, 1.2994800806045532E+000, 1.5646279296875000E+003, 1.0000000000000000E+002, 1.3304696044921875E+003, 1.3171650000000000E+005, 4.9999998882412910E-003, 9.0000000000000000E+001, 2.3967297363281250E+003, 9.8218600000000000E+006, 3.7955719232559204E-001, 2.0000000000000000E+008, 8.0000000000000000E+008, 1.5492129600000000E+008, 6.7020666794093131E-011, 1.0000000000000000E+000, 1.0000000000000000E+000, 1.3304696289062500E+004, 1.3304282812500000E+005, 4.1515555381774902E+000, 7.7478071289062500E+003, 1.0000000000000000E+000, 1.3304696289062500E+004, 1.3290959375000000E+005, 1.3739266967773438E+002, 2.5349451562500000E+005, 1.3738766479492188E+002, 2.5505910937500000E+005, 2.5505910937500000E+005, 1.3290957812500000E+005, 1.3290957812500000E+005, 1.3739266967773438E+002, 1.0000000000000000E+009, 0.0000000000000000E+000, 8.0000000000000000E+008, 1.3738766479492188E+002
47, 2.8000100708007812E+002, 2.5000000000000000E+005, 1.2994800806045532E+000, 1.1547157287597656E+002, 1.0000000000000000E+002, 8.5514482634607702E-005, 8.4659345448017120E-003, 2.0000000298023224E-001, 2.5000000000000000E+002, 2.4742839355468750E+003, 1.0139680000000000E+007, 3.0944666862487793E+000, 1.0000000000000000E+009, 8.0000000000000000E+008, 1.2630476800000000E+009, 9.9999999392252903E-009, 1.0000000000000000E+000,-1.0000000000000000E+000, 8.5115525871515274E-003, 8.6378268897533417E-003, 1.9991362094879150E-001, 9.9835533142089844E+001, 1.0000000000000000E+000, 8.5856998339295387E-003, 8.5862968116998672E-003, 1.9996514916419983E-001, 9.9933647155761719E+001, 0.0000000000000000E+000, 2.1547157287597656E+002, 2.1547157287597656E+002, 8.5514485836029053E-003, 8.5514485836029053E-003, 2.0000000298023224E-001, 1.0000000000000000E+009, 8.0000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
48, 1.6314900207519531E+002, 1.5000000000000000E+004, 5.8136308193206787E-001, 2.8063186645507812E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5925053710937500E+003, 1.0624154000000000E+007, 3.2030552625656128E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3073695200000000E+008, 3.3510334399933575E-014, 0.0000000000000000E+000,-2.0000000000000000E+000, 8.3642808235140365E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,-2.0000000000000000E+000, 8.3642808235140365E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.8063186645507812E+002, 2.8063186645507812E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
49, 1.6314999389648438E+002, 1.5000000000000000E+004, 5.8136308193206787E-001, 2.8063357543945312E+002, 0.0000000000000000E+000, 4.1988688082028602E-009, 0.0000000000000000E+000, 1.0000000036274937E-015, 4.0000000596046448E-001, 2.5925053710937500E+003, 1.0624154000000000E+007, 3.2030355930328369E-001, 1.0000000000000000E+006, 0.0000000000000000E+000, 1.3073614400000000E+008, 5.2359895932885259E-013, 0.0000000000000000E+000,-2.0000000000000000E+000, 8.3977376164057205E-009, 4.1988696963812799E-009, 0.0000000000000000E+000,-4.4593569288597923E-012,-2.0000000000000000E+000, 8.3977376164057205E-009, 4.1988696963812799E-009, 0.0000000000000000E+000,-4.4593569288597923E-012, 0.0000000000000000E+000, 2.8063357543945312E+002, 2.8063357543945312E+002, 4.1988688082028602E-009, 4.1988688082028602E-009, 1.0000000036274937E-015, 1.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
50, 1.8000000000000000E+002, 3.0000000000000000E+004, 7.0877897739410400E-001, 2.5395787048339844E+002, 0.0000000000000000E+000, 3.4242489732605463E-007, 0.0000000000000000E+000, 9.9999999600419720E-013, 9.0000000000000000E+001, 2.5925053710937500E+003, 1.0624154000000000E+007, 5.8063900470733643E-001, 2.0000000000000000E+008, 5.0000000000000000E+006, 2.3699550400000000E+008, 1.6755166698523283E-011, 0.0000000000000000E+000,-1.0000000000000000E+000, 3.4242523838656780E-007, 3.4242523838656780E-007, 6.5893948283934911E-013,-1.2474992150401931E-009, 0.0000000000000000E+000, 3.4242523838656780E-007, 3.4242523838656780E-007, 6.5893948283934911E-013,-1.2474992150401931E-009, 0.0000000000000000E+000, 2.5395787048339844E+002, 2.5395787048339844E+002, 3.4242489732605463E-007, 3.4242489732605463E-007, 9.9999999600419720E-013, 2.0000000000000000E+008, 5.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000
51, 2.3314999389648438E+002, 3.0000000000000000E+004, 7.0877897739410400E-001, 3.2894598388671875E+002, 0.0000000000000000E+000, 1.0027379030361772E-003, 3.3424596767872572E-004, 9.9999999392252903E-009, 2.5000000000000000E+002, 2.5925053710937500E+003, 1.0624154000000000E+007, 4.4790977239608765E-001, 1.0000000000000000E+009, 5.0000000000000000E+006, 1.8282032000000000E+008, 3.3510333397046566E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3369838707149029E-003, 1.3369838707149029E-003, 9.9999999392252903E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3369838707149029E-003, 1.3369838707149029E-003, 9.9999999392252903E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2894598388671875E+002, 3.2894598388671875E+002, 1.3369838707149029E-003, 1.3369838707149029E-003, 9.9999999392252903E-009, 1.0000000000000000E+009, 5.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000
52, 2.4412298583984375E+002, 5.0000000000000000E+004, 8.2023179531097412E-001, 3.1762683105468750E+002,-2.0000000000000000E+001, 5.1346316467970610E-004, 1.7115438822656870E-004, 9.9999999600419720E-013, 0.0000000000000000E+000, 2.5637255859375000E+003, 1.0506214000000000E+007, 7.1324402093887329E-001, 0.0000000000000000E+000, 2.0000000000000000E+008, 2.9112000000000000E+008, 6.7020666794093131E-011, 0.0000000000000000E+000, 1.0000000000000000E+000, 6.8461691262200475E-004, 6.8461697082966566E-004, 5.5020776823511142E-010,-1.9999998092651367E+001, 1.0000000000000000E+000, 6.8461691262200475E-004, 6.8461697082966566E-004, 6.0013571889783179E-010,-1.9999998092651367E+001, 5.9913574101955192E-010, 2.9762683105468750E+002, 2.9762683105468750E+002, 6.8461697082966566E-004, 6.8461697082966566E-004, 6.0013571889783179E-010, 0.0000000000000000E+000, 2.0000000000000000E+008, 0.0000000000000000E+000, 6.4906374719342352E-010
53, 2.6314999389648438E+002, 5.0000000000000000E+004, 8.2023179531097412E-001, 3.4082394409179688E+002,-2.0000000000000000E+001, 2.6771766133606434E-003, 8.9239235967397690E-004, 9.9999999600419720E-013, 4.0000000596046448E-001, 2.5154814453125000E+003, 1.0308508000000000E+007, 6.6051495075225830E-001, 1.0000000000000000E+006, 2.0000000000000000E+008, 2.6959795200000000E+008, 9.9999999392252903E-009, 0.0000000000000000E+000, 1.0000000000000000E+000, 3.5692120436578989E-003, 3.5693605896085501E-003, 2.0846232473559212E-007,-1.9999361038208008E+001, 1.0000000000000000E+000, 3.5692120436578989E-003, 3.5692737437784672E-003, 2.9521939381993434E-007,-1.9999095916748047E+001, 2.9521839906010428E-007, 3.2082485961914062E+002, 3.2082485961914062E+002, 3.5692737437784672E-003, 3.5692737437784672E-003, 2.9521939381993434E-007, 1.0000000000000000E+006, 2.0000000000000000E+008, 0.0000000000000000E+000, 2.9521839906010428E-007
54, 2.7314898681640625E+002, 7.0000000000000000E+004, 9.0305477380752563E-001, 3.2247222900390625E+002,-2.0000000000000000E+001, 1.3148813508450985E-002,-2.6297625154256821E-003, 4.9999998882412910E-003, 9.0000000000000000E+001, 2.4908762207031250E+003, 1.0207676000000000E+007, 8.8713002204895020E-001, 2.0000000000000000E+008, 8.0000000000000000E+008, 3.6209388800000000E+008, 3.3510334399933575E-014, 0.0000000000000000E+000, 1.0000000000000000E+000, 1.0448674671351910E-002, 1.0447175242006779E-002, 5.0718756392598152E-003,-1.9801746368408203E+001,-1.0000000000000000E+000, 1.0445640422403812E-002, 1.0448674671351910E-002, 5.0703762099146843E-003,-1.9805881500244141E+001, 7.0376321673393250E-005, 3.0266635131835938E+002, 3.0266635131835938E+002, 1.0448674671351910E-002, 1.0448674671351910E-002, 5.0703762099146843E-003, 2.0000000000000000E+008, 8.0000000000000000E+008, 0.0000000000000000E+000, 7.0376321673393250E-005
55, 2.7314999389648438E+002, 7.0000000000000000E+004, 9.0305477380752563E-001, 3.2247332763671875E+002,-2.0000000000000000E+001, 3.5624995827674866E-002,-7.1249976754188538E-003, 2.0000000298023224E-001, 2.5000000000000000E+002, 2.4908737792968750E+003, 1.0207666000000000E+007, 8.7759351730346680E-001, 1.0000000000000000E+009, 8.0000000000000000E+008, 3.5820144000000000E+008, 5.2359895932885259E-013, 0.0000000000000000E+000, 1.0000000000000000E+000, 2.7754679322242737E-002, 2.6362506672739983E-002, 2.0213750004768372E-001,-1.4104207992553711E+001,-1.0000000000000000E+000, 2.1725026890635490E-002, 2.7754679322242737E-002, 2.0074532926082611E-001,-1.7944202423095703E+001, 7.4532628059387207E-004, 3.0452914428710938E+002, 3.0452914428710938E+002, 2.7754671871662140E-002, 2.7754671871662140E-002, 2.0074532926082611E-001, 1.0000000000000000E+009, 8.0000000000000000E+008, 0.0000000000000000E+000, 7.4532628059387207E-004
56, 3.0000000000000000E+002, 8.5000000000000000E+004, 9.5459932088851929E-001, 3.0901797485351562E+002, 5.2500000000000000E+000, 6.1433918774127960E-002,-1.2286782264709473E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4269912109375000E+003, 9.9458730000000000E+006, 9.5844674110412598E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.9120275200000000E+008, 1.6755166698523283E-011, 1.0000000000000000E+000, 1.0000000000000000E+000, 5.0909221172332764E-002, 4.4180572032928467E-002, 4.9665630795061588E-003, 1.7877082824707031E+001,-2.0000000000000000E+000, 2.5866914540529251E-002, 4.9147136509418488E-002, 0.0000000000000000E+000, 5.2499990463256836E+000, 0.0000000000000000E+000, 3.1426797485351562E+002, 3.1426797485351562E+002, 4.9147136509418488E-002, 4.9147136509418488E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
57, 3.1314999389648438E+002, 8.5000000000000000E+004, 9.5459932088851929E-001, 3.2279339599609375E+002, 5.2500000000000000E+000, 1.3549969298765063E-003, 1.3414470851421356E-001, 1.0000000036274937E-015, 4.0000000596046448E-001, 2.3967297363281250E+003, 9.8218600000000000E+006, 8.9143681526184082E-001, 1.0000000000000000E+006, 0.0000000000000000E+000, 3.6385177600000000E+008, 3.3510333397046566E-011, 1.0000000000000000E+000, 1.0000000000000000E+000, 1.8064729869365692E-001, 1.2523907423019409E-001, 1.0260636918246746E-002, 3.1011566162109375E+001,-2.0000000000000000E+000, 5.4199878126382828E-002, 1.3549970090389252E-001, 0.0000000000000000E+000, 5.2499980926513672E+000, 0.0000000000000000E+000, 3.2804339599609375E+002, 3.2804339599609375E+002, 1.3549970090389252E-001, 1.3549970090389252E-001, 1.0000000036274937E-015, 1.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
58, 3.3000000000000000E+002, 1.0000000000000000E+005, 1.0000000000000000E+000, 3.2475000000000000E+002, 5.2500000000000000E+000, 2.0328350365161896E-002, 2.0125067234039307E+000, 9.9999999600419720E-013, 9.0000000000000000E+001, 2.3967297363281250E+003, 9.8218600000000000E+006, 9.9519950151443481E-001, 2.0000000000000000E+008, 5.0000000000000000E+006, 4.0620387200000000E+008, 6.7020666794093131E-011, 1.0000000000000000E+000, 1.0000000000000000E+000, 4.1855228424072266E+001, 1.9568489789962769E+000, 7.5986132025718689E-002, 1.8736822509765625E+002,-2.0000000000000000E+000, 2.0328348875045776E-001, 2.0328350067138672E+000, 0.0000000000000000E+000, 5.2500000000000000E+000, 0.0000000000000000E+000, 3.3000000000000000E+002, 3.3000000000000000E+002, 2.0328350067138672E+000, 2.0328350067138672E+000, 9.9999999600419720E-013, 2.0000000000000000E+008, 5.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000
59, 3.5000000000000000E+002, 1.0000000000000000E+005, 1.0000000000000000E+000, 3.4475000000000000E+002, 5.2500000000000000E+000, 9.0003199875354767E-003, 8.9103174209594727E-001, 9.9999999392252903E-009, 2.5000000000000000E+002, 2.3967297363281250E+003, 9.8218600000000000E+006, 9.3833100795745850E-001, 1.0000000000000000E+009, 5.0000000000000000E+006, 3.8299225600000000E+008, 9.9999999392252903E-009, 1.0000000000000000E+000,-2.0000000000000000E+000, 9.0912324190139771E-001, 9.0003204345703125E-001, 0.0000000000000000E+000, 5.2499761581420898E+000,-2.0000000000000000E+000, 9.0912324190139771E-001, 9.0003204345703125E-001, 0.0000000000000000E+000, 5.2499761581420898E+000, 0.0000000000000000E+000, 3.5000000000000000E+002, 3.5000000000000000E+002, 9.0003204345703125E-001, 9.0003204345703125E-001, 9.9999999392252903E-009, 1.0000000000000000E+009, 5.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000
60, 2.1631489257812500E+003, 1.0500000000000000E+005, 1.0140466690063477E+000, 2.0331848144531250E+003, 1.0000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3362587890625000E+003, 0.0000000000000000E+000, 2.3967297363281250E+003, 9.8218600000000000E+006, 1.6910654306411743E-001, 0.0000000000000000E+000, 2.0000000000000000E+008, 6.9023080000000000E+007, 3.3510334399933575E-014, 1.0000000000000000E+000,-2.0000000000000000E+000, 1.1948971812003606E-009, 8.3362587890625000E+003, 0.0000000000000000E+000,-1.9702898000000000E+007, 1.0000000000000000E+000, 1.6672517578125000E+004, 0.0000000000000000E+000, 8.3362587890625000E+003, 1.0000000000000000E+002, 0.0000000000000000E+000, 2.1331848144531250E+003, 2.1331848144531250E+003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3362587890625000E+003, 0.0000000000000000E+000, 2.0000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
61, 2.1631499023437500E+003, 1.0500000000000000E+005, 1.0140466690063477E+000, 2.0331857910156250E+003, 1.0000000000000000E+002, 8.3696201171875000E+003, 0.0000000000000000E+000, 1.6739240234375000E+004, 4.0000000596046448E-001, 2.3967297363281250E+003, 9.8218600000000000E+006, 1.5941411256790161E-001, 1.0000000000000000E+006, 2.0000000000000000E+008, 6.5066984000000000E+007, 5.2359895932885259E-013, 1.0000000000000000E+000,-1.0000000000000000E+000, 1.1996766913213719E-009, 1.6739240234375000E+004, 8.3696201171875000E+003,-1.9781748000000000E+007, 1.0000000000000000E+000, 1.1996766913213719E-009, 0.0000000000000000E+000, 2.5108859375000000E+004, 1.9781948000000000E+007, 8.3696191406250000E+003, 1.9783980000000000E+007, 1.9783980000000000E+007, 9.7656250000000000E-004, 9.7656250000000000E-004, 2.5108859375000000E+004, 2.0100000000000000E+008, 0.0000000000000000E+000, 2.0000000000000000E+008, 8.3696191406250000E+003
62, 2.1631508789062500E+003, 2.5000000000000000E+005, 1.2994800806045532E+000, 1.5646279296875000E+003, 1.0000000000000000E+002, 1.3304683593750000E+004, 0.0000000000000000E+000, 4.9999998882412910E-003, 9.0000000000000000E+001, 2.3967297363281250E+003, 9.8218600000000000E+006, 3.7955719232559204E-001, 2.0000000000000000E+008, 8.0000000000000000E+008, 1.5492129600000000E+008, 1.6755166698523283E-011, 1.0000000000000000E+000,-2.0000000000000000E+000, 1.3160304687500000E+004, 1.3304688476562500E+004, 0.0000000000000000E+000, 9.0778121948242188E+001, 1.0000000000000000E+000, 1.3304644531250000E+004, 1.3304683593750000E+004, 4.9979346804320812E-003, 9.9996192932128906E+001, 0.0000000000000000E+000, 1.6646279296875000E+003, 1.6646279296875000E+003, 1.3304683593750000E+004, 1.3304683593750000E+004, 4.9999998882412910E-003, 2.0000000000000000E+008, 8.0000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
63, 2.8000100708007812E+002, 2.5000000000000000E+005, 1.2994800806045532E+000, 1.1547157287597656E+002, 1.0000000000000000E+002, 6.4783701673150063E-003, 2.1594567224383354E-003, 2.0000000298023224E-001, 2.5000000000000000E+002, 2.4742839355468750E+003, 1.0139680000000000E+007, 3.0943050384521484E+000, 1.0000000000000000E+009, 8.0000000000000000E+008, 1.2629816320000000E+009, 3.3510333397046566E-011, 1.0000000000000000E+000, 0.0000000000000000E+000, 8.6378268897533417E-003, 8.6378268897533417E-003, 2.0000000298023224E-001, 1.0000000000000000E+002, 0.0000000000000000E+000, 8.6378268897533417E-003, 8.6378268897533417E-003, 2.0000000298023224E-001, 1.0000000000000000E+002, 0.0000000000000000E+000, 2.1547157287597656E+002, 2.1547157287597656E+002, 8.6378268897533417E-003, 8.6378268897533417E-003, 2.0000000298023224E-001, 1.0000000000000000E+009, 8.0000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
64, 1.6314900207519531E+002, 1.5000000000000000E+004, 5.8136308193206787E-001, 2.8063186645507812E+002, 0.0000000000000000E+000, 6.2732166128398603E-009, 2.0910722042799534E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5925053710937500E+003, 1.0624154000000000E+007, 3.2030552625656128E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3073695200000000E+008, 6.7020666794093131E-011, 0.0000000000000000E+000, 1.0000000000000000E+000, 8.3642808235140365E-009, 8.3642808235140365E-009, 7.9935617315878699E-015, 3.5646142287903970E-011, 0.0000000000000000E+000, 8.3642808235140365E-009, 8.3642808235140365E-009, 7.9935617315878699E-015, 3.5646142287903970E-011, 7.9935617315878699E-015, 2.8063186645507812E+002, 2.8063186645507812E+002, 8.3642808235140365E-009, 8.3642808235140365E-009, 7.9935617315878699E-015, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.9935617315878699E-015
65, 1.6314999389648438E+002, 1.5000000000000000E+004, 5.8136308193206787E-001, 2.8063357543945312E+002, 0.0000000000000000E+000, 6.2989333748930676E-009, 2.0996444582976892E-009, 1.0000000036274937E-015, 4.0000000596046448E-001, 2.5925053710937500E+003, 1.0624154000000000E+007, 3.2030355930328369E-001, 1.0000000000000000E+006, 0.0000000000000000E+000, 1.3073614400000000E+008, 9.9999999392252903E-009, 0.0000000000000000E+000, 1.0000000000000000E+000, 8.3977376164057205E-009, 8.3977376164057205E-009, 8.4121219105087741E-013, 3.7468059765899397E-009, 0.0000000000000000E+000, 8.3977376164057205E-009, 8.3977376164057205E-009, 8.4121219105087741E-013, 3.7468059765899397E-009, 8.4021217717708541E-013, 2.8063357543945312E+002, 2.8063357543945312E+002, 8.3977376164057205E-009, 8.3977376164057205E-009, 8.4121219105087741E-013, 1.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.4021217717708541E-013
