case,repetition,dt_s,rho_kg_m3,pressure_pa,exner,temperature_k,rain_diameter_m,ice_diameter_m,snow_diameter_m,graupel_diameter_m,hail_diameter_m,graupel_density_kg_m3,hail_density_kg_m3,theta_before_k,qv_before,qc_before,qr_before,qnr_before_per_kg,qi_before,qni_before_per_kg,qs_before,qns_before_per_kg,qg_before,qng_before_per_kg,qvolg_before_m3_per_kg,qh_before,qnh_before_per_kg,qvolh_before_m3_per_kg,theta_after_k,qv_after,qc_after,qr_after,qnr_after_per_kg,qi_after,qni_after_per_kg,qs_after,qns_after_per_kg,qg_after,qng_after_per_kg,qvolg_after_m3_per_kg,qh_after,qnh_after_per_kg,qvolh_after_m3_per_kg
4,2, 1.0000000000000000E+001, 9.6600002050399780E-001, 7.9000000000000000E+004, 9.3482851982116699E-001, 2.3880000305175781E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 2.9999999242136255E-005, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.5544792175292969E+002, 2.5863794144243002E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000002374872565E-004, 3.5367766400000000E+008, 1.0000000474974513E-003, 1.1317684326171875E+003, 1.9999999949504854E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5544792175292969E+002, 2.5863794144243002E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000002374872565E-004, 3.5367766400000000E+008, 1.0000000474974513E-003, 1.1317684326171875E+003, 1.9999999949504854E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
5,2, 1.0000000000000000E+001, 9.6750003099441528E-001, 7.8750000000000000E+004, 9.3398177623748779E-001, 2.3900000000000000E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 7.9999997979030013E-005, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.5589364624023438E+002, 2.6466915733180940E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000002374872565E-004, 1.8650972000000000E+007, 1.0000000474974513E-003, 1.1317684326171875E+003, 1.9999999949504854E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5589364624023438E+002, 2.6466915733180940E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9998617032542825E-004, 1.8650504000000000E+007, 1.0000139009207487E-003, 1.1317684326171875E+003, 2.0000811673526186E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
6,2, 1.0000000000000000E+001, 9.6900004148483276E-001, 7.8500000000000000E+004, 9.3313312530517578E-001, 2.3919999694824219E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 1.9999999494757503E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 2.9000000000000000E+002, 9.0000000000000000E+002, 2.5634069824218750E+002, 2.7083265013061464E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000002374872565E-004, 1.1936622500000000E+006, 1.0000000474974513E-003, 1.9513250732421875E+003, 3.4482759474485647E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5634069824218750E+002, 2.7083265013061464E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000002374872565E-004, 1.1936622500000000E+006, 1.0000000474974513E-003, 1.9513250732421875E+003, 3.4482759474485647E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
7,2, 1.0000000000000000E+001, 9.7050005197525024E-001, 7.8250000000000000E+004, 9.3228256702423096E-001, 2.3939999389648438E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 1.9999999494757503E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 4.5000000000000000E+002, 9.0000000000000000E+002, 2.5678909301757812E+002, 2.7713170857168734E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000002374872565E-004, 1.1936622500000000E+006, 1.0000000474974513E-003, 1.2575205078125000E+003, 2.2222222924028756E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5678909301757812E+002, 2.7713170857168734E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9996137386187911E-004, 1.1935897500000000E+006, 1.0000386973842978E-003, 1.2575205078125000E+003, 2.2224494387046434E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
8,2, 1.0000000000000000E+001, 9.7200006246566772E-001, 7.8000000000000000E+004, 9.3143004179000854E-001, 2.3960000610351562E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.5723886108398438E+002, 2.8356950497254729E-004, 0.0000000000000000E+000, 5.0000002374872565E-004, 9.5492938232421875E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 1.1317684326171875E+003, 1.9999999949504854E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5725244140625000E+002, 2.8356950497254729E-004, 0.0000000000000000E+000, 4.5000002137385309E-004, 9.0590789794921875E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0500000789761543E-003, 1.1317684326171875E+003, 2.1000000742787961E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
9,2, 1.0000000000000000E+001, 9.7350001335144043E-001, 7.7750000000000000E+004, 9.3057554960250854E-001, 2.3980000305175781E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.5769000244140625E+002, 2.9014778556302190E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999494757503E-004, 6.9724456250000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.3157272338867188E+001, 1.1111111462014378E-006, 2.5769000244140625E+002, 2.9014778556302190E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999494757503E-004, 6.9724456250000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.3157272338867188E+001, 1.1111111462014378E-006
10,2, 1.0000000000000000E+001, 9.7500002384185791E-001, 7.7500000000000000E+004, 9.2971909046173096E-001, 2.4000000000000000E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.5814248657226562E+002, 2.9687114874832332E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999494757503E-004, 6.9724456250000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.3157272338867188E+001, 1.1111111462014378E-006, 2.5814248657226562E+002, 2.9687114874832332E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9867322407662868E-004, 6.9268568750000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0013268329203129E-003, 3.3157272338867188E+001, 1.1137647106806980E-006
11,2, 1.0000000000000000E+001, 9.7650003433227539E-001, 7.7250000000000000E+004, 9.2886066436767578E-001, 2.4019999694824219E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.5859637451171875E+002, 3.0374125344678760E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000002374872565E-004, 3.5367762500000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.3157272338867188E+001, 1.1111111462014378E-006, 2.5859637451171875E+002, 3.0374125344678760E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9992743879556656E-004, 3.5363309375000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000726906582713E-003, 3.3157272338867188E+001, 1.1112563242932083E-006
12,2, 1.0000000000000000E+001, 9.7800004482269287E-001, 7.7000000000000000E+004, 9.2800027132034302E-001, 2.4039999389648438E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.5905163574218750E+002, 3.1076167942956090E-004, 0.0000000000000000E+000, 5.0000002374872565E-004, 9.5492938232421875E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.3157272338867188E+001, 1.1111111462014378E-006, 2.5905609130859375E+002, 3.1076167942956090E-004, 0.0000000000000000E+000, 4.8379160580225289E-004, 9.3914654541015625E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0162084363400936E-003, 3.3157272338867188E+001, 1.1291205055385944E-006
13,2, 1.0000000000000000E+001, 9.7950005531311035E-001, 7.6750000000000000E+004, 9.2713785171508789E-001, 2.4060000610351562E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.5950833129882812E+002, 3.1793606467545033E-004, 9.9999998245167004E-014, 5.0000002374872565E-004, 9.5492938232421875E+002, 1.9999999494757503E-004, 6.9724456250000000E+005, 5.0000002374872565E-004, 3.5367762500000000E+005, 1.0000000474974513E-003, 1.1317684326171875E+003, 1.9999999949504854E-006, 1.0000000474974513E-003, 3.3157272338867188E+001, 1.1111111462014378E-006, 2.5952658081054688E+002, 3.1793606467545033E-004, 9.9999998245167004E-014, 4.3377914698794484E-004, 8.8992425537109375E+002, 1.9859401800204068E-004, 6.9241631250000000E+005, 4.9988151295110583E-004, 3.5359793750000000E+005, 1.0501190554350615E-003, 1.1317684326171875E+003, 2.1007001578254858E-006, 1.0176263749599457E-003, 3.3157272338867188E+001, 1.1319453960823012E-006
14,2, 1.0000000000000000E+001, 9.8100006580352783E-001, 7.6500000000000000E+004, 9.2627346515655518E-001, 2.4080000305175781E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 1.5000000712461770E-004, 1.5000000130385160E-003, 1.5000000130385160E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.5996643066406250E+002, 3.2526609720662236E-004, 9.9999998245167004E-014, 4.9999998736893758E-006, 9.5492935180664062E+000, 3.0000001061125658E-006, 1.0458668945312500E+004, 4.9999998882412910E-003, 2.8294206000000000E+007, 5.0000000745058060E-002, 5.6588417968750000E+004, 1.0000000474974513E-004, 5.0000000745058060E-002, 3.1438013671875000E+004, 5.5555556173203513E-005, 2.5996670532226562E+002, 3.2526609720662236E-004, 9.9999998245167004E-014, 3.9999999899009708E-006, 7.6394352912902832E+000, 2.6551335849944735E-006, 9.2614218750000000E+003, 4.9125566147267818E-003, 2.7883064000000000E+007, 5.0026554614305496E-002, 5.6588417968750000E+004, 1.0015425505116582E-004, 5.0062235444784164E-002, 3.1438013671875000E+004, 5.5679585784673691E-005
15,2, 1.0000000000000000E+001, 9.8250001668930054E-001, 7.6250000000000000E+004, 9.2540705204010010E-001, 2.4100000000000000E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 8.0000003799796104E-003, 1.7000000000000000E+002, 5.0000000000000000E+002, 2.6042593383789062E+002, 3.3275698660872877E-004, 9.9999998245167004E-014, 7.9999997979030013E-004, 1.5278869628906250E+003, 3.0000001424923539E-004, 1.0458669375000000E+006, 7.9999997979030013E-004, 1.2223096875000000E+005, 2.0000000949949026E-003, 8.3218267822265625E+002, 1.1764706869143993E-005, 2.0000000949949026E-003, 1.4920771598815918E+001, 3.9999999899009708E-006, 2.6045938110351562E+002, 3.3275698660872877E-004, 9.9999998245167004E-014, 6.7932164529338479E-004, 1.3215040283203125E+003, 2.9574686777777970E-004, 1.0311531875000000E+006, 7.9980812733992934E-004, 1.2219716406250000E+005, 2.0801867358386517E-003, 8.3218267822265625E+002, 1.1925803846679628E-005, 2.0449368748813868E-003, 1.4920771598815918E+001, 4.0537152017350309E-006
16,2, 1.0000000000000000E+001, 9.8400002717971802E-001, 7.6000000000000000E+004, 9.2453855276107788E-001, 2.4119999694824219E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 1.8000000636675395E-005, 5.0000002374872565E-004, 5.0000002374872565E-004, 1.7000000000000000E+002, 5.0000000000000000E+002, 2.6088690185546875E+002, 3.4041062463074923E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000001061125658E-006, 1.0458668945312500E+004, 5.0000002374872565E-004, 1.6373964800000000E+009, 5.0000000745058060E-002, 4.4937855000000000E+006, 2.9411766445264220E-004, 5.0000000745058060E-002, 1.5278870000000000E+006, 1.0000000474974513E-004, 2.6088690185546875E+002, 3.4041062463074923E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5123192699538777E-006, 8.7969941406250000E+003, 4.8920494737103581E-004, 1.6042023680000000E+009, 5.0000112503767014E-002, 4.4937855000000000E+006, 2.9411830473691225E-004, 5.0011172890663147E-002, 1.5278870000000000E+006, 1.0002234921557829E-004
17,2, 1.0000000000000000E+001, 9.8550003767013550E-001, 7.5750000000000000E+004, 9.2366808652877808E-001, 2.4139999389648438E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 1.5000000712461770E-004, 3.4999998752027750E-004, 5.0000002374872565E-004, 9.0000000000000000E+002, 5.0000000000000000E+002, 2.6134927368164062E+002, 3.4823082387447357E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9999998736893758E-006, 2.8294207031250000E+004, 1.0000000149011612E-001, 4.9494250000000000E+006, 1.1111111234640703E-004, 5.0000000745058060E-002, 1.5278870000000000E+006, 1.0000000474974513E-004, 2.6134927368164062E+002, 3.4823082387447357E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5324131860979833E-006, 2.6785615234375000E+004, 1.0000025480985641E-001, 4.9494250000000000E+006, 1.1111261119367555E-004, 5.0000213086605072E-002, 1.5278870000000000E+006, 1.0000043403124437E-004
18,2, 1.0000000000000000E+001, 9.8700004816055298E-001, 7.5500000000000000E+004, 9.2279547452926636E-001, 2.4160000610351562E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 1.5000000130385160E-003, 1.5000000130385160E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.6181317138671875E+002, 3.5622177529148757E-004, 0.0000000000000000E+000, 4.9999998736893758E-006, 9.5492935180664062E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000000745058060E-002, 5.6588417968750000E+004, 1.0000000474974513E-004, 5.0000000745058060E-002, 3.1438013671875000E+004, 5.5555556173203513E-005, 2.6181344604492188E+002, 3.5622177529148757E-004, 0.0000000000000000E+000, 3.9999999899009708E-006, 7.6394343376159668E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000499933958054E-002, 5.6588417968750000E+004, 1.0000100883189589E-004, 5.0000499933958054E-002, 3.1438013671875000E+004, 5.5556112783960998E-005
19,2, 1.0000000000000000E+001, 9.8850005865097046E-001, 7.5250000000000000E+004, 9.2192089557647705E-001, 2.4180000305175781E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 3.4999998752027750E-004, 5.0000002374872565E-004, 9.0000000000000000E+002, 7.0000000000000000E+002, 2.6227847290039062E+002, 3.6438522511161864E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000149011612E-001, 4.9494250000000000E+006, 1.1111111234640703E-004, 5.0000000745058060E-002, 1.0913478750000000E+006, 7.1428570663556457E-005, 2.6227847290039062E+002, 3.6438522511161864E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000149011612E-001, 4.9494250000000000E+006, 1.1111111234640703E-004, 5.0000000745058060E-002, 1.0913478750000000E+006, 7.1428570663556457E-005
0,3, 6.0000000000000000E+001, 8.3000004291534424E-001, 7.2000000000000000E+004, 9.1035729646682739E-001, 2.3800000000000000E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.6143582153320312E+002, 2.6198776322416961E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6143582153320312E+002, 2.6198776322416961E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,3, 6.0000000000000000E+001, 8.3150005340576172E-001, 7.1750000000000000E+004, 9.0945243835449219E-001, 2.3819999694824219E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.6191583251953125E+002, 2.6822159998118877E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999494757503E-004, 6.9724456250000000E+005, 5.0000002374872565E-004, 3.5367762500000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6191583251953125E+002, 2.6822159998118877E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9990486907772720E-004, 6.9691293750000000E+005, 5.0009513506665826E-004, 3.5367762500000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,3, 6.0000000000000000E+001, 8.3300006389617920E-001, 7.1500000000000000E+004, 9.0854537487030029E-001, 2.3839999389648438E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.6239746093750000E+002, 2.7459624106995761E-004, 0.0000000000000000E+000, 5.0000002374872565E-004, 9.5492938232421875E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000002374872565E-004, 3.5367759375000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6239746093750000E+002, 2.7459624106995761E-004, 0.0000000000000000E+000, 5.0000002374872565E-004, 9.5492938232421875E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000002374872565E-004, 3.5367759375000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,3, 6.0000000000000000E+001, 8.3450001478195190E-001, 7.1250000000000000E+004, 9.0763598680496216E-001, 2.3860000610351562E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 3.0000001424923539E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.6288073730468750E+002, 2.8111517895013094E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999494757503E-004, 6.9724462500000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 1.1317684326171875E+003, 1.9999999949504854E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6288073730468750E+002, 2.8111517895013094E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9976237672381103E-004, 6.9644600000000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0002376511693001E-003, 1.1317684326171875E+003, 2.0013976609334350E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,3, 6.0000000000000000E+001, 8.3600002527236938E-001, 7.1000000000000000E+004, 9.0672439336776733E-001, 2.3880000305175781E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 2.9999999242136255E-005, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.6336560058593750E+002, 2.8778024716302752E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000002374872565E-004, 3.5367766400000000E+008, 1.0000000474974513E-003, 1.1317684326171875E+003, 1.9999999949504854E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6336560058593750E+002, 2.8778024716302752E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000002374872565E-004, 3.5367766400000000E+008, 1.0000000474974513E-003, 1.1317684326171875E+003, 1.9999999949504854E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
5,3, 6.0000000000000000E+001, 8.3750003576278687E-001, 7.0750000000000000E+004, 9.0581047534942627E-001, 2.3900000000000000E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 7.9999997979030013E-005, 1.5000000130385160E-003, 4.0000001899898052E-003, 5.0000000000000000E+002, 9.0000000000000000E+002, 2.6385211181640625E+002, 2.9459639335982502E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000002374872565E-004, 1.8650972000000000E+007, 1.0000000474974513E-003, 1.1317684326171875E+003, 1.9999999949504854E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6385211181640625E+002, 2.9459639335982502E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9992278218269348E-004, 1.8648364000000000E+007, 1.0000773472711444E-003, 1.1317684326171875E+003, 2.0004542875540210E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
6,3, 6.0000000000000000E+001, 8.3900004625320435E-001, 7.0500000000000000E+004, 9.0489423274993896E-001, 2.3919999694824219E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 1.9999999494757503E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 2.9000000000000000E+002, 9.0000000000000000E+002, 2.6434027099609375E+002, 3.0156542197801173E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000002374872565E-004, 1.1936622500000000E+006, 1.0000000474974513E-003, 1.9513250732421875E+003, 3.4482761748222401E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6434027099609375E+002, 3.0156542197801173E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000002374872565E-004, 1.1936622500000000E+006, 1.0000000474974513E-003, 1.9513250732421875E+003, 3.4482761748222401E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
7,3, 6.0000000000000000E+001, 8.4050005674362183E-001, 7.0250000000000000E+004, 9.0397566556930542E-001, 2.3939999389648438E+002, 1.0000000474974513E-003, 9.9999997473787516E-005, 1.9999999494757503E-004, 1.5000000130385160E-003, 4.0000001899898052E-003, 4.5000000000000000E+002, 9.0000000000000000E+002, 2.6483013916015625E+002, 3.0869117472320795E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0000002374872565E-004, 1.1936622500000000E+006, 1.0000000474974513E-003, 1.2575205078125000E+003, 2.2222222924028756E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6483013916015625E+002, 3.0869117472320795E-004, 9.9999998245167004E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9978430615738034E-004, 1.1932575000000000E+006, 1.0002157650887966E-003, 1.2575205078125000E+003, 2.2234910375118488E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
