case,dxi,k,u,v,t,qv,qc,qi,p2d,pi2d,p2di_k,p2di_kp1,dz8w,tke_in,rublten,rvblten,rthblten,rqvblten,rqcblten,rqiblten,exch_h,tke_out,el_out,rublten_tw,rvblten_tw,exch_h_tw
27,4,12, 8.2462501525878906E+000,-3.0200004577636719E-001, 2.8599337768554688E+002, 6.5923291258513927E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3855703125000000E+004, 9.5093792676925659E-001, 8.5064132812500000E+004, 8.2647281250000000E+004, 2.4500000000000000E+002, 3.2432383298873901E-001,-4.8151018563657999E-004,-1.5099180745892227E-004,-6.8155924964230508E-005, 8.0497318322159117E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0594715118408203E+002, 3.2432383298873901E-001, 0.0000000000000000E+000,-4.8151018563657999E-004,-1.5099214215297252E-004, 1.0594715118408203E+002
27,4,13, 8.6287498474121094E+000,-9.8000049591064453E-002, 2.8367413330078125E+002, 5.9530679136514664E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1378828125000000E+004, 9.4282662868499756E-001, 8.2647281250000000E+004, 8.0110382812500000E+004, 2.6500000000000000E+002, 4.9999998882412910E-003,-9.6564821433275938E-005,-3.0015824449947104E-005, 3.3908420391526306E-006, 1.2898817658424377E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6796649932861328E+001, 4.9999998882412910E-003, 0.0000000000000000E+000,-9.6564821433275938E-005,-3.0015824449947104E-005, 1.6796649932861328E+001
27,4,14, 9.0412502288818359E+000, 1.2199997901916504E-001, 2.8609948730468750E+002, 5.3329612128436565E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.8789625000000000E+004, 9.3415671586990356E-001, 8.0110382812500000E+004, 7.7468859375000000E+004, 2.8500000000000000E+002, 4.9999998882412910E-003,-8.0744430306367576E-006,-4.1831699491012841E-006,-1.3224283975432627E-005, 1.2179629749198284E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9999997764825821E-003, 4.9999998882412910E-003, 0.0000000000000000E+000,-8.0744430306367576E-006,-4.1831699491012841E-006, 9.9999997764825821E-003
27,4,15, 9.4837503433227539E+000, 3.5799992084503174E-001, 2.8491537475585938E+002, 4.7393813729286194E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.6103617187500000E+004, 9.2494475841522217E-001, 7.7468859375000000E+004, 7.4738375000000000E+004, 3.0500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.0265244654306116E-008, 0.0000000000000000E+000, 1.5522043719795597E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0014712810516357E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-2.1192763099975309E-008,-1.0265244654306116E-008, 1.0014712810516357E-002
27,4,16, 9.9562501907348633E+000, 6.0999989509582520E-001, 2.8364602661132812E+002, 4.1783093474805355E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.3336531250000000E+004, 9.1520863771438599E-001, 7.4738375000000000E+004, 7.1934679687500000E+004, 3.2500000000000000E+002, 4.9999998882412910E-003,-1.0596381549987655E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 1.0348028857409819E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0016265325248241E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-1.0596381549987655E-008,-9.2718339672615002E-009, 1.0016265325248241E-002
27,4,17, 1.0458749771118164E+001, 8.7800002098083496E-001, 2.8229080200195312E+002, 3.6543076857924461E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0504054687500000E+004, 9.0496671199798584E-001, 7.1934679687500000E+004, 6.9073429687500000E+004, 3.4500000000000000E+002, 4.9999998882412910E-003,-1.0596381549987655E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 7.7610218598977987E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0018444620072842E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-1.0596381549987655E-008,-9.2718339672615002E-009, 1.0018444620072842E-002
27,4,18, 1.0991250038146973E+001, 1.1619999408721924E+000, 2.8084896850585938E+002, 3.1705552246421576E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.7621773437500000E+004, 8.9423835277557373E-001, 6.9073429687500000E+004, 6.6170117187500000E+004, 3.6500000000000000E+002, 4.9999998882412910E-003,-1.0596381549987655E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 7.7610218598977987E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0020794346928596E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-1.0596381549987655E-008,-9.2718339672615002E-009, 1.0020794346928596E-002
27,4,19, 1.1553750038146973E+001, 1.4619998931884766E+000, 2.7931997680664062E+002, 2.7289222925901413E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.4704992187500000E+004, 8.8304376602172852E-001, 6.6170117187500000E+004, 6.3239867187500000E+004, 3.8500000000000000E+002, 4.9999998882412910E-003,-1.0596381549987655E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0023324750363827E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-1.0596381549987655E-008,-7.9472863845353459E-009, 1.0023324750363827E-002
27,4,20, 1.2146249771118164E+001, 1.7779998779296875E+000, 2.7770324707031250E+002, 2.3300894536077976E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.1768597656250000E+004, 8.7140357494354248E-001, 6.3239867187500000E+004, 6.0297328125000000E+004, 4.0500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 5.1740144287049095E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0026050731539726E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-2.1192763099975309E-008,-7.9472863845353459E-009, 1.0026050731539726E-002
27,4,21, 1.2768750190734863E+001, 2.1099998950958252E+000, 2.7599829101562500E+002, 1.9736937247216702E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.8826960937500000E+004, 8.5933929681777954E-001, 6.0297328125000000E+004, 5.7356597656250000E+004, 4.2500000000000000E+002, 4.9999998882412910E-003,-1.0596381549987655E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0028989985585213E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-1.0596381549987655E-008,-7.9472863845353459E-009, 1.0028989985585213E-002
27,4,22, 1.3421249389648438E+001, 2.4579999446868896E+000, 2.7420474243164062E+002, 1.6584885306656361E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.5893828125000000E+004, 8.4687292575836182E-001, 5.7356597656250000E+004, 5.4431058593750000E+004, 4.4500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 5.1740144287049095E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0032153688371181E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-2.1192763099975309E-008,-7.9472863845353459E-009, 1.0032153688371181E-002
27,4,23, 1.4103750228881836E+001, 2.8220000267028809E+000, 2.7232223510742188E+002, 1.3825183268636465E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.2982199218750000E+004, 8.3402675390243530E-001, 5.4431058593750000E+004, 5.1533339843750000E+004, 4.6500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0035566985607147E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-2.1192763099975309E-008,-1.0596381549987655E-008, 1.0035566985607147E-002
27,4,24, 1.4816249847412109E+001, 3.2019996643066406E+000, 2.7035061645507812E+002, 1.1432860046625137E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0104281250000000E+004, 8.2082378864288330E-001, 5.1533339843750000E+004, 4.8675222656250000E+004, 4.8500000000000000E+002, 4.9999998882412910E-003,-1.0596381549987655E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 1.2935036071762274E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0039237327873707E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-1.0596381549987655E-008,-7.9472863845353459E-009, 1.0039237327873707E-002
27,4,25, 1.5558750152587891E+001, 3.5980000495910645E+000, 2.6828979492187500E+002, 9.3791744438931346E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.7271398437500000E+004, 8.0728727579116821E-001, 4.8675222656250000E+004, 4.5867574218750000E+004, 5.0500000000000000E+002, 4.9999998882412910E-003, 0.0000000000000000E+000,-5.2981907749938273E-009, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0043196380138397E-002, 4.9999998882412910E-003, 0.0000000000000000E+000, 0.0000000000000000E+000,-5.2981907749938273E-009, 1.0043196380138397E-002
27,4,26, 1.6331249237060547E+001, 4.0099997520446777E+000, 2.6613986206054688E+002, 7.6330814044922590E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.4493933593750000E+004, 7.9344075918197632E-001, 4.5867574218750000E+004, 4.3120292968750000E+004, 5.2500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-5.2981907749938273E-009, 0.0000000000000000E+000, 1.9402554649744497E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0047451592981815E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-2.1192763099975309E-008,-5.2981907749938273E-009, 1.0047451592981815E-002
27,4,27, 1.7133750915527344E+001, 4.4379997253417969E+000, 2.6390093994140625E+002, 6.1625562375411391E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.1781289062500000E+004, 7.7930790185928345E-001, 4.3120292968750000E+004, 4.0442289062500000E+004, 5.4500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.5894572769070692E-008, 0.0000000000000000E+000, 1.9402554649744497E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0052031837403774E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-2.1192763099975309E-008,-1.5894572769070692E-008, 1.0052031837403774E-002
27,4,28, 1.7966251373291016E+001, 4.8819999694824219E+000, 2.6157336425781250E+002, 4.9356865929439664E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.9141875000000000E+004, 7.6491272449493408E-001, 4.0442289062500000E+004, 3.7841464843750000E+004, 5.6500000000000000E+002, 4.9999998882412910E-003, 0.0000000000000000E+000,-5.2981907749938273E-009, 0.0000000000000000E+000, 6.4675180358811368E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0056958533823490E-002, 4.9999998882412910E-003, 0.0000000000000000E+000, 0.0000000000000000E+000,-5.2981907749938273E-009, 1.0056958533823490E-002
27,4,29, 1.8828750610351562E+001, 5.3420000076293945E+000, 2.5915768432617188E+002, 3.9215688593685627E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.6583070312500000E+004, 7.5027918815612793E-001, 3.7841464843750000E+004, 3.5324679687500000E+004, 5.8500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.5894572769070692E-008, 0.0000000000000000E+000, 9.7012773248722484E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0062247514724731E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-2.1192763099975309E-008,-1.5894572769070692E-008, 1.0062247514724731E-002
27,4,30, 1.9721250534057617E+001, 5.8179998397827148E+000, 2.5665447998046875E+002, 3.0909912311471999E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4111234375000000E+004, 7.3543131351470947E-001, 3.5324679687500000E+004, 3.2897792968750000E+004, 6.0500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-5.2981907749938273E-009, 0.0000000000000000E+000, 6.4675180358811368E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0067929513752460E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-2.1192763099975309E-008,-5.2981907749938273E-009, 1.0067929513752460E-002
27,4,31, 2.0643749237060547E+001, 6.3099999427795410E+000, 2.5406463623046875E+002, 2.4169146490748972E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1731708984375000E+004, 7.2039312124252319E-001, 3.2897792968750000E+004, 3.0565625000000000E+004, 6.2500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 4.8506386624361242E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0074020363390446E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-2.1192763099975309E-008,-1.0596381549987655E-008, 1.0074020363390446E-002
27,4,32, 2.1596250534057617E+001, 6.8179998397827148E+000, 2.5138909912109375E+002, 1.8747810099739581E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9448837890625000E+004, 7.0518845319747925E-001, 3.0565625000000000E+004, 2.8332050781250000E+004, 6.4500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 6.4675180358811368E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0080550797283649E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-2.1192763099975309E-008,-1.0596381549987655E-008, 1.0080550797283649E-002
27,4,33, 2.2578750610351562E+001, 7.3420000076293945E+000, 2.4862904357910156E+002, 1.4426645066123456E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7266013671875000E+004, 6.8984103202819824E-001, 2.8332050781250000E+004, 2.6199976562500000E+004, 6.6500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 4.8506386624361242E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0087547823786736E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-2.1192763099975309E-008,-1.0596381549987655E-008, 1.0087547823786736E-002
27,4,34, 2.3591249465942383E+001, 7.8819999694824219E+000, 2.4578585815429688E+002, 1.1013005132554099E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5185689453125000E+004, 6.7437440156936646E-001, 2.6199976562500000E+004, 2.4171402343750000E+004, 6.8500000000000000E+002, 4.9999998882412910E-003,-4.2385526199950618E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 3.2337590179405684E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0095028206706047E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-4.2385526199950618E-008,-1.0596381549987655E-008, 1.0095028206706047E-002
27,4,35, 2.4633750915527344E+001, 8.4379997253417969E+000, 2.4286106872558594E+002, 8.3401151641737670E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.3209445312500000E+004, 6.5881174802780151E-001, 2.4171402343750000E+004, 2.2247488281250000E+004, 7.0500000000000000E+002, 4.9999998882412910E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6168795089702842E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0103031992912292E-002, 4.9999998882412910E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0103031992912292E-002
27,4,36, 2.5706249237060547E+001, 9.0099992752075195E+000, 2.3985641479492188E+002, 6.2656152294948697E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1338035156250000E+004, 6.4317601919174194E-001, 2.2247488281250000E+004, 2.0428580078125000E+004, 7.2500000000000000E+002, 4.9999998882412910E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6168795089702842E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0111584328114986E-002, 4.9999998882412910E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0111584328114986E-002
27,4,37, 2.6808750152587891E+001, 9.5979995727539062E+000, 2.3677377319335938E+002, 4.6696168283233419E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9571439453125000E+004, 6.2748956680297852E-001, 2.0428580078125000E+004, 1.8714298828125000E+004, 7.4500000000000000E+002, 4.9999998882412910E-003,-4.2385526199950618E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 8.0843975448514210E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0120714083313942E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-4.2385526199950618E-008,-1.0596381549987655E-008, 1.0120714083313942E-002
27,4,38, 2.7941249847412109E+001, 1.0201999664306641E+001, 2.3361526489257812E+002, 3.4524255170254037E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.7908939453125000E+004, 6.1177450418472290E-001, 1.8714298828125000E+004, 1.7103580078125000E+004, 7.6500000000000000E+002, 4.9999998882412910E-003, 2.1192763099975309E-008, 1.0596381549987655E-008, 0.0000000000000000E+000, 8.0843975448514210E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0130452923476696E-002, 4.9999998882412910E-003, 0.0000000000000000E+000, 2.1192763099975309E-008, 1.0596381549987655E-008, 1.0130452923476696E-002
27,4,39, 2.9103750228881836E+001, 1.0821999549865723E+001, 2.3038320922851562E+002, 2.5321709472336806E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6349169921875000E+004, 5.9605246782302856E-001, 1.7103580078125000E+004, 1.5594759765625000E+004, 7.8500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 6.0632983280451552E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0140839964151382E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-2.1192763099975309E-008,-1.0596381549987655E-008, 1.0140839964151382E-002
27,4,40, 3.0296249389648438E+001, 1.1457999229431152E+001, 2.2708004760742188E+002, 1.8424141671857797E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4890191406250000E+004, 5.8034437894821167E-001, 1.5594759765625000E+004, 1.4185624023437500E+004, 8.0500000000000000E+002, 4.9999998882412910E-003,-1.9073486612342094E-007,-1.0596381372351971E-007, 0.0000000000000000E+000, 1.0105496761657687E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0151902213692665E-002, 4.9999998882412910E-003, 0.0000000000000000E+000,-1.9073486612342094E-007,-1.0596381372351971E-007, 1.0151902213692665E-002
27,5,1, 6.0187501907348633E+000,-1.4900000095367432E+000, 2.9988031005859375E+002, 1.1940149590373039E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9853156250000000E+004, 9.9958020448684692E-001, 1.0000000000000000E+005, 9.9706312500000000E+004, 2.5000000000000000E+001, 6.1078226566314697E-001,-5.5206934921443462E-003, 1.7823696834966540E-003, 3.0310738366097212E-003,-1.3348957281777984E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.1078226566314697E-001, 0.0000000000000000E+000,-4.6482509933412075E-003, 1.5722990501672029E-003, 0.0000000000000000E+000
27,5,2, 6.0712499618530273E+000,-1.4620000123977661E+000, 2.9954541015625000E+002, 1.1774152517318726E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9443078125000000E+004, 9.9840563535690308E-001, 9.9706312500000000E+004, 9.9179851562500000E+004, 4.5000000000000000E+001, 6.4318966865539551E-001,-2.5916629238054156E-004, 6.3031911849975586E-004, 9.6808542730286717E-004,-3.4633403629413806E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1711383819580078E+001, 6.4318966865539551E-001, 0.0000000000000000E+000,-8.3902152255177498E-005, 5.8811902999877930E-004, 2.1711383819580078E+001
27,5,3, 6.1537499427795410E+000,-1.4179999828338623E+000, 2.9901983642578125E+002, 1.1517950333654881E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.8802078125000000E+004, 9.9656260013580322E-001, 9.9179851562500000E+004, 9.8424312500000000E+004, 6.5000000000000000E+001, 6.9029611349105835E-001, 6.9143506698310375E-004, 4.3248335714451969E-004, 5.8661570074036717E-004,-3.7432546378113329E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.6341224670410156E+001, 6.9029611349105835E-001, 0.0000000000000000E+000, 7.4378651333972812E-004, 4.1987633449025452E-004, 8.6341224670410156E+001
27,5,4, 6.2662501335144043E+000,-1.3580000400543213E+000, 2.9830468750000000E+002, 1.1177542619407177E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.7934640625000000E+004, 9.9405491352081299E-001, 9.8424312500000000E+004, 9.7444976562500000E+004, 8.5000000000000000E+001, 7.4700903892517090E-001, 8.8536477414891124E-004, 3.5284360637888312E-004, 5.8424210874363780E-004,-3.3446174256823724E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9445800781250000E+002, 7.4700903892517090E-001, 0.0000000000000000E+000, 9.0363289928063750E-004, 3.4844214678741992E-004, 1.9445800781250000E+002
27,5,5, 6.4087500572204590E+000,-1.2820000648498535E+000, 2.9740130615234375E+002, 1.0760765522718430E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.6846812500000000E+004, 9.9088758230209351E-001, 9.7444976562500000E+004, 9.6248648437500000E+004, 1.0500000000000000E+002, 8.0638402700424194E-001, 8.1890425644814968E-004, 2.8264257707633078E-004, 4.9065484199672937E-004,-2.5064996407309081E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3589532470703125E+002, 8.0638402700424194E-001, 0.0000000000000000E+000, 8.2576012937352061E-004, 2.8099218616262078E-004, 3.3589532470703125E+002
27,5,6, 6.5812501907348633E+000,-1.1900000572204590E+000, 2.9631130981445312E+002, 1.0276981629431248E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.5546109375000000E+004, 9.8706686496734619E-001, 9.6248648437500000E+004, 9.4843578125000000E+004, 1.2500000000000000E+002, 8.5962480306625366E-001, 6.3130061607807875E-004, 2.0719502936117351E-004, 3.4315322409383953E-004,-1.4208775382940075E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.7594238281250000E+002, 8.5962480306625366E-001, 0.0000000000000000E+000, 6.3391792355105281E-004, 2.0656453853007406E-004, 4.7594238281250000E+002
27,5,7, 6.7837500572204590E+000,-1.0820000171661377E+000, 2.9503686523437500E+002, 9.7367428243160248E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.4041484375000000E+004, 9.8260051012039185E-001, 9.4843578125000000E+004, 9.3239382812500000E+004, 1.4500000000000000E+002, 8.9608311653137207E-001, 3.6043592263013124E-004, 1.1675093264784664E-004, 1.6818576841615140E-004,-2.4640726792313217E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.6581445312500000E+002, 8.9608311653137207E-001, 0.0000000000000000E+000, 3.6143197212368250E-004, 1.1651118984445930E-004, 5.6581445312500000E+002
27,5,8, 7.0162501335144043E+000,-9.5800000429153442E-001, 2.9358035278320312E+002, 9.1513982042670250E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.2343140625000000E+004, 9.7749739885330200E-001, 9.3239382812500000E+004, 9.1446890625000000E+004, 1.6500000000000000E+002, 9.0325903892517090E-001, 3.8936403143452480E-005, 1.3587872672360390E-005,-1.0172526572205243E-006, 8.1557988096392364E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.7203601074218750E+002, 9.0325903892517090E-001, 0.0000000000000000E+000, 3.9296679460676387E-005, 1.3500452041625977E-005, 5.7203601074218750E+002
27,5,9, 7.2787499427795410E+000,-8.1800001859664917E-001, 2.9194448852539062E+002, 8.5327066481113434E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.0462484375000000E+004, 9.7176760435104370E-001, 9.1446890625000000E+004, 8.9478078125000000E+004, 1.8500000000000000E+002, 8.6680072546005249E-001,-2.8865074273198843E-004,-9.0211629867553711E-005,-1.2919108849018812E-004, 1.5568195976811694E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9800048828125000E+002, 8.6680072546005249E-001, 0.0000000000000000E+000,-2.8852358809672296E-004,-9.0240770077798516E-005, 4.9800048828125000E+002
27,5,10, 7.5712499618530273E+000,-6.6200000047683716E-001, 2.9013241577148438E+002, 7.8924503177404404E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.8411984375000000E+004, 9.6542263031005859E-001, 8.9478078125000000E+004, 8.7345898437500000E+004, 2.0500000000000000E+002, 7.7050441503524780E-001,-5.6547060376033187E-004,-1.7750727420207113E-004,-1.9124349637422711E-004, 1.8424044583298382E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.7426092529296875E+002, 7.7050441503524780E-001, 0.0000000000000000E+000,-5.6543882237747312E-004,-1.7751521954778582E-004, 3.7426092529296875E+002
27,5,11, 7.8937501907348633E+000,-4.9000000953674316E-001, 2.8814749145507812E+002, 7.2420667856931686E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.6205015625000000E+004, 9.5847487449645996E-001, 8.7345898437500000E+004, 8.5064132812500000E+004, 2.2500000000000000E+002, 5.9631460905075073E-001,-7.1117084007710218E-004,-2.2330350475385785E-004,-1.7835829930845648E-004, 1.6477528106406680E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.3453723144531250E+002, 5.9631460905075073E-001, 0.0000000000000000E+000,-7.1116554317995906E-004,-2.2330549836624414E-004, 2.3453723144531250E+002
27,5,12, 8.2462501525878906E+000,-3.0200004577636719E-001, 2.8599337768554688E+002, 6.5923291258513927E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3855703125000000E+004, 9.5093792676925659E-001, 8.5064132812500000E+004, 8.2647281250000000E+004, 2.4500000000000000E+002, 3.2432383298873901E-001,-6.0319900512695312E-004,-1.8915567488875240E-004,-8.1041129305958748E-005, 1.0339595064579044E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0594715118408203E+002, 3.2432383298873901E-001, 0.0000000000000000E+000,-6.0319900512695312E-004,-1.8915600958280265E-004, 1.0594715118408203E+002
27,5,13, 8.6287498474121094E+000,-9.8000049591064453E-002, 2.8367413330078125E+002, 5.9530679136514664E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1378828125000000E+004, 9.4282662868499756E-001, 8.2647281250000000E+004, 8.0110382812500000E+004, 2.6500000000000000E+002, 4.9999998882412910E-003,-1.2291801976971328E-004,-3.8210800994420424E-005, 9.1552738012978807E-006, 1.6780363409907295E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6796649932861328E+001, 4.9999998882412910E-003, 0.0000000000000000E+000,-1.2291801976971328E-004,-3.8210800994420424E-005, 1.6796649932861328E+001
27,5,14, 9.0412502288818359E+000, 1.2199997901916504E-001, 2.8609948730468750E+002, 5.3329612128436565E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.8789625000000000E+004, 9.3415671586990356E-001, 8.0110382812500000E+004, 7.7468859375000000E+004, 2.8500000000000000E+002, 4.9999998882412910E-003,-1.0267894140270073E-005,-5.3137541726755444E-006,-2.6109484679182060E-005, 1.5465129621361484E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9999997764825821E-003, 4.9999998882412910E-003, 0.0000000000000000E+000,-1.0267894140270073E-005,-5.3137541726755444E-006, 9.9999997764825821E-003
