# glibc 2.39 logf / atanf / powf(x,0.25f) reference points
#   libc     Ubuntu GLIBC 2.39-0ubuntu8.7, x86-64 with FMA+AVX2
#            (logf and powf are ifunc-dispatched to their -mfma builds;
#             atanf is a plain FUNC, so no contraction)
#   produced by running the live libm through
#   tools/noahmp_wrf461_oracle/libm_ref_dump.c
# These are the functions gfortran calls for LOG, ATAN and **0.25 on a
# REAL(4); none of them is correctly rounded, so both the CPU and the
# CUDA transcriptions are checked against these bits, not against each
# other and not against a correctly-rounded library.
# Every column is an IEEE-754 binary32 bit pattern.
x,logf,atanf,powf025
46164AC3,4112BE50,3FC90C73,411E73D4
46169A25,4112C6C2,3FC90C74,411E88BC
461ED6DD,4113A0E0,3FC90CA1,4120A8A6
461F3C70,4113AB18,3FC90CA4,4120C24F
46201A6E,4113C157,3FC90CA8,4120FA39
4622FE41,41140A9D,3FC90CB6,4121B2F2
46235AE3,411413B3,3FC90CB8,4121C9E6
46252B5B,411440F1,3FC90CC1,41223C6D
46260BF6,411456A4,3FC90CC5,41227379
46275166,411475E1,3FC90CCB,4122C2D7
4628CF2C,41149A3A,3FC90CD2,41231F61
4629BA61,4114B075,3FC90CD6,41235815
462D1ACC,41150125,3FC90CE5,41242686
462DE492,411513C1,3FC90CE9,41245647
462E1C5B,411518E2,3FC90CEA,41246373
462E336E,41151B01,3FC90CEA,412468E5
4630A70D,4115543F,3FC90CF5,4124FC35
46311101,41155DD5,3FC90CF6,412514ED
4632B24E,4115835E,3FC90CFD,412575DB
4632E486,411587DC,3FC90CFE,41258179
46347F5A,4115AC71,3FC90D04,4125E02E
4634A4E4,4115AFC4,3FC90D05,4125E8CD
46390D7A,41161287,3FC90D16,4126E998
4640845A,4116B480,3FC90D32,4128921D
464284F5,4116DEE2,3FC90D39,412901E4
46446F65,41170707,3FC90D3F,41296C07
46447A58,411707EB,3FC90D40,41296E64
4645D7CB,41172447,3FC90D44,4129B988
46480971,41175173,3FC90D4B,412A317D
46483AB7,41175563,3FC90D4C,412A3BF7
46499101,411770A6,3FC90D50,412A8489
464C2391,4117A498,3FC90D59,412B0F28
464C3941,4117A64B,3FC90D59,412B13B3
464DE4FC,4117C7AB,3FC90D5E,412B6D00
464F701E,4117E642,3FC90D63,412BBF04
465011D2,4117F2B6,3FC90D65,412BE073
465203C4,411818D3,3FC90D6B,412C46EC
46523562,41181C9A,3FC90D6B,412C5118
4653EEB5,41183E0F,3FC90D70,412CAB43
46542A41,4118428D,3FC90D71,412CB762
4654A10A,41184B80,3FC90D72,412CCF8A
4655C8D4,411861B2,3FC90D76,412D0B84
465682B4,41186F95,3FC90D78,412D3115
465885F9,411895D6,3FC90D7D,412D98B9
46598F86,4118A96A,3FC90D80,412DCDDB
4659D1CE,4118AE49,3FC90D81,412DDB16
465E41FC,411900E8,3FC90D8D,412EBC17
465E6D76,41190408,3FC90D8D,412EC4A1
465F533E,41191487,3FC90D90,412EF1B3
4660DD9E,411930B0,3FC90D94,412F3EBC
466118BC,411934E4,3FC90D94,412F4A40
46617B5C,41193BE5,3FC90D95,412F5D70
4663CB91,411965B4,3FC90D9B,412FD024
466426E1,41196C1D,3FC90D9C,412FE1C0
46650C21,41197C28,3FC90D9E,41300DDE
4667D7EF,4119ADDB,3FC90DA5,413096CA
466956AE,4119C830,3FC90DA9,4130DF7F
466A40D1,4119D836,3FC90DAB,41310BCD
466C0FCA,4119F7B6,3FC90DAF,41316307
466ED937,411A27C8,3FC90DB6,4131E876
467056A3,411A4141,3FC90DB9,41322F52
467087E3,411A4488,3FC90DBA,41323873
46738301,411A76FB,3FC90DC0,4132C527
4677EB5A,411AC075,3FC90DCA,413392DA
467C1161,411B046E,3FC90DD3,413451F8
467CB758,411B0EF3,3FC90DD4,41346F9F
467CBCF8,411B0F4F,3FC90DD4,413470A0
467D91B7,411B1CC1,3FC90DD6,4134968D
467ED713,411B313B,3FC90DD8,4134D05F
4680BE5D,411B5B8F,3FC90DDE,4135481C
4681D184,411B7D9D,3FC90DE2,4135A8AA
46822FCF,411B8938,3FC90DE3,4135C99E
4682DBD5,411B9E4E,3FC90DE6,4136058D
468320F2,411BA6BF,3FC90DE7,41361D91
46849F7E,411BD529,3FC90DEC,4136A1D4
46857ABA,411BEF86,3FC90DF0,4136ED1F
4686714F,411C0CFA,3FC90DF3,41374160
468698C7,411C11AB,3FC90DF4,41374ED2
4686A7E1,411C1377,3FC90DF4,413753F6
4686CA6D,411C1791,3FC90DF4,41375FB7
46879A38,411C3029,3FC90DF7,4137A63A
46899559,411C6B90,3FC90DFE,413850FF
4689DC19,411C73C8,3FC90DFF,413868AD
468A7944,411C85FC,3FC90E01,41389D26
468ADCD1,411C9178,3FC90E03,4138BE4B
468BB220,411CA9F9,3FC90E05,41390515
468DE71E,411CEA2E,3FC90E0D,4139BF0F
468E3CB2,411CF3D1,3FC90E0E,4139DB0A
469036AD,411D2C58,3FC90E14,413A7F78
46905837,411D3010,3FC90E15,413A8A4F
469126AB,411D46E2,3FC90E17,413ACCDF
4691FACC,411D5E33,3FC90E1A,413B10FA
4692A945,411D7147,3FC90E1C,413B48C6
4692FC82,411D7A59,3FC90E1D,413B6353
46934B54,411D82EB,3FC90E1E,413B7C6D
4693973D,411D8B28,3FC90E1F,413B9490
4696643F,411DD828,3FC90E27,413C76C7
469698E7,411DDDC1,3FC90E27,413C8744
469761DD,411DF30D,3FC90E2A,413CC60A
46987A83,411E109B,3FC90E2D,413D1D4B
46988891,411E1215,3FC90E2D,413D21A7
469984A4,411E2C70,3FC90E30,413D6F9A
469B3F5F,411E5A52,3FC90E34,413DF79B
469BAB38,411E656C,3FC90E36,413E1891
469CAB83,411E7FAE,3FC90E38,413E669F
469E2BD0,411EA6BD,3FC90E3C,413EDAF7
469EF008,411EBA8A,3FC90E3E,413F160C
469F7868,411EC83F,3FC90E40,413F3EFD
469FF610,411ED4D6,3FC90E41,413F649E
46A131CC,411EF44B,3FC90E44,413FC2CA
46A2AA3B,411F197D,3FC90E48,4140325C
46A2E3BF,411F1F24,3FC90E48,41404358
46A2EBCA,411F1FEF,3FC90E48,414045B7
46A3F7FB,411F3A30,3FC90E4B,414094A7
46A5B7D6,411F65A8,3FC90E4F,414117A1
46AA3028,411FD2AD,3FC90E5A,414261A6
46ABA884,411FF5E8,3FC90E5D,4142CCC4
46AC0242,411FFE43,3FC90E5E,4142E635
46AC6FB2,4120086E,3FC90E5F,4143052E
46AC7E94,412009D0,3FC90E5F,41430963
46AF3FD6,41204AB6,3FC90E65,4143CF8F
46B037AA,41206147,3FC90E67,414414A4
46B038E7,41206163,3FC90E67,414414FC
46B04C0C,41206320,3FC90E67,41441A50
46B0870F,4120687A,3FC90E67,41442AB7
46B1B015,41208350,3FC90E6A,41447D07
46B37FC7,4120ACDB,3FC90E6E,4144FCBB
46B3EFCD,4120B6D4,3FC90E6E,41451B70
46B3F523,4120B74D,3FC90E6E,41451CE6
46B4B95E,4120C8B6,3FC90E70,4145528C
46B57AAF,4120D9CA,3FC90E72,4145873B
46B60766,4120E62D,3FC90E73,4145AD7A
46B74A63,41210278,3FC90E75,414604F0
46B76A28,4121053E,3FC90E75,41460D85
46B79FB3,412109E9,3FC90E76,41461BF7
46BAB139,41214DCA,3FC90E7C,4146EE86
46BB4A51,41215AE4,3FC90E7D,41471742
46BB7AB5,41215F06,3FC90E7D,4147241D
46BD8D39,41218C0D,3FC90E81,4147B069
46BDC72D,412190F0,3FC90E81,4147BFAB
46BE9A35,4121A2B1,3FC90E83,4147F71B
46BFE228,4121BE21,3FC90E85,41484CE8
46C0F28C,4121D4C8,3FC90E87,414893D8
46C3953A,41220C59,3FC90E8C,4149424B
46C5107B,41222B42,3FC90E8E,4149A395
46C5A332,41223727,3FC90E8F,4149C912
46C5BC65,41223931,3FC90E8F,4149CF80
46C7985D,41225F86,3FC90E92,414A4885
46C7A324,41226063,3FC90E92,414A4B40
46C8DDC9,41227987,3FC90E94,414A9AC6
46CC9C77,4122C530,3FC90E9A,414B8AD9
46CFCB7F,4123046E,3FC90E9F,414C545E
46D137B6,41232061,3FC90EA1,414CADAC
46D203E4,41232FF7,3FC90EA3,414CDF8A
46D2432F,412334C9,3FC90EA3,414CEEF8
46D3D5C8,4123534E,3FC90EA5,414D50CB
46D4EB20,41236833,3FC90EA7,414D93DE
46D505F7,41236A37,3FC90EA7,414D9A58
46D53921,41236E0F,3FC90EA7,414DA6AF
46D82E2C,4123A67A,3FC90EAB,414E5C49
46D93FC9,4123BAAD,3FC90EAD,414E9D75
46D94092,4123BABC,3FC90EAD,414E9DA5
46DA5541,4123CF0F,3FC90EAE,414EDF4F
46E08A2C,412441E0,3FC90EB7,415053BD
46E1709F,41245244,3FC90EB8,4150891C
46E36B39,41247610,3FC90EBA,4150FDE1
46E4432D,4124853A,3FC90EBC,41512F6D
46E64662,4124A92F,3FC90EBE,4151A513
46E6E82C,4124B468,3FC90EBF,4151C9DC
46E7090E,4124B6B0,3FC90EBF,4151D154
46EA74CF,4124F2E4,3FC90EC3,41529711
46EF39DC,41254562,3FC90EC9,4153A730
46F025E7,41255524,3FC90ECA,4153DB52
46F0727C,41255A3D,3FC90ECA,4153EC34
46F09086,41255C3D,3FC90ECA,4153F2D2
46F18869,41256CB1,3FC90ECB,41542956
46F28596,41257D6D,3FC90ECC,415460DA
46F39747,41258F72,3FC90ECE,41549CAB
46F71903,4125C9FE,3FC90ED1,41555F83
46FF677C,4126516B,3FC90EDA,415724E6
470226BC,41269F3C,3FC90EDF,41582B19
4702711A,4126A85D,3FC90EDF,415849F3
4702A11F,4126AE40,3FC90EE0,41585DD8
47030043,4126B9E3,3FC90EE0,41588533
4703A37B,4126CDC6,3FC90EE2,4158C885
47054846,4127009A,3FC90EE5,415974F5
4706A202,412729E6,3FC90EE7,415A0172
4707B24E,41274A21,3FC90EE9,415A6F59
4708F73C,41277044,3FC90EEB,415AF1A8
47097FB4,4127802D,3FC90EEC,415B281D
4709AF93,412785BE,3FC90EED,415B3B2E
470BD687,4127C546,3FC90EF0,415C1538
470CA065,4127DC4E,3FC90EF2,415C647A
470F487E,412828F6,3FC90EF6,415D6D14
47140EAA,4128AF37,3FC90EFD,415F3F78
47143E71,4128B460,3FC90EFE,415F5178
47170367,4129002F,3FC90F02,41605A9E
471831FA,4129201E,3FC90F03,4160CAAB
4719E776,41294DDB,3FC90F06,41616B89
471AB7E4,41296377,3FC90F07,4161B7B4
471C1BB8,41298819,3FC90F09,4162390C
471CA766,41299664,3FC90F09,41626B96
471D8177,4129AC9A,3FC90F0B,4162BA39
471DBD2C,4129B2AA,3FC90F0B,4162CFB2
471E2264,4129BCEB,3FC90F0B,4162F40C
47209656,4129FBF7,3FC90F0F,4163D40E
4720FB4E,412A0603,3FC90F0F,4163F7D5
47226C2B,412A2A83,3FC90F11,416479FC
47236B07,412A438A,3FC90F12,4164D368
472407AE,412A52D9,3FC90F13,41650A2B
4724519B,412A5A0E,3FC90F13,416523F5
4724A7A7,412A626C,3FC90F14,416541EE
4726D36C,412A9814,3FC90F16,41660270
4727525E,412AA43C,3FC90F17,41662E25
4727E6B4,412AB265,3FC90F17,41666118
47283CD7,412ABA98,3FC90F18,41667E9F
47299991,412ADBA0,3FC90F19,4166F5B4
472BAA0B,412B0D2E,3FC90F1C,4167A8CE
472E6A43,412B4E4C,3FC90F1F,416894FA
47300AF7,412B7459,3FC90F20,41691F69
4730A18E,412B8203,3FC90F21,41695134
4734817D,412BDAE4,3FC90F25,416A961C
4734B854,412BDFC0,3FC90F25,416AA7EC
473540D0,412BEBD1,3FC90F26,416AD42D
4735C556,412BF77F,3FC90F26,416AFF0E
47389850,412C36A6,3FC90F29,416BE760
473984E5,412C4B1A,3FC90F2A,416C32D1
473B8DDD,412C77CA,3FC90F2C,416CD7F6
473C04AA,412C81E9,3FC90F2C,416CFD6E
473C57E9,412C88FD,3FC90F2D,416D17A5
473D5CE0,412C9F19,3FC90F2E,416D699C
473F84FE,412CCD7C,3FC90F30,416E15ED
4742CB4C,412D12ED,3FC90F32,416F18CE
47431042,412D1896,3FC90F33,416F2DF5
4744D9C3,412D3DF1,3FC90F34,416FB9B8
4744FA6E,412D4099,3FC90F34,416FC3AA
47475FFF,412D7222,3FC90F36,41707D87
474AA035,412DB462,3FC90F39,417176F7
474B99FB,412DC80F,3FC90F3A,4171C13E
474BB32C,412DCA09,3FC90F3A,4171C8B8
474EB079,412E05B6,3FC90F3C,4172AA94
474EFD93,412E0BAD,3FC90F3C,4172C132
474F9357,412E173C,3FC90F3D,4172ED0F
47504C58,412E2579,3FC90F3D,4173231E
47512E5E,412E36CC,3FC90F3E,417364F8
4753F2BC,412E6C9F,3FC90F40,41743203
47542651,412E7084,3FC90F40,417440DD
47548CEB,412E783F,3FC90F40,41745E60
47569455,412E9F29,3FC90F42,4174F322
47578692,412EB12F,3FC90F43,41753827
4758B07B,412EC73D,3FC90F43,41758CB8
47599A60,412ED879,3FC90F44,4175CEE0
475B9F05,412EFE49,3FC90F45,41766046
475FA187,412F4865,3FC90F48,41777E37
4762CCCD,412F8208,3FC90F4A,41785D7E
47653009,412FACED,3FC90F4C,4179042C
47681783,412FE081,3FC90F4D,4179CD2B
476A4394,413006A9,3FC90F4F,417A6245
476B02FD,413013B6,3FC90F4F,417A955B
476DC409,4130436F,3FC90F51,417B507A
47714963,41307FA5,3FC90F53,417C3D58
4772868C,4130949F,3FC90F54,417C9013
4773C948,4130A9DC,3FC90F54,417CE3EF
477E0D00,413152C9,3FC90F5A,417F82E4
477F4690,4131667D,3FC90F5A,417FD197
47802462,413176A4,3FC90F5B,41800918
47806DA4,41317FC7,3FC90F5B,41801B60
478166B8,41319EB1,3FC90F5C,41805950
47837F89,4131E088,3FC90F5E,4180DDA0
47841B78,4131F376,3FC90F5F,418103C3
4786161D,4132305E,3FC90F60,41817EC5
47863F6A,4132354B,3FC90F61,418188BC
47864685,41323624,3FC90F61,41818A73
4787C08D,413262F1,3FC90F62,4181E541
4789728F,413295C7,3FC90F63,41824C97
478A0F26,4132A7F7,3FC90F64,418271A4
478B2EA8,4132C926,3FC90F65,4182B559
478B3A99,4132CA86,3FC90F65,4182B826
478D9FEB,41331068,3FC90F67,41834730
478E3C22,41332204,3FC90F67,41836B55
478EE69E,41333526,3FC90F68,418392A4
478F67CA,41334396,3FC90F68,4183B056
4790F44B,41336F96,3FC90F6A,41840AFF
47932A5A,4133AD99,3FC90F6B,41848B2D
47938524,4133B775,3FC90F6C,41849F99
47957107,4133EC76,3FC90F6D,41850D9E
4797A00A,413427E1,3FC90F6F,4185895E
479922EB,41345080,3FC90F70,4185DE3B
479A0F66,41346923,3FC90F70,418611CC
479B392E,413487F2,3FC90F71,41865266
479B99AF,413491E1,3FC90F71,41866742
479DAE69,4134C84C,3FC90F73,4186D9B9
479DE756,4134CE12,3FC90F73,4186E5E4
479F8E81,4134F8B9,3FC90F74,41873FEA
47A0A76A,413514CC,3FC90F75,41877B4B
47A183DC,41352AB1,3FC90F75,4187A9AD
47A2C041,413549EB,3FC90F76,4187EBEC
47A2C423,41354A4C,3FC90F76,4187ECBC
47A2F171,41354EC0,3FC90F76,4187F630
47A5C6CC,4135955D,3FC90F78,41888C86
47A8792E,4135D775,3FC90F79,418919D4
47AB6EA4,41361EC5,3FC90F7B,4189B2ED
47AC0CD6,41362D82,3FC90F7B,4189D2A6
47AF9581,413680CA,3FC90F7D,418A8672
47B0D71E,41369DFD,3FC90F7E,418AC5B6
47B25C12,4136C108,3FC90F7F,418B11C5
47B419EC,4136E8D5,3FC90F80,418B685D
47B4B3D2,4136F67B,3FC90F80,418B861B
47B7CB07,41373BF2,3FC90F81,418C1DDD
47B9A7B3,4137653C,3FC90F82,418C785F
47BA747C,413776D8,3FC90F83,418C9F0B
47BB4FFE,413789A3,3FC90F83,418CC85C
47BBF5EE,413797C9,3FC90F83,418CE780
47BCCC31,4137A9FC,3FC90F84,418D0F96
47BD86FA,4137B9C9,3FC90F84,418D326D
47BDCEC7,4137BFD7,3FC90F84,418D3FCB
47BF537F,4137E07A,3FC90F85,418D87E5
47C207B4,413819F6,3FC90F86,418E073C
47C3AD90,41383C9A,3FC90F87,418E5430
47C41DE7,413845C7,3FC90F87,418E6899
47C5573A,41385F42,3FC90F88,418EA158
47C676FD,41387686,3FC90F88,418ED53B
47C9451E,4138B003,3FC90F89,418F55C2
47C9DEE7,4138BC38,3FC90F89,418F711C
47CA0F94,4138C013,3FC90F8A,418F79C0
47CB44B9,4138D87B,3FC90F8A,418FB082
47CE772F,41391868,3FC90F8B,4190404E
47D0C7AF,41394611,3FC90F8C,4190A75C
47D2A228,41396A44,3FC90F8D,4190F946
47D2B83D,41396BF1,3FC90F8D,4190FD13
47D58CD9,4139A299,3FC90F8E,41917918
47D5E6FF,4139A958,3FC90F8E,41918870
47DAA4E8,413A0328,3FC90F90,41925538
47DD600F,413A3600,3FC90F91,4192C9A8
47DD82D6,413A3883,3FC90F91,4192CF6C
47DE36DA,413A457F,3FC90F91,4192ED36
47DF2952,413A56EB,3FC90F91,4193153A
47E1FF1F,413A8AA0,3FC90F92,41938C41
47E305FB,413A9D32,3FC90F92,4193B716
47E36CE2,413AA471,3FC90F93,4193C7D0
47EA4A7E,413B1E43,3FC90F95,4194E229
47EC1F7A,413B3E2B,3FC90F95,41952C72
47EC5C70,413B424B,3FC90F95,41953612
47EDA754,413B58A2,3FC90F96,41956A30
47F19E83,413B9C6A,3FC90F97,419608C3
47F277C5,413BAAC7,3FC90F97,41962A71
47F31D48,413BB5AF,3FC90F97,4196440B
47F52D30,413BD848,3FC90F98,4196955C
47F61C17,413BE7D8,3FC90F98,4196B9FD
47F651BB,413BEB54,3FC90F98,4196C233
47F84D5D,413C0C2C,3FC90F99,41970FA4
47FA4422,413C2C71,3FC90F99,41975BE2
47FBCEB3,413C4596,3FC90F9A,41979767
47FCA1DC,413C52FC,3FC90F9A,4197B725
47FDE0D4,413C6723,3FC90F9A,4197E6F2
47FFDE96,413C8723,3FC90F9B,419832F9
4800444C,413C91C1,3FC90F9B,41984C3A
4804C914,413D1F91,3FC90F9D,41999F29
4805FEAA,413D44B3,3FC90F9D,4199F865
4806198A,413D47E9,3FC90F9E,419A001D
4806C4FF,413D5C51,3FC90F9E,419A313F
48088D4F,413D9222,3FC90F9F,419AB320
4809025E,413D9FD4,3FC90F9F,419AD43D
4809303F,413DA52E,3FC90F9F,419AE131
48096F43,413DAC86,3FC90F9F,419AF2F7
480D297D,413E1A22,3FC90FA1,419BFD3B
480D47E7,413E1D94,3FC90FA1,419C05A1
480DB3FD,413E29CD,3FC90FA1,419C2370
480E52AF,413E3BAF,3FC90FA1,419C4F15
480FD5BA,413E66F7,3FC90FA2,419CB8EE
481095C3,413E7C45,3FC90FA2,419CED23
48125D71,413EAE63,3FC90FA3,419D6837
4812A6EA,413EB66A,3FC90FA3,419D7BF4
4813432D,413EC76D,3FC90FA3,419DA5D7
48136ADB,413ECBBC,3FC90FA3,419DB075
481531B7,413EFCCF,3FC90FA4,419E298C
48157A05,413F048E,3FC90FA4,419E3CB2
4817A7FC,413F3FD9,3FC90FA5,419ECF90
4817C7C3,413F4333,3FC90FA5,419ED7E1
4817D9C7,413F4519,3FC90FA5,419EDC98
4819E299,413F7B9C,3FC90FA5,419F6421
481AFCE9,413F98DC,3FC90FA6,419FAD0A
481BB874,413FAC2D,3FC90FA6,419FDD41
481D4807,413FD506,3FC90FA7,41A0436D
481FAC2F,414012D5,3FC90FA7,41A0DE7C
481FB1C5,41401364,3FC90FA7,41A0DFE4
481FBEDD,414014B4,3FC90FA7,41A0E330
48214971,41403C08,3FC90FA8,41A1462E
48215D1B,41403DFC,3FC90FA8,41A14B18
4821A525,4140451F,3FC90FA8,41A15D16
4821B4ED,414046AF,3FC90FA8,41A16106
4823044E,414067BB,3FC90FA8,41A1B472
48244650,41408737,3FC90FA9,41A20412
4824D3EE,414094FC,3FC90FA9,41A226F1
4825612B,4140A2AC,3FC90FA9,41A249A3
4827F2CA,4140E1CE,3FC90FAA,41A2EA09
4828284C,4140E6E7,3FC90FAA,41A2F701
48292CD5,4140FF9E,3FC90FAA,41A335FC
48299AD2,41410A01,3FC90FAA,41A3507D
482B4288,414131C8,3FC90FAB,41A3B61E
482CF0BE,414159C8,3FC90FAB,41A41C8D
482E1644,414174D9,3FC90FAC,41A46203
482E26DF,4141765F,3FC90FAC,41A465EF
4830A028,4141B025,3FC90FAC,41A4FA99
4830C254,4141B33D,3FC90FAC,41A50293
4831F8CA,4141CF3F,3FC90FAD,41A54AD8
4835E8C1,414228E0,3FC90FAE,41A632F8
4837A935,41425022,3FC90FAE,41A69908
4837E720,41425586,3FC90FAE,41A6A710
48384EC1,41425E87,3FC90FAE,41A6BE86
4838894F,4142639C,3FC90FAE,41A6CBC2
4838C07F,41426864,3FC90FAE,41A6D83A
483D9FAF,4142D300,3FC90FAF,41A7EF0F
483F1565,4142F26A,3FC90FB0,41A84190
4842B9F4,41433FC3,3FC90FB1,41A90D66
48454117,41437498,3FC90FB1,41A9992C
48469372,41438FF3,3FC90FB1,41A9E1B8
4846B333,41439281,3FC90FB1,41A9E882
4847C90E,4143A8D2,3FC90FB2,41AA23C9
4848CB03,4143BD6D,3FC90FB2,41AA5A9A
4849D625,4143D2A8,3FC90FB2,41AA9327
484CCE32,41440E78,3FC90FB3,41AB32DB
484EDBBD,41443752,3FC90FB3,41ABA046
4850A21F,41445A51,3FC90FB3,41ABFE38
4853D663,414498BE,3FC90FB4,41ACA64E
4856254A,4144C522,3FC90FB4,41AD1E37
48569FA2,4144CE44,3FC90FB4,41AD36EC
4856F674,4144D4BB,3FC90FB5,41AD486D
4857A971,4144E208,3FC90FB5,41AD6C74
4857DABC,4144E5B0,3FC90FB5,41AD765C
48592468,4144FE0D,3FC90FB5,41ADB872
485AF66E,4145203F,3FC90FB5,41AE155D
485B9A69,41452C36,3FC90FB5,41AE35EB
485E574A,41455EF6,3FC90FB6,41AEC046
485FA043,41457691,3FC90FB6,41AF00C6
4864DA7A,4145D536,3FC90FB7,41B00453
486548B0,4145DCE9,3FC90FB7,41B01980
4865B63F,4145E48C,3FC90FB7,41B02E85
48678BD2,41460520,3FC90FB7,41B0884A
48678FA3,41460563,3FC90FB7,41B08904
486D7D28,41466CEC,3FC90FB8,41B1A782
486FB294,414692D7,3FC90FB8,41B210E2
4873D32A,4146D8C5,3FC90FB9,41B2D3DC
48740AE8,4146DC6D,3FC90FB9,41B2DE13
48755E78,4146F2A0,3FC90FB9,41B31C2B
48756512,4146F30F,3FC90FB9,41B31D5F
4876F5F5,41470D1D,3FC90FB9,41B3665A
4879114C,41472FE8,3FC90FBA,41B3C7FD
487AC9E9,41474C1D,3FC90FBA,41B4174B
487B79FA,41475755,3FC90FBA,41B436DE
487D7AA0,414777D2,3FC90FBA,41B49270
487DF101,41477F49,3FC90FBA,41B4A782
487EE42F,41478E94,3FC90FBA,41B4D2B2
48805615,4147AB1A,3FC90FBB,41B5235B
48816B0B,4147CD7C,3FC90FBB,41B584C6
488176FE,4147CEF7,3FC90FBB,41B588F7
4882782E,4147EEA0,3FC90FBB,41B5E2DC
4883F188,41481CA4,3FC90FBC,41B665D2
4885DC71,414857BE,3FC90FBC,41B70E90
48876BFD,41488739,3FC90FBC,41B79691
488987FF,4148C689,3FC90FBD,41B84C87
488C02E4,41490FBD,3FC90FBD,41B91FCD
488C50AB,4149189E,3FC90FBD,41B9397D
488CAA8D,414922DA,3FC90FBE,41B95720
488CD0EA,41492737,3FC90FBE,41B963C1
488CEAAB,41492A23,3FC90FBE,41B96C3B
488E8252,4149582A,3FC90FBE,41B9F1C4
48915FF9,4149A9B8,3FC90FBE,41BADF4C
48922B6E,4149C00C,3FC90FBF,41BB208C
489252F4,4149C45F,3FC90FBF,41BB2D31
48925330,4149C466,3FC90FBF,41BB2D44
4892A7D0,4149CDA4,3FC90FBF,41BB484E
48936DE6,4149E332,3FC90FBF,41BB876C
4894084A,4149F3EB,3FC90FBF,41BBB871
48951273,414A1096,3FC90FBF,41BC0C9A
4896BC13,414A3E04,3FC90FBF,41BC9245
4897E1E6,414A5D16,3FC90FC0,41BCEDE8
48984FC7,414A68A5,3FC90FC0,41BD100A
489901D1,414A7B4E,3FC90FC0,41BD4732
489951A3,414A83A4,3FC90FC0,41BD5FDC
489BA397,414AC129,3FC90FC0,41BE163D
489BD982,414AC6B3,3FC90FC0,41BE26B1
489C5BF5,414AD412,3FC90FC0,41BE4E6F
489DF5FE,414AFDD1,3FC90FC1,41BECAB8
489FCE9C,414B2D69,3FC90FC1,41BF58D0
48A20590,414B65C9,3FC90FC1,41C001A6
48A2BBC2,414B77BC,3FC90FC1,41C0378A
48A39741,414B8D43,3FC90FC2,41C0783A
48A46E9A,414BA245,3FC90FC2,41C0B772
48A53633,414BB5A5,3FC90FC2,41C0F1D3
48A7A980,414BF1F3,3FC90FC2,41C1A7F7
48AA79AF,414C361B,3FC90FC3,41C276A1
48AA9750,414C38E3,3FC90FC3,41C27F13
48AB67B7,414C4C63,3FC90FC3,41C2BA5F
48ADE0B6,414C870D,3FC90FC3,41C36D30
48AEAA8C,414C9995,3FC90FC3,41C3A5CE
48AF364A,414CA65D,3FC90FC3,41C3CCE4
48AF8F7C,414CAE80,3FC90FC3,41C3E5CB
48B168B1,414CD967,3FC90FC4,41C46948
48B32F5C,414D0234,3FC90FC4,41C4E6A7
48B35931,414D05F0,3FC90FC4,41C4F224
48B5B281,414D3B3B,3FC90FC4,41C5966A
48B8CC6D,414D808E,3FC90FC4,41C66CE2
48B929D0,414D88A2,3FC90FC5,41C685EF
48BA174F,414D9D1A,3FC90FC5,41C6C579
48BC66E1,414DCFA7,3FC90FC5,41C762B6
48BD8C44,414DE87E,3FC90FC5,41C7B029
48BDDE7A,414DEF6D,3FC90FC5,41C7C5CC
48BF0925,414E0884,3FC90FC5,41C8142E
48C0302E,414E2127,3FC90FC5,41C86141
48C1F5A7,414E46BC,3FC90FC6,41C8D70C
48C2C6E6,414E57F5,3FC90FC6,41C90D21
48C373C5,414E6622,3FC90FC6,41C939AF
48C3B62B,414E6B91,3FC90FC6,41C94AC4
48C4CD64,414E8254,3FC90FC6,41C99269
48C64E7F,414EA185,3FC90FC6,41C9F4BD
48C95F8E,414EE060,3FC90FC6,41CABB77
48CA6650,414EF533,3FC90FC6,41CAFD79
48D14A92,414F7E58,3FC90FC7,41CCB249
48D39A7C,414FAB59,3FC90FC7,41CD426B
48D45595,414FB978,3FC90FC7,41CD6FBC
48D4E9B3,414FC49E,3FC90FC7,41CD9386
48D729C6,414FEFAE,3FC90FC8,41CE1E08
48D9300E,4150160A,3FC90FC8,41CE99B8
48D9440A,41501783,3FC90FC8,41CE9E78
48DA3B2D,415029AC,3FC90FC8,41CED921
48DA9061,41502FEA,3FC90FC8,41CEED4F
48DB2092,41503A75,3FC90FC8,41CF0F67
48DB9608,41504306,3FC90FC8,41CF2B21
48DC38C0,41504EDD,3FC90FC8,41CF5178
48E4215E,4150DF61,3FC90FC9,41D127AE
48E532A5,4150F280,3FC90FC9,41D16635
48E68936,41510A59,3FC90FC9,41D1B447
48E6FA69,41511232,3FC90FC9,41D1CE01
48E853EE,41512A0F,3FC90FC9,41D21C4B
48E8FDAB,415135BC,3FC90FC9,41D242A1
48F03A5D,4151B307,3FC90FCA,41D3DFD5
48F37DCF,4151EA4B,3FC90FCA,41D4971C
48F77ABE,41522CD6,3FC90FCA,41D57499
48F8287F,4152380E,3FC90FCA,41D59A07
48FC06B0,41527768,3FC90FCA,41D66DDE
48FD9D40,41529123,3FC90FCA,41D6C424
49005AEB,4152C2D6,3FC90FCB,41D76B2D
4900B42B,4152CDF2,3FC90FCB,41D79095
