# WRF v4.6.1 Noah-MP ESAT bitwise oracle (module_sf_noahmplsm.F:4952-5001)
#   tree     <wrf-4.6.1-checkout> (WSL)
#   commit   d66e442fccc04111067e29274c9f9eaccc3cef28
#   sha256   bd592a5b7db29000e715250e3a7c779ffb5e0dcc356f6b5a7d9e1c9f69c55282
#   compiler gfortran 13.3.0, WRF FCOPTIM -O2 -ftree-vectorize -funroll-loops
#   produced by tools/noahmp_wrf461_oracle/run_bareflux.F90 in 'esat' mode,
#   which calls the module procedure directly through the visibility patch.
# ESAT is pure float32 polynomial arithmetic -- no libm -- so this sweep
# also serves as the ptxas constant-folding check for the CUDA half:
# a mis-folded coefficient table cannot survive 12007 points.
# T is degrees C; every column is an IEEE-754 binary32 bit pattern.
t,esw,esi,desw,desi
422CF6BA,4608BDB0,46448BEF,43E3DB13,44464F2B
422D0000,4608CE33,4644A6A8,43E3F2C6,444667F8
422D0CCD,4608E501,4644CB8E,43E41382,44468A37
422D1576,4608F471,4644E487,43E429A9,4446A165
422D199A,4608FBD3,4644F078,43E43440,4446AC7C
422D2666,460912A5,46451567,43E45502,4446CEC2
422D3333,4609297E,46453A5F,43E475C7,4446F114
422D4000,4609405A,46455F5D,43E49693,44471366
422D4CCD,4609573A,46458462,43E4B761,444735C1
422D5126,46095EFE,464590F6,43E4C286,4447416B
422D579B,46096A89,4645A3A4,43E4D314,444752C0
422D599A,46096E1B,4645A96B,43E4D834,4447581E
422D59FD,46096ECB,4645AA8A,43E4D931,44475928
422D6165,46097C0B,4645BFFA,43E4EC31,44476D0D
422D6666,460984FE,4645CE7A,43E4F907,44477A7F
422D7255,46099A59,4645F10B,43E517A8,44479A92
422D7333,46099BE7,4645F38E,43E519E1,44479CE7
422D8000,4609B2D2,464618AB,43E53ABF,4447BF55
422D8CCD,4609C9C2,46463DCC,43E55BA2,4447E1C8
422D999A,4609E0B5,464662F6,43E57C87,44480440
422DA666,4609F7A9,4646881F,43E59D6F,444826BA
422DB333,460A0EA1,4646AD55,43E5BE5D,4448493C
422DC000,460A259E,4646D28E,43E5DF4D,44486BC4
422DC3F2,460A2CB4,4646DE09,43E5E975,44487668
422DC63D,460A30D2,4646E4B5,43E5EF5C,44487C97
422DC94A,460A364E,4646ED96,43E5F737,444884D5
422DCCCD,460A3C9E,4646F7CE,43E60043,44488E4E
422DCF06,460A409D,4646FE46,43E605FC,4448944E
422DD99A,460A53A1,46471D15,43E6213C,4448B0E3
422DE666,460A6AA6,4647425D,43E64236,4448D376
422DE987,460A7046,46474B7E,43E64A47,4448DBEA
422DF333,460A81AE,464767B1,43E66338,4448F610
422E0000,460A98BC,46478D09,43E6843B,444918B3
422E0A91,460AABC5,4647ABE2,43E69F80,4449354C
422E0CCD,460AAFCC,4647B268,43E6A545,44493B58
422E199A,460AC6E0,4647D7CC,43E6C652,44495E03
422E2666,460ADDF4,4647FD34,43E6E760,444980B1
422E3333,460AF50E,464822A5,43E70875,4449A367
422E4000,460B0C2C,4648481B,43E7298D,4449C623
422E4CCD,460B234D,46486D97,43E74AAA,4449E8E1
422E599A,460B3A72,4648931B,43E76BC9,444A0BA7
422E6666,460B5197,4648B8A2,43E78CEC,444A2E6E
422E7333,460B68C1,4648DE2E,43E7AE14,444A513E
422E8000,460B7FEF,464903C4,43E7CF40,444A7414
422E8B97,460B94EF,464925D1,43E7ED4C,444A93A2
422E8CCD,460B9722,46492960,43E7F06F,444A96EF
422E999A,460BAE56,46494F02,43E811A3,444AB9CE
422EA666,460BC58C,464974A6,43E832D9,444ADCAF
422EA695,460BC5E1,46497530,43E83353,444ADD2F
422EB333,460BDCC7,46499A54,43E85415,444AFF97
422EC000,460BF405,4649C007,43E87554,444B2287
422EC0DF,460BF59A,4649C296,43E87797,444B24E7
422EC2A8,460BF8D9,4649C7DA,43E87C3B,444B29C9
422ECCCD,460C0B47,4649E5C1,43E89697,444B457B
422ECDA8,460C0CD5,4649E846,43E898D0,444B47D0
422ED99A,460C228C,464A0B80,43E8B7DF,444B6873
422EE666,460C39D4,464A3143,43E8D928,444B8B6F
422EECE1,460C459F,464A4465,43E8EA05,444B9D29
422EEDB9,460C4728,464A46E3,43E8EC36,444B9F77
422EF333,460C5121,464A570F,43E8FA76,444BAE73
422F0000,460C686F,464A7CE2,43E91BCB,444BD17C
422F0CCD,460C7FC2,464AA2BA,43E93D22,444BF488
422F119E,460C888A,464AB0F9,43E949AE,444C01BA
422F1783,460C9349,464AC26A,43E9590B,444C11E2
422F199A,460C9718,464AC897,43E95E7D,444C179C
422F2666,460CAE6F,464AEE7A,43E97FD9,444C3AB2
422F3333,460CC5CD,464B1464,43E9A13C,444C5DCF
422F38E4,460CD030,464B2541,43E9B016,444C6D6F
422F3DEB,460CD95F,464B3427,43E9BD35,444C7B3B
422F4000,460CDD2C,464B3A55,43E9C2A4,444C80F3
422F4066,460CDDE7,464B3B84,43E9C3AD,444C820A
422F4AC4,460CF0D7,464B5A42,43E9DEBD,444C9E83
422F4CCD,460CF490,464B604B,43E9E40D,444CA419
422F4E92,460CF7CD,464B658B,43E9E8AD,444CA8F6
422F599A,460D0BF6,464B864A,43EA057C,444CC747
422F6666,460D235F,464BAC48,43EA26ED,444CEA77
422F6791,460D2581,464BAFC0,43EA29FA,444CEDAF
422F7333,460D3ACC,464BD252,43EA4863,444D0DB0
422F8000,460D523D,464BF862,43EA69DF,444D30EB
422F8CCD,460D69B2,464C1E78,43EA8B5C,444D542E
422F999A,460D8129,464C4492,43EAACDE,444D7776
422F9F9C,460D8C2D,464C5678,43EABC9C,444D8807
422FA58C,460D9711,464C6828,43EACC28,444D9866
422FA666,460D98A2,464C6AB2,43EACE63,444D9AC1
422FB333,460DB021,464C90DB,43EAEFED,444DBE10
422FC000,460DC7A2,464CB708,43EB117C,444DE168
422FC4E9,460DD0A6,464CC5AE,43EB1E5B,444DEEF8
422FCCCD,460DDF26,464CDD3C,43EB330E,444E04C6
422FD99A,460DF6AF,464D0376,43EB54A3,444E2826
422FE666,460E0E39,464D29B4,43EB763C,444E4B89
422FF333,460E25C7,464D4FFC,43EB97D9,444E6EF6
42300000,460E3D5A,464D7649,43EBB97C,444E9269
4230027D,460E41EF,464D7DBD,43EBC005,444E994B
42300910,460E4E0C,464D916C,43EBD14E,444EAB83
42300C45,460E53F5,464D9B04,43EBD9BC,444EB466
42300CCD,460E54F0,464D9C9C,43EBDB22,444EB5DD
4230199A,460E6C89,464DC2F5,43EBFCCB,444ED95A
42302666,460E8422,464DE953,43EC1E77,444EFCD9
42302EFF,460E9402,464E031B,43EC3519,444F14B4
42303333,460E9BC3,464E0FB9,43EC402A,444F205F
42304000,460EB367,464E3625,43EC61E0,444F43EA
42304CCD,460ECB0E,464E5C97,43EC8398,444F677C
4230599A,460EE2B8,464E830F,43ECA556,444F8B13
423063EE,460EF5D2,464EA21D,43ECC092,444FA7CA
42306666,460EFA64,464EA989,43ECC715,444FAEAB
42306A54,460F01A8,464EB55D,43ECD174,444FB99A
42306BD8,460F0476,464EB9EE,43ECD573,444FBDD1
42307333,460F1214,464ED010,43ECE8DA,444FD24D
423078F3,460F1CB9,464EE15F,43ECF808,444FE24E
42307992,460F1DDF,464EE33D,43ECF9AB,444FE408
42308000,460F29C8,464EF699,43ED0AA4,444FF5F0
4230849F,460F3256,464F0487,43ED16D9,445002D1
42308CCD,460F417F,464F1D2B,43ED2C73,4450199D
42308D41,460F4256,464F1E89,43ED2DA5,44501AE1
42308F96,460F46A9,464F2591,43ED33CE,44502161
4230999A,460F593A,464F43C4,43ED4E45,44503D4D
4230A666,460F70F6,464F6A5D,43ED7018,44506100
4230B0B8,460F841E,464F8984,43ED8B62,44507DCF
4230B333,460F88B8,464F9103,43ED91F0,445084BD
4230C000,460FA07D,464FB7AC,43EDB3CE,4450A87B
4230C230,460FA48D,464FBE46,43EDB998,4450AE98
4230CCCD,460FB846,464FDE5D,43EDD5B2,4450CC42
4230D99A,460FD011,46500514,43EDF794,4450F00D
4230E666,460FE7DE,46502BCE,43EE197C,445113DA
4230ED84,460FF51D,46504158,43EE2C58,445127C6
4230F333,460FFFB1,46505291,43EE3B6A,445137B1
4230FFC3,46101717,4650789F,43EE5CB9,44515AE1
42310000,46101788,46507959,43EE5D5D,44515B8D
4231049A,4610201A,4650874B,43EE698F,44516871
42310CCD,46102F60,4650A028,43EE7F51,44517F6A
42310D84,461030B7,4650A254,43EE8135,4451816E
4231199A,4610473E,4650C6FF,43EEA14A,4451A351
42312666,46105F1C,4650EDD9,43EEC344,4451C739
42313333,46107700,465114BB,43EEE546,4451EB29
42314000,46108EE7,46513BA3,43EF074C,44520F1F
42314CCD,4610A6D1,46516292,43EF2954,4452331A
42315281,4610B17A,465173EE,43EF387F,44524324
4231599A,4610BEC0,46518987,43EF4B62,4452571B
42315E4A,4610C783,465197CC,43EF57DB,4452644A
42316666,4610D6AF,4651B07E,43EF6D70,44527B1E
4231674D,4610D860,4651B33F,43EF6FD8,44527DA7
42316DF1,4610E4CB,4651C779,43EF8186,44529058
42317333,4610EEA4,4651D782,43EF8F87,44529F29
42318000,4611069C,4651FE8A,43EFB19F,4452C33A
42318253,46110AF7,4652059E,43EFB7D1,4452C9C6
42318CCD,46111E97,46522597,43EFD3BD,4452E74F
42319457,46112CB9,46523C9B,43EFE7D7,4452FC91
4231999A,46113697,46524CAC,43EFF5DF,44530B69
4231A666,46114E97,465273C3,43F01800,44532F86
4231B333,4611669D,46529AE4,43F03A2B,445353AA
4231C000,46117EA5,4652C20C,43F05C58,445377D7
4231C05D,46117F55,4652C328,43F05D50,445378DE
4231C437,46118690,4652CEF2,43F06799,445383C1
4231CCCD,461196B2,4652E93A,43F07E89,44539C06
4231D99A,4611AEC3,4653106F,43F0A0BD,4453C03C
4231DBDF,4611B308,46531761,43F0A6D0,4453C6A8
4231E666,4611C6D4,465337A5,43F0C2F6,4453E475
4231F333,4611DEEB,46535EE5,43F0E532,445408B5
4231FD32,4611F1BD,46537D91,43F0FFF2,44542508
4231FFA5,4611F659,46538514,43F10681,44542BF8
42320000,4611F705,4653862C,43F10773,44542CFB
42320CCD,46120F23,4653AD79,43F129B8,44545146
4232199A,46122744,4653D4CD,43F14C04,44547596
42322096,46123470,4653EA45,43F15EB9,44548968
42322666,46123F68,4653FC24,43F16E4C,445499E9
42323162,46125422,46541DEE,43F18BC0,4454B91B
42323333,46125790,46542383,43F1909E,4454BE46
42324000,46126FBB,46544AEB,43F1B2F5,4454E2A4
42324CCD,461287E8,46547257,43F1D54D,4455070C
4232599A,4612A01C,465499CB,43F1F7AA,44552B76
42326666,4612B850,4654C142,43F21A0A,44554FE6
42327333,4612D08A,4654E8C1,43F23C70,44557459
42328000,4612E8C5,46551048,43F25EDA,445598D6
42328CCD,46130106,465537D3,43F28148,4455BD56
4232999A,4613194A,46555F67,43F2A3B7,4455E1DC
4232A1C8,461328CD,465578B3,43F2B9BD,4455F936
4232A264,461329F6,46557A98,43F2BB61,4455FAF3
4232A666,4613318F,465586FD,43F2C62C,44560663
4232B128,461345F9,4655A848,43F2E325,4456251E
4232B333,461349DA,4655AE9D,43F2E8A5,44562AF6
4232BEE8,46136014,4655D2E0,43F30830,44564C6B
4232C000,46136228,4655D641,43F30B24,44564F8B
4232CCCD,46137A79,4655FDEF,43F32DA5,44567429
4232D99A,461392CE,465625A2,43F3502A,445698C9
4232E666,4613AB25,46564D57,43F372B1,4456BD6D
4232F333,4613C380,46567518,43F39540,4456E218
42330000,4613DBDF,46569CDB,43F3B7D1,445706C9
42330CCD,4613F443,4656C4A8,43F3DA67,44572B81
42331484,461402F7,4656DCA8,43F3EF41,445741A4
4233199A,46140CAA,4656EC7C,43F3FD00,4457503C
42332666,46142510,46571452,43F41F9B,445774FC
42333333,46143D7E,46573C30,43F44240,445799C2
4233337C,46143E09,46573D13,43F44305,44579A94
42334000,461455EF,46576416,43F464E4,4457BE8F
42334830,46146591,46577D9E,43F47B10,4457D61C
42334CCD,46146E63,46578C03,43F48790,4457E35F
423357CC,46148366,4657AE53,43F4A558,44580306
4233599A,461486DA,4657B3F5,43F4AA3E,44580838
42335C48,46148BF9,4657BC52,43F4B17F,44580FF0
42336666,46149F53,4657DBEB,43F4CCED,44582D12
42337333,4614B7D1,465803EA,43F4EFA3,445851F3
42338000,4614D053,46582BEF,43F5125E,445876DB
42338AF6,4614E553,46584E3A,43F5301C,44589679
42338CCD,4614E8DA,465853FD,43F5351C,44589BC8
4233999A,46150162,46587C0E,43F557DC,4458C0BC
4233A666,461519EC,4658A425,43F57AA2,4458E5AF
4233B333,4615327D,4658CC45,43F59D6E,44590AAD
4233B569,461536BB,4658D334,43F5A36F,44591110
4233B583,461536ED,4658D383,43F5A3B6,4459115C
4233BD9E,4615467C,4658ECF1,43F5B9C0,445928CE
4233C000,46154B0F,4658F46B,43F5C03B,44592FB0
4233CCCD,461563A8,46591C97,43F5E30D,445954B8
4233D0E2,46156B80,46592967,43F5EE29,44596087
4233D320,46156FCD,46593072,43F5F444,44596704
4233D580,4615745F,465937E7,43F5FABA,44596DE7
4233D99A,46157C41,465944CA,43F605E4,445979C8
4233E666,461594DD,46596D00,43F628BC,44599ED7
4233F333,4615AD7F,4659953F,43F64B9B,4459C3F0
4233FA10,4615BAB5,4659AAD5,43F65E50,4459D7D6
42340000,4615C624,4659BD86,43F66E7E,4459E90D
42340CCD,4615DECB,4659E5D1,43F69165,445A0E30
42340E1D,4615E153,4659E9F3,43F694FA,445A1200
4234199A,4615F777,465A0E25,43F6B451,445A335B
42341D3A,4615FE75,465A1990,43F6BE34,445A3DE0
42342666,46161026,465A367B,43F6D73C,445A5885
42343333,461628D7,465A5EDA,43F6FA31,445A7DBA
42343F03,46163FA6,465A8421,43F71A74,445AA013
42344000,4616418D,465A8740,43F71D28,445AA2F2
42344A8D,461655EE,465AA892,43F739FC,445AC1A6
42344CCD,46165A48,465AAFAE,43F74023,445AC831
4234599A,46167306,465AD821,43F76322,445AED76
42345BD5,46167755,465ADF2D,43F7693D,445AF3F6
42346666,46168BC5,465B0096,43F78623,445B12BC
42347333,4616A488,465B2919,43F7A92A,445B380D
42348000,4616BD51,465B519E,43F7CC36,445B5D60
42348CCD,4616D61C,465B7A2B,43F7EF45,445B82BC
4234999A,4616EEEB,465BA2BF,43F8125B,445BA81C
4234A666,461707BC,465BCB56,43F83570,445BCD7D
4234B333,46172091,465BF3F7,43F8588B,445BF2E7
4234C000,4617396A,465C1C9C,43F87BAC,445C1859
4234CCCD,46175247,465C454B,43F89ECF,445C3DCE
4234D063,46175940,465C50B1,43F8A8A9,445C484E
4234D99A,46176B28,465C6DFE,43F8C1F8,445C634B
4234DF13,461775CC,465C7F68,43F8D101,445C7352
4234E666,4617840A,465C96B7,43F8E522,445C88C8
4234ED77,461791C9,465CAD36,43F8F88E,445C9D7E
4234F333,46179CF0,465CBF76,43F90852,445CAE4E
4234FBD5,4617ADBF,465CDAF7,43F92010,445CC79F
42350000,4617B5DC,465CE83F,43F92B86,445CD3D9
42350CCD,4617CECC,465D110C,43F94EBF,445CF96C
4235199A,4617E7BE,465D39E3,43F971FC,445D1F02
42352666,461800B1,465D62B8,43F9953A,445D449B
42353333,461819AA,465D8B9B,43F9B87F,445D6A3D
42354000,461832A7,465DB483,43F9DBC8,445D8FE6
42354B61,461848DF,465DD8E5,43F9FB29,445DB162
42354CCD,46184BA7,465DDD71,43F9FF16,445DB593
4235599A,461864AC,465E0666,43FA2266,445DDB44
42355D70,46186C2A,465E12AF,43FA2CFD,445DE691
42356666,46187DB0,465E2F60,43FA45BA,445E00F9
423567A5,46188021,465E335D,43FA492A,445E04A7
423567F8,461880C2,465E3468,43FA4A0F,445E059B
42357333,461896BB,465E5861,43FA6914,445E26B7
42358000,4618AFC9,465E816B,43FA8C70,445E4C7A
42358CCD,4618C8DB,465EAA7A,43FAAFD3,445E7242
423595D2,4618DA88,465EC76D,43FAC8C2,445E8CE5
4235999A,4618E1F0,465ED390,43FAD338,445E9810
4235A46E,4618F72C,465EF657,43FAF12D,445EB812
4235A666,4618FB09,465EFCA9,43FAF6A0,445EBDE2
4235AAEA,461903E3,465F0B2C,43FB031E,445ECB3B
4235B333,46191425,465F25CD,43FB1A0D,445EE3BB
4235C000,46192D44,465F4EF8,43FB3D80,445F0998
4235C08D,46192E59,465F50BD,43FB3F06,445F0B3B
4235CCCD,46194669,465F7828,43FB60F6,445F2F80
4235D374,4619537B,465F8D91,43FB7365,445F4332
4235D99A,46195F90,465FA15E,43FB8471,445F5568
4235DC09,46196459,465FA934,43FB8B2E,445F5C9E
4235DDFF,46196834,465FAF85,43FB909F,445F626F
4235E666,461978B9,465FCA97,43FBA7EB,445F7B54
4235F333,461991E7,465FF3DC,43FBCB6E,445FA14B
4235FFC8,4619AAAA,46601C70,43FBEE59,445FC69D
42360000,4619AB19,46601D25,43FBEEF5,445FC745
42360984,4619BDD6,46603BDC,43FC0960,445FE384
42360CCD,4619C44E,46604677,43FC1280,445FED45
42361418,4619D2AD,46605E05,43FC26C2,446002EE
4236199A,4619DD88,46606FCE,43FC360F,4460134A
42361C91,4619E35F,46607963,43FC3E4C,44601C1B
42362666,4619F6C1,4660992B,43FC59A0,44603953
42363299,461A0ED2,4660C09C,43FC7B8A,44605D99
42363333,461A1001,4660C28E,43FC7D37,44605F63
42363474,461A127C,4660C69D,43FC80B3,4460631F
42364000,461A2946,4660EBF9,43FCA0D2,4460857A
423642B9,461A2EA6,4660F4CA,43FCA865,44608D94
42364CCD,461A428D,4661156B,43FCC471,4460AB97
4236599A,461A5BD7,46613EE4,43FCE816,4460D1B8
42366666,461A7525,46616860,43FD0BB9,4460F7DF
42367333,461A8E77,466191E6,43FD2F65,44611E09
42368000,461AA7CB,4661BB74,43FD5316,4461443B
42368CCD,461AC125,4661E507,43FD76CB,44616A75
4236999A,461ADA82,46620EA0,43FD9A82,446190B1
42369E2C,461AE391,46621D7B,43FDA744,44619E5A
4236A666,461AF3E1,4662383D,43FDBE3C,4461B6F1
4236B333,461B0D44,466261E3,43FDE1FD,4461DD3A
4236BE93,461B23D7,466286ED,43FE01C5,4461FF46
4236C000,461B26AC,46628B90,43FE05C1,44620389
4236CCCD,461B4017,4662B545,43FE298A,446229DD
4236D99A,461B5985,4662DEFF,43FE4D58,44625036
4236E666,461B72F5,466308BF,43FE7125,44627694
4236E801,461B7627,46630DFA,43FE75A5,44627B65
4236F333,461B8C6B,46633288,43FE94FB,44629CF8
42370000,461BA5E4,46635C55,43FEB8D5,4462C363
42370CCD,461BBF62,4663862B,43FEDCB2,4462E9D2
4237199A,461BD8E2,4663B006,43FF0094,44631047
423721D9,461BE952,4663CB01,43FF17B4,44632912
42372666,461BF264,4663D9E5,43FF2478,446336C3
42373333,461C0BEB,466403D0,43FF4861,44635D43
42374000,461C2577,46642DBD,43FF6C50,446383C9
42374CCD,461C3F06,466457B6,43FF9041,4463AA56
4237599A,461C5898,466481B3,43FFB439,4463D0E8
42376666,461C722E,4664ABB4,43FFD831,4463F77C
42377333,461C8BC7,4664D5BD,43FFFC2F,44641E17
423779D0,461C9903,4664EB7B,44000766,4464320C
42378000,461CA565,4664FFCF,4400101A,446444BB
4237845A,461CAE1B,46650E1E,44001639,446451DF
42378CCD,461CBF05,466529E8,4400221D,44646B64
4237999A,461CD8AA,46655407,44003423,44649213
4237A666,461CF250,46657E2A,4400462A,4464B8C4
4237B333,461D0BFC,4665A856,44005833,4464DF7E
4237C000,461D25AB,4665D287,44006A3F,4465063D
4237CCCD,461D3F5E,4665FCC0,44007C4E,44652D02
4237D2EB,461D4BA8,466610F0,440084EE,44653F89
4237D99A,461D5916,46662702,44008E5D,446553CB
4237E666,461D72CE,46665146,4400A06E,44657A98
4237E93B,461D7880,46665AA0,4400A46E,44658330
4237F333,461D8C8B,46667B92,4400B282,4465A16D
42380000,461DA64C,4666A5E8,4400C49A,4465C84B
42380CCD,461DC013,4666D043,4400D6B2,4465EF2A
42381268,461DCB5C,4666E2D1,4400DE9E,44660032
4238199A,461DD9DB,4666FAA5,4400E8CC,44661613
42382666,461DF3A6,46672509,4400FAE7,44663CFB
42383333,461E0D76,46674F77,44010D06,446663ED
42383765,461E15EC,46675D63,440112F7,446670B2
42384000,461E2749,466779EE,44011F27,44668AE6
423843CC,461E2EF3,46678688,44012487,44669676
42384CCD,461E4120,4667A46A,4401314A,4466B1E4
4238599A,461E5AFC,4667CEEF,4401436F,4466D8E6
42385A24,461E5C13,4667D0B8,44014432,4466DA8C
42386666,461E74D9,4667F975,44015595,4466FFEB
42386F4F,461E86DC,46681715,44016239,44671B1B
42387333,461E8EBB,46682405,440167BE,446726FB
423873EB,461E902F,4668266A,440168C3,4467292B
423875FF,461E9463,46682D54,44016BB6,44672F82
42388000,461EA8A1,46684E9D,440179E9,44674E0D
42388CCD,461EC28A,4668793C,44018C16,44677528
4238999A,461EDC78,4668A3E2,44019E46,44679C47
4238A666,461EF666,4668CE89,4401B077,4467C36A
4238B333,461F1059,4668F93C,4401C2AA,4467EA95
4238C000,461F2A53,466923F6,4401D4E1,446811C9
4238C091,461F2B78,466925DA,4401D5AE,44681383
4238CCCD,461F444E,46694EB7,4401E718,446838FD
4238D99A,461F5E4E,4669797F,4401F952,4468603A
4238E666,461F784F,4669A448,44020B8D,44688777
4238F333,461F9255,4669CF1C,44021DCB,4468AEC1
42390000,461FAC60,4669F9F8,4402300C,4468D60E
42390CCD,461FC66E,466A24DA,4402424D,4468FD63
4239199A,461FE07F,466A4FC4,44025492,446924BB
42392093,461FEEB5,466A6724,44025E87,44693A2C
42392666,461FFA93,466A7AAF,440266D8,44694C16
42393333,462014AC,466AA5A6,44027920,44697378
42394000,46202ECA,466AD0A4,44028B6B,44699AE3
423947FC,46203F14,466AEB77,440296D6,4469B37E
42394CCD,462048E8,466AFBA7,44029DB8,4469C254
4239599A,4620630D,466B26B2,4402B008,4469E9CA
42395BAF,4620674E,466B2DB3,4402B301,4469F035
42396666,46207D33,466B51C0,4402C257,446A1142
42397333,4620975F,466B7CDA,4402D4AB,446A38C3
42397357,462097A8,466B7D52,4402D4DE,446A3932
423977ED,4620A109,466B8CC5,4402DB6F,446A475B
42398000,4620B18C,466BA7F9,4402E700,446A604B
42398655,4620BE82,466BBD4F,4402F012,446A73D9
42398CCD,4620CBC0,466BD31E,4402F958,446A87D6
4239999A,4620E5F6,466BFE4A,44030BB1,446AAF68
4239A666,4621002E,466C297D,44031E0C,446AD6FE
4239B333,46211A6B,466C54B7,44033069,446AFE9D
4239B5F2,4621200E,466C5DFE,4403345A,446B071D
4239BEF2,46213283,466C7C68,44034146,446B22FC
4239C000,462134AC,466C7FF8,440342C9,446B2640
4239C8AD,4621467B,466C9D4E,44034F3F,446B4121
4239CCCD,46214EF3,466CAB40,4403552C,446B4DEA
4239D99A,4621693B,466CD68F,44036790,446B7598
4239E666,46218386,466D01E2,440379F5,446B9D4B
4239F333,46219DD6,466D2D3E,44038C5E,446BC506
423A0000,4621B829,466D58A2,44039EC8,446BECC5
423A0CCD,4621D281,466D840E,4403B134,446C1489
423A199A,4621ECDD,466DAF7F,4403C3A4,446C3C59
423A2666,46220738,466DDAF3,4403D613,446C6428
423A3333,4622219C,466E0673,4403E886,446C8BFE
423A4000,46223C03,466E31F9,4403FAFB,446CB3DD
423A4517,46224683,466E434A,44040253,446CC3B8
423A4CCD,4622566C,466E5D85,44040D73,446CDBC0
423A4FF8,46225CF6,466E684E,44041205,446CE59E
423A599A,462270DB,466E891A,44041FEC,446D03A9
423A6666,46228B4A,466EB4AF,44043267,446D2B95
423A72B5,4622A4BA,466EDEA6,4404442E,446D51FF
423A7333,4622A5BE,466EE053,440444E4,446D5389
423A7527,4622A9C8,466EE6FC,440447B6,446D59A2
423A7792,4622AEC9,466EEF3B,44044B35,446D6130
423A8000,4622C036,466F0BFA,44045763,446D7B84
423A85F2,4622CC85,466F2044,44045FFC,446D8E18
423A86BD,4622CE29,466F22FA,44046121,446D9092
423A8CCD,4622DAB4,466F37A9,440469E6,446DA384
423A999A,4622F535,466F6361,44047C6A,446DCB8A
423AA666,46230FB6,466F8F1A,44048EEE,446DF392
423AB333,46232A3E,466FBADE,4404A177,446E1BA5
423AB68A,4623312A,466FC64B,4404A64D,446E261B
423AB71A,46233254,466FC839,4404A71E,446E27DD
423ABD46,46233F22,466FDD54,4404B00F,446E3B30
423AC000,462344C9,466FE6A9,4404B402,446E43BD
423AC690,46235266,466FFD1F,4404BD84,446E584C
423ACC0F,46235DCE,46700FF2,4404C57B,446E6987
423ACCCD,46235F58,4670127A,4404C68E,446E6BD9
423AD808,462376A9,467038F1,4404D6D6,446E8F10
423AD99A,462379EB,46703E55,4404D91D,446E93FC
423AE666,4623947F,46706A2F,4404EBAC,446EBC22
423AE83B,4623984E,46707079,4404EE55,446EC1E3
423AF333,4623AF1A,46709616,4404FE40,446EE451
423AFCD3,4623C31D,4670B71D,44050C38,446F028C
423AFCDE,4623C334,4670B744,44050C48,446F02AF
423B0000,4623C9B8,4670C204,440510D5,446F0C87
423B02ED,4623CFCD,4670CC10,44051514,446F15B8
423B0CCD,4623E45A,4670EDF9,4405236C,446F34C1
423B1063,4623EBCF,4670FA4A,440528A1,446F4007
423B116C,4623EDF8,4670FDD9,44052A22,446F4348
423B166D,4623F863,46710F0B,44053168,446F5304
423B16C8,4623F920,46711043,440531EC,446F5422
423B199A,4623FF00,467119F4,44053605,446F5D00
423B1B18,4624021B,46711F15,44053830,446F61B2
423B1E7E,4624092F,46712AC3,44053D21,446F6C64
423B212A,46240EBF,467133F1,44054102,446F74CB
423B2666,462419A6,467145F3,440548A0,446F8546
423B3333,46243452,467171FC,44055B3D,446FAD90
423B4000,46244F04,46719E0C,44056DDC,446FD5E3
423B4BB9,46246779,4671C66C,44057EEC,446FFAD4
423B4CCD,462469B8,4671CA23,4405807F,446FFE3A
423B50CD,46247211,4671D7EC,44058651,44700AD6
423B599A,46248471,4671F641,44059323,44702698
423B6666,46249F2B,46722264,4405A5C8,44704EFA
423B7333,4624B9E9,46724E8F,4405B870,44707760
423B7879,4624C4F0,467260C4,4405C020,44708808
423B7B70,4624CB22,46726B01,4405C473,44709168
423B8000,4624D4AC,46727AC2,4405CB1A,44709FD0
423B8CCD,4624EF74,4672A6FD,4405DDC7,4470C847
423B999A,46250A3E,4672D33D,4405F076,4470F0C0
423BA666,4625250B,4672FF82,44060325,4471193F
423BB333,46253FDD,46732BD0,440615D8,447141C6
423BC000,46255AB4,46735824,4406288D,44716A53
423BCCCD,4625758D,46738484,44063B44,447192E5
423BCDB6,46257776,467387AA,44063C9A,447195C8
423BD99A,4625906A,4673B0E6,44064DFE,4471BB7D
423BE666,4625AB4A,4673DD4E,440660B8,4471E419
423BEABB,4625B464,4673EC56,44066710,4471F1D9
423BF333,4625C62E,467409C0,44067376,44720CBD
423BF35F,4625C68B,46740A59,440673B7,44720D48
423C0000,4625E118,46743638,44068637,44723565
423C0CCD,4625FC04,467462B8,440698F8,44725E16
423C13B1,46260A84,46747AB0,4406A312,447273FE
423C199A,462616F4,46748F3D,4406ABBD,447286CC
423C2666,462631E6,4674BBC8,4406BE82,4472AF85
423C2F71,462644F3,4674DB45,4406CBC7,4472CC50
423C3333,46264CDF,4674E85D,4406D14A,4472D846
423C4000,462667DA,467514FB,4406E414,4473010D
423C4CCD,462682D9,4675419A,4406F6E1,447329DA
423C599A,46269DDC,46756E44,440709B1,447352AE
423C6666,4626B8E1,46759AF4,44071C80,44737B85
423C6793,4626BB5D,46759F0E,44071E3B,44737F44
423C7333,4626D3EC,4675C7AA,44072F54,4473A463
423C75DC,4626D98B,4675D0F8,4407333D,4473ACE2
423C8000,4626EEFB,4675F469,44074229,4473CD48
423C8CCD,46270A0C,46762130,44075501,4473F635
