# WRF v4.6.1 Noah-MP ESAT bitwise oracle (module_sf_noahmplsm.F:4952-5001)
#   tree     <wrf-4.6.1-checkout> (WSL)
#   commit   d66e442fccc04111067e29274c9f9eaccc3cef28
#   sha256   bd592a5b7db29000e715250e3a7c779ffb5e0dcc356f6b5a7d9e1c9f69c55282
#   compiler gfortran 13.3.0, WRF FCOPTIM -O2 -ftree-vectorize -funroll-loops
#   produced by tools/noahmp_wrf461_oracle/run_bareflux.F90 in 'esat' mode,
#   which calls the module procedure directly through the visibility patch.
# ESAT is pure float32 polynomial arithmetic -- no libm -- so this sweep
# also serves as the ptxas constant-folding check for the CUDA half:
# a mis-folded coefficient table cannot survive 12007 points.
# T is degrees C; every column is an IEEE-754 binary32 bit pattern.
t,esw,esi,desw,desi
421DCCCD,45DFDF7E,461CDB41,43BFBA14,44212E3E
421DD99A,45E005D9,461CF995,43BFD671,44214ADB
421DD9D7,45E00690,461CFA25,43BFD6F9,44214B63
421DE666,45E02C38,461D17EC,43BFF2D4,44216778
421DE6E3,45E02DAE,461D1914,43BFF3E8,44216890
421DF333,45E052A0,461D3649,43C00F39,4421841D
421DF481,45E05689,461D3962,43C0121E,4421870A
421E0000,45E0790C,461D54AC,43C02BA3,4421A0C7
421E0CCD,45E09F7E,461D7314,43C0480F,4421BD75
421E199A,45E0C5F6,461D9182,43C0647F,4421DA28
421E2070,45E0DA83,461DA1C4,43C073B1,4421E97B
421E2666,45E0EC72,461DAFF2,43C080F1,4421F6DC
421E2F32,45E106E9,461DC4E2,43C09481,44220A99
421E3333,45E112F5,461DCE6A,43C09D69,44221397
421E4000,45E13980,461DECE6,43C0B9E3,44223056
421E4CCD,45E1600F,461E0B69,43C0D661,44224D1A
421E5195,45E16E78,461E16CF,43C0E108,442257DA
421E599A,45E186A3,461E29F0,43C0F2E3,442269E3
421E6666,45E1AD3B,461E487A,43C10F67,442286AD
421E7333,45E1D3DA,461E670C,43C12BEF,4422A37E
421E7665,45E1DD81,461E6EAD,43C13310,4422AAB0
421E8000,45E1FA80,461E85A2,43C1487B,4422C053
421E8CCD,45E2212C,461EA43D,43C1650C,4422DD2D
421E94A3,45E238DC,461EB6FC,43C17689,4422EEDA
421E999A,45E247DE,461EC2DE,43C1819E,4422FA0C
421EA666,45E26E94,461EE181,43C19E34,442316EC
421EB333,45E2954F,461F002D,43C1BACD,442333D4
421EC000,45E2BC11,461F1EDB,43C1D76C,442350C1
421EC767,45E2D27F,461F309E,43C1E7F9,4423617B
421ECCCD,45E2E2DB,461F3D91,43C1F40D,44236DB0
421ED99A,45E309A8,461F5C4C,43C210B0,44238AA5
421EE666,45E33079,461F7B09,43C22D57,4423A79D
421EF333,45E35753,461F99CE,43C24A02,4423C499
421F0000,45E37E32,461FB898,43C266B2,4423E19B
421F0CCD,45E3A516,461FD766,43C28365,4423FEA1
421F199A,45E3CC01,461FF63B,43C2A01A,44241BAD
421F2666,45E3F2F0,46201511,43C2BCD3,442438B9
421F3333,45E419E6,462033EF,43C2D990,442455CD
421F33CE,45E41BBF,46203566,43C2DAEB,4424572E
421F4000,45E440E1,462052D3,43C2F651,442472E5
421F4958,45E45D5A,46206963,43C30B4F,44248824
421F4CCD,45E467E3,462071BC,43C31315,44249001
421F599A,45E48EEB,462090AB,43C32FDD,4424AD24
421F5AD7,45E492B2,462093A9,43C332A5,4424AFF4
421F6666,45E4B5F5,4620AF9B,43C34CA5,4424CA46
421F7333,45E4DD08,4620CE94,43C36975,4424E771
421F8000,45E50423,4620ED91,43C38647,4425049E
421F8CCD,45E52B40,46210C94,43C3A31D,442521D2
421F8E92,45E530AA,462110DD,43C3A719,442525DB
421F8FA3,45E533EC,46211373,43C3A980,4425284B
421F999A,45E55266,46212B9C,43C3BFF6,44253F0A
421FA666,45E5798B,46214AA6,43C3DCD0,44255C43
421FAD57,45E58ECC,46215B7F,43C3EC7A,44256C1F
421FB1B6,45E59C2D,4621661C,43C3F655,4425761D
421FB333,45E5A0BC,462169B8,43C3F9B1,44257984
421FBC0D,45E5BBD7,46217F38,43C40DAB,44258DC0
421FC000,45E5C7F2,462188D0,43C41695,442596C9
421FCCCD,45E5EF2D,4621A7EC,43C4337D,4425B412
421FD2EB,45E601EF,4621B6CE,43C4414D,4425C212
421FD99A,45E6166E,4621C70E,43C45067,4425D161
421FE532,45E63A02,4621E345,43C46A9C,4425EBEE
421FE666,45E63DB3,4621E633,43C46D53,4425EEB1
421FE9E9,45E64879,4621EEC0,43C47544,4425F6BD
421FF333,45E664FE,46220560,43C48A44,44260C08
42200000,45E68C53,46222491,43C4A73A,44262962
42200CCD,45E6B3AB,462243C8,43C4C434,442646C4
4220199A,45E6DB08,46226304,43C4E130,44266428
42201BCE,45E6E1D1,46226864,43C4E62D,44266937
42202133,45E6F26A,46227590,43C4F266,4426759B
42202666,45E70269,46228243,43C4FE2F,4426818E
422029DD,45E70D12,46228AB9,43C5060A,44268984
42203333,45E729D2,4622A18A,43C51B33,44269EFB
42204000,45E75144,4622C0D5,43C5383A,4426BC6E
42204CCD,45E778B8,4622E026,43C55544,4426D9E3
4220599A,45E7A033,4622FF7C,43C57253,4426F75F
42205AA2,45E7A362,46230202,43C574A9,4426F9BF
42206666,45E7C7B2,46231ED4,43C58F62,442714DC
42207333,45E7EF38,46233E34,43C5AC78,44273260
42208000,45E816C5,46235D9A,43C5C98F,44274FE7
42208CCD,45E83E58,46237D05,43C5E6AD,44276D75
4220999A,45E865F2,46239C76,43C603CD,44278B06
4220A666,45E88D8C,4623BBE9,43C620ED,4427A899
4220AB39,45E89C7C,4623C7C6,43C62BEA,4427B3C2
4220B333,45E8B530,4623DB63,43C63E14,4427C635
4220C000,45E8DCDB,4623FAE3,43C65B40,4427E3D6
4220C3C9,45E8E896,46240435,43C663E0,4427EC98
4220C9A4,45E8FABD,462412A1,43C67139,4427FA26
4220CCCD,45E9048A,46241A69,43C6786E,44280177
4220CD75,45E90692,46241C08,43C679ED,442802FE
4220CE91,45E90A02,46241EC2,43C67C74,4428058E
4220D99A,45E92C40,462439F4,43C695A0,44281F21
4220E666,45E953F8,46245981,43C6B2D2,44283CC9
4220F2C1,45E97A58,462477FD,43C6CF07,44285973
4220F333,45E97BB9,46247916,43C6D00B,44285A7B
42210000,45E9A380,462498B0,43C6ED46,44287831
42210234,45E9AA57,46249E21,43C6F250,44287D50
42210350,45E9ADCC,4624A0E0,43C6F4D9,44287FE2
42210CCD,45E9CB4D,4624B850,43C70A87,442895EC
4221199A,45E9F320,4624D7F4,43C727CB,4428B3AC
42212433,45EA141D,4624F22B,43C74007,4428CC4E
42212666,45EA1AF5,4624F79C,43C74511,4428D16B
422132A7,45EA411F,462515F1,43C7611A,4428EDEE
42213333,45EA42D5,4625174D,43C7625A,4428EF34
42213FE2,45EA6A5A,462536B7,43C77F64,44290CBA
42214000,45EA6AB8,46253701,43C77FA9,44290D00
42214CCD,45EA92A2,462556BA,43C79CFB,44292AD1
4221599A,45EABA94,4625767A,43C7BA4F,442948A8
42216666,45EAE284,4625963D,43C7D7A5,4429667F
42217333,45EB0A82,4625B606,43C7F503,4429845D
42217412,45EB0D39,4625B830,43C7F702,44298667
42218000,45EB3284,4625D5D5,43C81262,4429A240
42218CCD,45EB5A8D,4625F5AA,43C82FC7,4429C029
4221999A,45EB829A,46261584,43C84D2C,4429DE14
42219A27,45EB8452,462616E2,43C84E71,4429DF5F
42219F67,45EB94C2,462623F4,43C85A81,4429EBA7
4221A666,45EBAAAA,4626355F,43C86A94,4429FC04
4221AA96,45EBB7C6,46263FCD,43C87436,442A05CE
4221B333,45EBD2C2,46265544,43C88804,442A19F9
4221C000,45EBFAE0,4626752E,43C8A576,442A37F4
4221CCCD,45EC2306,4626951D,43C8C2EC,442A55F2
4221D99A,45EC4B33,4626B511,43C8E064,442A73F6
4221DEB9,45EC5B45,4626C1DC,43C8EC2E,442A7FF9
4221E414,45EC6C17,4626CF3C,43C8F886,442A8C8A
4221E666,45EC7361,4626D508,43C8FDDF,442A91FB
4221F333,45EC9B97,4626F508,43C91B60,442AB007
4221FB49,45ECB501,46270940,43C92E04,442AC305
4221FE44,45ECBE5F,462710B5,43C934E3,442ACA06
42220000,45ECC3D4,4627150C,43C938E1,442ACE18
42220001,45ECC3D7,4627150F,43C938E4,442ACE1B
42220CCD,45ECEC15,46273515,43C95668,442AEC2F
4222199A,45ED145D,46275525,43C973F4,442B0A49
42222666,45ED3CA9,46277536,43C99180,442B2866
42223333,45ED64FE,46279550,43C9AF11,442B4688
42224000,45ED8D59,4627B56E,43C9CCA8,442B64B1
4222416F,45ED91DC,4627B908,43C9CFF7,442B6812
4222449C,45ED9BE2,4627C101,43C9D750,442B6F8C
42224CCD,45EDB5B9,4627D593,43C9EA3F,442B82DE
4222599A,45EDDE1F,4627F5BC,43CA07DC,442BA10E
42226666,45EE0689,462815EA,43CA257D,442BBF41
42227333,45EE2EFA,4628361E,43CA4320,442BDD7C
42228000,45EE5771,46285658,43CA60C7,442BFBBA
42228A11,45EE7749,46286FB3,43CA781C,442C1388
42228CCD,45EE7FEF,46287696,43CA7E72,442C19FD
4222999A,45EEA873,462896DB,43CA9C21,442C3846
42229C04,45EEB017,46289CF2,43CAA1BB,442C3DFD
4222A666,45EED0FA,4628B722,43CAB9D1,442C5691
4222B333,45EEF988,4628D772,43CAD788,442C74E2
4222BED8,45EF1E74,4628F4DA,43CAF291,442C907C
4222C000,45EF221F,4628F7C6,43CAF540,442C9339
4222C188,45EF26F9,4628FBA4,43CAF8D1,442C96D9
4222C9C4,45EF4119,46291073,43CB0BF2,442CAA61
4222CCCD,45EF4ABA,4629181F,43CB12FE,442CB194
4222D99A,45EF735C,4629387E,43CB30C0,442CCFF3
4222E666,45EF9C01,462958E2,43CB4E82,442CEE55
4222E7F8,45EFA0FD,46295CDB,43CB5229,442CF20F
4222F333,45EFC4AF,4629794B,43CB6C48,442D0CBD
42230000,45EFED61,462999BB,43CB8A14,442D2B2A
42230CCD,45F0161A,4629BA2F,43CBA7E4,442D499C
4223199A,45F03ED8,4629DAAA,43CBC5B6,442D6812
42232666,45F0679C,4629FB26,43CBE38B,442D868A
42233333,45F09068,462A1BAB,43CC0166,442DA50A
422337BC,45F09EDD,462A2732,43CC0BF9,442DAFDB
42234000,45F0B938,462A3C36,43CC1F41,442DC38F
42234CCD,45F0E210,462A5CC6,43CC3D22,442DE219
42234EF5,45F0E8F3,462A6241,43CC422C,442DE73D
42235213,45F0F2E6,462A6A31,43CC4974,442DEEAF
4223599A,45F10AED,462A7D5A,43CC5B07,442E00A7
42235E4D,45F119F0,462A8952,43CC6603,442E0BDF
422362F3,45F128C8,462A9529,43CC70DF,442E16F9
42236666,45F133CE,462A9DF3,43CC78EF,442E1F37
42237333,45F15CB7,462ABE92,43CC96DA,442E3DCC
42237681,45F16748,462AC700,43CC9E95,442E45B4
42238000,45F185A7,462ADF39,43CCB4C9,442E5C68
42238CCD,45F1AE9B,462AFFE3,43CCD2BE,442E7B09
4223999A,45F1D797,462B2093,43CCF0B2,442E99AE
4223A666,45F20092,462B4146,43CD0EAC,442EB855
4223B333,45F2299A,462B6202,43CD2CAC,442ED704
4223BC90,45F247A2,462B79F6,43CD429D,442EED77
4223C000,45F252A9,462B82C2,43CD4AAD,442EF5B7
4223CCCD,45F27BBC,462BA388,43CD68B1,442F146E
4223D99A,45F2A4D5,462BC453,43CD86BA,442F332A
4223E12B,45F2BD23,462BD7B8,43CD987F,442F4558
4223E666,45F2CDF1,462BE521,43CDA4C3,442F51E9
4223F333,45F2F716,462C05F8,43CDC2D4,442F70AF
42240000,45F32041,462C26D3,43CDE0E8,442F8F7A
422406E3,45F33669,462C3883,43CDF118,442FA00A
42240CCD,45F34974,462C47B4,43CDFF01,442FAE48
4224199A,45F372AA,462C689B,43CE1D1D,442FCD1C
42242666,45F39BE4,462C8984,43CE3B37,442FEBF2
42242BD7,45F3AD6C,462C9784,43CE4808,442FF90F
42242E18,45F3B4B2,462C9D52,43CE4D56,442FFE7E
422431DD,45F3C0D8,462CA705,43CE5634,44300795
42243333,45F3C527,462CAA76,43CE595B,44300ACF
42244000,45F3EE71,462CCB6D,43CE7781,443029B0
42244A13,45F40EF4,462CE561,43CE8F3E,44304201
42244CCD,45F417C0,462CEC68,43CE95AB,44304897
42245018,45F42260,462CF4E7,43CE9D6D,4430508B
4224599A,45F44117,462D0D6B,43CEB3D8,44306782
42245DC5,45F44E8C,462D182C,43CEBDAC,44307193
42246666,45F46A6F,462D2E70,43CED205,4430866E
42247333,45F493CF,462D4F7C,43CEF03C,4430A563
42248000,45F4BD37,462D708E,43CF0E74,4430C45D
42248CCD,45F4E6A4,462D91A7,43CF2CAF,4430E35B
422493E8,45F4FDA7,462DA408,43CF3D7B,4430F491
4224999A,45F51019,462DB2C4,43CF4AEE,4431025E
4224A666,45F53990,462DD3E4,43CF6931,44312163
4224B333,45F5630E,462DF50B,43CF8777,4431406F
4224C000,45F58C95,462E1639,43CFA5C2,44315F7F
4224CCCD,45F5B621,462E376C,43CFC410,44317E95
4224D99A,45F5DFB4,462E58A6,43CFE262,44319DAF
4224E666,45F60947,462E79E0,43D000B5,4431BCCB
4224F333,45F632E4,462E9B24,43D01F0E,4431DBEF
4224F631,45F63CA2,462EA2EC,43D02628,4431E336
42250000,45F65C8B,462EBC6E,43D03D6B,4431FB16
4225023C,45F663D0,462EC23D,43D042B9,44320086
42250CCD,45F68634,462EDDBB,43D05BCC,44321A43
4225199A,45F6AFE6,462EFF11,43D07A2F,44323975
42252415,45F6D20B,462F1A5D,43D09315,44325303
42252666,45F6D999,462F2067,43D09896,443258AA
42253333,45F70355,462F41C6,43D0B700,443277E4
42254000,45F72D16,462F632C,43D0D570,44329724
42254CCD,45F756E1,462F8495,43D0F3E2,4432B669
422555F6,45F774CB,462F9C82,43D109AF,4432CCCE
4225599A,45F780B0,462FA605,43D11258,4432D5B4
4225654A,45F7A6E0,462FC491,43D12E2D,4432F247
42256666,45F7AA7F,462FC778,43D130D0,4432F4FF
42256736,45F7AD28,462FC997,43D132C0,4432F6FC
4225699F,45F7B508,462FCFE4,43D1387C,4432FCE1
42257333,45F7D45B,462FE8F2,43D14F4F,44331451
42258000,45F7FE3D,46300A73,43D16DD0,443333A9
42258CCD,45F82823,46302BF8,43D18C56,44335305
4225999A,45F85212,46304D84,43D1AADE,44337266
4225A19E,45F86C55,46306287,43D1BDFE,4433860E
4225A666,45F87C03,46306F12,43D1C968,443391CA
4225B333,45F8A5FC,463090A8,43D1E7F9,4433B135
4225C000,45F8CFFA,4630B245,43D2068E,4433D0A4
4225C7A1,45F8E907,4630C64E,43D218C7,4433E363
4225CCCD,45F8FA02,4630D3E6,43D22525,4433F018
4225D8D6,45F92188,4630F38A,43D241EA,44340DB0
4225D99A,45F9240C,4630F58E,43D243BF,44340F92
4225E032,45F939B7,463106E5,43D25385,44341FC9
4225E157,45F93D7B,463109E8,43D25642,4434229B
4225E666,45F94E1B,46311736,43D2625B,44342F0D
4225F333,45F97832,463138E9,43D280FD,44344E8F
42260000,45F9A251,46315AA1,43D29FA4,44346E16
42260CCD,45F9CC78,46317C5E,43D2BE4E,44348DA2
422612A3,45F9DFAF,46318BC2,43D2CC4B,44349C06
4226199A,45F9F6A2,46319E21,43D2DCFD,4434AD33
42261F19,45FA08BE,4631ACA1,43D2EA29,4434BAC1
42262666,45FA20D0,4631BFE7,43D2FBAC,4434CCC6
42263333,45FA4B05,4631E1B4,43D31A60,4434EC60
4226376A,45FA58EE,4631ECD7,43D3247E,4434F6CA
42264000,45FA7543,46320388,43D33918,44350C00
42264CCD,45FA9F86,46322561,43D357D5,44352BA5
4226599A,45FAC9CE,46324740,43D37695,44354B4C
42266666,45FAF41C,46326921,43D39557,44356AF6
422668EA,45FAFC6C,46326FCB,43D39B63,44357132
422668FF,45FAFCB3,46327003,43D39B97,44357165
42267333,45FB1E70,46328B0B,43D3B41E,44358AAA
42268000,45FB48CD,4632ACFB,43D3D2EB,4435AA61
42268CCD,45FB732F,4632CEF1,43D3F1B9,4435CA1C
42269359,45FB88DF,4632E051,43D4017B,4435DA5A
422695EB,45FB9164,4632E722,43D407AD,4435E0BB
4226999A,45FB9D98,4632F0EB,43D4108B,4435E9DE
42269C1F,45FBA5F0,4632F79B,43D4169C,4435F01E
4226A666,45FBC805,463312E7,43D42F5F,443609A0
4226B333,45FBF278,463334EE,43D44E38,4436296B
4226C000,45FC1CF3,463356FA,43D46D17,44364939
4226CCCD,45FC4772,4633790A,43D48BF8,4436690D
4226CDCA,45FC4ABD,46337BAD,43D48E5B,44366B83
4226D237,45FC596E,46338774,43D49909,44367684
4226D99A,45FC71FA,46339B21,43D4AADC,443688E6
4226E666,45FC9C85,4633BD3C,43D4C9C4,4436A8C3
4226F333,45FCC717,4633DF5D,43D4E8B0,4436C8A4
4226F8D0,45FCD9C6,4633EE57,43D4F640,4436D6A1
42270000,45FCF1B0,46340185,43D507A2,4436E889
4227046B,45FD0065,46340D50,43D5124F,4436F38F
42270CCD,45FD1C50,463423B2,43D52694,44370877
4227129B,45FD2FA8,46343334,43D534A1,443716F1
4227155A,45FD38CE,46343A89,43D53B45,44371DCC
4227199A,45FD46F7,463445E5,43D5458C,44372867
42272666,45FD719F,4634681A,43D56484,4437485B
422729FE,45FD7D9A,463471B7,43D56D38,44375154
42273333,45FD9C51,46348A59,43D58386,44376853
42274000,45FDC70C,4634AC9D,43D5A287,44378854
42274C1C,45FDEF7A,4634CD0B,43D5BFE0,4437A69D
42274CCD,45FDF1CA,4634CEE6,43D5C18D,4437A858
422757A1,45FE15F7,4634EBEB,43D5DBCE,4437C370
4227599A,45FE1C8F,4634F135,43D5E096,4437C860
42276666,45FE4756,46351385,43D5FFA3,4437E86D
42276D89,45FE5F35,463526AC,43D610F4,4437FA4E
42276FCE,45FE66CE,46352CC4,43D61678,4437FFFC
4227729D,45FE7032,4635344D,43D61D4A,44380706
42277333,45FE7229,463535E1,43D61EB6,4438087E
42277660,45FE7CC8,46353E68,43D6266A,44381074
42278000,45FE9D00,46355841,43D63DCA,44382896
42278CCD,45FEC7DF,46357AA5,43D65CE3,443848B2
4227999A,45FEF2C3,46359D12,43D67C00,443868D3
42279AEC,45FEF731,4635A09E,43D67F35,44386C24
4227A666,45FF1DA9,4635BF80,43D69B1E,443888F8
4227B333,45FF489A,4635E1F5,43D6BA44,4438A920
4227C000,45FF7392,46360472,43D6D96A,4438C951
4227CCCD,45FF9E8E,463626F4,43D6F898,4438E986
4227D99A,45FFC991,4636497C,43D717C5,443909BF
4227DE11,45FFD893,46365589,43D722A8,443914FE
4227E666,45FFF499,46366C05,43D736F8,443929FA
4227F333,46000FD4,46368E99,43D7562F,44394A3C
42280000,4600255F,4636B132,43D77569,44396A86
42280CCD,46003AEE,4636D3D0,43D794A7,44398AD2
4228149D,46004816,4636E8F2,43D7A7BA,44399E8C
4228199A,4600507E,4636F673,43D7B3E9,4439AB22
42281D2B,46005681,4637001B,43D7BCA0,4439B426
42282666,46006612,4637191B,43D7D32C,4439CB78
422828C7,46006A14,46371F8C,43D7D8FD,4439D17C
42283333,46007BA9,46373BC9,43D7F277,4439EBD3
42284000,46009143,46375E80,43D811C3,443A0C33
42284CCD,4600A6E2,4637813A,43D83115,443A2C9A
4228599A,4600BC82,4637A3FA,43D8506A,443A4D01
42286666,4600D225,4637C6BD,43D86FC0,443A6D6F
42287333,4600E7CC,4637E989,43D88F1C,443A8DE4
42288000,4600FD76,46380C5A,43D8AE7C,443AAE5D
42288CCD,46011323,46382F32,43D8CDE1,443ACEDA
4228999A,460128D4,4638520E,43D8ED48,443AEF5A
4228A11C,4601358F,46386684,43D8FFB6,443B026F
4228A666,46013E87,463874EF,43D90CB2,443B0FDF
4228B333,4601543D,463897D7,43D92C21,443B306F
4228BBDB,460162EE,4638AF75,43D94165,443B4673
4228C000,460169F8,4638BAC4,43D94B93,443B50FE
4228CCCD,46017FB5,4638DDB9,43D96B0C,443B7195
4228D99A,46019575,463900B2,43D98A84,443B922F
4228DB6E,46019891,463905B2,43D98F05,443B96D8
4228E666,4601AB36,463923B0,43D9AA01,443BB2CD
4228EBC9,4601B460,4639326C,43D9B741,443BC088
4228F333,4601C0FF,463946B4,43D9C981,443BD36F
42290000,4601D6C7,463969BE,43D9E909,443BF41B
42290CCD,4601EC95,46398CD0,43DA0892,443C14CB
4229199A,46020266,4639AFE6,43DA281F,443C357D
42292666,46021836,4639D2FE,43DA47AD,443C5634
42293333,46022E0E,4639F622,43DA6744,443C76F1
42293DF9,46024071,463A13B7,43DA81DB,443C9281
42294000,460243E6,463A1947,43DA86DC,443C97B2
42294647,46024E9F,463A2A88,43DA965B,443CA7C7
42294CCD,460259C4,463A3C75,43DAA676,443CB87B
42294FA9,46025EA6,463A4452,43DAAD88,443CBFCD
4229599A,46026FA3,463A5FA8,43DAC617,443CD947
42295D4D,460275F6,463A69D5,43DACF3C,443CE2C1
42295E5B,460277C4,463A6CBD,43DAD1D7,443CE575
42296666,46028585,463A82DF,43DAE5BA,443CFA15
42297172,4602986B,463AA149,43DB010A,443D166A
42297333,46029B6C,463AA61E,43DB0561,443D1AED
42298000,4602B155,463AC962,43DB250D,443D3BC6
42298CCD,4602C741,463AECAC,43DB44BC,443D5CA4
422992D7,4602D19A,463AFD54,43DB53B0,443D6C28
422997FE,4602DA6F,463B0B8A,43DB6073,443D7967
4229999A,4602DD31,463B0FFB,43DB646E,443D7D8A
42299C7F,4602E228,463B17FA,43DB6B9A,443D84FB
4229A666,4602F323,463B334E,43DB8423,443D9E72
4229A80C,4602F5F7,463B37DC,43DB8838,443DA2AE
4229ACD8,4602FE31,463B451B,43DB941C,443DAF07
4229B333,46030919,463B56A9,43DBA3DE,443DBF5F
4229BA4D,46031549,463B6A4A,43DBB579,443DD1A7
4229C000,46031F12,463B7A0D,43DBC39B,443DE053
4229C055,46031FA4,463B7AF6,43DBC470,443DE12E
4229C93C,46032EEE,463B9394,43DBDA83,443DF81C
4229CCCD,4603350F,463B9D73,43DBE35F,443E014D
4229CD72,4603362A,463B9F3B,43DBE4F6,443E02F5
4229D99A,46034B0E,463BC0E0,43DC0325,443E2249
4229E12E,46035816,463BD5DB,43DC15F5,443E35D3
4229E666,46036110,463BE44F,43DC22EB,443E434B
4229EF6D,46037097,463BFD53,43DC3958,443E5A96
4229F333,46037716,463C07C7,43DC42B8,443E6452
4229F57D,46037B06,463C0E20,43DC4868,443E6A3A
422A0000,46038D1F,463C2B45,43DC628B,443E855F
422A0CCD,4603A32B,463C4ECA,43DC825E,443EA66F
422A199A,4603B93B,463C7253,43DCA237,443EC785
422A2122,4603C638,463C873F,43DCB4F7,443EDAFF
422A2666,4603CF4C,463C95E1,43DCC213,443EE89F
422A26BA,4603CFDD,463C96CA,43DCC2E4,443EE978
422A3333,4603E562,463CB976,43DCE1F2,443F09BE
422A4000,4603FB7B,463CDD11,43DD01D8,443F2AE4
422A4CCD,46041199,463D00B2,43DD21BF,443F4C0F
422A599A,460427B8,463D2459,43DD41AB,443F6D3E
422A6666,46043DD8,463D4803,43DD6199,443F8E6F
422A7333,460453FF,463D6BB6,43DD818C,443FAFA8
422A7BC4,460462D3,463D839D,43DD96F1,443FC5E7
422A7C46,460463B4,463D8507,43DD9836,443FC739
422A8000,46046A28,463D8F6D,43DDA183,443FD0E8
422A8CCD,46048054,463DB32D,43DDC17F,443FF22A
422A8FA6,46048544,463DBB21,43DDC89C,443FF98E
422A999A,46049684,463DD6F0,43DDE17D,44401371
422AA666,4604ACB6,463DFAB7,43DE017D,444034BB
422AAE93,4604BAE4,463E1197,43DE15F1,44404A05
422AB333,4604C2EC,463E1E87,43DE2184,4440560E
422AC000,4604D924,463E425E,43DE418D,44407765
422ACCCD,4604EF61,463E6639,43DE619C,444098C3
422AD99A,460505A0,463E8A19,43DE81AF,4440BA22
422AE666,46051BE3,463EADFD,43DEA1C0,4440DB87
422AF333,46053228,463ED1EB,43DEC1DB,4440FCF2
422AF797,460539CC,463EDE40,43DECCDF,44410868
422B0000,46054872,463EF5DF,43DEE1F9,44411E61
422B0CCD,46055EBD,463F19D7,43DF021A,44413FD7
422B0DB2,4605604D,463F1C5A,43DF0459,4441422D
422B199A,4605750D,463F3DD5,43DF223E,44416151
422B235A,4605860D,463F5943,43DF3ABE,44417AD4
422B2666,46058B5E,463F61D7,43DF4265,444182CE
422B29DA,46059165,463F6B8F,43DF4B13,44418BD7
422B3333,4605A1B4,463F85E1,43DF6291,4441A450
422B4000,4605B80E,463FA9F2,43DF82C2,4441C5DA
422B4CCD,4605CE6A,463FCE08,43DFA2F7,4441E769
422B599A,4605E4CA,463FF223,43DFC32F,444208FC
422B5A0B,4605E58F,463FF363,43DFC44A,44420A25
422B5BCA,4605E89E,463FF850,43DFC8B1,44420EBB
422B6666,4605FB2C,46401643,43DFE369,44422A91
422B7333,46061192,46403A6B,43E003A8,44424C30
422B7337,46061199,46403A75,43E003B1,44424C3A
422B7DA9,460623E2,464057FA,43E01E04,444267AB
422B8000,460627FB,46405E98,43E023EB,44426DD2
422B8CCD,46063E68,464082CC,43E04432,44428F78
422B8E2F,460640D4,464086B5,43E047B1,4442931D
422B999A,460654D8,4640A706,43E0647F,4442B125
422BA666,46066B49,4640CB42,43E084CA,4442D2D4
422BB236,46068003,4640ECBA,43E0A29F,4442F1F0
422BB333,460681C0,4640EF87,43E0A51E,4442F48C
422BB399,46068274,4640F0A9,43E0A620,4442F597
422BBAB0,46068EE5,464104C2,43E0B809,44430846
422BC000,4606983A,464113D3,43E0C574,44431646
422BCCCD,4606AEB7,46413824,43E0E5D1,44433806
422BD99A,4606C537,46415C7B,43E1062D,444359CD
422BE666,4606DBB9,464180D6,43E1268E,44437B94
422BE99F,4606E163,464189FD,43E12EB6,44438416
422BEDD8,4606E8D1,464195FD,43E13966,44438F3F
422BF333,4606F23F,4641A538,43E146F4,44439D64
422C0000,460708C9,4641C9A0,43E1675E,4443BF38
422C0A73,46071B31,4641E75D,43E181D7,4443DAD9
422C0CCD,46071F55,4641EE10,43E187CC,4443E113
422C1271,46072947,4641FE20,43E19617,4443EFFE
422C1582,46072EAE,464206DC,43E19DDC,4443F81C
422C199A,460735E7,46421283,43E1A83E,444402F3
422C1B89,4607394E,46421807,43E1AD25,44440810
422C2666,46074C78,464236FC,43E1C8B1,444424D3
422C3333,46076310,46425B7C,43E1E92B,444446BC
422C3F2F,46077839,46427DAE,43E20795,44446681
422C4000,460779AA,46428003,43E209A8,444468AA
422C46A9,4607856D,46429306,43E21A90,44447A54
422C4CCD,46079047,4642A48F,43E22A2A,44448A9E
422C599A,4607A6E8,4642C921,43E24AAD,4444AC96
422C59BA,4607A720,4642C97D,43E24AFE,4444ACEA
422C6666,4607BD89,4642EDB7,43E26B34,4444CE92
422C7333,4607D430,46431256,43E28BC2,4444F094
422C791E,4607DEAA,46432345,43E29ACF,4445004D
422C8000,4607EADB,464336F9,43E2AC52,4445129B
422C8529,4607F3FF,464345C1,43E2B973,44452053
422C8CCD,46080189,46435BA4,43E2CCE5,444534A8
422C999A,4608183A,46438054,43E2ED7E,444556BA
422CA666,46082EEC,4643A507,43E30E18,444578CC
422CABBD,46083866,4643B45A,43E31BB4,44458707
422CB333,460845A3,4643C9C3,43E32EB7,44459AEA
422CC000,46085C5E,4643EE86,43E34F5C,4445BD0A
422CCCCD,4608731C,4644134E,43E37004,4445DF30
422CD353,46087EB4,4644260E,43E380A9,4445F098
422CD99A,460889DE,4644381C,43E390AF,4446015B
422CDCA0,46088F3E,464440CE,43E39868,4446096D
422CDE89,460892A4,4644464C,43E39D46,44460E87
422CE666,4608A0A0,46445CED,43E3B15D,44462387
422CF333,4608B768,464481C8,43E3D20F,444645BF
