temp_k,w_m_s,nccn_per_m3,activated_per_m3
 2.5800000000000000E+002, 3.1600001454353333E-001, 3.1600000000000000E+007, 2.8281682000000000E+007
 2.5800000000000000E+002, 3.1600001454353333E-001, 1.0000000000000000E+008, 7.8207400000000000E+007
 2.5800000000000000E+002, 3.1600001454353333E-001, 3.1600000000000000E+008, 2.1174939200000000E+008
 2.5800000000000000E+002, 3.1600001454353333E-001, 1.0000000000000000E+009, 4.5916300800000000E+008
 2.5800000000000000E+002, 3.1600001454353333E-001, 3.1600000000000000E+009, 7.5144800000000000E+008
 2.5800000000000000E+002, 3.1600001454353333E-001, 1.0000000000000000E+010, 1.0440958720000000E+009
 2.5800000000000000E+002, 3.1600001454353333E-001, 2.0000000000000000E+010, 2.0881917440000000E+009
 2.5800000000000000E+002, 5.0000000000000000E-001, 5.0000000000000000E+006, 4.8471330000000000E+006
 2.5800000000000000E+002, 5.0000000000000000E-001, 1.0000000000000000E+007, 9.6942660000000000E+006
 2.5800000000000000E+002, 5.0000000000000000E-001, 1.1100000000000000E+007, 1.0756790000000000E+007
 2.5800000000000000E+002, 5.0000000000000000E-001, 3.1600000000000000E+007, 2.9357214000000000E+007
 2.5800000000000000E+002, 5.0000000000000000E-001, 1.0000000000000000E+008, 8.4349000000000000E+007
 2.5800000000000000E+002, 5.0000000000000000E-001, 3.1600000000000000E+008, 2.3668862400000000E+008
 2.5800000000000000E+002, 5.0000000000000000E-001, 1.0000000000000000E+009, 5.7106003200000000E+008
 2.5800000000000000E+002, 5.0000000000000000E-001, 3.1600000000000000E+009, 1.0981200640000000E+009
 2.5800000000000000E+002, 5.0000000000000000E-001, 1.0000000000000000E+010, 1.4939152640000000E+009
 2.5800000000000000E+002, 5.0000000000000000E-001, 2.0000000000000000E+010, 2.9878305280000000E+009
 2.5800000000000000E+002, 1.0000000000000000E+000, 5.0000000000000000E+006, 4.9736145000000000E+006
 2.5800000000000000E+002, 1.0000000000000000E+000, 1.0000000000000000E+007, 9.9472290000000000E+006
 2.5800000000000000E+002, 1.0000000000000000E+000, 1.1100000000000000E+007, 1.1040065000000000E+007
 2.5800000000000000E+002, 1.0000000000000000E+000, 3.1600000000000000E+007, 3.0981870000000000E+007
 2.5800000000000000E+002, 1.0000000000000000E+000, 1.0000000000000000E+008, 9.3626296000000000E+007
 2.5800000000000000E+002, 1.0000000000000000E+000, 3.1600000000000000E+008, 2.7436099200000000E+008
 2.5800000000000000E+002, 1.0000000000000000E+000, 1.0000000000000000E+009, 7.4008793600000000E+008
 2.5800000000000000E+002, 1.0000000000000000E+000, 3.1600000000000000E+009, 1.6217908480000000E+009
 2.5800000000000000E+002, 1.0000000000000000E+000, 1.0000000000000000E+010, 2.1733969920000000E+009
 2.5800000000000000E+002, 1.0000000000000000E+000, 2.0000000000000000E+010, 4.3467939840000000E+009
 2.5800000000000000E+002, 3.1600000858306885E+000, 5.0000000000000000E+006, 4.9961475000000000E+006
 2.5800000000000000E+002, 3.1600000858306885E+000, 1.0000000000000000E+007, 9.9922950000000000E+006
 2.5800000000000000E+002, 3.1600000858306885E+000, 1.1100000000000000E+007, 1.1091371000000000E+007
 2.5800000000000000E+002, 3.1600000858306885E+000, 3.1600000000000000E+007, 3.1550292000000000E+007
 2.5800000000000000E+002, 3.1600000858306885E+000, 1.0000000000000000E+008, 9.9168792000000000E+007
 2.5800000000000000E+002, 3.1600000858306885E+000, 3.1600000000000000E+008, 3.0609718400000000E+008
 2.5800000000000000E+002, 3.1600000858306885E+000, 1.0000000000000000E+009, 9.1756499200000000E+008
 2.5800000000000000E+002, 3.1600000858306885E+000, 3.1600000000000000E+009, 2.5327557120000000E+009
 2.5800000000000000E+002, 3.1600000858306885E+000, 1.0000000000000000E+010, 3.5424486400000000E+009
 2.5800000000000000E+002, 3.1600000858306885E+000, 2.0000000000000000E+010, 7.0848972800000000E+009
 2.5800000000000000E+002, 1.0000000000000000E+001, 5.0000000000000000E+006, 4.9965100000000000E+006
 2.5800000000000000E+002, 1.0000000000000000E+001, 1.0000000000000000E+007, 9.9930200000000000E+006
 2.5800000000000000E+002, 1.0000000000000000E+001, 1.1100000000000000E+007, 1.1092252000000000E+007
 2.5800000000000000E+002, 1.0000000000000000E+001, 3.1600000000000000E+007, 3.1577942000000000E+007
 2.5800000000000000E+002, 1.0000000000000000E+001, 1.0000000000000000E+008, 9.9930200000000000E+007
 2.5800000000000000E+002, 1.0000000000000000E+001, 3.1600000000000000E+008, 3.1495561600000000E+008
 2.5800000000000000E+002, 1.0000000000000000E+001, 1.0000000000000000E+009, 9.8596998400000000E+008
 2.5800000000000000E+002, 1.0000000000000000E+001, 3.1600000000000000E+009, 3.0066357760000000E+009
 2.5800000000000000E+002, 1.0000000000000000E+001, 1.0000000000000000E+010, 4.0588738560000000E+009
 2.5800000000000000E+002, 1.0000000000000000E+001, 2.0000000000000000E+010, 8.1177477120000000E+009
 2.5800000000000000E+002, 1.0000000000000000E+002, 5.0000000000000000E+006, 4.9965100000000000E+006
 2.5800000000000000E+002, 1.0000000000000000E+002, 1.0000000000000000E+007, 9.9930200000000000E+006
 2.5800000000000000E+002, 1.0000000000000000E+002, 1.1100000000000000E+007, 1.1092253000000000E+007
 2.5800000000000000E+002, 1.0000000000000000E+002, 3.1600000000000000E+007, 3.1577942000000000E+007
 2.5800000000000000E+002, 1.0000000000000000E+002, 1.0000000000000000E+008, 9.9930200000000000E+007
 2.5800000000000000E+002, 1.0000000000000000E+002, 3.1600000000000000E+008, 3.1577942400000000E+008
 2.5800000000000000E+002, 1.0000000000000000E+002, 1.0000000000000000E+009, 9.9929657600000000E+008
 2.5800000000000000E+002, 1.0000000000000000E+002, 3.1600000000000000E+009, 3.1576540160000000E+009
 2.5800000000000000E+002, 1.0000000000000000E+002, 1.0000000000000000E+010, 9.1380879360000000E+009
 2.5800000000000000E+002, 1.0000000000000000E+002, 2.0000000000000000E+010, 1.8276175872000000E+010
 2.5800000000000000E+002, 2.0000000000000000E+002, 5.0000000000000000E+006, 4.9965100000000000E+006
 2.5800000000000000E+002, 2.0000000000000000E+002, 1.0000000000000000E+007, 9.9930200000000000E+006
 2.5800000000000000E+002, 2.0000000000000000E+002, 1.1100000000000000E+007, 1.1092253000000000E+007
 2.5800000000000000E+002, 2.0000000000000000E+002, 3.1600000000000000E+007, 3.1577942000000000E+007
 2.5800000000000000E+002, 2.0000000000000000E+002, 1.0000000000000000E+008, 9.9930200000000000E+007
 2.5800000000000000E+002, 2.0000000000000000E+002, 3.1600000000000000E+008, 3.1577942400000000E+008
 2.5800000000000000E+002, 2.0000000000000000E+002, 1.0000000000000000E+009, 9.9929657600000000E+008
 2.5800000000000000E+002, 2.0000000000000000E+002, 3.1600000000000000E+009, 3.1576540160000000E+009
 2.5800000000000000E+002, 2.0000000000000000E+002, 1.0000000000000000E+010, 9.1380879360000000E+009
 2.5800000000000000E+002, 2.0000000000000000E+002, 2.0000000000000000E+010, 1.8276175872000000E+010
 2.6314999389648438E+002, 4.9999998882412910E-003, 5.0000000000000000E+006, 1.6944721250000000E+006
 2.6314999389648438E+002, 4.9999998882412910E-003, 1.0000000000000000E+007, 3.3889442500000000E+006
 2.6314999389648438E+002, 4.9999998882412910E-003, 1.1100000000000000E+007, 3.7534297500000000E+006
 2.6314999389648438E+002, 4.9999998882412910E-003, 3.1600000000000000E+007, 7.9543515000000000E+006
 2.6314999389648438E+002, 4.9999998882412910E-003, 1.0000000000000000E+008, 1.5740564000000000E+007
 2.6314999389648438E+002, 4.9999998882412910E-003, 3.1600000000000000E+008, 2.2543706000000000E+007
 2.6314999389648438E+002, 4.9999998882412910E-003, 1.0000000000000000E+009, 3.0059432000000000E+007
 2.6314999389648438E+002, 4.9999998882412910E-003, 3.1600000000000000E+009, 7.2852880000000000E+007
 2.6314999389648438E+002, 4.9999998882412910E-003, 1.0000000000000000E+010, 2.2685601600000000E+008
 2.6314999389648438E+002, 4.9999998882412910E-003, 2.0000000000000000E+010, 4.5371203200000000E+008
 2.6314999389648438E+002, 9.9999997764825821E-003, 5.0000000000000000E+006, 1.6944721250000000E+006
 2.6314999389648438E+002, 9.9999997764825821E-003, 1.0000000000000000E+007, 3.3889442500000000E+006
 2.6314999389648438E+002, 9.9999997764825821E-003, 1.1100000000000000E+007, 3.7534297500000000E+006
 2.6314999389648438E+002, 9.9999997764825821E-003, 3.1600000000000000E+007, 7.9543515000000000E+006
 2.6314999389648438E+002, 9.9999997764825821E-003, 1.0000000000000000E+008, 1.5740564000000000E+007
 2.6314999389648438E+002, 9.9999997764825821E-003, 3.1600000000000000E+008, 2.2543706000000000E+007
 2.6314999389648438E+002, 9.9999997764825821E-003, 1.0000000000000000E+009, 3.0059432000000000E+007
 2.6314999389648438E+002, 9.9999997764825821E-003, 3.1600000000000000E+009, 7.2852880000000000E+007
 2.6314999389648438E+002, 9.9999997764825821E-003, 1.0000000000000000E+010, 2.2685601600000000E+008
 2.6314999389648438E+002, 9.9999997764825821E-003, 2.0000000000000000E+010, 4.5371203200000000E+008
 2.6314999389648438E+002, 1.9999999552965164E-002, 5.0000000000000000E+006, 2.2332400000000000E+006
 2.6314999389648438E+002, 1.9999999552965164E-002, 1.0000000000000000E+007, 4.4664800000000000E+006
 2.6314999389648438E+002, 1.9999999552965164E-002, 1.1100000000000000E+007, 4.9475490000000000E+006
 2.6314999389648438E+002, 1.9999999552965164E-002, 3.1600000000000000E+007, 1.0713458000000000E+007
 2.6314999389648438E+002, 1.9999999552965164E-002, 1.0000000000000000E+008, 2.2785662000000000E+007
 2.6314999389648438E+002, 1.9999999552965164E-002, 3.1600000000000000E+008, 3.8827512000000000E+007
 2.6314999389648438E+002, 1.9999999552965164E-002, 1.0000000000000000E+009, 5.3826912000000000E+007
 2.6314999389648438E+002, 1.9999999552965164E-002, 3.1600000000000000E+009, 8.6587176000000000E+007
 2.6314999389648438E+002, 1.9999999552965164E-002, 1.0000000000000000E+010, 2.4716659200000000E+008
 2.6314999389648438E+002, 1.9999999552965164E-002, 2.0000000000000000E+010, 4.9433318400000000E+008
 2.6314999389648438E+002, 5.0000000745058060E-002, 5.0000000000000000E+006, 3.0850810000000000E+006
 2.6314999389648438E+002, 5.0000000745058060E-002, 1.0000000000000000E+007, 6.1701620000000000E+006
 2.6314999389648438E+002, 5.0000000745058060E-002, 1.1100000000000000E+007, 6.8368835000000000E+006
 2.6314999389648438E+002, 5.0000000745058060E-002, 3.1600000000000000E+007, 1.5515502000000000E+007
 2.6314999389648438E+002, 5.0000000745058060E-002, 1.0000000000000000E+008, 3.6317772000000000E+007
 2.6314999389648438E+002, 5.0000000745058060E-002, 3.1600000000000000E+008, 7.5441632000000000E+007
 2.6314999389648438E+002, 5.0000000745058060E-002, 1.0000000000000000E+009, 1.1484229600000000E+008
 2.6314999389648438E+002, 5.0000000745058060E-002, 3.1600000000000000E+009, 1.6140987200000000E+008
 2.6314999389648438E+002, 5.0000000745058060E-002, 1.0000000000000000E+010, 3.0061552000000000E+008
 2.6314999389648438E+002, 5.0000000745058060E-002, 2.0000000000000000E+010, 6.0123104000000000E+008
 2.6314999389648438E+002, 1.0000000149011612E-001, 5.0000000000000000E+006, 3.7491437500000000E+006
 2.6314999389648438E+002, 1.0000000149011612E-001, 1.0000000000000000E+007, 7.4982875000000000E+006
 2.6314999389648438E+002, 1.0000000149011612E-001, 1.1100000000000000E+007, 8.3107050000000000E+006
 2.6314999389648438E+002, 1.0000000149011612E-001, 3.1600000000000000E+007, 1.9580372000000000E+007
 2.6314999389648438E+002, 1.0000000149011612E-001, 1.0000000000000000E+008, 4.8616300000000000E+007
 2.6314999389648438E+002, 1.0000000149011612E-001, 3.1600000000000000E+008, 1.1192909600000000E+008
 2.6314999389648438E+002, 1.0000000149011612E-001, 1.0000000000000000E+009, 1.7954000000000000E+008
 2.6314999389648438E+002, 1.0000000149011612E-001, 3.1600000000000000E+009, 2.5856065600000000E+008
 2.6314999389648438E+002, 1.0000000149011612E-001, 1.0000000000000000E+010, 3.5787897600000000E+008
 2.6314999389648438E+002, 1.0000000149011612E-001, 2.0000000000000000E+010, 7.1575795200000000E+008
 2.6314999389648438E+002, 3.1600001454353333E-001, 5.0000000000000000E+006, 4.5994840000000000E+006
 2.6314999389648438E+002, 3.1600001454353333E-001, 1.0000000000000000E+007, 9.1989680000000000E+006
 2.6314999389648438E+002, 3.1600001454353333E-001, 1.1100000000000000E+007, 1.0202972000000000E+007
 2.6314999389648438E+002, 3.1600001454353333E-001, 3.1600000000000000E+007, 2.6451980000000000E+007
 2.6314999389648438E+002, 3.1600001454353333E-001, 1.0000000000000000E+008, 7.1762696000000000E+007
 2.6314999389648438E+002, 3.1600001454353333E-001, 3.1600000000000000E+008, 1.8756116800000000E+008
 2.6314999389648438E+002, 3.1600001454353333E-001, 1.0000000000000000E+009, 4.0583996800000000E+008
 2.6314999389648438E+002, 3.1600001454353333E-001, 3.1600000000000000E+009, 6.2531347200000000E+008
 2.6314999389648438E+002, 3.1600001454353333E-001, 1.0000000000000000E+010, 9.2613452800000000E+008
 2.6314999389648438E+002, 3.1600001454353333E-001, 2.0000000000000000E+010, 1.8522690560000000E+009
 2.6314999389648438E+002, 5.0000000000000000E-001, 5.0000000000000000E+006, 4.7378290000000000E+006
 2.6314999389648438E+002, 5.0000000000000000E-001, 1.0000000000000000E+007, 9.4756580000000000E+006
 2.6314999389648438E+002, 5.0000000000000000E-001, 1.1100000000000000E+007, 1.0512261000000000E+007
 2.6314999389648438E+002, 5.0000000000000000E-001, 3.1600000000000000E+007, 2.8044414000000000E+007
 2.6314999389648438E+002, 5.0000000000000000E-001, 1.0000000000000000E+008, 7.9297136000000000E+007
 2.6314999389648438E+002, 5.0000000000000000E-001, 3.1600000000000000E+008, 2.1373630400000000E+008
 2.6314999389648438E+002, 5.0000000000000000E-001, 1.0000000000000000E+009, 5.1109635200000000E+008
 2.6314999389648438E+002, 5.0000000000000000E-001, 3.1600000000000000E+009, 9.5418022400000000E+008
 2.6314999389648438E+002, 5.0000000000000000E-001, 1.0000000000000000E+010, 1.4229212160000000E+009
 2.6314999389648438E+002, 5.0000000000000000E-001, 2.0000000000000000E+010, 2.8458424320000000E+009
 2.6314999389648438E+002, 1.0000000000000000E+000, 5.0000000000000000E+006, 4.9468080000000000E+006
 2.6314999389648438E+002, 1.0000000000000000E+000, 1.0000000000000000E+007, 9.8936160000000000E+006
 2.6314999389648438E+002, 1.0000000000000000E+000, 1.1100000000000000E+007, 1.0979462000000000E+007
 2.6314999389648438E+002, 1.0000000000000000E+000, 3.1600000000000000E+007, 3.0449886000000000E+007
 2.6314999389648438E+002, 1.0000000000000000E+000, 1.0000000000000000E+008, 9.0678392000000000E+007
 2.6314999389648438E+002, 1.0000000000000000E+000, 3.1600000000000000E+008, 2.5327556800000000E+008
 2.6314999389648438E+002, 1.0000000000000000E+000, 1.0000000000000000E+009, 6.7009299200000000E+008
 2.6314999389648438E+002, 1.0000000000000000E+000, 3.1600000000000000E+009, 1.4509551360000000E+009
 2.6314999389648438E+002, 1.0000000000000000E+000, 1.0000000000000000E+010, 2.1733501440000000E+009
 2.6314999389648438E+002, 1.0000000000000000E+000, 2.0000000000000000E+010, 4.3467002880000000E+009
 2.6314999389648438E+002, 3.1600000858306885E+000, 5.0000000000000000E+006, 4.9951475000000000E+006
 2.6314999389648438E+002, 3.1600000858306885E+000, 1.0000000000000000E+007, 9.9902950000000000E+006
 2.6314999389648438E+002, 3.1600000858306885E+000, 1.1100000000000000E+007, 1.1088941000000000E+007
 2.6314999389648438E+002, 3.1600000858306885E+000, 3.1600000000000000E+007, 3.1474010000000000E+007
 2.6314999389648438E+002, 3.1600000858306885E+000, 1.0000000000000000E+008, 9.8340400000000000E+007
 2.6314999389648438E+002, 3.1600000858306885E+000, 3.1600000000000000E+008, 2.9839088000000000E+008
 2.6314999389648438E+002, 3.1600000858306885E+000, 1.0000000000000000E+009, 8.6823091200000000E+008
 2.6314999389648438E+002, 3.1600000858306885E+000, 3.1600000000000000E+009, 2.3386777600000000E+009
 2.6314999389648438E+002, 3.1600000858306885E+000, 1.0000000000000000E+010, 4.3237473280000000E+009
 2.6314999389648438E+002, 3.1600000858306885E+000, 2.0000000000000000E+010, 8.6474946560000000E+009
 2.6314999389648438E+002, 1.0000000000000000E+001, 5.0000000000000000E+006, 4.9965100000000000E+006
 2.6314999389648438E+002, 1.0000000000000000E+001, 1.0000000000000000E+007, 9.9930200000000000E+006
 2.6314999389648438E+002, 1.0000000000000000E+001, 1.1100000000000000E+007, 1.1092252000000000E+007
 2.6314999389648438E+002, 1.0000000000000000E+001, 3.1600000000000000E+007, 3.1577942000000000E+007
 2.6314999389648438E+002, 1.0000000000000000E+001, 1.0000000000000000E+008, 9.9842696000000000E+007
 2.6314999389648438E+002, 1.0000000000000000E+001, 3.1600000000000000E+008, 3.1380694400000000E+008
 2.6314999389648438E+002, 1.0000000000000000E+001, 1.0000000000000000E+009, 9.7311795200000000E+008
 2.6314999389648438E+002, 1.0000000000000000E+001, 3.1600000000000000E+009, 2.9305080320000000E+009
 2.6314999389648438E+002, 1.0000000000000000E+001, 1.0000000000000000E+010, 6.9429027840000000E+009
 2.6314999389648438E+002, 1.0000000000000000E+001, 2.0000000000000000E+010, 1.3885805568000000E+010
 2.6314999389648438E+002, 1.0000000000000000E+002, 5.0000000000000000E+006, 4.9965100000000000E+006
 2.6314999389648438E+002, 1.0000000000000000E+002, 1.0000000000000000E+007, 9.9930200000000000E+006
 2.6314999389648438E+002, 1.0000000000000000E+002, 1.1100000000000000E+007, 1.1092253000000000E+007
 2.6314999389648438E+002, 1.0000000000000000E+002, 3.1600000000000000E+007, 3.1577942000000000E+007
 2.6314999389648438E+002, 1.0000000000000000E+002, 1.0000000000000000E+008, 9.9930200000000000E+007
 2.6314999389648438E+002, 1.0000000000000000E+002, 3.1600000000000000E+008, 3.1577942400000000E+008
 2.6314999389648438E+002, 1.0000000000000000E+002, 1.0000000000000000E+009, 9.9928416000000000E+008
 2.6314999389648438E+002, 1.0000000000000000E+002, 3.1600000000000000E+009, 3.1562032640000000E+009
 2.6314999389648438E+002, 1.0000000000000000E+002, 1.0000000000000000E+010, 9.8944030720000000E+009
 2.6314999389648438E+002, 1.0000000000000000E+002, 2.0000000000000000E+010, 1.9788806144000000E+010
 2.6314999389648438E+002, 2.0000000000000000E+002, 5.0000000000000000E+006, 4.9965100000000000E+006
 2.6314999389648438E+002, 2.0000000000000000E+002, 1.0000000000000000E+007, 9.9930200000000000E+006
 2.6314999389648438E+002, 2.0000000000000000E+002, 1.1100000000000000E+007, 1.1092253000000000E+007
 2.6314999389648438E+002, 2.0000000000000000E+002, 3.1600000000000000E+007, 3.1577942000000000E+007
 2.6314999389648438E+002, 2.0000000000000000E+002, 1.0000000000000000E+008, 9.9930200000000000E+007
 2.6314999389648438E+002, 2.0000000000000000E+002, 3.1600000000000000E+008, 3.1577942400000000E+008
 2.6314999389648438E+002, 2.0000000000000000E+002, 1.0000000000000000E+009, 9.9928416000000000E+008
 2.6314999389648438E+002, 2.0000000000000000E+002, 3.1600000000000000E+009, 3.1562032640000000E+009
 2.6314999389648438E+002, 2.0000000000000000E+002, 1.0000000000000000E+010, 9.8944030720000000E+009
 2.6314999389648438E+002, 2.0000000000000000E+002, 2.0000000000000000E+010, 1.9788806144000000E+010
 2.7314999389648438E+002, 4.9999998882412910E-003, 5.0000000000000000E+006, 1.4468183750000000E+006
 2.7314999389648438E+002, 4.9999998882412910E-003, 1.0000000000000000E+007, 2.8936367500000000E+006
 2.7314999389648438E+002, 4.9999998882412910E-003, 1.1100000000000000E+007, 3.2044612500000000E+006
 2.7314999389648438E+002, 4.9999998882412910E-003, 3.1600000000000000E+007, 6.6623320000000000E+006
 2.7314999389648438E+002, 4.9999998882412910E-003, 1.0000000000000000E+008, 1.2722595000000000E+007
 2.7314999389648438E+002, 4.9999998882412910E-003, 3.1600000000000000E+008, 1.9799372000000000E+007
 2.7314999389648438E+002, 4.9999998882412910E-003, 1.0000000000000000E+009, 2.5738552000000000E+007
 2.7314999389648438E+002, 4.9999998882412910E-003, 3.1600000000000000E+009, 7.1686400000000000E+007
 2.7314999389648438E+002, 4.9999998882412910E-003, 1.0000000000000000E+010, 2.2685571200000000E+008
 2.7314999389648438E+002, 4.9999998882412910E-003, 2.0000000000000000E+010, 4.5371142400000000E+008
 2.7314999389648438E+002, 9.9999997764825821E-003, 5.0000000000000000E+006, 1.4468183750000000E+006
 2.7314999389648438E+002, 9.9999997764825821E-003, 1.0000000000000000E+007, 2.8936367500000000E+006
 2.7314999389648438E+002, 9.9999997764825821E-003, 1.1100000000000000E+007, 3.2044612500000000E+006
 2.7314999389648438E+002, 9.9999997764825821E-003, 3.1600000000000000E+007, 6.6623320000000000E+006
 2.7314999389648438E+002, 9.9999997764825821E-003, 1.0000000000000000E+008, 1.2722595000000000E+007
 2.7314999389648438E+002, 9.9999997764825821E-003, 3.1600000000000000E+008, 1.9799372000000000E+007
 2.7314999389648438E+002, 9.9999997764825821E-003, 1.0000000000000000E+009, 2.5738552000000000E+007
 2.7314999389648438E+002, 9.9999997764825821E-003, 3.1600000000000000E+009, 7.1686400000000000E+007
 2.7314999389648438E+002, 9.9999997764825821E-003, 1.0000000000000000E+010, 2.2685571200000000E+008
 2.7314999389648438E+002, 9.9999997764825821E-003, 2.0000000000000000E+010, 4.5371142400000000E+008
 2.7314999389648438E+002, 1.9999999552965164E-002, 5.0000000000000000E+006, 1.9031720000000000E+006
 2.7314999389648438E+002, 1.9999999552965164E-002, 1.0000000000000000E+007, 3.8063440000000000E+006
 2.7314999389648438E+002, 1.9999999552965164E-002, 1.1100000000000000E+007, 4.2166100000000000E+006
 2.7314999389648438E+002, 1.9999999552965164E-002, 3.1600000000000000E+007, 9.2290380000000000E+006
 2.7314999389648438E+002, 1.9999999552965164E-002, 1.0000000000000000E+008, 1.8986940000000000E+007
 2.7314999389648438E+002, 1.9999999552965164E-002, 3.1600000000000000E+008, 3.4750996000000000E+007
 2.7314999389648438E+002, 1.9999999552965164E-002, 1.0000000000000000E+009, 4.6919360000000000E+007
 2.7314999389648438E+002, 1.9999999552965164E-002, 3.1600000000000000E+009, 7.8103904000000000E+007
 2.7314999389648438E+002, 1.9999999552965164E-002, 1.0000000000000000E+010, 2.4716424000000000E+008
 2.7314999389648438E+002, 1.9999999552965164E-002, 2.0000000000000000E+010, 4.9432848000000000E+008
 2.7314999389648438E+002, 5.0000000745058060E-002, 5.0000000000000000E+006, 2.7595680000000000E+006
 2.7314999389648438E+002, 5.0000000745058060E-002, 1.0000000000000000E+007, 5.5191360000000000E+006
 2.7314999389648438E+002, 5.0000000745058060E-002, 1.1100000000000000E+007, 6.1154900000000000E+006
 2.7314999389648438E+002, 5.0000000745058060E-002, 3.1600000000000000E+007, 1.3871809000000000E+007
 2.7314999389648438E+002, 5.0000000745058060E-002, 1.0000000000000000E+008, 3.1529170000000000E+007
 2.7314999389648438E+002, 5.0000000745058060E-002, 3.1600000000000000E+008, 6.6196952000000000E+007
 2.7314999389648438E+002, 5.0000000745058060E-002, 1.0000000000000000E+009, 1.0262833600000000E+008
 2.7314999389648438E+002, 5.0000000745058060E-002, 3.1600000000000000E+009, 1.4058857600000000E+008
 2.7314999389648438E+002, 5.0000000745058060E-002, 1.0000000000000000E+010, 2.8046704000000000E+008
 2.7314999389648438E+002, 5.0000000745058060E-002, 2.0000000000000000E+010, 5.6093408000000000E+008
 2.7314999389648438E+002, 1.0000000149011612E-001, 5.0000000000000000E+006, 3.5257640000000000E+006
 2.7314999389648438E+002, 1.0000000149011612E-001, 1.0000000000000000E+007, 7.0515280000000000E+006
 2.7314999389648438E+002, 1.0000000149011612E-001, 1.1100000000000000E+007, 7.8140485000000000E+006
 2.7314999389648438E+002, 1.0000000149011612E-001, 3.1600000000000000E+007, 1.7918462000000000E+007
 2.7314999389648438E+002, 1.0000000149011612E-001, 1.0000000000000000E+008, 4.3234800000000000E+007
 2.7314999389648438E+002, 1.0000000149011612E-001, 3.1600000000000000E+008, 9.6417288000000000E+007
 2.7314999389648438E+002, 1.0000000149011612E-001, 1.0000000000000000E+009, 1.6229998400000000E+008
 2.7314999389648438E+002, 1.0000000149011612E-001, 3.1600000000000000E+009, 2.2755856000000000E+008
 2.7314999389648438E+002, 1.0000000149011612E-001, 1.0000000000000000E+010, 3.0730086400000000E+008
 2.7314999389648438E+002, 1.0000000149011612E-001, 2.0000000000000000E+010, 6.1460172800000000E+008
 2.7314999389648438E+002, 3.1600001454353333E-001, 5.0000000000000000E+006, 4.4281815000000000E+006
 2.7314999389648438E+002, 3.1600001454353333E-001, 1.0000000000000000E+007, 8.8563630000000000E+006
 2.7314999389648438E+002, 3.1600001454353333E-001, 1.1100000000000000E+007, 9.8207050000000000E+006
 2.7314999389648438E+002, 3.1600001454353333E-001, 3.1600000000000000E+007, 2.4713538000000000E+007
 2.7314999389648438E+002, 3.1600001454353333E-001, 1.0000000000000000E+008, 6.7009300000000000E+007
 2.7314999389648438E+002, 3.1600001454353333E-001, 3.1600000000000000E+008, 1.7071140800000000E+008
 2.7314999389648438E+002, 3.1600001454353333E-001, 1.0000000000000000E+009, 3.5420598400000000E+008
 2.7314999389648438E+002, 3.1600001454353333E-001, 3.1600000000000000E+009, 5.6734636800000000E+008
 2.7314999389648438E+002, 3.1600001454353333E-001, 1.0000000000000000E+010, 8.1831488000000000E+008
 2.7314999389648438E+002, 3.1600001454353333E-001, 2.0000000000000000E+010, 1.6366297600000000E+009
 2.7314999389648438E+002, 5.0000000000000000E-001, 5.0000000000000000E+006, 4.6164385000000000E+006
 2.7314999389648438E+002, 5.0000000000000000E-001, 1.0000000000000000E+007, 9.2328770000000000E+006
 2.7314999389648438E+002, 5.0000000000000000E-001, 1.1100000000000000E+007, 1.0241201000000000E+007
 2.7314999389648438E+002, 5.0000000000000000E-001, 3.1600000000000000E+007, 2.6755130000000000E+007
 2.7314999389648438E+002, 5.0000000000000000E-001, 1.0000000000000000E+008, 7.4901464000000000E+007
 2.7314999389648438E+002, 5.0000000000000000E-001, 3.1600000000000000E+008, 1.9857380800000000E+008
 2.7314999389648438E+002, 5.0000000000000000E-001, 1.0000000000000000E+009, 4.5992960000000000E+008
 2.7314999389648438E+002, 5.0000000000000000E-001, 3.1600000000000000E+009, 8.5218579200000000E+008
 2.7314999389648438E+002, 5.0000000000000000E-001, 1.0000000000000000E+010, 1.2806432000000000E+009
 2.7314999389648438E+002, 5.0000000000000000E-001, 2.0000000000000000E+010, 2.5612864000000000E+009
 2.7314999389648438E+002, 1.0000000000000000E+000, 5.0000000000000000E+006, 4.9008135000000000E+006
 2.7314999389648438E+002, 1.0000000000000000E+000, 1.0000000000000000E+007, 9.8016270000000000E+006
 2.7314999389648438E+002, 1.0000000000000000E+000, 1.1100000000000000E+007, 1.0876389000000000E+007
 2.7314999389648438E+002, 1.0000000000000000E+000, 3.1600000000000000E+007, 2.9839088000000000E+007
 2.7314999389648438E+002, 1.0000000000000000E+000, 1.0000000000000000E+008, 8.6823096000000000E+007
 2.7314999389648438E+002, 1.0000000000000000E+000, 3.1600000000000000E+008, 2.4066180800000000E+008
 2.7314999389648438E+002, 1.0000000000000000E+000, 1.0000000000000000E+009, 6.1963200000000000E+008
 2.7314999389648438E+002, 1.0000000000000000E+000, 3.1600000000000000E+009, 1.2824542720000000E+009
 2.7314999389648438E+002, 1.0000000000000000E+000, 1.0000000000000000E+010, 1.9790208000000000E+009
 2.7314999389648438E+002, 1.0000000000000000E+000, 2.0000000000000000E+010, 3.9580416000000000E+009
 2.7314999389648438E+002, 3.1600000858306885E+000, 5.0000000000000000E+006, 4.9910905000000000E+006
