field,step,k,j,i,value,bits
v,3,30,8,2, 9.478127480E+000,1092068969
v,3,30,8,3, 6.953219414E+000,1088323782
v,3,30,8,4, 4.722075462E+000,1083644734
v,3,30,8,5, 7.218358517E+000,1088879819
v,3,30,8,6, 1.664657593E+001,1099246640
v,3,30,8,7, 1.914286041E+001,1100555412
v,3,30,8,8, 1.691171646E+001,1099385650
v,3,30,8,9, 1.438680744E+001,1097216093
v,3,30,8,10, 1.285235023E+001,1095607098
v,3,30,8,11, 1.219858837E+001,1094921579
v,3,30,8,12, 1.199218464E+001,1094705149
v,3,30,8,13, 1.194288158E+001,1094653451
v,3,30,8,14, 1.193387985E+001,1094644012
v,3,1,9,1, 3.567207813E+000,1080315170
v,3,1,9,2, 2.633656502E+000,1076399572
v,3,1,9,3, 1.267188787E+000,1067594558
v,3,1,9,4, 5.230271816E-001,1057350940
v,3,1,9,5, 2.288872242E+000,1074953442
v,3,1,9,6, 6.030051708E+000,1086387759
v,3,1,9,7, 7.795896530E+000,1090091004
v,3,1,9,8, 7.051734924E+000,1088530384
v,3,1,9,9, 5.685267448E+000,1085664694
v,3,1,9,10, 4.751716137E+000,1083706895
v,3,1,9,11, 4.334230900E+000,1082831365
v,3,1,9,12, 4.199158669E+000,1082548098
v,3,1,9,13, 4.166440010E+000,1082479482
v,3,1,9,14, 4.160413742E+000,1082466844
v,3,2,9,1, 3.885035038E+000,1081648234
v,3,2,9,2, 2.951483727E+000,1077732636
v,3,2,9,3, 1.585016012E+000,1070260686
v,3,2,9,4, 8.408544064E-001,1062683196
v,3,2,9,5, 2.606699467E+000,1076286506
v,3,2,9,6, 6.347878933E+000,1087054291
v,3,2,9,7, 8.113723755E+000,1090638288
v,3,2,9,8, 7.369562149E+000,1089196916
v,3,2,9,9, 6.003094673E+000,1086331226
v,3,2,9,10, 5.069543362E+000,1084373427
v,3,2,9,11, 4.652058125E+000,1083497897
v,3,2,9,12, 4.516985893E+000,1083214630
v,3,2,9,13, 4.484267235E+000,1083146014
v,3,2,9,14, 4.478240967E+000,1083133376
v,3,3,9,1, 4.200639248E+000,1082551203
v,3,3,9,2, 3.267087936E+000,1079056376
v,3,3,9,3, 1.900620222E+000,1072908166
v,3,3,9,4, 1.156458616E+000,1066665686
v,3,3,9,5, 2.922303677E+000,1077610246
v,3,3,9,6, 6.663483143E+000,1087716161
v,3,3,9,7, 8.429327965E+000,1090969223
v,3,3,9,8, 7.685166359E+000,1089858786
v,3,3,9,9, 6.318698883E+000,1086993096
v,3,3,9,10, 5.385147572E+000,1085035297
v,3,3,9,11, 4.967662334E+000,1084159767
v,3,3,9,12, 4.832590103E+000,1083876500
v,3,3,9,13, 4.799871445E+000,1083807884
v,3,3,9,14, 4.793845177E+000,1083795246
v,3,4,9,1, 4.513955593E+000,1083208275
v,3,4,9,2, 3.580404282E+000,1080370520
v,3,4,9,3, 2.213936567E+000,1074639139
v,3,4,9,4, 1.469774961E+000,1069293974
v,3,4,9,5, 3.235620022E+000,1078924390
v,3,4,9,6, 6.976799488E+000,1088373233
v,3,4,9,7, 8.742644310E+000,1091297759
v,3,4,9,8, 7.998482704E+000,1090515858
v,3,4,9,9, 6.632015228E+000,1087650168
v,3,4,9,10, 5.698463917E+000,1085692369
v,3,4,9,11, 5.280978680E+000,1084816839
v,3,4,9,12, 5.145906448E+000,1084533572
v,3,4,9,13, 5.113187790E+000,1084464956
v,3,4,9,14, 5.107161522E+000,1084452318
v,3,5,9,1, 4.824914455E+000,1083860403
v,3,5,9,2, 3.891363144E+000,1081674776
v,3,5,9,3, 2.524895430E+000,1075943395
v,3,5,9,4, 1.780733824E+000,1071902486
v,3,5,9,5, 3.546578884E+000,1080228646
v,3,5,9,6, 7.287758350E+000,1089025361
v,3,5,9,7, 9.053603172E+000,1091623823
v,3,5,9,8, 8.309441566E+000,1090843513
v,3,5,9,9, 6.942974091E+000,1088302296
v,3,5,9,10, 6.009422779E+000,1086344497
v,3,5,9,11, 5.591937542E+000,1085468967
v,3,5,9,12, 5.456865311E+000,1085185700
v,3,5,9,13, 5.424146652E+000,1085117084
v,3,5,9,14, 5.418120384E+000,1085104446
v,3,6,9,1, 5.133442879E+000,1084507434
v,3,6,9,2, 4.199891567E+000,1082549635
v,3,6,9,3, 2.833423853E+000,1077237457
v,3,6,9,4, 2.089262247E+000,1074116217
v,3,6,9,5, 3.855107307E+000,1081522708
v,3,6,9,6, 7.596286774E+000,1089672392
v,3,6,9,7, 9.362132072E+000,1091947339
v,3,6,9,8, 8.617970467E+000,1091167029
v,3,6,9,9, 7.251502514E+000,1088949327
v,3,6,9,10, 6.317951202E+000,1086991528
v,3,6,9,11, 5.900465965E+000,1086115998
v,3,6,9,12, 5.765393734E+000,1085832731
v,3,6,9,13, 5.732675076E+000,1085764115
v,3,6,9,14, 5.726648808E+000,1085751477
v,3,7,9,1, 5.439461231E+000,1085149201
v,3,7,9,2, 4.505909920E+000,1083191402
v,3,7,9,3, 3.139442205E+000,1078520991
v,3,7,9,4, 2.395280600E+000,1075399751
v,3,7,9,5, 4.161125660E+000,1082468337
v,3,7,9,6, 7.902305126E+000,1090314159
v,3,7,9,7, 9.668149948E+000,1092268222
v,3,7,9,8, 8.923988342E+000,1091487912
v,3,7,9,9, 7.557520866E+000,1089591094
v,3,7,9,10, 6.623969555E+000,1087633295
v,3,7,9,11, 6.206484318E+000,1086757765
v,3,7,9,12, 6.071412086E+000,1086474498
v,3,7,9,13, 6.038693428E+000,1086405882
v,3,7,9,14, 6.032667160E+000,1086393244
v,3,8,9,1, 5.742885113E+000,1085785527
v,3,8,9,2, 4.809333801E+000,1083827728
v,3,8,9,3, 3.442866087E+000,1079793643
v,3,8,9,4, 2.698704481E+000,1076672403
v,3,8,9,5, 4.464549541E+000,1083104663
v,3,8,9,6, 8.205729485E+000,1090734763
v,3,8,9,7, 9.971573830E+000,1092586385
v,3,8,9,8, 9.227412224E+000,1091806075
v,3,8,9,9, 7.860944748E+000,1090227420
v,3,8,9,10, 6.927393436E+000,1088269621
v,3,8,9,11, 6.509908199E+000,1087394091
v,3,8,9,12, 6.374835968E+000,1087110824
v,3,8,9,13, 6.342117310E+000,1087042208
v,3,8,9,14, 6.336091042E+000,1087029570
v,3,9,9,1, 6.043621540E+000,1086416217
v,3,9,9,2, 5.110070229E+000,1084458418
v,3,9,9,3, 3.743602514E+000,1081055023
v,3,9,9,4, 2.999440908E+000,1077933783
v,3,9,9,5, 4.765285969E+000,1083735353
v,3,9,9,6, 8.506465912E+000,1091050108
v,3,9,9,7, 1.027231026E+001,1092901730
v,3,9,9,8, 9.528148651E+000,1092121420
v,3,9,9,9, 8.161681175E+000,1090688575
v,3,9,9,10, 7.228129864E+000,1088900311
v,3,9,9,11, 6.810644627E+000,1088024781
v,3,9,9,12, 6.675572395E+000,1087741514
v,3,9,9,13, 6.642853737E+000,1087672898
v,3,9,9,14, 6.636827469E+000,1087660260
v,3,10,9,1, 6.341571331E+000,1087041063
v,3,10,9,2, 5.408020020E+000,1085083264
v,3,10,9,3, 4.041552544E+000,1082217574
v,3,10,9,4, 3.297390699E+000,1079183475
v,3,10,9,5, 5.063235760E+000,1084360199
v,3,10,9,6, 8.804415703E+000,1091362531
v,3,10,9,7, 1.057026005E+001,1093214153
v,3,10,9,8, 9.826098442E+000,1092433843
v,3,10,9,9, 8.459630966E+000,1091000998
v,3,10,9,10, 7.526079655E+000,1089525157
v,3,10,9,11, 7.108594418E+000,1088649627
v,3,10,9,12, 6.973522186E+000,1088366360
v,3,10,9,13, 6.940803528E+000,1088297744
v,3,10,9,14, 6.934777260E+000,1088285106
v,3,11,9,1, 6.636626720E+000,1087659839
v,3,11,9,2, 5.703075409E+000,1085702040
v,3,11,9,3, 4.336607933E+000,1082836350
v,3,11,9,4, 3.592446089E+000,1080421027
v,3,11,9,5, 5.358291149E+000,1084978975
v,3,11,9,6, 9.099471092E+000,1091671919
v,3,11,9,7, 1.086531544E+001,1093523541
v,3,11,9,8, 1.012115383E+001,1092743231
v,3,11,9,9, 8.754686356E+000,1091310386
v,3,11,9,10, 7.821135044E+000,1090143933
v,3,11,9,11, 7.403649807E+000,1089268403
v,3,11,9,12, 7.268577576E+000,1088985136
v,3,11,9,13, 7.235858917E+000,1088916520
v,3,11,9,14, 7.229832649E+000,1088903882
v,3,12,9,1, 6.928668022E+000,1088272294
v,3,12,9,2, 5.995116711E+000,1086314495
v,3,12,9,3, 4.628648758E+000,1083448804
v,3,12,9,4, 3.884487391E+000,1081645937
v,3,12,9,5, 5.650332451E+000,1085591430
v,3,12,9,6, 9.391511917E+000,1091978146
v,3,12,9,7, 1.115735722E+001,1093829769
v,3,12,9,8, 1.041319561E+001,1093049459
v,3,12,9,9, 9.046727180E+000,1091616613
v,3,12,9,10, 8.113176346E+000,1090637714
v,3,12,9,11, 7.695691109E+000,1089880858
v,3,12,9,12, 7.560618877E+000,1089597591
v,3,12,9,13, 7.527900219E+000,1089528975
v,3,12,9,14, 7.521873951E+000,1089516337
v,3,13,9,1, 7.217566013E+000,1088878157
v,3,13,9,2, 6.284014702E+000,1086920358
v,3,13,9,3, 4.917547226E+000,1084054668
v,3,13,9,4, 4.173385620E+000,1082494048
v,3,13,9,5, 5.939230442E+000,1086197293
v,3,13,9,6, 9.680410385E+000,1092281078
v,3,13,9,7, 1.144625473E+001,1094132700
v,3,13,9,8, 1.070209312E+001,1093352390
v,3,13,9,9, 9.335625648E+000,1091919545
v,3,13,9,10, 8.402073860E+000,1090940645
v,3,13,9,11, 7.984589100E+000,1090486721
v,3,13,9,12, 7.849516869E+000,1090203454
v,3,13,9,13, 7.816798210E+000,1090134838
v,3,13,9,14, 7.810771942E+000,1090122200
v,3,14,9,1, 7.503177166E+000,1089477127
v,3,14,9,2, 6.569625854E+000,1087519328
v,3,14,9,3, 5.203158379E+000,1084653638
v,3,14,9,4, 4.458996773E+000,1083093018
v,3,14,9,5, 6.224841595E+000,1086796263
v,3,14,9,6, 9.966021538E+000,1092580563
v,3,14,9,7, 1.173186588E+001,1094432185
v,3,14,9,8, 1.098770428E+001,1093651875
v,3,14,9,9, 9.621236801E+000,1092219030
v,3,14,9,10, 8.687685013E+000,1091240130
v,3,14,9,11, 8.270199776E+000,1090802365
v,3,14,9,12, 8.135128021E+000,1090660732
v,3,14,9,13, 8.102409363E+000,1090626424
v,3,14,9,14, 8.096383095E+000,1090620105
v,3,15,9,1, 7.785342693E+000,1090068871
v,3,15,9,2, 6.851791382E+000,1088111072
v,3,15,9,3, 5.485323906E+000,1085245382
v,3,15,9,4, 4.741162300E+000,1083684762
v,3,15,9,5, 6.507007122E+000,1087388007
v,3,15,9,6, 1.024818707E+001,1092876435
v,3,15,9,7, 1.201403141E+001,1094728057
v,3,15,9,8, 1.126986980E+001,1093947747
v,3,15,9,9, 9.903402328E+000,1092514902
v,3,15,9,10, 8.969850540E+000,1091536002
v,3,15,9,11, 8.552365303E+000,1091098237
v,3,15,9,12, 8.417293549E+000,1090956604
v,3,15,9,13, 8.384574890E+000,1090922296
v,3,15,9,14, 8.378548622E+000,1090915977
v,3,16,9,1, 8.063886642E+000,1090586030
v,3,16,9,2, 7.130334854E+000,1088695220
v,3,16,9,3, 5.763867378E+000,1085829530
v,3,16,9,4, 5.019705772E+000,1084268910
v,3,16,9,5, 6.785550594E+000,1087972155
v,3,16,9,6, 1.052673054E+001,1093168509
v,3,16,9,7, 1.229257488E+001,1095020131
v,3,16,9,8, 1.154841328E+001,1094239821
v,3,16,9,9, 1.018194580E+001,1092806976
v,3,16,9,10, 9.248394012E+000,1091828076
v,3,16,9,11, 8.830908775E+000,1091390311
v,3,16,9,12, 8.695837021E+000,1091248678
v,3,16,9,13, 8.663118362E+000,1091214370
v,3,16,9,14, 8.657092094E+000,1091208051
v,3,17,9,1, 8.338607788E+000,1090874096
v,3,17,9,2, 7.405056000E+000,1089271352
v,3,17,9,3, 6.038588524E+000,1086405662
v,3,17,9,4, 5.294426918E+000,1084845042
v,3,17,9,5, 7.060271740E+000,1088548287
v,3,17,9,6, 1.080145168E+001,1093456575
v,3,17,9,7, 1.256729603E+001,1095308197
v,3,17,9,8, 1.182313442E+001,1094527887
v,3,17,9,9, 1.045666695E+001,1093095042
v,3,17,9,10, 9.523115158E+000,1092116142
v,3,17,9,11, 9.105629921E+000,1091678377
v,3,17,9,12, 8.970558167E+000,1091536744
v,3,17,9,13, 8.937839508E+000,1091502436
v,3,17,9,14, 8.931813240E+000,1091496117
v,3,18,9,1, 8.609281540E+000,1091157918
v,3,18,9,2, 7.675729752E+000,1089838996
v,3,18,9,3, 6.309262276E+000,1086973306
v,3,18,9,4, 5.565100670E+000,1085412686
v,3,18,9,5, 7.330945492E+000,1089115931
v,3,18,9,6, 1.107212543E+001,1093740397
v,3,18,9,7, 1.283796978E+001,1095592019
v,3,18,9,8, 1.209380817E+001,1094811709
v,3,18,9,9, 1.072734070E+001,1093378864
v,3,18,9,10, 9.793788910E+000,1092399964
v,3,18,9,11, 9.376303673E+000,1091962199
v,3,18,9,12, 9.241231918E+000,1091820566
v,3,18,9,13, 9.208513260E+000,1091786258
v,3,18,9,14, 9.202486992E+000,1091779939
v,3,19,9,1, 8.875649452E+000,1091437225
v,3,19,9,2, 7.942097664E+000,1090397610
v,3,19,9,3, 6.575630188E+000,1087531920
v,3,19,9,4, 5.831468582E+000,1085971300
v,3,19,9,5, 7.597313404E+000,1089674545
v,3,19,9,6, 1.133849335E+001,1094019704
v,3,19,9,7, 1.310433769E+001,1095871326
v,3,19,9,8, 1.236017609E+001,1095091016
v,3,19,9,9, 1.099370861E+001,1093658171
v,3,19,9,10, 1.006015682E+001,1092679271
v,3,19,9,11, 9.642671585E+000,1092241506
v,3,19,9,12, 9.507599831E+000,1092099873
v,3,19,9,13, 9.474881172E+000,1092065565
v,3,19,9,14, 9.468854904E+000,1092059246
v,3,20,9,1, 9.137412071E+000,1091711703
v,3,20,9,2, 8.203860283E+000,1090732803
v,3,20,9,3, 6.837392807E+000,1088080876
v,3,20,9,4, 6.093231201E+000,1086520256
v,3,20,9,5, 7.859076023E+000,1090223501
v,3,20,9,6, 1.160025597E+001,1094294182
v,3,20,9,7, 1.336610031E+001,1096145804
v,3,20,9,8, 1.262193871E+001,1095365494
v,3,20,9,9, 1.125547123E+001,1093932649
v,3,20,9,10, 1.032191944E+001,1092953749
v,3,20,9,11, 9.904434204E+000,1092515984
v,3,20,9,12, 9.769362450E+000,1092374351
v,3,20,9,13, 9.736643791E+000,1092340043
v,3,20,9,14, 9.730617523E+000,1092333724
v,3,21,9,1, 9.394220352E+000,1091980986
v,3,21,9,2, 8.460668564E+000,1091002086
v,3,21,9,3, 7.094201088E+000,1088619442
v,3,21,9,4, 6.350039482E+000,1087058822
v,3,21,9,5, 8.115883827E+000,1090640553
v,3,21,9,6, 1.185706425E+001,1094563465
v,3,21,9,7, 1.362290859E+001,1096415087
v,3,21,9,8, 1.287874699E+001,1095634777
v,3,21,9,9, 1.151227951E+001,1094201932
v,3,21,9,10, 1.057872772E+001,1093223032
v,3,21,9,11, 1.016124249E+001,1092785267
v,3,21,9,12, 1.002617073E+001,1092643634
v,3,21,9,13, 9.993452072E+000,1092609326
v,3,21,9,14, 9.987425804E+000,1092603007
v,3,22,9,1, 9.645658493E+000,1092244638
v,3,22,9,2, 8.712106705E+000,1091265738
v,3,22,9,3, 7.345639229E+000,1089146746
v,3,22,9,4, 6.601477623E+000,1087586126
v,3,22,9,5, 8.367321968E+000,1090904205
v,3,22,9,6, 1.210850239E+001,1094827117
v,3,22,9,7, 1.387434673E+001,1096678739
v,3,22,9,8, 1.313018513E+001,1095898429
v,3,22,9,9, 1.176371765E+001,1094465584
v,3,22,9,10, 1.083016586E+001,1093486684
v,3,22,9,11, 1.041268063E+001,1093048919
v,3,22,9,12, 1.027760887E+001,1092907286
v,3,22,9,13, 1.024489021E+001,1092872978
v,3,22,9,14, 1.023886395E+001,1092866659
v,3,23,9,1, 9.891221046E+000,1092502129
v,3,23,9,2, 8.957669258E+000,1091523229
v,3,23,9,3, 7.591201782E+000,1089661728
v,3,23,9,4, 6.847040176E+000,1088101108
v,3,23,9,5, 8.612884521E+000,1091161696
v,3,23,9,6, 1.235406494E+001,1095084608
v,3,23,9,7, 1.411990929E+001,1096936230
v,3,23,9,8, 1.337574768E+001,1096155920
v,3,23,9,9, 1.200928020E+001,1094723075
v,3,23,9,10, 1.107572842E+001,1093744175
v,3,23,9,11, 1.065824318E+001,1093306410
v,3,23,9,12, 1.052317142E+001,1093164777
v,3,23,9,13, 1.049045277E+001,1093130469
v,3,23,9,14, 1.048442650E+001,1093124150
v,3,24,9,1, 1.013028145E+001,1092752802
v,3,24,9,2, 9.196729660E+000,1091773902
v,3,24,9,3, 7.830262184E+000,1090163074
v,3,24,9,4, 7.086100578E+000,1088602454
v,3,24,9,5, 8.851944923E+000,1091412369
v,3,24,9,6, 1.259312534E+001,1095335281
v,3,24,9,7, 1.435896969E+001,1097186903
v,3,24,9,8, 1.361480808E+001,1096406593
v,3,24,9,9, 1.224834061E+001,1094973748
v,3,24,9,10, 1.131478882E+001,1093994848
v,3,24,9,11, 1.089730358E+001,1093557083
v,3,24,9,12, 1.076223183E+001,1093415450
v,3,24,9,13, 1.072951317E+001,1093381142
v,3,24,9,14, 1.072348690E+001,1093374823
v,3,25,9,1, 1.036203766E+001,1092995816
v,3,25,9,2, 9.428485870E+000,1092016916
v,3,25,9,3, 8.062018394E+000,1090584071
v,3,25,9,4, 7.317856789E+000,1089088482
v,3,25,9,5, 9.083701134E+000,1091655383
v,3,25,9,6, 1.282488155E+001,1095578295
v,3,25,9,7, 1.459072590E+001,1097429917
v,3,25,9,8, 1.384656429E+001,1096649607
v,3,25,9,9, 1.248009682E+001,1095216762
v,3,25,9,10, 1.154654503E+001,1094237862
v,3,25,9,11, 1.112905979E+001,1093800097
v,3,25,9,12, 1.099398804E+001,1093658464
v,3,25,9,13, 1.096126938E+001,1093624156
v,3,25,9,14, 1.095524311E+001,1093617837
v,3,26,9,1, 1.058542156E+001,1093230051
v,3,26,9,2, 9.651869774E+000,1092251151
v,3,26,9,3, 8.285402298E+000,1090818306
v,3,26,9,4, 7.541240692E+000,1089556952
v,3,26,9,5, 9.307085037E+000,1091889618
v,3,26,9,6, 1.304826546E+001,1095812530
v,3,26,9,7, 1.481410980E+001,1097664152
v,3,26,9,8, 1.406994820E+001,1096883842
v,3,26,9,9, 1.270348072E+001,1095450997
v,3,26,9,10, 1.176992893E+001,1094472097
v,3,26,9,11, 1.135244370E+001,1094034332
v,3,26,9,12, 1.121737194E+001,1093892699
v,3,26,9,13, 1.118465328E+001,1093858391
v,3,26,9,14, 1.117862701E+001,1093852072
v,3,27,9,1, 1.079892349E+001,1093453924
v,3,27,9,2, 9.865371704E+000,1092475024
v,3,27,9,3, 8.498904228E+000,1091042179
v,3,27,9,4, 7.754742622E+000,1090004698
v,3,27,9,5, 9.520586967E+000,1092113491
v,3,27,9,6, 1.326176739E+001,1096036403
v,3,27,9,7, 1.502761173E+001,1097888025
v,3,27,9,8, 1.428345013E+001,1097107715
v,3,27,9,9, 1.291698265E+001,1095674870
v,3,27,9,10, 1.198343086E+001,1094695970
v,3,27,9,11, 1.156594563E+001,1094258205
v,3,27,9,12, 1.143087387E+001,1094116572
v,3,27,9,13, 1.139815521E+001,1094082264
v,3,27,9,14, 1.139212894E+001,1094075945
v,3,28,9,1, 1.100021458E+001,1093664993
v,3,28,9,2, 1.006666279E+001,1092686093
v,3,28,9,3, 8.700195312E+000,1091253248
v,3,28,9,4, 7.956033707E+000,1090426836
v,3,28,9,5, 9.721878052E+000,1092324560
v,3,28,9,6, 1.346305847E+001,1096247472
v,3,28,9,7, 1.522890282E+001,1098099094
v,3,28,9,8, 1.448474121E+001,1097318784
v,3,28,9,9, 1.311827374E+001,1095885939
v,3,28,9,10, 1.218472195E+001,1094907039
v,3,28,9,11, 1.176723671E+001,1094469274
v,3,28,9,12, 1.163216496E+001,1094327641
v,3,28,9,13, 1.159944630E+001,1094293333
v,3,28,9,14, 1.159342003E+001,1094287014
v,3,29,9,1, 1.118506336E+001,1093858821
v,3,29,9,2, 1.025151157E+001,1092879921
v,3,29,9,3, 8.885044098E+000,1091447076
v,3,29,9,4, 8.140882492E+000,1090666766
v,3,29,9,5, 9.906726837E+000,1092518388
v,3,29,9,6, 1.364790726E+001,1096441300
v,3,29,9,7, 1.541375160E+001,1098292922
v,3,29,9,8, 1.466959000E+001,1097512612
v,3,29,9,9, 1.330312252E+001,1096079767
v,3,29,9,10, 1.236957073E+001,1095100867
v,3,29,9,11, 1.195208549E+001,1094663102
v,3,29,9,12, 1.181701374E+001,1094521469
v,3,29,9,13, 1.178429508E+001,1094487161
v,3,29,9,14, 1.177826881E+001,1094480842
v,3,30,9,1, 1.134021378E+001,1094021508
v,3,30,9,2, 1.040666199E+001,1093042608
v,3,30,9,3, 9.040194511E+000,1091609763
v,3,30,9,4, 8.296032906E+000,1090829453
v,3,30,9,5, 1.006187725E+001,1092681075
v,3,30,9,6, 1.380305767E+001,1096603987
v,3,30,9,7, 1.556890202E+001,1098455609
v,3,30,9,8, 1.482474041E+001,1097675299
v,3,30,9,9, 1.345827293E+001,1096242454
v,3,30,9,10, 1.252472115E+001,1095263554
v,3,30,9,11, 1.210723591E+001,1094825789
v,3,30,9,12, 1.197216415E+001,1094684156
v,3,30,9,13, 1.193944550E+001,1094649848
v,3,30,9,14, 1.193341923E+001,1094643529
v,3,1,10,1, 3.870563030E+000,1081587534
v,3,1,10,2, 3.443997860E+000,1079798390
v,3,1,10,3, 2.885272503E+000,1077454926
v,3,1,10,4, 2.696107864E+000,1076661512
v,3,1,10,5, 3.470351219E+000,1079908924
v,3,1,10,6, 4.848572731E+000,1083910018
v,3,1,10,7, 5.622816086E+000,1085533724
v,3,1,10,8, 5.433651447E+000,1085137017
v,3,1,10,9, 4.874926090E+000,1083965285
v,3,1,10,10, 4.448360920E+000,1083070713
v,3,1,10,11, 4.246888161E+000,1082648194
v,3,1,10,12, 4.179652214E+000,1082507190
v,3,1,10,13, 4.163051605E+000,1082472376
v,3,1,10,14, 4.159955502E+000,1082465883
v,3,2,10,1, 4.188390255E+000,1082525515
v,3,2,10,2, 3.761825085E+000,1081131454
v,3,2,10,3, 3.203099728E+000,1078787990
v,3,2,10,4, 3.013935089E+000,1077994576
v,3,2,10,5, 3.788178444E+000,1081241988
v,3,2,10,6, 5.166399956E+000,1084576550
v,3,2,10,7, 5.940643311E+000,1086200256
v,3,2,10,8, 5.751478672E+000,1085803549
v,3,2,10,9, 5.192753315E+000,1084631817
v,3,2,10,10, 4.766188145E+000,1083737245
v,3,2,10,11, 4.564715385E+000,1083314726
v,3,2,10,12, 4.497479439E+000,1083173722
v,3,2,10,13, 4.480878830E+000,1083138908
v,3,2,10,14, 4.477782726E+000,1083132415
v,3,3,10,1, 4.503994465E+000,1083187385
v,3,3,10,2, 4.077429295E+000,1082292813
v,3,3,10,3, 3.518703938E+000,1080111730
v,3,3,10,4, 3.329539299E+000,1079318316
v,3,3,10,5, 4.103782654E+000,1082348080
v,3,3,10,6, 5.482004166E+000,1085238420
v,3,3,10,7, 6.256247520E+000,1086862126
v,3,3,10,8, 6.067082882E+000,1086465419
v,3,3,10,9, 5.508357525E+000,1085293687
v,3,3,10,10, 5.081792355E+000,1084399115
v,3,3,10,11, 4.880319595E+000,1083976596
v,3,3,10,12, 4.813083649E+000,1083835592
v,3,3,10,13, 4.796483040E+000,1083800778
v,3,3,10,14, 4.793386936E+000,1083794285
v,3,4,10,1, 4.817310810E+000,1083844457
v,3,4,10,2, 4.390745640E+000,1082949885
v,3,4,10,3, 3.832020283E+000,1081425874
v,3,4,10,4, 3.642855644E+000,1080632460
v,3,4,10,5, 4.417098999E+000,1083005152
v,3,4,10,6, 5.795320511E+000,1085895492
v,3,4,10,7, 6.569563866E+000,1087519198
v,3,4,10,8, 6.380399227E+000,1087122491
v,3,4,10,9, 5.821673870E+000,1085950759
v,3,4,10,10, 5.395108700E+000,1085056187
v,3,4,10,11, 5.193635941E+000,1084633668
v,3,4,10,12, 5.126399994E+000,1084492664
v,3,4,10,13, 5.109799385E+000,1084457850
v,3,4,10,14, 5.106703281E+000,1084451357
v,3,5,10,1, 5.128269672E+000,1084496585
v,3,5,10,2, 4.701704502E+000,1083602013
v,3,5,10,3, 4.142979145E+000,1082430281
v,3,5,10,4, 3.953814507E+000,1081936716
v,3,5,10,5, 4.728057861E+000,1083657280
v,3,5,10,6, 6.106279373E+000,1086547620
v,3,5,10,7, 6.880522728E+000,1088171326
v,3,5,10,8, 6.691358089E+000,1087774619
v,3,5,10,9, 6.132632732E+000,1086602887
v,3,5,10,10, 5.706067562E+000,1085708315
v,3,5,10,11, 5.504594803E+000,1085285796
v,3,5,10,12, 5.437358856E+000,1085144792
v,3,5,10,13, 5.420758247E+000,1085109978
v,3,5,10,14, 5.417662144E+000,1085103485
v,3,6,10,1, 5.436798096E+000,1085143616
v,3,6,10,2, 5.010232925E+000,1084249044
v,3,6,10,3, 4.451507568E+000,1083077312
v,3,6,10,4, 4.262342930E+000,1082680605
v,3,6,10,5, 5.036586285E+000,1084304311
v,3,6,10,6, 6.414807796E+000,1087194651
v,3,6,10,7, 7.189051151E+000,1088818357
v,3,6,10,8, 6.999886513E+000,1088421650
v,3,6,10,9, 6.441161156E+000,1087249918
v,3,6,10,10, 6.014595985E+000,1086355346
v,3,6,10,11, 5.813123226E+000,1085932827
v,3,6,10,12, 5.745887280E+000,1085791823
v,3,6,10,13, 5.729286671E+000,1085757009
v,3,6,10,14, 5.726190567E+000,1085750516
v,3,7,10,1, 5.742816448E+000,1085785383
v,3,7,10,2, 5.316251278E+000,1084890811
v,3,7,10,3, 4.757525921E+000,1083719079
v,3,7,10,4, 4.568361282E+000,1083322372
v,3,7,10,5, 5.342604637E+000,1084946078
v,3,7,10,6, 6.720826149E+000,1087836418
v,3,7,10,7, 7.495069504E+000,1089460124
v,3,7,10,8, 7.305904865E+000,1089063417
v,3,7,10,9, 6.747179508E+000,1087891685
v,3,7,10,10, 6.320614338E+000,1086997113
v,3,7,10,11, 6.119141579E+000,1086574594
v,3,7,10,12, 6.051905632E+000,1086433590
v,3,7,10,13, 6.035305023E+000,1086398776
v,3,7,10,14, 6.032208920E+000,1086392283
v,3,8,10,1, 6.046240330E+000,1086421709
v,3,8,10,2, 5.619675159E+000,1085527137
v,3,8,10,3, 5.060949802E+000,1084355405
v,3,8,10,4, 4.871785164E+000,1083958698
v,3,8,10,5, 5.646028519E+000,1085582404
v,3,8,10,6, 7.024250031E+000,1088472744
v,3,8,10,7, 7.798493385E+000,1090096450
v,3,8,10,8, 7.609328747E+000,1089699743
v,3,8,10,9, 7.050603390E+000,1088528011
v,3,8,10,10, 6.624038219E+000,1087633439
v,3,8,10,11, 6.422565460E+000,1087210920
v,3,8,10,12, 6.355329514E+000,1087069916
v,3,8,10,13, 6.338728905E+000,1087035102
v,3,8,10,14, 6.335632801E+000,1087028609
v,3,9,10,1, 6.346976757E+000,1087052399
v,3,9,10,2, 5.920411587E+000,1086157827
v,3,9,10,3, 5.361686230E+000,1084986095
v,3,9,10,4, 5.172521591E+000,1084589388
v,3,9,10,5, 5.946764946E+000,1086213094
v,3,9,10,6, 7.324986458E+000,1089103434
v,3,9,10,7, 8.099229813E+000,1090623090
v,3,9,10,8, 7.910065174E+000,1090330433
v,3,9,10,9, 7.351339817E+000,1089158701
v,3,9,10,10, 6.924774647E+000,1088264129
v,3,9,10,11, 6.723301888E+000,1087841610
v,3,9,10,12, 6.656065941E+000,1087700606
v,3,9,10,13, 6.639465332E+000,1087665792
v,3,9,10,14, 6.636369228E+000,1087659299
