field,step,k,j,i,value,bits
ph,2,23,8,11, 1.368621674E+002,1124654263
w,2,23,8,12,-1.379931391E-009,-1329747963
ph,2,23,8,12, 1.432712708E+002,1125074290
w,2,23,8,13,-7.814475178E-010,-1336488581
ph,2,23,8,13, 1.270609818E+002,1123950393
w,2,23,8,14,-1.875586353E-010,-1353828080
ph,2,23,8,14, 9.079061127E+001,1119196363
w,2,24,8,1,-5.874357711E-008,-1283699393
ph,2,24,8,1,-5.814189529E+001,-1033334451
w,2,24,8,2,-2.172378402E-007,-1268170270
ph,2,24,8,2,-1.071044693E+002,-1026148995
w,2,24,8,3,-4.116921843E-007,-1260583285
ph,2,24,8,3,-1.391575928E+002,-1022678952
w,2,24,8,4,-3.684310741E-007,-1262105400
ph,2,24,8,4,-1.492407990E+002,-1022018139
w,2,24,8,5,-8.908254756E-008,-1279308378
ph,2,24,8,5,-1.357621613E+002,-1022901475
w,2,24,8,6, 8.854915023E-008,868100201
ph,2,24,8,6,-1.008496628E+002,-1026968825
w,2,24,8,7, 9.882112550E-008,869545853
ph,2,24,8,7,-5.001523590E+001,-1035464806
w,2,24,8,8, 5.643482126E-008,863134398
ph,2,24,8,8, 8.715527534E+000,1091269325
w,2,24,8,9, 2.121234743E-008,850802290
ph,2,24,8,9, 6.607029724E+001,1115956222
w,2,24,8,10, 4.980018620E-009,833297589
ph,2,24,8,10, 1.129939880E+002,1122106604
w,2,24,8,11, 4.775724260E-010,805520940
ph,2,24,8,11, 1.420784454E+002,1124996117
w,2,24,8,12,-1.887488915E-010,-1353742313
ph,2,24,8,12, 1.487318268E+002,1125432153
w,2,24,8,13,-1.116887693E-010,-1359635664
ph,2,24,8,13, 1.319037018E+002,1124329305
w,2,24,8,14,-2.701346785E-011,-1376936724
ph,2,24,8,14, 9.425094604E+001,1119649916
w,2,25,8,1,-1.532269422E-008,-1299996938
ph,2,25,8,1,-6.021620560E+001,-1032790683
w,2,25,8,2,-5.683360982E-008,-1284237001
ph,2,25,8,2,-1.109256058E+002,-1025648151
w,2,25,8,3,-1.093017943E-007,-1276462772
ph,2,25,8,3,-1.441222839E+002,-1022353586
w,2,25,8,4,-1.037500965E-007,-1277244104
ph,2,25,8,4,-1.545652161E+002,-1021669198
w,2,25,8,5,-3.808645488E-008,-1289513856
ph,2,25,8,5,-1.406057129E+002,-1022584048
w,2,25,8,6, 7.197092700E-009,838289996
ph,2,25,8,6,-1.044476547E+002,-1026497229
w,2,25,8,7, 1.424211682E-008,846507390
ph,2,25,8,7,-5.179961395E+001,-1034997042
w,2,25,8,8, 8.516282790E-009,840060674
ph,2,25,8,8, 9.026469231E+000,1091595371
w,2,25,8,9, 3.214480460E-009,828171709
ph,2,25,8,9, 6.842746735E+001,1116265181
w,2,25,8,10, 7.636501986E-010,810674459
ph,2,25,8,10, 1.170252457E+002,1122634989
w,2,25,8,11, 7.947000696E-011,783204771
ph,2,25,8,11, 1.471473389E+002,1125328312
w,2,25,8,12,-2.471818757E-011,-1378259863
ph,2,25,8,12, 1.540380859E+002,1125779904
w,2,25,8,13,-1.538008956E-011,-1383642910
ph,2,25,8,13, 1.366096039E+002,1124637711
w,2,25,8,14,-3.750740170E-012,-1400637526
ph,2,25,8,14, 9.761351013E+001,1120090654
w,2,26,8,1,-3.876975185E-009,-1316669892
ph,2,26,8,1,-6.222223663E+001,-1032264814
w,2,26,8,2,-1.443019748E-008,-1300764498
ph,2,26,8,2,-1.146209564E+002,-1025163794
w,2,26,8,3,-2.796536158E-008,-1292879749
ph,2,26,8,3,-1.489235382E+002,-1022038931
w,2,26,8,4,-2.733667159E-008,-1293233670
ph,2,26,8,4,-1.597143707E+002,-1021331743
w,2,26,8,5,-1.178506359E-008,-1303742654
ph,2,26,8,5,-1.452898254E+002,-1022277070
w,2,26,8,6,-5.085860622E-010,-1341404016
ph,2,26,8,6,-1.079272003E+002,-1026041158
w,2,26,8,7, 1.913243786E-009,822311460
ph,2,26,8,7,-5.352525711E+001,-1034544675
w,2,26,8,8, 1.249545689E-009,816561275
ph,2,26,8,8, 9.327175140E+000,1091910684
w,2,26,8,9, 4.755524308E-010,805484551
ph,2,26,8,9, 7.070704651E+001,1116563970
w,2,26,8,10, 1.143014156E-010,788224506
ph,2,26,8,10, 1.209237976E+002,1123145980
w,2,26,8,11, 1.273186157E-011,761264949
ph,2,26,8,11, 1.520493774E+002,1125649572
w,2,26,8,12,-3.145485608E-012,-1403168760
ph,2,26,8,12, 1.591696777E+002,1126116208
w,2,26,8,13,-2.073357545E-012,-1408113078
ph,2,26,8,13, 1.411605835E+002,1124935964
w,2,26,8,14,-5.101074728E-013,-1425042146
ph,2,26,8,14, 1.008653870E+002,1120516884
w,2,27,8,1,-9.710487969E-010,-1333430850
ph,2,27,8,1,-6.414913940E+001,-1031779236
w,2,27,8,2,-3.628075174E-009,-1317449274
ph,2,27,8,2,-1.181705475E+002,-1024698542
w,2,27,8,3,-7.057127327E-009,-1309508826
ph,2,27,8,3,-1.535354156E+002,-1021736687
w,2,27,8,4,-6.997492807E-009,-1309643111
ph,2,27,8,4,-1.646604156E+002,-1021007599
w,2,27,8,5,-3.260339332E-009,-1319105409
ph,2,27,8,5,-1.497891693E+002,-1021982201
w,2,27,8,6,-4.686259159E-010,-1342123874
ph,2,27,8,6,-1.112694931E+002,-1025603077
w,2,27,8,7, 2.317337433E-010,796838720
ph,2,27,8,7,-5.518282700E+001,-1034110153
w,2,27,8,8, 1.811413797E-010,793193156
ph,2,27,8,8, 9.616020203E+000,1092213560
w,2,27,8,9, 7.002092656E-011,781843015
ph,2,27,8,9, 7.289670563E+001,1116850973
w,2,27,8,10, 1.703012210E-011,764791917
ph,2,27,8,10, 1.246685715E+002,1123636815
w,2,27,8,11, 2.008914302E-012,739073378
ph,2,27,8,11, 1.567580414E+002,1125958159
w,2,27,8,12,-3.963608413E-013,-1428217442
ph,2,27,8,12, 1.640988617E+002,1126439247
w,2,27,8,13,-2.791768010E-013,-1432540770
ph,2,27,8,13, 1.455320435E+002,1125222452
w,2,27,8,14,-6.932906397E-014,-1449386628
ph,2,27,8,14, 1.039889908E+002,1120926301
w,2,28,8,1,-2.462480220E-010,-1350082476
ph,2,28,8,1,-6.598118591E+001,-1031539106
w,2,28,8,2,-9.237604015E-010,-1333924900
ph,2,28,8,2,-1.215454025E+002,-1024256193
w,2,28,8,3,-1.799347227E-009,-1325970201
ph,2,28,8,3,-1.579202576E+002,-1021449322
w,2,28,8,4,-1.794865145E-009,-1326010572
ph,2,28,8,4,-1.693629913E+002,-1020699411
w,2,28,8,5,-8.713456623E-010,-1334869120
ph,2,28,8,5,-1.540670319E+002,-1021701847
w,2,28,8,6,-1.696389140E-010,-1355119332
ph,2,28,8,6,-1.144472580E+002,-1025186561
w,2,28,8,7, 2.199847943E-011,767655980
ph,2,28,8,7,-5.675880432E+001,-1033697020
w,2,28,8,8, 2.647458988E-011,770236282
ph,2,28,8,8, 9.890645027E+000,1092501525
w,2,28,8,9, 1.052738452E-011,758723360
ph,2,28,8,9, 7.497857666E+001,1117123848
w,2,28,8,10, 2.592479616E-012,741764598
ph,2,28,8,10, 1.282290039E+002,1124088480
w,2,28,8,11, 3.210895363E-013,716489185
ph,2,28,8,11, 1.612349243E+002,1126251556
w,2,28,8,12,-5.074566933E-014,-1453028922
ph,2,28,8,12, 1.687853851E+002,1126746383
w,2,28,8,13,-3.856940470E-014,-1456622721
ph,2,28,8,13, 1.496883240E+002,1125494838
w,2,28,8,14,-9.671662749E-015,-1473365332
ph,2,28,8,14, 1.069588318E+002,1121315564
w,2,29,8,1,-6.515013529E-011,-1366342588
ph,2,29,8,1,-6.769309235E+001,-1031314723
w,2,29,8,2,-2.453992842E-010,-1350113055
ph,2,29,8,2,-1.246989441E+002,-1023842852
w,2,29,8,3,-4.780552065E-010,-1341954011
ph,2,29,8,3,-1.620175629E+002,-1021180801
w,2,29,8,4,-4.775311258E-010,-1341963452
ph,2,29,8,4,-1.737571869E+002,-1020411433
w,2,29,8,5,-2.371259300E-010,-1350411134
ph,2,29,8,5,-1.580643616E+002,-1021439878
w,2,29,8,6,-5.277695642E-011,-1368908398
ph,2,29,8,6,-1.174166412E+002,-1024797358
w,2,29,8,7, 1.309204481E-013,705914688
ph,2,29,8,7,-5.823143768E+001,-1033310978
w,2,29,8,8, 4.016302048E-012,747458466
ph,2,29,8,8, 1.014726257E+001,1092770608
w,2,29,8,9, 1.678360250E-012,736900429
ph,2,29,8,9, 7.692392731E+001,1117378829
w,2,29,8,10, 4.189593008E-013,720099942
ph,2,29,8,10, 1.315559692E+002,1124306516
w,2,29,8,11, 5.408622836E-014,695440685
ph,2,29,8,11, 1.654182281E+002,1126525713
w,2,29,8,12,-6.864534152E-015,-1476963801
ph,2,29,8,12, 1.731645966E+002,1127033379
w,2,29,8,13,-5.688511914E-015,-1479740605
ph,2,29,8,13, 1.535720520E+002,1125749362
w,2,29,8,14,-1.440680224E-015,-1496342600
ph,2,29,8,14, 1.097339249E+002,1121679301
w,2,30,8,1,-1.891582377E-011,-1381604698
ph,2,30,8,1,-6.923568726E+001,-1031112532
w,2,30,8,2,-7.153141274E-011,-1365422949
ph,2,30,8,2,-1.275405960E+002,-1023470391
w,2,30,8,3,-1.392656546E-010,-1357307956
ph,2,30,8,3,-1.657096405E+002,-1020938837
w,2,30,8,4,-1.389669629E-010,-1357329479
ph,2,30,8,4,-1.777167664E+002,-1020151938
w,2,30,8,5,-6.988299522E-011,-1365660511
ph,2,30,8,5,-1.616663361E+002,-1021203819
w,2,30,8,6,-1.666108917E-011,-1382904464
ph,2,30,8,6,-1.200923386E+002,-1024446649
w,2,30,8,7,-9.183644513E-013,-1417592943
ph,2,30,8,7,-5.955841827E+001,-1032963118
w,2,30,8,8, 6.684677768E-013,725362734
ph,2,30,8,8, 1.037849903E+001,1093013077
w,2,30,8,9, 3.034951576E-013,715840067
ph,2,30,8,9, 7.867687225E+001,1117608591
w,2,30,8,10, 7.691355284E-014,699216293
ph,2,30,8,10, 1.345538635E+002,1124502986
w,2,30,8,11, 1.027900909E-014,674835344
ph,2,30,8,11, 1.691877899E+002,1126772755
w,2,30,8,12,-1.054712085E-015,-1499987966
ph,2,30,8,12, 1.771106720E+002,1127291989
w,2,30,8,13,-9.611172738E-016,-1500871944
ph,2,30,8,13, 1.570716553E+002,1125978712
w,2,30,8,14,-2.457950382E-016,-1517440782
ph,2,30,8,14, 1.122345428E+002,1122007062
w,2,31,8,1,-7.114746292E-012,-1392880656
ph,2,31,8,1,-7.042468262E+001,-1030956688
w,2,31,8,2,-2.699098237E-011,-1376949686
ph,2,31,8,2,-1.297308655E+002,-1023296742
w,2,31,8,3,-5.250850449E-011,-1368985774
ph,2,31,8,3,-1.685553894E+002,-1020752338
w,2,31,8,4,-5.229873479E-011,-1369046236
ph,2,31,8,4,-1.807687225E+002,-1019951925
w,2,31,8,5,-2.647074573E-011,-1377249582
ph,2,31,8,5,-1.644426575E+002,-1021021870
w,2,31,8,6,-6.534555883E-012,-1394218484
ph,2,31,8,6,-1.221547012E+002,-1024176331
w,2,31,8,7,-5.347353419E-013,-1424587842
ph,2,31,8,7,-6.058122253E+001,-1032694996
w,2,31,8,8, 1.539445654E-013,707613568
ph,2,31,8,8, 1.055673027E+001,1093199966
w,2,31,8,9, 7.824667428E-014,699413027
ph,2,31,8,9, 8.002799988E+001,1117785686
w,2,31,8,10, 2.012465241E-014,682968138
ph,2,31,8,10, 1.368645782E+002,1124654421
w,2,31,8,11, 2.758341193E-015,658948714
ph,2,31,8,11, 1.720932770E+002,1126963169
w,2,31,8,12,-2.369464291E-016,-1517775073
ph,2,31,8,12, 1.801522217E+002,1127491320
w,2,31,8,13,-2.357991759E-016,-1517818415
ph,2,31,8,13, 1.597690735E+002,1126155490
w,2,31,8,14,-6.078841134E-017,-1534317787
ph,2,31,8,14, 1.141619644E+002,1122259693
w,2,1,9,1, 2.090820819E-001,1045830045
ph,2,1,9,1,-0.000000000E+000,-2147483648
w,2,1,9,2, 7.958008051E-001,1061927322
ph,2,1,9,2,-0.000000000E+000,-2147483648
w,2,1,9,3, 1.652727246E+000,1070828689
ph,2,1,9,3,-0.000000000E+000,-2147483648
w,2,1,9,4, 1.993207455E+000,1073684844
ph,2,1,9,4,-0.000000000E+000,-2147483648
w,2,1,9,5, 1.653026581E+000,1070831200
ph,2,1,9,5,-0.000000000E+000,-2147483648
w,2,1,9,6, 1.178641796E+000,1066851772
ph,2,1,9,6,-0.000000000E+000,-2147483648
w,2,1,9,7, 7.452722788E-001,1061079594
ph,2,1,9,7,-0.000000000E+000,-2147483648
w,2,1,9,8, 3.672252595E-001,1052509427
ph,2,1,9,8, 0.000000000E+000,0
w,2,1,9,9, 1.285221577E-001,1040423760
ph,2,1,9,9, 0.000000000E+000,0
w,2,1,9,10, 2.558387257E-002,1020368197
ph,2,1,9,10, 0.000000000E+000,0
w,2,1,9,11,-3.380679758E-003,-1151496603
ph,2,1,9,11, 0.000000000E+000,0
w,2,1,9,12,-5.235648248E-003,-1146384435
ph,2,1,9,12, 0.000000000E+000,0
w,2,1,9,13,-2.157452982E-003,-1156750322
ph,2,1,9,13, 0.000000000E+000,0
w,2,1,9,14,-4.951207084E-004,-1174287619
ph,2,1,9,14, 0.000000000E+000,0
w,2,2,9,1, 2.920420766E-001,1049986698
ph,2,2,9,1,-3.442117453E+000,-1067693145
w,2,2,9,2, 1.110541224E+000,1066280503
ph,2,2,9,2,-6.340800285E+000,-1060444202
w,2,2,9,3, 2.402200460E+000,1075428775
ph,2,2,9,3,-8.238409996E+000,-1056714617
w,2,2,9,4, 3.195534229E+000,1078756258
ph,2,2,9,4,-8.835355759E+000,-1056088674
w,2,2,9,5, 3.092932224E+000,1078325914
ph,2,2,9,5,-8.037393570E+000,-1056925398
w,2,2,9,6, 2.523533821E+000,1075937684
ph,2,2,9,6,-5.970503807E+000,-1061220770
w,2,2,9,7, 1.689062476E+000,1071133491
ph,2,2,9,7,-2.961002588E+000,-1069711087
w,2,2,9,8, 8.450902104E-001,1062754261
ph,2,2,9,8, 5.159767866E-001,1057232654
w,2,2,9,9, 2.980115712E-001,1050187001
ph,2,2,9,9, 3.911494732E+000,1081759214
w,2,2,9,10, 6.147894636E-002,1031524697
ph,2,2,9,10, 6.689471722E+000,1087770663
w,2,2,9,11,-5.240348168E-003,-1146374342
ph,2,2,9,11, 8.411330223E+000,1090950351
w,2,2,9,12,-1.051848382E-002,-1137945160
ph,2,2,9,12, 8.805224419E+000,1091363379
w,2,2,9,13,-4.414757714E-003,-1148147284
ph,2,2,9,13, 7.808965206E+000,1090118411
w,2,2,9,14,-1.016583177E-003,-1165672737
ph,2,2,9,14, 5.579845428E+000,1085443608
w,2,3,9,1, 3.715499341E-001,1052654539
ph,2,3,9,1,-6.860566139E+000,-1059354174
w,2,3,9,2, 1.411747932E+000,1068807208
ph,2,3,9,2,-1.263800049E+001,-1052101312
w,2,3,9,3, 3.217152119E+000,1078846930
ph,2,3,9,3,-1.642017174E+001,-1048355709
w,2,3,9,4, 4.770115852E+000,1083745482
ph,2,3,9,4,-1.760995865E+001,-1047731918
w,2,3,9,5, 5.278428555E+000,1084811491
ph,2,3,9,5,-1.601951981E+001,-1048565766
w,2,3,9,6, 4.710933208E+000,1083621367
ph,2,3,9,6,-1.189995289E+001,-1052875211
w,2,3,9,7, 3.256598473E+000,1079012380
ph,2,3,9,7,-5.901644707E+000,-1061365178
w,2,3,9,8, 1.644317508E+000,1070758143
ph,2,3,9,8, 1.028405666E+000,1065591500
w,2,3,9,9, 5.833742023E-001,1058363395
ph,2,3,9,9, 7.796093464E+000,1090091417
w,2,3,9,10, 1.240270957E-001,1040056811
ph,2,3,9,10, 1.333294582E+001,1096111039
w,2,3,9,11,-5.816972815E-003,-1145136050
ph,2,3,9,11, 1.676482201E+001,1099308635
w,2,3,9,12,-1.781255938E-002,-1131287643
ph,2,3,9,12, 1.754990196E+001,1099720243
w,2,3,9,13,-7.632128894E-003,-1141238032
ph,2,3,9,13, 1.556423473E+001,1098450715
w,2,3,9,14,-1.764143934E-003,-1159251239
ph,2,3,9,14, 1.112132263E+001,1093791984
w,2,4,9,1, 4.323186278E-001,1054693598
ph,2,4,9,1,-1.025468731E+001,-1054600397
w,2,4,9,2, 1.641416550E+000,1070733808
ph,2,4,9,2,-1.889038658E+001,-1047060605
w,2,4,9,3, 3.969418526E+000,1082002164
ph,2,4,9,3,-2.454370880E+001,-1044096636
w,2,4,9,4, 6.539947987E+000,1087457089
ph,2,4,9,4,-2.632211685E+001,-1043164238
w,2,4,9,5, 8.029171944E+000,1090549629
ph,2,4,9,5,-2.394484329E+001,-1044410614
w,2,4,9,6, 7.584960461E+000,1089648639
ph,2,4,9,6,-1.778720665E+001,-1047638989
w,2,4,9,7, 5.341191292E+000,1084943114
ph,2,4,9,7,-8.821360588E+000,-1056103349
w,2,4,9,8, 2.712710619E+000,1076731149
ph,2,4,9,8, 1.537187815E+000,1069859474
w,2,4,9,9, 9.673017859E-001,1064804631
ph,2,4,9,9, 1.165304756E+001,1094349538
w,2,4,9,10, 2.109819800E-001,1045957545
ph,2,4,9,10, 1.992914200E+001,1100967650
w,2,4,9,11,-3.204831388E-003,-1152251866
ph,2,4,9,11, 2.505886841E+001,1103657104
w,2,4,9,12,-2.549886703E-002,-1127161088
ph,2,4,9,12, 2.623234749E+001,1104272345
w,2,4,9,13,-1.118325908E-002,-1137231363
ph,2,4,9,13, 2.326431274E+001,1102716240
w,2,4,9,14,-2.596070757E-003,-1154866473
ph,2,4,9,14, 1.662336540E+001,1099234471
w,2,5,9,1, 4.584560096E-001,1055570623
ph,2,5,9,1,-1.362375069E+001,-1051067678
w,2,5,9,2, 1.739343762E+000,1071555281
ph,2,5,9,2,-2.509661293E+001,-1043806755
w,2,5,9,3, 4.471993446E+000,1083120274
ph,2,5,9,3,-3.260726929E+001,-1040028200
w,2,5,9,4, 8.086625099E+000,1090609873
ph,2,5,9,4,-3.496995544E+001,-1039408836
w,2,5,9,5, 1.071037483E+001,1093361074
ph,2,5,9,5,-3.181165504E+001,-1040286139
w,2,5,9,6, 1.048536015E+001,1093125129
ph,2,5,9,6,-2.363099480E+001,-1044575161
w,2,5,9,7, 7.464470863E+000,1089395954
ph,2,5,9,7,-1.171951962E+001,-1053064409
w,2,5,9,8, 3.806509018E+000,1081318872
ph,2,5,9,8, 2.042213678E+000,1073918881
w,2,5,9,9, 1.363223672E+000,1068400157
ph,2,5,9,9, 1.548152637E+001,1098363989
w,2,5,9,10, 3.039191961E-001,1050385228
ph,2,5,9,10, 2.647663879E+001,1104400424
w,2,5,9,11, 3.434990998E-003,996220310
ph,2,5,9,11, 3.329167938E+001,1107634862
w,2,5,9,12,-3.094328940E-002,-1124238136
ph,2,5,9,12, 3.485069275E+001,1108043548
w,2,5,9,13,-1.393554080E-002,-1134276123
ph,2,5,9,13, 3.090754509E+001,1106723495
w,2,5,9,14,-3.250599606E-003,-1152055293
ph,2,5,9,14, 2.208478546E+001,1102097828
w,2,6,9,1, 4.382951260E-001,1054894136
ph,2,6,9,1,-1.696699524E+001,-1048069016
w,2,6,9,2, 1.661530256E+000,1070902534
ph,2,6,9,2,-3.125527573E+001,-1040577842
w,2,6,9,3, 4.534496307E+000,1083251352
ph,2,6,9,3,-4.060903549E+001,-1037930585
w,2,6,9,4, 8.869871140E+000,1091431166
ph,2,6,9,4,-4.355151749E+001,-1037159231
w,2,6,9,5, 1.241133881E+001,1095144664
ph,2,6,9,5,-3.961817551E+001,-1038190333
w,2,6,9,6, 1.243443584E+001,1095168883
ph,2,6,9,6,-2.942999649E+001,-1041534814
w,2,6,9,7, 8.912124634E+000,1091475472
ph,2,6,9,7,-1.459546852E+001,-1050048758
w,2,6,9,8, 4.558523655E+000,1083301741
ph,2,6,9,8, 2.543369293E+000,1076020880
w,2,6,9,9, 1.638707876E+000,1070711086
ph,2,6,9,9, 1.928066444E+001,1100627661
w,2,6,9,10, 3.722812235E-001,1052679077
ph,2,6,9,10, 3.297395706E+001,1107551573
w,2,6,9,11, 1.251726598E-002,1011684664
ph,2,6,9,11, 4.146139526E+001,1109776504
w,2,6,9,12,-3.192162514E-002,-1123893184
ph,2,6,9,12, 4.340299225E+001,1110285482
w,2,6,9,13,-1.481854450E-002,-1133328005
ph,2,6,9,13, 3.849219894E+001,1108998147
w,2,6,9,14,-3.475327045E-003,-1151090096
ph,2,6,9,14, 2.750435257E+001,1104939242
w,2,7,9,1, 3.717509508E-001,1052661284
ph,2,7,9,1,-2.028359032E+001,-1046330165
w,2,7,9,2, 1.408062935E+000,1068776296
ph,2,7,9,2,-3.736484909E+001,-1038781029
w,2,7,9,3, 4.073764801E+000,1082285128
ph,2,7,9,3,-4.854701996E+001,-1035849690
w,2,7,9,4, 8.525873184E+000,1091070458
ph,2,7,9,4,-5.206467819E+001,-1034927557
w,2,7,9,5, 1.243909931E+001,1095173773
ph,2,7,9,5,-4.736247253E+001,-1036160212
w,2,7,9,6, 1.266471291E+001,1095410346
ph,2,7,9,6,-3.518277740E+001,-1039353046
w,2,7,9,7, 9.118971825E+000,1091692367
ph,2,7,9,7,-1.744849396E+001,-1047816572
w,2,7,9,8, 4.675613880E+000,1083547297
ph,2,7,9,8, 3.040530205E+000,1078106124
w,2,7,9,9, 1.686373234E+000,1071110932
ph,2,7,9,9, 2.304952049E+001,1102603627
w,2,7,9,10, 3.893972337E-001,1053253395
ph,2,7,9,10, 3.941948700E+001,1109241230
w,2,7,9,11, 2.046919800E-002,1017622277
ph,2,7,9,11, 4.956599426E+001,1111901076
w,2,7,9,12,-2.807213366E-002,-1125779576
ph,2,7,9,12, 5.188711929E+001,1112509545
w,2,7,9,13,-1.349440776E-002,-1134749786
ph,2,7,9,13, 4.601639938E+001,1110970571
w,2,7,9,14,-3.184081055E-003,-1152340988
ph,2,7,9,14, 3.288071823E+001,1107527131
w,2,8,9,1, 2.743481398E-001,1049392988
ph,2,8,9,1,-2.357265663E+001,-1044605747
w,2,8,9,2, 1.038176656E+000,1065673465
ph,2,8,9,2,-4.342370987E+001,-1037192735
w,2,8,9,3, 3.195455074E+000,1078755926
ph,2,8,9,3,-5.641911316E+001,-1033786068
w,2,8,9,4, 7.124933243E+000,1088683892
ph,2,8,9,4,-6.050717926E+001,-1032714406
w,2,8,9,5, 1.076837063E+001,1093421887
ph,2,8,9,5,-5.504249191E+001,-1034146941
w,2,8,9,6, 1.110450077E+001,1093774345
ph,2,8,9,6,-4.088780594E+001,-1037857507
w,2,8,9,7, 8.024124146E+000,1090544336
ph,2,8,9,7,-2.027783775E+001,-1046333181
w,2,8,9,8, 4.122684479E+000,1082387720
ph,2,8,9,8, 3.533564568E+000,1080174060
w,2,8,9,9, 1.491301417E+000,1069474551
ph,2,8,9,9, 2.678709412E+001,1104563192
w,2,8,9,10, 3.492549062E-001,1051906442
ph,2,8,9,10, 4.581151962E+001,1110916863
w,2,8,9,11, 2.400946245E-002,1019522942
ph,2,8,9,11, 5.760332489E+001,1114008014
w,2,8,9,12,-2.110051364E-002,-1129522436
ph,2,8,9,12, 6.030082703E+001,1114715148
w,2,8,9,13,-1.056234259E-002,-1137898067
ph,2,8,9,13, 5.347814560E+001,1112926623
w,2,8,9,14,-2.509312471E-003,-1155239097
ph,2,8,9,14, 3.821246338E+001,1108924816
w,2,9,9,1, 1.718250215E-001,1043329766
ph,2,9,9,1,-2.683323860E+001,-1042896263
w,2,9,9,2, 6.495462060E-001,1059473577
ph,2,9,9,2,-4.943009949E+001,-1035618196
w,2,9,9,3, 2.157605171E+000,1074402868
ph,2,9,9,3,-6.422303772E+001,-1031769550
w,2,9,9,4, 5.150021076E+000,1084542201
ph,2,9,9,4,-6.887656403E+001,-1031159603
w,2,9,9,5, 8.055852890E+000,1090577606
ph,2,9,9,5,-6.265599442E+001,-1032151107
w,2,9,9,6, 8.406735420E+000,1090945533
ph,2,9,9,6,-4.654343033E+001,-1036374919
w,2,9,9,7, 6.094601154E+000,1086523129
ph,2,9,9,7,-2.308267784E+001,-1044862637
w,2,9,9,8, 3.137074471E+000,1078511060
ph,2,9,9,8, 4.022328854E+000,1082177259
w,2,9,9,9, 1.137724042E+000,1066508529
ph,2,9,9,9, 3.049229813E+001,1106505786
w,2,9,9,10, 2.697520554E-001,1049238769
ph,2,9,9,10, 5.214818954E+001,1112577983
w,2,9,9,11, 2.229191363E-002,1018600840
ph,2,9,9,11, 6.557104492E+001,1115890784
w,2,9,9,12,-1.358990185E-002,-1134647250
ph,2,9,9,12, 6.864166260E+001,1116293256
w,2,9,9,13,-7.132996805E-003,-1142309910
ph,2,9,9,13, 6.087526703E+001,1114865734
w,2,9,9,14,-1.707630232E-003,-1159736688
ph,2,9,9,14, 4.349802780E+001,1110310395
w,2,10,9,1, 8.762303740E-002,1035170741
ph,2,10,9,1,-3.006430435E+001,-1041202254
w,2,10,9,2, 3.308170736E-001,1051287771
ph,2,10,9,2,-5.538211823E+001,-1034057910
w,2,10,9,3, 1.232460499E+000,1067303236
ph,2,10,9,3,-7.195631409E+001,-1030755934
w,2,10,9,4, 3.206562281E+000,1078802513
ph,2,10,9,4,-7.717018127E+001,-1030072542
w,2,10,9,5, 5.215147018E+000,1084678780
ph,2,10,9,5,-7.020058441E+001,-1030986061
w,2,10,9,6, 5.513612270E+000,1085304707
ph,2,10,9,6,-5.214785385E+001,-1034905753
w,2,10,9,7, 4.011279106E+000,1082154086
ph,2,10,9,7,-2.586212921E+001,-1043405404
w,2,10,9,8, 2.068315029E+000,1074028358
ph,2,10,9,8, 4.506669044E+000,1083192994
w,2,10,9,9, 7.518521547E-001,1061189986
ph,2,10,9,9, 3.416395950E+001,1107863525
w,2,10,9,10, 1.801950485E-001,1043891469
ph,2,10,9,10, 5.842750168E+001,1114224067
w,2,10,9,11, 1.705160923E-002,1015787473
ph,2,10,9,11, 7.346663666E+001,1116925675
w,2,10,9,12,-7.516129408E-003,-1141487139
ph,2,10,9,12, 7.690700531E+001,1117376611
w,2,10,9,13,-4.172508605E-003,-1148667510
ph,2,10,9,13, 6.820542908E+001,1116236078
w,2,10,9,14,-1.007519546E-003,-1165750593
ph,2,10,9,14, 4.873574829E+001,1111683432
w,2,11,9,1, 3.282453120E-002,1023832836
ph,2,11,9,1,-3.326472855E+001,-1039855851
w,2,11,9,2, 1.236594915E-001,1040007472
ph,2,11,9,2,-6.127769089E+001,-1032512421
w,2,11,9,3, 5.780321360E-001,1058273770
ph,2,11,9,3,-7.961624908E+001,-1029751931
w,2,11,9,4, 1.710913658E+000,1071316792
ph,2,11,9,4,-8.538515472E+001,-1028995789
w,2,11,9,5, 2.926186562E+000,1077626532
ph,2,11,9,5,-7.767361450E+001,-1030006556
w,2,11,9,6, 3.143949032E+000,1078539894
ph,2,11,9,6,-5.769913101E+001,-1033450519
w,2,11,9,7, 2.297112942E+000,1074988006
ph,2,11,9,7,-2.861522102E+001,-1041961991
w,2,11,9,8, 1.186516166E+000,1066917827
ph,2,11,9,8, 4.986415863E+000,1084199096
w,2,11,9,9, 4.322025478E-001,1054689703
ph,2,11,9,9, 3.780080414E+001,1108816902
w,2,11,9,10, 1.045709923E-001,1037445457
ph,2,11,9,10, 6.464726257E+001,1115769702
w,2,11,9,11, 1.098216791E-002,1010036365
ph,2,11,9,11, 8.128735352E+001,1117950752
w,2,11,9,12,-3.575689392E-003,-1150659043
ph,2,11,9,12, 8.509395599E+001,1118449691
w,2,11,9,13,-2.122812904E-003,-1156899100
ph,2,11,9,13, 7.546607971E+001,1117187746
w,2,11,9,14,-5.175582482E-004,-1173902145
ph,2,11,9,14, 5.392379761E+001,1113043448
w,2,12,9,1, 5.234126002E-003,1001095944
ph,2,12,9,1,-3.643330765E+001,-1039025227
