k,tbq
4484,1483.12708
4485,1485.48889
4486,1487.85376
4487,1490.22241
4488,1492.59338
4489,1494.96826
4490,1497.34534
4491,1499.72632
4492,1502.11023
4493,1504.49731
4494,1506.88745
4495,1509.28052
4496,1511.67615
4497,1514.07556
4498,1516.47876
4499,1518.88428
4500,1521.29358
4501,1523.70593
4502,1526.12158
4503,1528.54016
4504,1530.96191
4505,1533.38684
4506,1535.81470
4507,1538.24585
4508,1540.68079
4509,1543.11804
4510,1545.55920
4511,1548.00208
4512,1550.44946
4513,1552.90002
4514,1555.35364
4515,1557.81042
4516,1560.27039
4517,1562.73425
4518,1565.20044
4519,1567.67053
4520,1570.14307
4521,1572.61938
4522,1575.09912
4523,1577.58167
4524,1580.06763
4525,1582.55664
4526,1585.04810
4527,1587.54431
4528,1590.04285
4529,1592.54541
4530,1595.05103
4531,1597.55908
4532,1600.07104
4533,1602.58704
4534,1605.10547
4535,1607.62708
4536,1610.15186
4537,1612.68054
4538,1615.21252
4539,1617.74683
4540,1620.28516
4541,1622.82605
4542,1625.37085
4543,1627.91882
4544,1630.46997
4545,1633.02515
4546,1635.58289
4547,1638.14453
4548,1640.70947
4549,1643.27673
4550,1645.84814
4551,1648.42358
4552,1651.00134
4553,1653.58240
4554,1656.16748
4555,1658.75439
4556,1661.34509
4557,1663.93994
4558,1666.53809
4559,1669.13953
4560,1671.74414
4561,1674.35278
4562,1676.96411
4563,1679.57935
4564,1682.19702
4565,1684.81885
4566,1687.44397
4567,1690.07227
4568,1692.70398
4569,1695.33887
4570,1697.97632
4571,1700.61877
4572,1703.26440
4573,1705.91248
4574,1708.56470
4575,1711.22034
4576,1713.87915
4577,1716.54224
4578,1719.20764
4579,1721.87732
4580,1724.54956
4581,1727.22583
4582,1729.90540
4583,1732.58826
4584,1735.27466
4585,1737.96350
4586,1740.65625
4587,1743.35352
4588,1746.05322
4589,1748.75696
4590,1751.46423
4591,1754.17468
4592,1756.88855
4593,1759.60657
4594,1762.32715
4595,1765.05212
4596,1767.77942
4597,1770.51099
4598,1773.24597
4599,1775.98413
4600,1778.72510
4601,1781.47095
4602,1784.21948
4603,1786.97205
4604,1789.72827
4605,1792.48767
4606,1795.25061
4607,1798.01685
4608,1800.78662
4609,1803.56055
4610,1806.33704
4611,1809.11792
4612,1811.90210
4613,1814.68970
4614,1817.48071
4615,1820.27429
4616,1823.07227
4617,1825.87439
4618,1828.68005
4619,1831.48828
4620,1834.30066
4621,1837.11670
4622,1839.93689
4623,1842.75977
4624,1845.58691
4625,1848.41675
4626,1851.25073
4627,1854.08838
4628,1856.92932
4629,1859.77295
4630,1862.62183
4631,1865.47327
4632,1868.32898
4633,1871.18823
4634,1874.05103
4635,1876.91724
4636,1879.78699
4637,1882.66101
4638,1885.53772
4639,1888.41895
4640,1891.30347
4641,1894.19165
4642,1897.08325
4643,1899.97827
4644,1902.87598
4645,1905.77905
4646,1908.68567
4647,1911.59583
4648,1914.50928
4649,1917.42651
4650,1920.34717
4651,1923.27222
4652,1926.20007
4653,1929.13220
4654,1932.06799
4655,1935.00720
4656,1937.95093
4657,1940.89734
4658,1943.84827
4659,1946.80078
4660,1949.75867
4661,1952.72034
4662,1955.68530
4663,1958.65503
4664,1961.62732
4665,1964.60400
4666,1967.58435
4667,1970.56726
4668,1973.55579
4669,1976.54688
4670,1979.54138
4671,1982.54077
4672,1985.54346
4673,1988.54980
4674,1991.55811
4675,1994.57263
4676,1997.58984
4677,2000.61157
4678,2003.63611
4679,2006.66504
4680,2009.69788
4681,2012.73389
4682,2015.77490
4683,2018.81836
4684,2021.86633
4685,2024.91821
4686,2027.97363
4687,2031.03271
4688,2034.09521
4689,2037.16174
4690,2040.23157
4691,2043.30615
4692,2046.38452
4693,2049.46631
4694,2052.55298
4695,2055.64233
4696,2058.73608
4697,2061.83350
4698,2064.93481
4699,2068.04004
4700,2071.14844
4701,2074.26172
4702,2077.37769
4703,2080.49854
4704,2083.62183
4705,2086.74976
4706,2089.88159
4707,2093.01807
4708,2096.15723
4709,2099.30103
4710,2102.44849
4711,2105.59985
4712,2108.75586
4713,2111.91455
4714,2115.07812
4715,2118.24536
4716,2121.41602
4717,2124.59082
4718,2127.76831
4719,2130.95142
4720,2134.13843
4721,2137.32886
4722,2140.52319
4723,2143.72144
4724,2146.92334
4725,2150.12988
4726,2153.34033
4727,2156.55444
4728,2159.77271
4729,2162.99414
4730,2166.22095
4731,2169.45020
4732,2172.68433
4733,2175.92114
4734,2179.16284
4735,2182.40942
4736,2185.65869
4737,2188.91284
4738,2192.17065
4739,2195.43237
4740,2198.69775
4741,2201.96802
4742,2205.24121
4743,2208.51929
4744,2211.80103
4745,2215.08667
4746,2218.37720
4747,2221.67041
4748,2224.96753
4749,2228.26953
4750,2231.57520
4751,2234.88501
4752,2238.19946
4753,2241.51709
4754,2244.83936
4755,2248.16528
4756,2251.49634
4757,2254.83032
4758,2258.16919
4759,2261.51074
4760,2264.85718
4761,2268.20728
4762,2271.56274
4763,2274.91992
4764,2278.28271
4765,2281.64990
4766,2285.02075
4767,2288.39551
4768,2291.77539
4769,2295.15771
4770,2298.54541
4771,2301.93677
4772,2305.33203
4773,2308.73242
4774,2312.13550
4775,2315.54395
4776,2318.95581
4777,2322.37183
4778,2325.79175
4779,2329.21558
4780,2332.64453
4781,2336.07739
4782,2339.51416
4783,2342.95483
4784,2346.40063
4785,2349.85034
4786,2353.30396
4787,2356.76172
4788,2360.22314
4789,2363.68970
4790,2367.15942
4791,2370.63403
4792,2374.11133
4793,2377.59375
4794,2381.08130
4795,2384.57324
4796,2388.06860
4797,2391.56812
4798,2395.07178
4799,2398.58032
4800,2402.09180
4801,2405.60864
4802,2409.12939
4803,2412.65503
4804,2416.18384
4805,2419.71753
4806,2423.25562
4807,2426.79614
4808,2430.34204
4809,2433.89209
4810,2437.44702
4811,2441.00635
4812,2444.56934
4813,2448.13770
4814,2451.70898
4815,2455.28564
4816,2458.86597
4817,2462.45044
4818,2466.03906
4819,2469.63281
4820,2473.23071
4821,2476.83276
4822,2480.43750
4823,2484.04761
4824,2487.66309
4825,2491.28101
4826,2494.90454
4827,2498.53320
4828,2502.16479
4829,2505.80176
4830,2509.44287
4831,2513.08789
4832,2516.73706
4833,2520.39038
4834,2524.04883
4835,2527.71143
4836,2531.37842
4837,2535.04785
4838,2538.72437
4839,2542.40356
4840,2546.08789
4841,2549.77637
4842,2553.47046
4843,2557.16724
4844,2560.86938
4845,2564.57568
4846,2568.28613
4847,2572.00220
4848,2575.72217
4849,2579.44482
4850,2583.17456
4851,2586.90698
4852,2590.64233
4853,2594.38428
4854,2598.13037
4855,2601.88086
4856,2605.63525
4857,2609.39526
4858,2613.15942
4859,2616.92773
4860,2620.70020
4861,2624.47803
4862,2628.25879
4863,2632.04492
4864,2635.83545
4865,2639.63159
4866,2643.43042
4867,2647.23364
4868,2651.04199
4869,2654.85498
4870,2658.67188
4871,2662.49438
4872,2666.32104
4873,2670.15186
4874,2673.98706
4875,2677.82788
4876,2681.67285
4877,2685.52197
4878,2689.37549
4879,2693.23413
4880,2697.09619
4881,2700.96216
4882,2704.83398
4883,2708.70972
4884,2712.59131
4885,2716.47705
4886,2720.36719
4887,2724.26147
4888,2728.16138
4889,2732.06421
4890,2735.97266
4891,2739.88525
4892,2743.80371
4893,2747.72485
4894,2751.65186
4895,2755.58301
4896,2759.51709
4897,2763.45850
4898,2767.40381
4899,2771.35352
4900,2775.30762
4901,2779.26587
4902,2783.22998
4903,2787.19849
4904,2791.17090
4905,2795.14941
4906,2799.13062
4907,2803.11768
4908,2807.10889
4909,2811.10474
4910,2815.10620
4911,2819.10913
4912,2823.11914
4913,2827.13501
4914,2831.15381
4915,2835.17847
4916,2839.20728
4917,2843.24023
4918,2847.27808
4919,2851.32129
4920,2855.36914
4921,2859.42114
4922,2863.47900
4923,2867.54004
4924,2871.60669
4925,2875.67773
4926,2879.75171
4927,2883.83301
4928,2887.91699
4929,2892.00708
4930,2896.10303
4931,2900.20190
4932,2904.30664
4933,2908.41577
4934,2912.52905
4935,2916.64819
4936,2920.77075
4937,2924.89893
4938,2929.03296
4939,2933.16992
4940,2937.31299
4941,2941.45752
4942,2945.61084
4943,2949.76709
4944,2953.92896
4945,2958.09424
4946,2962.26685
4947,2966.44238
4948,2970.62354
4949,2974.80957
4950,2979.00000
4951,2983.19482
4952,2987.39551
4953,2991.59937
4954,2995.81030
4955,3000.02319
4956,3004.24194
4957,3008.46655
4958,3012.69580
4959,3016.92944
4960,3021.16919
4961,3025.41309
4962,3029.66187
4963,3033.91504
4964,3038.17407
4965,3042.43774
4966,3046.70605
4967,3050.97876
4968,3055.25732
4969,3059.53906
4970,3063.82544
4971,3068.11938
4972,3072.41626
4973,3076.71924
4974,3081.02661
4975,3085.33862
4976,3089.65649
4977,3093.97925
4978,3098.30640
4979,3102.63843
4980,3106.97607
4981,3111.31860
4982,3115.66528
4983,3120.01709
4984,3124.37451
4985,3128.73389
4986,3133.10083
4987,3137.47388
4988,3141.84961
4989,3146.23193
4990,3150.61890
4991,3155.01172
4992,3159.40894
4993,3163.80981
4994,3168.21777
4995,3172.62915
4996,3177.04688
4997,3181.46899
4998,3185.89551
4999,3190.32715
5000,3194.76318
5001,3199.20532

