i,zet,phim,phih
341,-3.0000000000000000E+000, 3.1173908710479736E-001, 2.1732246875762939E-001
342,-2.9500007629394531E+000, 3.1347578763961792E-001, 2.1837013959884644E-001
343,-2.8999996185302734E+000, 3.1525802612304688E-001, 2.1943080425262451E-001
344,-2.8500003814697266E+000, 3.1708741188049316E-001, 2.2050356864929199E-001
345,-2.7999992370605469E+000, 3.1896626949310303E-001, 2.2158885002136230E-001
346,-2.7500000000000000E+000, 3.2089692354202271E-001, 2.2268694639205933E-001
347,-2.7000007629394531E+000, 3.2288259267807007E-001, 2.2379541397094727E-001
348,-2.6499996185302734E+000, 3.2492554187774658E-001, 2.2491675615310669E-001
349,-2.6000003814697266E+000, 3.2702934741973877E-001, 2.2604858875274658E-001
350,-2.5499992370605469E+000, 3.2919633388519287E-001, 2.2719073295593262E-001
351,-2.5000000000000000E+000, 3.3143079280853271E-001, 2.2834426164627075E-001
352,-2.4500007629394531E+000, 3.3373689651489258E-001, 2.2950667142868042E-001
353,-2.3999996185302734E+000, 3.3611774444580078E-001, 2.3067879676818848E-001
354,-2.3500003814697266E+000, 3.3857744932174683E-001, 2.3185938596725464E-001
355,-2.2999992370605469E+000, 3.4112209081649780E-001, 2.3304861783981323E-001
356,-2.2500000000000000E+000, 3.4375548362731934E-001, 2.3424488306045532E-001
357,-2.2000007629394531E+000, 3.4648376703262329E-001, 2.3544657230377197E-001
358,-2.1499996185302734E+000, 3.4931212663650513E-001, 2.3665452003479004E-001
359,-2.1000003814697266E+000, 3.5224664211273193E-001, 2.3786652088165283E-001
360,-2.0499992370605469E+000, 3.5529583692550659E-001, 2.3908191919326782E-001
361,-2.0000000000000000E+000, 3.5846519470214844E-001, 2.4029994010925293E-001
362,-1.9500007629394531E+000, 3.6176323890686035E-001, 2.4151861667633057E-001
363,-1.8999996185302734E+000, 3.6519855260848999E-001, 2.4273717403411865E-001
364,-1.8500003814697266E+000, 3.6877942085266113E-001, 2.4395537376403809E-001
365,-1.7999992370605469E+000, 3.7251722812652588E-001, 2.4517220258712769E-001
366,-1.7500000000000000E+000, 3.7642073631286621E-001, 2.4638670682907104E-001
367,-1.7000007629394531E+000, 3.8050246238708496E-001, 2.4759829044342041E-001
368,-1.6499996185302734E+000, 3.8477492332458496E-001, 2.4880850315093994E-001
369,-1.6000003814697266E+000, 3.8925004005432129E-001, 2.5001585483551025E-001
370,-1.5499992370605469E+000, 3.9394229650497437E-001, 2.5122356414794922E-001
371,-1.5000000000000000E+000, 3.9886653423309326E-001, 2.5243437290191650E-001
372,-1.4500007629394531E+000, 4.0403741598129272E-001, 2.5365149974822998E-001
373,-1.3999996185302734E+000, 4.0947276353836060E-001, 2.5488132238388062E-001
374,-1.3500003814697266E+000, 4.1518998146057129E-001, 2.5613290071487427E-001
375,-1.2999992370605469E+000, 4.2120629549026489E-001, 2.5741761922836304E-001
376,-1.2500000000000000E+000, 4.2754101753234863E-001, 2.5875157117843628E-001
377,-1.2000007629394531E+000, 4.3421417474746704E-001, 2.6015460491180420E-001
378,-1.1499996185302734E+000, 4.4124490022659302E-001, 2.6165366172790527E-001
379,-1.1000003814697266E+000, 4.4865441322326660E-001, 2.6328253746032715E-001
380,-1.0499992370605469E+000, 4.5646190643310547E-001, 2.6508545875549316E-001
381,-1.0000000000000000E+000, 4.6468877792358398E-001, 2.6711666584014893E-001
382,-9.5000076293945312E-001, 4.7335481643676758E-001, 2.6944518089294434E-001
383,-8.9999961853027344E-001, 4.8248130083084106E-001, 2.7215564250946045E-001
384,-8.5000038146972656E-001, 4.9208885431289673E-001, 2.7535140514373779E-001
385,-7.9999923706054688E-001, 5.0220066308975220E-001, 2.7916026115417480E-001
386,-7.5000000000000000E-001, 5.1284229755401611E-001, 2.8373527526855469E-001
387,-7.0000076293945312E-001, 5.2404594421386719E-001, 2.8926026821136475E-001
388,-6.4999961853027344E-001, 5.3585445880889893E-001, 2.9595685005187988E-001
389,-6.0000038146972656E-001, 5.4832750558853149E-001, 3.0408620834350586E-001
390,-5.4999923706054688E-001, 5.6155228614807129E-001, 3.1396305561065674E-001
391,-5.0000000000000000E-001, 5.7565832138061523E-001, 3.2596385478973389E-001
392,-4.5000076293945312E-001, 5.9083962440490723E-001, 3.4055024385452271E-001
393,-3.9999961853027344E-001, 6.0738730430603027E-001, 3.5830384492874146E-001
394,-3.5000038146972656E-001, 6.2573677301406860E-001, 3.7998765707015991E-001
395,-2.9999923706054688E-001, 6.4655059576034546E-001, 4.0666812658309937E-001
396,-2.5000000000000000E-001, 6.7084813117980957E-001, 4.3993782997131348E-001
397,-2.0000076293945312E-001, 7.0026510953903198E-001, 4.8239439725875854E-001
398,-1.4999961853027344E-001, 7.3758840560913086E-001, 5.3870737552642822E-001
399,-1.0000038146972656E-001, 7.8806871175765991E-001, 6.1839729547500610E-001
400,-4.9999237060546875E-002, 8.6346268653869629E-001, 7.4493277072906494E-001
401, 0.0000000000000000E+000, 1.0000000000000000E+000, 1.0000000000000000E+000
402, 4.9999237060546875E-002, 1.2936558723449707E+000, 1.4251861572265625E+000
403, 1.0000038146972656E-001, 1.5713942050933838E+000, 1.8089725971221924E+000
404, 1.4999961853027344E-001, 1.8390965461730957E+000, 2.1453609466552734E+000
405, 2.0000076293945312E-001, 2.1001167297363281E+000, 2.4402580261230469E+000
406, 2.5000000000000000E-001, 2.3562726974487305E+000, 2.6998314857482910E+000
407, 2.9999923706054688E-001, 2.6083695888519287E+000, 2.9295072555541992E+000
408, 3.5000038146972656E-001, 2.8564577102661133E+000, 3.1338274478912354E+000
409, 3.9999961853027344E-001, 3.1000232696533203E+000, 3.3165256977081299E+000
410, 4.5000076293945312E-001, 3.3382408618927002E+000, 3.4807114601135254E+000
411, 5.0000000000000000E-001, 3.5700600147247314E+000, 3.6289346218109131E+000
412, 5.4999923706054688E-001, 3.7944042682647705E+000, 3.7633316516876221E+000
413, 6.0000038146972656E-001, 4.0102515220642090E+000, 3.8856861591339111E+000
414, 6.4999961853027344E-001, 4.2166900634765625E+000, 3.9974870681762695E+000
415, 7.0000076293945312E-001, 4.4130258560180664E+000, 4.1000080108642578E+000
416, 7.5000000000000000E-001, 4.5987472534179688E+000, 4.1943168640136719E+000
417, 7.9999923706054688E-001, 4.7735786437988281E+000, 4.2813367843627930E+000
418, 8.5000038146972656E-001, 4.9374470710754395E+000, 4.3618612289428711E+000
419, 8.9999961853027344E-001, 5.0904388427734375E+000, 4.4365673065185547E+000
420, 9.5000076293945312E-001, 5.2328152656555176E+000, 4.5060510635375977E+000
421, 1.0000000000000000E+000, 5.3649339675903320E+000, 4.5708227157592773E+000
422, 1.0499992370605469E+000, 5.4872598648071289E+000, 4.6313366889953613E+000
423, 1.1000003814697266E+000, 5.6003141403198242E+000, 4.6879911422729492E+000
424, 1.1499996185302734E+000, 5.7046422958374023E+000, 4.7411317825317383E+000
425, 1.2000007629394531E+000, 5.8008265495300293E+000, 4.7910704612731934E+000
426, 1.2500000000000000E+000, 5.8894300460815430E+000, 4.8380784988403320E+000
427, 1.2999992370605469E+000, 5.9710187911987305E+000, 4.8824014663696289E+000
428, 1.3500003814697266E+000, 6.0461382865905762E+000, 4.9242601394653320E+000
429, 1.3999996185302734E+000, 6.1152997016906738E+000, 4.9638471603393555E+000
430, 1.4500007629394531E+000, 6.1789946556091309E+000, 5.0013399124145508E+000
431, 1.5000000000000000E+000, 6.2376737594604492E+000, 5.0368957519531250E+000
432, 1.5499992370605469E+000, 6.2917623519897461E+000, 5.0706567764282227E+000
433, 1.6000003814697266E+000, 6.3416519165039062E+000, 5.1027555465698242E+000
434, 1.6499996185302734E+000, 6.3877019882202148E+000, 5.1333065032958984E+000
435, 1.7000007629394531E+000, 6.4302415847778320E+000, 5.1624183654785156E+000
436, 1.7500000000000000E+000, 6.4695720672607422E+000, 5.1901874542236328E+000
437, 1.7999992370605469E+000, 6.5059690475463867E+000, 5.2167010307312012E+000
438, 1.8500003814697266E+000, 6.5396842956542969E+000, 5.2420444488525391E+000
439, 1.8999996185302734E+000, 6.5709447860717773E+000, 5.2662882804870605E+000
440, 1.9500007629394531E+000, 6.5999588966369629E+000, 5.2895035743713379E+000
441, 2.0000000000000000E+000, 6.6269149780273438E+000, 5.3117513656616211E+000
442, 2.0499992370605469E+000, 6.6519837379455566E+000, 5.3330898284912109E+000
443, 2.1000003814697266E+000, 6.6753234863281250E+000, 5.3535737991333008E+000
444, 2.1499996185302734E+000, 6.6970734596252441E+000, 5.3732509613037109E+000
445, 2.2000007629394531E+000, 6.7173643112182617E+000, 5.3921685218811035E+000
446, 2.2500000000000000E+000, 6.7363109588623047E+000, 5.4103674888610840E+000
447, 2.2999992370605469E+000, 6.7540225982666016E+000, 5.4278874397277832E+000
448, 2.3500003814697266E+000, 6.7705941200256348E+000, 5.4447660446166992E+000
449, 2.3999996185302734E+000, 6.7861151695251465E+000, 5.4610362052917480E+000
450, 2.4500007629394531E+000, 6.8006668090820312E+000, 5.4767293930053711E+000
451, 2.5000000000000000E+000, 6.8143210411071777E+000, 5.4918756484985352E+000
452, 2.5499992370605469E+000, 6.8271455764770508E+000, 5.5065026283264160E+000
453, 2.6000003814697266E+000, 6.8392024040222168E+000, 5.5206356048583984E+000
454, 2.6499996185302734E+000, 6.8505463600158691E+000, 5.5342988967895508E+000
455, 2.7000007629394531E+000, 6.8612313270568848E+000, 5.5475158691406250E+000
456, 2.7500000000000000E+000, 6.8713016510009766E+000, 5.5603060722351074E+000
457, 2.7999992370605469E+000, 6.8808026313781738E+000, 5.5726900100708008E+000
458, 2.8500003814697266E+000, 6.8897724151611328E+000, 5.5846877098083496E+000
459, 2.8999996185302734E+000, 6.8982486724853516E+000, 5.5963144302368164E+000
460, 2.9500007629394531E+000, 6.9062647819519043E+000, 5.6075892448425293E+000
461, 3.0000000000000000E+000, 6.9138503074645996E+000, 5.6185245513916016E+000
462, 3.0499992370605469E+000, 6.9210352897644043E+000, 5.6291375160217285E+000
463, 3.1000003814697266E+000, 6.9278459548950195E+000, 5.6394410133361816E+000
464, 3.1499996185302734E+000, 6.9343051910400391E+000, 5.6494488716125488E+000
465, 3.2000007629394531E+000, 6.9404368400573730E+000, 5.6591720581054688E+000
466, 3.2500000000000000E+000, 6.9462594985961914E+000, 5.6686239242553711E+000
467, 3.2999992370605469E+000, 6.9517955780029297E+000, 5.6778140068054199E+000
468, 3.3500003814697266E+000, 6.9570603370666504E+000, 5.6867537498474121E+000
469, 3.3999996185302734E+000, 6.9620709419250488E+000, 5.6954522132873535E+000
470, 3.4500007629394531E+000, 6.9668421745300293E+000, 5.7039203643798828E+000
471, 3.5000000000000000E+000, 6.9713892936706543E+000, 5.7121658325195312E+000
472, 3.5499992370605469E+000, 6.9757251739501953E+000, 5.7201967239379883E+000
473, 3.6000003814697266E+000, 6.9798617362976074E+000, 5.7280220985412598E+000
474, 3.6499996185302734E+000, 6.9838109016418457E+000, 5.7356495857238770E+000
475, 3.7000007629394531E+000, 6.9875822067260742E+000, 5.7430863380432129E+000
476, 3.7500000000000000E+000, 6.9911861419677734E+000, 5.7503390312194824E+000
477, 3.7999992370605469E+000, 6.9946327209472656E+000, 5.7574143409729004E+000
478, 3.8500003814697266E+000, 6.9979310035705566E+000, 5.7643179893493652E+000
479, 3.8999996185302734E+000, 7.0010871887207031E+000, 5.7710571289062500E+000
480, 3.9500007629394531E+000, 7.0041103363037109E+000, 5.7776374816894531E+000
481, 4.0000000000000000E+000, 7.0070061683654785E+000, 5.7840633392333984E+000
482, 4.0499992370605469E+000, 7.0097832679748535E+000, 5.7903413772583008E+000
483, 4.1000003814697266E+000, 7.0124464035034180E+000, 5.7964758872985840E+000
484, 4.1499996185302734E+000, 7.0150012969970703E+000, 5.8024706840515137E+000
485, 4.2000007629394531E+000, 7.0174551010131836E+000, 5.8083319664001465E+000
486, 4.2500000000000000E+000, 7.0198097229003906E+000, 5.8140625953674316E+000
487, 4.2999992370605469E+000, 7.0220742225646973E+000, 5.8196687698364258E+000
488, 4.3500003814697266E+000, 7.0242500305175781E+000, 5.8251528739929199E+000
489, 4.3999996185302734E+000, 7.0263428688049316E+000, 5.8305182456970215E+000
490, 4.4500007629394531E+000, 7.0283560752868652E+000, 5.8357706069946289E+000
491, 4.5000000000000000E+000, 7.0302939414978027E+000, 5.8409118652343750E+000
492, 4.5499992370605469E+000, 7.0321588516235352E+000, 5.8459463119506836E+000
493, 4.6000003814697266E+000, 7.0339565277099609E+000, 5.8508768081665039E+000
494, 4.6499996185302734E+000, 7.0356879234313965E+000, 5.8557066917419434E+000
495, 4.7000007629394531E+000, 7.0373573303222656E+000, 5.8604383468627930E+000
496, 4.7500000000000000E+000, 7.0389657020568848E+000, 5.8650751113891602E+000
497, 4.7999992370605469E+000, 7.0405173301696777E+000, 5.8696198463439941E+000
498, 4.8500003814697266E+000, 7.0420160293579102E+000, 5.8740758895874023E+000
499, 4.8999996185302734E+000, 7.0434627532958984E+000, 5.8784441947937012E+000
500, 4.9500007629394531E+000, 7.0448589324951172E+000, 5.8827276229858398E+000
501, 5.0000000000000000E+000, 7.0462083816528320E+000, 5.8869295120239258E+000
502, 5.0499992370605469E+000, 7.0475120544433594E+000, 5.8910517692565918E+000
503, 5.1000003814697266E+000, 7.0487718582153320E+000, 5.8950967788696289E+000
504, 5.1499996185302734E+000, 7.0499897003173828E+000, 5.8990659713745117E+000
505, 5.2000007629394531E+000, 7.0511684417724609E+000, 5.9029617309570312E+000
506, 5.2500000000000000E+000, 7.0523080825805664E+000, 5.9067864418029785E+000
507, 5.2999992370605469E+000, 7.0534100532531738E+000, 5.9105415344238281E+000
508, 5.3500003814697266E+000, 7.0544795989990234E+000, 5.9142293930053711E+000
509, 5.3999996185302734E+000, 7.0555133819580078E+000, 5.9178504943847656E+000
510, 5.4500007629394531E+000, 7.0565156936645508E+000, 5.9214086532592773E+000
511, 5.5000000000000000E+000, 7.0574855804443359E+000, 5.9249029159545898E+000
512, 5.5499992370605469E+000, 7.0584259033203125E+000, 5.9283366203308105E+000
513, 5.6000003814697266E+000, 7.0593380928039551E+000, 5.9317121505737305E+000
514, 5.6499996185302734E+000, 7.0602231025695801E+000, 5.9350285530090332E+000
515, 5.7000007629394531E+000, 7.0610804557800293E+000, 5.9382901191711426E+000
516, 5.7500000000000000E+000, 7.0619120597839355E+000, 5.9414949417114258E+000
517, 5.7999992370605469E+000, 7.0627198219299316E+000, 5.9446468353271484E+000
518, 5.8500003814697266E+000, 7.0635042190551758E+000, 5.9477472305297852E+000
519, 5.8999996185302734E+000, 7.0642657279968262E+000, 5.9507956504821777E+000
520, 5.9500007629394531E+000, 7.0650043487548828E+000, 5.9537944793701172E+000
521, 6.0000000000000000E+000, 7.0657219886779785E+000, 5.9567446708679199E+000
522, 6.0499992370605469E+000, 7.0664200782775879E+000, 5.9596476554870605E+000
523, 6.1000003814697266E+000, 7.0670981407165527E+000, 5.9625034332275391E+000
524, 6.1499996185302734E+000, 7.0677571296691895E+000, 5.9653153419494629E+000
525, 6.2000007629394531E+000, 7.0683979988098145E+000, 5.9680814743041992E+000
526, 6.2500000000000000E+000, 7.0690207481384277E+000, 5.9708051681518555E+000
527, 6.2999992370605469E+000, 7.0696268081665039E+000, 5.9734864234924316E+000
528, 6.3500003814697266E+000, 7.0702171325683594E+000, 5.9761271476745605E+000
529, 6.3999996185302734E+000, 7.0707907676696777E+000, 5.9787263870239258E+000
530, 6.4500007629394531E+000, 7.0713496208190918E+000, 5.9812870025634766E+000
531, 6.5000000000000000E+000, 7.0718936920166016E+000, 5.9838094711303711E+000
532, 6.5499992370605469E+000, 7.0724225044250488E+000, 5.9862933158874512E+000
533, 6.6000003814697266E+000, 7.0729384422302246E+000, 5.9887404441833496E+000
534, 6.6499996185302734E+000, 7.0734400749206543E+000, 5.9911513328552246E+000
535, 6.7000007629394531E+000, 7.0739302635192871E+000, 5.9935274124145508E+000
536, 6.7500000000000000E+000, 7.0744066238403320E+000, 5.9958682060241699E+000
537, 6.7999992370605469E+000, 7.0748715400695801E+000, 5.9981760978698730E+000
538, 6.8500003814697266E+000, 7.0753245353698730E+000, 6.0004510879516602E+000
539, 6.8999996185302734E+000, 7.0757665634155273E+000, 6.0026922225952148E+000
540, 6.9500007629394531E+000, 7.0761971473693848E+000, 6.0049023628234863E+000
541, 7.0000000000000000E+000, 7.0766177177429199E+000, 6.0070819854736328E+000
542, 7.0499992370605469E+000, 7.0770273208618164E+000, 6.0092306137084961E+000
543, 7.1000003814697266E+000, 7.0774269104003906E+000, 6.0113496780395508E+000
544, 7.1499996185302734E+000, 7.0778169631958008E+000, 6.0134387016296387E+000
545, 7.2000007629394531E+000, 7.0781979560852051E+000, 6.0155005455017090E+000
546, 7.2500000000000000E+000, 7.0785698890686035E+000, 6.0175333023071289E+000
547, 7.2999992370605469E+000, 7.0789332389831543E+000, 6.0195393562316895E+000
548, 7.3500003814697266E+000, 7.0792880058288574E+000, 6.0215177536010742E+000
549, 7.3999996185302734E+000, 7.0796341896057129E+000, 6.0234704017639160E+000
550, 7.4500007629394531E+000, 7.0799727439880371E+000, 6.0253958702087402E+000
551, 7.5000000000000000E+000, 7.0803027153015137E+000, 6.0272974967956543E+000
552, 7.5499992370605469E+000, 7.0806255340576172E+000, 6.0291728973388672E+000
553, 7.6000003814697266E+000, 7.0809402465820312E+000, 6.0310249328613281E+000
554, 7.6499996185302734E+000, 7.0812497138977051E+000, 6.0328526496887207E+000
555, 7.7000007629394531E+000, 7.0815505981445312E+000, 6.0346570014953613E+000
556, 7.7500000000000000E+000, 7.0818452835083008E+000, 6.0364379882812500E+000
557, 7.7999992370605469E+000, 7.0821337699890137E+000, 6.0381956100463867E+000
558, 7.8500003814697266E+000, 7.0824146270751953E+000, 6.0399322509765625E+000
559, 7.8999996185302734E+000, 7.0826907157897949E+000, 6.0416469573974609E+000
560, 7.9500007629394531E+000, 7.0829606056213379E+000, 6.0433397293090820E+000
561, 8.0000000000000000E+000, 7.0832242965698242E+000, 6.0450119972229004E+000
562, 8.0499992370605469E+000, 7.0834822654724121E+000, 6.0466628074645996E+000
563, 8.1000003814697266E+000, 7.0837359428405762E+000, 6.0482950210571289E+000
564, 8.1499996185302734E+000, 7.0839819908142090E+000, 6.0499057769775391E+000
565, 8.2000007629394531E+000, 7.0842242240905762E+000, 6.0514979362487793E+000
566, 8.2500000000000000E+000, 7.0844621658325195E+000, 6.0530710220336914E+000
567, 8.2999992370605469E+000, 7.0846939086914062E+000, 6.0546236038208008E+000
568, 8.3500003814697266E+000, 7.0849204063415527E+000, 6.0561590194702148E+000
569, 8.3999996185302734E+000, 7.0851426124572754E+000, 6.0576763153076172E+000
570, 8.4500007629394531E+000, 7.0853605270385742E+000, 6.0591750144958496E+000
571, 8.5000000000000000E+000, 7.0855755805969238E+000, 6.0606570243835449E+000
572, 8.5499992370605469E+000, 7.0857839584350586E+000, 6.0621218681335449E+000
573, 8.6000003814697266E+000, 7.0859885215759277E+000, 6.0635681152343750E+000
574, 8.6499996185302734E+000, 7.0861902236938477E+000, 6.0649991035461426E+000
575, 8.7000007629394531E+000, 7.0863862037658691E+000, 6.0664138793945312E+000
576, 8.7500000000000000E+000, 7.0865793228149414E+000, 6.0678114891052246E+000
577, 8.7999992370605469E+000, 7.0867681503295898E+000, 6.0691938400268555E+000
578, 8.8500003814697266E+000, 7.0869536399841309E+000, 6.0705604553222656E+000
579, 8.8999996185302734E+000, 7.0871367454528809E+000, 6.0719118118286133E+000
580, 8.9500007629394531E+000, 7.0873146057128906E+000, 6.0732483863830566E+000
581, 9.0000000000000000E+000, 7.0874891281127930E+000, 6.0745692253112793E+000
582, 9.0499992370605469E+000, 7.0876603126525879E+000, 6.0758767127990723E+000
583, 9.1000003814697266E+000, 7.0878291130065918E+000, 6.0771694183349609E+000
584, 9.1499996185302734E+000, 7.0879940986633301E+000, 6.0784473419189453E+000
585, 9.2000007629394531E+000, 7.0881557464599609E+000, 6.0797119140625000E+000
586, 9.2500000000000000E+000, 7.0883150100708008E+000, 6.0809626579284668E+000
587, 9.2999992370605469E+000, 7.0884709358215332E+000, 6.0822000503540039E+000
588, 9.3500003814697266E+000, 7.0886244773864746E+000, 6.0834240913391113E+000
589, 9.3999996185302734E+000, 7.0887737274169922E+000, 6.0846357345581055E+000
590, 9.4500007629394531E+000, 7.0889215469360352E+000, 6.0858340263366699E+000
591, 9.5000000000000000E+000, 7.0890660285949707E+000, 6.0870189666748047E+000
592, 9.5499992370605469E+000, 7.0892086029052734E+000, 6.0881919860839844E+000
593, 9.6000003814697266E+000, 7.0893483161926270E+000, 6.0893530845642090E+000
594, 9.6499996185302734E+000, 7.0894856452941895E+000, 6.0905022621154785E+000
595, 9.7000007629394531E+000, 7.0896201133728027E+000, 6.0916395187377930E+000
596, 9.7500000000000000E+000, 7.0897517204284668E+000, 6.0927639007568359E+000
597, 9.7999992370605469E+000, 7.0898809432983398E+000, 6.0938773155212402E+000
598, 9.8500003814697266E+000, 7.0900087356567383E+000, 6.0949802398681641E+000
599, 9.8999996185302734E+000, 7.0901346206665039E+000, 6.0960707664489746E+000
600, 9.9500007629394531E+000, 7.0902571678161621E+000, 6.0971517562866211E+000
601, 1.0000000000000000E+001, 7.0903787612915039E+000, 6.0982208251953125E+000
602, 1.0049999237060547E+001, 7.0904979705810547E+000, 6.0992789268493652E+000
603, 1.0100000381469727E+001, 7.0906147956848145E+000, 6.1003274917602539E+000
604, 1.0149999618530273E+001, 7.0907292366027832E+000, 6.1013650894165039E+000
605, 1.0200000762939453E+001, 7.0908427238464355E+000, 6.1023926734924316E+000
606, 1.0250000000000000E+001, 7.0909533500671387E+000, 6.1034102439880371E+000
607, 1.0299999237060547E+001, 7.0910625457763672E+000, 6.1044168472290039E+000
608, 1.0350000381469727E+001, 7.0911698341369629E+000, 6.1054153442382812E+000
609, 1.0399999618530273E+001, 7.0912752151489258E+000, 6.1064028739929199E+000
610, 1.0450000762939453E+001, 7.0913796424865723E+000, 6.1073818206787109E+000
611, 1.0500000000000000E+001, 7.0914816856384277E+000, 6.1083512306213379E+000
612, 1.0549999237060547E+001, 7.0915818214416504E+000, 6.1093106269836426E+000
613, 1.0600000381469727E+001, 7.0916800498962402E+000, 6.1102614402770996E+000
614, 1.0649999618530273E+001, 7.0917763710021973E+000, 6.1112031936645508E+000
615, 1.0700000762939453E+001, 7.0918726921081543E+000, 6.1121363639831543E+000
616, 1.0750000000000000E+001, 7.0919656753540039E+000, 6.1130599975585938E+000
617, 1.0799999237060547E+001, 7.0920591354370117E+000, 6.1139760017395020E+000
618, 1.0850000381469727E+001, 7.0921497344970703E+000, 6.1148824691772461E+000
619, 1.0899999618530273E+001, 7.0922398567199707E+000, 6.1157813072204590E+000
620, 1.0950000762939453E+001, 7.0923271179199219E+000, 6.1166715621948242E+000
621, 1.1000000000000000E+001, 7.0924148559570312E+000, 6.1175537109375000E+000
622, 1.1049999237060547E+001, 7.0924992561340332E+000, 6.1184282302856445E+000
623, 1.1100000381469727E+001, 7.0925836563110352E+000, 6.1192946434020996E+000
624, 1.1149999618530273E+001, 7.0926661491394043E+000, 6.1201529502868652E+000
625, 1.1200000762939453E+001, 7.0927472114562988E+000, 6.1210031509399414E+000
626, 1.1250000000000000E+001, 7.0928273200988770E+000, 6.1218466758728027E+000
627, 1.1299999237060547E+001, 7.0929064750671387E+000, 6.1226820945739746E+000
628, 1.1350000381469727E+001, 7.0929841995239258E+000, 6.1235098838806152E+000
629, 1.1399999618530273E+001, 7.0930614471435547E+000, 6.1243305206298828E+000
630, 1.1450000762939453E+001, 7.0931358337402344E+000, 6.1251444816589355E+000
631, 1.1500000000000000E+001, 7.0932111740112305E+000, 6.1259503364562988E+000
632, 1.1549999237060547E+001, 7.0932831764221191E+000, 6.1267495155334473E+000
633, 1.1600000381469727E+001, 7.0933551788330078E+000, 6.1275415420532227E+000
634, 1.1649999618530273E+001, 7.0934262275695801E+000, 6.1283268928527832E+000
635, 1.1700000762939453E+001, 7.0934967994689941E+000, 6.1291050910949707E+000
636, 1.1750000000000000E+001, 7.0935645103454590E+000, 6.1298775672912598E+000
637, 1.1799999237060547E+001, 7.0936341285705566E+000, 6.1306424140930176E+000
638, 1.1850000381469727E+001, 7.0937008857727051E+000, 6.1314015388488770E+000
639, 1.1899999618530273E+001, 7.0937652587890625E+000, 6.1321539878845215E+000
640, 1.1950000762939453E+001, 7.0938305854797363E+000, 6.1328992843627930E+000
641, 1.2000000000000000E+001, 7.0938944816589355E+000, 6.1336393356323242E+000
642, 1.2049999237060547E+001, 7.0939574241638184E+000, 6.1343727111816406E+000
643, 1.2099998474121094E+001, 7.0940198898315430E+000, 6.1350998878479004E+000
644, 1.2150001525878906E+001, 7.0940818786621094E+000, 6.1358213424682617E+000
645, 1.2200000762939453E+001, 7.0941414833068848E+000, 6.1365361213684082E+000
646, 1.2250000000000000E+001, 7.0942010879516602E+000, 6.1372456550598145E+000
647, 1.2299999237060547E+001, 7.0942597389221191E+000, 6.1379489898681641E+000
648, 1.2349998474121094E+001, 7.0943174362182617E+000, 6.1386466026306152E+000
649, 1.2400001525878906E+001, 7.0943746566772461E+000, 6.1393384933471680E+000
650, 1.2450000762939453E+001, 7.0944309234619141E+000, 6.1400256156921387E+000
651, 1.2500000000000000E+001, 7.0944862365722656E+000, 6.1407055854797363E+000
652, 1.2549999237060547E+001, 7.0945401191711426E+000, 6.1413812637329102E+000
653, 1.2599998474121094E+001, 7.0945949554443359E+000, 6.1420512199401855E+000
654, 1.2650001525878906E+001, 7.0946478843688965E+000, 6.1427149772644043E+000
655, 1.2700000762939453E+001, 7.0947003364562988E+000, 6.1433744430541992E+000
656, 1.2750000000000000E+001, 7.0947523117065430E+000, 6.1440291404724121E+000
657, 1.2799999237060547E+001, 7.0948028564453125E+000, 6.1446776390075684E+000
658, 1.2849998474121094E+001, 7.0948543548583984E+000, 6.1453208923339844E+000
659, 1.2900001525878906E+001, 7.0949025154113770E+000, 6.1459593772888184E+000
660, 1.2950000762939453E+001, 7.0949525833129883E+000, 6.1465930938720703E+000
661, 1.3000000000000000E+001, 7.0950007438659668E+000, 6.1472215652465820E+000
662, 1.3049999237060547E+001, 7.0950484275817871E+000, 6.1478452682495117E+000
663, 1.3099998474121094E+001, 7.0950951576232910E+000, 6.1484642028808594E+000
664, 1.3150001525878906E+001, 7.0951414108276367E+000, 6.1490783691406250E+000
665, 1.3200000762939453E+001, 7.0951871871948242E+000, 6.1496877670288086E+000
666, 1.3250000000000000E+001, 7.0952329635620117E+000, 6.1502923965454102E+000
667, 1.3299999237060547E+001, 7.0952768325805664E+000, 6.1508927345275879E+000
668, 1.3349998474121094E+001, 7.0953207015991211E+000, 6.1514878273010254E+000
669, 1.3400001525878906E+001, 7.0953645706176758E+000, 6.1520791053771973E+000
670, 1.3450000762939453E+001, 7.0954079627990723E+000, 6.1526651382446289E+000
671, 1.3500000000000000E+001, 7.0954504013061523E+000, 6.1532473564147949E+000
672, 1.3549999237060547E+001, 7.0954918861389160E+000, 6.1538248062133789E+000
673, 1.3599998474121094E+001, 7.0955328941345215E+000, 6.1543989181518555E+000
674, 1.3650001525878906E+001, 7.0955739021301270E+000, 6.1549677848815918E+000
675, 1.3700000762939453E+001, 7.0956139564514160E+000, 6.1555323600769043E+000
676, 1.3750000000000000E+001, 7.0956535339355469E+000, 6.1560935974121094E+000
677, 1.3799999237060547E+001, 7.0956926345825195E+000, 6.1566505432128906E+000
678, 1.3849998474121094E+001, 7.0957312583923340E+000, 6.1572022438049316E+000
679, 1.3900001525878906E+001, 7.0957698822021484E+000, 6.1577510833740234E+000
680, 1.3950000762939453E+001, 7.0958075523376465E+000, 6.1582956314086914E+000
681, 1.4000000000000000E+001, 7.0958452224731445E+000, 6.1588358879089355E+000
