case,k,delt,psfc,ust,wspd,uoce,voce,flt,flq,flqv,flqc,dz,rho,u,v,th,tk,qv,qc,qi,qs,qnc,qni,p,exner,thl_before,sqv_before,sqc_before,sqi_before,sqs_before,sqw_before,qnwfa,qnifa,qnbca,ozone,tsq,qsq,cov,tcd,qcd,dfm,dfh,dfq,cldfra_bl1d,diss_heat,s_aw,s_aw_next,s_awthl,s_awthl_next,s_awqt,s_awqt_next,s_awqv,s_awqv_next,s_awqc,s_awqc_next,s_awu,s_awu_next,s_awv,s_awv_next,s_awqnc,s_awqnc_next,s_awqni,s_awqni_next,s_awqnwfa,s_awqnwfa_next,s_awqnifa,s_awqnifa_next,s_awqnbca,s_awqnbca_next,sd_aw,sd_aw_next,sd_awthl,sd_awthl_next,sd_awqt,sd_awqt_next,sd_awqv,sd_awqv_next,sd_awqc,sd_awqc_next,sd_awu,sd_awu_next,sd_awv,sd_awv_next,sub_thl,sub_sqv,sub_u,sub_v,det_thl,det_sqv,det_sqc,det_u,det_v,du,dv,dth,dqv,dqc,dqi,dqs,dqnc,dqni,dqnwfa,dqnifa,dqnbca,dozone,thl_after,k_m,k_h
depleted_moisture,1,60.0000000,100000.000,0.330000013,5.09901953,0.00000000,0.00000000,0.199999996E-1,-0.799999980E-4,-0.799999980E-4,0.00000000,60.0000000,1.17999995,5.00000000,1.00000000,285.110291,284.804993,0.387275941E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,99625.7031,0.998929143,285.110291,0.387275941E-2,0.00000000,0.00000000,0.00000000,0.387275941E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.100000005E-2,0.200000002E-6,-0.799999998E-5,0.00000000,-0.499999987E-4,0.00000000,0.00000000,0.00000000,0.00000000,0.971278860E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.989683438E-3,-0.678815471E-3,0.113277182,-0.645459877E-4,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,291.906921,0.00000000,0.00000000
depleted_moisture,2,60.0000000,100000.000,0.330000013,5.09901953,0.00000000,0.00000000,0.199999996E-1,-0.799999980E-4,-0.799999980E-4,0.00000000,68.0000000,1.17118311,5.80000019,0.879999995,285.345337,284.389008,0.379802077E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,98831.8750,0.996648490,285.345337,0.379802077E-2,0.00000000,0.00000000,0.00000000,0.379802077E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.818730798E-3,0.163746151E-6,-0.654984615E-5,0.00000000,0.00000000,0.230312064,0.117640398,0.230312064,0.00000000,0.299855242E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.104014078E-3,-0.940461978E-4,0.999043789E-2,-0.925671065E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,285.944763,14.7399721,7.52898550
depleted_moisture,3,60.0000000,100000.000,0.330000013,5.09901953,0.00000000,0.00000000,0.199999996E-1,-0.799999980E-4,-0.799999980E-4,0.00000000,76.0000000,1.16127026,6.59999990,0.759999990,285.609253,283.920990,0.371525506E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,97946.3828,0.994088948,285.609253,0.371525506E-2,0.00000000,0.00000000,0.00000000,0.371525506E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.670320063E-3,0.134064010E-6,-0.536256039E-5,0.00000000,0.00000000,0.231781721,0.894843638E-1,0.231781721,0.00000000,0.175075161E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.250609708E-3,0.267108280E-4,0.569152820E-3,-0.189649916E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,285.643402,16.6882839,6.44287395
depleted_moisture,4,60.0000000,100000.000,0.330000013,5.09901953,0.00000000,0.00000000,0.199999996E-1,-0.799999980E-4,-0.799999980E-4,0.00000000,84.0000000,1.15029037,7.40000010,0.639999986,285.901855,283.401001,0.362492958E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,96971.7969,0.991252780,285.901855,0.362492958E-2,0.00000000,0.00000000,0.00000000,0.362492958E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.548811629E-3,0.109762325E-6,-0.439049290E-5,0.00000000,0.00000000,0.203277260,0.622165427E-1,0.203277260,0.00000000,0.127515887E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.220243135E-3,0.317782178E-4,-0.142415365E-4,-0.139524650E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,285.901001,16.2621803,4.97732353
depleted_moisture,5,60.0000000,100000.000,0.330000013,5.09901953,0.00000000,0.00000000,0.199999996E-1,-0.799999980E-4,-0.799999980E-4,0.00000000,92.0000000,1.13827550,8.19999981,0.519999981,286.222961,282.829010,0.352752674E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,95910.9531,0.988142312,286.222961,0.352752674E-2,0.00000000,0.00000000,0.00000000,0.352752674E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.449328974E-3,0.898657930E-7,-0.359463161E-5,0.00000000,0.00000000,0.181810156,0.463243984E-1,0.181810156,0.00000000,0.102537854E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.166304904E-3,0.248223550E-4,-0.239054370E-4,-0.134349250E-5,0.804430078E-9,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,286.221405,15.9992933,4.07654715
depleted_moisture,6,60.0000000,100000.000,0.330000013,5.09901953,0.00000000,0.00000000,0.199999996E-1,-0.799999980E-4,-0.799999980E-4,0.00000000,100.000000,1.12526035,9.00000000,0.400000036,286.572296,282.204987,0.342356972E-2,0.300000011E-5,0.00000000,0.00000000,0.00000000,0.00000000,94766.8984,0.984760165,286.564728,0.342356972E-2,0.300000011E-5,0.00000000,0.00000000,0.342656975E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.367879460E-3,0.735758903E-7,-0.294303550E-5,0.00000000,0.00000000,0.165529609,0.368453227E-1,0.165529609,0.00000000,0.861591332E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.182072326E-3,0.273024034E-4,-0.198364251E-4,-0.130462411E-5,-0.117494214E-8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,286.563690,15.8908424,3.53715086
depleted_moisture,7,60.0000000,100000.000,0.330000013,5.09901953,0.00000000,0.00000000,0.199999996E-1,-0.799999980E-4,-0.799999980E-4,0.00000000,108.000000,1.11128211,9.80000019,0.280000031,286.949677,281.528992,0.331363548E-2,0.300000011E-5,0.00000000,0.00000000,0.00000000,0.00000000,93542.9062,0.981109262,286.942078,0.331363548E-2,0.300000011E-5,0.00000000,0.00000000,0.331663550E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.301194203E-3,0.602388397E-7,-0.240955342E-5,0.00000000,0.00000000,0.144599393,0.289198756E-1,0.144599393,0.00000000,0.743465648E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.197569534E-3,0.296344351E-4,-0.310262039E-4,-0.878066385E-5,-0.737537276E-8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,286.941315,15.0383368,3.00766706
depleted_moisture,8,60.0000000,100000.000,0.330000013,5.09901953,0.00000000,0.00000000,0.199999996E-1,-0.799999980E-4,-0.799999980E-4,0.00000000,116.000000,1.09638059,10.6000004,0.160000026,287.354797,280.800995,0.319831376E-2,0.300000011E-5,0.00000000,0.00000000,0.00000000,0.00000000,92242.4219,0.977192640,287.347168,0.319831376E-2,0.300000011E-5,0.00000000,0.00000000,0.320131378E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.246596988E-3,0.493193966E-7,-0.197277586E-5,0.00000000,0.00000000,0.118556611,0.237113219E-1,0.118556611,0.00000000,0.688711737E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.942230254E-4,0.141364835E-4,0.121561682E-2,-0.533052262E-4,-0.499999828E-7,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,287.427734,13.2783403,2.65566802
depleted_moisture,9,60.0000000,100000.000,0.330000013,5.09901953,0.00000000,0.00000000,0.199999996E-1,-0.799999980E-4,-0.799999980E-4,0.00000000,124.000000,1.08059776,11.3999996,0.400000215E-1,287.787323,280.020996,0.307822390E-2,0.300000011E-5,0.00000000,0.00000000,0.00000000,0.00000000,90869.1172,0.973013699,287.779663,0.307822390E-2,0.300000011E-5,0.00000000,0.00000000,0.308122393E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.201896532E-3,0.403793052E-7,-0.161517210E-5,0.00000000,-0.550000004E-4,0.106896326,0.213792659E-1,0.106896326,0.00000000,0.753550182E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.315984107E-4,0.474074250E-5,0.137634277,-0.513037267E-4,-0.500003807E-7,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,296.045380,12.8275595,2.56551194
depleted_moisture,10,60.0000000,100000.000,0.330000013,5.09901953,0.00000000,0.00000000,0.199999996E-1,-0.799999980E-4,-0.799999980E-4,0.00000000,132.000000,1.06397760,12.2000008,-0.799999237E-1,288.246918,279.188995,0.295401248E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,89426.7812,0.968575776,288.246918,0.295401248E-2,0.00000000,0.00000000,0.00000000,0.295401248E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.165298901E-3,0.330597807E-7,-0.132239120E-5,0.00000000,0.00000000,0.104709052,0.209418088E-1,0.104709052,0.00000000,0.953541814E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.110991794E-3,0.166474529E-4,0.129547121E-2,-0.212143277E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,288.324646,13.4027586,2.68055153
depleted_moisture,11,60.0000000,100000.000,0.330000013,5.09901953,0.00000000,0.00000000,0.199999996E-1,-0.799999980E-4,-0.799999980E-4,0.00000000,140.000000,1.04656613,13.0000000,-0.199999928,288.733276,278.304993,0.282634213E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,87919.3750,0.963882625,288.733276,0.282634213E-2,0.00000000,0.00000000,0.00000000,0.282634213E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.135335285E-3,0.270670562E-7,-0.108268227E-5,0.00000000,0.00000000,0.874558613E-1,0.174911730E-1,0.874558613E-1,0.00000000,0.109948201E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.133943555E-3,0.200932227E-4,-0.305175786E-5,-0.108595168E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,288.733093,11.8939972,2.37879944
depleted_moisture,12,60.0000000,100000.000,0.330000013,5.09901953,0.00000000,0.00000000,0.199999996E-1,-0.799999980E-4,-0.799999980E-4,0.00000000,148.000000,1.02841043,13.8000002,-0.319999933,289.245911,277.368988,0.269589061E-2,0.00000000,-0.100000001E-6,0.00000000,0.00000000,0.00000000,86350.9844,0.958938301,289.246216,0.269589061E-2,0.00000000,-0.100000001E-6,0.00000000,0.269579072E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.110803157E-3,0.221606307E-7,-0.886425198E-6,0.00000000,0.00000000,0.649729893E-1,0.129945977E-1,0.649729893E-1,0.00000000,0.102030435E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.955422729E-4,0.143329298E-4,0.508626329E-6,-0.103130731E-5,0.00000000,0.166666669E-8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,289.245941,9.35611057,1.87122202
depleted_moisture,13,60.0000000,100000.000,0.330000013,5.09901953,0.00000000,0.00000000,0.199999996E-1,-0.799999980E-4,-0.799999980E-4,0.00000000,156.000000,1.00955975,14.6000004,-0.439999938,289.784485,276.381012,0.256335060E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,84725.8047,0.953746736,289.784485,0.256335060E-2,0.00000000,0.00000000,0.00000000,0.256335060E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.907179492E-4,0.181435880E-7,-0.725743519E-6,0.00000000,0.00000000,0.484223478E-1,0.968446862E-2,0.484223478E-1,0.00000000,0.848232389E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.723997728E-4,0.108639397E-4,-0.712076826E-5,-0.979507831E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,289.784058,7.36019707,1.47203922
depleted_moisture,14,60.0000000,100000.000,0.330000013,5.09901953,0.00000000,0.00000000,0.199999996E-1,-0.799999980E-4,-0.799999980E-4,0.00000000,164.000000,0.990064085,15.4000006,-0.559999943,290.348450,275.341003,0.242940057E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,83048.1172,0.948312283,290.348450,0.242940057E-2,0.00000000,0.00000000,0.00000000,0.242940057E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.742735865E-4,0.148547175E-7,-0.594188691E-6,0.00000000,0.00000000,0.351359844E-1,0.702719670E-2,0.351359844E-1,0.00000000,0.662683306E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.564257316E-4,0.846485273E-5,-0.661214199E-5,-0.928656618E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,290.348053,5.62175751,1.12435150
depleted_moisture,15,60.0000000,100000.000,0.330000013,5.09901953,0.00000000,0.00000000,0.199999996E-1,-0.799999980E-4,-0.799999980E-4,0.00000000,172.000000,0.969974399,16.2000008,-0.679999948,290.937317,274.248993,0.229473575E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,81322.2969,0.942639410,290.937317,0.229473575E-2,0.00000000,0.00000000,0.00000000,0.229473575E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.608100709E-4,0.121620136E-7,-0.486480531E-6,0.00000000,0.00000000,0.241721328E-1,0.483442657E-2,0.241721328E-1,0.00000000,0.438568151E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.385602325E-4,0.578860454E-5,-0.457763690E-5,-0.877624814E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,290.937042,4.06091833,0.812183678
depleted_moisture,16,60.0000000,100000.000,0.330000013,5.09901953,0.00000000,0.00000000,0.199999996E-1,-0.799999980E-4,-0.799999980E-4,0.00000000,180.000000,0.949342489,17.0000000,-0.799999952,291.550598,273.105011,0.216004439E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,79552.7422,0.936732829,291.550598,0.216004439E-2,0.00000000,0.00000000,0.00000000,0.216004439E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.497870678E-4,0.995741356E-8,-0.398296521E-6,0.00000000,0.00000000,0.162864830E-1,0.325729675E-2,0.162864830E-1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.827314580E-6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,291.550598,2.86642098,0.573284209
